cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids
alicloud,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_privilege_escalation_denied,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_privilege_escalation_denied,,containers_kubernetes,ACK Admission Webhooks,alicloud.actiontrail.threat_detection_privilege_escalation,"iso27001_2022_multi_cloud_A.5.7_0039;iso27001_2022_multi_cloud_A.5.7_0039,soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_3_3_0005"
alicloud,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_host_namespace_usage_denied,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_host_namespace_usage_denied,,containers_kubernetes,ACK Admission Webhooks,,
alicloud,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_ingress_per_namespace,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_ingress_per_namespace,,containers_kubernetes,ACK CNI (Terway/Cilium) NetworkPolicy,,
alicloud,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_egress_per_namespace,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_egress_per_namespace,,containers_kubernetes,ACK CNI (Terway/Cilium) NetworkPolicy,,
alicloud,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_required_allowlist_for_namespace_services,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_required_allowlist_for_namespace_services,,containers_kubernetes,ACK CNI (Terway/Cilium) NetworkPolicy,,
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_anonymous_auth_disabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_anonymous_auth_disabled,,containers_kubernetes,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_insecure_port_disabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_insecure_port_disabled,,containers_kubernetes,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_tls_min_1_2_enforced,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_tls_min_1_2_enforced,,containers_kubernetes,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_authorization_mode_rbac,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_authorization_mode_rbac,,containers_kubernetes,ACK Control Plane (API Server),,
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_audit_logging_enabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_audit_logging_enabled,,containers_kubernetes,ACK Control Plane (API Server),alicloud.eks.control_plane_logging_all_types_enabled,iso27001_2022_multi_cloud_A.8.15_0070
alicloud,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_etcd_connection_encrypted,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_etcd_connection_encrypted,,containers_kubernetes,ACK Control Plane (API Server),,
alicloud,alicloud.ACK etcd.containers_kubernetes_security_etcd_client_tls_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_client_tls_enabled,,containers_kubernetes,ACK etcd,alicloud.ack.kube_apiserver_client_ca_file_check,cis_alicloud_alicloud_1.2.29_0049
alicloud,alicloud.ACK etcd.containers_kubernetes_security_etcd_peer_tls_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_peer_tls_enabled,,containers_kubernetes,ACK etcd,alicloud.defender.ensure_defender_for_containers_is_on,"iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.16_0012,iso27001_2022_multi_cloud_A.5.19_0015,iso27001_2022_multi_cloud_A.5.21_0018,iso27001_2022_multi_cloud_A.5.22_0019,iso27001_2022_multi_cloud_A.5.25_0022,iso27001_2022_multi_cloud_A.5.28_0025,iso27001_2022_multi_cloud_A.5.29_0026,iso27001_2022_multi_cloud_A.8.7_0094,iso27001_2022_multi_cloud_A.8.9_0096,soc2_multi_cloud_cc_3_1_0003,soc2_multi_cloud_cc_3_2_0004,soc2_multi_cloud_cc_4_2_0007,soc2_multi_cloud_cc_6_8_0014,soc2_multi_cloud_cc_7_1_0015;iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.21_0018;iso27001_2022_multi_cloud_A.5.22_0019;iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.8.7_0094;iso27001_2022_multi_cloud_A.8.9_0096;soc2_multi_cloud_cc_3_1_0003;soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015"
alicloud,alicloud.ACK etcd.containers_kubernetes_security_etcd_auth_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_auth_enabled,,containers_kubernetes,ACK etcd,alicloud.kubernetes.cluster.basic_auth_disabled,cis_alicloud_alicloud_7.6_0192
alicloud,alicloud.ACK etcd.containers_kubernetes_security_etcd_encryption_at_rest_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_encryption_at_rest_enabled,,containers_kubernetes,ACK etcd,,
alicloud,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_read_only_port_disabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_read_only_port_disabled,,containers_kubernetes,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_anonymous_auth_disabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_anonymous_auth_disabled,,containers_kubernetes,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_authz_webhook_or_rbac_enabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_authz_webhook_or_rbac_enabled,,containers_kubernetes,ACK Node (kubelet),,
alicloud,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_tls_min_1_2_enforced,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_tls_min_1_2_enforced,,containers_kubernetes,ACK Node (kubelet),,
alicloud,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_use_service_account_credentials_enabled,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_use_service_account_credentials_enabled,,containers_kubernetes,ACK Controller Manager,alicloud.cosmosdb.account.firewall_use_selected_networks,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078"
alicloud,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_root_ca_file_configured,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_root_ca_file_configured,,containers_kubernetes,ACK Controller Manager,,
alicloud,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_secure_port_tls_enabled,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_secure_port_tls_enabled,,containers_kubernetes,ACK Controller Manager,,
alicloud,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_secure_port_tls_enabled,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_secure_port_tls_enabled,,containers_kubernetes,ACK Scheduler,,
alicloud,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authentication_kubeconfig_configured,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authentication_kubeconfig_configured,,containers_kubernetes,ACK Scheduler,,
alicloud,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authorization_kubeconfig_configured,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authorization_kubeconfig_configured,,containers_kubernetes,ACK Scheduler,,
alicloud,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_nodes_no_public_ip,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_nodes_no_public_ip,,containers_kubernetes,ACK Node Pool,alicloud.emr.cluster.master_nodes_no_public_ip,"canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013,canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132,fedramp_moderate_multi_cloud_AC-17_0034,fedramp_moderate_multi_cloud_AC-17_1_0035,fedramp_moderate_multi_cloud_AC-17_2_0036,fedramp_moderate_multi_cloud_AC-17_3_0037,fedramp_moderate_multi_cloud_AC-17_4_0038,fedramp_moderate_multi_cloud_SC-7_0332,fedramp_moderate_multi_cloud_SC-7_10_0338,fedramp_moderate_multi_cloud_SC-7_12_0339,fedramp_moderate_multi_cloud_SC-7_18_0340,fedramp_moderate_multi_cloud_SC-7_20_0341,fedramp_moderate_multi_cloud_SC-7_21_0342,fedramp_moderate_multi_cloud_SC-7_3_0333,fedramp_moderate_multi_cloud_SC-7_4_0334,fedramp_moderate_multi_cloud_SC-7_5_0335,fedramp_moderate_multi_cloud_SC-7_7_0336,fedramp_moderate_multi_cloud_SC-7_8_0337,iso27001_2022_multi_cloud_A.8.1_0064,nist_800_53_rev5_multi_cloud_AC-17-b_0152,nist_800_53_rev5_multi_cloud_AC-17_10_0141,nist_800_53_rev5_multi_cloud_AC-17_10_0142,nist_800_53_rev5_multi_cloud_AC-17_1_0140,nist_800_53_rev5_multi_cloud_AC-17_9_0150,nist_800_53_rev5_multi_cloud_AC-2_6_0013,nist_800_53_rev5_multi_cloud_AC-3_11_0032,nist_800_53_rev5_multi_cloud_AC-3_12_0033,nist_800_53_rev5_multi_cloud_AC-3_14_0035,nist_800_53_rev5_multi_cloud_AC-3_15_0036,nist_800_53_rev5_multi_cloud_AC-3_15_0037,nist_800_53_rev5_multi_cloud_AC-3_5_0051,nist_800_53_rev5_multi_cloud_AC-3_5_0052,nist_800_53_rev5_multi_cloud_AC-3_6_0053,nist_800_53_rev5_multi_cloud_AC-3_7_0054,nist_800_53_rev5_multi_cloud_AC-3_9_0056,nist_800_53_rev5_multi_cloud_AC-4_21_0070,nist_800_53_rev5_multi_cloud_AC-6_1_0091,nist_800_53_rev5_multi_cloud_AC-6_4_0095,nist_800_53_rev5_multi_cloud_AC-6_5_0096,nist_800_53_rev5_multi_cloud_AC-6_6_0097,nist_800_53_rev5_multi_cloud_AC-6_7_0098,nist_800_53_rev5_multi_cloud_AC-6_8_0099,nist_800_53_rev5_multi_cloud_MP-2_1_0704,nist_800_53_rev5_multi_cloud_MP-2_1_0705,nist_800_53_rev5_multi_cloud_MP-2_2_0706,nist_800_53_rev5_multi_cloud_MP-2_2_0707,nist_800_53_rev5_multi_cloud_SC-25_1277,nist_800_53_rev5_multi_cloud_SC-7-a_1224,nist_800_53_rev5_multi_cloud_SC-7-b_1225,nist_800_53_rev5_multi_cloud_SC-7-c_1226,nist_800_53_rev5_multi_cloud_SC-7_11_1196,nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201,nist_800_53_rev5_multi_cloud_SC-7_20_1207,nist_800_53_rev5_multi_cloud_SC-7_21_1208,nist_800_53_rev5_multi_cloud_SC-7_25_1212,nist_800_53_rev5_multi_cloud_SC-7_26_1213,nist_800_53_rev5_multi_cloud_SC-7_27_1214,nist_800_53_rev5_multi_cloud_SC-7_28_1215,nist_800_53_rev5_multi_cloud_SC-7_2_1206,nist_800_53_rev5_multi_cloud_SC-7_3_1217,nist_800_53_rev5_multi_cloud_SC-7_7_1221;canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132;fedramp_moderate_multi_cloud_AC-17_0034;fedramp_moderate_multi_cloud_AC-17_1_0035;fedramp_moderate_multi_cloud_AC-17_2_0036;fedramp_moderate_multi_cloud_AC-17_3_0037;fedramp_moderate_multi_cloud_AC-17_4_0038;fedramp_moderate_multi_cloud_SC-7_0332;fedramp_moderate_multi_cloud_SC-7_10_0338;fedramp_moderate_multi_cloud_SC-7_12_0339;fedramp_moderate_multi_cloud_SC-7_18_0340;fedramp_moderate_multi_cloud_SC-7_20_0341;fedramp_moderate_multi_cloud_SC-7_21_0342;fedramp_moderate_multi_cloud_SC-7_3_0333;fedramp_moderate_multi_cloud_SC-7_4_0334;fedramp_moderate_multi_cloud_SC-7_5_0335;fedramp_moderate_multi_cloud_SC-7_7_0336;fedramp_moderate_multi_cloud_SC-7_8_0337;iso27001_2022_multi_cloud_A.8.1_0064;nist_800_53_rev5_multi_cloud_AC-17-b_0152;nist_800_53_rev5_multi_cloud_AC-17_10_0141;nist_800_53_rev5_multi_cloud_AC-17_10_0142;nist_800_53_rev5_multi_cloud_AC-17_1_0140;nist_800_53_rev5_multi_cloud_AC-17_9_0150;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_7_0054;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_21_0070;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-7-a_1224;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SC-7-c_1226;nist_800_53_rev5_multi_cloud_SC-7_11_1196;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_20_1207;nist_800_53_rev5_multi_cloud_SC-7_21_1208;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_2_1206;nist_800_53_rev5_multi_cloud_SC-7_3_1217;nist_800_53_rev5_multi_cloud_SC-7_7_1221"
alicloud,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_disk_encryption_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_disk_encryption_enabled,,containers_kubernetes,ACK Node Pool,,
alicloud,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_shielded_secure_boot_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_shielded_secure_boot_enabled,,containers_kubernetes,ACK Node Pool,,
alicloud,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_workload_identity_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_workload_identity_enabled,,containers_kubernetes,ACK Node Pool,alicloud.wellarchitected.workload_no_high_or_medium_risks,iso27001_2022_multi_cloud_A.5.1_0005
alicloud,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_default_service_account_automount_disabled,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_default_service_account_automount_disabled,,containers_kubernetes,ACK Namespaces,,
alicloud,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_pod_security_level_restricted,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_pod_security_level_restricted,,containers_kubernetes,ACK Namespaces,alicloud.ack.kubernetes_pod_create_access_minimized,cis_alicloud_alicloud_5.1.4_0092
alicloud,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_network_policies_present,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_network_policies_present,,containers_kubernetes,ACK Namespaces,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_run_as_non_root,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_run_as_non_root,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_read_only_root_filesystem,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_read_only_root_filesystem,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_privileged_containers,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_privileged_containers,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_drop_net_raw_and_reduce_caps,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_drop_net_raw_and_reduce_caps,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_seccomp_profile_runtime_default,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_seccomp_profile_runtime_default,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_hostpath_mounts,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_hostpath_mounts,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_host_network_pid_ipc_disabled,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_host_network_pid_ipc_disabled,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_image_tag_not_latest,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_image_tag_not_latest,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_env_no_plaintext_secrets,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_env_no_plaintext_secrets,,containers_kubernetes,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,,
alicloud,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_type_loadbalancer_internal_only_where_required,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_type_loadbalancer_internal_only_where_required,,containers_kubernetes,ACK Service (SLB/ALB/NLB integration),,
alicloud,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_nodeport_usage_restricted,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_nodeport_usage_restricted,,containers_kubernetes,ACK Service (SLB/ALB/NLB integration),,
alicloud,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_external_ips_not_used,alicloud.ACK Service (SLB/ALB/NLB integration).containers_kubernetes_security_service_external_ips_not_used,,containers_kubernetes,ACK Service (SLB/ALB/NLB integration),,
alicloud,"alicloud.ACK Managed Services (CoreDNS, Ingress).containers_kubernetes_security_cluster_service_kube_system_services_not_public","alicloud.ACK Managed Services (CoreDNS, Ingress).containers_kubernetes_security_cluster_service_kube_system_services_not_public",,containers_kubernetes,"ACK Managed Services (CoreDNS, Ingress)",,
alicloud,"alicloud.ACK Managed Services (CoreDNS, Ingress).containers_kubernetes_security_cluster_service_dns_and_metrics_from_approved_sources","alicloud.ACK Managed Services (CoreDNS, Ingress).containers_kubernetes_security_cluster_service_dns_and_metrics_from_approved_sources",,containers_kubernetes,"ACK Managed Services (CoreDNS, Ingress)",,
alicloud,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_from_trusted_channel,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_from_trusted_channel,,containers_kubernetes,ACK Add-ons (Cluster add-ons),,
alicloud,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_version_pinned_and_supported,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_version_pinned_and_supported,,containers_kubernetes,ACK Add-ons (Cluster add-ons),,
alicloud,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_no_privileged_permissions,alicloud.ACK Add-ons (Cluster add-ons).containers_kubernetes_security_addon_no_privileged_permissions,,containers_kubernetes,ACK Add-ons (Cluster add-ons),,
alicloud,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_private_subnets_only,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_private_subnets_only,,containers_kubernetes,ACK Serverless (ECI),,
alicloud,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_execution_role_least_privilege,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_execution_role_least_privilege,,containers_kubernetes,ACK Serverless (ECI),,
alicloud,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_logging_enabled,alicloud.ACK Serverless (ECI).containers_kubernetes_security_fargate_profile_logging_enabled,,containers_kubernetes,ACK Serverless (ECI),,
alicloud,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_no_privileged_containers,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_no_privileged_containers,,containers_kubernetes,Elastic Container Instance (ECI),alicloud.defender.container_images_resolved_vulnerabilities,"iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.19_0015,iso27001_2022_multi_cloud_A.5.21_0018,iso27001_2022_multi_cloud_A.5.25_0022,iso27001_2022_multi_cloud_A.5.28_0025,iso27001_2022_multi_cloud_A.5.29_0026,iso27001_2022_multi_cloud_A.8.7_0094,iso27001_2022_multi_cloud_A.8.9_0096,soc2_multi_cloud_cc_3_2_0004,soc2_multi_cloud_cc_4_2_0007,soc2_multi_cloud_cc_6_8_0014,soc2_multi_cloud_cc_7_1_0015;iso27001_2022_multi_cloud_A.5.21_0018;iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.8.7_0094;iso27001_2022_multi_cloud_A.8.9_0096;soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015"
alicloud,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_read_only_root_filesystem,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_read_only_root_filesystem,,containers_kubernetes,Elastic Container Instance (ECI),,
alicloud,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_env_no_plaintext_secrets,alicloud.Elastic Container Instance (ECI).containers_kubernetes_security_container_instance_env_no_plaintext_secrets,,containers_kubernetes,Elastic Container Instance (ECI),,
alicloud,alicloud.Cost Categories (Cost Center).cost_security_access_billing_console_rbac_least_privilege,alicloud.Cost Categories (Cost Center).cost_security_access_billing_console_rbac_least_privilege,,cost,Cost Categories (Cost Center),,
alicloud,alicloud.Cost Categories (Cost Center).cost_security_access_billing_admins_mfa_required,alicloud.Cost Categories (Cost Center).cost_security_access_billing_admins_mfa_required,,cost,Cost Categories (Cost Center),alicloud.account.maintain_different_contact_details_to_security_billing_and_operations,iso27001_2022_multi_cloud_A.5.6_0038
alicloud,alicloud.Cost Categories (Cost Center).cost_security_access_cost_data_exports_private_and_encrypted,alicloud.Cost Categories (Cost Center).cost_security_access_cost_data_exports_private_and_encrypted,,cost,Cost Categories (Cost Center),,
alicloud,alicloud.Cost Categories (Cost Center).cost_security_access_cost_export_destinations_least_privilege,alicloud.Cost Categories (Cost Center).cost_security_access_cost_export_destinations_least_privilege,,cost,Cost Categories (Cost Center),,
alicloud,alicloud.Billing Management - Cost Center.cost_security_allocation_required_cost_tags_present,alicloud.Billing Management - Cost Center.cost_security_allocation_required_cost_tags_present,,cost,Billing Management - Cost Center,,
alicloud,alicloud.Billing Management - Cost Center.cost_security_allocation_cost_tag_policy_enforced,alicloud.Billing Management - Cost Center.cost_security_allocation_cost_tag_policy_enforced,,cost,Billing Management - Cost Center,,
alicloud,alicloud.Billing Management - Cost Center.cost_security_allocation_untagged_resource_alerts_enabled,alicloud.Billing Management - Cost Center.cost_security_allocation_untagged_resource_alerts_enabled,,cost,Billing Management - Cost Center,,
alicloud,alicloud.Tags (cost allocation).cost_security_allocation_required_cost_tags_present,alicloud.Tags (cost allocation).cost_security_allocation_required_cost_tags_present,,cost,Tags (cost allocation),,
alicloud,alicloud.Tags (cost allocation).cost_security_allocation_cost_tag_policy_enforced,alicloud.Tags (cost allocation).cost_security_allocation_cost_tag_policy_enforced,,cost,Tags (cost allocation),alicloud.awslambda.function.url_cors_policy,iso27001_2022_multi_cloud_A.8.1_0064
alicloud,alicloud.Tags (cost allocation).cost_security_allocation_untagged_resource_alerts_enabled,alicloud.Tags (cost allocation).cost_security_allocation_untagged_resource_alerts_enabled,,cost,Tags (cost allocation),,
alicloud,alicloud.Budgets (Billing Management).cost_security_budget_budgets_defined_for_accounts_or_projects,alicloud.Budgets (Billing Management).cost_security_budget_budgets_defined_for_accounts_or_projects,,cost,Budgets (Billing Management),,
alicloud,alicloud.Budgets (Billing Management).cost_security_budget_alert_thresholds_configured,alicloud.Budgets (Billing Management).cost_security_budget_alert_thresholds_configured,,cost,Budgets (Billing Management),,
alicloud,alicloud.Budgets (Billing Management).cost_security_budget_alert_destinations_configured,alicloud.Budgets (Billing Management).cost_security_budget_alert_destinations_configured,,cost,Budgets (Billing Management),,
alicloud,alicloud.Budgets (Billing Management).cost_security_budget_modify_permissions_restricted,alicloud.Budgets (Billing Management).cost_security_budget_modify_permissions_restricted,,cost,Budgets (Billing Management),alicloud.ram.no_guest_accounts_with_permissions,rbi_bank_multi_cloud_9.3_0027
