cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,k8s_mapped_compliance_functions,k8s_mapped_compliance_ids
k8s,k8s.k8s.monitoring_observability.log_collection.centralized_logging_enabled.log_aggregation_validated,k8s.k8s.monitoring_observability.log_collection.centralized_logging_enabled.log_aggregation_validated,monitoring.logs,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.audited,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.audited,monitoring.logs,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.enabled,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.enabled,monitoring.logs,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.retention_period_validated,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.retention_period_validated,monitoring.logs,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.retention_policies_validated,k8s.k8s.monitoring_observability.log_retention.retention_policies_enforced.retention_policies_validated,monitoring.logs,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.alert_channels_validated,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.alert_channels_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.audited,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.audited,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.enabled,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.enabled,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.enforced,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.enforced,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.security_alerts_validated,k8s.k8s.monitoring_observability.monitoring_alerting.security_alerts_configured.security_alerts_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.audited,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.audited,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.baseline_establishment_validated,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.baseline_establishment_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.deviation_threshold_validated,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.deviation_threshold_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.enabled,k8s.k8s.monitoring_observability.security_monitoring.behavioral_analysis_enabled.enabled,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.alert_rules_configured_validated,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.alert_rules_configured_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.audited,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.audited,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.enabled,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.enabled,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.security_metrics_enabled_validated,k8s.k8s.monitoring_observability.security_monitoring.security_events_monitored.security_metrics_enabled_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.alert_threshold_validated,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.alert_threshold_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.audited,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.audited,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.enabled,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.enabled,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.ml_models_enabled_validated,k8s.k8s.monitoring_observability.threat_detection.anomaly_detection_enabled.ml_models_enabled_validated,monitoring.metrics,,kubernetes,,
k8s,k8s.k8s.network_security.dns_security.dns_policies_enforced.audited,k8s.k8s.network_security.dns_security.dns_policies_enforced.audited,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.dns_security.dns_policies_enforced.dns_config_restrictions_validated,k8s.k8s.network_security.dns_security.dns_policies_enforced.dns_config_restrictions_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.dns_security.dns_policies_enforced.dns_policy_validated,k8s.k8s.network_security.dns_security.dns_policies_enforced.dns_policy_validated,network.service,,kubernetes,k8s.pod.network.policy_check,cis_kubernetes_kubernetes_5.2.5_0117
k8s,k8s.k8s.network_security.dns_security.dns_policies_enforced.enabled,k8s.k8s.network_security.dns_security.dns_policies_enforced.enabled,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.allowed_dns_servers_validated,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.allowed_dns_servers_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.audited,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.audited,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.blocked_domains_validated,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.blocked_domains_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.enabled,k8s.k8s.network_security.egress_controls.dns_filtering_enabled.enabled,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.ingress_controller_secure.audited,k8s.k8s.network_security.ingress_security.ingress_controller_secure.audited,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.ingress_controller_secure.enabled,k8s.k8s.network_security.ingress_security.ingress_controller_secure.enabled,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.ingress_controller_secure.rate_limiting_enabled_validated,k8s.k8s.network_security.ingress_security.ingress_controller_secure.rate_limiting_enabled_validated,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.ingress_controller_secure.security_headers_enabled_validated,k8s.k8s.network_security.ingress_security.ingress_controller_secure.security_headers_enabled_validated,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.tls_termination_enabled.audited,k8s.k8s.network_security.ingress_security.tls_termination_enabled.audited,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.tls_termination_enabled.enabled,k8s.k8s.network_security.ingress_security.tls_termination_enabled.enabled,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.tls_termination_enabled.enforced,k8s.k8s.network_security.ingress_security.tls_termination_enabled.enforced,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.tls_termination_enabled.min_tls_version_validated,k8s.k8s.network_security.ingress_security.tls_termination_enabled.min_tls_version_validated,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.ingress_security.tls_termination_enabled.tls_enabled_validated,k8s.k8s.network_security.ingress_security.tls_termination_enabled.tls_enabled_validated,network.ingress,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.egress_traffic_controlled.allowed_egress_destinations_validated,k8s.k8s.network_security.network_policies.egress_traffic_controlled.allowed_egress_destinations_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.egress_traffic_controlled.audited,k8s.k8s.network_security.network_policies.egress_traffic_controlled.audited,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.egress_traffic_controlled.egress_policies_required_validated,k8s.k8s.network_security.network_policies.egress_traffic_controlled.egress_policies_required_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.egress_traffic_controlled.enabled,k8s.k8s.network_security.network_policies.egress_traffic_controlled.enabled,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.audited,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.audited,network.network_policy,,kubernetes,k8s.namespace.isolation_check,cis_kubernetes_kubernetes_5.6.1_0131
k8s,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.default_deny_egress_validated,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.default_deny_egress_validated,network.network_policy,,kubernetes,k8s.network.policy.default_deny_ingress_check,cis_kubernetes_kubernetes_1.6.4_0173
k8s,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.default_deny_ingress_validated,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.default_deny_ingress_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.enabled,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.enabled,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.enforced,k8s.k8s.network_security.network_policies.namespace_isolation_enforced.enforced,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.audited,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.audited,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.authorization_policy_count_validated,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.authorization_policy_count_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.default_deny_enabled_validated,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.default_deny_enabled_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.enabled,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.enabled,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.enforced,k8s.k8s.network_security.service_mesh_security.authorization_policies_enforced.enforced,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.mtls_enabled.audited,k8s.k8s.network_security.service_mesh_security.mtls_enabled.audited,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.mtls_enabled.enabled,k8s.k8s.network_security.service_mesh_security.mtls_enabled.enabled,network.service,,kubernetes,k8s.api.service.external_ips_not_set,cis_kubernetes_kubernetes_1.2.3_0024
k8s,k8s.k8s.network_security.service_mesh_security.mtls_enabled.enforced,k8s.k8s.network_security.service_mesh_security.mtls_enabled.enforced,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.mtls_enabled.mtls_mode_validated,k8s.k8s.network_security.service_mesh_security.mtls_enabled.mtls_mode_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.service_mesh_security.mtls_enabled.mtls_strict_mode_validated,k8s.k8s.network_security.service_mesh_security.mtls_enabled.mtls_strict_mode_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.audited,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.audited,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.default_deny_egress_validated,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.default_deny_egress_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.default_deny_ingress_validated,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.default_deny_ingress_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.enabled,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.enabled,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.enforced,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.enforced,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.microsegmentation_enabled_validated,k8s.k8s.network_security.zero_trust_networking.network_segmentation_enforced.microsegmentation_enabled_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.audited,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.audited,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.enabled,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.enabled,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.encryption_protocols_validated,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.encryption_protocols_validated,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.enforced,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.enforced,network.service,,kubernetes,,
k8s,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.mtls_required_validated,k8s.k8s.network_security.zero_trust_networking.service_to_service_encryption.mtls_required_validated,network.service,,kubernetes,,
k8s,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.anomaly_detection_enabled_validated,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.anomaly_detection_enabled_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.audited,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.baseline_established_validated,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.baseline_established_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.enabled,k8s.k8s.pod_container_security.behavioral_analysis.anomaly_detection_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.audited,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.audited,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.enabled,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.enabled,container.security_context,,kubernetes,k8s.pod.security_capabilities_enforcement,cis_kubernetes_kubernetes_5.2.10_0122
k8s,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.enforced,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.enforced,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.required_drop_capabilities_validated,k8s.k8s.pod_container_security.capabilities_management.dangerous_capabilities_dropped.required_drop_capabilities_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.audited,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.audited,container.security_context,,kubernetes,k8s.gatekeeper.net_raw_capability_restricted,cis_kubernetes_kubernetes_5.2.8_0120
k8s,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.drop_capabilities_validated,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.drop_capabilities_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.enabled,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.enabled,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.enforced,k8s.k8s.pod_container_security.capabilities_management.net_raw_capability_dropped.enforced,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.audited,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.audited,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.enabled,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.enabled,pod.pod,,kubernetes,k8s.rbac.pod_creation_access_check,cis_kubernetes_kubernetes_5.1.4_0103
k8s,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.enforced,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.enforced,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.host_network_validated,k8s.k8s.pod_container_security.host_access_controls.host_network_disabled.host_network_validated,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.allowed_host_paths_validated,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.allowed_host_paths_validated,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.audited,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.audited,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.enabled,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.enabled,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.enforced,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.enforced,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.host_path_restrictions_validated,k8s.k8s.pod_container_security.host_access_controls.host_path_mounts_restricted.host_path_restrictions_validated,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.audited,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.audited,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.enabled,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.enabled,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.enforced,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.enforced,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.host_pid_validated,k8s.k8s.pod_container_security.host_access_controls.host_pid_disabled.host_pid_validated,pod.pod,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.image_provenance_verified.audited,k8s.k8s.pod_container_security.image_security.image_provenance_verified.audited,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.image_provenance_verified.enabled,k8s.k8s.pod_container_security.image_security.image_provenance_verified.enabled,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.image_provenance_verified.provenance_attestation_validated,k8s.k8s.pod_container_security.image_security.image_provenance_verified.provenance_attestation_validated,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.image_provenance_verified.sbom_verification_validated,k8s.k8s.pod_container_security.image_security.image_provenance_verified.sbom_verification_validated,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.signed_images_required.allowed_registries_validated,k8s.k8s.pod_container_security.image_security.signed_images_required.allowed_registries_validated,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.signed_images_required.audited,k8s.k8s.pod_container_security.image_security.signed_images_required.audited,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.signed_images_required.enabled,k8s.k8s.pod_container_security.image_security.signed_images_required.enabled,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.signed_images_required.enforced,k8s.k8s.pod_container_security.image_security.signed_images_required.enforced,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.image_security.signed_images_required.signature_verification_validated,k8s.k8s.pod_container_security.image_security.signed_images_required.signature_verification_validated,container.container,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.audited,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.audited,compliance.namespace,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.enabled,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.enabled,compliance.namespace,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.enforced,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.enforced,compliance.namespace,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.psa_level_validated,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.psa_level_validated,compliance.namespace,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.psa_version_validated,k8s.k8s.pod_container_security.pod_security_standards.psa_enforced.psa_version_validated,compliance.namespace,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.audited,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.audited,compliance.pod_security_policy,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.enabled,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.enabled,compliance.pod_security_policy,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.enforced,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.enforced,compliance.pod_security_policy,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.psp_enabled_validated,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.psp_enabled_validated,compliance.pod_security_policy,,kubernetes,,
k8s,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.psp_policy_count_validated,k8s.k8s.pod_container_security.pod_security_standards.psp_enabled.psp_policy_count_validated,compliance.pod_security_policy,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.allow_privilege_escalation_validated,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.allow_privilege_escalation_validated,pod.security_context,,kubernetes,k8s.pod.security_allow_privilege_escalation_restricted,cis_kubernetes_kubernetes_5.2.6_0118
k8s,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.audited,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.audited,pod.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.enabled,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.enabled,pod.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.enforced,k8s.k8s.pod_container_security.privilege_escalation.privilege_escalation_disabled.enforced,pod.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.audited,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.audited,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.enabled,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.enabled,container.security_context,,kubernetes,k8s.pod.security_privileged_containers_check,cis_kubernetes_kubernetes_5.2.2_0114
k8s,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.enforced,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.enforced,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.privileged_validated,k8s.k8s.pod_container_security.privilege_escalation.privileged_containers_prohibited.privileged_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.allowed_capabilities_validated,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.allowed_capabilities_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.audited,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.audited,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.capabilities_restricted_validated,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.capabilities_restricted_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.enabled,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.enabled,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.enforced,k8s.k8s.pod_container_security.privilege_escalation_prevention.capabilities_restricted.enforced,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.audited,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.ebpf_probes_enabled_validated,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.ebpf_probes_enabled_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.enabled,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.syscall_monitoring_validated,k8s.k8s.pod_container_security.runtime_protection.ebpf_monitoring_enabled.syscall_monitoring_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.audited,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.enabled,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.falco_rules_enabled_validated,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.falco_rules_enabled_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.threat_detection_active_validated,k8s.k8s.pod_container_security.runtime_protection.falco_enabled.threat_detection_active_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_security.falco_enabled.audited,k8s.k8s.pod_container_security.runtime_security.falco_enabled.audited,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_security.falco_enabled.enabled,k8s.k8s.pod_container_security.runtime_security.falco_enabled.enabled,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_security.falco_enabled.enforced,k8s.k8s.pod_container_security.runtime_security.falco_enabled.enforced,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_security.falco_enabled.falco_enabled_validated,k8s.k8s.pod_container_security.runtime_security.falco_enabled.falco_enabled_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.runtime_security.falco_enabled.rules_configured_validated,k8s.k8s.pod_container_security.runtime_security.falco_enabled.rules_configured_validated,infrastructure.node,,kubernetes,,
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.apparmor_profile_validated,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.apparmor_profile_validated,pod.security_context,,kubernetes,k8s.pod.container_seccomp_profile_docker_default,cis_kubernetes_kubernetes_5.7.2_0138
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.audited,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.audited,pod.security_context,,kubernetes,,
