cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,ibm_mapped_compliance_functions,ibm_mapped_compliance_ids
ibm,ibm.data.catalog_ml_transform.datalake_ml_transform_logs_enabled,ibm.data.catalog_ml_transform.datalake_ml_transform_logs_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_endpoint.datalake_dev_endpoint_no_public_access,ibm.data.catalog_endpoint.datalake_dev_endpoint_no_public_access,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_endpoint.datalake_dev_endpoint_encrypted,ibm.data.catalog_endpoint.datalake_dev_endpoint_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_endpoint.datalake_dev_endpoint_role_least_privilege,ibm.data.catalog_endpoint.datalake_dev_endpoint_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_partition.datalake_partition_catalog_encrypted,ibm.data.catalog_partition.datalake_partition_catalog_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_partition.datalake_partition_access_policies_least_privilege,ibm.data.catalog_partition.datalake_partition_access_policies_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.datalake_classifier_source_trusted,ibm.data.catalog_classifier.datalake_classifier_source_trusted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.datalake_classifier_definition_version_pinned,ibm.data.catalog_classifier.datalake_classifier_definition_version_pinned,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.datalake_classifier_rbac_least_privilege,ibm.data.catalog_classifier.datalake_classifier_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_lineage.datalake_lineage_capture_enabled,ibm.data.catalog_lineage.datalake_lineage_capture_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_lineage.datalake_lineage_export_destination_encrypted,ibm.data.catalog_lineage.datalake_lineage_export_destination_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_lineage.datalake_lineage_access_rbac_least_privilege,ibm.data.catalog_lineage.datalake_lineage_access_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_catalog.lineage_catalog_store_encrypted,ibm.data.catalog_catalog.lineage_catalog_store_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_catalog.lineage_catalog_rbac_least_privilege,ibm.data.catalog_catalog.lineage_catalog_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_catalog.lineage_catalog_audit_logging_enabled,ibm.data.catalog_catalog.lineage_catalog_audit_logging_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_catalog.lineage_catalog_cross_account_sharing_restricted,ibm.data.catalog_catalog.lineage_catalog_cross_account_sharing_restricted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_connection.lineage_connection_credentials_in_secrets_manager,ibm.data.catalog_connection.lineage_connection_credentials_in_secrets_manager,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_connection.lineage_connection_tls_required,ibm.data.catalog_connection.lineage_connection_tls_required,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_connection.lineage_connection_private_networking_enforced,ibm.data.catalog_connection.lineage_connection_private_networking_enforced,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_connection.lineage_connection_role_least_privilege,ibm.data.catalog_connection.lineage_connection_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_crawler.lineage_crawler_role_least_privilege,ibm.data.catalog_crawler.lineage_crawler_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_crawler.lineage_crawler_scope_restricted_to_allowlist,ibm.data.catalog_crawler.lineage_crawler_scope_restricted_to_allowlist,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_crawler.lineage_crawler_logs_enabled,ibm.data.catalog_crawler.lineage_crawler_logs_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_crawler.lineage_crawler_network_private_only,ibm.data.catalog_crawler.lineage_crawler_network_private_only,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_job.lineage_job_role_least_privilege,ibm.data.catalog_job.lineage_job_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_job.lineage_job_script_location_private_and_encrypted,ibm.data.catalog_job.lineage_job_script_location_private_and_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_job.lineage_job_network_private_only,ibm.data.catalog_job.lineage_job_network_private_only,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_job.lineage_job_logs_and_metrics_enabled,ibm.data.catalog_job.lineage_job_logs_and_metrics_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_workflow.lineage_workflow_kms_encryption_enabled,ibm.data.catalog_workflow.lineage_workflow_kms_encryption_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_workflow.lineage_workflow_execution_role_least_privilege,ibm.data.catalog_workflow.lineage_workflow_execution_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_workflow.lineage_workflow_cross_account_trusts_restricted,ibm.data.catalog_workflow.lineage_workflow_cross_account_trusts_restricted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_trigger.lineage_trigger_targets_least_privilege,ibm.data.catalog_trigger.lineage_trigger_targets_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_trigger.lineage_trigger_event_sources_restricted,ibm.data.catalog_trigger.lineage_trigger_event_sources_restricted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_trigger.lineage_trigger_logs_enabled,ibm.data.catalog_trigger.lineage_trigger_logs_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_database.lineage_database_encrypted,ibm.data.catalog_database.lineage_database_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_database.lineage_database_policy_least_privilege,ibm.data.catalog_database.lineage_database_policy_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_database.lineage_database_cross_account_sharing_restricted,ibm.data.catalog_database.lineage_database_cross_account_sharing_restricted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_table.lineage_table_encrypted,ibm.data.catalog_table.lineage_table_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_table.lineage_table_access_policies_least_privilege,ibm.data.catalog_table.lineage_table_access_policies_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_table.lineage_table_public_sharing_disabled,ibm.data.catalog_table.lineage_table_public_sharing_disabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_registry.lineage_registry_metaencryption_enabled,ibm.data.catalog_registry.lineage_registry_metaencryption_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_registry.lineage_registry_rbac_least_privilege,ibm.data.catalog_registry.lineage_registry_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_registry.lineage_registry_cross_account_sharing_restricted,ibm.data.catalog_registry.lineage_registry_cross_account_sharing_restricted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_schema.lineage_schema_encrypted,ibm.data.catalog_schema.lineage_schema_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_schema.lineage_schema_rbac_least_privilege,ibm.data.catalog_schema.lineage_schema_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_schema.lineage_schema_version_immutability_enforced,ibm.data.catalog_schema.lineage_schema_version_immutability_enforced,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ruleset.lineage_ruleset_encrypted_at_rest,ibm.data.catalog_ruleset.lineage_ruleset_encrypted_at_rest,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ruleset.lineage_ruleset_rbac_least_privilege,ibm.data.catalog_ruleset.lineage_ruleset_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ruleset.lineage_ruleset_version_pinned,ibm.data.catalog_ruleset.lineage_ruleset_version_pinned,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_rule.lineage_rule_source_trusted,ibm.data.catalog_rule.lineage_rule_source_trusted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_rule.lineage_rule_definition_version_pinned,ibm.data.catalog_rule.lineage_rule_definition_version_pinned,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_rule.lineage_rule_rbac_least_privilege,ibm.data.catalog_rule.lineage_rule_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_quality.lineage_quality_role_least_privilege,ibm.data.catalog_quality.lineage_quality_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_quality.lineage_quality_output_location_private_and_encrypted,ibm.data.catalog_quality.lineage_quality_output_location_private_and_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_quality.lineage_quality_logs_enabled,ibm.data.catalog_quality.lineage_quality_logs_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_partition.lineage_partition_catalog_encrypted,ibm.data.catalog_partition.lineage_partition_catalog_encrypted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_partition.lineage_partition_access_policies_least_privilege,ibm.data.catalog_partition.lineage_partition_access_policies_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.lineage_classifier_source_trusted,ibm.data.catalog_classifier.lineage_classifier_source_trusted,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.lineage_classifier_definition_version_pinned,ibm.data.catalog_classifier.lineage_classifier_definition_version_pinned,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_classifier.lineage_classifier_rbac_least_privilege,ibm.data.catalog_classifier.lineage_classifier_rbac_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ml_transform.lineage_ml_transform_role_least_privilege,ibm.data.catalog_ml_transform.lineage_ml_transform_role_least_privilege,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ml_transform.lineage_ml_transform_network_private_only,ibm.data.catalog_ml_transform.lineage_ml_transform_network_private_only,data,,ibm-cloud-sdk-core,,
ibm,ibm.data.catalog_ml_transform.lineage_ml_transform_logs_enabled,ibm.data.catalog_ml_transform.lineage_ml_transform_logs_enabled,data,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_pipeline_kms_encryption_enabled,ibm.datastage.pipeline.data_pipeline_kms_encryption_enabled,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_pipeline_execution_roles_least_privilege,ibm.datastage.pipeline.data_pipeline_execution_roles_least_privilege,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_pipeline_private_networking_enforced,ibm.datastage.pipeline.data_pipeline_private_networking_enforced,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_pipeline_artifacts_private_and_encrypted,ibm.datastage.pipeline.data_pipeline_artifacts_private_and_encrypted,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_pipeline_logs_and_metrics_enabled,ibm.datastage.pipeline.data_pipeline_logs_and_metrics_enabled,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_definition_storage_encrypted,ibm.datastage.pipeline.data_definition_storage_encrypted,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_definition_storage_private,ibm.datastage.pipeline.data_definition_storage_private,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_definition_version_immutability_enforced,ibm.datastage.pipeline.data_definition_version_immutability_enforced,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.pipeline.data_definition_signed_and_verified,ibm.datastage.pipeline.data_definition_signed_and_verified,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.object.data_pipeline_execution_role_least_privilege,ibm.datastage.object.data_pipeline_execution_role_least_privilege,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.object.data_pipeline_network_private_only,ibm.datastage.object.data_pipeline_network_private_only,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.object.data_pipeline_environment_no_plaintext_secrets,ibm.datastage.object.data_pipeline_environment_no_plaintext_secrets,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.object.data_pipeline_logging_enabled,ibm.datastage.object.data_pipeline_logging_enabled,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_type_set,ibm.datastage.parameter.data_pipeline_type_set,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_value_from_secrets_manager_when_sensitive,ibm.datastage.parameter.data_pipeline_value_from_secrets_manager_when_sensitive,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_default_not_sensitive,ibm.datastage.parameter.data_pipeline_default_not_sensitive,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_allowed_values_defined_where_applicable,ibm.datastage.parameter.data_pipeline_allowed_values_defined_where_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_pattern_defined_where_applicable,ibm.datastage.parameter.data_pipeline_pattern_defined_where_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_min_length_defined_where_applicable,ibm.datastage.parameter.data_pipeline_min_length_defined_where_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_max_length_defined_where_applicable,ibm.datastage.parameter.data_pipeline_max_length_defined_where_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_attributes_no_plaintext_secrets,ibm.datastage.parameter.data_pipeline_attributes_no_plaintext_secrets,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_binding_only_expected_params_bound,ibm.datastage.parameter.data_pipeline_binding_only_expected_params_bound,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_binding_sensitive_params_not_logged,ibm.datastage.parameter.data_pipeline_binding_sensitive_params_not_logged,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_binding_secret_refs_resolved_at_runtime,ibm.datastage.parameter.data_pipeline_binding_secret_refs_resolved_at_runtime,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_metadata_sensitive_keys_require_secret_type,ibm.datastage.parameter.data_pipeline_metadata_sensitive_keys_require_secret_type,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_metadata_disallowed_attribute_keys_blocked,ibm.datastage.parameter.data_pipeline_metadata_disallowed_attribute_keys_blocked,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_metadata_values_not_plaintext_secret,ibm.datastage.parameter.data_pipeline_metadata_values_not_plaintext_secret,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_constraint_allowlist_defined_when_applicable,ibm.datastage.parameter.data_pipeline_constraint_allowlist_defined_when_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_constraint_pattern_defined_when_applicable,ibm.datastage.parameter.data_pipeline_constraint_pattern_defined_when_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_constraint_min_length_defined_when_applicable,ibm.datastage.parameter.data_pipeline_constraint_min_length_defined_when_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.datastage.parameter.data_pipeline_constraint_max_length_defined_when_applicable,ibm.datastage.parameter.data_pipeline_constraint_max_length_defined_when_applicable,datastage,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_authn_required,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_authn_required,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_authz_policies_enforced,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_authz_policies_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_private_networking_enforced,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_kms_encryption_enabled,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_kms_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_logging_enabled,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_logging_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_capture_store_encrypted_and_private,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_capture_store_encrypted_and_private,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_content_type_whitelist_enforced,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_content_type_whitelist_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_kms_keys_restricted,ibm.watson.machine_learning_deployment.data_privacy_ai_endpoint_config_kms_keys_restricted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_rbac_least_privilege,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_artifact_encryption_enabled,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_artifact_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_cross_account_sharing_restricted,ibm.watson.machine_learning_model.data_privacy_ai_model_registry_cross_account_sharing_restricted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_package_artifact_signed_and_verified,ibm.watson.machine_learning_model.data_privacy_ai_model_package_artifact_signed_and_verified,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_package_encrypted,ibm.watson.machine_learning_model.data_privacy_ai_model_package_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.data_privacy_ai_model_package_not_publicly_shared,ibm.watson.machine_learning_model.data_privacy_ai_model_package_not_publicly_shared,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.data_privacy_ai_notebook_no_public_access,ibm.watson.studio_notebook.data_privacy_ai_notebook_no_public_access,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.data_privacy_ai_notebook_encrypted,ibm.watson.studio_notebook.data_privacy_ai_notebook_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.data_privacy_ai_notebook_execution_role_least_privilege,ibm.watson.studio_notebook.data_privacy_ai_notebook_execution_role_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.data_privacy_ai_notebook_idle_shutdown_configured,ibm.watson.studio_notebook.data_privacy_ai_notebook_idle_shutdown_configured,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_kms_encryption_enabled,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_kms_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_roles_least_privilege,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_artifacts_private_and_encrypted,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_artifacts_private_and_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_logging_enabled,ibm.watson.machine_learning_pipeline.data_privacy_ai_pipeline_logging_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_private_networking_enforced,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_roles_least_privilege,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_input_output_encrypted,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_input_output_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_logs_enabled,ibm.watson.machine_learning_training_job.data_privacy_ai_training_job_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_private_networking_enforced,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_roles_least_privilege,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_input_output_encrypted,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_input_output_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_logs_enabled,ibm.watson.machine_learning_batch_scoring.data_privacy_ai_transform_job_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.data_privacy_ai_experiment_metadata_store_encrypted,ibm.watson.studio_experiment.data_privacy_ai_experiment_metadata_store_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.data_privacy_ai_experiment_rbac_least_privilege,ibm.watson.studio_experiment.data_privacy_ai_experiment_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.data_privacy_ai_experiment_logs_enabled,ibm.watson.studio_experiment.data_privacy_ai_experiment_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_private_networking_enforced,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_roles_least_privilege,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_logs_enabled,ibm.watson.machine_learning_hyperparameter_tuning.data_privacy_ai_hpo_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_private_networking_enforced,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_roles_least_privilege,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_logs_enabled,ibm.watson.machine_learning_auto_ml.data_privacy_ai_automl_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_workteam_access_rbac_least_privilege,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_workteam_access_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_ui_private_networking_enforced,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_ui_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_artifacts_encrypted,ibm.watson.machine_learning_pipeline.data_privacy_ai_human_review_artifacts_encrypted,watson,,ibm-cloud-sdk-core,,
