catalog_rule_id,service,category,provider_service,catalog_compliance_ids,has_compliance_ids,config_covered,config_rule_count,config_best_confidence,config_rule_ids,ciem_via_yaml_covered,ciem_via_yaml_count,ciem_via_yaml_best_conf,ciem_via_yaml_rule_ids,ciem_direct_covered,ciem_direct_count,ciem_direct_best_comp_j,ciem_direct_best_tok_j,ciem_direct_rule_ids,coverage_status,covered,ciem_ai_gap_rule_id,ciem_ai_gap_confidence,ciem_ai_gap_reasoning,ciem_ai_gap_title,review_decision_note
elbv2.logging.enabled,logging,security,"boto3.client(""logging"")",gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026,yes,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.network.cloudtrail.elb_access_log_disabled,high,"This CIEM rule specifically detects when ELB access logging is disabled, which directly addresses the catalog requirement for ELBv2 logging to be enabled for compliance with GDPR Article 30 and HIPAA processing activity records.",Network: Elb Access Log Disabled,
"ec2.networkacl.allow.ingress.tcp.port.22,.ec2.securitygroup.allow.ingress.from.internet.to.all.ports,.ec2.networkacl.allow.ingress.tcp.port.3389,.sagemaker.notebook.instance.without.direct.internet.access.configured",networkacl,security,"boto3.client(""networkacl"")",pci_dss_v4_multi_cloud_1.2.3_0004,yes,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.vpc.cloudtrail.sg_all_ports_open,medium,"This CIEM rule detects security group modifications that open all ports to the internet, which partially addresses the catalog requirement about security groups allowing ingress from internet to all ports.",VPC: Sg All Ports Open,
aws.parameter_store.parameter.secure_string_type_for_sensitive,parameter_store,secrets,"boto3.client(""parameter_store"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.devops.cloudtrail.ssm_put_parameter,medium,"This CIEM rule detects SSM PutParameter API calls which could include creating parameters without SecureString type, though it doesn't specifically filter for non-secure parameter creation.",DevOps: SSM Put Parameter,
config.recorder.all.regions.enabled,recorder,security,"boto3.client(""recorder"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_a_0001;pci_dss_v4_multi_cloud_11.5.1_0174;pci_dss_v4_multi_cloud_11.5.2_0176,yes,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.secsvc.cloudtrail.config_stop_recorder,high,"This CIEM rule detects when AWS Config recorder is stopped via CloudTrail events, directly addressing the catalog requirement for continuous recording across all regions.",Security Services: Config Stop Recorder,
aws.s3.bucket.access_logging_enabled:aws.s3.bucket.access_logging_enabled,s3,,"boto3.client(""s3"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.threat.correlation.cloudtrail.disable_s3_logging,high,"This CIEM rule detects the disabling of S3 logging via CloudTrail events, which directly corresponds to the catalog rule requiring S3 bucket access logging to be enabled.",Threat: Disable S3 Logging,
aws.s3.bucket.encrypted_at_rest_cmek,s3,dr,"boto3.client(""s3"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.storage.cloudtrail.s3_delete_bucket_encryption,high,"This CIEM rule detects deletion of S3 bucket encryption, which directly corresponds to the catalog requirement for encryption at rest with CMEK being violated.",Storage: S3 Delete Bucket Encryption,
aws.s3.bucket.versioning_enabled:aws.s3.bucket.backup_storage_immutability_enabled,s3,,"boto3.client(""s3"")","canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056;canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,fedramp_moderate_multi_cloud_CP-6_0146,fedramp_moderate_multi_cloud_CP-6_1_0147,fedramp_moderate_multi_cloud_CP-6_2_0148,fedramp_moderate_multi_cloud_CP-6_3_0149,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,hipaa_multi_cloud_164_312_a_2_ii_0024,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.8.10_0065,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_53_rev5_multi_cloud_AU-9_2_0260,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6-a_0485,nist_800_53_rev5_multi_cloud_CP-6_1_0482,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SI-13_5_1426,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_7.2.5.1_0095,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_3.4_0020,rbi_nbfc_multi_cloud_7.3_0035,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_a_1_1_0021,soc2_multi_cloud_cc_c_1_2_0023;canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;fedramp_moderate_multi_cloud_CP-6_0146;fedramp_moderate_multi_cloud_CP-6_1_0147;fedramp_moderate_multi_cloud_CP-6_2_0148;fedramp_moderate_multi_cloud_CP-6_3_0149;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;iso27001_2022_multi_cloud_A.8.10_0065;iso27001_2022_multi_cloud_A.8.3_0085;nist_800_53_rev5_multi_cloud_AU-9_2_0260;nist_800_53_rev5_multi_cloud_CP-10_1_0513;nist_800_53_rev5_multi_cloud_CP-10_2_0514;nist_800_53_rev5_multi_cloud_CP-10_3_0515;nist_800_53_rev5_multi_cloud_CP-10_4_0516;nist_800_53_rev5_multi_cloud_CP-10_5_0517;nist_800_53_rev5_multi_cloud_CP-10_6_0518;nist_800_53_rev5_multi_cloud_CP-2_5_0457;nist_800_53_rev5_multi_cloud_CP-6-a_0485;nist_800_53_rev5_multi_cloud_CP-6_1_0482;nist_800_53_rev5_multi_cloud_CP-6_2_0483;nist_800_53_rev5_multi_cloud_CP-9-a_0509;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_CP-9-c_0511;nist_800_53_rev5_multi_cloud_PM-11-b_0867;nist_800_53_rev5_multi_cloud_PM-17-b_0876;nist_800_53_rev5_multi_cloud_SC-16_1_1256;nist_800_53_rev5_multi_cloud_SC-5_2_1189;nist_800_53_rev5_multi_cloud_SI-13_5_1426;rbi_bank_multi_cloud_6.1_0021;rbi_nbfc_multi_cloud_3.4_0020;rbi_nbfc_multi_cloud_7.3_0035;soc2_multi_cloud_a1_2_0025;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021;soc2_multi_cloud_cc_c_1_2_0023",yes,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.storage.cloudtrail.s3_put_bucket_versioning_suspend,high,"This CIEM rule detects when S3 bucket versioning is suspended, which directly addresses the catalog requirement for versioning to be enabled to ensure backup storage immutability.",Storage: S3 Put Bucket Versioning Suspend,
aws.savings_plans.savings_plan.billing_admins_mfa_required,savings_plans,cost,"boto3.client(""savings_plans"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.threat.correlation.cloudtrail.console_login_no_mfa,high,"This CIEM rule detects console logins without MFA, which directly addresses the requirement for billing admins to use MFA when accessing Savings Plans.",Threat: Console Login No MFA,
rds.snapshots.public.access,snapshots,security,"boto3.client(""snapshots"")",hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022,yes,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.threat.correlation.cloudtrail.rds_snapshot_public,high,"This CIEM rule specifically detects when RDS snapshots are made publicly accessible, directly addressing the same security control as the catalog rule about preventing public access to RDS snapshots.",Threat: RDS Snapshot Public,
aws.vpc_flow_logs.flow_log.alert_destinations_configured,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.vpc.cloudtrail.flow_logs_deleted,high,"This CIEM rule detects when VPC Flow Logs are deleted via CloudTrail events, which directly addresses the catalog requirement for alerting when flow log destinations are not properly configured due to deletion events.",VPC: Flow Logs Deleted,
aws.vpc_flow_logs.flow_log.flow_logs_enabled,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,no,0,none,,no,0,none,,no,0,0.0,0.0,,ciem_ai_match,yes,aws.vpc.cloudtrail.flow_logs_deleted,high,"This CIEM rule detects when VPC Flow Logs are deleted via CloudTrail events, directly addressing the security concern of missing flow logs that the catalog rule aims to prevent.",VPC: Flow Logs Deleted,
ec2.ebs.public.snapshot,ebs,security,"boto3.client(""ebs"")",hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022,yes,no,0,none,,no,0,none,,yes,1,0.0,0.5,aws.storage.cloudtrail.ebs_modify_snapshot_attribute_public,ciem_direct_only,yes,,,,,
awslambda.function.url.public,function,security,"boto3.client(""function"")",hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022,yes,no,0,none,,no,0,none,,yes,1,0.0,0.75,aws.lambda.cloudtrail.function_url_public,ciem_direct_only,yes,,,,,
aws.s3.bucket.s3_block_public_access,s3,ai_services,"boto3.client(""s3"")",nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039,yes,no,0,none,,no,0,none,,yes,1,0.0,0.625,aws.storage.cloudtrail.s3_put_bucket_public_access_block_disable,ciem_direct_only,yes,,,,,
dynamodb.accelerator.cluster.encryption.enabled,accelerator,security,"boto3.client(""accelerator"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,yes,1,high,aws.dynamodb.accelerator.cluster_encryption_enabled,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.accessanalyzer.enabled,accessanalyzer,,"boto3.client(""accessanalyzer"")",iso27001_2022_multi_cloud_A.8.3_0085,yes,yes,1,high,aws.accessanalyzer.resource.access_analyzer_enabled,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.accessanalyzer.enabled_without_findings,accessanalyzer,,"boto3.client(""accessanalyzer"")",iso27001_2022_multi_cloud_A.8.3_0085,yes,yes,1,high,aws.accessanalyzer.resource.access_analyzer_enabled_without_findings,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.account.maintain_current_contact_details,account,,"boto3.client(""account"")",iso27001_2022_multi_cloud_A.5.5_0037,yes,yes,1,high,aws.account.contact.current_details_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.account.maintain_different_contact_details_to_security_billing_and_operations,account,,"boto3.client(""account"")",iso27001_2022_multi_cloud_A.5.6_0038,yes,yes,1,high,aws.account.contact.details_separate_security_billing_operations_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.account.security_contact_info_completeness_check,account,,"boto3.client(""account"")",cis_aws_aws_1.2_0119,yes,yes,1,high,aws.account.resource.security_contact_complete,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.account.security_contact_information_is_registered,account,,"boto3.client(""account"")",iso27001_2022_multi_cloud_A.5.5_0037,yes,yes,2,high,aws.account.resource.security_contact_configured;aws.account.security.contact_information_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.acm.certificate.expiration:aws.acm.certificate.key_length_minimum,acm,,"boto3.client(""acm"")","canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062,canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,cis_aws_aws_1.10_0135,cis_aws_aws_1.5_0122,cis_aws_aws_2.4_0004,cis_aws_aws_2.9_0009,cis_aws_aws_3.6_0048,cis_aws_aws_4.6_0025,cis_aws_aws_5.3.1_0186,cisa_ce_v1_multi_cloud_Booting_Up-2_0010,cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013,cisa_ce_v1_multi_cloud_Your_Systems-2_0007,fedramp_moderate_multi_cloud_IA-2_0170,fedramp_moderate_multi_cloud_SC-12_0346,fedramp_moderate_multi_cloud_SC-13_0348,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_3_ii_a_0005,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_312_a_1_0022,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_d_0029,hipaa_multi_cloud_164_312_e_1_0030,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.17_0013,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.3_0098,iso27001_2022_multi_cloud_A.9.4_0099,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013,nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023,nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020,nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024,nist_800_171_r2_multi_cloud_3_5_2_3.5.2_Authenticate_or_verify_the_identiti_0043,nist_800_171_r2_multi_cloud_3_5_3_3.5.3_Use_multifactor_authentication_for_lo_0044,nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_2_0038,nist_800_53_rev5_multi_cloud_AC-3_2_0039,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_AC-7_4_0104,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SI-19_4_1445,pci_dss_v4_multi_cloud_2.3.1_0027,pci_dss_v4_multi_cloud_2.3.2_0028,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_3.6.1.1_0045,pci_dss_v4_multi_cloud_4.1.1_0058,pci_dss_v4_multi_cloud_4.1.2_0059,pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,pci_dss_v4_multi_cloud_8.3.11_0112,pci_dss_v4_multi_cloud_8.3.3_0107,pci_dss_v4_multi_cloud_8.3.4_0108,pci_dss_v4_multi_cloud_8.3.7_0109,pci_dss_v4_multi_cloud_8.3.8_0110,pci_dss_v4_multi_cloud_8.3.9_0111,pci_dss_v4_multi_cloud_8.6.1_0117,pci_dss_v4_multi_cloud_8.6.3_0118,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_3.2_0015,rbi_bank_multi_cloud_3.3_0016,rbi_bank_multi_cloud_7.1_0023,rbi_nbfc_multi_cloud_2.5_0009,rbi_nbfc_multi_cloud_2.9_0013,rbi_nbfc_multi_cloud_7.2_0034,soc2_multi_cloud_cc_6_7_0013;iso27001_2022_multi_cloud_A.8.5_0092;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;rbi_bank_multi_cloud_7.1_0023;soc2_multi_cloud_cc_6_7_0013",yes,yes,3,high,aws.acm.certificate.expiration_monitored;aws.acm.certificate.valid;aws.acm.certificates.certificate_expiration_monitored,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.acm.certificate.key_length_minimum,acm,secrets,"boto3.client(""acm"")",,no,yes,1,high,aws.acm.certificate.key_length_minimum,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.acm.certificate.mtls_required_for_internal_services_where_supported,acm,network,"boto3.client(""acm"")",,no,yes,1,high,aws.acm.certificate.mtls_required_for_internal_services_if_supported,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
aws.acm.certificate.tls_min_1_2_enforced,acm,network,"boto3.client(""acm"")",,no,yes,1,high,aws.acm.certificate.tls_min_1_2_enforced,no,0,none,,no,0,0.0,0.0,,config_only,yes,,,,,
