cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,oci_mapped_compliance_functions,oci_mapped_compliance_ids
oci,oci.adw_external_tables_hive_metastore_entries.datalake_security_table_public_sharing_disabled,oci.adw_external_tables_hive_metastore_entries.datalake_security_table_public_sharing_disabled,,datalake,ADW External Tables / Hive Metastore entries,,
oci,oci.adw_external_tables_hive_metastore_entries.datalake_security_table_column_level_access_controls_enabled,oci.adw_external_tables_hive_metastore_entries.datalake_security_table_column_level_access_controls_enabled,,datalake,ADW External Tables / Hive Metastore entries,,
oci,oci.data_catalog_metastore.datalake_security_registry_metadata_encryption_enabled,oci.data_catalog_metastore.datalake_security_registry_metadata_encryption_enabled,,datalake,Data Catalog Metastore,,
oci,oci.data_catalog_metastore.datalake_security_registry_rbac_least_privilege,oci.data_catalog_metastore.datalake_security_registry_rbac_least_privilege,,datalake,Data Catalog Metastore,,
oci,oci.data_catalog_metastore.datalake_security_registry_cross_account_sharing_restricted,oci.data_catalog_metastore.datalake_security_registry_cross_account_sharing_restricted,,datalake,Data Catalog Metastore,,
oci,oci.adw_adb_schemas.datalake_security_schema_encrypted,oci.adw_adb_schemas.datalake_security_schema_encrypted,,datalake,ADW/ADB Schemas,,
oci,oci.adw_adb_schemas.datalake_security_schema_rbac_least_privilege,oci.adw_adb_schemas.datalake_security_schema_rbac_least_privilege,,datalake,ADW/ADB Schemas,,
oci,oci.adw_adb_schemas.datalake_security_schema_version_immutability_enforced,oci.adw_adb_schemas.datalake_security_schema_version_immutability_enforced,,datalake,ADW/ADB Schemas,,
oci,oci.data_integration_dq_custom.datalake_security_data_quality_role_least_privilege,oci.data_integration_dq_custom.datalake_security_data_quality_role_least_privilege,,datalake,Data Integration DQ (custom),,
oci,oci.data_integration_dq_custom.datalake_security_data_quality_output_location_private_and_encrypted,oci.data_integration_dq_custom.datalake_security_data_quality_output_location_private_and_encrypted,,datalake,Data Integration DQ (custom),,
oci,oci.data_integration_dq_custom.datalake_security_data_quality_logs_enabled,oci.data_integration_dq_custom.datalake_security_data_quality_logs_enabled,,datalake,Data Integration DQ (custom),,
oci,oci.data_flow_spark_ml.datalake_security_ml_transform_role_least_privilege,oci.data_flow_spark_ml.datalake_security_ml_transform_role_least_privilege,,datalake,Data Flow (Spark ML),,
oci,oci.data_flow_spark_ml.datalake_security_ml_transform_network_private_only,oci.data_flow_spark_ml.datalake_security_ml_transform_network_private_only,,datalake,Data Flow (Spark ML),,
oci,oci.data_flow_spark_ml.datalake_security_ml_transform_logs_enabled,oci.data_flow_spark_ml.datalake_security_ml_transform_logs_enabled,,datalake,Data Flow (Spark ML),,
oci,oci.apis.datalake_security_dev_endpoint_no_public_access,oci.apis.datalake_security_dev_endpoint_no_public_access,,datalake,APIs,,
oci,oci.apis.datalake_security_dev_endpoint_encrypted,oci.apis.datalake_security_dev_endpoint_encrypted,,datalake,APIs,,
oci,oci.apis.datalake_security_dev_endpoint_role_least_privilege,oci.apis.datalake_security_dev_endpoint_role_least_privilege,,datalake,APIs,,
oci,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_no_public_access,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_no_public_access,,datalake,Data Flow Notebooks (Jupyter via DS),,
oci,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_encrypted,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_encrypted,,datalake,Data Flow Notebooks (Jupyter via DS),,
oci,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_role_least_privilege,oci.data_flow_notebooks_jupyter_via_ds.datalake_security_dev_endpoint_role_least_privilege,,datalake,Data Flow Notebooks (Jupyter via DS),,
oci,oci.object_storage_prefixes_adw_partitions.datalake_security_partition_catalog_encrypted,oci.object_storage_prefixes_adw_partitions.datalake_security_partition_catalog_encrypted,,datalake,Object Storage prefixes/ADW partitions,,
oci,oci.object_storage_prefixes_adw_partitions.datalake_security_partition_access_policies_least_privilege,oci.object_storage_prefixes_adw_partitions.datalake_security_partition_access_policies_least_privilege,,datalake,Object Storage prefixes/ADW partitions,,
oci,oci.catalog_classifications.datalake_security_classifier_source_trusted,oci.catalog_classifications.datalake_security_classifier_source_trusted,,datalake,Catalog Classifications,,
oci,oci.catalog_classifications.datalake_security_classifier_definition_version_pinned,oci.catalog_classifications.datalake_security_classifier_definition_version_pinned,,datalake,Catalog Classifications,,
oci,oci.catalog_classifications.datalake_security_classifier_rbac_least_privilege,oci.catalog_classifications.datalake_security_classifier_rbac_least_privilege,,datalake,Catalog Classifications,,
oci,oci.data_catalog_lineage.datalake_security_lineage_capture_enabled,oci.data_catalog_lineage.datalake_security_lineage_capture_enabled,,datalake,Data Catalog Lineage,,
oci,oci.data_catalog_lineage.datalake_security_lineage_export_destination_encrypted,oci.data_catalog_lineage.datalake_security_lineage_export_destination_encrypted,,datalake,Data Catalog Lineage,,
oci,oci.data_catalog_lineage.datalake_security_lineage_access_rbac_least_privilege,oci.data_catalog_lineage.datalake_security_lineage_access_rbac_least_privilege,,datalake,Data Catalog Lineage,,
oci,oci.oci_data_catalog.lineage_security_catalog_store_encrypted,oci.data_catalog.lineage_security_catalog_store_encrypted,,lineage,OCI Data Catalog,,
oci,oci.oci_data_catalog.lineage_security_catalog_rbac_least_privilege,oci.data_catalog.lineage_security_catalog_rbac_least_privilege,,lineage,OCI Data Catalog,,
oci,oci.oci_data_catalog.lineage_security_catalog_audit_logging_enabled,oci.data_catalog.lineage_security_catalog_audit_logging_enabled,,lineage,OCI Data Catalog,,
oci,oci.oci_data_catalog.lineage_security_catalog_cross_account_sharing_restricted,oci.data_catalog.lineage_security_catalog_cross_account_sharing_restricted,,lineage,OCI Data Catalog,,
oci,oci.catalog_integration_connections.lineage_security_connection_credentials_in_secrets_manager,oci.catalog_integration_connections.lineage_security_connection_credentials_in_secrets_manager,,lineage,Catalog/Integration Connections,,
oci,oci.catalog_integration_connections.lineage_security_connection_tls_required,oci.catalog_integration_connections.lineage_security_connection_tls_required,,lineage,Catalog/Integration Connections,,
oci,oci.catalog_integration_connections.lineage_security_connection_private_networking_enforced,oci.catalog_integration_connections.lineage_security_connection_private_networking_enforced,,lineage,Catalog/Integration Connections,,
oci,oci.catalog_integration_connections.lineage_security_connection_role_least_privilege,oci.catalog_integration_connections.lineage_security_connection_role_least_privilege,,lineage,Catalog/Integration Connections,,
oci,oci.catalog_harvesters.lineage_security_crawler_role_least_privilege,oci.catalog_harvesters.lineage_security_crawler_role_least_privilege,,lineage,Catalog Harvesters,,
oci,oci.catalog_harvesters.lineage_security_crawler_scope_restricted_to_allowlist,oci.catalog_harvesters.lineage_security_crawler_scope_restricted_to_allowlist,,lineage,Catalog Harvesters,,
oci,oci.catalog_harvesters.lineage_security_crawler_logs_enabled,oci.catalog_harvesters.lineage_security_crawler_logs_enabled,,lineage,Catalog Harvesters,,
oci,oci.catalog_harvesters.lineage_security_crawler_network_private_only,oci.catalog_harvesters.lineage_security_crawler_network_private_only,,lineage,Catalog Harvesters,,
oci,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_role_least_privilege,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_role_least_privilege,,lineage,Catalog Harvest Jobs / DI Jobs,,
oci,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_script_location_private_and_encrypted,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_script_location_private_and_encrypted,,lineage,Catalog Harvest Jobs / DI Jobs,,
oci,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_network_private_only,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_network_private_only,,lineage,Catalog Harvest Jobs / DI Jobs,,
oci,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_logs_and_metrics_enabled,oci.catalog_harvest_jobs_di_jobs.lineage_security_job_logs_and_metrics_enabled,,lineage,Catalog Harvest Jobs / DI Jobs,,
oci,oci.data_integration_pipelines.lineage_security_workflow_kms_encryption_enabled,oci.data_integration_pipelines.lineage_security_workflow_kms_encryption_enabled,,lineage,Data Integration Pipelines,,
oci,oci.data_integration_pipelines.lineage_security_workflow_execution_role_least_privilege,oci.data_integration_pipelines.lineage_security_workflow_execution_role_least_privilege,,lineage,Data Integration Pipelines,,
oci,oci.data_integration_pipelines.lineage_security_workflow_cross_account_trusts_restricted,oci.data_integration_pipelines.lineage_security_workflow_cross_account_trusts_restricted,,lineage,Data Integration Pipelines,,
oci,oci.oci_events.lineage_security_trigger_targets_least_privilege,oci.events.lineage_security_trigger_targets_least_privilege,,lineage,OCI Events,,
oci,oci.oci_events.lineage_security_trigger_event_sources_restricted,oci.events.lineage_security_trigger_event_sources_restricted,,lineage,OCI Events,,
oci,oci.oci_events.lineage_security_trigger_logs_enabled,oci.events.lineage_security_trigger_logs_enabled,,lineage,OCI Events,,
oci,oci.adb_adw_projects.lineage_security_database_encrypted,oci.adb_adw_projects.lineage_security_database_encrypted,,lineage,ADB/ADW Projects,,
oci,oci.adb_adw_projects.lineage_security_database_policy_least_privilege,oci.adb_adw_projects.lineage_security_database_policy_least_privilege,,lineage,ADB/ADW Projects,,
oci,oci.adb_adw_projects.lineage_security_database_cross_account_sharing_restricted,oci.adb_adw_projects.lineage_security_database_cross_account_sharing_restricted,,lineage,ADB/ADW Projects,,
oci,oci.db_external_tables.lineage_security_table_encrypted,oci.db_external_tables.lineage_security_table_encrypted,,lineage,DB/External Tables,,
oci,oci.db_external_tables.lineage_security_table_access_policies_least_privilege,oci.db_external_tables.lineage_security_table_access_policies_least_privilege,,lineage,DB/External Tables,,
oci,oci.db_external_tables.lineage_security_table_public_sharing_disabled,oci.db_external_tables.lineage_security_table_public_sharing_disabled,,lineage,DB/External Tables,,
oci,oci.catalog_metastore.lineage_security_registry_metadata_encryption_enabled,oci.catalog_metastore.lineage_security_registry_metadata_encryption_enabled,,lineage,Catalog Metastore,,
oci,oci.catalog_metastore.lineage_security_registry_rbac_least_privilege,oci.catalog_metastore.lineage_security_registry_rbac_least_privilege,,lineage,Catalog Metastore,,
oci,oci.catalog_metastore.lineage_security_registry_cross_account_sharing_restricted,oci.catalog_metastore.lineage_security_registry_cross_account_sharing_restricted,,lineage,Catalog Metastore,,
oci,oci.db_schemas.lineage_security_schema_encrypted,oci.db_schemas.lineage_security_schema_encrypted,,lineage,DB Schemas,,
oci,oci.db_schemas.lineage_security_schema_rbac_least_privilege,oci.db_schemas.lineage_security_schema_rbac_least_privilege,,lineage,DB Schemas,,
oci,oci.db_schemas.lineage_security_schema_version_immutability_enforced,oci.db_schemas.lineage_security_schema_version_immutability_enforced,,lineage,DB Schemas,,
oci,oci.custom_dq_rules_di.lineage_security_ruleset_encrypted_at_rest,oci.custom_dq_rules_di.lineage_security_ruleset_encrypted_at_rest,,lineage,Custom DQ Rules (DI),,
oci,oci.custom_dq_rules_di.lineage_security_ruleset_rbac_least_privilege,oci.custom_dq_rules_di.lineage_security_ruleset_rbac_least_privilege,,lineage,Custom DQ Rules (DI),,
oci,oci.custom_dq_rules_di.lineage_security_ruleset_version_pinned,oci.custom_dq_rules_di.lineage_security_ruleset_version_pinned,,lineage,Custom DQ Rules (DI),,
oci,oci.catalog_policies_tags.lineage_security_rule_source_trusted,oci.catalog_policies_tags.lineage_security_rule_source_trusted,,lineage,Catalog Policies/Tags,,
oci,oci.catalog_policies_tags.lineage_security_rule_definition_version_pinned,oci.catalog_policies_tags.lineage_security_rule_definition_version_pinned,,lineage,Catalog Policies/Tags,,
oci,oci.catalog_policies_tags.lineage_security_rule_rbac_least_privilege,oci.catalog_policies_tags.lineage_security_rule_rbac_least_privilege,,lineage,Catalog Policies/Tags,,
oci,oci.catalog_dq_fields.lineage_security_data_quality_role_least_privilege,oci.catalog_dq_fields.lineage_security_data_quality_role_least_privilege,,lineage,Catalog DQ fields,,
oci,oci.catalog_dq_fields.lineage_security_data_quality_output_location_private_and_encrypted,oci.catalog_dq_fields.lineage_security_data_quality_output_location_private_and_encrypted,,lineage,Catalog DQ fields,,
oci,oci.catalog_dq_fields.lineage_security_data_quality_logs_enabled,oci.catalog_dq_fields.lineage_security_data_quality_logs_enabled,,lineage,Catalog DQ fields,,
oci,oci.adw_adb_partitions.lineage_security_partition_catalog_encrypted,oci.adw_adb_partitions.lineage_security_partition_catalog_encrypted,,lineage,ADW/ADB Partitions,,
oci,oci.adw_adb_partitions.lineage_security_partition_access_policies_least_privilege,oci.adw_adb_partitions.lineage_security_partition_access_policies_least_privilege,,lineage,ADW/ADB Partitions,,
oci,oci.catalog_classifications.lineage_security_classifier_source_trusted,oci.catalog_classifications.lineage_security_classifier_source_trusted,,lineage,Catalog Classifications,,
oci,oci.catalog_classifications.lineage_security_classifier_definition_version_pinned,oci.catalog_classifications.lineage_security_classifier_definition_version_pinned,,lineage,Catalog Classifications,,
oci,oci.catalog_classifications.lineage_security_classifier_rbac_least_privilege,oci.catalog_classifications.lineage_security_classifier_rbac_least_privilege,,lineage,Catalog Classifications,,
oci,oci.data_flow_di_transforms.lineage_security_ml_transform_role_least_privilege,oci.data_flow_di_transforms.lineage_security_ml_transform_role_least_privilege,,lineage,Data Flow/DI transforms,,
oci,oci.data_flow_di_transforms.lineage_security_ml_transform_network_private_only,oci.data_flow_di_transforms.lineage_security_ml_transform_network_private_only,,lineage,Data Flow/DI transforms,,
oci,oci.data_flow_di_transforms.lineage_security_ml_transform_logs_enabled,oci.data_flow_di_transforms.lineage_security_ml_transform_logs_enabled,,lineage,Data Flow/DI transforms,,
oci,oci.oci_data_integration_pipeline.data_pipeline_security_pipeline_kms_encryption_enabled,oci.data_integration_pipeline.data_pipeline_security_pipeline_kms_encryption_enabled,,data_pipeline,OCI Data Integration Pipeline,,
oci,oci.oci_data_integration_pipeline.data_pipeline_security_pipeline_execution_roles_least_privilege,oci.data_integration_pipeline.data_pipeline_security_pipeline_execution_roles_least_privilege,,data_pipeline,OCI Data Integration Pipeline,,
oci,oci.oci_data_integration_pipeline.data_pipeline_security_pipeline_private_networking_enforced,oci.data_integration_pipeline.data_pipeline_security_pipeline_private_networking_enforced,,data_pipeline,OCI Data Integration Pipeline,,
oci,oci.oci_data_integration_pipeline.data_pipeline_security_pipeline_artifacts_private_and_encrypted,oci.data_integration_pipeline.data_pipeline_security_pipeline_artifacts_private_and_encrypted,,data_pipeline,OCI Data Integration Pipeline,,
oci,oci.oci_data_integration_pipeline.data_pipeline_security_pipeline_logs_and_metrics_enabled,oci.data_integration_pipeline.data_pipeline_security_pipeline_logs_and_metrics_enabled,,data_pipeline,OCI Data Integration Pipeline,,
oci,oci.oci_data_integration_pipeline_definition.data_pipeline_security_definition_storage_encrypted,oci.data_integration_pipeline_definition.data_pipeline_security_definition_storage_encrypted,,data_pipeline,OCI Data Integration - Pipeline Definition,,
oci,oci.oci_data_integration_pipeline_definition.data_pipeline_security_definition_storage_private,oci.data_integration_pipeline_definition.data_pipeline_security_definition_storage_private,,data_pipeline,OCI Data Integration - Pipeline Definition,,
oci,oci.oci_data_integration_pipeline_definition.data_pipeline_security_definition_version_immutability_enforced,oci.data_integration_pipeline_definition.data_pipeline_security_definition_version_immutability_enforced,,data_pipeline,OCI Data Integration - Pipeline Definition,,
oci,oci.oci_data_integration_pipeline_definition.data_pipeline_security_definition_signed_and_verified,oci.data_integration_pipeline_definition.data_pipeline_security_definition_signed_and_verified,,data_pipeline,OCI Data Integration - Pipeline Definition,,
oci,oci.data_integration_artifact.data_pipeline_security_object_execution_role_least_privilege,oci.data_integration_artifact.data_pipeline_security_object_execution_role_least_privilege,,data_pipeline,Data Integration Artifact,,
oci,oci.data_integration_artifact.data_pipeline_security_object_network_private_only,oci.data_integration_artifact.data_pipeline_security_object_network_private_only,,data_pipeline,Data Integration Artifact,,
oci,oci.data_integration_artifact.data_pipeline_security_object_environment_no_plaintext_secrets,oci.data_integration_artifact.data_pipeline_security_object_environment_no_plaintext_secrets,,data_pipeline,Data Integration Artifact,,
oci,oci.data_integration_artifact.data_pipeline_security_object_logging_enabled,oci.data_integration_artifact.data_pipeline_security_object_logging_enabled,,data_pipeline,Data Integration Artifact,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_type_set,oci.di_pipeline_parameter.data_pipeline_security_parameter_type_set,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_value_from_secrets_manager_when_sensitive,oci.di_pipeline_parameter.data_pipeline_security_parameter_value_from_secrets_manager_when_sensitive,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_default_not_sensitive,oci.di_pipeline_parameter.data_pipeline_security_parameter_default_not_sensitive,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_allowed_values_defined_where_applicable,oci.di_pipeline_parameter.data_pipeline_security_parameter_allowed_values_defined_where_applicable,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_pattern_defined_where_applicable,oci.di_pipeline_parameter.data_pipeline_security_parameter_pattern_defined_where_applicable,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_min_length_defined_where_applicable,oci.di_pipeline_parameter.data_pipeline_security_parameter_min_length_defined_where_applicable,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_max_length_defined_where_applicable,oci.di_pipeline_parameter.data_pipeline_security_parameter_max_length_defined_where_applicable,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_pipeline_parameter.data_pipeline_security_parameter_attributes_no_plaintext_secrets,oci.di_pipeline_parameter.data_pipeline_security_parameter_attributes_no_plaintext_secrets,,data_pipeline,DI Pipeline Parameter,,
oci,oci.di_parameter_object.data_pipeline_security_parameter_binding_only_expected_params_bound,oci.di_parameter_object.data_pipeline_security_parameter_binding_only_expected_params_bound,,data_pipeline,DI Parameter Object,,
oci,oci.di_parameter_object.data_pipeline_security_parameter_binding_sensitive_params_not_logged,oci.di_parameter_object.data_pipeline_security_parameter_binding_sensitive_params_not_logged,,data_pipeline,DI Parameter Object,,
oci,oci.di_parameter_object.data_pipeline_security_parameter_binding_secret_refs_resolved_at_runtime,oci.di_parameter_object.data_pipeline_security_parameter_binding_secret_refs_resolved_at_runtime,,data_pipeline,DI Parameter Object,,
oci,oci.di_param_attributes.data_pipeline_security_parameter_metadata_sensitive_keys_require_secret_type,oci.di_param_attributes.data_pipeline_security_parameter_metadata_sensitive_keys_require_secret_type,,data_pipeline,DI Param Attributes,,
oci,oci.di_param_attributes.data_pipeline_security_parameter_metadata_disallowed_attribute_keys_blocked,oci.di_param_attributes.data_pipeline_security_parameter_metadata_disallowed_attribute_keys_blocked,,data_pipeline,DI Param Attributes,,
oci,oci.di_param_attributes.data_pipeline_security_parameter_metadata_values_not_plaintext_secret,oci.di_param_attributes.data_pipeline_security_parameter_metadata_values_not_plaintext_secret,,data_pipeline,DI Param Attributes,,
oci,oci.di_param_constraints.data_pipeline_security_parameter_constraint_allowlist_defined_when_applicable,oci.di_param_constraints.data_pipeline_security_parameter_constraint_allowlist_defined_when_applicable,,data_pipeline,DI Param Constraints,,
oci,oci.di_param_constraints.data_pipeline_security_parameter_constraint_pattern_defined_when_applicable,oci.di_param_constraints.data_pipeline_security_parameter_constraint_pattern_defined_when_applicable,,data_pipeline,DI Param Constraints,,
oci,oci.di_param_constraints.data_pipeline_security_parameter_constraint_min_length_defined_when_applicable,oci.di_param_constraints.data_pipeline_security_parameter_constraint_min_length_defined_when_applicable,,data_pipeline,DI Param Constraints,,
oci,oci.di_param_constraints.data_pipeline_security_parameter_constraint_max_length_defined_when_applicable,oci.di_param_constraints.data_pipeline_security_parameter_constraint_max_length_defined_when_applicable,,data_pipeline,DI Param Constraints,,
oci,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_authn_required,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_authn_required,,data_privacy_ai,Data Science Endpoint (VCN-secured),,
oci,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_authz_policies_enforced,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_authz_policies_enforced,,data_privacy_ai,Data Science Endpoint (VCN-secured),,
oci,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_private_networking_enforced,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_private_networking_enforced,,data_privacy_ai,Data Science Endpoint (VCN-secured),,
oci,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_kms_encryption_enabled,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_kms_encryption_enabled,,data_privacy_ai,Data Science Endpoint (VCN-secured),,
oci,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_logging_enabled,oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_logging_enabled,,data_privacy_ai,Data Science Endpoint (VCN-secured),,
oci,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_capture_store_encrypted_and_private,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_capture_store_encrypted_and_private,,data_privacy_ai,Data Science Deployment Config,,
oci,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_content_type_whitelist_enforced,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_content_type_whitelist_enforced,,data_privacy_ai,Data Science Deployment Config,,
oci,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_kms_keys_restricted,oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_kms_keys_restricted,,data_privacy_ai,Data Science Deployment Config,,
oci,oci.data_science_model.data_privacy_ai_security_model_registry_rbac_least_privilege,oci.data_science_model.data_privacy_ai_security_model_registry_rbac_least_privilege,,data_privacy_ai,Data Science Model,,
oci,oci.data_science_model.data_privacy_ai_security_model_registry_artifact_encryption_enabled,oci.data_science_model.data_privacy_ai_security_model_registry_artifact_encryption_enabled,,data_privacy_ai,Data Science Model,,
oci,oci.data_science_model.data_privacy_ai_security_model_registry_cross_account_sharing_restricted,oci.data_science_model.data_privacy_ai_security_model_registry_cross_account_sharing_restricted,,data_privacy_ai,Data Science Model,,
oci,oci.data_science_artifact.data_privacy_ai_security_model_package_artifact_signed_and_verified,oci.data_science_artifact.data_privacy_ai_security_model_package_artifact_signed_and_verified,,data_privacy_ai,Data Science Artifact,,
oci,oci.data_science_artifact.data_privacy_ai_security_model_package_encrypted,oci.data_science_artifact.data_privacy_ai_security_model_package_encrypted,,data_privacy_ai,Data Science Artifact,,
oci,oci.data_science_artifact.data_privacy_ai_security_model_package_not_publicly_shared,oci.data_science_artifact.data_privacy_ai_security_model_package_not_publicly_shared,,data_privacy_ai,Data Science Artifact,,
oci,oci.data_science_notebook.data_privacy_ai_security_notebook_no_public_access,oci.data_science_notebook.data_privacy_ai_security_notebook_no_public_access,,data_privacy_ai,Data Science Notebook,,
oci,oci.data_science_notebook.data_privacy_ai_security_notebook_encrypted,oci.data_science_notebook.data_privacy_ai_security_notebook_encrypted,,data_privacy_ai,Data Science Notebook,,
oci,oci.data_science_notebook.data_privacy_ai_security_notebook_execution_role_least_privilege,oci.data_science_notebook.data_privacy_ai_security_notebook_execution_role_least_privilege,,data_privacy_ai,Data Science Notebook,,
oci,oci.data_science_notebook.data_privacy_ai_security_notebook_idle_shutdown_configured,oci.data_science_notebook.data_privacy_ai_security_notebook_idle_shutdown_configured,,data_privacy_ai,Data Science Notebook,,
oci,oci.data_science_pipeline.data_privacy_ai_security_pipeline_kms_encryption_enabled,oci.data_science_pipeline.data_privacy_ai_security_pipeline_kms_encryption_enabled,,data_privacy_ai,Data Science Pipeline,,
oci,oci.data_science_pipeline.data_privacy_ai_security_pipeline_roles_least_privilege,oci.data_science_pipeline.data_privacy_ai_security_pipeline_roles_least_privilege,,data_privacy_ai,Data Science Pipeline,,
oci,oci.data_science_pipeline.data_privacy_ai_security_pipeline_artifacts_private_and_encrypted,oci.data_science_pipeline.data_privacy_ai_security_pipeline_artifacts_private_and_encrypted,,data_privacy_ai,Data Science Pipeline,,
oci,oci.data_science_pipeline.data_privacy_ai_security_pipeline_logging_enabled,oci.data_science_pipeline.data_privacy_ai_security_pipeline_logging_enabled,,data_privacy_ai,Data Science Pipeline,,
oci,oci.data_science_job.data_privacy_ai_security_training_job_private_networking_enforced,oci.data_science_job.data_privacy_ai_security_training_job_private_networking_enforced,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_training_job_roles_least_privilege,oci.data_science_job.data_privacy_ai_security_training_job_roles_least_privilege,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_training_job_input_output_encrypted,oci.data_science_job.data_privacy_ai_security_training_job_input_output_encrypted,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_training_job_logs_enabled,oci.data_science_job.data_privacy_ai_security_training_job_logs_enabled,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_transform_job_private_networking_enforced,oci.data_science_job.data_privacy_ai_security_transform_job_private_networking_enforced,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_transform_job_roles_least_privilege,oci.data_science_job.data_privacy_ai_security_transform_job_roles_least_privilege,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_transform_job_input_output_encrypted,oci.data_science_job.data_privacy_ai_security_transform_job_input_output_encrypted,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_job.data_privacy_ai_security_transform_job_logs_enabled,oci.data_science_job.data_privacy_ai_security_transform_job_logs_enabled,,data_privacy_ai,Data Science Job,,
oci,oci.data_science_experiments.data_privacy_ai_security_experiment_metadata_store_encrypted,oci.data_science_experiments.data_privacy_ai_security_experiment_metadata_store_encrypted,,data_privacy_ai,Data Science Experiments,,
oci,oci.data_science_experiments.data_privacy_ai_security_experiment_rbac_least_privilege,oci.data_science_experiments.data_privacy_ai_security_experiment_rbac_least_privilege,,data_privacy_ai,Data Science Experiments,,
oci,oci.data_science_experiments.data_privacy_ai_security_experiment_logs_enabled,oci.data_science_experiments.data_privacy_ai_security_experiment_logs_enabled,,data_privacy_ai,Data Science Experiments,,
oci,oci.data_science_hpo.data_privacy_ai_security_hpo_private_networking_enforced,oci.data_science_hpo.data_privacy_ai_security_hpo_private_networking_enforced,,data_privacy_ai,Data Science HPO,,
oci,oci.data_science_hpo.data_privacy_ai_security_hpo_roles_least_privilege,oci.data_science_hpo.data_privacy_ai_security_hpo_roles_least_privilege,,data_privacy_ai,Data Science HPO,,
oci,oci.data_science_hpo.data_privacy_ai_security_hpo_logs_enabled,oci.data_science_hpo.data_privacy_ai_security_hpo_logs_enabled,,data_privacy_ai,Data Science HPO,,
oci,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_private_networking_enforced,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_private_networking_enforced,,data_privacy_ai,Data Science Jobs (governed by IAM/Vault),,
oci,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_roles_least_privilege,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_roles_least_privilege,,data_privacy_ai,Data Science Jobs (governed by IAM/Vault),,
oci,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_logs_enabled,oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_logs_enabled,,data_privacy_ai,Data Science Jobs (governed by IAM/Vault),,
