cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,azure_mapped_compliance_functions,azure_mapped_compliance_ids
azure,azure.machine.learning_pipeline.data_governance_ai_pipeline_artifacts_private_and_encrypted,azure.machine.learning_pipeline.data_governance_ai_pipeline_artifacts_private_and_encrypted,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_pipeline.data_governance_ai_pipeline_logging_enabled,azure.machine.learning_pipeline.data_governance_ai_pipeline_logging_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_job.data_governance_ai_training_job_private_networking_enforced,azure.machine.learning_job.data_governance_ai_training_job_private_networking_enforced,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_job.data_governance_ai_training_job_roles_least_privilege,azure.machine.learning_job.data_governance_ai_training_job_roles_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_job.data_governance_ai_training_job_input_output_encrypted,azure.machine.learning_job.data_governance_ai_training_job_input_output_encrypted,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_job.data_governance_ai_training_job_logs_enabled,azure.machine.learning_job.data_governance_ai_training_job_logs_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_private_networking_enforced,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_private_networking_enforced,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_roles_least_privilege,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_roles_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_input_output_encrypted,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_input_output_encrypted,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_logs_enabled,azure.machine.learning_batch_endpoint.data_governance_ai_transform_job_logs_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_experiment.data_governance_ai_experiment_metadata_store_encrypted,azure.machine.learning_experiment.data_governance_ai_experiment_metadata_store_encrypted,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_experiment.data_governance_ai_experiment_rbac_least_privilege,azure.machine.learning_experiment.data_governance_ai_experiment_rbac_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_experiment.data_governance_ai_experiment_logs_enabled,azure.machine.learning_experiment.data_governance_ai_experiment_logs_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_private_networking_enforced,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_private_networking_enforced,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_roles_least_privilege,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_roles_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_logs_enabled,azure.machine.learning_hyperdrive_run.data_governance_ai_hpo_logs_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_auto_ml_job.data_governance_ai_automl_private_networking_enforced,azure.machine.learning_auto_ml_job.data_governance_ai_automl_private_networking_enforced,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_auto_ml_job.data_governance_ai_automl_roles_least_privilege,azure.machine.learning_auto_ml_job.data_governance_ai_automl_roles_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_auto_ml_job.data_governance_ai_automl_logs_enabled,azure.machine.learning_auto_ml_job.data_governance_ai_automl_logs_enabled,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_pipeline.data_governance_ai_human_review_workteam_access_rbac_least_privilege,azure.machine.learning_pipeline.data_governance_ai_human_review_workteam_access_rbac_least_privilege,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_pipeline.data_governance_ai_human_review_ui_private_networking_enforced,azure.machine.learning_pipeline.data_governance_ai_human_review_ui_private_networking_enforced,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.machine.learning_pipeline.data_governance_ai_human_review_artifacts_encrypted,azure.machine.learning_pipeline.data_governance_ai_human_review_artifacts_encrypted,machine,data_governance_ai,azure-mgmt-machine,,
azure,azure.data.lake_analytics_catalog.datalake_catalog_metaencryption_enabled,azure.data.lake_analytics_catalog.datalake_catalog_metaencryption_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_catalog.datalake_catalog_rbac_least_privilege,azure.data.lake_analytics_catalog.datalake_catalog_rbac_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_catalog.datalake_catalog_audit_logging_enabled,azure.data.lake_analytics_catalog.datalake_catalog_audit_logging_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_catalog.datalake_catalog_cross_account_sharing_restricted,azure.data.lake_analytics_catalog.datalake_catalog_cross_account_sharing_restricted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_connection.datalake_connection_credentials_in_secrets_manager,azure.data.lake_analytics_connection.datalake_connection_credentials_in_secrets_manager,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_connection.datalake_connection_tls_required,azure.data.lake_analytics_connection.datalake_connection_tls_required,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_connection.datalake_connection_private_networking_enforced,azure.data.lake_analytics_connection.datalake_connection_private_networking_enforced,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_connection.datalake_connection_role_least_privilege,azure.data.lake_analytics_connection.datalake_connection_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_crawler_role_least_privilege,azure.data.lake_analytics_job.datalake_crawler_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_crawler_scope_restricted_to_allowlist,azure.data.lake_analytics_job.datalake_crawler_scope_restricted_to_allowlist,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_crawler_logs_enabled,azure.data.lake_analytics_job.datalake_crawler_logs_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_crawler_network_private_only,azure.data.lake_analytics_job.datalake_crawler_network_private_only,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_job_role_least_privilege,azure.data.lake_analytics_job.datalake_job_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_job_script_location_private_and_encrypted,azure.data.lake_analytics_job.datalake_job_script_location_private_and_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_job_network_private_only,azure.data.lake_analytics_job.datalake_job_network_private_only,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_job.datalake_job_logs_and_metrics_enabled,azure.data.lake_analytics_job.datalake_job_logs_and_metrics_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_workflow.datalake_workflow_kms_encryption_enabled,azure.data.lake_analytics_workflow.datalake_workflow_kms_encryption_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_workflow.datalake_workflow_execution_role_least_privilege,azure.data.lake_analytics_workflow.datalake_workflow_execution_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_workflow.datalake_workflow_cross_account_trusts_restricted,azure.data.lake_analytics_workflow.datalake_workflow_cross_account_trusts_restricted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_trigger.datalake_trigger_targets_least_privilege,azure.data.lake_analytics_trigger.datalake_trigger_targets_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_trigger.datalake_trigger_event_sources_restricted,azure.data.lake_analytics_trigger.datalake_trigger_event_sources_restricted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_trigger.datalake_trigger_logs_enabled,azure.data.lake_analytics_trigger.datalake_trigger_logs_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_database.datalake_database_encrypted,azure.data.lake_analytics_database.datalake_database_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_database.datalake_database_policy_least_privilege,azure.data.lake_analytics_database.datalake_database_policy_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_database.datalake_database_cross_account_sharing_restricted,azure.data.lake_analytics_database.datalake_database_cross_account_sharing_restricted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_table.datalake_table_encrypted,azure.data.lake_analytics_table.datalake_table_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_table.datalake_table_access_policies_least_privilege,azure.data.lake_analytics_table.datalake_table_access_policies_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_table.datalake_table_public_sharing_disabled,azure.data.lake_analytics_table.datalake_table_public_sharing_disabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_table.datalake_table_column_level_access_controls_enabled,azure.data.lake_analytics_table.datalake_table_column_level_access_controls_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_registry.datalake_registry_metaencryption_enabled,azure.data.lake_analytics_registry.datalake_registry_metaencryption_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_registry.datalake_registry_rbac_least_privilege,azure.data.lake_analytics_registry.datalake_registry_rbac_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_registry.datalake_registry_cross_account_sharing_restricted,azure.data.lake_analytics_registry.datalake_registry_cross_account_sharing_restricted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_schema.datalake_schema_encrypted,azure.data.lake_analytics_schema.datalake_schema_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_schema.datalake_schema_rbac_least_privilege,azure.data.lake_analytics_schema.datalake_schema_rbac_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_schema.datalake_schema_version_immutability_enforced,azure.data.lake_analytics_schema.datalake_schema_version_immutability_enforced,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_quality.datalake_quality_role_least_privilege,azure.data.lake_analytics_quality.datalake_quality_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_quality.datalake_quality_output_location_private_and_encrypted,azure.data.lake_analytics_quality.datalake_quality_output_location_private_and_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_quality.datalake_quality_logs_enabled,azure.data.lake_analytics_quality.datalake_quality_logs_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_ml_transform.datalake_ml_transform_role_least_privilege,azure.data.lake_analytics_ml_transform.datalake_ml_transform_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_ml_transform.datalake_ml_transform_network_private_only,azure.data.lake_analytics_ml_transform.datalake_ml_transform_network_private_only,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_ml_transform.datalake_ml_transform_logs_enabled,azure.data.lake_analytics_ml_transform.datalake_ml_transform_logs_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_no_public_access,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_no_public_access,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_encrypted,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_role_least_privilege,azure.data.lake_analytics_compute_policy.datalake_dev_endpoint_role_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_partition.datalake_partition_catalog_encrypted,azure.data.lake_analytics_partition.datalake_partition_catalog_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_partition.datalake_partition_access_policies_least_privilege,azure.data.lake_analytics_partition.datalake_partition_access_policies_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_classifier.datalake_classifier_source_trusted,azure.data.lake_analytics_classifier.datalake_classifier_source_trusted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_classifier.datalake_classifier_definition_version_pinned,azure.data.lake_analytics_classifier.datalake_classifier_definition_version_pinned,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_classifier.datalake_classifier_rbac_least_privilege,azure.data.lake_analytics_classifier.datalake_classifier_rbac_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_lineage.datalake_lineage_capture_enabled,azure.data.lake_analytics_lineage.datalake_lineage_capture_enabled,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_lineage.datalake_lineage_export_destination_encrypted,azure.data.lake_analytics_lineage.datalake_lineage_export_destination_encrypted,data,data_lake,azure-mgmt-data,,
azure,azure.data.lake_analytics_lineage.datalake_lineage_access_rbac_least_privilege,azure.data.lake_analytics_lineage.datalake_lineage_access_rbac_least_privilege,data,data_lake,azure-mgmt-data,,
azure,azure.purview.catalog.lineage_store_encrypted,azure.purview.catalog.lineage_store_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.catalog.lineage_rbac_least_privilege,azure.purview.catalog.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.catalog.lineage_audit_logging_enabled,azure.purview.catalog.lineage_audit_logging_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.catalog.lineage_cross_account_sharing_restricted,azure.purview.catalog.lineage_cross_account_sharing_restricted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.connection.lineage_credentials_in_secrets_manager,azure.purview.connection.lineage_credentials_in_secrets_manager,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.connection.lineage_tls_required,azure.purview.connection.lineage_tls_required,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.connection.lineage_private_networking_enforced,azure.purview.connection.lineage_private_networking_enforced,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.connection.lineage_role_least_privilege,azure.purview.connection.lineage_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.scan.lineage_crawler_role_least_privilege,azure.purview.scan.lineage_crawler_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.scan.lineage_crawler_scope_restricted_to_allowlist,azure.purview.scan.lineage_crawler_scope_restricted_to_allowlist,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.scan.lineage_crawler_logs_enabled,azure.purview.scan.lineage_crawler_logs_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.scan.lineage_crawler_network_private_only,azure.purview.scan.lineage_crawler_network_private_only,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.job.lineage_role_least_privilege,azure.purview.job.lineage_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.job.lineage_script_location_private_and_encrypted,azure.purview.job.lineage_script_location_private_and_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.job.lineage_network_private_only,azure.purview.job.lineage_network_private_only,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.job.lineage_logs_and_metrics_enabled,azure.purview.job.lineage_logs_and_metrics_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.workflow.lineage_kms_encryption_enabled,azure.purview.workflow.lineage_kms_encryption_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.workflow.lineage_execution_role_least_privilege,azure.purview.workflow.lineage_execution_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.workflow.lineage_cross_account_trusts_restricted,azure.purview.workflow.lineage_cross_account_trusts_restricted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.trigger.lineage_targets_least_privilege,azure.purview.trigger.lineage_targets_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.trigger.lineage_event_sources_restricted,azure.purview.trigger.lineage_event_sources_restricted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.trigger.lineage_logs_enabled,azure.purview.trigger.lineage_logs_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.database.lineage_encrypted,azure.purview.database.lineage_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.database.lineage_policy_least_privilege,azure.purview.database.lineage_policy_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.database.lineage_cross_account_sharing_restricted,azure.purview.database.lineage_cross_account_sharing_restricted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.table.lineage_encrypted,azure.purview.table.lineage_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.table.lineage_access_policies_least_privilege,azure.purview.table.lineage_access_policies_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.table.lineage_public_sharing_disabled,azure.purview.table.lineage_public_sharing_disabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.registry.lineage_metadata_encryption_enabled,azure.purview.registry.lineage_metadata_encryption_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.registry.lineage_rbac_least_privilege,azure.purview.registry.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.registry.lineage_cross_account_sharing_restricted,azure.purview.registry.lineage_cross_account_sharing_restricted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.schema.lineage_encrypted,azure.purview.schema.lineage_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.schema.lineage_rbac_least_privilege,azure.purview.schema.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.schema.lineage_version_immutability_enforced,azure.purview.schema.lineage_version_immutability_enforced,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ruleset.lineage_encrypted_at_rest,azure.purview.ruleset.lineage_encrypted_at_rest,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ruleset.lineage_rbac_least_privilege,azure.purview.ruleset.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ruleset.lineage_version_pinned,azure.purview.ruleset.lineage_version_pinned,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.rule.lineage_source_trusted,azure.purview.rule.lineage_source_trusted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.rule.lineage_definition_version_pinned,azure.purview.rule.lineage_definition_version_pinned,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.rule.lineage_rbac_least_privilege,azure.purview.rule.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.data_quality.lineage_role_least_privilege,azure.purview.data_quality.lineage_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.data_quality.lineage_output_location_private_and_encrypted,azure.purview.data_quality.lineage_output_location_private_and_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.data_quality.lineage_logs_enabled,azure.purview.data_quality.lineage_logs_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.partition.lineage_catalog_encrypted,azure.purview.partition.lineage_catalog_encrypted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.partition.lineage_access_policies_least_privilege,azure.purview.partition.lineage_access_policies_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.classifier.lineage_source_trusted,azure.purview.classifier.lineage_source_trusted,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.classifier.lineage_definition_version_pinned,azure.purview.classifier.lineage_definition_version_pinned,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.classifier.lineage_rbac_least_privilege,azure.purview.classifier.lineage_rbac_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ml_transform.lineage_role_least_privilege,azure.purview.ml_transform.lineage_role_least_privilege,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ml_transform.lineage_network_private_only,azure.purview.ml_transform.lineage_network_private_only,purview,data_lineage,azure-mgmt-purview,,
azure,azure.purview.ml_transform.lineage_logs_enabled,azure.purview.ml_transform.lineage_logs_enabled,purview,data_lineage,azure-mgmt-purview,,
azure,azure.data.factory_pipeline.pipeline_pipeline_kms_encryption_enabled,azure.data.factory_pipeline.pipeline_pipeline_kms_encryption_enabled,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_pipeline_execution_roles_least_privilege,azure.data.factory_pipeline.pipeline_pipeline_execution_roles_least_privilege,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_pipeline_private_networking_enforced,azure.data.factory_pipeline.pipeline_pipeline_private_networking_enforced,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_pipeline_artifacts_private_and_encrypted,azure.data.factory_pipeline.pipeline_pipeline_artifacts_private_and_encrypted,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_pipeline_logs_and_metrics_enabled,azure.data.factory_pipeline.pipeline_pipeline_logs_and_metrics_enabled,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_definition_storage_encrypted,azure.data.factory_pipeline.pipeline_definition_storage_encrypted,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_definition_storage_private,azure.data.factory_pipeline.pipeline_definition_storage_private,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_definition_version_immutability_enforced,azure.data.factory_pipeline.pipeline_definition_version_immutability_enforced,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline.pipeline_definition_signed_and_verified,azure.data.factory_pipeline.pipeline_definition_signed_and_verified,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_dataset.pipeline_object_execution_role_least_privilege,azure.data.factory_dataset.pipeline_object_execution_role_least_privilege,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_dataset.pipeline_object_network_private_only,azure.data.factory_dataset.pipeline_object_network_private_only,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_dataset.pipeline_object_environment_no_plaintext_secrets,azure.data.factory_dataset.pipeline_object_environment_no_plaintext_secrets,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_dataset.pipeline_object_logging_enabled,azure.data.factory_dataset.pipeline_object_logging_enabled,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_type_set,azure.data.factory_pipeline_parameter.pipeline_parameter_type_set,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_value_from_secrets_manager_when_sensitive,azure.data.factory_pipeline_parameter.pipeline_parameter_value_from_secrets_manager_when_sensitive,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_default_not_sensitive,azure.data.factory_pipeline_parameter.pipeline_parameter_default_not_sensitive,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_allowed_values_defined_where_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_allowed_values_defined_where_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_pattern_defined_where_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_pattern_defined_where_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_min_length_defined_where_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_min_length_defined_where_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_max_length_defined_where_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_max_length_defined_where_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_attributes_no_plaintext_secrets,azure.data.factory_pipeline_parameter.pipeline_parameter_attributes_no_plaintext_secrets,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_only_expected_params_bound,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_only_expected_params_bound,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_sensitive_params_not_logged,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_sensitive_params_not_logged,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_secret_refs_resolved_at_runtime,azure.data.factory_pipeline_parameter.pipeline_parameter_binding_secret_refs_resolved_at_runtime,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_sensitive_keys_require_secret_type,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_sensitive_keys_require_secret_type,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_disallowed_attribute_keys_blocked,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_disallowed_attribute_keys_blocked,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_values_not_plaintext_secret,azure.data.factory_pipeline_parameter.pipeline_parameter_metadata_values_not_plaintext_secret,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_allowlist_defined_when_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_allowlist_defined_when_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_pattern_defined_when_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_pattern_defined_when_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_min_length_defined_when_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_min_length_defined_when_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_max_length_defined_when_applicable,azure.data.factory_pipeline_parameter.pipeline_parameter_constraint_max_length_defined_when_applicable,data,data_pipeline,azure-mgmt-data,,
azure,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_authn_required,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_authn_required,machine,data_privacy_ai,azure-mgmt-machine,,
azure,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_authz_policies_enforced,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_authz_policies_enforced,machine,data_privacy_ai,azure-mgmt-machine,,
azure,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_private_networking_enforced,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_private_networking_enforced,machine,data_privacy_ai,azure-mgmt-machine,,
azure,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_kms_encryption_enabled,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_kms_encryption_enabled,machine,data_privacy_ai,azure-mgmt-machine,,
azure,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_logging_enabled,azure.machine.learning_online_endpoint.data_privacy_ai_endpoint_logging_enabled,machine,data_privacy_ai,azure-mgmt-machine,,
