csp,catalog_rule_id,service,category,compliance_ids,compliance_frameworks,gap_reason,suggested_rule_type,priority,notes
alicloud,alicloud.PAI-EAS Endpoint Config.data_governance_ai_security_endpoint_config_content_type_whitelist_enforced,,data_governance_ai,iso27001_2022_multi_cloud_A.8.14_0069,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PAI-EAS Endpoint.ai_services_security_ai_endpoint_rate_limiting_enabled,,ai_services,"iso27001_2022_multi_cloud_A.8.14_0069;iso27001_2022_multi_cloud_A.8.14_0069,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PAI-EAS Endpoint.data_governance_ai_security_endpoint_kms_encryption_enabled,,data_governance_ai,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PAI-EAS Endpoint.data_governance_ai_security_endpoint_logging_enabled,,data_governance_ai,"iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.15_0070,soc2_multi_cloud_cc_a_1_1_0021;soc2_multi_cloud_cc_a_1_1_0021",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_kms_encryption_enabled,,machine_learning,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,soc2_multi_cloud_cc_6_7_0013;iso27001_2022_multi_cloud_A.8.24_0080;soc2_multi_cloud_cc_6_7_0013",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_logging_enabled,,machine_learning,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PolarDB Cluster.db_security_cluster_minor_version_auto_upgrade_enabled,,db,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_7_0013;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_7_0013",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_encrypted,,db,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Quick BI Dataset.data_analytics_security_dataset_public_sharing_disabled,,data_analytics,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Quick BI User.data_analytics_security_user_roles_minimal,,data_analytics,"cisa_ce_v1_multi_cloud_Your_Surroundings-4_0016;cisa_ce_v1_multi_cloud_Your_Surroundings-4_0016,cisa_ce_v1_multi_cloud_Your_Systems-2_0007,rbi_bank_multi_cloud_9.3_0027,rbi_nbfc_multi_cloud_2.5_0009;cisa_ce_v1_multi_cloud_Your_Systems-2_0007;rbi_bank_multi_cloud_9.3_0027;rbi_nbfc_multi_cloud_2.5_0009",cisa_ce_v1;rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Quick BI User.data_analytics_security_user_sso_required,,data_analytics,cis_alicloud_alicloud_1.4_0129,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Quick BI Workspace/Group.data_analytics_security_group_roles_minimal,,data_analytics,"canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,fedramp_moderate_multi_cloud_CM-9_0128,iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.4_0099,nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-2_6_0013,nist_800_53_rev5_multi_cloud_AC-3_11_0032,nist_800_53_rev5_multi_cloud_AC-3_12_0033,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_14_0035,nist_800_53_rev5_multi_cloud_AC-3_15_0036,nist_800_53_rev5_multi_cloud_AC-3_15_0037,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_5_0051,nist_800_53_rev5_multi_cloud_AC-3_5_0052,nist_800_53_rev5_multi_cloud_AC-3_6_0053,nist_800_53_rev5_multi_cloud_AC-3_7_0054,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-3_9_0056,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_AC-6_1_0091,nist_800_53_rev5_multi_cloud_AC-6_3_0094,nist_800_53_rev5_multi_cloud_AC-6_4_0095,nist_800_53_rev5_multi_cloud_AC-6_5_0096,nist_800_53_rev5_multi_cloud_AC-6_6_0097,nist_800_53_rev5_multi_cloud_AC-6_7_0098,nist_800_53_rev5_multi_cloud_AC-6_8_0099,nist_800_53_rev5_multi_cloud_CM-9-b_0428,nist_800_53_rev5_multi_cloud_MP-2_1_0704,nist_800_53_rev5_multi_cloud_MP-2_1_0705,nist_800_53_rev5_multi_cloud_MP-2_2_0706,nist_800_53_rev5_multi_cloud_MP-2_2_0707,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273,soc2_multi_cloud_cc_1_3_0001;fedramp_moderate_multi_cloud_CM-9_0128;iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.4_0099;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_7_0054;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_3_0094;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;soc2_multi_cloud_cc_1_3_0001",canada_pbmm_moderate;fedramp_moderate_multi;iso27001_2022_multi;nist_800_53;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM Policy.governance_security_policy_no_wildcard_admin_actions,,governance_compliance,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.3_0098,iso27001_2022_multi_cloud_A.9.4_0099;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.3_0098;iso27001_2022_multi_cloud_A.9.4_0099",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM Policy.governance_security_policy_versioning_and_change_audit_enabled,,governance_compliance,cis_alicloud_alicloud_1.14_0139,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM Role.identity_access_security_role_attached_policies_not_admin_star,,identity_access,soc2_multi_cloud_cc_3_3_0005,soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM Role.identity_access_security_role_max_session_duration_reasonable,,identity_access,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.3_0027,iso27001_2022_multi_cloud_A.8.2_0075,soc2_multi_cloud_cc_1_3_0001,soc2_multi_cloud_cc_6_3_0011;iso27001_2022_multi_cloud_A.5.3_0027;iso27001_2022_multi_cloud_A.8.2_0075;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_6_3_0011",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM Role.identity_access_security_role_trust_principals_allowlist_only,,identity_access,cis_alicloud_alicloud_6.1.3_0112,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM User Group.identity_access_security_group_no_inline_policies,,identity_access,cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014,cisa_ce_v1,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM User.identity_access_security_user_mfa_required,,identity_access,"canada_pbmm_moderate_multi_cloud_CCCS_AC-2_0002;canada_pbmm_moderate_multi_cloud_CCCS_AC-2_0002,fedramp_moderate_multi_cloud_AC-2_0002,fedramp_moderate_multi_cloud_AC-2_11_0010,fedramp_moderate_multi_cloud_AC-2_12_0011,fedramp_moderate_multi_cloud_AC-2_13_0012,fedramp_moderate_multi_cloud_AC-2_1_0003,fedramp_moderate_multi_cloud_AC-2_2_0004,fedramp_moderate_multi_cloud_AC-2_3_0005,fedramp_moderate_multi_cloud_AC-2_4_0006,fedramp_moderate_multi_cloud_AC-2_5_0007,fedramp_moderate_multi_cloud_AC-2_7_0008,fedramp_moderate_multi_cloud_AC-2_9_0009,iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.3_0098,iso27001_2022_multi_cloud_A.9.4_0099,nist_800_53_rev5_multi_cloud_AC-2-g_0023,nist_800_53_rev5_multi_cloud_AC-2-j_0026,nist_800_53_rev5_multi_cloud_AC-2_3_0010,soc2_multi_cloud_cc_1_3_0001;fedramp_moderate_multi_cloud_AC-2_0002;fedramp_moderate_multi_cloud_AC-2_11_0010;fedramp_moderate_multi_cloud_AC-2_12_0011;fedramp_moderate_multi_cloud_AC-2_13_0012;fedramp_moderate_multi_cloud_AC-2_1_0003;fedramp_moderate_multi_cloud_AC-2_2_0004;fedramp_moderate_multi_cloud_AC-2_3_0005;fedramp_moderate_multi_cloud_AC-2_4_0006;fedramp_moderate_multi_cloud_AC-2_5_0007;fedramp_moderate_multi_cloud_AC-2_7_0008;fedramp_moderate_multi_cloud_AC-2_9_0009;iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.3_0098;iso27001_2022_multi_cloud_A.9.4_0099;nist_800_53_rev5_multi_cloud_AC-2-g_0023;nist_800_53_rev5_multi_cloud_AC-2-j_0026;nist_800_53_rev5_multi_cloud_AC-2_3_0010;soc2_multi_cloud_cc_1_3_0001",canada_pbmm_moderate;fedramp_moderate_multi;iso27001_2022_multi;nist_800_53;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RAM User.identity_access_security_user_no_inline_policies_attached,,identity_access,iso27001_2022_multi_cloud_A.5.13_0009,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RDS Account/User.db_security_user_no_unused_or_default_superusers,,db,iso27001_2022_multi_cloud_A.8.5_0092,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RDS Parameter/Option Settings.db_security_option_group_insecure_extensions_not_enabled,,db,"iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.16_0012,iso27001_2022_multi_cloud_A.5.22_0019,soc2_multi_cloud_cc_8_1_0020;iso27001_2022_multi_cloud_A.5.22_0019;soc2_multi_cloud_cc_8_1_0020",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RDS Security Group (VPC).db_security_sg_egress_restricted,,db,iso27001_2022_multi_cloud_A.8.23_0079,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RDS Security Group (VPC).db_security_sg_no_0_0_0_0_ingress_on_db_ports,,db,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.RDS/PolarDB Backups.dr_security_backup_schedule_defined_min_frequency,,dr,cis_alicloud_alicloud_8.8_0203,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Resource Directory - Folder.governance_security_ou_no_overly_permissive_exceptions,,governance_compliance,"canada_pbmm_moderate_multi_cloud_CCCS_AC-6_0006;canada_pbmm_moderate_multi_cloud_CCCS_AC-6_0006,fedramp_moderate_multi_cloud_AC-6_0018;fedramp_moderate_multi_cloud_AC-6_0018",canada_pbmm_moderate;fedramp_moderate_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_max_age_90_days_or_less,,identity_access,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.3_0098,iso27001_2022_multi_cloud_A.9.4_0099;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.3_0098;iso27001_2022_multi_cloud_A.9.4_0099",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_prevent_reuse_last_24,,identity_access,cis_alicloud_alicloud_1.12_0137,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_console_mfa_required_org_wide,,identity_access,"cisa_ce_v1_multi_cloud_Booting_Up-2_0010;cisa_ce_v1_multi_cloud_Booting_Up-2_0010,cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013;cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013",cisa_ce_v1,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Resource Group.identity_access_security_tenant_console_mfa_required_org_wide,,identity_access,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.17_0013,iso27001_2022_multi_cloud_A.8.5_0092,iso27001_2022_multi_cloud_A.9.2_0097,iso27001_2022_multi_cloud_A.9.3_0098,iso27001_2022_multi_cloud_A.9.4_0099,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-3_2_0038,nist_800_53_rev5_multi_cloud_AC-3_2_0039,nist_800_53_rev5_multi_cloud_AC-7_4_0104;iso27001_2022_multi_cloud_A.5.17_0013;iso27001_2022_multi_cloud_A.8.5_0092;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.3_0098;iso27001_2022_multi_cloud_A.9.4_0099;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-3_2_0038;nist_800_53_rev5_multi_cloud_AC-3_2_0039;nist_800_53_rev5_multi_cloud_AC-7_4_0104",iso27001_2022_multi;nist_800_53,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Savings Plans.cost_security_savings_plan_purchase_permissions_restricted,,cost,"iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.16_0012,iso27001_2022_multi_cloud_A.5.22_0019;iso27001_2022_multi_cloud_A.5.22_0019",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center (Response).incident_security_response_versioning_and_immutability_enabled,,incident_response,cis_alicloud_alicloud_8.4_0199,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Console.threat_security_hub_auto_enroll_new_accounts,,threat_detection,"soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_3_2_0004,soc2_multi_cloud_cc_4_2_0007,soc2_multi_cloud_cc_6_8_0014,soc2_multi_cloud_cc_7_1_0015;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015",soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Console.threat_security_hub_master_member_configured,,threat_detection,"iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.25_0022,iso27001_2022_multi_cloud_A.5.28_0025,iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Patches.vuln_security_patch_approval_rules_defined,,vulnerability_management,"cisa_ce_v1_multi_cloud_Booting_Up-3_0011;cisa_ce_v1_multi_cloud_Booting_Up-3_0011,cisa_ce_v1_multi_cloud_Your_Systems-1_0006,rbi_bank_multi_cloud_21.2_0013,rbi_nbfc_multi_cloud_2.6_0010;cisa_ce_v1_multi_cloud_Your_Systems-1_0006;rbi_bank_multi_cloud_21.2_0013;rbi_nbfc_multi_cloud_2.6_0010",cisa_ce_v1;rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Playbooks.incident_security_automation_artifacts_encrypted_and_private,,incident_response,cis_alicloud_alicloud_8.1_0196,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Playbooks.incident_security_automation_change_audit_logging_enabled,,incident_response,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Center Vulnerability Scan.vuln_security_scan_agents_or_scanners_deployed,,vulnerability_management,cis_alicloud_alicloud_8.7_0202,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Group (DB ENI).data_warehouse_security_sg_no_0_0_0_0_ingress,,data_warehouse,"rbi_bank_multi_cloud_4.3_0018;rbi_bank_multi_cloud_4.3_0018,rbi_nbfc_multi_cloud_2.8_0012;rbi_nbfc_multi_cloud_2.8_0012",rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Group Ingress Rule.data_warehouse_security_sg_ingress_no_0_0_0_0,,data_warehouse,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Group Ingress Rule.data_warehouse_security_sg_ingress_only_required_ports,,data_warehouse,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Group.network_security_sg_no_0_0_0_0_ingress,,network_perimeter,soc2_multi_cloud_a1_1_0024,soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Security Group.network_security_sg_only_required_ports_open,,network_perimeter,cis_alicloud_alicloud_3.5_0162,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.TableStore (OTS) Global Secondary Index/Replication.data_protection_storage_security_global_table_pitr_enabled_where_supported,,data_protection_storage,"rbi_bank_multi_cloud_6.2_0022;rbi_bank_multi_cloud_6.2_0022,rbi_nbfc_multi_cloud_5.3_0027;rbi_nbfc_multi_cloud_5.3_0027",rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Tags (cost allocation).cost_security_allocation_cost_tag_policy_enforced,,cost,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VPC Network ACL.network_security_nacl_no_allow_all_rules,,network_perimeter,"cisa_ce_v1_multi_cloud_Your_Systems-1_0006;cisa_ce_v1_multi_cloud_Your_Systems-1_0006,rbi_bank_multi_cloud_4.2_0017;rbi_bank_multi_cloud_4.2_0017",cisa_ce_v1;rbi_bank_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VPC/Subnet Segmentation.network_security_isolation_quarantine_network_defined,,network_security,cis_alicloud_alicloud_8.3_0198,cis_alicloud_alicloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VPC/vSwitch Group.data_warehouse_security_subnet_group_private_subnets_only,,data_warehouse,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VSwitch.network_security_subnet_private_subnets_no_igw_route,,network_perimeter,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VSwitch.network_security_subnet_public_subnets_use_nacl_restrictions,,network_perimeter,"iso27001_2022_multi_cloud_A.8.1_0064;iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_1_0009;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_1_0009",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.VSwitch.network_security_subnet_route_table_association_present,,network_perimeter,"iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_2_1_0002,soc2_multi_cloud_cc_3_3_0005,soc2_multi_cloud_cc_5_2_0008,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_a_1_1_0021;iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_5_2_0008;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Virtual Private Cloud (VPC).network_security_vpc_route_tables_no_unintended_internet_paths,,network_perimeter,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
