rule_id,service,resource,scope,template_id
aws.ec2.route_table.no_0_0_0_0_from_private_subnets,ec2,route_table,network.route_table,network.security.route_table.no_0_0_0_0_from_private_subnets
aws.ec2.subnet.route_table_association_present,ec2,subnet,network.subnet,network.security.subnet.route_table_association_present
aws.ec2.subnet.public_subnets_use_nacl_restrictions,ec2,subnet,network.subnet,network.security.subnet.public_subnets_use_nacl_restrictions
aws.ec2.subnet.private_subnets_no_igw_route,ec2,subnet,network.subnet,network.security.subnet.private_subnets_no_igw_route
aws.vpc.vpn_gateway.route_tables_no_unintended_internet_paths,vpc,vpn_gateway,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.vpn_connection.route_tables_no_unintended_internet_paths,vpc,vpn_connection,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths,vpc,vpc_endpoint,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.vpc.route_tables_no_unintended_internet_paths,vpc,vpc,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.subnet.route_tables_no_unintended_internet_paths,vpc,subnet,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.security_group.route_tables_no_unintended_internet_paths,vpc,security_group,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.route_table.route_tables_no_unintended_internet_paths,vpc,route_table,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.network_interface.route_tables_no_unintended_internet_paths,vpc,network_interface,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.network_acl.route_tables_no_unintended_internet_paths,vpc,network_acl,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.nat_gateway.route_tables_no_unintended_internet_paths,vpc,nat_gateway,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.internet_gateway.route_tables_no_unintended_internet_paths,vpc,internet_gateway,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.customer_gateway.route_tables_no_unintended_internet_paths,vpc,customer_gateway,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.ec2.vpc.route_tables_no_unintended_internet_paths,ec2,vpc,network.vpc,network.security.vpc.route_tables_no_unintended_internet_paths
aws.vpc.vpn_gateway.dns_hostnames_and_support_configured,vpc,vpn_gateway,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.vpn_connection.dns_hostnames_and_support_configured,vpc,vpn_connection,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.vpc_endpoint.dns_hostnames_and_support_configured,vpc,vpc_endpoint,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.vpc.dns_hostnames_and_support_configured,vpc,vpc,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.subnet.dns_hostnames_and_support_configured,vpc,subnet,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.security_group.dns_hostnames_and_support_configured,vpc,security_group,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.route_table.dns_hostnames_and_support_configured,vpc,route_table,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.network_interface.dns_hostnames_and_support_configured,vpc,network_interface,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.network_acl.dns_hostnames_and_support_configured,vpc,network_acl,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.nat_gateway.dns_hostnames_and_support_configured,vpc,nat_gateway,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.internet_gateway.dns_hostnames_and_support_configured,vpc,internet_gateway,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.customer_gateway.dns_hostnames_and_support_configured,vpc,customer_gateway,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.ec2.vpc.dns_hostnames_and_support_configured,ec2,vpc,network.vpc,network.security.vpc.dns_hostnames_and_support_configured
aws.vpc.vpn_gateway.flow_logs_enabled,vpc,vpn_gateway,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.vpn_connection.flow_logs_enabled,vpc,vpn_connection,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.vpc_endpoint.flow_logs_enabled,vpc,vpc_endpoint,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.vpc.flow_logs_enabled,vpc,vpc,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.subnet.flow_logs_enabled,vpc,subnet,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.security_group.flow_logs_enabled,vpc,security_group,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.route_table.flow_logs_enabled,vpc,route_table,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.network_interface.flow_logs_enabled,vpc,network_interface,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.network_acl.flow_logs_enabled,vpc,network_acl,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.nat_gateway.flow_logs_enabled,vpc,nat_gateway,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.internet_gateway.flow_logs_enabled,vpc,internet_gateway,network.vpc,network.security.vpc.flow_logs_enabled
aws.vpc.customer_gateway.flow_logs_enabled,vpc,customer_gateway,network.vpc,network.security.vpc.flow_logs_enabled
aws.ec2.vpc.flow_logs_enabled,ec2,vpc,network.vpc,network.security.vpc.flow_logs_enabled
aws.xray.sampling_rule.access_rbac_least_privilege,xray,sampling_rule,monitoring.sampling_rule,monitoring.security.sampling_rule.access_rbac_least_privilege
aws.xray.sampling_rule.storage_encrypted,xray,sampling_rule,monitoring.sampling_rule,monitoring.security.sampling_rule.storage_encrypted
aws.xray.sampling_rule.rules_present,xray,sampling_rule,monitoring.sampling_rule,monitoring.security.sampling_rule.rules_present
aws.xray.trace.retention_days_minimum,xray,trace,monitoring.trace,monitoring.security.trace.retention_days_minimum
aws.xray.trace.access_rbac_least_privilege,xray,trace,monitoring.trace,monitoring.security.trace.access_rbac_least_privilege
aws.xray.trace.store_encrypted,xray,trace,monitoring.trace,monitoring.security.trace.store_encrypted
aws.cloudwatch.dashboard.public_embeds_disabled,cloudwatch,dashboard,monitoring.dashboard,monitoring.security.dashboard.public_embeds_disabled
aws.cloudwatch.dashboard.sharing_restricted_to_org,cloudwatch,dashboard,monitoring.dashboard,monitoring.security.dashboard.sharing_restricted_to_org
aws.cloudwatch.dashboard.sso_required,cloudwatch,dashboard,monitoring.dashboard,monitoring.security.dashboard.sso_required
aws.cloudwatch.anomaly_detector.training_data_sources_approved,cloudwatch,anomaly_detector,monitoring.anomaly_detector,monitoring.security.anomaly.training_data_sources_approved
aws.cloudwatch.anomaly_detector.alerts_configured,cloudwatch,anomaly_detector,monitoring.anomaly_detector,monitoring.security.anomaly.alerts_configured
aws.cloudwatch.anomaly_detector.detectors_enabled,cloudwatch,anomaly_detector,monitoring.anomaly_detector,monitoring.security.anomaly.detectors_enabled
aws.sns.topic.destinations_authenticated,sns,topic,monitoring.alert,monitoring.security.alert.destinations_authenticated
aws.cloudwatch.alarm.destinations_authenticated,cloudwatch,alarm,monitoring.alert,monitoring.security.alert.destinations_authenticated
aws.sns.topic.critical_alarms_enabled,sns,topic,monitoring.alert,monitoring.security.alert.critical_alarms_enabled
aws.cloudwatch.alarm.critical_alarms_enabled,cloudwatch,alarm,monitoring.alert,monitoring.security.alert.critical_alarms_enabled
aws.sns.topic.alarm_actions_configured,sns,topic,monitoring.alert,monitoring.security.alert.alarm_actions_configured
aws.cloudwatch.alarm.alarm_actions_configured,cloudwatch,alarm,monitoring.alert,monitoring.security.alert.alarm_actions_configured
aws.sagemaker.model.logs_enabled,sagemaker,model,mlops.monitoring,ml_ops.security.monitoring.logs_enabled
aws.sagemaker.endpoint.logs_enabled,sagemaker,endpoint,mlops.monitoring,ml_ops.security.monitoring.logs_enabled
aws.sagemaker.model.outputs_encrypted_and_private,sagemaker,model,mlops.monitoring,ml_ops.security.monitoring.outputs_encrypted_and_private
aws.sagemaker.endpoint.outputs_encrypted_and_private,sagemaker,endpoint,mlops.monitoring,ml_ops.security.monitoring.outputs_encrypted_and_private
aws.sagemaker.model.roles_least_privilege,sagemaker,model,mlops.monitoring,ml_ops.security.monitoring.roles_least_privilege
aws.sagemaker.endpoint.roles_least_privilege,sagemaker,endpoint,mlops.monitoring,ml_ops.security.monitoring.roles_least_privilege
aws.sagemaker.model.private_networking_enforced,sagemaker,model,mlops.monitoring,ml_ops.security.monitoring.private_networking_enforced
aws.sagemaker.endpoint.private_networking_enforced,sagemaker,endpoint,mlops.monitoring,ml_ops.security.monitoring.private_networking_enforced
aws.sagemaker.flow_definition.artifacts_encrypted,sagemaker,flow_definition,ml.flow_definition,machine_learning.security.human_review.artifacts_encrypted
aws.sagemaker.flow_definition.ui_private_networking_enforced,sagemaker,flow_definition,ml.flow_definition,machine_learning.security.human_review.ui_private_networking_enforced
aws.sagemaker.flow_definition.workteam_access_rbac_least_privilege,sagemaker,flow_definition,ml.flow_definition,machine_learning.security.human_review.workteam_access_rbac_least_privilege
aws.sagemaker.auto_ml_job.logs_enabled,sagemaker,auto_ml_job,ml.auto_ml_job,machine_learning.security.automl.logs_enabled
aws.sagemaker.auto_ml_job.roles_least_privilege,sagemaker,auto_ml_job,ml.auto_ml_job,machine_learning.security.automl.roles_least_privilege
aws.sagemaker.auto_ml_job.private_networking_enforced,sagemaker,auto_ml_job,ml.auto_ml_job,machine_learning.security.automl.private_networking_enforced
aws.sagemaker.hyperparameter_tuning_job.logs_enabled,sagemaker,hyperparameter_tuning_job,ml.hyperparameter_tuning,machine_learning.security.hpo.logs_enabled
aws.sagemaker.hyperparameter_tuning_job.roles_least_privilege,sagemaker,hyperparameter_tuning_job,ml.hyperparameter_tuning,machine_learning.security.hpo.roles_least_privilege
aws.sagemaker.hyperparameter_tuning_job.private_networking_enforced,sagemaker,hyperparameter_tuning_job,ml.hyperparameter_tuning,machine_learning.security.hpo.private_networking_enforced
aws.sagemaker.experiment.logs_enabled,sagemaker,experiment,ml.experiment,machine_learning.security.experiment.logs_enabled
aws.sagemaker.experiment.rbac_least_privilege,sagemaker,experiment,ml.experiment,machine_learning.security.experiment.rbac_least_privilege
aws.sagemaker.experiment.metadata_store_encrypted,sagemaker,experiment,ml.experiment,machine_learning.security.experiment.metadata_store_encrypted
aws.sagemaker.transform_job.logs_enabled,sagemaker,transform_job,ml.transform_job,machine_learning.security.transform_job.logs_enabled
aws.sagemaker.transform_job.input_output_encrypted,sagemaker,transform_job,ml.transform_job,machine_learning.security.transform_job.input_output_encrypted
aws.sagemaker.transform_job.roles_least_privilege,sagemaker,transform_job,ml.transform_job,machine_learning.security.transform_job.roles_least_privilege
aws.sagemaker.transform_job.private_networking_enforced,sagemaker,transform_job,ml.transform_job,machine_learning.security.transform_job.private_networking_enforced
aws.sagemaker.training_job.logs_enabled,sagemaker,training_job,ml.training_job,machine_learning.security.training_job.logs_enabled
aws.sagemaker.training_job.input_output_encrypted,sagemaker,training_job,ml.training_job,machine_learning.security.training_job.input_output_encrypted
aws.sagemaker.training_job.roles_least_privilege,sagemaker,training_job,ml.training_job,machine_learning.security.training_job.roles_least_privilege
aws.sagemaker.training_job.private_networking_enforced,sagemaker,training_job,ml.training_job,machine_learning.security.training_job.private_networking_enforced
aws.sagemaker.pipeline.logging_enabled,sagemaker,pipeline,ml.pipeline,machine_learning.security.pipeline.logging_enabled
aws.sagemaker.pipeline.artifacts_private_and_encrypted,sagemaker,pipeline,ml.pipeline,machine_learning.security.pipeline.artifacts_private_and_encrypted
aws.sagemaker.pipeline.roles_least_privilege,sagemaker,pipeline,ml.pipeline,machine_learning.security.pipeline.roles_least_privilege
aws.sagemaker.pipeline.kms_encryption_enabled,sagemaker,pipeline,ml.pipeline,machine_learning.security.pipeline.kms_encryption_enabled
aws.sagemaker.notebook_instance.idle_shutdown_configured,sagemaker,notebook_instance,ml.notebook_instance,machine_learning.security.notebook.idle_shutdown_configured
aws.sagemaker.notebook_instance.execution_role_least_privilege,sagemaker,notebook_instance,ml.notebook_instance,machine_learning.security.notebook.execution_role_least_privilege
aws.sagemaker.notebook_instance.encrypted,sagemaker,notebook_instance,ml.notebook_instance,machine_learning.security.notebook.encrypted
aws.sagemaker.notebook_instance.no_public_access,sagemaker,notebook_instance,ml.notebook_instance,machine_learning.security.notebook.no_public_access
aws.sagemaker.model_package.not_publicly_shared,sagemaker,model_package,ml.model_package,machine_learning.security.model_package.not_publicly_shared
aws.sagemaker.model_package.encrypted,sagemaker,model_package,ml.model_package,machine_learning.security.model_package.encrypted
aws.sagemaker.model_package.artifact_signed_and_verified,sagemaker,model_package,ml.model_package,machine_learning.security.model_package.artifact_signed_and_verified
aws.sagemaker.model.cross_account_sharing_restricted,sagemaker,model,ml.model,machine_learning.security.model_registry.cross_account_sharing_restricted
aws.sagemaker.model.artifact_encryption_enabled,sagemaker,model,ml.model,machine_learning.security.model_registry.artifact_encryption_enabled
aws.sagemaker.model.rbac_least_privilege,sagemaker,model,ml.model,machine_learning.security.model_registry.rbac_least_privilege
aws.sagemaker.endpoint_configuration.kms_keys_restricted,sagemaker,endpoint_configuration,ml.endpoint_config,machine_learning.security.endpoint_config.kms_keys_restricted
aws.sagemaker.endpoint_configuration.content_type_whitelist_enforced,sagemaker,endpoint_configuration,ml.endpoint_config,machine_learning.security.endpoint_config.content_type_whitelist_enforced
aws.sagemaker.endpoint_configuration.data_capture_bucket_encrypted_private,sagemaker,endpoint_configuration,ml.endpoint_config,machine_learning.security.endpoint_config.data_capture_bucket_encrypted_private
aws.sagemaker.endpoint.logging_enabled,sagemaker,endpoint,ml.endpoint,machine_learning.security.endpoint.logging_enabled
aws.sagemaker.endpoint.kms_encryption_enabled,sagemaker,endpoint,ml.endpoint,machine_learning.security.endpoint.kms_encryption_enabled
aws.sagemaker.endpoint.private_networking_enforced,sagemaker,endpoint,ml.endpoint,machine_learning.security.endpoint.private_networking_enforced
aws.sagemaker.endpoint.authz_policies_enforced,sagemaker,endpoint,ml.endpoint,machine_learning.security.endpoint.authz_policies_enforced
aws.sagemaker.endpoint.authn_required,sagemaker,endpoint,ml.endpoint,machine_learning.security.endpoint.authn_required
aws.cloudwatch.destination.iam_policy_least_privilege,cloudwatch,destination,logging.destination,logging.security.destination.iam_policy_least_privilege
aws.cloudwatch.destination.tls_min_1_2_enforced,cloudwatch,destination,logging.destination,logging.security.destination.tls_min_1_2_enforced
aws.cloudwatch.destination.endpoint_private_networking,cloudwatch,destination,logging.destination,logging.security.destination.endpoint_private_networking
aws.cloudwatch.insights_query.access_rbac_least_privilege,cloudwatch,insights_query,logging.query_definition,logging.security.query_definition.access_rbac_least_privilege
aws.cloudwatch.insights_query.storage_encrypted,cloudwatch,insights_query,logging.query_definition,logging.security.query_definition.storage_encrypted
aws.cloudwatch.metric_filter.network_acl_or_sg_change_detected_filter_present,cloudwatch,metric_filter,logging.metric_filter,logging.security.metric_filter.network_acl_or_sg_change_detected_filter_present
aws.cloudwatch.metric_filter.kms_key_deletion_or_disable_detected_filter_present,cloudwatch,metric_filter,logging.metric_filter,logging.security.metric_filter.kms_key_deletion_or_disable_detected_filter_present
aws.cloudwatch.metric_filter.iam_policy_change_detected_filter_present,cloudwatch,metric_filter,logging.metric_filter,logging.security.metric_filter.iam_policy_change_detected_filter_present
aws.cloudwatch.metric_filter.console_root_login_detected_filter_present,cloudwatch,metric_filter,logging.metric_filter,logging.security.metric_filter.console_root_login_detected_filter_present
aws.cloudwatch.log_stream.retention_days_minimum,cloudwatch,log_stream,logging.log_stream,logging.security.stream.retention_days_minimum
aws.cloudwatch.log_stream.ingestion_auth_required,cloudwatch,log_stream,logging.log_stream,logging.security.stream.ingestion_auth_required
aws.cloudwatch.log_stream.encryption_at_rest_enabled,cloudwatch,log_stream,logging.log_stream,logging.security.stream.encryption_at_rest_enabled
aws.cloudwatch.log_stream.cross_account_destinations_restricted,cloudwatch,log_stream,logging.sink,logging.security.sink.cross_account_destinations_restricted
aws.cloudwatch.log_group.cross_account_destinations_restricted,cloudwatch,log_group,logging.sink,logging.security.sink.cross_account_destinations_restricted
aws.cloudwatch.log_stream.destination_least_privilege,cloudwatch,log_stream,logging.sink,logging.security.sink.destination_least_privilege
aws.cloudwatch.log_group.destination_least_privilege,cloudwatch,log_group,logging.sink,logging.security.sink.destination_least_privilege
aws.cloudwatch.log_stream.destination_encrypted,cloudwatch,log_stream,logging.sink,logging.security.sink.destination_encrypted
aws.cloudwatch.log_group.destination_encrypted,cloudwatch,log_group,logging.sink,logging.security.sink.destination_encrypted
aws.s3.bucket.immutability_or_object_lock_where_supported,s3,bucket,logging.store,logging.security.store.immutability_or_object_lock_where_supported
aws.cloudwatch.log_group.immutability_or_object_lock_where_supported,cloudwatch,log_group,logging.store,logging.security.store.immutability_or_object_lock_where_supported
aws.s3.bucket.retention_days_minimum,s3,bucket,logging.store,logging.security.store.retention_days_minimum
aws.cloudwatch.log_group.retention_days_minimum,cloudwatch,log_group,logging.store,logging.security.store.retention_days_minimum
aws.s3.bucket.access_rbac_least_privilege,s3,bucket,logging.store,logging.security.store.access_rbac_least_privilege
aws.cloudwatch.log_group.access_rbac_least_privilege,cloudwatch,log_group,logging.store,logging.security.store.access_rbac_least_privilege
aws.s3.bucket.encryption_at_rest_cmek,s3,bucket,logging.store,logging.security.store.encryption_at_rest_cmek
aws.cloudwatch.log_group.encryption_at_rest_cmek,cloudwatch,log_group,logging.store,logging.security.store.encryption_at_rest_cmek
aws.systems_manager.automation.versioning_and_immutability_enabled,systems_manager,automation,incident.response,incident.security.response.versioning_and_immutability_enabled
aws.security_hub.action.versioning_and_immutability_enabled,security_hub,action,incident.response,incident.security.response.versioning_and_immutability_enabled
aws.systems_manager.automation.access_rbac_least_privilege,systems_manager,automation,incident.response,incident.security.response.access_rbac_least_privilege
aws.security_hub.action.access_rbac_least_privilege,security_hub,action,incident.response,incident.security.response.access_rbac_least_privilege
aws.systems_manager.automation.storage_encrypted_and_private,systems_manager,automation,incident.response,incident.security.response.storage_encrypted_and_private
aws.security_hub.action.storage_encrypted_and_private,security_hub,action,incident.response,incident.security.response.storage_encrypted_and_private
aws.sns.topic.change_audit_logging_enabled,sns,topic,incident.escalation,incident.security.escalation.change_audit_logging_enabled
aws.sns.subscription.change_audit_logging_enabled,sns,subscription,incident.escalation,incident.security.escalation.change_audit_logging_enabled
aws.ses.email.change_audit_logging_enabled,ses,email,incident.escalation,incident.security.escalation.change_audit_logging_enabled
aws.eventbridge.rule.change_audit_logging_enabled,eventbridge,rule,incident.escalation,incident.security.escalation.change_audit_logging_enabled
aws.eventbridge.event_bus.change_audit_logging_enabled,eventbridge,event_bus,incident.escalation,incident.security.escalation.change_audit_logging_enabled
aws.sns.topic.oncall_contacts_verified,sns,topic,incident.escalation,incident.security.escalation.oncall_contacts_verified
aws.sns.subscription.oncall_contacts_verified,sns,subscription,incident.escalation,incident.security.escalation.oncall_contacts_verified
aws.ses.email.oncall_contacts_verified,ses,email,incident.escalation,incident.security.escalation.oncall_contacts_verified
aws.eventbridge.rule.oncall_contacts_verified,eventbridge,rule,incident.escalation,incident.security.escalation.oncall_contacts_verified
aws.eventbridge.event_bus.oncall_contacts_verified,eventbridge,event_bus,incident.escalation,incident.security.escalation.oncall_contacts_verified
aws.sns.topic.policy_exists_for_critical_severity,sns,topic,incident.escalation,incident.security.escalation.policy_exists_for_critical_severity
aws.sns.subscription.policy_exists_for_critical_severity,sns,subscription,incident.escalation,incident.security.escalation.policy_exists_for_critical_severity
aws.ses.email.policy_exists_for_critical_severity,ses,email,incident.escalation,incident.security.escalation.policy_exists_for_critical_severity
aws.eventbridge.rule.policy_exists_for_critical_severity,eventbridge,rule,incident.escalation,incident.security.escalation.policy_exists_for_critical_severity
aws.eventbridge.event_bus.policy_exists_for_critical_severity,eventbridge,event_bus,incident.escalation,incident.security.escalation.policy_exists_for_critical_severity
aws.sns.topic.message_encryption_in_transit,sns,topic,incident.notification,incident.security.notification.message_encryption_in_transit
aws.sns.subscription.message_encryption_in_transit,sns,subscription,incident.notification,incident.security.notification.message_encryption_in_transit
aws.ses.email.message_encryption_in_transit,ses,email,incident.notification,incident.security.notification.message_encryption_in_transit
aws.eventbridge.rule.message_encryption_in_transit,eventbridge,rule,incident.notification,incident.security.notification.message_encryption_in_transit
aws.eventbridge.event_bus.message_encryption_in_transit,eventbridge,event_bus,incident.notification,incident.security.notification.message_encryption_in_transit
aws.sns.topic.no_public_webhooks,sns,topic,incident.notification,incident.security.notification.no_public_webhooks
aws.sns.subscription.no_public_webhooks,sns,subscription,incident.notification,incident.security.notification.no_public_webhooks
aws.ses.email.no_public_webhooks,ses,email,incident.notification,incident.security.notification.no_public_webhooks
aws.eventbridge.rule.no_public_webhooks,eventbridge,rule,incident.notification,incident.security.notification.no_public_webhooks
aws.eventbridge.event_bus.no_public_webhooks,eventbridge,event_bus,incident.notification,incident.security.notification.no_public_webhooks
aws.sns.topic.endpoints_authenticated,sns,topic,incident.notification,incident.security.notification.endpoints_authenticated
aws.sns.subscription.endpoints_authenticated,sns,subscription,incident.notification,incident.security.notification.endpoints_authenticated
aws.ses.email.endpoints_authenticated,ses,email,incident.notification,incident.security.notification.endpoints_authenticated
aws.eventbridge.rule.endpoints_authenticated,eventbridge,rule,incident.notification,incident.security.notification.endpoints_authenticated
aws.eventbridge.event_bus.endpoints_authenticated,eventbridge,event_bus,incident.notification,incident.security.notification.endpoints_authenticated
aws.sns.topic.destinations_configured,sns,topic,incident.notification,incident.security.notification.destinations_configured
aws.sns.subscription.destinations_configured,sns,subscription,incident.notification,incident.security.notification.destinations_configured
aws.ses.email.destinations_configured,ses,email,incident.notification,incident.security.notification.destinations_configured
aws.eventbridge.rule.destinations_configured,eventbridge,rule,incident.notification,incident.security.notification.destinations_configured
aws.eventbridge.event_bus.destinations_configured,eventbridge,event_bus,incident.notification,incident.security.notification.destinations_configured
aws.workflows.workflow.integrations_least_privilege,workflows,workflow,incident.workflow,incident.security.workflow.integrations_least_privilege
aws.step_functions.state_machine.integrations_least_privilege,step_functions,state_machine,incident.workflow,incident.security.workflow.integrations_least_privilege
aws.workflows.workflow.approval_steps_required_for_destructive_actions,workflows,workflow,incident.workflow,incident.security.workflow.approval_steps_required_for_destructive_actions
aws.step_functions.state_machine.approval_steps_required_for_destructive_actions,step_functions,state_machine,incident.workflow,incident.security.workflow.approval_steps_required_for_destructive_actions
aws.workflows.workflow.kms_encryption_enabled,workflows,workflow,incident.workflow,incident.security.workflow.kms_encryption_enabled
aws.step_functions.state_machine.kms_encryption_enabled,step_functions,state_machine,incident.workflow,incident.security.workflow.kms_encryption_enabled
aws.workflows.workflow.change_audit_logging_enabled,workflows,workflow,incident.automation,incident.security.automation.change_audit_logging_enabled
aws.systems_manager.automation.change_audit_logging_enabled,systems_manager,automation,incident.automation,incident.security.automation.change_audit_logging_enabled
aws.step_functions.state_machine.change_audit_logging_enabled,step_functions,state_machine,incident.automation,incident.security.automation.change_audit_logging_enabled
aws.lambda.function.change_audit_logging_enabled,lambda,function,incident.automation,incident.security.automation.change_audit_logging_enabled
aws.workflows.workflow.artifacts_encrypted_and_private,workflows,workflow,incident.automation,incident.security.automation.artifacts_encrypted_and_private
aws.systems_manager.automation.artifacts_encrypted_and_private,systems_manager,automation,incident.automation,incident.security.automation.artifacts_encrypted_and_private
aws.step_functions.state_machine.artifacts_encrypted_and_private,step_functions,state_machine,incident.automation,incident.security.automation.artifacts_encrypted_and_private
aws.lambda.function.artifacts_encrypted_and_private,lambda,function,incident.automation,incident.security.automation.artifacts_encrypted_and_private
aws.workflows.workflow.execution_roles_least_privilege,workflows,workflow,incident.automation,incident.security.automation.execution_roles_least_privilege
aws.systems_manager.automation.execution_roles_least_privilege,systems_manager,automation,incident.automation,incident.security.automation.execution_roles_least_privilege
aws.step_functions.state_machine.execution_roles_least_privilege,step_functions,state_machine,incident.automation,incident.security.automation.execution_roles_least_privilege
aws.lambda.function.execution_roles_least_privilege,lambda,function,incident.automation,incident.security.automation.execution_roles_least_privilege
aws.identity_center.group.external_sharing_restricted_where_supported,identity_center,group,rbac.group,identity_access.security.rbac_group.external_sharing_restricted_where_supported
aws.iam.group.external_sharing_restricted_where_supported,iam,group,rbac.group,identity_access.security.rbac_group.external_sharing_restricted_where_supported
aws.identity_center.group.attached_policies_not_admin_star,identity_center,group,rbac.group,identity_access.security.rbac_group.attached_policies_not_admin_star
aws.iam.group.attached_policies_not_admin_star,iam,group,rbac.group,identity_access.security.rbac_group.attached_policies_not_admin_star
aws.identity_center.group.no_inline_policies,identity_center,group,rbac.group,identity_access.security.rbac_group.no_inline_policies
aws.iam.group.no_inline_policies,iam,group,rbac.group,identity_access.security.rbac_group.no_inline_policies
aws.identity_center.permission_set.session_duration_reasonable_where_applicable,identity_center,permission_set,rbac.role,identity_access.security.rbac_role.session_duration_reasonable_where_applicable
aws.iam.role.session_duration_reasonable_where_applicable,iam,role,rbac.role,identity_access.security.rbac_role.session_duration_reasonable_where_applicable
aws.identity_center.permission_set.no_inline_policies,identity_center,permission_set,rbac.role,identity_access.security.rbac_role.no_inline_policies
aws.iam.role.no_inline_policies,iam,role,rbac.role,identity_access.security.rbac_role.no_inline_policies
aws.identity_center.permission_set.attached_policies_not_admin_star,identity_center,permission_set,rbac.role,identity_access.security.rbac_role.attached_policies_not_admin_star
aws.iam.role.attached_policies_not_admin_star,iam,role,rbac.role,identity_access.security.rbac_role.attached_policies_not_admin_star
aws.iam.policy.no_policy_allows_without_constraints,iam,policy,rbac.policy,identity_access.security.rbac_policy.no_policy_allows_without_constraints
aws.iam.managed_policy.no_policy_allows_without_constraints,iam,managed_policy,rbac.policy,identity_access.security.rbac_policy.no_policy_allows_without_constraints
aws.iam.policy.conditions_used_where_applicable,iam,policy,rbac.policy,identity_access.security.rbac_policy.conditions_used_where_applicable
aws.iam.managed_policy.conditions_used_where_applicable,iam,managed_policy,rbac.policy,identity_access.security.rbac_policy.conditions_used_where_applicable
aws.iam.policy.resource_constraints_present,iam,policy,rbac.policy,identity_access.security.rbac_policy.resource_constraints_present
aws.iam.managed_policy.resource_constraints_present,iam,managed_policy,rbac.policy,identity_access.security.rbac_policy.resource_constraints_present
aws.iam.policy.no_action_star_on_resource_star,iam,policy,rbac.policy,identity_access.security.rbac_policy.no_action_star_on_resource_star
aws.iam.managed_policy.no_action_star_on_resource_star,iam,managed_policy,rbac.policy,identity_access.security.rbac_policy.no_action_star_on_resource_star
aws.iam.oidc_provider.token_lifetime_reasonable,iam,oidc_provider,identity.oidc_provider,identity_access.security.oidc.token_lifetime_reasonable
aws.iam.oidc_provider.allowed_client_ids_audiences_restricted,iam,oidc_provider,identity.oidc_provider,identity_access.security.oidc.allowed_client_ids_audiences_restricted
aws.iam.oidc_provider.thumbprints_or_jwks_pinning_configured,iam,oidc_provider,identity.oidc_provider,identity_access.security.oidc.thumbprints_or_jwks_pinning_configured
aws.iam.oidc_provider.issuer_https_and_matches_discovery,iam,oidc_provider,identity.oidc_provider,identity_access.security.oidc.issuer_https_and_matches_discovery
aws.iam.saml_provider.assertion_lifetime_reasonable,iam,saml_provider,identity.saml_provider,identity_access.security.saml.assertion_lifetime_reasonable
aws.iam.saml_provider.audience_restriction_configured,iam,saml_provider,identity.saml_provider,identity_access.security.saml.audience_restriction_configured
aws.iam.saml_provider.certificates_not_expired,iam,saml_provider,identity.saml_provider,identity_access.security.saml.certificates_not_expired
aws.iam.saml_provider.idp_metadata_signed,iam,saml_provider,identity.saml_provider,identity_access.security.saml.idp_metadata_signed
