id,title,assessment,audit,eligibility
4.9,Ensure AWS Config configuration changes are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.eventSource = config.amazonaws.com) && (($.eventName=StopConfigurationRecorder)||($.eventName=DeleteDeliveryCh annel)||($.eventName=PutDeliveryChannel)||($.eventName=PutConfiguration Recorder)) }"" 4. Note the <aws-config-changes-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <aws-config-changes- metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<aws- config-changes-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 2
4.8,Ensure S3 bucket policy changes are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.eventSource = s3.amazonaws.com) && (($.eventName = PutBucketAcl) || ($.eventName = PutBucketPolicy) || ($.eventName = PutBucketCors) || ($.eventName = PutBucketLifecycle) || ($.eventName = PutBucketReplication) || ($.eventName = DeleteBucketPolicy) || ($.eventName = DeleteBucketCors) || ($.eventName = DeleteBucketLifecycle) || ($.eventName = DeleteBucketReplication)) }"" 4. Note the <s3-bucket-policy-changes-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <s3-bucket-policy- changes-metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<s3- bucket-policy-changes-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 1
4.7,Ensure disabling or scheduled deletion of customer created CMKs is monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{($.eventSource = kms.amazonaws.com) && (($.eventName=DisableKey)||($.eventName=ScheduleKeyDeletion)) }"" 4. Note the <disable-or-delete-cmk-changes-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <disable-or-delete-cmk- changes-metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<disable-or-delete-cmk-changes-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 2
4.6,Ensure AWS Management Console authentication failures are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.eventName = ConsoleLogin) && ($.errorMessage = ""Failed authentication"") }"" 4. Note the <console-signin-failure-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <console-signin-failure- metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<console-signin-failure-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 2
4.5,Ensure CloudTrail configuration changes are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.eventName = CreateTrail) || ($.eventName = UpdateTrail) || ($.eventName = DeleteTrail) || ($.eventName = StartLogging) || ($.eventName = StopLogging) }"" 4. Note the <cloudtrail-cfg-changes-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <cloudtrail-cfg-changes- metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<cloudtrail-cfg-changes-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 1
4.4,Ensure IAM policy changes are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: aws cloudtrail get-trail-status --name <trail-name> o Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: aws cloudtrail get-event-selectors --trail-name <trail-name> o Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{($.eventName=DeleteGroupPolicy)||($.eventName=DeleteRolePolicy)||($.e ventName=DeleteUserPolicy)||($.eventName=PutGroupPolicy)||($.eventName= PutRolePolicy)||($.eventName=PutUserPolicy)||($.eventName=CreatePolicy) ||($.eventName=DeletePolicy)||($.eventName=CreatePolicyVersion)||($.eve ntName=DeletePolicyVersion)||($.eventName=AttachRolePolicy)||($.eventNa me=DetachRolePolicy)||($.eventName=AttachUserPolicy)||($.eventName=Deta chUserPolicy)||($.eventName=AttachGroupPolicy)||($.eventName=DetachGrou pPolicy)}"" 4. Note the <iam-changes-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <iam-change-metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<iam- changes-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 1
4.3,Ensure usage of the 'root' account is monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: aws cloudtrail get-trail-status --name <trail-name> o Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: aws cloudtrail get-event-selectors --trail-name <trail-name> o Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ $.userIdentity.type = ""Root"" && $.userIdentity.invokedBy NOT EXISTS && $.eventType != ""AwsServiceEvent"" }"" 4. Note the <root-usage-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <root-usage-metric> captured in step 4: aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==<root-usage-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 1
4.2,Ensure management console sign-in without MFA is monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: aws cloudtrail get-trail-status --name <trail-name> o ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: aws cloudtrail get-event-selectors --trail-name <trail-name> o Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.eventName = ""ConsoleLogin"") && ($.additionalEventData.MFAUsed != ""Yes"") }"" Or, to reduce false positives in case Single Sign-On (SSO) is used in the organization: ""filterPattern"": ""{ ($.eventName = ""ConsoleLogin"") && ($.additionalEventData.MFAUsed != ""Yes"") && ($.userIdentity.type = ""IAMUser"") && ($.responseElements.ConsoleLogin = ""Success"") }"" 4. Note the <no-mfa-console-signin-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <no-mfa-console-signin- metric> captured in step 4. aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName== <no- mfa-console-signin-metric>]' 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 1
4.1,Ensure unauthorized API calls are monitored,Manual,"If you are using CloudTrail trails and CloudWatch, perform the following to ensure that there is at least one active multi-region CloudTrail trail with the prescribed metric filters and alarms configured: 1. Identify the log group name that is configured for use with the active multi-region CloudTrail trail: • List all CloudTrail trails: aws cloudtrail describe-trails • Identify multi-region CloudTrail trails: Trails with ""IsMultiRegionTrail"" set to true • Note the value associated with ""Name"":<trail-name> • Note the <trail-log-group-name> within the value associated with ""CloudWatchLogsLogGroupArn"" o Example: arn:aws:logs:<region>:<account-id>:log- group:<trail-log-group-name>:* • Ensure the identified multi-region CloudTrail trail is active: o aws cloudtrail get-trail-status --name <trail-name> ▪ Ensure IsLogging is set to TRUE • Ensure the identified multi-region CloudTrail trail captures all management events: o aws cloudtrail get-event-selectors --trail-name <trail-name> ▪ Ensure there is at least one event selector for a trail with IncludeManagementEvents set to true and ReadWriteType set to All 2. Get a list of all associated metric filters for the <trail-log-group-name> captured in step 1: aws logs describe-metric-filters --log-group-name <trail-log-group- name> 3. Ensure the output from the above command contains the following: ""filterPattern"": ""{ ($.errorCode =""*UnauthorizedOperation"") || ($.errorCode =""AccessDenied*"") && ($.sourceIPAddress!=""delivery.logs.amazonaws.com"") && ($.eventName!=""HeadBucket"") }"", 4. Note the <unauthorized-api-calls-metric> value associated with the filterPattern from step 3. 5. Get a list of CloudWatch alarms, and filter on the <unauthorized-api-calls- metric> captured in step 4: aws cloudwatch describe-alarms --query ""MetricAlarms[?MetricName == <unauthorized-api-calls-metric>]"" 6. Note the AlarmActions value; this will provide the SNS topic ARN value. 7. Ensure there is at least one active subscriber to the SNS topic: aws sns list-subscriptions-by-topic --topic-arn <sns-topic-arn> • At least one subscription should have ""SubscriptionArn"" with a valid AWS ARN. o Example of valid ""SubscriptionArn"": arn:aws:sns:<region>:<account- id>:<sns-topic-name>:<subscription-id>",•  Level 2
3.9,Ensure that object-level logging for read events is enabled for S3 buckets,Automated,"From Console: 1. Login to the AWS Management Console and navigate to the CloudTrail dashboard at https://console.aws.amazon.com/cloudtrail/. 2. In the left panel, click Trails, and then click the name of the trail that you want to examine. 3. Review General details. 4. Confirm that Multi-region trail is set to Yes 5. Scroll down to Data events 6. Scroll down to Data events and confirm the configuration: • If advanced event selectors is being used, it should read: Data Events: S3 Log selector template Log all events • If basic event selectors is being used, it should read: Data events: S3 Bucket Name: All current and future S3 buckets Read: Enabled 6. Repeat steps 2-5 to verify that each trail has multi-region enabled and is configured to log data events. If a trail does not have multi-region enabled and data event logging configured, refer to the remediation steps. From Command Line: 1. Run the describe-trails command to list all trail names: aws cloudtrail describe-trails --region <region-name> --output table --query trailList[*].Name 2. The command output will be table of the trail names. 3. Run the get-event-selectors command using the name of a trail returned at the previous step and custom query filters to determine if data event logging is configured: aws cloudtrail get-event-selectors --region <region-name> --trail-name <trail-name> --query EventSelectors[*].DataResources[] 4. The command output should be an array that includes the S3 bucket defined for data event logging. 5. If the get-event-selectors command returns an empty array, data events are not included in the trail's logging configuration; therefore, object-level API operations performed on S3 buckets within your AWS account are not being recorded. 6. Repeat steps 1-5 to verify the configuration of each trail. 7. Change the AWS region by updating the --region command parameter, and perform the audit process for other regions.",•  Level 2
3.8,Ensure that object-level logging for write events is enabled for S3 buckets,Automated,"From Console: 1. Login to the AWS Management Console and navigate to the CloudTrail dashboard at https://console.aws.amazon.com/cloudtrail/. 2. In the left panel, click Trails, and then click the name of the trail that you want to examine. 3. Review General details. 4. Confirm that Multi-region trail is set to Yes. 5. Scroll down to Data events and confirm the configuration: • If advanced event selectors is being used, it should read: Data Events: S3 Log selector template Log all events • If basic event selectors is being used, it should read: Data events: S3 Bucket Name: All current and future S3 buckets Write: Enabled 6. Repeat steps 2-5 to verify that each trail has multi-region enabled and is configured to log data events. If a trail does not have multi-region enabled and data event logging configured, refer to the remediation steps. From Command Line: 1. Run the list-trails command to list all trails: aws cloudtrail list-trails 2. The command output will be a list of trails: ""TrailARN"": ""arn:aws:cloudtrail:<region>:<account#>:trail/<trail-name>"", ""Name"": ""<trail-name>"", ""HomeRegion"": ""<region>"" 3. Run the get-trail command to determine whether a trail is a multi-region trail: aws cloudtrail get-trail --name <trail-name> --region <region-name> 4. The command output should include: ""IsMultiRegionTrail"": true. 5. Run the get-event-selectors command, using the Name of the trail and the region returned in step 2, to determine if data event logging is configured: aws cloudtrail get-event-selectors --region <home-region> --trail-name <trail-name> --query EventSelectors[*].DataResources[] 6. The command output should be an array that includes the S3 bucket defined for data event logging: ""Type"": ""AWS::S3::Object"", ""Values"": [ ""arn:aws:s3"" 7. If the get-event-selectors command returns an empty array, data events are not included in the trail's logging configuration; therefore, object-level API operations performed on S3 buckets within your AWS account are not being recorded. 8. Repeat steps 1-7 to verify that each trail has multi-region enabled and is configured to log data events. If a trail does not have multi-region enabled and data event logging configured, refer to the remediation steps.",•  Level 2
3.7,Ensure VPC flow logging is enabled in all VPCs,Automated,"Perform the following to determine if VPC Flow logs are enabled: From Console: 1. Sign into the management console. 2. Select Services, then select VPC. 3. In the left navigation pane, select Your VPCs. 4. Select a VPC. 5. In the right pane, select the Flow Logs tab. 6. Ensure a Log Flow exists that has Active in the Status column. From Command Line: 1. Run the describe-vpcs command (OSX/Linux/UNIX) to list the VPC networks available in the current AWS region: aws ec2 describe-vpcs --region <region> --query Vpcs[].VpcId 2. The command output returns the VpcId of VPCs available in the selected region. 3. Run the describe-flow-logs command (OSX/Linux/UNIX) using the VPC ID to determine if the selected virtual network has the Flow Logs feature enabled: aws ec2 describe-flow-logs --filter ""Name=resource-id,Values=<vpc-id>"" • If there are no Flow Logs created for the selected VPC, the command output will return an empty list []. 4. Repeat step 3 for other VPCs in the same region. 5. Change the region by updating --region, and repeat steps 1-4 for each region.",•  Level 2
3.6,Ensure rotation for customer-created symmetric CMKs is enabled,Automated,"From Console: 1. Sign in to the AWS Management Console and open the KMS console at: https://console.aws.amazon.com/kms. 2. In the left navigation pane, click Customer-managed keys. 3. Select a customer-managed CMK where Key spec = SYMMETRIC_DEFAULT. 4. Select the Key rotation tab. 5. Ensure the Automatically rotate this KMS key every year box is checked. 6. Repeat steps 3–5 for all customer-managed CMKs where Key spec = SYMMETRIC_DEFAULT. From Command Line: 1. Run the following command to get a list of all keys and their associated KeyIds: aws kms list-keys 2. For each key, note the KeyId and run the following command: describe-key --key-id <kms-key-id> 3. If the response contains ""KeySpec = SYMMETRIC_DEFAULT"", run the following command: aws kms get-key-rotation-status --key-id <kms-key-id> 4. Ensure KeyRotationEnabled is set to true. 5. Repeat steps 2–4 for all remaining CMKs.",•  Level 2
3.5,Ensure CloudTrail logs are encrypted at rest using KMS CMKs,Automated,"Perform the following to determine if CloudTrail is configured to use SSE-KMS: From Console: 1. Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail. 2. In the left navigation pane, choose Trails. 3. Select a trail. 4. In the General details section, select Edit to edit the trail configuration. 5. Ensure the box at Log file SSE-KMS encryption is checked and that a valid AWS KMS alias of a KMS key is entered in the respective text box. From Command Line: 1. Run the following command: aws cloudtrail describe-trails  2. For each trail listed, SSE-KMS is enabled if the trail has a KmsKeyId property defined.",•  Level 2
3.4,Ensure that server access logging is enabled on the CloudTrail S3 bucket,Manual,"Perform the following ensure that the CloudTrail S3 bucket has access logging is enabled: From Console: 1. Go to the Amazon CloudTrail console at https://console.aws.amazon.com/cloudtrail/home. 2. In the API activity history pane on the left, click Trails. 3. In the Trails pane, note the bucket names in the S3 bucket column. 4. Sign in to the AWS Management Console and open the S3 console at https://console.aws.amazon.com/s3. 5. Under All Buckets click on a target S3 bucket. 6. Click on Properties in the top right of the console. 7. Under Bucket: <bucket-name>, click Logging. 8. Ensure Enabled is checked. From Command Line: 1. Get the name of the S3 bucket that CloudTrail is logging to: aws cloudtrail describe-trails --query 'trailList[*].S3BucketName'  2. Ensure logging is enabled on the bucket: aws s3api get-bucket-logging --bucket <s3-bucket-for-cloudtrail> Ensure the command does not return an empty output. Sample output for a bucket with logging enabled: { ""LoggingEnabled"": { ""TargetPrefix"": ""<log-file-prefix>"", ""TargetBucket"": ""<logging-bucket>"" } }",•  Level 1
3.3,Ensure AWS Config is enabled in all regions,Automated,"Process to evaluate AWS Config configuration per region: From Console: 1. Sign in to the AWS Management Console and open the AWS Config console at https://console.aws.amazon.com/config/. 2. On the top right of the console select the target region. 3. If a Config Recorder is enabled in this region, you should navigate to the Settings page from the navigation menu on the left-hand side. If a Config Recorder is not yet enabled in this region, proceed to the remediation steps. 4. Ensure ""Record all resources supported in this region"" is checked. 5. Ensure ""Include global resources (e.g., AWS IAM resources)"" is checked, unless it is enabled in another region (this is only required in one region). 6. Ensure the correct S3 bucket has been defined. 7. Ensure the correct SNS topic has been defined. 8. Repeat steps 2 to 7 for each region. From Command Line: 1. Run this command to show all AWS Config Recorders and their properties: aws configservice describe-configuration-recorders 2. Evaluate the output to ensure that all recorders have a recordingGroup object which includes ""allSupported"": true. Additionally, ensure that at least one recorder has ""includeGlobalResourceTypes"": true. Note: There is one more parameter, ""ResourceTypes,"" in the recordingGroup object. We don't need to check it, as whenever we set ""allSupported"" to true, AWS enforces the resource types to be empty (""ResourceTypes"": []). Sample output: { ""ConfigurationRecorders"": [ { ""recordingGroup"": { ""allSupported"": true, ""resourceTypes"": [], ""includeGlobalResourceTypes"": true }, ""roleARN"": ""arn:aws:iam::<AWS_Account_ID>:role/service- role/<config-role-name>"", ""name"": ""default"" } ] } 3. Run this command to show the status for all AWS Config Recorders: aws configservice describe-configuration-recorder-status 4. In the output, find recorders with name key matching the recorders that were evaluated in step 2. Ensure that they include ""recording"": true and ""lastStatus"": ""SUCCESS"".",•  Level 2
3.2,Ensure CloudTrail log file validation is enabled,Automated,"Perform the following on each trail to determine if log file validation is enabled: From Console: 1. Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/cloudtrail. 2. Click on Trails in the left navigation pane. 3. For every trail: • Click on a trail via the link in the Name column. • Under the General details section, ensure Log file validation is set to Enabled. From Command Line: List all trails: aws cloudtrail describe-trails Ensure LogFileValidationEnabled is set to true for each trail.",•  Level 2
3.1,Ensure CloudTrail is enabled in all regions,Manual,"Perform the following to determine if CloudTrail is enabled for all regions: From Console: 1. Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail 2. Click on Trails in the left navigation pane • You will be presented with a list of trails across all regions  3. Ensure that at least one Trail has Yes specified in the Multi-region trail column 4. Click on a trail via the link in the Name column 5. Ensure Logging is set to ON 6. Ensure Multi-region trail is set to Yes 7. In the section Management Events, ensure that API activity set to ALL From Command Line: 1. List all trails: aws cloudtrail describe-trails 2. Ensure IsMultiRegionTrail is set to true: aws cloudtrail get-trail-status --name <trail-name> 3. Ensure IsLogging is set to true: aws cloudtrail get-event-selectors --trail-name <trail-name> 4. Ensure there is at least one fieldSelector for a trail that equals Management: • This should NOT output any results for Field: ""readOnly"". If either true or false is returned, one of the checkboxes (read or write) is not selected. Example of correct output: ""TrailARN"": ""<your_trail_ARN>"", ""AdvancedEventSelectors"": [ { ""Name"": ""Management events selector"", ""FieldSelectors"": [ { ""Field"": ""eventCategory"", ""Equals"": [ ""Management"" ]",•  Level 1
2.3.1,Ensure that encryption is enabled for EFS file systems,Automated,"From Console: 1. Login to the AWS Management Console and Navigate to the Elastic File System (EFS) dashboard. 2. Select File Systems from the left navigation panel. 3. Each item on the list has a visible Encrypted field that displays data at rest encryption status. 4. Validate that this field reads Encrypted for all EFS file systems in all AWS regions. From CLI: 1. Run the describe-file-systems command using custom query filters to list the identifiers of all AWS EFS file systems currently available within the selected region: aws efs describe-file-systems --region <region> --output table --query 'FileSystems[*].FileSystemId' 2. The command output should return a table with the requested file system IDs. 3. Run the describe-file-systems command using the ID of the file system that you want to examine as file-system-id and the necessary query filters: aws efs describe-file-systems --region <region> --file-system-id <file- system-id> --query 'FileSystems[*].Encrypted' 4. The command output should return the file system encryption status as true or false. If the returned value is false, the selected AWS EFS file system is not encrypted and if the returned value is true, the selected AWS EFS file system is encrypted.",•  Level 1
