csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
azure,azure.monitor.chain.log_removal,ciem,Detect disabling of Microsoft Defender for Cloud malware scanning logs or removal of Log Analytics workspace containing anti-malware audit data.,PCI_DSS,PCI_DSS/5.3.4,APPLIES,PCI_DSS is cross-CSP,,azure.monitor.activity_log.log_analytics_workspace_delete (shared:log); azure.monitor.activity_log.log_analytics_purge (shared:log); azure.monitor.activity_log.log_analytics_data_export_delete (shared:log); azure.monitor.activity_log.activity_log_alert_delete (shared:log),GENUINELY_NEW
azure,azure.monitor.chain.logprofile_evasion,ciem,Detect Activity Log retention policy modifications and chained actions to disable or bypass log preservation.,CIS,CIS/1.2.21,MISMATCH,"CIS control CIS/1.2.21 found in ['alicloud', 'k8s'] but not azure",,,FRAMEWORK_MISMATCH
azure,azure.monitor.chain.replay_sequence,ciem,Detect replay of authentication tokens and anomalous sequences of authentication actions from unusual locations/times.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.monitor.chain.role_assignment_persistence,ciem,Detect bypass of Azure AD access reviews and chained role assignment modifications to retain unauthorized access,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,azure.monitor.policy.assignment (shared:assignment),GENUINELY_NEW
azure,azure.network.activity_log.modify_security_rule,ciem,Detect modifications to NSG security rules allowing unencrypted protocols or changes to Application Gateway SSL policies that weaken encryption.,CIS,CIS/10.3,APPLIES,CIS control CIS/10.3 found in CIS-azure,"[CIS-azure 10.3] Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted wit — Transparent Data Encryption (TDE) with Customer-managed key support provides increased transparency and control over the TDE Protector, increased security with an HSM-backed external service, and prom",azure.network.activity_log.nsg_rule_write (shared:rule); azure.network.activity_log.firewall_rule_write (shared:rule),GENUINELY_NEW
azure,azure.pim.activity_log.role_activate,ciem,Monitor PIM role activations and diagnostic setting changes impacting access policy visibility,CIS,CIS/2.4,APPLIES,CIS control CIS/2.4 found in CIS-azure,[CIS-azure 2.4] Ensure that 'Access Policies' are implemented and reviewed periodically — Access Policies provide an Access Control List (ACL) functionality allowing administrators to define which identities or identity groups have access to what data and commands. This is an implementatio,,GENUINELY_NEW
azure,azure.pim.audit.activation_anomaly,ciem,Detect privileged role assignments outside PIM and anomalous just-in-time activations of high-privilege roles.,CIS,CIS/5.2.10,APPLIES,CIS control CIS/5.2.10 found in CIS-azure,[CIS-azure 5.2.10] Ensure SSH PermitUserEnvironment is disabled — The PermitUserEnvironment option allows users to present environment options to the SSH daemon.,,GENUINELY_NEW
azure,azure.policy.activity_log.delete_assignment,ciem,Detect removal of Azure Policy assignments that enforce compliance and disabling of diagnostic settings to obstruct visibility into vulnerability reme,NIST_800_171,NIST_800_171/3.12.2,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.policy.activity_log.exemption_creation,ciem,"Detect suppression of Azure Security Center alerts or creation of Policy exemptions for vulnerability assessments, indicating potential control bypass",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,"[CIS-azure 6.3.1] Ensure that Azure admin accounts are not used for daily operations — Microsoft Azure admin accounts should not be used for routine, non-administrative tasks.",,GENUINELY_NEW
azure,azure.policy.audit.disable,ciem,Detect deletion of activity logs or disabling of diagnostic settings that could compromise audit record content,CANADA_PBMM,CANADA_PBMM/AU-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.policy.chain.bypass_defender,ciem,Detect disabling of Microsoft Defender Antimalware or policy changes to bypass Microsoft Defender for Cloud protections.,CANADA_PBMM,CANADA_PBMM/SI-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.rbac.audit.role_assignment,ciem,Monitor privileged Azure AD sign-ins and excessive role assignments to prevent over-provisioning.,CANADA_PBMM,CANADA_PBMM/AC-6(1),APPLIES,CANADA_PBMM is cross-CSP,,azure.rbac.serverless_provisioned_concurrency.serverless_prov_conc_execution_role_least_privilege (shared:role); azure.rbac.role_definition.identity_access_role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); azure.rbac.role_definition.identity_access_role_trust_principals_allowlist_only (shared:role); azure.rbac.role_definition.identity_access_role_session_duration_reasonable_where_applicable (shared:role); azure.rbac.role_definition.identity_access_role_no_inline_policies (shared:role),GENUINELY_NEW
azure,azure.rbac.audit.role_evasion_chain,ciem,Monitor RBAC role assignment events and multi-step attempts to evade review,CIS,CIS/5.3.7,AMBIGUOUS,"generic CIS, control CIS/5.3.7 not found in any CIS benchmark",,azure.rbac.serverless_provisioned_concurrency.serverless_prov_conc_execution_role_least_privilege (shared:role); azure.rbac.role_definition.identity_access_role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); azure.rbac.role_definition.identity_access_role_trust_principals_allowlist_only (shared:role); azure.rbac.role_definition.identity_access_role_session_duration_reasonable_where_applicable (shared:role); azure.rbac.role_definition.identity_access_role_no_inline_policies (shared:role),GENUINELY_NEW
azure,azure.resource.audit.elevated_access,ciem,Monitor privileged Azure AD sign-ins and activation of privileged access management for suspicious privilege escalation.,CANADA_PBMM,CANADA_PBMM/AC-6(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.resources.audit.profile_edit,ciem,"Detect Log Analytics workspace deletion or diagnostic setting removal, and changes to activity log profile that stop collection of critical logs.",CIS,CIS/2.1.2,APPLIES,CIS control CIS/2.1.2 found in CIS-azure,[CIS-azure 2.1.2] Ensure 'Python version' is currently supported (if in use) — ,,GENUINELY_NEW
azure,azure.monitor.audit.delete_log_profile,ciem,Detect disabling of diagnostic settings or deletion of log profiles for AKS audit logs.,CIS,CIS/2.2.1,APPLIES,CIS control CIS/2.2.1 found in CIS-azure,[CIS-azure 2.2.1] Ensure 'Java version' is currently supported (if in use) — ,"azure.monitor.activity_log.log_analytics_workspace_delete (shared:delete,log); azure.monitor.activity_log.log_analytics_data_export_delete (shared:delete,log); azure.monitor.activity_log.activity_log_alert_delete (shared:delete,log); azure.monitor.alert.delete_sqlserver_fr (shared:delete); azure.monitor.alert.delete_security_solution (shared:delete)",AMBIGUOUS
azure,azure.securitycenter.audit.log_manipulation,ciem,Identify log timestamp discrepancies or unauthorized log workspace deletions,CANADA_PBMM,CANADA_PBMM/AU-8(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.audit.security_solution_delete,ciem,Detect deletion of diagnostic settings or security solutions that would suppress Azure Security Center alerts.,CIS,CIS/4.15,MISMATCH,CIS control CIS/4.15 found in ['aws'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.securitycenter.chain.anomaly_pattern,ciem,"Detect disabling or deletion of Activity Log export, and anomalous sequence of high-risk actions across services.",CANADA_PBMM,CANADA_PBMM/AU-2(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.chain.disable_alerts,ciem,Identify actions that remove monitoring or disable Azure Security Center alerts to hinder incident detection.,NIST_800_171,NIST_800_171/3.6.3,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.activity_log.alert_suppression,ciem,"Detect suppression of Azure Security Center alerts or creation of Policy exemptions for vulnerability assessments, indicating potential control bypass",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,"[CIS-azure 6.3.1] Ensure that Azure admin accounts are not used for daily operations — Microsoft Azure admin accounts should not be used for routine, non-administrative tasks.",,GENUINELY_NEW
azure,azure.securitycenter.audit.disable,ciem,Detect disabling of Microsoft Defender for Cloud malware scanning logs or removal of Log Analytics workspace containing anti-malware audit data.,PCI_DSS,PCI_DSS/5.3.4,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.audit.disable_va,ciem,Detect disabling of vulnerability assessments in Security Center or modification of Network Security Groups to block scanner subnets.; Detect disablin,CANADA_PBMM,CANADA_PBMM/RA-5(5);CANADA_PBMM/RA-5(6);CANADA_PBMM/RA-5(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.storage.audit.delete_blob,ciem,Detect managed disk deletion and bulk blob deletions in storage accounts as potential unsanitized media disposal.,NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,azure.storage.activity_log.storage_management_policy_delete (shared:delete); azure.storage.activity_log.storage_file_share_delete (shared:delete); azure.storage.activity_log.storage_container_delete (shared:delete); azure.storage.activity_log.storage_blob_service_write (shared:blob); azure.storage.activity_log.storage_account_delete (shared:delete),GENUINELY_NEW
azure,azure.vm.activity_log.auditd_modify,ciem,Detect VM auditd configuration changes and Automation runbooks that disable or circumvent Linux audit logging,CIS,CIS/5.7.2,MISMATCH,"CIS control CIS/5.7.2 found in ['gcp', 'k8s'] but not azure",,,FRAMEWORK_MISMATCH
azure,azure.vm.activity_log.modify_time_config,ciem,Detect modifications to VM time synchronization settings or disabling of log profiles that could disrupt time-correlated security monitoring.; Detect ,NIST_800_171;PCI_DSS,NIST_800_171/3.3.7;PCI_DSS/10.6.1,APPLIES,NIST_800_171 is cross-CSP,[CIS-azure 3.3.7] Ensure Reverse Path Filtering is enabled — Setting net.ipv4.conf.all.rp_filter and net.ipv4.conf.default.rp_filter to 1 forces the Linux kernel to utilize reverse path filtering on a received packet to determine if the packet was valid. Essent,,GENUINELY_NEW
azure,azure.vm.audit.patch_override,ciem,Identify VM patch state tampering or automated runbook sequences designed to bypass update compliance.,CIS,CIS/10.7,APPLIES,CIS control CIS/10.7 found in CIS-azure,[CIS-azure 10.7] Ensure Public Network Access is Disabled — Disabling public network access restricts the service from accessing public networks.,,GENUINELY_NEW
azure,azure.web.audit.deploy_code,ciem,Monitor creation of Automation runbooks and code deployments to Azure Web Apps as potential mobile code execution.,NIST_800_171,NIST_800_171/3.13.13,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.activity_log.sink_alter,ciem,Detect audit log sink modifications and IAM chained actions to bypass logging.,CIS,CIS/1.2.20,MISMATCH,"CIS control CIS/1.2.20 found in ['alicloud', 'k8s'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.cloudaudit.activity_log.integrity_check,ciem,Monitor audit log integrity and detect multi-step IAM privilege escalation patterns,PCI_DSS,PCI_DSS/10.2.2,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.activity_log.sink_deletion,ciem,Detect deletion of critical logging sinks (Log Router) and chained IAM permission escalation followed by security service disablement.,PCI_DSS,PCI_DSS/10.7.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudasset.activity_log.export_delete,ciem,"Detect state changes (e.g., to INACTIVE) of Security Command Center findings or deletion of Cloud Asset Inventory exports containing vulnerability dat",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,[CIS-gcp 6.3.1] Ensure 'external scripts enabled' Database Flag for Cloud SQL SQL Server Instanc — It is recommended to set external scripts enabled database flag for Cloud SQL SQL Server instance to off,,GENUINELY_NEW
gcp,gcp.cloudasset.chain.iam_escalation,ciem,Detect deletion of critical logging sinks (Log Router) and chained IAM permission escalation followed by security service disablement.,PCI_DSS,PCI_DSS/10.7.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.audit.authentication_anomaly,ciem,Monitor for repeated failed authentication events in IAM and Admin Activity audit logs.,NIST_800_171,NIST_800_171/3.1.8,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.audit.set_iam_policy,ciem,Detect service account key creation and IAM policy changes by privileged identities indicating potential privilege abuse.; Detect service account key ,CANADA_PBMM,CANADA_PBMM/AC-6(1);CANADA_PBMM/AC-6(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.chain.project_role_evasion,ciem,Detect service account key creation post-access review and chained project-level role modifications to circumvent review,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudaudit.chain.replay_behavior,ciem,Detect replay attempts in IAM audit logs and behavioral chains indicating stolen credential reuse.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudfunctions.chain.identity_escalation,ciem,Detect Cloud Function IAM bindings with broad roles and chained events leading to privilege escalation via service account impersonation.,CIS,CIS/12.4,MISMATCH,CIS control CIS/12.4 found in ['aws'] but not gcp,,,FRAMEWORK_MISMATCH
gcp,gcp.cloudidentity.activity_log.guest_creation,ciem,Detect creation of external account members and their use to create service account keys.,CIS,CIS/5.3.2,APPLIES,CIS control CIS/5.3.2 found in CIS-gcp,[CIS-gcp 5.3.2] Ensure system accounts are secured — There are a number of accounts provided with most distributions that are used to manage applications and are not intended to provide an interactive shell.,,GENUINELY_NEW
gcp,gcp.cloudrun.audit.privileged_revision,ciem,Identify privileged container creation in GKE and Cloud Run revisions,CIS,CIS/5.2.1,APPLIES,CIS control CIS/5.2.1 found in CIS-gcp,"[CIS-gcp 5.2.1] Ensure password creation requirements are configured — The pam_passwdqc.so module checks the strength of passwords. It performs checks such as making sure a password is not a dictionary word, it is a certain length, contains a mix of characters (e.g. alph",,GENUINELY_NEW
gcp,gcp.compute.activity_log.auditd_alter,ciem,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,CIS,CIS/5.7.2,APPLIES,CIS control CIS/5.7.2 found in CIS-gcp,[CIS-gcp 5.7.2] Enable Linux auditd logging — Run the auditd logging daemon to obtain verbose operating system logs from GKE nodes running Container-Optimized OS (COS).,,GENUINELY_NEW
gcp,gcp.compute.activity_log.create_firewall_voip,ciem,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation,NIST_800_171,NIST_800_171/3.13.14,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.firewall.firewall_rule_groups_attached (shared:firewall); gcp.compute.firewall.firewall_no_permit_any_any (shared:firewall); gcp.compute.firewall.firewall_logging_enabled (shared:firewall); gcp.compute.audit.firewall_rule_deleted (shared:firewall); gcp.compute.audit.firewall_rule_created (shared:firewall),GENUINELY_NEW
gcp,gcp.compute.activity_log.create_image,ciem,Flag custom image creation from external sources and OS patch/package operations that could deploy untested diagnostic programs.,NIST_800_171,NIST_800_171/3.7.4,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.image.image_vuln_scanned_no_critical (shared:image); gcp.compute.image.image_not_publicly_shared (shared:image); gcp.compute.image.image_image_signed_and_verified (shared:image); gcp.compute.image.image_encrypted_cmek (shared:image); gcp.compute.image.image_approved_image_allowlist_enforced (shared:image),GENUINELY_NEW
gcp,gcp.compute.activity_log.delete_disk,ciem,Detect persistent disk deletion and snapshot creation from deleted disks as possible unsanitized reuse or backup.,NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.instance.instance_disk_encrypted (shared:disk); gcp.compute.disk.disk_snapshots_not_public (shared:disk); gcp.compute.disk.disk_snapshots_encrypted (shared:disk); gcp.compute.disk.disk_encryption_at_rest_enabled (shared:disk); gcp.compute.disk.disk_cmk_cmek_configured (shared:disk),GENUINELY_NEW
gcp,gcp.compute.activity_log.disable_osconfig_malware,ciem,Detect disabling of OS Config malware scanning or IAM role modifications to bypass Cloud Security Scanner.,CANADA_PBMM,CANADA_PBMM/SI-3(7),APPLIES,CANADA_PBMM is cross-CSP,,gcp.compute.ssh_key.key_pair_disable_unused_keys (shared:disable),GENUINELY_NEW
gcp,gcp.compute.activity_log.insert,ciem,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.,NIST_800_171,NIST_800_171/3.4.8,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.activity.vpn_tunnel_insert (shared:insert); gcp.compute.activity.snapshot_insert (shared:insert); gcp.compute.activity.route_insert (shared:insert); gcp.compute.activity.instance_insert (shared:insert); gcp.compute.activity.firewall_insert (shared:insert),GENUINELY_NEW
gcp,gcp.compute.activity_log.modify_guest_time,ciem,"Detect modifications to VM guest time settings (e.g., disabling NTP) and disabling of Logging sinks that could affect audit timestamp generation and c",NIST_800_171,NIST_800_171/3.3.7,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.activity_log.set_nested_virtualization,ciem,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.,CIS,CIS/6.1,MISMATCH,"CIS control CIS/6.1 found in ['aws', 'azure'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.compute.activity_log.set_ntp_config,ciem,Detect changes to NTP configuration on Compute Engine instances or logging sink updates that may affect time-synchronized log collection.,PCI_DSS,PCI_DSS/10.6.1,APPLIES,PCI_DSS is cross-CSP,,gcp.compute.url_map.rule_group_visibility_config_enabled (shared:config),GENUINELY_NEW
gcp,gcp.compute.activity_log.ssh_invocation,ciem,Detect SSH or RDP to compute instances and anomalous service account key creation for remote access.,NIST_800_171,NIST_800_171/3.1.15,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.instance.vm_ssh_password_auth_disabled (shared:ssh); gcp.compute.instance.vm_ssh_key_based_auth_required (shared:ssh); gcp.compute.instance.instance_ssh_password_auth_disabled (shared:ssh); gcp.compute.audit.ssh_key_added_to_instance (shared:ssh),GENUINELY_NEW
gcp,gcp.compute.audit.disable_osconfig,ciem,Detect disabling of OS Config agent (malware scanning) or actions to suspend Security Command Center services.,CANADA_PBMM,CANADA_PBMM/SI-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.audit.instance_creation_with_nested,ciem,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.,CIS,CIS/6.1,MISMATCH,"CIS control CIS/6.1 found in ['aws', 'azure'] but not gcp",,gcp.compute.audit.ssh_key_added_to_instance (shared:instance); gcp.compute.audit.instance_deleted (shared:instance),FRAMEWORK_MISMATCH
gcp,gcp.compute.audit.instance_creation_without_integrity,ciem,Detect shielded VM policy modifications disabling vTPM/Integrity Monitoring or instance creations without integrity features.,CIS,CIS/5.1,APPLIES,CIS control CIS/5.1 found in CIS-gcp,[CIS-gcp 5.1] Ensure That Cloud Storage Bucket Is Not Anonymously or Publicly Accessible — It is recommended that IAM policy on Cloud Storage bucket does not allows anonymous or public access.,gcp.compute.audit.ssh_key_added_to_instance (shared:instance); gcp.compute.audit.instance_deleted (shared:instance),GENUINELY_NEW
gcp,gcp.compute.audit.instance_metadata_privilege_enable,ciem,Detect GKE privileged pod creation and Compute Engine privileged container launches,CIS,CIS/2.1.1,MISMATCH,"CIS control CIS/2.1.1 found in ['aws', 'azure', 'k8s', 'oracle'] but not gcp",,gcp.compute.audit.ssh_key_added_to_instance (shared:instance); gcp.compute.audit.instance_deleted (shared:instance),FRAMEWORK_MISMATCH
gcp,gcp.compute.audit.os_login_by_service_account,ciem,Detect service account key creation and OS login by service account from external IP,CANADA_PBMM,CANADA_PBMM/IA-2(1),APPLIES,CANADA_PBMM is cross-CSP,,"gcp.compute.audit.os_login_disabled (shared:login,os)",AMBIGUOUS
gcp,gcp.compute.audit.patch_override,ciem,Monitor for instance patch policy overrides or OS Config agent manipulations to evade patching.,CIS,CIS/10.7,MISMATCH,"CIS control CIS/10.7 found in ['aws', 'azure'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.compute.audit.ssh_session_chain,ciem,Detect two-step verification disablement and chained SSH sessions bypassing inactivity timeouts.,NIST_800_171,NIST_800_171/3.1.10,APPLIES,NIST_800_171 is cross-CSP,,gcp.compute.audit.ssh_key_added_to_instance (shared:ssh),GENUINELY_NEW
gcp,gcp.contactcenterinsights.audit.create_analysis,ciem,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation,NIST_800_171,NIST_800_171/3.13.14,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.activity_log.anomaly,ciem,Detect audit log sink deletions or exclusions and anomalous privileged IAM actions to reduce visibility,NIST_800_171,NIST_800_171/3.3.6,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.activity_log.bucket_perm_change,ciem,Detect removal of log sinks or permission changes to Cloud Storage audit log buckets that may affect audit content,CANADA_PBMM,CANADA_PBMM/AU-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.activity_log.delete_policy,ciem,Detect deletion of IAM policies that enforce security controls and removal of Logging sinks to disrupt audit trails for corrective actions.,NIST_800_171,NIST_800_171/3.12.2,APPLIES,NIST_800_171 is cross-CSP,,gcp.iam.policy.rbac_policy_resource_constraints_present (shared:policy); gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints (shared:policy); gcp.iam.policy.rbac_policy_no_action_star_on_resource_star (shared:policy); gcp.iam.policy.rbac_policy_conditions_used_where_applicable (shared:policy); gcp.iam.audit.service_account_key_delete (shared:delete),GENUINELY_NEW
gcp,gcp.iam.activity_log.disable_2sv,ciem,Detect two-step verification disablement and chained SSH sessions bypassing inactivity timeouts.,NIST_800_171,NIST_800_171/3.1.10,APPLIES,NIST_800_171 is cross-CSP,,gcp.iam.activity.disable_service_account (shared:disable),GENUINELY_NEW
gcp,gcp.iam.activity_log.disable_audit,ciem,"Detect deletion of log sinks or disabling of Data Access audit logs for GKE clusters.; Detect disabling of audit logs or deletion of log sinks, impedi",CANADA_PBMM;CIS,CANADA_PBMM/IR-7(2);CIS/2.2.1,APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.activity.disable_service_account (shared:disable),GENUINELY_NEW
gcp,gcp.iam.activity_log.failed_login,ciem,Monitor for repeated failed authentication events in IAM and Admin Activity audit logs.,NIST_800_171,NIST_800_171/3.1.8,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.activity_log.replay_detection,ciem,Detect replay attempts in IAM audit logs and behavioral chains indicating stolen credential reuse.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.activity_log.role_binding_update,ciem,Detect IAM role binding modifications and anomalous patterns indicating review avoidance,CIS,CIS/5.3.7,AMBIGUOUS,"generic CIS, control CIS/5.3.7 not found in any CIS benchmark",,"gcp.iam.activity.update_custom_role (shared:role,update); gcp.iam.service_account.instance_profile_role_policies_least_privilege (shared:role); gcp.iam.service_account.instance_profile_role_attached (shared:role); gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); gcp.iam.role.role_trust_principals_allowlist_only (shared:role)",AMBIGUOUS
gcp,gcp.iam.audit.dormant_user_console_access,ciem,Detect use of dormant service account keys (>90d) or console login by long-inactive human user,CIS,CIS/1.5,APPLIES,CIS control CIS/1.5 found in CIS-gcp,"[CIS-gcp 1.5] Ensure That Service Account Has No Admin Privileges — A service account is a special Google account that belongs to an application or a VM, instead of to an individual end-user. The application uses the service account to call the service's Google API so",,GENUINELY_NEW
gcp,gcp.iam.audit.service_account_key_after_review,ciem,Detect service account key creation post-access review and chained project-level role modifications to circumvent review,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,"gcp.iam.audit.service_account_key_delete (shared:account,key,service); gcp.iam.audit.service_account_key_create (shared:account,key,service); gcp.iam.audit.service_account_impersonation (shared:account,service)",LIKELY_DUP
gcp,gcp.iam.chain.anomaly,ciem,Detect tampering with Log Sinks or exclusions and correlate with anomalous IAM grant patterns to bypass audit.,CANADA_PBMM,CANADA_PBMM/AU-7(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.iam.chain.bypass_scanner_roles,ciem,Detect disabling of OS Config malware scanning or IAM role modifications to bypass Cloud Security Scanner.,CANADA_PBMM,CANADA_PBMM/SI-3(7),APPLIES,CANADA_PBMM is cross-CSP,,gcp.iam.service_account.service_account_scopes_or_roles_least_privilege (shared:roles),GENUINELY_NEW
gcp,gcp.iam.chain.guest_service_account_key,ciem,Detect creation of external account members and their use to create service account keys.,CIS,CIS/5.3.2,APPLIES,CIS control CIS/5.3.2 found in CIS-gcp,[CIS-gcp 5.3.2] Ensure system accounts are secured — There are a number of accounts provided with most distributions that are used to manage applications and are not intended to provide an interactive shell.,"gcp.iam.audit.service_account_key_delete (shared:account,key,service); gcp.iam.audit.service_account_key_create (shared:account,key,service); gcp.iam.activity.delete_service_account_key (shared:account,key,service); gcp.iam.activity.create_service_account_key (shared:account,key,service); gcp.iam.service_account.service_account_workload_identity_federation_used_where_supported (shared:account,service)",LIKELY_DUP
gcp,gcp.iam.chain.privilege_escalation_pattern,ciem,Monitor audit log integrity and detect multi-step IAM privilege escalation patterns,PCI_DSS,PCI_DSS/10.2.2,APPLIES,PCI_DSS is cross-CSP,,gcp.iam.service_account.service_account_scopes_or_roles_least_privilege (shared:privilege); gcp.iam.service_account.instance_profile_role_policies_least_privilege (shared:privilege),GENUINELY_NEW
gcp,gcp.iam.chain.role_binding_anomaly,ciem,Detect IAM role binding modifications and anomalous patterns indicating review avoidance,CIS,CIS/5.3.7,AMBIGUOUS,"generic CIS, control CIS/5.3.7 not found in any CIS benchmark",,gcp.iam.service_account.instance_profile_role_policies_least_privilege (shared:role); gcp.iam.service_account.instance_profile_role_attached (shared:role); gcp.iam.role.role_trust_requires_external_id_or_audience_condition_where_supported (shared:role); gcp.iam.role.role_trust_principals_allowlist_only (shared:role); gcp.iam.role.role_no_inline_policies (shared:role),GENUINELY_NEW
gcp,gcp.loadbalancing.audit.update_url_map,ciem,Detect firewall rule updates permitting non-HTTPS traffic or load balancer backend service changes that could disable SSL policies.,CIS,CIS/10.3,MISMATCH,"CIS control CIS/10.3 found in ['aws', 'azure'] but not gcp",,,FRAMEWORK_MISMATCH
gcp,gcp.logging.activity_log.audit_frequency,ciem,Monitor for deviations from defined log review schedules and detect privilege escalation chains in GCP audit logs.,PCI_DSS,PCI_DSS/10.4.2.1,APPLIES,PCI_DSS is cross-CSP,,gcp.logging.audit.audit_config_deleted (shared:audit),GENUINELY_NEW
gcp,gcp.logging.audit.log_entry_tampering,ciem,Detect log entry modifications or multi-step actions to disable/reroute audit logs,CANADA_PBMM,CANADA_PBMM/AU-8(1),APPLIES,CANADA_PBMM is cross-CSP,,gcp.logging.audit.log_sink_deleted (shared:log); gcp.logging.audit.log_bucket_deleted (shared:log),GENUINELY_NEW
gcp,gcp.logging.audit.sink_disable,ciem,"Detect modifications to VM guest time settings (e.g., disabling NTP) and disabling of Logging sinks that could affect audit timestamp generation and c",NIST_800_171,NIST_800_171/3.3.7,APPLIES,NIST_800_171 is cross-CSP,,gcp.logging.audit.log_sink_deleted (shared:sink),GENUINELY_NEW
gcp,gcp.logging.chain.log_export_disruption,ciem,Detect changes to Log Sink configurations that reduce retention/backups and chained attempts to disrupt log exports.,CIS,CIS/1.2.22,MISMATCH,"CIS control CIS/1.2.22 found in ['alicloud', 'k8s'] but not gcp",,gcp.logging.audit.log_sink_deleted (shared:log); gcp.logging.audit.log_bucket_deleted (shared:log); gcp.logging.activity.update_log_bucket (shared:log); gcp.logging.activity.delete_log_bucket (shared:log),FRAMEWORK_MISMATCH
