yaml_rule_id,yaml_service,yaml_resource_kind,scope,domain,severity,pool_size,best_jaccard_v2,best_match_key,best_match_orig_rid,best_match_has_compliance_ids,best_match_compliance_ids,best_match_compliance_fns,ai_match_rule_id,ai_confidence,ai_reasoning,old_verdict,final_verdict,final_verdict_note,top5_candidates
aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring.route_table_changes_monitored,cloudtrail,route_table_changes_metric_filter_alarm_monitoring,cloudtrail.route_table_changes_metric_filter_alarm_monitoring.logging,logging_monitoring_and_alerting,medium,70,0.875,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring:aws.cloudtrail.trail.alert_destinations_configured,yes,cis_aws_aws_5.13_0170,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring,,none,No candidate specifically addresses route table changes monitoring via metric filter and alarm.,GAP_LIKELY,ACCEPT,near-identical match (j=0.875),aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring(0.88); aws.cloudtrail.route_table_changes_metric_filter_alarm(0.75); aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.46); aws.cloudtrail.route_table_changes_metric_filter_alarm:aws.cloudtrail.trail.alert_destinations_configured(0.38); aws.cloudtrail.monitor_organizations_changes_metric_filter(0.30)
aws.apigatewayv2.stage.api_access_log_fields_identity_configured,apigatewayv2,stage,apigatewayv2.stage.logging,logging_monitoring_and_alerting,medium,77,0.857,aws.api_gatewayv2.stage.api_access_log_fields_identity_present,aws.api_gatewayv2.stage.api_access_log_fields_identity_present,no,,,aws.api_gatewayv2.stage.api_access_log_fields_identity_present,high,"Both rules check for identity fields in API Gateway v2 stage access logs, with identical service and resource scope.",ACCEPT,ACCEPT,near-identical match (j=0.8571428571428571),aws.api_gatewayv2.stage.api_access_log_fields_identity_present(0.86); aws.api_gateway.stage.api_access_log_fields_identity_present(0.86); aws.api_gatewayv2.stage.api_access_logging_enabled(0.57); aws.api_gatewayv2.stage.api_access_log_sink_configured(0.57); aws.api_gateway.stage.api_access_logging_enabled(0.57)
aws.docdb.cluster.docdb_minor_version_auto_upgrade_enabled,docdb,cluster,docdb.cluster.data_protection,data_protection_and_privacy,low,32,0.857,aws.documentdb.cluster.minor_version_auto_upgrade_enabled,aws.documentdb.cluster.minor_version_auto_upgrade_enabled,no,,,aws.documentdb.cluster.minor_version_auto_upgrade_enabled,high,"Both rules check for auto-upgrade of minor versions on DocumentDB clusters, with only minor service alias differences (docdb vs documentdb).",ACCEPT,ACCEPT,near-identical match (j=0.8571428571428571),aws.documentdb.cluster.minor_version_auto_upgrade_enabled(0.86); aws.docdb.cluster.engine_version_check(0.22); aws.docdb.cluster.iam_authentication_enabled(0.22); aws.documentdb.cluster.deletion_protection_enabled(0.22); aws.documentdb.cluster.audit_logging_enabled(0.22)
aws.securityhub.hub.securityhub_auto_enroll_new_accounts_configured,securityhub,hub,securityhub.hub.configuration,configuration_and_change_management,medium,16,0.833,aws.security_hub.hub.auto_enroll_new_accounts,aws.security_hub.hub.auto_enroll_new_accounts,no,,,aws.security_hub.hub.auto_enroll_new_accounts,high,Both rules specifically check for auto-enrollment of new accounts in AWS Security Hub.,ACCEPT,ACCEPT,near-identical match (j=0.8333333333333334),aws.security_hub.hub.auto_enroll_new_accounts(0.83); aws.security_hub.hub.detectors_enabled(0.12); aws.security_hub.hub.destinations_encrypted(0.12); aws.security_hub.hub.master_member_configured(0.12); aws.securityhub.hub_enabled_in_all_regions(0.10)
aws.securityhub.hub.securityhub_finding_export_encrypted_destination,securityhub,hub,securityhub.hub.encryption,data_protection_and_privacy,high,16,0.833,aws.security_hub.hub.finding_export_encrypted_destination,aws.security_hub.hub.finding_export_encrypted_destination,no,,,aws.security_hub.hub.finding_export_encrypted_destination,high,"Both rules assert encryption for Security Hub finding export destinations, with identical intent and resource focus.",ACCEPT,ACCEPT,near-identical match (j=0.8333333333333334),aws.security_hub.hub.finding_export_encrypted_destination(0.83); aws.security_hub.hub.destinations_encrypted(0.50); aws.security_hub.finding.archival_export_encrypted(0.43); aws.security_hub.finding.alert_destinations_configured(0.29); aws.security_hub.hub.detectors_enabled(0.12)
aws.ecs.task_definition_image_source_verification.task_ecs_task_definition_image_source_verification_configured,ecs,task_definition_image_source_verification,ecs.task_definition_image_source_verification.configuration,configuration_and_change_management,medium,13,0.833,aws.ecs.task_definition_image_source_verification,aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem,yes,cis_aws_aws_3.13_0055,aws.ecs.task_definition_image_source_verification,,none,No candidate rule addresses image source verification for ECS task definitions.,GAP_LIKELY,ACCEPT,near-identical match (j=0.8333333333333334),aws.ecs.task_definition_image_source_verification(0.83); aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem(0.38); aws.ecs.task_definitions_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25); aws.ecs.task_definitions_logging_enabled(0.25); aws.ecs.task_definition_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25)
aws.iam.user.policy_elastic_disaster_recovery_configured,iam,user,iam.user.access_control,identity_and_access_management,high,152,0.833,aws.iam.user.policy_elastic_disaster_recovery_check,aws.iam.user.policy_elastic_disaster_recovery_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present,yes,cis_aws_aws_3.12_0054,aws.iam.user.policy_elastic_disaster_recovery_check,,none,No candidate rule addresses Elastic Disaster Recovery configuration for IAM users.,GAP_LIKELY,ACCEPT,near-identical match (j=0.8333333333333334),aws.iam.user.policy_elastic_disaster_recovery_check(0.83); aws.iam.user.policy_elastic_disaster_recovery_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.31); aws.iam.user.password_policy_complex(0.29); aws.iam.user.no_inline_policies(0.29); aws.iam.user.no_inline_policies_attached(0.25)
aws.iam.user.single_active_access_key_configured,iam,user,iam.user.configuration,configuration_and_change_management,medium,152,0.833,aws.iam.user.single_active_access_key_audit,aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present,yes,cis_aws_aws_2.12_0012,aws.iam.user.single_active_access_key_audit,aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present,high,"Both rules focus on ensuring IAM users have only one active access key, with the candidate directly matching the intent of the YAML rule.",ACCEPT,ACCEPT,near-identical match (j=0.8333333333333334),aws.iam.user.single_active_access_key_audit(0.83); aws.iam.user.single_active_access_key_check(0.83); aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.36); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.36); aws.iam.user.console_access_unused(0.29)
aws.docdb.instance.iam_or_managed_identity_auth_enabled_if_supported,docdb,instance,docdb.instance.access_control,identity_and_access_management,high,32,0.8,aws.documentdb.instance.iam_or_managed_identity_auth_enabled_where_supported,aws.documentdb.instance.iam_or_managed_identity_auth_enabled_where_supported,no,,,aws.documentdb.instance.iam_or_managed_identity_auth_enabled_where_supported,high,"Both rules enforce IAM or managed identity authentication for DocumentDB instances where supported, with identical intent and resource scope.",ACCEPT,ACCEPT,near-identical match (j=0.8),aws.documentdb.instance.iam_or_managed_identity_auth_enabled_where_supported(0.80); aws.documentdb.cluster.iam_or_managed_identity_auth_enabled_where_supported(0.64); aws.docdb.cluster.iam_authentication_enabled(0.18); aws.documentdb.instance.deletion_protection_enabled(0.18); aws.documentdb.instance.encryption_at_rest_enabled(0.17)
aws.docdb.cluster.docdb_cloudwatch_log_export_configured,docdb,cluster,docdb.cluster.logging,logging_monitoring_and_alerting,medium,32,0.8,aws.documentdb.cluster.cloudwatch_log_export,aws.documentdb.cluster.cloudwatch_log_export:aws.documentdb.cluster.audit_logging_enabled,yes,"canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033,canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024,canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025,canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030,canada_pbmm_moderate_multi_cloud_CCCS_AU-9_0031,canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046,canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147,canada_pbmm_moderate_multi_cloud_CCCS_SI-4_0149,cis_aws_aws_3.1_0019,cis_aws_aws_3.2_0044,cis_aws_aws_3.5_0047,cis_aws_aws_3.8_0050,cis_aws_aws_3.9_0051,cis_aws_aws_4.1_0020,cis_aws_aws_4.2_0021,cis_aws_aws_4.5_0024,cis_aws_aws_4.9_0124,cisa_ce_v1_multi_cloud_Booting_Up-1_0009,cisa_ce_v1_multi_cloud_Your_Data-1_0017,cisa_ce_v1_multi_cloud_Your_Data-4_0020,fedramp_moderate_multi_cloud_AU-12_0081,fedramp_moderate_multi_cloud_AU-12_1_0082,fedramp_moderate_multi_cloud_AU-12_3_0083,fedramp_moderate_multi_cloud_AU-2_0058,fedramp_moderate_multi_cloud_AU-3_0059,fedramp_moderate_multi_cloud_AU-3_1_0060,fedramp_moderate_multi_cloud_AU-8_0074,fedramp_moderate_multi_cloud_AU-9_0075,fedramp_moderate_multi_cloud_AU-9_2_0076,fedramp_moderate_multi_cloud_AU-9_3_0077,fedramp_moderate_multi_cloud_AU-9_4_0078,fedramp_moderate_multi_cloud_CA-7_0093,fedramp_moderate_multi_cloud_CA-7_1_0094,fedramp_moderate_multi_cloud_CA-7_4_0095,fedramp_moderate_multi_cloud_CM-6_0116,fedramp_moderate_multi_cloud_CM-6_1_0117,fedramp_moderate_multi_cloud_CM-6_2_0118,fedramp_moderate_multi_cloud_CM-9_0128,fedramp_moderate_multi_cloud_CP-6_0146,fedramp_moderate_multi_cloud_CP-6_1_0147,fedramp_moderate_multi_cloud_CP-6_2_0148,fedramp_moderate_multi_cloud_CP-6_3_0149,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,fedramp_moderate_multi_cloud_SC-13_0348,fedramp_moderate_multi_cloud_SI-2_0363,fedramp_moderate_multi_cloud_SI-2_2_0364,fedramp_moderate_multi_cloud_SI-2_3_0365,fedramp_moderate_multi_cloud_SI-4_0367,fedramp_moderate_multi_cloud_SI-4_10_0372,fedramp_moderate_multi_cloud_SI-4_11_0373,fedramp_moderate_multi_cloud_SI-4_12_0374,fedramp_moderate_multi_cloud_SI-4_14_0375,fedramp_moderate_multi_cloud_SI-4_16_0376,fedramp_moderate_multi_cloud_SI-4_18_0377,fedramp_moderate_multi_cloud_SI-4_19_0378,fedramp_moderate_multi_cloud_SI-4_1_0368,fedramp_moderate_multi_cloud_SI-4_20_0379,fedramp_moderate_multi_cloud_SI-4_22_0380,fedramp_moderate_multi_cloud_SI-4_23_0381,fedramp_moderate_multi_cloud_SI-4_2_0369,fedramp_moderate_multi_cloud_SI-4_4_0370,fedramp_moderate_multi_cloud_SI-4_5_0371,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud_164_308_a_3_ii_a_0005,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_308_a_5_ii_c_0013,hipaa_multi_cloud_164_308_a_6_i_0015,hipaa_multi_cloud_164_308_a_6_ii_0016,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,hipaa_multi_cloud_164_312_a_2_i_0023,hipaa_multi_cloud_164_312_a_2_ii_0024,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_b_0026,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_i_0031,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.10.1_0001,iso27001_2022_multi_cloud_A.12.4_0002,iso27001_2022_multi_cloud_A.12.6_0003,iso27001_2022_multi_cloud_A.8.10_0065,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,iso27001_2022_multi_cloud_A.8.23_0079,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018,nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019,nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021,nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031,nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032,nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033,nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037,nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049,nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050,nist_800_53_rev5_multi_cloud_AC-16-b_0135,nist_800_53_rev5_multi_cloud_AC-2_4_0011,nist_800_53_rev5_multi_cloud_AC-3_10_0031,nist_800_53_rev5_multi_cloud_AC-3_1_0029,nist_800_53_rev5_multi_cloud_AC-3_1_0030,nist_800_53_rev5_multi_cloud_AC-4_26_0075,nist_800_53_rev5_multi_cloud_AC-6_9_0100,nist_800_53_rev5_multi_cloud_AU-10_1_0268,nist_800_53_rev5_multi_cloud_AU-10_2_0269,nist_800_53_rev5_multi_cloud_AU-10_3_0270,nist_800_53_rev5_multi_cloud_AU-10_4_0271,nist_800_53_rev5_multi_cloud_AU-10_5_0272,nist_800_53_rev5_multi_cloud_AU-11_1_0273,nist_800_53_rev5_multi_cloud_AU-12-a_0278,nist_800_53_rev5_multi_cloud_AU-12-c_0280,nist_800_53_rev5_multi_cloud_AU-12_1_0274,nist_800_53_rev5_multi_cloud_AU-12_2_0275,nist_800_53_rev5_multi_cloud_AU-12_3_0276,nist_800_53_rev5_multi_cloud_AU-12_4_0277,nist_800_53_rev5_multi_cloud_AU-14-a_0289,nist_800_53_rev5_multi_cloud_AU-14-b_0290,nist_800_53_rev5_multi_cloud_AU-14_3_0288,nist_800_53_rev5_multi_cloud_AU-16_1_0291,nist_800_53_rev5_multi_cloud_AU-16_2_0292,nist_800_53_rev5_multi_cloud_AU-16_3_0293,nist_800_53_rev5_multi_cloud_AU-2-b_0224,nist_800_53_rev5_multi_cloud_AU-3-a_0231,nist_800_53_rev5_multi_cloud_AU-3-b_0232,nist_800_53_rev5_multi_cloud_AU-3-c_0233,nist_800_53_rev5_multi_cloud_AU-3-d_0234,nist_800_53_rev5_multi_cloud_AU-3-e_0235,nist_800_53_rev5_multi_cloud_AU-3-f_0236,nist_800_53_rev5_multi_cloud_AU-3_1_0228,nist_800_53_rev5_multi_cloud_AU-4_1_0237,nist_800_53_rev5_multi_cloud_AU-4_1_0238,nist_800_53_rev5_multi_cloud_AU-7_1_0248,nist_800_53_rev5_multi_cloud_AU-7_1_0249,nist_800_53_rev5_multi_cloud_AU-8-b_0258,nist_800_53_rev5_multi_cloud_AU-9-a_0266,nist_800_53_rev5_multi_cloud_AU-9_2_0260,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_AU-9_7_0265,nist_800_53_rev5_multi_cloud_CA-2_2_0298,nist_800_53_rev5_multi_cloud_CA-7-a_0337,nist_800_53_rev5_multi_cloud_CA-7-b_0338,nist_800_53_rev5_multi_cloud_CA-7-c_0339,nist_800_53_rev5_multi_cloud_CA-7-d_0340,nist_800_53_rev5_multi_cloud_CA-7-e_0341,nist_800_53_rev5_multi_cloud_CA-7-f_0342,nist_800_53_rev5_multi_cloud_CA-7-g_0343,nist_800_53_rev5_multi_cloud_CA-7_1_0331,nist_800_53_rev5_multi_cloud_CA-7_2_0332,nist_800_53_rev5_multi_cloud_CA-7_3_0333,nist_800_53_rev5_multi_cloud_CA-7_4_0334,nist_800_53_rev5_multi_cloud_CA-7_5_0335,nist_800_53_rev5_multi_cloud_CA-7_6_0336,nist_800_53_rev5_multi_cloud_CM-6-a_0397,nist_800_53_rev5_multi_cloud_CM-9-b_0428,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6-a_0485,nist_800_53_rev5_multi_cloud_CP-6_1_0482,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_CP-9-d_0512,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_PM-21-b_0885,nist_800_53_rev5_multi_cloud_PM-31-a_0911,nist_800_53_rev5_multi_cloud_PM-31-b_0912,nist_800_53_rev5_multi_cloud_PM-31-c_0913,nist_800_53_rev5_multi_cloud_PM-31-d_0914,nist_800_53_rev5_multi_cloud_PM-31-e_0915,nist_800_53_rev5_multi_cloud_PM-31-f_0916,nist_800_53_rev5_multi_cloud_SA-10_1_1124,nist_800_53_rev5_multi_cloud_SA-10_1_1125,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-28_2_1281,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SI-13_5_1426,nist_800_53_rev5_multi_cloud_SI-19_4_1445,nist_800_53_rev5_multi_cloud_SI-2-a_1342,nist_800_53_rev5_multi_cloud_SI-4-d_1394,nist_800_53_rev5_multi_cloud_SI-4_12_1366,nist_800_53_rev5_multi_cloud_SI-4_12_1367,nist_800_53_rev5_multi_cloud_SI-4_17_1373,nist_800_53_rev5_multi_cloud_SI-4_20_1377,nist_800_53_rev5_multi_cloud_SI-4_2_1376,pci_dss_v4_multi_cloud_10.1.1_0141,pci_dss_v4_multi_cloud_10.1.2_0142,pci_dss_v4_multi_cloud_10.2.1.6_0149,pci_dss_v4_multi_cloud_10.2.1.7_0150,pci_dss_v4_multi_cloud_10.2.1_0143,pci_dss_v4_multi_cloud_10.3.1_0151,pci_dss_v4_multi_cloud_10.3.2_0152,pci_dss_v4_multi_cloud_10.3.3_0153,pci_dss_v4_multi_cloud_10.3.4_0154,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_10.7.2_0160,pci_dss_v4_multi_cloud_10.7.3_0161,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_4.1.1_0058,pci_dss_v4_multi_cloud_4.1.2_0059,pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4_multi_cloud_8.1.1_0099,pci_dss_v4_multi_cloud_8.1.2_0100,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_13.1_0006,rbi_bank_multi_cloud_4.3_0018,rbi_bank_multi_cloud_5.1_0019,rbi_bank_multi_cloud_5.2_0020,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_2.8_0012,rbi_nbfc_multi_cloud_3.1_0017,rbi_nbfc_multi_cloud_3.4_0020,rbi_nbfc_multi_cloud_3.5_0021,rbi_nbfc_multi_cloud_7.3_0035,rbi_nbfc_multi_cloud_7.5_0037,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_2_1_0002,soc2_multi_cloud_cc_5_2_0008,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_7_5_0019,soc2_multi_cloud_cc_a_1_1_0021,soc2_multi_cloud_cc_c_1_2_0023;iso27001_2022_multi_cloud_A.8.15_0070;nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001;nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005;nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_3_3.13.3_Separate_user_functionality_from_sy_0009;nist_800_171_r2_multi_cloud_3_14_1_3.14.1_Identify_report_and_correct_syste_0014;nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015;nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016;nist_800_171_r2_multi_cloud_3_14_4_3.14.4_Update_malicious_code_protection_me_0017;nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018;nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019;nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027;nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028;nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029;nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030;nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031;nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032;nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033;nist_800_171_r2_multi_cloud_3_3_4_3.3.4_Alert_in_the_event_of_an_audit_loggin_0034;nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050",aws.documentdb.cluster.cloudwatch_log_export;aws.cloudtrail.kms.encryption.enabled;aws.cloudtrail.log.file.validation.enabled;aws.cloudwatch.changes.to.network.acls.alarm.configured;aws.cloudwatch.changes.to.network.gateways.alarm.configured;aws.cloudwatch.changes.to.network.route.tables.alarm.configured;aws.cloudwatch.changes.to.vpcs.alarm.configured;aws.cloudwatch.log.group.kms.encryption.enabled;aws.elb.logging.enabled;aws.elbv2.logging.enabled;aws.guardduty.is.enabled;aws.iam.aws.attached.policy.no.administrative.privileges;aws.iam.customer.attached.policy.no.administrative.privileges;aws.iam.inline.policy.no.administrative.privileges;aws.iam.no.root.access.key;aws.rds.instance.integration.cloudwatch.logs;aws.s3.bucket.default.encryption;aws.securityhub.enabled,aws.documentdb.cluster.cloudwatch_log_export:aws.documentdb.cluster.audit_logging_enabled,high,"Both rules check for CloudWatch log export configuration on DocumentDB clusters, with the candidate explicitly mentioning audit logging which aligns with the logging intent.",ACCEPT,ACCEPT,near-identical match (j=0.8),aws.documentdb.cluster.cloudwatch_log_export(0.80); aws.documentdb.cluster.audit_logging_to_cloudwatch_enabled(0.38); aws.documentdb.cluster.cloudwatch_log_export:aws.documentdb.cluster.audit_logging_enabled(0.33); aws.documentdb.cluster.audit_logging_to_cloudwatch_enabled:aws.documentdb.cluster.audit_logging_enabled(0.30); aws.documentdb.cluster.audit_logging_enabled(0.29)
