rule_id,yaml_service,yaml_resource_kind,csv_service,csv_category,csv_provider_service,domain,severity,scope,assertion_id,python_client,check_client,implementable,mapping_tier,match_count,has_compliance_mapping,aws_mapped_compliance_id_count,aws_mapped_compliance_functions,aws_mapped_compliance_ids
aws.eventbridge.rule.oncall_contacts_verified,eventbridge,rule,eventbridge,incident,"boto3.client(""eventbridge"")",configuration_and_change_management,medium,eventbridge.rule.configuration,security.configuration.eventbridge_rule_oncall_contacts_verified,boto3.events,boto3.events,SCAN_ABLE,exact,2,no,0,,
aws.eventbridge.rule.private_networking_enforced,eventbridge,rule,eventbridge,data_pipeline,"boto3.client(""eventbridge"")",network_security_and_connectivity,high,eventbridge.rule.network,network_security.network_access.eventbridge_rule_private_networking_enforced,boto3.events,boto3.events,SCAN_ABLE,exact,2,no,0,,
aws.fargate.service.dead_letter_queue_configured,fargate,service,fargate,serverless,"boto3.client(""fargate"")",configuration_and_change_management,medium,fargate.service.configuration,security.configuration.fargate_service_dead_letter_queue_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.service.logging_and_tracing_enabled,fargate,service,fargate,serverless,"boto3.client(""fargate"")",logging_monitoring_and_alerting,medium,fargate.service.logging,logging_monitoring.logging.fargate_service_logging_and_tracing_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.service.role_least_privilege,fargate,service,fargate,serverless,"boto3.client(""fargate"")",identity_and_access_management,high,fargate.service.access_control,identity_access.least_privilege.fargate_service_role_least_privilege,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.service.vpc_private_networking_enabled,fargate,service,fargate,serverless,"boto3.client(""fargate"")",network_security_and_connectivity,high,fargate.service.network,network_security.network_access.fargate_service_vpc_private_networking_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.task.dead_letter_queue_configured,fargate,task,fargate,serverless,"boto3.client(""fargate"")",configuration_and_change_management,medium,fargate.task.configuration,security.configuration.fargate_task_dead_letter_queue_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.task.logging_and_tracing_enabled,fargate,task,fargate,serverless,"boto3.client(""fargate"")",logging_monitoring_and_alerting,medium,fargate.task.logging,logging_monitoring.logging.fargate_task_logging_and_tracing_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.task.role_least_privilege,fargate,task,fargate,serverless,"boto3.client(""fargate"")",identity_and_access_management,high,fargate.task.access_control,identity_access.least_privilege.fargate_task_role_least_privilege,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.fargate.task.vpc_private_networking_enabled,fargate,task,fargate,serverless,"boto3.client(""fargate"")",network_security_and_connectivity,high,fargate.task.network,network_security.network_access.fargate_task_vpc_private_networking_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.backup_storage_immutability_enabled,glacier,vault,glacier,backup,"boto3.client(""glacier"")",resilience_and_disaster_recovery,medium,glacier.vault.backup_recovery,resilience.backup_recovery.glacier_vault_backup_storage_immutability_enabled,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.cmk_cmek_key_configured,glacier,vault,glacier,backup,"boto3.client(""glacier"")",configuration_and_change_management,medium,glacier.vault.configuration,security.configuration.glacier_vault_cmk_cmek_key_configured,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.encryption_at_rest_enabled,glacier,vault,glacier,backup,"boto3.client(""glacier"")",resilience_and_disaster_recovery,medium,glacier.vault.backup_recovery,resilience_recovery.ransomware_protection.immutable_backups,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.immutable_retention_locked_where_required,glacier,vault,glacier,data_governance,"boto3.client(""glacier"")",data_protection_and_privacy,low,glacier.vault.data_protection,data_protection.data_lifecycle.glacier_vault_immutable_retention_locked_where_required,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.key_policy_least_privilege,glacier,vault,glacier,backup,"boto3.client(""glacier"")",identity_and_access_management,high,glacier.vault.access_control,identity_access.least_privilege.glacier_vault_key_policy_least_privilege,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glacier.vault.key_rotation_enabled,glacier,vault,glacier,backup,"boto3.client(""glacier"")",resilience_and_disaster_recovery,medium,glacier.vault.backup_recovery,resilience_recovery.ransomware_protection.immutable_backups,boto3.glacier,boto3.glacier,SCAN_ABLE,exact,2,no,0,,
aws.glue.catalog.audit_logging_enabled,glue,catalog,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.catalog.logging,logging_monitoring.logging.glue_catalog_audit_logging_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.catalog.change_audit_logging_enabled,glue,catalog,glue,data_governance,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.catalog.logging,logging_monitoring.logging.glue_catalog_change_audit_logging_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.catalog.metadata_encryption_enabled,glue,catalog,glue,data_analytics; data_catalog; datalake,"boto3.client(""glue"")",data_protection_and_privacy,medium,glue.catalog.data_protection,data_catalog.security.catalog_encryption_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.catalog.rbac_least_privilege,glue,catalog,glue,data_analytics; data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.catalog.access_control,identity_access.least_privilege.glue_catalog_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,8,no,0,,
aws.glue.catalog.update_rbac_least_privilege,glue,catalog,glue,data_governance,"boto3.client(""glue"")",identity_and_access_management,high,glue.catalog.access_control,identity_access.least_privilege.glue_catalog_update_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.classifier.rbac_least_privilege,glue,classifier,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.classifier.access_control,identity_access.least_privilege.glue_classifier_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.connection.private_networking_enforced,glue,connection,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",network_security_and_connectivity,high,glue.connection.network,network_security.network_access.glue_connection_private_networking_enforced,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.connection.role_least_privilege,glue,connection,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.connection.access_control,identity_access.least_privilege.glue_connection_role_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.connection.tls_required,glue,connection,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.connection.encryption,data_protection.encryption_transit.glue_connection_tls_required,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.crawler.role_least_privilege,glue,crawler,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.crawler.access_control,identity_access.least_privilege.glue_crawler_role_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.data_quality_ruleset.execution_role_least_privilege,glue,data_quality_ruleset,glue,data_quality,"boto3.client(""glue"")",identity_and_access_management,high,glue.data_quality_ruleset.access_control,identity_access.least_privilege.glue_data_quality_ruleset_execution_role_least_privilege,boto3.glue,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.glue.data_quality_ruleset.jobs_role_least_privilege,glue,data_quality_ruleset,glue,data_governance,"boto3.client(""glue"")",identity_and_access_management,high,glue.data_quality_ruleset.access_control,identity_access.least_privilege.glue_data_quality_ruleset_jobs_role_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.data_quality_ruleset.output_encrypted_private,glue,data_quality_ruleset,glue,data_quality,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.data_quality_ruleset.encryption,data_protection.encryption_rest.glue_data_quality_ruleset_output_encrypted_private,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.data_quality_ruleset.output_location_private_and_encrypted,glue,data_quality_ruleset,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.data_quality_ruleset.encryption,data_protection.encryption_rest.glue_data_quality_ruleset_output_location_private_and_encrypted,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.data_quality_ruleset.outputs_encrypted_and_private,glue,data_quality_ruleset,glue,data_governance; data_quality,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.data_quality_ruleset.encryption,data_protection.encryption_rest.glue_data_quality_ruleset_outputs_encrypted_and_private,boto3.glue,boto3.glue,SCAN_ABLE,exact,4,no,0,,
aws.glue.data_quality_ruleset.rbac_least_privilege,glue,data_quality_ruleset,glue,data_catalog; data_quality; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.data_quality_ruleset.access_control,identity_access.least_privilege.glue_data_quality_ruleset_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,8,no,0,,
aws.glue.data_quality_ruleset.role_least_privilege,glue,data_quality_ruleset,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.data_quality_ruleset.access_control,identity_access.least_privilege.glue_data_quality_ruleset_role_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.data_quality_ruleset.run_metadata_logging_enabled,glue,data_quality_ruleset,glue,data_quality,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.data_quality_ruleset.logging,logging_monitoring.logging.glue_data_quality_ruleset_run_metadata_logging_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.database.audit_logging_enabled,glue,database,glue,datalake,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.database.data_protection,data_lake.catalog.catalog_access_controlled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.database.change_audit_logging_enabled,glue,database,glue,data_governance,"boto3.client(""glue"")",data_protection_and_privacy,medium,glue.database.data_protection,data_lake.catalog.catalog_access_controlled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.database.cross_account_sharing_restricted,glue,database,glue,data_analytics; data_catalog; datalake; lineage,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.database.configuration,security.configuration.glue_database_cross_account_sharing_restricted,boto3.glue,boto3.glue,SCAN_ABLE,exact,10,no,0,,
aws.glue.database.cross_account_sharing_review_required,glue,database,glue,data_governance,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.database.configuration,security.configuration.glue_database_cross_account_sharing_review_required,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.database.metadata_encryption_enabled,glue,database,glue,data_analytics; datalake,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.database.encryption,data_protection.encryption_rest.glue_database_metadata_encryption_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,4,no,0,,
aws.glue.database.policy_least_privilege,glue,database,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.database.access_control,identity_access.least_privilege.glue_database_policy_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.database.rbac_least_privilege,glue,database,glue,data_analytics; datalake,"boto3.client(""glue"")",identity_and_access_management,high,glue.database.access_control,identity_access.least_privilege.glue_database_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,4,no,0,,
aws.glue.database.update_rbac_least_privilege,glue,database,glue,data_governance,"boto3.client(""glue"")",identity_and_access_management,high,glue.database.access_control,identity_access.least_privilege.glue_database_update_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.job.execution_roles_least_privilege,glue,job,glue,privacy,"boto3.client(""glue"")",identity_and_access_management,high,glue.job.access_control,identity_access.least_privilege.glue_job_execution_roles_least_privilege,boto3.glue,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.glue.job.logs_and_metrics_enabled,glue,job,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.job.logging,logging_monitoring.logging.glue_job_logs_and_metrics_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.job.outputs_encrypted,glue,job,glue,privacy,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.job.encryption,data_protection.encryption_rest.glue_job_outputs_encrypted,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.job.role_least_privilege,glue,job,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.job.access_control,identity_access.least_privilege.glue_job_role_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.job.script_location_private_and_encrypted,glue,job,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.job.encryption,data_protection.encryption_rest.glue_job_script_location_private_and_encrypted,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.partition.access_policies_least_privilege,glue,partition,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.partition.access_control,identity_access.least_privilege.glue_partition_access_policies_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.registry.cross_account_sharing_restricted,glue,registry,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.registry.configuration,security.configuration.glue_registry_cross_account_sharing_restricted,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.registry.metadata_encryption_enabled,glue,registry,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.registry.encryption,data_protection.encryption_rest.glue_registry_metadata_encryption_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.registry.rbac_least_privilege,glue,registry,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.registry.access_control,identity_access.least_privilege.glue_registry_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.schema.immutability_enforced,glue,schema,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.schema.configuration,security.configuration.glue_schema_immutability_enforced,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.schema.rbac_least_privilege,glue,schema,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.schema.access_control,identity_access.least_privilege.glue_schema_rbac_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.table.access_logging_enabled,glue,table,glue,ai_services,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.table.logging,logging_monitoring.logging.glue_table_access_logging_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.table.access_policies_least_privilege,glue,table,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.table.access_control,identity_access.least_privilege.glue_table_access_policies_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.table.column_level_access_controls_enabled,glue,table,glue,datalake,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.table.configuration,security.configuration.glue_table_column_level_access_controls_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.table.lifecycle_policy_configured,glue,table,glue,ai_services,"boto3.client(""glue"")",identity_and_access_management,high,glue.table.access_control,identity_access.least_privilege.glue_table_lifecycle_policy_configured,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.table.public_sharing_disabled,glue,table,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",network_security_and_connectivity,high,glue.table.network,network_security.network_access.glue_table_public_sharing_disabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.table.s3_encrypted_at_rest,glue,table,glue,ai_services,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.table.encryption,data_protection.encryption_rest.glue_table_s3_encrypted_at_rest,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.trigger.event_sources_restricted,glue,trigger,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.trigger.configuration,security.configuration.glue_trigger_event_sources_restricted,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.trigger.targets_least_privilege,glue,trigger,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.trigger.access_control,identity_access.least_privilege.glue_trigger_targets_least_privilege,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.workflow.artifacts_private_and_encrypted,glue,workflow,glue,data_pipeline,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.workflow.encryption,data_protection.encryption_rest.glue_workflow_artifacts_private_and_encrypted,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.workflow.cross_account_trusts_restricted,glue,workflow,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",configuration_and_change_management,medium,glue.workflow.configuration,security.configuration.glue_workflow_cross_account_trusts_restricted,boto3.glue,boto3.glue,SCAN_ABLE,exact,6,no,0,,
aws.glue.workflow.execution_role_least_privilege,glue,workflow,glue,data_catalog; datalake; lineage,"boto3.client(""glue"")",identity_and_access_management,high,glue.workflow.access_control,identity_access.least_privilege.glue_workflow_execution_role_least_privilege,boto3.glue,boto3.iam,SCAN_ABLE,exact,6,no,0,,
aws.glue.workflow.execution_roles_least_privilege,glue,workflow,glue,data_pipeline,"boto3.client(""glue"")",identity_and_access_management,high,glue.workflow.access_control,identity_access.least_privilege.glue_workflow_execution_roles_least_privilege,boto3.glue,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.glue.workflow.kms_encryption_enabled,glue,workflow,glue,data_catalog; data_pipeline; datalake; lineage,"boto3.client(""glue"")",data_protection_and_privacy,high,glue.workflow.encryption,data_protection.encryption_rest.glue_workflow_kms_encryption_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,8,no,0,,
aws.glue.workflow.logs_and_metrics_enabled,glue,workflow,glue,data_pipeline,"boto3.client(""glue"")",logging_monitoring_and_alerting,medium,glue.workflow.logging,logging_monitoring.logging.glue_workflow_logs_and_metrics_enabled,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.glue.workflow.private_networking_enforced,glue,workflow,glue,data_pipeline,"boto3.client(""glue"")",network_security_and_connectivity,high,glue.workflow.network,network_security.network_access.glue_workflow_private_networking_enforced,boto3.glue,boto3.glue,SCAN_ABLE,exact,2,no,0,,
aws.guardduty.finding.alert_destinations_configured,guardduty,finding,guardduty,threat,"boto3.client(""guardduty"")",configuration_and_change_management,medium,guardduty.finding.configuration,security.configuration.guardduty_finding_alert_destinations_configured,boto3.guardduty,boto3.guardduty,SCAN_ABLE,exact,2,no,0,,
aws.iam.policy.editors_rbac_least_privilege,iam,policy,iam,governance,"boto3.client(""iam"")",identity_and_access_management,high,iam.policy.access_control,identity_access.least_privilege.iam_policy_editors_rbac_least_privilege,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.policy.execution_roles_least_privilege,iam,policy,iam,privacy,"boto3.client(""iam"")",identity_and_access_management,high,iam.policy.access_control,identity_access.least_privilege.iam_policy_execution_roles_least_privilege,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.policy.resource_constraints_present,iam,policy,iam,identity_access,"boto3.client(""iam"")",configuration_and_change_management,medium,iam.policy.configuration,security.configuration.iam_policy_resource_constraints_present,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.policy.versioning_and_change_audit_enabled,iam,policy,iam,governance,"boto3.client(""iam"")",logging_monitoring_and_alerting,medium,iam.policy.logging,logging_monitoring.monitoring.iam_policy_versioning_and_change_audit_enabled,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.policy.workflow_storage_encrypted,iam,policy,iam,privacy,"boto3.client(""iam"")",data_protection_and_privacy,high,iam.policy.encryption,data_protection.encryption_rest.iam_policy_workflow_storage_encrypted,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.user.access_keys_rotated_90_days_or_less_when_present,iam,user,iam,identity_access,"boto3.client(""iam"")",identity_and_access_management,medium,iam.user.access_control,identity_access.passwordless_authn.zero_trust_verification,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.user.console_password_present_only_if_required,iam,user,iam,identity_access,"boto3.client(""iam"")",identity_and_access_management,critical,iam.user.access_control,identity_access.authentication.iam_user_console_password_present_only_if_required,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.user.inactive_90_days_disabled,iam,user,iam,identity_access,"boto3.client(""iam"")",configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_inactive_90_days_disabled,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.iam.user.mfa_required,iam,user,iam,identity_access,"boto3.client(""iam"")",identity_and_access_management,critical,iam.user.access_control,identity_access.authentication.iam_user_mfa_required,boto3.iam,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.inspector.assessment.policy_store_encrypted,inspector,assessment,inspector,vuln,"boto3.client(""inspector"")",data_protection_and_privacy,high,inspector.assessment.encryption,data_protection.encryption_rest.inspector_assessment_policy_store_encrypted,boto3.inspector2,boto3.inspector2,SCAN_ABLE,exact,2,no,0,,
aws.inspector.finding.alert_destinations_configured,inspector,finding,inspector,threat,"boto3.client(""inspector"")",configuration_and_change_management,medium,inspector.finding.configuration,security.configuration.inspector_finding_alert_destinations_configured,boto3.inspector2,boto3.inspector2,SCAN_ABLE,exact,2,no,0,,
aws.kafka.cluster.in_transit_encryption_enabled,kafka,cluster,kafka,,"boto3.client(""kafka"")",data_protection_and_privacy,high,kafka.cluster.encryption,data_protection.encryption_rest.kafka_cluster_in_transit_encryption_enabled,boto3.kafka,boto3.kafka,SCAN_ABLE,exact,2,yes,3,aws.kafka.cluster.in_transit_encryption_enabled,iso27001_2022_multi_cloud_A.8.12_0067; iso27001_2022_multi_cloud_A.8.24_0080; soc2_multi_cloud_cc_6_7_0013
aws.kinesis.consumer.access_least_privilege,kinesis,consumer,kinesis,streaming,"boto3.client(""kinesis"")",identity_and_access_management,high,kinesis.consumer.access_control,identity_access.least_privilege.kinesis_consumer_access_least_privilege,boto3.kinesis,boto3.kinesis,SCAN_ABLE,exact,2,no,0,,
aws.kinesis.consumer.auth_required,kinesis,consumer,kinesis,streaming,"boto3.client(""kinesis"")",configuration_and_change_management,medium,kinesis.consumer.configuration,security.configuration.kinesis_consumer_auth_required,boto3.kinesis,boto3.kinesis,SCAN_ABLE,exact,2,no,0,,
aws.kinesis.stream.consumer_auth_required,kinesis,stream,kinesis,data_protection_storage; streaming,"boto3.client(""kinesis"")",configuration_and_change_management,medium,kinesis.stream.configuration,security.configuration.kinesis_stream_consumer_auth_required,boto3.kinesis,boto3.kinesis,SCAN_ABLE,exact,4,no,0,,
aws.kinesis.stream.encryption_at_rest_enabled,kinesis,stream,kinesis,data_protection_storage; streaming,"boto3.client(""kinesis"")",data_protection_and_privacy,high,kinesis.stream.encryption,data_protection.encryption_rest.kinesis_stream_encryption_at_rest_enabled,boto3.kinesis,boto3.kinesis,SCAN_ABLE,exact,4,no,0,,
aws.kms.alias.logging_enabled,kms,alias,kms,secrets,"boto3.client(""kms"")",logging_monitoring_and_alerting,medium,kms.alias.logging,logging_monitoring.logging.kms_alias_logging_enabled,boto3.kms,boto3.kms,SCAN_ABLE,exact,2,no,0,,
aws.kms.grant.constraints_present,kms,grant,kms,secrets,"boto3.client(""kms"")",configuration_and_change_management,medium,kms.grant.configuration,security.configuration.kms_grant_constraints_present,boto3.kms,boto3.kms,SCAN_ABLE,exact,2,no,0,,
aws.kms.key.at_rest_cmek_enabled,kms,key,kms,privacy,"boto3.client(""kms"")",configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_at_rest_cmek_enabled,boto3.kms,boto3.kms,SCAN_ABLE,exact,2,no,0,,
aws.kms.key.logging_enabled,kms,key,kms,secrets,"boto3.client(""kms"")",logging_monitoring_and_alerting,medium,kms.key.logging,logging_monitoring.logging.kms_key_logging_enabled,boto3.kms,boto3.kms,SCAN_ABLE,exact,2,no,0,,
aws.kms.key.tls_min_1_2_enforced,kms,key,kms,network,"boto3.client(""kms"")",data_protection_and_privacy,high,kms.key.encryption,data_protection.encryption_transit.kms_key_tls_min_1_2_enforced,boto3.kms,boto3.kms,SCAN_ABLE,exact,2,no,0,,
aws.lambda.event_source_mapping.permissions_least_privilege,lambda,event_source_mapping,lambda,serverless,"boto3.client(""lambda"")",identity_and_access_management,high,lambda.event_source_mapping.access_control,identity_access.least_privilege.lambda_event_source_mapping_permissions_least_privilege,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.artifacts_encrypted_and_private,lambda,function,lambda,incident,"boto3.client(""lambda"")",data_protection_and_privacy,high,lambda.function.encryption,data_protection.encryption_rest.lambda_function_artifacts_encrypted_and_private,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.change_audit_logging_enabled,lambda,function,lambda,incident; network,"boto3.client(""lambda"")",serverless_and_faas_security,medium,lambda.function.function,serverless_paas.secret_hygiene.audit_secret_access,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,4,no,0,,
aws.lambda.function.dead_letter_queue_configured,lambda,function,lambda,serverless,"boto3.client(""lambda"")",configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_dead_letter_queue_configured,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.execution_roles_least_privilege,lambda,function,lambda,incident; privacy,"boto3.client(""lambda"")",identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_execution_roles_least_privilege,boto3.lambda,boto3.iam,SCAN_ABLE,exact,4,no,0,,
aws.lambda.function.logging_and_tracing_enabled,lambda,function,lambda,serverless,"boto3.client(""lambda"")",logging_monitoring_and_alerting,medium,lambda.function.logging,logging_monitoring.logging.lambda_function_logging_and_tracing_enabled,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.outputs_encrypted,lambda,function,lambda,privacy,"boto3.client(""lambda"")",data_protection_and_privacy,high,lambda.function.encryption,data_protection.encryption_rest.lambda_function_outputs_encrypted,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.remediation_roles_least_privilege,lambda,function,lambda,network,"boto3.client(""lambda"")",identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_remediation_roles_least_privilege,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.function.role_least_privilege,lambda,function,lambda,serverless,"boto3.client(""lambda"")",identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_role_least_privilege,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
