cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids,__service_guess,__is_composite,__has_compliance_ids
aws,aws.s3.bucket.s3_block_public_access,aws.s3.bucket.s3_block_public_access,s3,ai_services,"boto3.client(""s3"")",aws.s3.bucket.public.access;aws.s3.bucket.policy.public.write.access,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039,s3,no,yes
aws,aws.k8s.api.anonymous_auth_disabled,aws.k8s.api.anonymous_auth_disabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.audit_logging_enabled,aws.k8s.api.audit_logging_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.tls_min_version_1_2,aws.k8s.api.tls_min_version_1_2,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.admission_psa_enforce_mode,aws.k8s.api.admission_psa_enforce_mode,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.service_account_token_signing_enabled,aws.k8s.api.service_account_token_signing_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.secure_port_enabled,aws.k8s.api.secure_port_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.read_only_port_disabled,aws.k8s.api.read_only_port_disabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.protect_kernel_defaults_enabled,aws.k8s.api.protect_kernel_defaults_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.client_cert_rotation_enabled,aws.k8s.api.client_cert_rotation_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.no_cluster_admin_to_authenticated,aws.k8s.api.no_cluster_admin_to_authenticated,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.default_sa_not_cluster_admin,aws.k8s.api.default_sa_not_cluster_admin,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.wildcard_verbs_disallowed,aws.k8s.api.wildcard_verbs_disallowed,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.profiling_disabled,aws.k8s.api.profiling_disabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.k8s.api.leader_election_enabled,aws.k8s.api.leader_election_enabled,k8s,k8s,"boto3.client(""k8s"")",,,k8s,no,no
aws,aws.account.security_contact_info_check,aws.account.security_contact_info_check,account,,"boto3.client(""account"")",aws.account.security_contact_info_check,cis_aws_aws_2.2_0002,account,no,yes
aws,aws.eip.attached,aws.eip.attached,eip,,"boto3.client(""eip"")",aws.eip.attached,cisa_ce_v1_multi_cloud_Your_Systems-1_0006; rbi_bank_multi_cloud_4.2_0017,eip,no,yes
aws,aws.qldb.ledger_encryption_at_rest_enabled,aws.qldb.ledger_encryption_at_rest_enabled,qldb,,"boto3.client(""qldb"")",aws.qldb.ledger_encryption_at_rest_enabled,cis_aws_aws_11.3_0113,qldb,no,yes
aws,aws.qldb.ledger_iam_access_control_enforced,aws.qldb.ledger_iam_access_control_enforced,qldb,,"boto3.client(""qldb"")",aws.qldb.ledger_iam_access_control_enforced,cis_aws_aws_11.5_0115,qldb,no,yes
aws,aws.qldb.ledger_journal_export_configured,aws.qldb.ledger_journal_export_configured,qldb,,"boto3.client(""qldb"")",aws.qldb.ledger_journal_export_configured,cis_aws_aws_11.7_0117,qldb,no,yes
aws,aws.qldb.logging_and_monitoring_compliance_check,aws.qldb.logging_and_monitoring_compliance_check,qldb,,"boto3.client(""qldb"")",aws.qldb.logging_and_monitoring_compliance_check,cis_aws_aws_11.6_0116,qldb,no,yes
aws,aws.qldb.network.access_secure_configuration_check,aws.qldb.network.access_secure_configuration_check,qldb,,"boto3.client(""qldb"")",aws.qldb.network.access_secure_configuration_check,cis_aws_aws_11.2_0112,qldb,no,yes
aws,aws.servicecatalog.portfolio_shared_within_organization_only,aws.servicecatalog.portfolio_shared_within_organization_only,servicecatalog,,"boto3.client(""servicecatalog"")",aws.servicecatalog.portfolio_shared_within_organization_only,iso27001_2022_multi_cloud_A.8.15_0070,servicecatalog,no,yes
aws,aws.transfer.server_in_transit_encryption_enabled,aws.transfer.server_in_transit_encryption_enabled,transfer,,"boto3.client(""transfer"")",aws.transfer.server_in_transit_encryption_enabled,iso27001_2022_multi_cloud_A.8.12_0067; iso27001_2022_multi_cloud_A.8.24_0080; soc2_multi_cloud_cc_6_7_0013,transfer,no,yes
aws,aws.workspaces.vpc_2private_1public_subnets_nat,aws.workspaces.vpc_2private_1public_subnets_nat,workspaces,,"boto3.client(""workspaces"")",aws.workspaces.vpc_2private_1public_subnets_nat,iso27001_2022_multi_cloud_A.8.20_0076; iso27001_2022_multi_cloud_A.8.21_0077; iso27001_2022_multi_cloud_A.8.22_0078,workspaces,no,yes
aws,aws.kms.cmk_rotation_enabled:aws.kms.key.rotation_enabled,aws.kms.cmk_rotation_enabled:aws.kms.key.rotation_enabled,kms,,"boto3.client(""kms"")",aws.kms.cmk_rotation_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,cis_aws_aws_3.6_0048,cis_aws_aws_4.6_0025,fedramp_moderate_multi_cloud_SC-12_0346,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,hipaa_multi_cloud_164_312_a_2_iv_0025,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_3.3_0016,rbi_nbfc_multi_cloud_2.9_0013;cis_aws_aws_3.6_0048;cis_aws_aws_4.6_0025;fedramp_moderate_multi_cloud_SC-12_0346;iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092;nist_800_53_rev5_multi_cloud_SA-9_6_1118;nist_800_53_rev5_multi_cloud_SC-12_1_1236;nist_800_53_rev5_multi_cloud_SC-12_2_1237;nist_800_53_rev5_multi_cloud_SC-12_3_1238;nist_800_53_rev5_multi_cloud_SC-12_3_1239;nist_800_53_rev5_multi_cloud_SC-12_3_1240;nist_800_53_rev5_multi_cloud_SC-12_4_1241;nist_800_53_rev5_multi_cloud_SC-12_5_1242;nist_800_53_rev5_multi_cloud_SC-12_6_1243;rbi_bank_multi_cloud_11.1_0004;rbi_bank_multi_cloud_3.3_0016;rbi_nbfc_multi_cloud_2.9_0013",kms,yes,yes
aws,aws.emr.cluster.master_nodes_no_public_ip:nan,aws.emr.cluster.master_nodes_no_public_ip:nan,emr,,"boto3.client(""emr"")",,,emr,yes,no
aws,aws.opensearch.service.domains_encryption_at_rest_enabled:nan,aws.opensearch.service.domains_encryption_at_rest_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,,opensearch,yes,no
aws,aws.s3.bucket.versioning_enabled:aws.s3.bucket.backup_storage_immutability_enabled,aws.s3.bucket.versioning_enabled:aws.s3.bucket.backup_storage_immutability_enabled,s3,,"boto3.client(""s3"")",aws.s3.bucket.versioning_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056;canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,fedramp_moderate_multi_cloud_CP-6_0146,fedramp_moderate_multi_cloud_CP-6_1_0147,fedramp_moderate_multi_cloud_CP-6_2_0148,fedramp_moderate_multi_cloud_CP-6_3_0149,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,hipaa_multi_cloud_164_312_a_2_ii_0024,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.8.10_0065,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_53_rev5_multi_cloud_AU-9_2_0260,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6-a_0485,nist_800_53_rev5_multi_cloud_CP-6_1_0482,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SI-13_5_1426,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_7.2.5.1_0095,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_3.4_0020,rbi_nbfc_multi_cloud_7.3_0035,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_a_1_1_0021,soc2_multi_cloud_cc_c_1_2_0023;canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;fedramp_moderate_multi_cloud_CP-6_0146;fedramp_moderate_multi_cloud_CP-6_1_0147;fedramp_moderate_multi_cloud_CP-6_2_0148;fedramp_moderate_multi_cloud_CP-6_3_0149;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;iso27001_2022_multi_cloud_A.8.10_0065;iso27001_2022_multi_cloud_A.8.3_0085;nist_800_53_rev5_multi_cloud_AU-9_2_0260;nist_800_53_rev5_multi_cloud_CP-10_1_0513;nist_800_53_rev5_multi_cloud_CP-10_2_0514;nist_800_53_rev5_multi_cloud_CP-10_3_0515;nist_800_53_rev5_multi_cloud_CP-10_4_0516;nist_800_53_rev5_multi_cloud_CP-10_5_0517;nist_800_53_rev5_multi_cloud_CP-10_6_0518;nist_800_53_rev5_multi_cloud_CP-2_5_0457;nist_800_53_rev5_multi_cloud_CP-6-a_0485;nist_800_53_rev5_multi_cloud_CP-6_1_0482;nist_800_53_rev5_multi_cloud_CP-6_2_0483;nist_800_53_rev5_multi_cloud_CP-9-a_0509;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_CP-9-c_0511;nist_800_53_rev5_multi_cloud_PM-11-b_0867;nist_800_53_rev5_multi_cloud_PM-17-b_0876;nist_800_53_rev5_multi_cloud_SC-16_1_1256;nist_800_53_rev5_multi_cloud_SC-5_2_1189;nist_800_53_rev5_multi_cloud_SI-13_5_1426;rbi_bank_multi_cloud_6.1_0021;rbi_nbfc_multi_cloud_3.4_0020;rbi_nbfc_multi_cloud_7.3_0035;soc2_multi_cloud_a1_2_0025;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021;soc2_multi_cloud_cc_c_1_2_0023",s3,yes,yes
aws,aws.ssm.managed_compliant_patching:nan,aws.ssm.managed_compliant_patching:nan,ssm,,"boto3.client(""ssm"")",,,ssm,yes,no
aws,aws.opensearch.service.domains_internal_user_database_enabled:nan,aws.opensearch.service.domains_internal_user_database_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,,opensearch,yes,no
aws,aws.opensearch.service.domains_node_to_node_encryption_enabled:nan,aws.opensearch.service.domains_node_to_node_encryption_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,,opensearch,yes,no
aws,aws.ssm.documents_set_as_public:nan,aws.ssm.documents_set_as_public:nan,ssm,,"boto3.client(""ssm"")",,,ssm,yes,no
aws,aws.apigateway.restapi_public:nan,aws.apigateway.restapi_public:nan,apigateway,,"boto3.client(""apigateway"")",,,apigateway,yes,no
