rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,python_client,check_client,implementable
aws.cloudtrail.threat_detection_llm_jacking.trail_cloudtrail_threat_detection_llm_jacking_configured,cloudtrail,threat_detection_llm_jacking,logging_monitoring_and_alerting,medium,cloudtrail.threat_detection_llm_jacking.logging,logging_monitoring.monitoring.cloudtrail_threat_detection_llm_jacking_trail_cloudtrail_threat_detection_llm_jacking_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured,cloudtrail,threat_detection_privilege_escalation,logging_monitoring_and_alerting,medium,cloudtrail.threat_detection_privilege_escalation.logging,logging_monitoring.monitoring.cloudtrail_threat_detection_privilege_escalation_trail_cloudtrail_threat_detection_privilege_escalation_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.trail.cloudtrail_trail_ids_ips_enabled_if_supported,cloudtrail,trail,logging_monitoring_and_alerting,medium,cloudtrail.trail.logging,logging_monitoring.monitoring.cloudtrail_trail_cloudtrail_trail_ids_ips_enabled_if_supported,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.trail.flow_logging_enabled,cloudtrail,trail,network_security_and_connectivity,high,cloudtrail.trail.network,network_security.monitoring.traffic_analysis_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted,cloudtrail,trail,data_protection_and_privacy,high,cloudtrail.trail.encryption,data_protection.encryption_rest.cloudtrail_trail_log_trail_logs_centralized_and_encrypted,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.unauthorized_api_calls_monitoring_configured.unauthorized_api_calls_monitoring_configured_configured,cloudtrail,unauthorized_api_calls_monitoring_configured,logging_monitoring_and_alerting,medium,cloudtrail.unauthorized_api_calls_monitoring_configured.logging,logging_monitoring.monitoring.cloudtrail_unauthorized_api_calls_monitoring_configured_unauthorized_api_calls_monitoring_configured_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured,cloudwatch,alarm,logging_monitoring_and_alerting,low,cloudwatch.alarm.monitoring,monitoring_security.siem.siem_integration_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarm.cloudwatch_alarm_critical_s_enabled,cloudwatch,alarm,configuration_and_change_management,medium,cloudwatch.alarm.configuration,security.configuration.cloudwatch_alarm_cloudwatch_alarm_critical_s_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarm.destinations_authenticated_configured,cloudwatch,alarm,configuration_and_change_management,medium,cloudwatch.alarm.configuration,security.configuration.cloudwatch_alarm_destinations_authenticated_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarm_cpu_utilization_configured.alarm_cloudwatch_alarm_cpu_utilization_configured,cloudwatch,alarm_cpu_utilization_configured,configuration_and_change_management,medium,cloudwatch.alarm_cpu_utilization_configured.configuration,security.configuration.cloudwatch_alarm_cpu_utilization_configured_alarm_cloudwatch_alarm_cpu_utilization_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarm_memory_utilization_configured.alarm_cloudwatch_alarm_memory_utilization_configured,cloudwatch,alarm_memory_utilization_configured,configuration_and_change_management,medium,cloudwatch.alarm_memory_utilization_configured.configuration,security.configuration.cloudwatch_alarm_memory_utilization_configured_alarm_cloudwatch_alarm_memory_utilization_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarmconfigured.alarm_cloudwatch_alarm_configured,cloudwatch,alarmconfigured,configuration_and_change_management,medium,cloudwatch.alarmconfigured.configuration,security.configuration.cloudwatch_alarmconfigured_alarm_cloudwatch_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.anomalydetector.alerts_configured,cloudwatch,anomalydetector,configuration_and_change_management,medium,cloudwatch.anomalydetector.configuration,security.configuration.cloudwatch_anomalydetector_alerts_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.anomalydetector.cloudwatch_detectors_enabled,cloudwatch,anomalydetector,configuration_and_change_management,medium,cloudwatch.anomalydetector.configuration,security.configuration.cloudwatch_anomalydetector_cloudwatch_detectors_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.anomalydetector.cloudwatch_training_data_sources_approved_configured,cloudwatch,anomalydetector,configuration_and_change_management,medium,cloudwatch.anomalydetector.configuration,security.configuration.cloudwatch_anomalydetector_cloudwatch_training_data_sources_approved_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.bucket.policy_changes_configured,cloudwatch,bucket,identity_and_access_management,high,cloudwatch.bucket.access_control,identity_access.least_privilege.cloudwatch_bucket_policy_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.changes.to_network_acls_alarm_configured,cloudwatch,changes,network_security_and_connectivity,high,cloudwatch.changes.network,network_security.network_access.cloudwatch_changes_to_network_acls_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.changes.to_network_gateways_alarm_configured,cloudwatch,changes,network_security_and_connectivity,high,cloudwatch.changes.network,network_security.network_access.cloudwatch_changes_to_network_gateways_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.changes.to_network_route_tables_alarm_configured,cloudwatch,changes,network_security_and_connectivity,high,cloudwatch.changes.network,network_security.network_access.cloudwatch_changes_to_network_route_tables_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.changes.to_vpcs_alarm_configured,cloudwatch,changes,network_security_and_connectivity,high,cloudwatch.changes.network,network_security.network_access.cloudwatch_changes_to_vpcs_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.changes_to_vpcs_alarm_configured.changes_to_vpcs_alarm_configured_configured,cloudwatch,changes_to_vpcs_alarm_configured,network_security_and_connectivity,high,cloudwatch.changes_to_vpcs_alarm_configured.network,network_security.network_access.cloudwatch_changes_to_vpcs_alarm_configured_changes_to_vpcs_alarm_configured_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.dashboard.cloudwatch_sharing_restricted_to_org_configured,cloudwatch,dashboard,configuration_and_change_management,medium,cloudwatch.dashboard.configuration,security.configuration.cloudwatch_dashboard_cloudwatch_sharing_restricted_to_org_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.dashboard.cloudwatch_sso_required,cloudwatch,dashboard,configuration_and_change_management,medium,cloudwatch.dashboard.configuration,security.configuration.cloudwatch_dashboard_cloudwatch_sso_required,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.destination.endpoint_private_networking_configured,cloudwatch,destination,network_security_and_connectivity,high,cloudwatch.destination.network,network_security.network_access.cloudwatch_destination_endpoint_private_networking_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.cloudwatch_configuration_changes_monitored,cloudwatch,group,logging_monitoring_and_alerting,medium,cloudwatch.group.logging,logging_monitoring.monitoring.cloudwatch_group_cloudwatch_configuration_changes_monitored,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.cloudwatch_log_edr_log_delivery_configured,cloudwatch,group,logging_monitoring_and_alerting,medium,cloudwatch.group.logging,logging_monitoring.logging.cloudwatch_group_cloudwatch_log_edr_log_delivery_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.cloudwatch_log_no_secrets_in_logs_configured,cloudwatch,group,logging_monitoring_and_alerting,medium,cloudwatch.group.logging,logging_monitoring.logging.cloudwatch_group_cloudwatch_log_no_secrets_in_logs_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.kms_encryption_enabled,cloudwatch,group,data_protection_and_privacy,high,cloudwatch.group.encryption,data_protection.encryption_rest.cloudwatch_group_kms_encryption_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.not_publicly_accessible_configured,cloudwatch,group,network_security_and_connectivity,high,cloudwatch.group.network,network_security.network_access.cloudwatch_group_not_publicly_accessible_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.retention_policy_configured,cloudwatch,group,identity_and_access_management,high,cloudwatch.group.access_control,identity_access.least_privilege.cloudwatch_group_retention_policy_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.insightsquery.cloudwatch_storage_encrypted,cloudwatch,insightsquery,data_protection_and_privacy,high,cloudwatch.insightsquery.encryption,data_protection.encryption_rest.cloudwatch_insightsquery_cloudwatch_storage_encrypted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.insightsquery.rbac_least_privilege,cloudwatch,insightsquery,identity_and_access_management,high,cloudwatch.insightsquery.access_control,identity_access.least_privilege.cloudwatch_insightsquery_rbac_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.group_kms_encryption_enabled,cloudwatch,log,data_protection_and_privacy,high,cloudwatch.log.encryption,data_protection.encryption_rest.cloudwatch_log_group_kms_encryption_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.group_retention_policy_specific_days_enabled,cloudwatch,log,identity_and_access_management,high,cloudwatch.log.access_control,identity_access.least_privilege.cloudwatch_log_group_retention_policy_specific_days_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_alarm_kms_cmk_deletion_configured,cloudwatch,log,data_protection_and_privacy,high,cloudwatch.log.encryption,data_protection.encryption_transit.cloudwatch_log_metric_alarm_kms_cmk_deletion_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_authentication_failures_configured,cloudwatch,log,identity_and_access_management,critical,cloudwatch.log.access_control,identity_access.authentication.cloudwatch_log_metric_filter_authentication_failures_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_for_s3_bucket_policy_changes_configured,cloudwatch,log,identity_and_access_management,high,cloudwatch.log.access_control,identity_access.least_privilege.cloudwatch_log_metric_filter_for_s3_bucket_policy_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_policy_changes_configured,cloudwatch,log,identity_and_access_management,high,cloudwatch.log.access_control,identity_access.least_privilege.cloudwatch_log_metric_filter_policy_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_security_group_changes_configured,cloudwatch,log,network_security_and_connectivity,high,cloudwatch.log.network,network_security.network_access.cloudwatch_log_metric_filter_security_group_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_sign_in_without_mfa_configured,cloudwatch,log,identity_and_access_management,critical,cloudwatch.log.access_control,identity_access.authentication.cloudwatch_log_metric_filter_sign_in_without_mfa_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_filter_unauthorized_api_calls_configured,cloudwatch,log,configuration_and_change_management,medium,cloudwatch.log.configuration,security.configuration.cloudwatch_log_metric_filter_unauthorized_api_calls_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_log_metric_alarm_aws_config_configuration_changes_configured,cloudwatch,log,logging_monitoring_and_alerting,medium,cloudwatch.log.logging,logging_monitoring.logging.cloudwatch_log_metric_log_metric_alarm_aws_config_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_log_metric_alarm_cloudtrail_configuration_changes_configured,cloudwatch,log,logging_monitoring_and_alerting,medium,cloudwatch.log.logging,logging_monitoring.logging.cloudwatch_log_metric_log_metric_alarm_cloudtrail_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_log_metric_filter_root_usage_configured,cloudwatch,log,logging_monitoring_and_alerting,medium,cloudwatch.log.logging,logging_monitoring.logging.cloudwatch_log_metric_log_metric_filter_root_usage_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_alarm_configured.log_metric_log_metric_filter_alarm_configured,cloudwatch,log_metric_filter_alarm_configured,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_alarm_configured.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_alarm_configured_log_metric_log_metric_filter_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_authentication_failures.log_metric_filter_authentication_failures_configured,cloudwatch,log_metric_filter_authentication_failures,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_authentication_failures.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_authentication_failures_log_metric_filter_authentication_failures_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_aws_organizations_changes.log_metric_log_metric_filter_aws_organizations_changes_configured,cloudwatch,log_metric_filter_aws_organizations_changes,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_aws_organizations_changes.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_aws_organizations_changes_log_metric_log_metric_filter_aws_organizations_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk.metric_alarm_kms_cmk_deletion_configured,cloudwatch,log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk,data_protection_and_privacy,high,cloudwatch.log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk.encryption,data_protection.encryption_transit.cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk_metric_alarm_kms_cmk_deletion_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_root_usage.log_metric_log_metric_filter_root_usage_configured,cloudwatch,log_metric_filter_root_usage,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_root_usage.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_root_usage_log_metric_log_metric_filter_root_usage_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_sign_in_without_mfa.log_metric_filter_sign_in_without_mfa_configured,cloudwatch,log_metric_filter_sign_in_without_mfa,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_sign_in_without_mfa.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_sign_in_without_mfa_log_metric_filter_sign_in_without_mfa_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log_metric_filter_unauthorized_api_calls.log_metric_filter_unauthorized_api_calls_configured,cloudwatch,log_metric_filter_unauthorized_api_calls,logging_monitoring_and_alerting,medium,cloudwatch.log_metric_filter_unauthorized_api_calls.logging,logging_monitoring.logging.cloudwatch_log_metric_filter_unauthorized_api_calls_log_metric_filter_unauthorized_api_calls_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.encryption_at_rest_cmek_configured,cloudwatch,loggroup,data_protection_and_privacy,high,cloudwatch.loggroup.encryption,data_protection.encryption_rest.cloudwatch_loggroup_encryption_at_rest_cmek_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.log_cross_account_destinations_restricted,cloudwatch,loggroup,logging_monitoring_and_alerting,medium,cloudwatch.loggroup.logging,logging_monitoring.logging.cloudwatch_loggroup_log_cross_account_destinations_restricted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.log_destination_encrypted,cloudwatch,loggroup,data_protection_and_privacy,high,cloudwatch.loggroup.encryption,data_protection.encryption_rest.cloudwatch_loggroup_log_destination_encrypted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.log_destination_least_privilege,cloudwatch,loggroup,logging_monitoring_and_alerting,medium,cloudwatch.loggroup.logging,logging_monitoring.logging.cloudwatch_loggroup_log_destination_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.log_immutability_or_object_lock_if_supported,cloudwatch,loggroup,logging_monitoring_and_alerting,medium,cloudwatch.loggroup.logging,logging_monitoring.logging.cloudwatch_loggroup_log_immutability_or_object_lock_if_supported,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.rbac_least_privilege,cloudwatch,loggroup,identity_and_access_management,high,cloudwatch.loggroup.access_control,identity_access.least_privilege.cloudwatch_loggroup_rbac_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.retention_days_minimum,cloudwatch,loggroup,data_protection_and_privacy,low,cloudwatch.loggroup.data_protection,data_protection.data_lifecycle.cloudwatch_loggroup_retention_days_minimum,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.encryption_at_rest_enabled,cloudwatch,logstream,data_protection_and_privacy,high,cloudwatch.logstream.encryption,data_protection.encryption_rest.cloudwatch_logstream_encryption_at_rest_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.ingestion_auth_required,cloudwatch,logstream,configuration_and_change_management,medium,cloudwatch.logstream.configuration,security.configuration.cloudwatch_logstream_ingestion_auth_required,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.log_cross_account_destinations_restricted,cloudwatch,logstream,logging_monitoring_and_alerting,medium,cloudwatch.logstream.logging,logging_monitoring.logging.cloudwatch_logstream_log_cross_account_destinations_restricted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.log_destination_encrypted,cloudwatch,logstream,data_protection_and_privacy,high,cloudwatch.logstream.encryption,data_protection.encryption_rest.cloudwatch_logstream_log_destination_encrypted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.log_destination_least_privilege,cloudwatch,logstream,logging_monitoring_and_alerting,medium,cloudwatch.logstream.logging,logging_monitoring.logging.cloudwatch_logstream_log_destination_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.logstream.retention_days_minimum,cloudwatch,logstream,data_protection_and_privacy,low,cloudwatch.logstream.data_protection,data_protection.data_lifecycle.cloudwatch_logstream_retention_days_minimum,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.metric.api_access_log_fields_identity_configured,cloudwatch,metric,logging_monitoring_and_alerting,medium,cloudwatch.metric.logging,logging_monitoring.logging.cloudwatch_metric_api_access_log_fields_identity_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.metric.api_execution_logging_level_minimum_error_configured,cloudwatch,metric,logging_monitoring_and_alerting,medium,cloudwatch.metric.logging,logging_monitoring.logging.cloudwatch_metric_api_execution_logging_level_minimum_error_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.metric.flow_logging_enabled,cloudwatch,metric,application_and_api_security,high,cloudwatch.metric.monitoring,streaming_data.monitoring.stream_monitoring_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.metricfilter.iam_policy_change_detected_filter_present,cloudwatch,metricfilter,identity_and_access_management,high,cloudwatch.metricfilter.access_control,identity_access.least_privilege.cloudwatch_metricfilter_iam_policy_change_detected_filter_present,boto3.cloudwatch,boto3.cloudwatch,EVENT
aws.cloudwatch.metricfilter.kms_key_deletion_disable_detected_filter_present,cloudwatch,metricfilter,data_protection_and_privacy,high,cloudwatch.metricfilter.encryption,data_protection.encryption_transit.cloudwatch_metricfilter_kms_key_deletion_disable_detected_filter_present,boto3.cloudwatch,boto3.kms,SCAN_ABLE
aws.cloudwatch.metricfilter.metric_log_console_root_login_detected_filter_present,cloudwatch,metricfilter,logging_monitoring_and_alerting,medium,cloudwatch.metricfilter.logging,logging_monitoring.logging.cloudwatch_metricfilter_metric_log_console_root_login_detected_filter_present,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.metricfilter.network_acl_or_sg_change_detected_filter_present,cloudwatch,metricfilter,network_security_and_connectivity,high,cloudwatch.metricfilter.network,network_security.network_access.cloudwatch_metricfilter_network_acl_or_sg_change_detected_filter_present,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.network.cloudwatch_alarm_acls_alarm_configured,cloudwatch,network,configuration_and_change_management,medium,cloudwatch.network.configuration,security.configuration.cloudwatch_network_cloudwatch_alarm_acls_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.network.gateways_alarm_configured,cloudwatch,network,configuration_and_change_management,medium,cloudwatch.network.configuration,security.configuration.cloudwatch_network_gateways_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.network.route_tables_alarm_configured,cloudwatch,network,configuration_and_change_management,medium,cloudwatch.network.configuration,security.configuration.cloudwatch_network_route_tables_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.policy.cloudwatch_configuration_changes_monitored,cloudwatch,policy,logging_monitoring_and_alerting,medium,cloudwatch.policy.logging,logging_monitoring.monitoring.cloudwatch_policy_cloudwatch_configuration_changes_monitored,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.resource.log_cloudwatch_log_analysis_enabled,cloudwatch,resource,logging_monitoring_and_alerting,medium,cloudwatch.resource.logging,logging_monitoring.logging.cloudwatch_resource_log_cloudwatch_log_analysis_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.resource.metric_alarm_metric_alarm_aws_config_configuration_changes_configured,cloudwatch,resource,configuration_and_change_management,medium,cloudwatch.resource.configuration,security.configuration.cloudwatch_resource_metric_alarm_metric_alarm_aws_config_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.resource.metric_alarm_metric_alarm_cloudtrail_configuration_changes_configured,cloudwatch,resource,logging_monitoring_and_alerting,medium,cloudwatch.resource.logging,logging_monitoring.monitoring.cloudwatch_resource_metric_alarm_metric_alarm_cloudtrail_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.codeartifact.resource.packages_external_public_publishing_disabled,codeartifact,resource,network_security_and_connectivity,high,codeartifact.resource.network,network_security.network_access.codeartifact_resource_packages_external_public_publishing_disabled,boto3.codeartifact,boto3.codeartifact,SCAN_ABLE
aws.codebuild.group.codebuild_export_encrypted,codebuild,group,data_protection_and_privacy,high,codebuild.group.encryption,data_protection.encryption_rest.codebuild_group_codebuild_export_encrypted,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.project.codebuild_older_90_days_configured,codebuild,project,configuration_and_change_management,medium,codebuild.project.configuration,security.configuration.codebuild_project_codebuild_older_90_days_configured,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.projectartifact.encryption_enabled,codebuild,projectartifact,data_protection_and_privacy,high,codebuild.projectartifact.encryption,data_protection.encryption_rest.codebuild_projectartifact_encryption_enabled,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.resource.codebuild_project_envvar_awscred_configured,codebuild,resource,configuration_and_change_management,medium,codebuild.resource.configuration,security.configuration.codebuild_resource_codebuild_project_envvar_awscred_configured,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.resource.codebuild_project_s3_logs_encrypted,codebuild,resource,data_protection_and_privacy,high,codebuild.resource.encryption,data_protection.encryption_rest.codebuild_resource_codebuild_project_s3_logs_encrypted,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.resource.codebuild_project_source_repo_url_configured,codebuild,resource,configuration_and_change_management,medium,codebuild.resource.configuration,security.configuration.codebuild_resource_codebuild_project_source_repo_url_configured,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.resource.project_logging_enabled,codebuild,resource,logging_monitoring_and_alerting,medium,codebuild.resource.logging,logging_monitoring.logging.codebuild_resource_project_logging_enabled,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.codebuild.user.codebuild_controlled_buildspec_configured,codebuild,user,configuration_and_change_management,medium,codebuild.user.configuration,security.configuration.codebuild_user_codebuild_controlled_buildspec_configured,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.cognito.userpool.access_keys_rotated_90_days_or_less_when_present,cognito,userpool,configuration_and_change_management,medium,cognito.userpool.configuration,security.configuration.cognito_userpool_access_keys_rotated_90_days_or_less_when_present,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_inactive_90_days_disabled,cognito,userpool,configuration_and_change_management,medium,cognito.userpool.configuration,security.configuration.cognito_userpool_cognito_inactive_90_days_disabled,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_no_inline_policies_enabled,cognito,userpool,configuration_and_change_management,medium,cognito.userpool.configuration,security.configuration.cognito_userpool_cognito_no_inline_policies_enabled,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_store_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_store_encrypted,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_workflow_storage_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_workflow_storage_encrypted,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.console_password_present_only_if_required,cognito,userpool,identity_and_access_management,critical,cognito.userpool.access_control,identity_access.authentication.cognito_userpool_console_password_present_only_if_required,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.execution_roles_least_privilege,cognito,userpool,identity_and_access_management,high,cognito.userpool.access_control,identity_access.least_privilege.cognito_userpool_execution_roles_least_privilege,boto3.cognito-idp,boto3.iam,SCAN_ABLE
aws.cognito.userpool.mfa_required,cognito,userpool,identity_and_access_management,medium,cognito.userpool.access_control,identity_access.passwordless_authn.zero_trust_verification,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.rbac_least_privilege,cognito,userpool,identity_and_access_management,high,cognito.userpool.access_control,identity_access.least_privilege.cognito_userpool_rbac_least_privilege,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpoolgroup.cognito_attached_policies_not_admin_star_configured,cognito,userpoolgroup,configuration_and_change_management,medium,cognito.userpoolgroup.configuration,security.configuration.cognito_userpoolgroup_cognito_attached_policies_not_admin_star_configured,boto3.cognito-idp,boto3.cognito-idp,MULTI_OP
