yaml_rule_id,yaml_service,yaml_resource_kind,scope,domain,severity,assertion_id,verdict_bucket,best_jaccard,pool_size,prev_ai_match,prev_ai_confidence,prev_ai_reasoning,new_ai_match,new_ai_confidence,new_ai_reasoning,top5_candidates,manual_review_decision,manual_review_notes
aws.storagegateway.gateway.snapshots_enabled,storagegateway,gateway,storagegateway.gateway.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.storagegateway_gateway_snapshots_enabled,ai-likely-missed,1.0,12,,none,"The config rule checks for snapshots enabled on Storage Gateway gateways for backup and recovery, while the candidate rules only address file share encryption, which is unrelated to snapshots or backup functionality.",aws.storage_gateway.gateway.snapshots_enabled,high,Candidate rule_id matches exactly in intent and resource (storage gateway gateway snapshots enabled).,aws.storage_gateway.gateway.snapshots_enabled(1.00); aws.storage_gateway.volume.snapshots_enabled(0.50); aws.storage_gateway.gateway.encryption_at_rest_enabled(0.33); aws.storagegateway.fileshare_encryption_enabled(0.20); aws.storage_gateway.volume.snapshots_encrypted(0.20),,
aws.storagegateway.volume.encryption_at_rest_enabled,storagegateway,volume,storagegateway.volume.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.storagegateway_volume_encryption_at_rest_enabled,ai-likely-missed,1.0,12,,none,"The config rule targets volume encryption at rest, while the candidates only cover fileshare encryption, which is a different resource type and control.",aws.storage_gateway.volume.encryption_at_rest_enabled,high,Both rules assert encryption at rest for Storage Gateway volumes with identical intent and resource focus.,aws.storage_gateway.volume.encryption_at_rest_enabled(1.00); aws.storage_gateway.gateway.encryption_at_rest_enabled(0.67); aws.storagegateway.fileshare_encryption_enabled(0.33); aws.storage_gateway.volume.snapshots_enabled(0.33); aws.storage_gateway.volume.snapshots_encrypted(0.33),,
aws.storagegateway.volume.snapshots_enabled,storagegateway,volume,storagegateway.volume.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.storagegateway_volume_snapshots_enabled,ai-likely-missed,1.0,12,,none,"The config rule checks for snapshots enabled on Storage Gateway volumes for backup/recovery, while the candidates only address encryption on file shares, which is unrelated.",aws.storage_gateway.volume.snapshots_enabled,high,Both rules check for snapshot enablement on Storage Gateway volumes with identical intent.,aws.storage_gateway.volume.snapshots_enabled(1.00); aws.storage_gateway.gateway.snapshots_enabled(0.50); aws.storage_gateway.volume.snapshots_encrypted(0.50); aws.storage_gateway.volume.encryption_at_rest_enabled(0.33); aws.storagegateway.fileshare_encryption_enabled(0.20),,
aws.storagegateway.volume.snapshots_encrypted,storagegateway,volume,storagegateway.volume.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.storagegateway_volume_snapshots_encrypted,ai-likely-missed,1.0,12,,none,"The config rule checks encryption for Storage Gateway volume snapshots, while the candidates only address file share encryption, which are different resource types and encryption scopes.",aws.storage_gateway.volume.snapshots_encrypted,high,Both rules check encryption of Storage Gateway volume snapshots with identical intent.,aws.storage_gateway.volume.snapshots_encrypted(1.00); aws.storage_gateway.volume.snapshots_enabled(0.50); aws.storage_gateway.volume.encryption_at_rest_enabled(0.33); aws.storagegateway.fileshare_encryption_enabled(0.20); aws.storagegateway.fileshare_encryption_enabled:nan(0.20),,
aws.apigateway.resource.api_resource_attached_enabled,apigateway,resource,apigateway.resource.configuration,configuration_and_change_management,medium,security.configuration.apigateway_resource_api_resource_attached_enabled,borderline-look,0.4,69,,none,"The config rule checks if API Gateway resources are properly attached to APIs, while all candidates focus on unrelated controls like WAF attachment, logging, validation, authorization, certificates, or throttling.",,none,No candidate rule addresses API Gateway resource attachment or enabled status.,aws.api_gateway.rest_api.waf_attached(0.40); aws.api_gateway.v2_api.waf_attached(0.40); aws.apigatewayv2.api_access_logging_enabled(0.40); apigatewayv2.api.access.logging.enabled(0.40); aws.api_gateway.stage.api_access_logging_enabled(0.33),,
aws.athena.workgroup.encryption_at_rest_enabled,athena,workgroup,athena.workgroup.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.athena_workgroup_encryption_at_rest_enabled,borderline-look,0.4,8,aws.athena.workgroup_encryption:aws.athena.work_group.query_result_encryption_enabled,medium,"Both rules enforce encryption for Athena workgroups, but the candidate focuses specifically on query result encryption rather than general encryption at rest.",aws.athena.workgroup.encryption,high,Both rules target encryption at rest for Athena workgroups with identical resource scope.,athena.workgroup.encryption(0.40); aws.athena.workgroup_encryption:aws.athena.work_group.query_result_encryption_enabled(0.27); aws.athena.work_group.query_result_encryption_enabled(0.22); aws.athena.workgroup_logging_enabled:aws.athena.work_group.admin_activity_logging_enabled(0.17); aws.athena.work_group.query_access_logging_enabled(0.10),,
aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin.cloudwatch_monitor_no_mfa_console_signin_configured,cloudtrail,cloudwatch_monitor_no_mfa_console_signin,cloudtrail.cloudwatch_monitor_no_mfa_console_signin.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_cloudwatch_monitor_no_mfa_console_signin_cloudwatch_monitor_no_mfa_console_signin_configured,borderline-look,0.455,42,aws.cloudtrail.console_auth_failures_monitoring:aws.cloudtrail.trail.alert_destinations_configured,medium,Both rules focus on monitoring console authentication events (specifically MFA failures) through CloudTrail and CloudWatch alerts.,aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin:aws.cloudtrail.trail.alert_destinations_configured,high,Both rules focus on monitoring console sign-in events without MFA via CloudWatch alerts in CloudTrail.,aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin:aws.cloudtrail.trail.alert_destinations_configured(0.45); cloudtrail.cloudwatch.logging.enabled(0.12); aws.cloudtrail.cloudwatch_logging_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.08); aws.cloudtrail.console_auth_failures_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.08); aws.cloudtrail.threat_detection_privilege_escalation:aws.cloudwatch.log_group.destination_least_privilege(0.07),,
aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured,cloudtrail,console_auth_failures_monitoring,cloudtrail.console_auth_failures_monitoring.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_console_auth_failures_monitoring_console_auth_failures_monitoring_configured,borderline-look,0.333,42,,none,"The config rule specifically monitors console authentication failures, but none of the candidate rules address this exact monitoring control for CloudTrail.",aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin:aws.cloudtrail.trail.alert_destinations_configured,medium,"Both rules focus on monitoring console sign-in failures via CloudTrail and CloudWatch alerts, though the candidate is more specific to MFA-related failures.",aws.cloudtrail.console_auth_failures_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.33); aws.cloudtrail.account.usage_monitoring_config:aws.cloudtrail.trail.alert_destinations_configured(0.09); aws.cloudtrail.nacl_change_monitoring_configuration_check:aws.cloudtrail.trail.alert_destinations_configured(0.09); aws.cloudtrail.organizations_changes_monitoring_setup:aws.cloudtrail.trail.alert_destinations_configured(0.09); aws.cloudtrail.vpc_changes_monitoring_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.08),,
aws.cloudtrail.nacl_event_selectors_monitoring.nacl_event_selectors_monitoring_configured,cloudtrail,nacl_event_selectors_monitoring,cloudtrail.nacl_event_selectors_monitoring.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_nacl_event_selectors_monitoring_nacl_event_selectors_monitoring_configured,borderline-look,0.333,42,,none,"The YAML rule focuses on NACL event selectors monitoring in CloudTrail, but none of the candidate rules address NACL-specific monitoring or event selectors configuration.",,none,No candidate rule addresses NACL event selectors monitoring in CloudTrail.,aws.cloudtrail.nacl_event_selectors_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.33); aws.cloudtrail.nacl_change_monitoring_configuration_check:aws.cloudtrail.trail.alert_destinations_configured(0.20); aws.cloudtrail.account.usage_monitoring_config:aws.cloudtrail.trail.alert_destinations_configured(0.09); aws.cloudtrail.organizations_changes_monitoring_setup:aws.cloudtrail.trail.alert_destinations_configured(0.09); aws.cloudtrail.vpc_changes_monitoring_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.08),,
aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring.route_table_changes_monitored,cloudtrail,route_table_changes_metric_filter_alarm_monitoring,cloudtrail.route_table_changes_metric_filter_alarm_monitoring.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_route_table_changes_metric_filter_alarm_monitoring_route_table_changes_monitored,borderline-look,0.462,42,,none,"The config rule specifically monitors route table changes via CloudTrail metric filters and alarms, but all candidates focus on alert destinations, flow logs, or unrelated monitoring types without addressing route table changes.",,none,No candidate specifically addresses route table changes monitoring via metric filter and alarm.,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring:aws.cloudtrail.trail.alert_destinations_configured(0.46); aws.cloudtrail.route_table_changes_metric_filter_alarm:aws.cloudtrail.trail.alert_destinations_configured(0.38); aws.cloudtrail.nacl_change_monitoring_configuration_check:aws.cloudtrail.trail.alert_destinations_configured(0.14); aws.cloudtrail.organizations_changes_monitoring_setup:aws.cloudtrail.trail.alert_destinations_configured(0.14); aws.cloudtrail.vpc_changes_monitoring_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.13),,
aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured,cloudtrail,threat_detection_privilege_escalation,cloudtrail.threat_detection_privilege_escalation.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.cloudtrail_threat_detection_privilege_escalation_trail_cloudtrail_threat_detection_privilege_escalation_configured,borderline-look,0.444,42,aws.cloudtrail.threat_detection_privilege_escalation:aws.cloudwatch.log_group.destination_least_privilege,low,"Both rules relate to CloudTrail threat detection for privilege escalation, but the candidate focuses on log group destination permissions while the YAML rule appears broader.",aws.cloudtrail.threat_detection_privilege_escalation:aws.cloudwatch.log_group.destination_least_privilege,medium,"Both focus on threat detection for privilege escalation in CloudTrail, but the candidate targets least privilege for log destinations while the YAML rule is more general.",aws.cloudtrail.threat_detection_enumeration:aws.cloudtrail.trail.alert_destinations_configured(0.44); aws.cloudtrail.threat_detection_llm_jacking:aws.cloudtrail.trail.alert_destinations_configured(0.40); aws.cloudtrail.threat_detection_privilege_escalation:aws.cloudwatch.log_group.destination_least_privilege(0.25); aws.cloudtrail.group.changes:aws.cloudtrail.trail.alert_destinations_configured(0.20); aws.cloudtrail.cloudwatch_logging_enabled:aws.cloudtrail.trail.flow_logs_enabled(0.18),,
aws.cloudwatch.alarm_cpu_utilization_configured.alarm_cloudwatch_alarm_cpu_utilization_configured,cloudwatch,alarm_cpu_utilization_configured,cloudwatch.alarm_cpu_utilization_configured.configuration,configuration_and_change_management,medium,security.configuration.cloudwatch_alarm_cpu_utilization_configured_alarm_cloudwatch_alarm_cpu_utilization_configured,borderline-look,0.4,88,,none,"The config rule is about CPU utilization alarms, but none of the candidates specifically address CPU utilization or general alarm configuration for CPU metrics.",aws.cloudwatch.alarm_cpu_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured,high,"Both rules target CPU utilization alarms in CloudWatch, indicating the same control on the same resource.",aws.cloudwatch.alarm_cpu_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured(0.40); aws.cloudwatch.alarm_memory_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured(0.27); aws.cloudwatch.alarm_configured:aws.cloudwatch.metric.flow_logs_enabled(0.22); aws.cloudwatch.group.not_publicly_accessible:aws.cloudwatch.alarm.alarm_actions_configured(0.22); aws.cloudwatch.log_metric_filter_alarm_configured:aws.cloudwatch.alarm.alarm_actions_configured(0.22),,
aws.cloudwatch.alarm_memory_utilization_configured.alarm_cloudwatch_alarm_memory_utilization_configured,cloudwatch,alarm_memory_utilization_configured,cloudwatch.alarm_memory_utilization_configured.configuration,configuration_and_change_management,medium,security.configuration.cloudwatch_alarm_memory_utilization_configured_alarm_cloudwatch_alarm_memory_utilization_configured,borderline-look,0.4,88,,none,"The YAML rule specifically checks for memory utilization alarms, but none of the candidate rules address memory utilization or similar resource-specific monitoring.",aws.cloudwatch.alarm_memory_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured,high,Candidate directly matches the memory utilization alarm configuration intent.,aws.cloudwatch.alarm_memory_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured(0.40); aws.cloudwatch.alarm_cpu_utilization_configured:aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured(0.27); aws.cloudwatch.alarm_configured:aws.cloudwatch.metric.flow_logs_enabled(0.22); aws.cloudwatch.group.not_publicly_accessible:aws.cloudwatch.alarm.alarm_actions_configured(0.22); aws.cloudwatch.log_metric_filter_alarm_configured:aws.cloudwatch.alarm.alarm_actions_configured(0.22),,
aws.cloudwatch.bucket.policy_changes_configured,cloudwatch,bucket,cloudwatch.bucket.access_control,identity_and_access_management,high,identity_access.least_privilege.cloudwatch_bucket_policy_changes_configured,borderline-look,0.375,88,aws.cloudwatch.bucket.policy_changes:aws.cloudwatch.metric.flow_logs_enabled,low,"Both rules involve CloudWatch bucket policy changes, but the candidate's focus on flow logs suggests only partial overlap with the config rule's access control intent.",cloudwatch.log.metric.filter.for.s3.bucket.policy.changes,medium,"Both rules focus on detecting policy changes for S3 buckets using CloudWatch, though the YAML rule specifies bucket policy changes configured while the candidate is about log metric filters.",cloudwatch.log.metric.filter.for.s3.bucket.policy.changes(0.38); cloudwatch.log.metric.filter.policy.changes(0.33); aws.cloudwatch.metric_filter.iam_policy_change_detected_filter_present(0.25); aws.cloudwatch.bucket.policy_changes:aws.cloudwatch.metric.flow_logs_enabled(0.22); cloudwatch.changes.to.vpcs.alarm.configured(0.17),,
aws.cloudwatch.group.retention_policy_configured,cloudwatch,group,cloudwatch.group.access_control,identity_and_access_management,high,identity_access.least_privilege.cloudwatch_group_retention_policy_configured,borderline-look,0.429,88,aws.cloudwatch.log_group.retention_days_minimum,medium,"Both rules focus on CloudWatch log group retention policies, though the candidate specifies a minimum days requirement while the input rule is about general retention policy configuration.",aws.cloudwatch.log_group.retention_days_minimum,medium,"Both rules focus on retention policy for CloudWatch log groups, though the YAML rule emphasizes configuration while the candidate specifies a minimum days requirement.","cloudwatch.log.group.retention.policy.specific.days.enabled(0.43); aws.cloudwatch.log_group.retention_days_minimum(0.33); cloudwatch.log.group.retention.policy.specific.days.enabled,.s3.bucket.lifecycle.enabled(0.27); aws.cloudwatch.log_group.destination_encrypted(0.17); aws.cloudwatch.metric.logs_retention_days_minimum(0.14)",,
aws.directconnect.virtual_interface_redundancy.directconnect_virtual_interface_redundancy_configured,directconnect,virtual_interface_redundancy,directconnect.virtual_interface_redundancy.configuration,configuration_and_change_management,medium,security.configuration.directconnect_virtual_interface_redundancy_directconnect_virtual_interface_redundancy_configured,borderline-look,0.3,5,,none,"The config rule checks for virtual interface redundancy configuration, while all candidates focus on encryption, tunnel monitoring, or key rotation for connections, with no overlap in control intent.",,none,"No candidate rule addresses virtual interface redundancy configuration, focusing instead on encryption, monitoring, or key rotation.",aws.directconnect.virtual_interface_redundancy:aws.directconnect.connection.ike_phase_encryption_strong(0.30); aws.directconnect.connection_redundancy:aws.directconnect.connection.ike_phase_encryption_strong(0.10); aws.directconnect.connection.ike_phase_encryption_strong(0.00); aws.directconnect.connection.tunnel_health_monitoring_enabled(0.00); aws.directconnect.connection.pre_shared_keys_rotation_policy_defined(0.00),,
aws.docdb.cluster.docdb_cloudwatch_log_export_configured,docdb,cluster,docdb.cluster.logging,logging_monitoring_and_alerting,medium,logging_monitoring.logging.docdb_cluster_docdb_cloudwatch_log_export_configured,borderline-look,0.333,26,aws.docdb.cluster.monitoring_and_alerting_configured,low,"The candidate rule covers monitoring and alerting which is related to logging, but does not specifically address CloudWatch log export configuration for DocumentDB clusters.",aws.documentdb.cluster.cloudwatch_log_export:aws.documentdb.cluster.audit_logging_enabled,high,"Both rules check for CloudWatch log export configuration on DocumentDB clusters, with the candidate explicitly mentioning audit logging which aligns with the logging intent.",aws.documentdb.cluster.cloudwatch_log_export:aws.documentdb.cluster.audit_logging_enabled(0.33); aws.documentdb.cluster.audit_logging_to_cloudwatch_enabled:aws.documentdb.cluster.audit_logging_enabled(0.30); aws.documentdb.cluster.audit_logging_enabled(0.29); aws.documentdb.cluster.storage_encrypted:aws.documentdb.cluster.audit_logging_enabled(0.20); aws.documentdb.cluster.multi_az_enabled:aws.documentdb.cluster.audit_logging_enabled(0.18),,
aws.docdb.cluster.docdb_multi_az_enabled,docdb,cluster,docdb.cluster.configuration,configuration_and_change_management,medium,security.configuration.docdb_cluster_docdb_multi_az_enabled,borderline-look,0.444,26,,none,None of the candidate rules address multi-AZ availability configuration for DocumentDB clusters.,aws.documentdb.cluster.multi_az_enabled:aws.documentdb.cluster.audit_logging_enabled,high,"Both rules check for Multi-AZ deployment on DocumentDB clusters, with the candidate containing the exact 'multi_az_enabled' control.",aws.documentdb.cluster.multi_az_enabled:aws.documentdb.cluster.audit_logging_enabled(0.44); aws.docdb.cluster.iam_authentication_enabled(0.29); aws.documentdb.cluster.deletion_protection_enabled(0.29); aws.documentdb.cluster.audit_logging_enabled(0.29); aws.docdb.cluster.encryption_in_transit_enabled(0.25),,
aws.docdb.cluster.preferred_backup_window_configured,docdb,cluster,docdb.cluster.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.docdb_cluster_preferred_backup_window_configured,borderline-look,0.444,26,,none,"None of the candidate rules address backup window configuration, which is a distinct control from backup retention period or other listed aspects.",aws.documentdb.cluster.preferred_backup_window_configured:aws.documentdb.cluster.audit_logging_enabled,high,Candidate rule_id contains the exact same control for preferred backup window configuration on DocumentDB clusters.,aws.documentdb.cluster.preferred_backup_window_configured:aws.documentdb.cluster.audit_logging_enabled(0.44); aws.docdb.cluster.backup_retention_period_configured(0.33); aws.docdb.cluster.engine_version_check(0.14); aws.docdb.cluster.iam_authentication_enabled(0.14); aws.docdb.cluster.monitoring_and_alerting_configured(0.14),,
aws.dynamodb.resource.dynamodb_autoscaling_enabled,dynamodb,resource,dynamodb.resource.configuration,configuration_and_change_management,medium,security.configuration.dynamodb_resource_dynamodb_autoscaling_enabled,borderline-look,0.375,23,,none,"The config rule checks for DynamoDB autoscaling enabled, but all candidate rules focus on encryption, backup, PITR, or other unrelated controls.",,none,"No candidate rule addresses DynamoDB autoscaling, which is the specific control in the YAML config rule.",aws.dynamodb.autoscaling_enabled:aws.dynamodb.stream.encryption_at_rest_enabled(0.38); aws.dynamodb.encryption_enabled:aws.dynamodb.stream.encryption_at_rest_enabled(0.25); aws.dynamodb.pitr_enabled:aws.dynamodb.global_table.pitr_enabled_where_supported(0.22); aws.dynamodb.cluster.encryption_enabled:aws.dynamodb.stream.encryption_at_rest_enabled(0.22); aws.dynamodb.backup_enabled:aws.dynamodb.stream.encryption_at_rest_enabled(0.22),,
aws.dynamodb.table_protected_by_backup_plan.table_protected_by_backup_plan_configured,dynamodb,table_protected_by_backup_plan,dynamodb.table_protected_by_backup_plan.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.dynamodb_table_protected_by_backup_plan_table_protected_by_backup_plan_configured,borderline-look,0.4,23,,none,"No candidate rule addresses DynamoDB table backup plan protection, focusing instead on unrelated controls like encryption, PITR, RBAC, or network isolation.",,none,No candidate rule addresses DynamoDB table backup plan protection.,aws.dynamodb.table_protected_by_backup_plan:aws.dynamodb.table.rbac_least_privilege(0.40); dynamodb.tables.pitr.enabled(0.14); aws.dynamodb.table.rbac_least_privilege(0.12); dynamodb.tables.kms.cmk.encryption.enabled(0.11); aws.dynamodb.table.private_network_only_where_supported(0.10),,
aws.ebs.volume.backup_configured,ebs,volume,ebs.volume.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.ebs_volume_backup_configured,borderline-look,0.333,12,,none,"The config rule checks for EBS volume backup configuration, but all candidate rules focus on encryption, key management, or snapshot privacy rather than backup configuration.",aws.ebs.volume.backup_configured:aws.ebs.volume.cmk_cmek_configured,high,Exact rule_id match for EBS volume backup configuration control.,aws.ebs.volume.backup_configured:aws.ebs.volume.cmk_cmek_configured(0.33); aws.ebs.volume.cmk_cmek_configured(0.25); aws.ebs.volume.snapshots_encrypted(0.25); aws.ebs.volume.snapshots_not_public(0.20); aws.ebs.volume.encryption_at_rest_enabled(0.17),,
aws.ec2.account.block_public_access_configured,ec2,account,ec2.account.network,network_security_and_connectivity,high,network_security.network_access.ec2_account_block_public_access_configured,borderline-look,0.3,183,,none,"The config rule checks EC2 account-level block public access configuration, while all candidates focus on specific resource-level public access controls like instances, snapshots, or subnets.",aws.ec2.account.block_public_access:aws.ec2.subnet.public_subnets_use_nacl_restrictions,high,Candidate rule_id directly matches the config rule's intent for EC2 account-level block public access.,aws.ec2.account.block_public_access:aws.ec2.subnet.public_subnets_use_nacl_restrictions(0.30); aws.ec2.snapshot.not_public(0.17); ec2.instance.public.ip(0.17); ec2.ebs.public.snapshot(0.17); aws.ec2.instance.no_public_ip_assigned(0.12),,
aws.ec2.instance.iam_role_compliance_configured,ec2,instance,ec2.instance.access_control,identity_and_access_management,high,identity_access.least_privilege.ec2_instance_iam_role_compliance_configured,borderline-look,0.4,183,aws.ec2.spot_instance.instance_profile_least_privilege,medium,"Both rules focus on IAM role/profile least privilege for EC2 instances, though the candidate specifies spot instances while the config rule is general.",aws.ec2.spot_instance.instance_profile_least_privilege,medium,"Both rules focus on IAM role or instance profile least privilege for EC2 instances, though the candidate is specific to spot instances.",aws.ec2.instance.iam_role_compliance_check:aws.ec2.instance.data_volumes_encrypted_cmek(0.40); aws.ec2.instance.imds_hardened(0.17); aws.ec2.instance.vtpm_enabled(0.17); ec2.instance.public.ip(0.17); aws.ec2.instance.secure_boot_enabled(0.14),,
aws.ec2.instance.internet_facing_with_instance_profile_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_internet_facing_with_instance_profile_configured,borderline-look,0.364,183,,none,No candidate rule addresses the specific combination of internet-facing EC2 instances with attached instance profiles.,,none,No candidate rule addresses internet-facing EC2 instances with instance profiles.,aws.ec2.instance.internet_facing_with_instance_profile:aws.ec2.instance.data_volumes_encrypted_cmek(0.36); aws.ec2.spot_instance.instance_profile_least_privilege(0.25); aws.ec2.launch_template.instance_profile_least_privilege(0.22); aws.ec2.auto_scaling_group.instance_profile_least_privilege(0.20); aws.ec2.instance.profile_attached:aws.ec2.instance.data_volumes_encrypted_cmek(0.18),,
aws.ec2.instance.port_elasticsearch_kibana_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_elasticsearch_kibana_exposed_to_internet_configured,borderline-look,0.462,183,aws.ec2.securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601:aws.ec2.instance.security_group_inbound_restricted,medium,"Both rules address Elasticsearch/Kibana ports exposed to the internet, but the candidate focuses on security group ingress while the config rule targets EC2 instance configuration.",aws.ec2.instance.port_elasticsearch_kibana_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek,high,"Both rules target EC2 instances for Elasticsearch/Kibana port exposure to the internet, indicating the same control intent.",aws.ec2.instance.port_elasticsearch_kibana_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.46); aws.ec2.securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601:aws.ec2.instance.security_group_inbound_restricted(0.30); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.29); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.29); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.29),,
aws.ec2.instance.port_kafka_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_kafka_exposed_to_internet_configured,borderline-look,0.417,183,,none,"The config rule checks for Kafka ports exposed to internet, but all candidate rules are about data volume encryption with CMEK, which is completely unrelated to port exposure controls.",aws.ec2.securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092:aws.ec2.instance.security_group_inbound_restricted,medium,"Both rules target Kafka port exposure on EC2 instances, but the candidate focuses on security group ingress while the config rule is broader on instance configuration.",aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.42); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_rdp_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31),,
aws.ec2.instance.port_ldap_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_ldap_exposed_to_internet_configured,borderline-look,0.417,183,,none,None of the candidate rules address LDAP port exposure; they all reference data volume encryption instead.,,none,No candidate rule specifically addresses LDAP port exposure on EC2 instances.,aws.ec2.instance.port_ldap_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.42); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31),,
aws.ec2.instance.port_mysql_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_mysql_exposed_to_internet_configured,borderline-look,0.417,183,,none,None of the candidate rules address MySQL port exposure; they all reference data volume encryption instead.,aws.ec2.securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306:aws.ec2.instance.security_group_inbound_restricted,high,"Both rules check for MySQL port exposure to the internet on EC2 instances, with the candidate focusing on security group ingress.",aws.ec2.instance.port_mysql_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.42); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31),,
