yaml_rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,ai_confidence,ai_reasoning,top_candidate_pool
aws.ec2.instance.port_oracle_exposed_to_internet_configured,ec2,instance,configuration_and_change_management,medium,ec2.instance.configuration,security.configuration.ec2_instance_port_oracle_exposed_to_internet_configured,none,"The YAML rule checks for Oracle ports exposed to internet, but all candidate rules are about data volume encryption with CMEK, which is completely unrelated to port exposure controls.",aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.417); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_rdp_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308)
aws.ec2.instance.port_rdp_exposed_to_internet_configured,ec2,instance,configuration_and_change_management,medium,ec2.instance.configuration,security.configuration.ec2_instance_port_rdp_exposed_to_internet_configured,none,None of the candidate rules address RDP port exposure to the internet; they all reference data volume encryption with CMEK instead.,aws.ec2.instance.port_rdp_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.417); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.308)
aws.ec2.instance.stopped_instances_removed,ec2,instance,configuration_and_change_management,medium,ec2.instance.configuration,security.configuration.ec2_instance_stopped_instances_removed,none,"No candidate rule addresses the removal or management of stopped EC2 instances, which is the focus of the YAML rule.",aws.ec2.stopped_instance:aws.ec2.instance.security_group_inbound_restricted(0.222); aws.ec2.instance.imds_hardened(0.2); aws.ec2.instance.vtpm_enabled(0.2); ec2.instance.public.ip(0.2); aws.ec2.instance.secure_boot_enabled(0.167)
aws.ec2.instance.uses_single_eni_configured,ec2,instance,configuration_and_change_management,medium,ec2.instance.configuration,security.configuration.ec2_instance_uses_single_eni_configured,none,No candidate rule addresses EC2 instance network interface (ENI) configuration or single ENI usage.,aws.ec2.instance.uses_single_eni:aws.ec2.instance.data_volumes_encrypted_cmek(0.3); aws.ec2.spot_instance.uses_approved_launch_template(0.25); aws.ec2.instance.imds_hardened(0.167); aws.ec2.instance.vtpm_enabled(0.167); ec2.instance.public.ip(0.167)
aws.ec2.networkacl.unused_network_acl_configured,ec2,networkacl,network_security_and_connectivity,high,ec2.networkacl.network,network_security.network_access.ec2_networkacl_unused_network_acl_configured,none,"The config rule checks for unused network ACLs, but all candidate rules focus on ACL rule restrictions, endpoint policies, or unrelated resources like key pairs and subnets.",aws.ec2.network_acl.egress_restricted(0.333); aws.ec2.network_acl.endpoint_policies_applied(0.286); aws.ec2.networkacl_allow_ingress_any_port:aws.ec2.network_acl.no_unrestricted_ingress(0.273); aws.ec2.network_acl.no_allow_all_rules(0.25); aws.ec2.network_acl.identity_aware_policies_enabled(0.25)
aws.ec2.transitgateway.auto_cross_account_attachment_disabled,ec2,transitgateway,configuration_and_change_management,medium,ec2.transitgateway.configuration,security.configuration.ec2_transitgateway_auto_cross_account_attachment_disabled,none,"None of the candidate rules address Transit Gateway auto-accept cross-account attachment settings, which is a specific VPC networking control unrelated to the listed compute, security group, or encryption rules.",aws.ec2.transitgateway_auto_accept_vpc_attachments:aws.ec2.instance.security_group_inbound_restricted(0.133); aws.ec2.key_pair.disable_unused_keys(0.111); aws.ec2.instance.ssh_password_auth_disabled(0.1); aws.ec2.auto_scaling_group.volumes_encrypted(0.1); aws.ec2.snapshot.cross_region_copy_encrypted(0.1)
aws.ec2.volume.in_use_configured,ec2,volume,configuration_and_change_management,medium,ec2.volume.configuration,security.configuration.ec2_volume_in_use_configured,none,"The config rule appears to check EC2 volume configuration while in use, but all candidates focus on encryption, snapshots, or launch templates with no semantic overlap.",aws.ec2.volume.in_use:aws.ec2.volume.cmk_cmek_configured(0.286); aws.ec2.volume.cmk_cmek_configured(0.2); aws.ec2.volume.snapshots_encrypted(0.2); aws.ec2.instance.uses_single_eni:aws.ec2.instance.data_volumes_encrypted_cmek(0.2); ec2.ebs.volume.encryption(0.2)
aws.ec2.volume.protected_by_backup_plan_configured,ec2,volume,resilience_and_disaster_recovery,medium,ec2.volume.backup_recovery,resilience.backup_recovery.ec2_volume_protected_by_backup_plan_configured,none,"The config rule checks for EC2 volumes being protected by a backup plan, while all candidates focus on encryption, snapshots, or management, not backup plan configuration.",aws.ec2.volume.protected_by_backup_plan:aws.ec2.volume.cmk_cmek_configured(0.444); aws.ec2.launch_template.root_volume_encrypted_by_default(0.2); aws.ec2.instance.managed_by_ssm:aws.ec2.instance.data_volumes_encrypted_cmek(0.167); aws.ec2.ebs_encryption_by_default_enabled:aws.ec2.launch_template.root_volume_encrypted_by_default(0.154); aws.ec2.volume.cmk_cmek_configured(0.143)
aws.ecr.resource.repository_encryption_enabled,ecr,resource,data_protection_and_privacy,high,ecr.resource.encryption,data_protection.encryption_rest.ecr_resource_repository_encryption_enabled,none,"The config rule checks for encryption on ECR repositories, but all candidate rules focus on image scanning, replication, lifecycle policies, or access controls, not repository encryption.",aws.ecr.repository_encryption_enabled:aws.ecr.repository.image_scanning_enabled(0.429); aws.ecr.repository.image_scanning_enabled(0.4); aws.ecr.image_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.2); aws.ecr.repository_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.2); aws.ecr.replication_configuration.cross_region_encrypted(0.167)
aws.ecs.task_definition_image_source_verification.task_ecs_task_definition_image_source_verification_configured,ecs,task_definition_image_source_verification,configuration_and_change_management,medium,ecs.task_definition_image_source_verification.configuration,security.configuration.ecs_task_definition_image_source_verification_task_ecs_task_definition_image_source_verification_configured,none,"The config rule checks for image source verification on ECS task definitions, but all candidate rules focus on different security controls like read-only filesystems, logging, privileged containers, or public IP assignment.",aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem(0.385); aws.ecs.task_definitions_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25); aws.ecs.task_definition_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25); aws.ecs.task_definitions_logging_block_mode:aws.ecs.container_instance.no_privileged_containers(0.231); aws.ecs.task_sets_assign_public_ip_disabled_check:aws.ecs.container_instance.no_privileged_containers(0.125)
aws.ecs.task_definitions_logging_block_mode.task_definitions_logging_block_mode_configured,ecs,task_definitions_logging_block_mode,logging_monitoring_and_alerting,medium,ecs.task_definitions_logging_block_mode.logging,logging_monitoring.logging.ecs_task_definitions_logging_block_mode_task_definitions_logging_block_mode_configured,none,"The config rule focuses on logging block mode configuration for ECS task definitions, while all candidates address unrelated controls like privileged containers, read-only filesystems, or image verification.",aws.ecs.task_definitions_logging_block_mode:aws.ecs.container_instance.no_privileged_containers(0.364); aws.ecs.task_definitions_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.273); aws.ecs.task_definition_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.273); aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem(0.133); aws.ecs.task_sets_assign_public_ip_disabled_check:aws.ecs.container_instance.no_privileged_containers(0.062)
aws.efs.resource.multi_az_enabled,efs,resource,configuration_and_change_management,medium,efs.resource.configuration,security.configuration.efs_resource_multi_az_enabled,none,"No candidate rule addresses multi-AZ availability for EFS, which is a distinct control from encryption, backups, snapshots, or network access.",aws.efs.multi_az_enabled:aws.efs.file_system.snapshots_enabled(0.375); efs.have.backup.enabled(0.2); aws.efs.file_system.snapshots_enabled(0.167); efs.encryption.at.rest.enabled(0.167); aws.efs.file_system.encryption_at_rest_enabled(0.125)
aws.efs.user.identity_and_root_directory_enforced,efs,user,configuration_and_change_management,medium,efs.user.configuration,security.configuration.efs_user_identity_and_root_directory_enforced,none,"No candidate rule addresses user identity or root directory configuration for EFS, which is the focus of the given rule.",aws.efs.user.identity_and_root_directory_enforced:aws.efs.file_system.snapshots_enabled(0.417); aws.efs.file_system.private_network_only(0.0); aws.efs.file_system.encryption_at_rest_enabled(0.0); aws.efs.file_system.kms_key_policy_least_privilege(0.0); aws.efs.file_system.snapshots_enabled(0.0)
aws.eip.address.address_enabled,eip,address,configuration_and_change_management,medium,eip.address.configuration,security.configuration.eip_address_address_enabled,none,"The YAML rule is about EIP address configuration, but all candidates are unrelated services like Access Analyzer, Security Hub, Config, GuardDuty, API Gateway, Network Firewall, ELB, EC2, or Cost Explorer.",aws.accessanalyzer.enabled(0.5); securityhub.enabled(0.5); aws.config.configuration_recorder.enabled(0.333); aws.config.configuration_recorder.enabled(0.333); aws.guardduty.detector.detectors_enabled(0.333)
aws.eks.api.cluster_required_allowlist_for_namespace_services,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_cluster_required_allowlist_for_namespace_services,none,"The config rule requires an allowlist for namespace services, but none of the candidate rules address service allowlisting or network policies in EKS.",aws.eks.cluster.default_service_account_automount_disabled(0.182); aws.eks.cluster.service_account_token_signing_enabled(0.182); aws.eks.cluster.profiling_disabled(0.111); aws.eks.cluster.audit_logging_enabled(0.1); aws.eks.cluster.anonymous_auth_disabled(0.1)
aws.eks.api.default_deny_egress_per_namespace_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_default_deny_egress_per_namespace_configured,none,"The YAML rule checks for default deny egress per namespace configuration in EKS API, but none of the candidate rules address network policies, egress controls, or namespace-level security configurations.",aws.eks.cluster.default_service_account_automount_disabled(0.091); aws.eks.node_group.protect_kernel_defaults_enabled(0.091); aws.eks.fargate_profile.protect_kernel_defaults_enabled(0.091); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0)
aws.eks.api.default_deny_ingress_per_namespace_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_default_deny_ingress_per_namespace_configured,none,No candidate rule addresses EKS API server default deny ingress configuration per namespace.,aws.eks.cluster.default_service_account_automount_disabled(0.091); aws.eks.node_group.protect_kernel_defaults_enabled(0.091); aws.eks.fargate_profile.protect_kernel_defaults_enabled(0.091); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0)
aws.eks.api.dns_and_metrics_from_approved_sources_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_dns_and_metrics_from_approved_sources_configured,none,"No candidate rule addresses DNS and metrics sources for EKS API, which is a specific configuration control not covered by the listed add-on, logging, endpoint, or node group rules.",aws.eks.addon.from_trusted_channel(0.1); aws.eks.addon.version_pinned_and_supported(0.091); aws.eks.kubelet_event_record_qps_check:aws.eks.addon.version_pinned_and_supported(0.059); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0)
aws.eks.api.drop_net_raw_and_reduce_caps_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_drop_net_raw_and_reduce_caps_configured,none,No candidate rule addresses EKS API server security configuration for dropping NET_RAW capability and reducing capabilities.,aws.eks.addon.version_pinned_and_supported(0.091); aws.eks.kubelet_event_record_qps_check:aws.eks.addon.version_pinned_and_supported(0.059); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0); aws.eks.cluster.default_service_account_automount_disabled(0.0)
aws.eks.api.env_no_plaintext_secrets_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_env_no_plaintext_secrets_configured,none,"The config rule checks for plaintext secrets in EKS API environment configurations, but no candidate rule addresses secrets in environment variables or API configurations.",aws.eks.addon.no_privileged_permissions(0.125); aws.eks.node_group.nodes_no_public_ip(0.111); aws.eks.nodegroup.nodes_no_public_ip(0.111); aws.eks.cluster.secrets_encryption_kms_cmk:aws.eks.cluster.secrets_encryption_kms_enabled(0.091); eks.cluster.kms.cmk.encryption.in.secrets.enabled(0.091)
aws.eks.api.host_network_pid_ipc_disabled,eks,api,network_security_and_connectivity,high,eks.api.network,network_security.network_access.eks_api_host_network_pid_ipc_disabled,none,"The config rule checks for disabling hostNetwork, hostPID, and hostIPC in EKS pod specs, but no candidate rules address these specific Kubernetes pod security settings.",aws.eks.cluster.profiling_disabled(0.125); aws.eks.cluster.anonymous_auth_disabled(0.111); aws.eks.node_group.anonymous_auth_disabled(0.1); aws.eks.fargate_profile.anonymous_auth_disabled(0.1); aws.eks.cluster.default_service_account_automount_disabled(0.091)
aws.eks.api.image_registry_allowlist_enforced,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_image_registry_allowlist_enforced,none,"None of the candidate rules address EKS API image registry allowlist enforcement, which is a specific security control for restricting container image sources.",aws.eks.cluster.admission_psa_enforce_mode(0.111); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0); aws.eks.cluster.default_service_account_automount_disabled(0.0); aws.eks.node_group.nodes_no_public_ip(0.0)
aws.eks.api.image_signature_verification_enabled,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_image_signature_verification_enabled,none,"None of the candidate rules address image signature verification for EKS API configuration, which is a distinct security control.",aws.eks.cluster.audit_logging_enabled(0.125); aws.eks.nodegroup.disk_encryption_enabled(0.125); aws.eks.nodegroup.workload_identity_enabled(0.125); aws.eks.fargate_profile.logging_enabled(0.125); aws.eks.cluster.secure_port_enabled(0.125)
aws.eks.api.kube_system_services_not_public_configured,eks,api,network_security_and_connectivity,high,eks.api.network,network_security.network_access.eks_api_kube_system_services_not_public_configured,none,"The config rule checks for EKS API kube-system services not being publicly configured, while all candidates address unrelated controls like node group settings, cluster configurations, or addon management.",aws.eks.node_group.nodes_no_public_ip(0.1); aws.eks.nodegroup.nodes_no_public_ip(0.1); aws.eks.cluster.default_service_account_automount_disabled(0.091); aws.eks.cluster.service_account_token_signing_enabled(0.091); aws.eks.cluster.audit_logging_enabled(0.0)
aws.eks.api.no_cluster_admin_to_authenticated_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_no_cluster_admin_to_authenticated_configured,none,"The config rule checks for cluster-admin role binding to authenticated users, which is not covered by any candidate rules focusing on authentication, logging, encryption, or other EKS security controls.",aws.eks.cluster.profiling_disabled(0.125); aws.eks.cluster.audit_logging_enabled(0.111); aws.eks.addon.no_privileged_permissions(0.111); aws.eks.cluster.anonymous_auth_disabled(0.111); aws.eks.cluster.secure_port_enabled(0.111)
aws.eks.api.no_hostpath_mounts_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_no_hostpath_mounts_configured,none,"The config rule checks for hostPath mounts in EKS API configuration, but none of the candidate rules address hostPath mounts or similar volume security controls.",aws.eks.addon.no_privileged_permissions(0.143); aws.eks.node_group.nodes_no_public_ip(0.125); aws.eks.nodegroup.nodes_no_public_ip(0.125); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0)
aws.eks.api.privilege_escalation_denied_configured,eks,api,identity_and_access_management,high,eks.api.access_control,identity_access.least_privilege.eks_api_privilege_escalation_denied_configured,none,"The config rule focuses on EKS API privilege escalation prevention, while all candidates address different EKS controls like Fargate roles, logging, networking, or node security.",aws.eks.fargate_profile.execution_role_least_privilege(0.111); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0); aws.eks.cluster.default_service_account_automount_disabled(0.0); aws.eks.node_group.nodes_no_public_ip(0.0)
aws.eks.api.read_only_root_filesystem_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_read_only_root_filesystem_configured,none,No candidate rule addresses read-only root filesystem configuration for EKS API resources.,aws.eks.node_group.read_only_port_disabled(0.222); aws.eks.fargate_profile.read_only_port_disabled(0.222); aws.eks.node_kubelet_read_only_port_check:aws.eks.node_group.read_only_port_disabled(0.167); aws.eks.fargate_profile.private_subnets_only(0.111); aws.eks.cluster.audit_logging_enabled(0.0)
aws.eks.api.seccomp_profile_runtime_default_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_seccomp_profile_runtime_default_configured,none,"The config rule checks for seccomp profile configuration on EKS API, but all candidate rules focus on different security controls like logging, networking, or authentication without addressing seccomp profiles.",aws.eks.fargate_profile.protect_kernel_defaults_enabled(0.222); aws.eks.fargate_profile.logging_enabled(0.125); aws.eks.fargate_profile.private_subnets_only(0.111); aws.eks.fargate_profile.anonymous_auth_disabled(0.111); aws.eks.cluster.default_service_account_automount_disabled(0.1)
aws.eks.api.type_loadbalancer_internal_only_where_required,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_type_loadbalancer_internal_only_where_required,none,"The config rule checks for internal load balancer usage in EKS API configurations, but no candidate rules address load balancer types or network access controls for EKS services.",aws.eks.fargate_profile.private_subnets_only(0.091); aws.eks.node_group.read_only_port_disabled(0.083); aws.eks.fargate_profile.read_only_port_disabled(0.083); aws.eks.node_kubelet_read_only_port_check:aws.eks.node_group.read_only_port_disabled(0.067); aws.eks.control_plane_logging_all_types_enabled:aws.eks.cluster.private_control_plane_endpoint_enabled(0.059)
aws.eks.certificate.monitored,eks,certificate,logging_monitoring_and_alerting,medium,eks.certificate.logging,logging_monitoring.monitoring.eks_certificate_monitored,none,"No candidate rule addresses monitoring of EKS certificates, which is the specific control in the YAML rule.",aws.eks.certificate.check:aws.eks.cluster.client_cert_auth_enabled(0.111); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0); aws.eks.cluster.default_service_account_automount_disabled(0.0); aws.eks.node_group.nodes_no_public_ip(0.0)
aws.elasticache.backupretention.backup_retention_configured,elasticache,backupretention,resilience_and_disaster_recovery,medium,elasticache.backupretention.backup_recovery,resilience.backup_recovery.elasticache_backupretention_backup_retention_configured,none,"None of the candidate rules address backup retention configuration for ElastiCache, which is the specific control in the YAML rule.",aws.elasticache.backup_retention:aws.elasticache.cluster.audit_logging_enabled(0.111); aws.elasticache.cluster.encryption_at_rest_cmek(0.0); aws.elasticache.cluster.private_networking_enforced(0.0); aws.elasticache.cluster.deletion_protection_enabled(0.0); aws.elasticache.cluster.audit_logging_enabled(0.0)
aws.elasticbeanstalk.application_version.elasticbeanstalk_immutability_enabled,elasticbeanstalk,application_version,configuration_and_change_management,medium,elasticbeanstalk.application_version.configuration,security.configuration.elasticbeanstalk_application_version_elasticbeanstalk_immutability_enabled,none,"The config rule checks for Elastic Beanstalk application version immutability, while all candidates focus on managed updates or CloudWatch logging, which are unrelated controls.",aws.elasticbeanstalk.managed_updates_enabled(0.143); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled(0.125); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled:nan(0.0); aws.elasticbeanstalk.managed_updates_enabled:nan(0.0)
aws.elasticbeanstalk.environment.env_secrets_from_vault_only_configured,elasticbeanstalk,environment,configuration_and_change_management,medium,elasticbeanstalk.environment.configuration,security.configuration.elasticbeanstalk_environment_env_secrets_from_vault_only_configured,none,"The config rule focuses on secrets management from a vault, while all candidates are about logging or managed updates, with no semantic overlap.",aws.elasticbeanstalk.environment_cloudwatch_logging_enabled(0.111); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled:nan(0.111); aws.elasticbeanstalk.managed_updates_enabled(0.0); aws.elasticbeanstalk.managed_updates_enabled:nan(0.0)
aws.elasticbeanstalk.environment.private_networking_enforced,elasticbeanstalk,environment,network_security_and_connectivity,high,elasticbeanstalk.environment.network,network_security.network_access.elasticbeanstalk_environment_private_networking_enforced,none,None of the candidate rules address network security or private networking for Elastic Beanstalk environments.,aws.elasticbeanstalk.environment_cloudwatch_logging_enabled(0.143); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled:nan(0.143); aws.elasticbeanstalk.managed_updates_enabled(0.0); aws.elasticbeanstalk.managed_updates_enabled:nan(0.0)
aws.elasticbeanstalk.environment.tls_min_1_2_enforced,elasticbeanstalk,environment,data_protection_and_privacy,high,elasticbeanstalk.environment.encryption,data_protection.encryption_transit.elasticbeanstalk_environment_tls_min_1_2_enforced,none,"The config rule enforces TLS 1.2+ for Elastic Beanstalk environments, but all candidates only cover CloudWatch logging or managed updates, which are unrelated to TLS encryption.",aws.elasticbeanstalk.environment_cloudwatch_logging_enabled(0.111); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled:nan(0.111); aws.elasticbeanstalk.managed_updates_enabled(0.0); aws.elasticbeanstalk.managed_updates_enabled:nan(0.0)
aws.elb.internetfacing.elb_internet_facing_configured,elb,internetfacing,configuration_and_change_management,medium,elb.internetfacing.configuration,security.configuration.elb_internetfacing_elb_internet_facing_configured,none,"No candidate rule addresses internet-facing ELB configuration, which is the specific control being asserted.",aws.elb.internet_facing:aws.elb.load_balancer.waf_attached_where_supported(0.182); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.091); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.091); aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.071); aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2(0.071)
aws.elb.isinmultipleaz.elb_is_in_multiple_az_configured,elb,isinmultipleaz,configuration_and_change_management,medium,elb.isinmultipleaz.configuration,security.configuration.elb_isinmultipleaz_elb_is_in_multiple_az_configured,none,"No candidate rule addresses ELB multi-AZ configuration, which is the specific control being asserted.",aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.308); aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.25); aws.elbv2.target_group.targets_in_private_subnets(0.1); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.077); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.077)
aws.elbv2.alb_https_redirect.elbv2_alb_https_redirect_configured,elbv2,alb_https_redirect,configuration_and_change_management,medium,elbv2.alb_https_redirect.configuration,security.configuration.elbv2_alb_https_redirect_elbv2_alb_https_redirect_configured,none,"The config rule checks for HTTPS redirect configuration on ALBs, but none of the candidate rules address redirect functionality or HTTP-to-HTTPS enforcement.",aws.elbv2.alb_https_redirect:aws.elbv2.target_group.targets_in_private_subnets(0.3); aws.elbv2.deletion_protection:aws.elbv2.load_balancer.deletion_protection_enabled(0.1); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.091); aws.elbv2.waf_acl_attached:aws.elbv2.load_balancer.waf_attached_where_supported(0.083); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.083)
aws.elbv2.internetfacing.elbv2_internet_facing_configured,elbv2,internetfacing,configuration_and_change_management,medium,elbv2.internetfacing.configuration,security.configuration.elbv2_internetfacing_elbv2_internet_facing_configured,none,"None of the candidate rules address internet-facing configuration of ELBv2 load balancers, which is the specific control being asserted.",aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.2); aws.elbv2.deletion_protection:aws.elbv2.load_balancer.deletion_protection_enabled(0.1); aws.elbv2.waf_acl_attached:aws.elbv2.load_balancer.waf_attached_where_supported(0.083); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.083); aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.083)
aws.elbv2.isinmultipleaz.elbv2_is_in_multiple_az_configured,elbv2,isinmultipleaz,configuration_and_change_management,medium,elbv2.isinmultipleaz.configuration,security.configuration.elbv2_isinmultipleaz_elbv2_is_in_multiple_az_configured,none,None of the candidate rules address the specific control of ensuring ELBv2 load balancers are deployed across multiple availability zones.,aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.364); aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.214); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.167); aws.elbv2.alb_https_redirect:aws.elbv2.target_group.targets_in_private_subnets(0.154); aws.elbv2.target_group.targets_in_private_subnets(0.1)
aws.glue.data_catalogs_not_publicly_accessible.data_catalogs_not_publicly_accessible_configured,glue,data_catalogs_not_publicly_accessible,logging_monitoring_and_alerting,medium,glue.data_catalogs_not_publicly_accessible.logging,logging_monitoring.logging.glue_data_catalogs_not_publicly_accessible_data_catalogs_not_publicly_accessible_configured,none,"The config rule checks for public accessibility of Glue Data Catalogs, while all candidates focus on encryption, logging, RBAC, or data lineage without addressing public access restrictions.",aws.glue.data_catalogs_not_publicly_accessible:aws.glue.data_quality_ruleset.run_metadata_logging_enabled(0.308); aws.glue.partition.catalog_encrypted(0.143); aws.glue.catalog.store_encrypted(0.143); aws.glue.data_catalogs_metadata_encryption_enabled:aws.glue.data_quality_ruleset.run_metadata_logging_enabled(0.143); aws.glue.catalog.metadata_encryption_enabled(0.125)
aws.glue.devendpoint.encryption_at_rest_enabled,glue,devendpoint,data_protection_and_privacy,high,glue.devendpoint.encryption,data_protection.encryption_rest.glue_devendpoint_encryption_at_rest_enabled,none,"No candidate rule specifically addresses encryption at rest for Glue development endpoints, which is the exact technical control in the config rule.",aws.glue.table.s3_encrypted_at_rest(0.429); aws.glue.data_quality_ruleset.encrypted_at_rest(0.375); aws.glue.catalog.metadata_encryption_enabled(0.286); aws.glue.database.metadata_encryption_enabled(0.286); aws.glue.workflow.kms_encryption_enabled(0.286)
aws.guardduty.centrally_managed.guardduty_centrally_managed_configured,guardduty,centrally_managed,configuration_and_change_management,medium,guardduty.centrally_managed.configuration,security.configuration.guardduty_centrally_managed_guardduty_centrally_managed_configured,none,"The config rule checks for centrally managed GuardDuty configuration, but all candidates focus on different aspects like detectors, findings, IP sets, or custom identifiers without addressing central management.",aws.guardduty.centrally_managed:aws.guardduty.custom_identifier.source_trusted(0.25); aws.guardduty.security_center_enabled:aws.guardduty.detector.detectors_enabled(0.125); aws.guardduty.enabled:aws.guardduty.detector.enabled_in_all_regions(0.111); aws.guardduty.no_high_severity_findings:aws.guardduty.custom_identifier.source_trusted(0.091); aws.guardduty.finding.reports_storage_encrypted(0.0)
aws.iam.access_analyzer_active_status_all_regions.access_analyzer_active_status_all_regions_configured,iam,access_analyzer_active_status_all_regions,configuration_and_change_management,medium,iam.access_analyzer_active_status_all_regions.configuration,security.configuration.iam_access_analyzer_active_status_all_regions_access_analyzer_active_status_all_regions_configured,none,"The config rule checks for IAM Access Analyzer active status across all regions, but none of the candidate rules address Access Analyzer configuration or monitoring.",aws.iam.access_analyzer_active_status_all_regions:aws.iam.instance_profile.role_policies_least_privilege(0.357); aws.iam.access_analyzer_external_access_enabled_all_regions:aws.iam.instance_profile.role_policies_least_privilege(0.188); aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.111); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.111); iam.user.console.access.unused(0.111)
