Control_ID,Title,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
CM-8(7),System Component Inventory - System component inventory | centralized repository provide a centralized reposi,manual,,,,,,,0
CM-8(8),System Component Inventory - System component inventory | automated location tracking support the tracking of,manual,,,,,,,0
CM-8(9),System Component Inventory - ) . automated mechanisms can be implemented in systems or in,manual,,,,,,,0
CM-8(9),System Component Inventory - System component inventory | assignment of components to systems (a) assign syst,manual,,,,,,,0
CM-8-a,System Component Inventory - Develop and document an inventory...,automated,ec2_instance_managed_by_ssm; ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-8-b,System Component Inventory - Review and update the system...,automated,ec2_instance_managed_by_ssm; ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-9(1),Configuration Management Plan - Configuration management plan | assignment of responsibility assign responsibili,manual,,,,,,,0
CM-9-a,"Configuration Management Plan - Addresses roles, responsibilities, and configuration...",manual,,,,,,,0
CM-9-b,Configuration Management Plan - Establishes a process for identifying...,automated,cloudtrail_multi_region_enabled; cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; cloudtrail_cloudwatch_logging_enabled; cloudtrail_kms_encryption_enabled; cloudtrail_log_file_validation_enabled; ec2_ebs_volume_encryption; ec2_ebs_default_encryption; iam_password_policy_minimum_length_14; iam_policy_attached_only_to_group_or_roles,azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_active_directory_password_policy_minimum_length_14; azure_active_directory_policy_attached_only_to_group_or_roles,gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_iam_password_policy_minimum_length_14; gcp_iam_policy_attached_only_to_group_or_roles,oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_identity_password_policy_minimum_length_14; oracle_identity_policy_attached_only_to_group_or_roles,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_iam_password_policy_minimum_length_14; ibm_iam_policy_attached_only_to_group_or_roles,alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_ram_password_policy_minimum_length_14; alicloud_ram_policy_attached_only_to_group_or_roles,60
CM-9-c,Configuration Management Plan - Defines the configuration items for...,manual,,,,,,,0
CM-9-d,Configuration Management Plan - Is reviewed and approved by...,manual,,,,,,,0
CM-9-e,Configuration Management Plan - Protects the configuration management plan...,manual,,,,,,,0
CM-10(1),Software Usage Restrictions - Software usage restrictions | open - source software establish the following res,manual,,,,,,,0
CM-10-a,Software Usage Restrictions - Use software and associated documentation...,manual,,,,,,,0
CM-10-b,Software Usage Restrictions - Track the use of software...,manual,,,,,,,0
CM-10-c,Software Usage Restrictions - Control and document the use...,manual,,,,,,,0
CM-11(1),User-Installed Software - User - installed software | alerts for unauthorized installations [withdrawn,manual,,,,,,,0
CM-11(2),User-Installed Software - User - installed software | software installation with privileged status allow u,manual,,,,,,,0
CM-11(3),User-Installed Software - .],manual,,,,,,,0
CM-11(3),"User-Installed Software - User - installed software | automated enforcement and monitoring nist sp 800-53,",manual,,,,,,,0
CM-11-a,User-Installed Software - Establish [ assignment: organization-defined policies...,manual,,,,,,,0
CM-11-b,User-Installed Software - Enforce software installation policies through...,manual,,,,,,,0
CM-11-c,User-Installed Software - Monitor policy compliance [ assignment:...,manual,,,,,,,0
CM-12(1),Information Location - Information location | automated tools to support information location use autom,manual,,,,,,,0
CM-12-a,Information Location - Identify and document the location...,manual,,,,,,,0
CM-12-b,Information Location - Identify and document the users...,automated,iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
CM-12-c,Information Location - Document changes to the location...,manual,,,,,,,0
CM-13,Data Action Mapping,manual,,,,,,,0
CM-14,Signed Components,manual,,,,,,,0
CP-1-a,"Policy And Procedures - Develop, document, and disseminate to...",manual,,,,,,,0
CP-1-b,Policy And Procedures - Designate an [ assignment: organization-defined...,manual,,,,,,,0
CP-1-c,Policy And Procedures - Review and update the current...,manual,,,,,,,0
CP-2(1),Contingency Plan - Contingency plan | coordinate with related plans coordinate contingency plan dev,manual,,,,,,,0
CP-2(2),Contingency Plan - Contingency plan | capacity planning conduct capacity planning so that necessary,manual,,,,,,,0
CP-2(3),Contingency Plan - Contingency plan | resume mission and business functions plan for the resumption,manual,,,,,,,0
CP-2(3),Contingency Plan - .],manual,,,,,,,0
CP-2(4),Contingency Plan - Contingency plan | resume all mission and business functions [withdrawn,manual,,,,,,,0
CP-2(5),Contingency Plan - Contingency plan | continue mission and business functions plan for the continua,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; elbv2_deletion_protection; rds_instance_backup_enabled; rds_instance_deletion_protection; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_load_balancer_deletion_protection; azure_sql_instance_backup_enabled; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_load_balancing_deletion_protection; gcp_sql_instance_backup_enabled; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_load_balancer_deletion_protection; oracle_database_instance_backup_enabled; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_load_balancer_deletion_protection; ibm_databases_instance_backup_enabled; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_alb_deletion_protection; alicloud_rds_instance_backup_enabled; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,48
CP-2(6),"Contingency Plan - Contingency plan | alternate processing and storage sites nist sp 800-53, r ev",automated,rds_instance_multi_az,azure_sql_instance_multi_az,gcp_sql_instance_multi_az,oracle_database_instance_multi_az,ibm_databases_instance_multi_az,alicloud_rds_instance_multi_az,6
CP-2(7),Contingency Plan - Contingency plan | coordinate with external service providers coordinate the con,manual,,,,,,,0
CP-2(7),Contingency Plan - A s a control enhancement,manual,,,,,,,0
CP-2(8),Contingency Plan - Contingency plan | identify critical assets identify critical system assets supp,manual,,,,,,,0
CP-2-a,Contingency Plan - Develop a contingency plan for...,automated,elbv2_deletion_protection; rds_instance_deletion_protection; rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2-b,Contingency Plan - Distribute copies of the contingency...,manual,,,,,,,0
CP-2-c,Contingency Plan - Coordinate contingency planning activities with...,manual,,,,,,,0
CP-2-d,Contingency Plan - Review the contingency plan for...,automated,elbv2_deletion_protection; rds_instance_deletion_protection; rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2-e,Contingency Plan - Update the contingency plan to...,automated,elbv2_deletion_protection; rds_instance_deletion_protection; rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2-f,Contingency Plan - Communicate contingency plan changes to...,manual,,,,,,,0
CP-2-g,Contingency Plan - Incorporate lessons learned from contingency...,manual,,,,,,,0
CP-2-h,Contingency Plan - Protect the contingency plan from...,manual,,,,,,,0
CP-3(1),Contingency Training - Contingency training | simulated events incorporate simulated events into contin,manual,,,,,,,0
CP-3(2),Contingency Training - Contingency training | mechanisms used in training environments employ mechanism,manual,,,,,,,0
CP-3-a,Contingency Training - Provide contingency training to system...,manual,,,,,,,0
CP-3-b,Contingency Training - Review and update contingency training...,manual,,,,,,,0
CP-4(1),Contingency Plan Testing - Contingency plan testing | coordinate with related plans coordinate contingency,manual,,,,,,,0
CP-4(2),Contingency Plan Testing - Contingency plan testing | alternate processing site test the contingency plan a,manual,,,,,,,0
CP-4(3),Contingency Plan Testing - Contingency plan testing | automated testing test the contingency plan using [ a,manual,,,,,,,0
CP-4(4),Contingency Plan Testing - Contingency plan testing | full recovery and reconstitution include a full recov,manual,,,,,,,0
CP-4(5),Contingency Plan Testing - Contingency plan testing | self - challenge employ [ assignment,manual,,,,,,,0
CP-4-a,Contingency Plan Testing - Test the contingency plan for...,manual,,,,,,,0
CP-4-b,Contingency Plan Testing - Review the contingency plan test...,manual,,,,,,,0
CP-4-c,"Contingency Plan Testing - Initiate corrective actions, if needed.",manual,,,,,,,0
CP-6(1),Alternate Storage Site - Alternate storage site | separation from primary site identify an alternate stor,automated,efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
CP-6(2),Alternate Storage Site - Alternate storage site | recovery time and recovery point objectives configure t,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_sql_instance_multi_az; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_sql_instance_multi_az; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_databases_instance_multi_az; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_rds_instance_multi_az; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,36
CP-6(3),Alternate Storage Site - Alternate storage site | accessibility identify potential accessibility problems,manual,,,,,,,0
CP-6-a,"Alternate Storage Site - Establish an alternate storage site,...",automated,efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
CP-6-b,Alternate Storage Site - Ensure that the alternate storage...,manual,,,,,,,0
CP-7(1),Alternate Processing Site - Alternate processing site | separation from primary site identify an alternate p,manual,,,,,,,0
CP-7(2),Alternate Processing Site - Alternate processing site | accessibility identify potential accessibility probl,manual,,,,,,,0
CP-7(3),Alternate Processing Site - Alternate processing site | priority of service develop alternate processing sit,manual,,,,,,,0
CP-7(4),Alternate Processing Site - Alternate processing site | preparation for use prepare the alternate processing,manual,,,,,,,0
CP-7(5),Alternate Processing Site - Alternate processing site | equivalent information security safeguards [withdraw,manual,,,,,,,0
CP-7(6),Alternate Processing Site - Alternate processing site | inability to return to primary site plan and prepare,manual,,,,,,,0
CP-7-a,"Alternate Processing Site - Establish an alternate processing site,...",manual,,,,,,,0
CP-7-b,Alternate Processing Site - Make available at the alternate...,manual,,,,,,,0
CP-7-c,Alternate Processing Site - Provide controls at the alternate...,manual,,,,,,,0
CP-8(1),Telecommunications Services - Telecommunications services | priority of service provisions (a) develop primary,manual,,,,,,,0
CP-8(2),Telecommunications Services - Telecommunications services | single points of failure obtain alternate telecomm,manual,,,,,,,0
CP-8(3),Telecommunications Services - Telecommunications services | separation of primary and alternate providers obta,manual,,,,,,,0
CP-8(4),Telecommunications Services - Telecommunications services | provider contingency plan (a) require primary and,manual,,,,,,,0
CP-8(5),Telecommunications Services - Telecommunications services | alternate telecommunication service testing test a,manual,,,,,,,0
CP-9(1),System Backup - System backup | testing for reliability and integrity test backup information [,manual,,,,,,,0
CP-9(2),System Backup - System backup | test restoration using sampling use a sample of backup informati,manual,,,,,,,0
CP-9(3),System Backup - System backup | separate storage for critical information store backup copies of,manual,,,,,,,0
CP-9(4),System Backup - System backup | protection from unauthorized modification [withdrawn,manual,,,,,,,0
CP-9(5),System Backup - System backup | transfer to alternate storage site transfer system backup inform,manual,,,,,,,0
CP-9(6),System Backup - System backup | redundant secondary system conduct system backup by maintaining,manual,,,,,,,0
CP-9(7),System Backup - System backup | dual authorization for deletion or destruction enforce dual auth,manual,,,,,,,0
CP-9(8),System Backup - System backup | cryptographic protection implement cryptographic mechanisms to p,automated,rds_instance_storage_encrypted; s3_bucket_default_encryption,azure_sql_instance_storage_encrypted; azure_storage_bucket_default_encryption,gcp_sql_instance_storage_encrypted; gcp_storage_bucket_default_encryption,oracle_database_instance_storage_encrypted; oracle_object_storage_bucket_default_encryption,ibm_databases_instance_storage_encrypted; ibm_cos_bucket_default_encryption,alicloud_rds_instance_storage_encrypted; alicloud_oss_bucket_default_encryption,12
CP-9-a,System Backup - Conduct backups of user-level information...,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; redshift_cluster_automatic_upgrades; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning,36
CP-9-b,System Backup - Conduct backups of system-level information...,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; redshift_cluster_automatic_upgrades; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning,36
CP-9-c,"System Backup - Conduct backups of system documentation,...",automated,efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; dynamodb_tables_pitr_enabled; redshift_cluster_automatic_upgrades; s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_cosmos_db_tables_pitr_enabled; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_firestore_tables_pitr_enabled; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_nosql_tables_pitr_enabled; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cloudant_tables_pitr_enabled; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_tablestore_tables_pitr_enabled; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning,36
CP-9-d,"System Backup - Protect the confidentiality, integrity, and...",automated,cloudtrail_kms_encryption_enabled; ec2_ebs_volume_encryption; ec2_ebs_default_encryption; efs_encryption_at_rest_enabled; opensearch_service_domains_encryption_at_rest_enabled; cloudwatch_log_group_kms_encryption_enabled; rds_instance_storage_encrypted; redshift_cluster_audit_logging; s3_bucket_default_encryption; sagemaker_notebook_instance_encryption_enabled,azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,60
CP-10(1),System Recovery And Reconstitution - System recovery and reconstitution | contingency plan testing [withdrawn,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_sql_instance_multi_az; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_sql_instance_multi_az; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_databases_instance_multi_az; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_rds_instance_multi_az; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,36
CP-10(2),System Recovery And Reconstitution - System recovery and reconstitution | transaction recovery implement transaction,automated,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,30
