id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references
6.1.1,gcp_1_6_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/passwd are configured,The /etc/passwd file contains user account information that is used by many system utilities and therefore must be readable for these utilities to operate.,"It is critical to ensure that the /etc/passwd file is protected from unauthorized write access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.",Run the following command and verify Uid and Gid are both 0/root and Access is 644 : # stat /etc/passwd Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),Run the following command to set permissions on /etc/passwd : # chown root:root /etc/passwd # chmod 644 /etc/passwd,,,
6.1.2,gcp_1_6_1_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/shadow are configured,"The /etc/shadow file is used to store the information about user accounts that is critical to the security of those accounts, such as the hashed password and other security information.","If attackers can gain read access to the /etc/shadow file, they can easily run a password cracking program against the hashed password to break it. Other security information that is stored in the /etc/shadow file (such as expiration) could also be useful to subvert the user accounts.","Run the following command and verify verify Uid is 0/root, Gid is 0/root or <gid>/shadow, and Access is 640 or more restrictive: # stat /etc/shadow Access: (0640/-rw-r-----)  Uid: (    0/    root)   Gid: (    0/    root)","Run the one of the following chown commands as appropriate and the chmod to set permissions on /etc/shadow : # chown root:root /etc/shadow # chown root:shadow /etc/shadow # chmod o-rwx,g-wx /etc/shadow",,,
6.1.3,gcp_1_6_1_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/group are configured,The /etc/group file contains a list of all the valid groups defined in the system. The command below allows read/write access for root and read access for everyone else.,"The /etc/group file needs to be protected from unauthorized changes by non- privileged users, but needs to be readable as this information is used with many non- privileged programs.",Run the following command and verify Uid and Gid are both 0/root and Access is 644 : # stat /etc/group Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),Run the following command to set permissions on /etc/group : # chown root:root /etc/group # chmod 644 /etc/group,,,
6.1.4,gcp_1_6_1_4,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/gshadow are configured,"The /etc/gshadow file is used to store the information about groups that is critical to the security of those accounts, such as the hashed password and other security information.","If attackers can gain read access to the /etc/gshadow file, they can easily run a password cracking program against the hashed password to break it. Other security information that is stored in the /etc/gshadow file (such as group administrators) could also be useful to subvert the group.","Run the following command and verify Uid is 0/root, Gid is 0/root or <gid>/shadow, and Access is 640 or more restrictive: # stat /etc/gshadow Access: (0640/-rw-r-----)  Uid: (    0/    root)   Gid: (    0/    root)","Run the one of the following chown commands as appropriate and the chmod to set permissions on /etc/gshadow : # chown root:root /etc/gshadow # chown root:shadow /etc/gshadow # chmod o-rwx,g-rw /etc/gshadow",,,
6.1.5,gcp_1_6_1_5,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/passwd- are configured,The /etc/passwd- file contains backup user account information.,"It is critical to ensure that the /etc/passwd- file is protected from unauthorized access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.",Run the following command and verify Uid and Gid are both 0/root and Access is 644 or more restrictive: # stat /etc/passwd- Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),"Run the following command to set permissions on /etc/passwd- : # chown root:root /etc/passwd- # chmod u-x,go-wx /etc/passwd-",,,
6.1.6,gcp_1_6_1_6,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/shadow- are configured,"The /etc/shadow- file is used to store backup information about user accounts that is critical to the security of those accounts, such as the hashed password and other security information.","It is critical to ensure that the /etc/shadow- file is protected from unauthorized access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.","Run the following command and verify verify Uid is 0/root, Gid is 0/root or <gid>/shadow, and Access is 640 or more restrictive: # stat /etc/shadow- Access: (0640/-rw-r-----)  Uid: (    0/    root)   Gid: (    0/    root)","Run the one of the following chown commands as appropriate and the chmod to set permissions on /etc/shadow- : # chown root:root /etc/shadow- # chown root:shadow /etc/shadow- # chmod o-rwx,g-rw /etc/shadow-",,,
6.1.7,gcp_1_6_1_7,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/group- are configured,The /etc/group- file contains a backup list of all the valid groups defined in the system.,"It is critical to ensure that the /etc/group- file is protected from unauthorized access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.",Run the following command and verify Uid and Gid are both 0/root and Access is 644 or more restrictive: # stat /etc/group- Access: (0644/-rw-------)  Uid: (    0/    root)   Gid: (    0/    root),"Run the following command to set permissions on /etc/group- : # chown root:root /etc/group- # chmod u-x,go-wx /etc/group-",,,
6.1.8,gcp_1_6_1_8,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/gshadow- are configured,"The /etc/gshadow- file is used to store backup information about groups that is critical to the security of those accounts, such as the hashed password and other security information.","It is critical to ensure that the /etc/gshadow- file is protected from unauthorized access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.","Run the following command and verify verify Uid is 0/root, Gid is 0/root or <gid>/shadow, and Access is 640 or more restrictive: # stat /etc/gshadow- Access: (0640/-rw-r-----)  Uid: (    0/    root)   Gid: (    0/    root)","Run the one of the following chown commands as appropriate and the chmod to set permissions on /etc/gshadow- : # chown root:root /etc/gshadow- # chown root:shadow /etc/gshadow- # chmod o-rwx,g-rw /etc/gshadow-",,,
6.2.1,gcp_1_6_2_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure password fields are not empty,An account with an empty password field means that anybody may log in as that user without providing a password.,All accounts must have passwords or be locked to prevent the account from being used by an unauthorized user.,"Run the following command and verify that no output is returned: # awk -F: '($2 == """" ) { print $1 "" does not have a password ""}' /etc/shadow","If any accounts in the /etc/shadow file do not have a password, run the following command to lock the account until it can be determined why it does not have a password: # passwd -l <username> Also, check to see if the account is logged in and investigate what it is being used for to determine if it needs to be forced off.",,,
6.2.2,gcp_1_6_2_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,"Ensure no legacy ""+"" entries exist in /etc/passwd","The character + in various files used to be markers for systems to insert data from NIS maps at a certain point in a system configuration file. These entries are no longer required on most systems, but may exist in files that have been imported from other platforms.",These entries may provide an avenue for attackers to gain privileged access on the system.,Run the following command and verify that no output is returned: # grep '^\+:' /etc/passwd,Remove any legacy '+' entries from /etc/passwd if they exist.,,,
6.2.3,gcp_1_6_2_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,"Ensure no legacy ""+"" entries exist in /etc/shadow","The character + in various files used to be markers for systems to insert data from NIS maps at a certain point in a system configuration file. These entries are no longer required on most systems, but may exist in files that have been imported from other platforms.",These entries may provide an avenue for attackers to gain privileged access on the system.,Run the following command and verify that no output is returned: # grep '^\+:' /etc/shadow,Remove any legacy '+' entries from /etc/shadow if they exist.,,,
6.2.4,gcp_1_6_2_4,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,"Ensure no legacy ""+"" entries exist in /etc/group","The character + in various files used to be markers for systems to insert data from NIS maps at a certain point in a system configuration file. These entries are no longer required on most systems, but may exist in files that have been imported from other platforms.",These entries may provide an avenue for attackers to gain privileged access on the system.,Run the following command and verify that no output is returned: # grep '^\+:' /etc/group,Remove any legacy '+' entries from /etc/group if they exist.,,,
6.2.5,gcp_1_6_2_5,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure root is the only UID 0 account,Any account with UID 0 has superuser privileges on the system.,This access must be limited to only the default root account and only from the system console. Administrative access must be through an unprivileged account using an approved mechanism as noted in Item 5.6 Ensure access to the su command is restricted.,"Run the following command and verify that only ""root"" is returned: # awk -F: '($3 == 0) { print $1 }' /etc/passwd root",Remove any users other than root with UID 0 or assign them a new UID if appropriate.,,,
6.2.6,gcp_1_6_2_6,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure root PATH Integrity,The root user can execute any command on the system and could be fooled into executing programs unintentionally if the PATH is not set correctly.,Including the current working directory (.) or other writable directory in root 's executable path makes it likely that an attacker can gain superuser access by forcing an administrator operating as root to execute a Trojan horse program.,"Run the following script and verify no results are returned: #!/bin/bash PATH=""$(sudo -Hiu root env | grep '^PATH' | cut -d= -f2)"" echo ""$PATH"" | grep -q ""::"" && echo ""Empty directory in PATH (::)"" echo ""$PATH"" | grep -q "":$"" && echo ""Trailing : in PATH"" for dir in $(echo ""$PATH"" | tr "":"" "" ""); do if [ -d ""$dir"" ]; then ls -ldH ""$dir"" | awk 'substr($1,6,1) != ""-"" {print $9, ""is group writable""} substr($1,9,1) != ""-"" {print $9, ""is world writable""} $3 != ""root"" {print $9, ""is not owned by root""}' else base_dir=$(echo ""$dir"" | cut -d ""/"" -f2) # Ignore if directory is on read-only partition rw=$(findmnt -T ""/$base_dir"" | sed '1d' | grep -v ""\sro,"") if [ -n ""$rw"" ]; then echo ""$dir is not a directory"" fi fi done",Correct or justify any items discovered in the Audit step.,,,
6.2.7,gcp_1_6_2_7,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure all users' home directories exist,Users can be defined in /etc/passwd without a home directory or with a home directory that does not actually exist.,"If the user's home directory does not exist or is unassigned, the user will be placed in ""/"" and will not be able to write any files or have local environment variables set.","Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read -r user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" fi done","If any users' home directories do not exist, create them and make sure the respective user owns the directory. Users without an assigned home directory should be removed or assigned a home directory as appropriate. Additional Information: The audit script checks all users UID 500 and above except nfsnobody. Some distributions split at UID 1000 instead, consult your documentation and/or the UID_MIN setting in /etc/login.defs to determine which is appropriate for you. On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.8,gcp_1_6_2_8,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure users' home directories permissions are 750 or more restrictive,"While the system administrator can establish secure permissions for users' home directories, the users can easily override these.",Group or world-writable user home directories may enable malicious users to steal or modify other users' data or to gain another user's system privileges.,"Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else dirperm=$(ls -ld $dir | cut -f1 -d"" "") if [ $(echo $dirperm | cut -c6) != ""-"" ]; then echo ""Group Write permission set on the home directory ($dir) of user $user"" fi if [ $(echo $dirperm | cut -c8) != ""-"" ]; then echo ""Other Read permission set on the home directory ($dir) of user $user"" fi if [ $(echo $dirperm | cut -c9) != ""-"" ]; then echo ""Other Write permission set on the home directory ($dir) of user $user"" fi if [ $(echo $dirperm | cut -c10) != ""-"" ]; then echo ""Other Execute permission set on the home directory ($dir) of user $user"" fi fi done","Making global modifications to user home directories without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user file permissions and determine the action to be taken in accordance with site policy. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.9,gcp_1_6_2_9,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure users own their home directories,The user home directory is space defined for the particular user to set local environment variables and to store personal files.,"Since the user is accountable for files stored in the user home directory, the user must be the owner of the directory.","Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else owner=$(stat -L -c ""%U"" ""$dir"") if [ ""$owner"" != ""$user"" ]; then echo ""The home directory ($dir) of user $user is owned by $owner."" fi fi done",Change the ownership of any home directories that are not owned by the defined user to the correct user. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.,,,
6.2.10,gcp_1_6_2_10,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure users' dot files are not group or world writable,"While the system administrator can establish secure permissions for users' ""dot"" files, the users can easily override these.",Group or world-writable user configuration files may enable malicious users to steal or modify other users' data or to gain another user's system privileges.,"Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else for file in $dir/.[A-Za-z0-9]*; do if [ ! -h ""$file"" -a -f ""$file"" ]; then fileperm=$(ls -ld $file | cut -f1 -d"" "") if [ $(echo $fileperm | cut -c6)  != ""-"" ]; then echo ""Group Write permission set on file $file"" fi if [ $(echo $fileperm | cut -c9)  != ""-"" ]; then echo ""Other Write permission set on file $file"" fi fi done fi done","Making global modifications to users' files without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user dot file permissions and determine the action to be taken in accordance with site policy. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.11,gcp_1_6_2_11,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no users have .forward files,The .forward file specifies an email address to forward the user's mail to.,Use of the .forward file poses a security risk in that sensitive data may be inadvertently transferred outside the organization. The .forward file also poses a risk as it can be used to execute commands that may perform unintended actions.,"Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(root|halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else if [ ! -h ""$dir/.forward"" -a -f ""$dir/.forward"" ]; then echo "".forward file $dir/.forward exists"" fi fi done","Making global modifications to users' files without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user .forward files and determine the action to be taken in accordance with site policy. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.12,gcp_1_6_2_12,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no users have .netrc files,The .netrc file contains data for logging into a remote host for file transfers via FTP.,"The .netrc file presents a significant security risk since it stores passwords in unencrypted form. Even if FTP is disabled, user accounts may have brought over .netrc files from other systems which could pose a risk to those systems.","Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(root|halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else if [ ! -h ""$dir/.netrc"" -a -f ""$dir/.netrc"" ]; then echo "".netrc file $dir/.netrc exists"" fi fi done","Making global modifications to users' files without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user .netrc files and determine the action to be taken in accordance with site policy. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.13,gcp_1_6_2_13,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure users' .netrc Files are not group or world accessible,"While the system administrator can establish secure permissions for users' .netrc files, the users can easily override these.",.netrc files may contain unencrypted passwords that may be used to attack other systems.,"Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(root|halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else for file in $dir/.netrc; do if [ ! -h ""$file"" -a -f ""$file"" ]; then fileperm=$(ls -ld $file | cut -f1 -d"" "") if [ $(echo $fileperm | cut -c5)  != ""-"" ]; then echo ""Group Read set on $file"" fi if [ $(echo $fileperm | cut -c6)  != ""-"" ]; then echo ""Group Write set on $file"" fi if [ $(echo $fileperm | cut -c7)  != ""-"" ]; then echo ""Group Execute set on $file"" fi if [ $(echo $fileperm | cut -c8)  != ""-"" ]; then echo ""Other Read set on $file"" fi if [ $(echo $fileperm | cut -c9)  != ""-"" ]; then echo ""Other Write set on $file"" fi if [ $(echo $fileperm | cut -c10)  != ""-"" ]; then echo ""Other Execute set on $file"" fi fi done fi done","Making global modifications to users' files without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user .netrc file permissions and determine the action to be taken in accordance with site policy. Additional Information: While the complete removal of .netrc files is recommended if any are required on the system secure permissions must be applied. On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.14,gcp_1_6_2_14,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no users have .rhosts files,"While no .rhosts files are shipped by default, users can easily create them.","This action is only meaningful if .rhosts support is permitted in the file /etc/pam.conf . Even though the .rhosts files are ineffective if support is disabled in /etc/pam.conf , they may have been brought over from other systems and could contain information useful to an attacker for those other systems.","Run the following script and verify no results are returned: #!/bin/bash grep -E -v '^(root|halt|sync|shutdown)' /etc/passwd | awk -F: '($7 != ""'""$(which nologin)""'"" && $7 != ""/bin/false"") { print $1 "" "" $6 }' | while read user dir; do if [ ! -d ""$dir"" ]; then echo ""The home directory ($dir) of user $user does not exist."" else for file in $dir/.rhosts; do if [ ! -h ""$file"" -a -f ""$file"" ]; then echo "".rhosts file in $dir"" fi done fi done","Making global modifications to users' files without alerting the user community can result in unexpected outages and unhappy users. Therefore, it is recommended that a monitoring policy be established to report user .rhosts files and determine the action to be taken in accordance with site policy. Additional Information: On some distributions the /sbin/nologin should be replaced with /usr/sbin/nologin.",,,
6.2.15,gcp_1_6_2_15,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure all groups in /etc/passwd exist in /etc/group,"Over time, system administration errors and changes can lead to groups being defined in /etc/passwd but not in /etc/group .",Groups defined in the /etc/passwd file but not in the /etc/group file pose a threat to system security since group permissions are not properly managed.,"Run the following script and verify no results are returned: #!/bin/bash for i in $(cut -s -d: -f4 /etc/passwd | sort -u ); do grep -q "":$i:"" /etc/group if [ $? -ne 0 ]; then echo ""Group $i is referenced by /etc/passwd but does not exist in /etc/group"" fi done",Analyze the output of the Audit step above and perform the appropriate action to correct any discrepancies found.,,,
6.2.16,gcp_1_6_2_16,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no duplicate UIDs exist,"Although the useradd program will not let you create a duplicate User ID (UID), it is possible for an administrator to manually edit the /etc/passwd file and change the UID field.",Users must be assigned unique UIDs for accountability and to ensure appropriate access protections.,"Run the following script and verify no results are returned: #!/bin/bash cut -f3 -d"":"" /etc/passwd | sort -n | uniq -c | while read x ; do [ -z ""$x"" ] && break set - $x if [ $1 -gt 1 ]; then users=$(awk -F: '($3 == n) { print $1 }' n=$2 /etc/passwd | xargs) echo ""Duplicate UID ($2): $users"" fi done","Based on the results of the audit script, establish unique UIDs and review all files owned by the shared UIDs to determine which UID they are supposed to belong to.",,,
6.2.17,gcp_1_6_2_17,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no duplicate GIDs exist,"Although the groupadd program will not let you create a duplicate Group ID (GID), it is possible for an administrator to manually edit the /etc/group file and change the GID field.",User groups must be assigned unique GIDs for accountability and to ensure appropriate access protections.,"Run the following script and verify no results are returned: #!/bin/bash cut -f3 -d"":"" /etc/group | sort -n | uniq -c | while read x ; do [ -z ""$x"" ] && break set - $x if [ $1 -gt 1 ]; then groups=$(awk -F: '($3 == n) { print $1 }' n=$2 /etc/group | xargs) echo ""Duplicate GID ($2): $groups"" fi done","Based on the results of the audit script, establish unique GIDs and review all files owned by the shared GID to determine which group they are supposed to belong to. Additional Information: You can also use the grpck command to check for other inconsistencies in the /etc/group file.",,,
6.2.18,gcp_1_6_2_18,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no duplicate user names exist,"Although the useradd program will not let you create a duplicate user name, it is possible for an administrator to manually edit the /etc/passwd file and change the user name.","If a user is assigned a duplicate user name, it will create and have access to files with the first UID for that username in /etc/passwd . For example, if ""test4"" has a UID of 1000 and a subsequent ""test4"" entry has a UID of 2000, logging in as ""test4"" will use UID 1000. Effectively, the UID is shared, which is a security problem.","Run the following script and verify no results are returned: #!/bin/bash cut -f1 -d"":"" /etc/passwd | sort -n | uniq -c | while read x ; do [ -z ""$x"" ] && break set - $x if [ $1 -gt 1 ]; then uids=$(awk -F: '($1 == n) { print $3 }' n=$2 /etc/passwd | xargs) echo ""Duplicate User Name ($2): $uids"" fi done","Based on the results of the audit script, establish unique user names for the users. File ownerships will automatically reflect the change as long as the users have unique UIDs.",,,
6.2.19,gcp_1_6_2_19,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure no duplicate group names exist,"Although the groupadd program will not let you create a duplicate group name, it is possible for an administrator to manually edit the /etc/group file and change the group name.","If a group is assigned a duplicate group name, it will create and have access to files with the first GID for that group in /etc/group . Effectively, the GID is shared, which is a security problem.","Run the following script and verify no results are returned: #!/bin/bash cut -f1 -d"":"" /etc/group | sort -n | uniq -c | while read x ; do [ -z ""$x"" ] && break set - $x if [ $1 -gt 1 ]; then gids=$(gawk -F: '($1 == n) { print $3 }' n=$2 /etc/group | xargs) echo ""Duplicate Group Name ($2): $gids"" fi done","Based on the results of the audit script, establish unique names for the user groups. File group ownerships will automatically reflect the change as long as the groups have unique GIDs.",,,
6.2.20,gcp_1_6_2_20,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure shadow group is empty,The shadow group allows system programs which require access the ability to read the /etc/shadow file. No users should be assigned to the shadow group.,"Any users assigned to the shadow group would be granted read access to the /etc/shadow file. If attackers can gain read access to the /etc/shadow file, they can easily run a password cracking program against the hashed passwords to break them. Other security information that is stored in the /etc/shadow file (such as expiration) could also be useful to subvert additional user accounts.","Run the following commands and verify no results are returned: # grep ^shadow:[^:]*:[^:]*:[^:]+ /etc/group # awk -F: '($4 == ""<shadow-gid>"") { print }' /etc/passwd","Remove all users from the shadow group, and change the primary group of any users with shadow as their primary group.",,,
3.1.1,gcp_2_3_1_1,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Ensure that the proxy kubeconfig file permissions are set to 644 or more restrictive,"If kube-proxy is running, and if it is configured by a kubeconfig file, ensure that the proxy kubeconfig file has permissions of 644 or more restrictive.",The kube-proxy kubeconfig file controls various parameters of the kube-proxy service on the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable only by the administrators on the system. Impact: Overly permissive file permissions increase security risk to the platform.,"Using Google Cloud Console 1. Go to Kubernetes Engine by visiting https://console.cloud.google.com/kubernetes/list 2. Click on the desired cluster to open the Details page, then click on the desired Node pool to open the Node pool Details page 3. Note the name of the desired node 4. Go to VM Instances by visiting https://console.cloud.google.com/compute/instances 5. Find the desired node and click on 'SSH' to open an SSH connection to the node. Using Command Line Method 1 SSH to the worker nodes To check to see if the Kubelet Service is running: sudo systemctl status kubelet The output should return Active: active (running) since.. Run the following command on each node to find the appropriate kubeconfig file: ps -ef | grep kubelet The output of the above command should return something similar to --kubeconfig /var/lib/kubelet/kubeconfig which is the location of the kubeconfig file. Run this command to obtain the kubeconfig file permissions: stat -c %a /var/lib/kubelet/kubeconfig The output of the above command gives you the kubeconfig file's permissions. Verify that if a file is specified and it exists, the permissions are 644 or more restrictive. Method 2 Create and Run a Privileged Pod. You will need to run a pod that is privileged enough to access the host's file system. This can be achieved by deploying a pod that uses the hostPath volume to mount the node's file system into the pod. Here's an example of a simple pod definition that mounts the root of the host to /host within the pod: apiVersion: v1 kind: Pod metadata: name: file-check spec: volumes: - name: host-root hostPath: path: / type: Directory containers: - name: nsenter image: busybox command: [""sleep"", ""3600""] volumeMounts: - name: host-root mountPath: /host securityContext: privileged: true Save this to a file (e.g., file-check-pod.yaml) and create the pod: kubectl apply -f file-check-pod.yaml Once the pod is running, you can exec into it to check file permissions on the node: kubectl exec -it file-check -- sh Now you are in a shell inside the pod, but you can access the node's file system through the /host directory and check the permission level of the file: ls -l /host/var/lib/kubelet/kubeconfig Verify that if a file is specified and it exists, the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the each worker node. For example, chmod 644 <proxy kubeconfig file> Default Value: The default permissions of the proxy kubeconfig file are 644. References: 1. https://kubernetes.io/docs/admin/kube-proxy/ 2. https://cloud.google.com/kubernetes-engine/docs/concepts/cis-benchmarks",•  Level 1,Overly permissive file permissions increase security risk to the platform.,1. https://kubernetes.io/docs/admin/kube-proxy/ 2. https://cloud.google.com/kubernetes-engine/docs/concepts/cis-benchmarks
