check_name,category,matched_rule_ids,confidence,reasoning
gcp_iam_no_root_access_key,deep_review,gcp.iam.activity.create_service_account_key;gcp.iam.audit.service_account_key_create,medium,"The check name 'gcp_iam_no_root_access_key' refers to preventing long-lived root/privileged access keys, which conceptually aligns with monitoring service account key creation as a risky credential practice in GCP."
gcp_iam_no_service_roles_at_project_level,deep_review,gcp.resourcemanager.project.project_no_public_admin_roles,medium,"Both address restricting privileged roles at the project level, though the check name specifically targets service roles while the catalog rule focuses on public admin roles."
gcp_iam_organization_essential_contacts_configured,deep_review,,none,"The compliance check is about configuring essential contacts for an organization, which is unrelated to any of the candidate rules that focus on IAM policy changes, service account actions, or organization policy modifications."
gcp_iam_password_policy_compliance,deep_review,gcp.resourcemanager.organization.tenant_password_policy_compliant,high,The candidate rule ID contains 'password_policy_compliant' which directly matches the compliance check name's focus on password policy compliance.
gcp_iam_password_policy_strong,deep_review,gcp.resourcemanager.organization.tenant_password_policy_compliant,high,"This rule directly addresses password policy compliance, which matches the 'password_policy_strong' control in the check name."
gcp_iam_project_level_service_account_role_check,deep_review,gcp.iam.service_account.instance_profile_role_attached,medium,"Both address service account role assignments at the project level, though the catalog rule focuses on instance profile attachments while the check name suggests broader project-level service account role validation."
gcp_iam_role_kms_enforce_separation_of_duties,deep_review,gcp.kms.activity.set_iam_policy;gcp.kms.audit.keyring_iam_modified,medium,"The check name focuses on KMS separation of duties, which directly relates to monitoring IAM policy changes on KMS keys and keyrings to prevent unauthorized access."
gcp_iam_role_least_privilege,deep_review,gcp.iam.service_account.instance_profile_role_policies_least_privilege,medium,"The check name is about IAM role least privilege generally, while the candidate specifically addresses service account instance profile roles, which is a subset of IAM roles and follows the same least privilege principle."
gcp_iam_role_sa_enforce_separation_of_duties,deep_review,,none,"The check name 'gcp_iam_role_sa_enforce_separation_of_duties' implies a control preventing service accounts from holding conflicting roles, but none of the candidates address role separation or duty segregation for service accounts."
gcp_iam_root_hardware_mfa_enabled,deep_review,gcp.identityplatform.audit.mfa_disabled,medium,"Both address MFA enforcement for authentication security, though the check name specifies 'root hardware MFA' for IAM while the catalog rule covers MFA disablement in Identity Platform."
gcp_iam_root_mfa_enabled,deep_review,gcp.cloudidentity.user.user_mfa_required,medium,"The check name focuses on root MFA in IAM, while the candidate rule addresses user MFA requirements in Cloud Identity, covering the same core concept of enforcing multi-factor authentication for privileged accounts."
gcp_iam_sa_no_administrative_privileges,deep_review,,none,"The compliance check is about preventing service accounts from having administrative privileges, but none of the candidates address privilege assignment or administrative role restrictions for service accounts."
gcp_iam_service_account_role_check_admin_privileges,deep_review,gcp.iam.role.role_attached_policies_not_admin_star,medium,"Both the check name and the rule focus on preventing admin-level privileges, though the rule is phrased more broadly about attached policies rather than specifically service account roles."
gcp_iam_service_account_sod_check,deep_review,,none,"The check name 'gcp_iam_service_account_sod_check' suggests a segregation of duties control for service accounts, but none of the candidates directly address SOD or role conflict detection."
gcp_iam_user_accesskey_unused,deep_review,gcp.iam.service_account.service_account_no_user_managed_long_lived_keys,medium,"Both controls address unused or long-lived access credentials, though the check name focuses on IAM user access keys while the rule focuses on service account keys."
gcp_iam_user_console_access_unused,deep_review,gcp.cloudidentity.user.user_console_password_present_only_if_required,medium,"Both controls address console access security for IAM users, with the check focusing on unused console access and the candidate focusing on password presence only when required, representing the same conceptual security control area."
gcp_iam_user_group_membership,deep_review,gcp.cloudidentity.group.group_membership_review_enabled_where_supported,medium,"Both address group membership management, with the check focusing on user-group membership and the rule focusing on membership review processes."
gcp_iam_user_in_group,deep_review,gcp.iam.group.rbac_group_no_inline_policies,medium,"Both address IAM group management controls, though the check name focuses on user-group membership while the rule focuses on preventing inline policies on groups."
gcp_iam_user_unused_credentials,deep_review,gcp.iam.service_account.service_account_no_user_managed_long_lived_keys,medium,"The check name focuses on unused IAM user credentials, while the selected rule targets long-lived user-managed keys for service accounts, which are a common source of unused credential risks in GCP IAM."
gcp_kms_kms_key_expiration_set,deep_review,gcp.apikeys.key.api_key_expiration_required,medium,"Both controls enforce setting expiration dates on cryptographic keys, though one is for KMS keys and the other for API keys, representing the same concept of key lifecycle management with expiration requirements."
gcp_load_balancing_deletion_protection,deep_review,,none,"The compliance check is about load balancing deletion protection, but all candidates are about SQL instances, certificates, KMS keys, functions, or SCC findings, not load balancers."
gcp_load_balancing_desync_mitigation_mode,deep_review,,none,"None of the candidates address load balancer desync mitigation, which is a specific network security control for HTTP(S) load balancers."
gcp_load_balancing_insecure_ssl_ciphers,deep_review,gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols,medium,"The check name focuses on insecure SSL ciphers in load balancing, while the top candidate addresses SSL/TLS protocols and certificate expiration for load balancers, covering the same security domain of secure transport layer configuration for GCP loa"
gcp_load_balancing_logging_enabled,deep_review,gcp.compute.firewall.firewall_logging_enabled,low,"The check name is about load balancer logging, but the closest candidate is about firewall logging, which is related to network security logging but not the same specific service."
gcp_load_balancing_ssl_listeners,deep_review,gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols,medium,"The check name 'gcp_load_balancing_ssl_listeners' suggests monitoring SSL/TLS configuration on load balancers, and candidate #1 appears to check certificate expiration for load balancing SSL protocols, which is a related security control for SSL list"
gcp_logging_enabled,deep_review,gcp.aiplatform.endpoint.endpoint_logging_enabled;gcp.compute.firewall.firewall_logging_enabled;gcp.pubsub.firehose.firehose_logging_enabled;gcp.aiplatform.pipeline_job.pipeline_logging_enabled;gcp.appengine.application.app_logging_enabled;gcp.cloudfunctions.function.function_logging_and_tracing_enabled;gcp.datacatalog.catalog.catalog_catalog_audit_logging_enabled;gcp.dataflow.job.object_logging_enabled;gcp.storage.bucket.bucket_access_logging_enabled,medium,"All these rules enforce logging for specific GCP services, which aligns with the general concept of 'gcp_logging_enabled' even though they target different resources."
gcp_logging_kms_encryption_enabled,deep_review,gcp.cloudkms.key_ring.kms_logging_enabled,medium,"The check name is about KMS encryption for logging, while the candidate rule is about KMS logging - both involve KMS and logging but with reversed focus (encryption vs logging)."
gcp_logging_log_analysis_enabled,deep_review,gcp.logging.log_stream.stream_retention_days_minimum,medium,"The check name 'log_analysis_enabled' implies ensuring logs are retained for analysis, which aligns with the candidate rule about minimum log retention days."
gcp_logging_log_file_validation_enabled,deep_review,,none,"The check name 'gcp_logging_log_file_validation_enabled' suggests a control for validating log file integrity (e.g., cryptographic validation), but none of the candidates address log file validation or integrity protection."
gcp_logging_log_metric_custom_role_changes_alerts_enabled,deep_review,gcp.iam.activity.create_custom_role;gcp.iam.activity.update_custom_role;gcp.iam.audit.custom_role_create,medium,"The compliance check is about alerting on custom role changes, which conceptually matches monitoring custom role creation and updates, though the check specifically mentions logging/metric alerts while the catalog rules detect the activity itself."
gcp_logging_log_metric_filter_alerts_vpc_changes,deep_review,gcp.logging.audit.metric_alert_deleted,medium,"Both the compliance check and the catalog rule focus on monitoring/logging for changes to VPC configurations through log-based metric alerts, though the catalog rule specifically addresses alert deletion while the check name suggests monitoring VPC c"
gcp_logging_log_metric_filter_and_alert_for_bucket_permission_changes_enabled,deep_review,gcp.monitoring.alert_policy.metric_filter_network_acl_or_sg_change_detected_filter_present,medium,"The check name focuses on alerting for bucket permission changes, which is conceptually similar to monitoring network ACL or security group changes, both involving access control modifications."
gcp_logging_log_metric_filter_and_alert_for_custom_role_changes_enabled,deep_review,gcp.iam.activity.create_custom_role;gcp.iam.activity.update_custom_role;gcp.iam.audit.custom_role_create,medium,"The check name focuses on monitoring custom role changes via logging/metrics, while the selected rules detect the actual custom role creation/update events that should be monitored."
gcp_logging_log_metric_filter_and_alert_for_project_ownership_changes_enabled,deep_review,gcp.monitoring.alert_policy.metric_filter_console_root_login_detected_filter_present;gcp.monitoring.alert_policy.metric_filter_kms_key_deletion_or_disable_detected_filter_present;gcp.monitoring.alert_policy.metric_filter_network_acl_or_sg_change_detected_filter_present,medium,"The check name is about having a log metric filter and alert for project ownership changes, which is conceptually the same type of control as the candidate rules that enforce metric filters and alerts for other specific security events."
gcp_logging_log_metric_filter_and_alert_for_sql_instance_configuration_changes_enabled,deep_review,gcp.monitoring.alert_policy.metric_filter_console_root_login_detected_filter_present,medium,"Both the compliance check and the catalog rule focus on creating log metric filters and alerts for specific security events, though they target different event types (SQL instance configuration changes vs console root login)."
gcp_logging_log_metric_project_ownership_assignments_monitored,deep_review,gcp.logging.audit.metric_alert_deleted,medium,"The check name focuses on monitoring project ownership assignments via log metrics, which aligns with the candidate's focus on log-based metric alerts for security events, though the specific event (project ownership) is not explicitly mentioned."
gcp_logging_metric_alert_vpc_firewall_rule_changes,deep_review,gcp.compute.audit.firewall_rule_created;gcp.compute.audit.firewall_rule_deleted,medium,"The check name focuses on alerting for VPC firewall rule changes, while the catalog rules detect the actual creation and deletion events that would trigger such alerts, representing the same security control concept with different implementation appr"
gcp_logging_multi_region_enabled,deep_review,,none,"The check name 'gcp_logging_multi_region_enabled' suggests enabling multi-region logging for resilience, but none of the candidates address multi-region or cross-region logging configurations; they only cover enabling logging for specific services."
gcp_logging_sink_created,deep_review,gcp.logging.activity.delete_sink;gcp.logging.audit.log_sink_deleted,medium,"The check name 'gcp_logging_sink_created' appears to be about monitoring sink creation events, while the selected candidates monitor sink deletion events - both are audit logging controls for tracking sink lifecycle changes, just opposite sides of th"
gcp_logging_sinks_configuration_check,deep_review,gcp.logging.sink.sink_destination_encrypted,medium,"The check name is about logging sinks configuration, and the candidate rule specifically addresses sink destination encryption, which is a key aspect of sink configuration security."
gcp_memorystore_redis_cluster_backup_enabled,deep_review,gcp.filestore.instance.backup_enabled;gcp.filestore.instance.have_backup_enabled;gcp.spanner.instance.backup_enabled,medium,"These rules enforce backup enablement for different GCP services (Filestore, Spanner) which is the same conceptual control as Redis cluster backup enablement, just applied to different resource types."
gcp_monitoring_cpu_utilization_alert,deep_review,,none,"The check name specifically targets CPU utilization alerts, but none of the candidates mention CPU, utilization, or resource-specific monitoring; they are about generic alert destinations, anomaly detection, or other unrelated alert types."
gcp_monitoring_log_group_kms_encryption_enabled,deep_review,,none,"The compliance check is about monitoring/log group KMS encryption, but all candidates are for different GCP services (AI Platform, Dataproc, Secret Manager, etc.) with no monitoring/logging-specific encryption rules."
gcp_monitoring_memory_utilization_alert,deep_review,,none,"The check name specifically targets memory utilization alerts, but none of the candidates address memory or resource utilization monitoring; they focus on alert destinations, anomaly detection, backup failures, or other unrelated alert types."
gcp_organizations_account_part_of_organizations,deep_review,,none,"The compliance check is about ensuring GCP accounts are part of an organization, but all candidates are about service accounts, audit logs, or cross-account sharing, not organizational membership."
gcp_pubsub_topic_subscription_configured,deep_review,gcp.pubsub.topic.queue_auth_required,medium,"The check name 'gcp_pubsub_topic_subscription_configured' implies ensuring subscriptions are properly configured, which aligns with requiring authentication for subscriptions (queue_auth_required) as a core security control, even though the wording d"
gcp_security_command_center_enabled,deep_review,gcp.security_command_center.source.detector_enabled_in_all_regions,medium,"The check name 'gcp_security_command_center_enabled' is a general requirement for SCC to be enabled, while the candidate rule specifically ensures SCC detectors are active across all regions, which is a core aspect of having SCC properly enabled and "
gcp_security_command_center_is_enabled,deep_review,gcp.security_command_center.source.detector_enabled_in_all_regions,medium,"The check name refers to enabling Security Command Center, which conceptually aligns with ensuring detectors are enabled across all regions as a core activation requirement."
gcp_security_command_center_no_high_severity_findings,deep_review,,none,"The check name is about having no high-severity findings, but all candidates are about SCC configuration or features, not about actively detecting or preventing high-severity findings."
gcp_security_command_center_security_center_enabled,deep_review,gcp.security_command_center.source.detector_enabled_in_all_regions,medium,"The check name refers to enabling Security Command Center, which conceptually aligns with ensuring detectors are enabled across all regions as a core activation step."
gcp_security_command_center_vulnerability_assessment_enabled,deep_review,gcp.security_command_center.source.detector_enabled_in_all_regions,medium,"The check name refers to enabling vulnerability assessment in Security Command Center, which conceptually aligns with ensuring security detectors (including vulnerability scanners) are enabled across all regions."
gcp_securitycenter_is_enabled,deep_review,gcp.scc.misconfiguration,medium,"The check name 'gcp_securitycenter_is_enabled' refers to enabling Google Cloud Security Command Center, which is a service for managing security and misconfiguration issues, aligning with the candidate rule about SCC misconfiguration."
gcp_shield_advanced_protection_in_internet_facing_load_balancers,deep_review,,none,"None of the candidates address Shield Advanced protection for internet-facing load balancers, which is a specific DDoS protection service, while all listed rules cover unrelated security controls."
gcp_sql_instance_automated_backups_enabled,deep_review,,none,"None of the candidates directly address automated backups for Cloud SQL instances; they focus on deletion protection, encryption, public access, or deletion events instead."
gcp_sql_instance_default_admin,deep_review,gcp.sql.user.user_no_unused_or_default_superusers,medium,"The check name 'gcp_sql_instance_default_admin' suggests controlling default admin accounts, which aligns with the candidate rule about preventing unused or default superusers in Cloud SQL."
gcp_sql_instance_enhanced_monitoring_enabled,deep_review,,none,"None of the candidates address enhanced monitoring for Cloud SQL instances; they focus on deletion protection, encryption, public access, TLS, or audit events instead."
gcp_sql_instance_local_infile_flag_disabled,deep_review,,none,"The compliance check is about disabling the local_infile flag in SQL instances, but none of the candidates address this specific MySQL security setting."
gcp_sql_instance_log_error_verbosity_check,deep_review,,none,"None of the candidates address SQL instance log error verbosity settings, which is a specific logging configuration control unrelated to deletion protection, encryption, public access, or audit events."
gcp_sql_instance_log_min_messages_compliance_check,deep_review,,none,"The compliance check is about SQL instance log message levels, but none of the candidates address logging or log configuration controls."
gcp_sql_instance_multi_az,deep_review,,none,"None of the candidates address multi-AZ/high availability for Cloud SQL instances, which is the core concept of the compliance check."
gcp_sql_instance_pg_audit_logging_enabled,deep_review,gcp.audit.cloudsql_instance_change,medium,"The check name is about PostgreSQL audit logging on SQL instances, and the candidate rule monitors changes to Cloud SQL instances, which would include audit logging configuration changes."
gcp_sql_instance_protected_by_backup_plan,deep_review,gcp.sql.audit.backup_disabled,medium,"Both address automated backup protection for Cloud SQL instances, though the check name focuses on being protected by a backup plan while the rule detects when backups are disabled."
gcp_sql_instance_user_connections_flag_non_limiting,deep_review,,none,"The check name refers to a user connections flag being non-limiting, but none of the candidates address connection limits or user session management in Cloud SQL."
gcp_sql_instance_user_options_flag_not_configured,deep_review,,none,"The check name refers to SQL instance user options flag configuration, but none of the candidates address database flag settings or user options configuration for Cloud SQL instances."
gcp_sql_multi_az_enabled,deep_review,,none,"None of the candidates address multi-AZ (high availability) configuration for Cloud SQL instances; they focus on backups, deletion, encryption, or SSL instead."
gcp_sql_mysql_skip_show_database_flag_check,deep_review,,none,"None of the candidates address the MySQL 'skip_show_database' flag, which controls visibility of databases to users, a distinct access control concept not covered by encryption, public access, TLS, backups, or activity monitoring."
gcp_sql_postgresql_log_connections_flag_check,deep_review,,none,"None of the candidates address PostgreSQL log_connections flag configuration, which is a specific logging control for connection attempts."
gcp_sql_postgresql_log_disconnections_flag_enabled,deep_review,,none,"None of the candidates address PostgreSQL log_disconnections flag configuration, which is a specific logging control for tracking database disconnections."
gcp_sql_postgresql_log_min_duration_statement_disabled,deep_review,gcp.sql.config.parameter_group_insecure_features_disabled_where_applicable,medium,"Both address PostgreSQL logging configuration controls, though the check name specifically targets min_duration_statement while the rule covers insecure features more broadly."
gcp_sql_postgresql_log_min_error_statement_compliance_check,deep_review,,none,"The check name is about PostgreSQL logging of error statements, but none of the candidates address logging configuration or error statement logging in Cloud SQL."
gcp_sql_postgresql_log_statement_flag_check,deep_review,,none,"The check name is about PostgreSQL log_statement flag configuration, but none of the candidates address logging or statement-level auditing in Cloud SQL."
gcp_sql_server_cross_db_ownership_chaining_off,deep_review,gcp.data_access.cross_project_access,medium,"Both address cross-access security controls, though the check name specifically targets SQL Server cross-database ownership chaining while the rule covers broader cross-project access scenarios."
gcp_sql_server_external_scripts_disabled,deep_review,gcp.sql.config.parameter_group_insecure_features_disabled_where_applicable,medium,"The check name 'gcp_sql_server_external_scripts_disabled' refers to disabling external scripts in SQL Server, which is an insecure feature, and candidate #5 specifically addresses disabling insecure features in SQL parameter groups where applicable."
gcp_sql_sqlserver_contained_db_authentication_disabled,deep_review,gcp.sql.config.parameter_group_insecure_features_disabled_where_applicable,medium,"The check name refers to disabling contained database authentication in SQL Server (a specific insecure feature), and the candidate rule is about disabling insecure features in SQL parameter groups, which conceptually matches the same security contro"
gcp_sql_sqlserver_trace_flag_3625_enabled,deep_review,,none,"The compliance check is about SQL Server trace flag 3625 (which hides error details from non-privileged users), but none of the candidates address SQL Server-specific configuration flags or error message visibility controls."
gcp_storage_bucket_bucket_policy_only_enforced,deep_review,gcp.storage.policy.bucket_policy_no_public_principals,medium,"Both controls focus on restricting public access to storage buckets through policy enforcement, though the catalog rule emphasizes preventing public principals while the check name suggests enforcing bucket-only policy."
gcp_storage_bucket_cross_region_replication,deep_review,gcp.storage.bucket.bucket_versioning_enabled,medium,"The check name focuses on cross-region replication for data durability, which is conceptually related to versioning as both are data protection mechanisms, though not identical controls."
gcp_storage_bucket_enforces_ssl,deep_review,gcp.storage.bucket.bucket_require_tls_in_transit,high,Both the compliance check 'gcp_storage_bucket_enforces_ssl' and the catalog rule 'bucket_require_tls_in_transit' enforce the same control of requiring SSL/TLS encryption for data in transit to/from GCP storage buckets.
gcp_storage_multi_region,deep_review,,none,"None of the candidates address multi-region storage configuration, which is about geographic redundancy and availability, while all listed rules focus on encryption, versioning, logging, or access controls."
gcp_vpc_network_acl_unused,deep_review,gcp.compute.network.vpc_route_tables_no_unintended_internet_paths,medium,"Both address network access control and preventing unintended access paths, though 'unused' vs 'no unintended internet paths' uses different phrasing for similar network security concepts."
gcp_wafv2_web_acl_logging_enabled,deep_review,gcp.compute.backend_service.cdn_waf_web_acl_attached;gcp.compute.security_policy.waf_web_acl_attached_to_cdn,low,"The check name is about WAF web ACL logging, while the candidates are about WAF web ACL attachment to CDN, which is related but not the same control."
