Requirement_ID,Title,Section,Family_Code,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
3_1_4,3_1_4: 3.1.4 Separate the duties of individuals to reduce the risk of malevolent activity without collusion,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,,,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,24
3_1_5,"3_1_5: 3.1.5 Employ the principle of least privilege, including for specific security functions and privileged accounts",3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,,,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,24
3_1_6,3_1_6: 3.1.6 Use non-privileged accounts or roles when accessing nonsecurity functions,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key,,,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,16
3_1_7,3_1_7: 3.1.7 Prevent non-privileged users from executing privileged functions and capture the execution of such functions in audit logs,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key,,,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,16
3_3_1,"3_3_1: 3.3.1 Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity",3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_log_group_retention_policy_specific_days_enabled; aws_elb_logging_enabled; aws_elbv2_logging_enabled; aws_guardduty_is_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_securityhub_enabled; aws_vpc_flow_logs_enabled,,,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_elb_logging_enabled; oracle_elbv2_logging_enabled; oracle_monitoring_log_group_retention_policy_specific_days_enabled; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_elb_logging_enabled; ibm_elbv2_logging_enabled; ibm_monitoring_log_group_retention_policy_specific_days_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled; alicloud_elb_logging_enabled; alicloud_elbv2_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled; alicloud_vpc_flow_logs_enabled,52
3_3_2,"3_3_2: 3.3.2 Ensure that the actions of individual system users can be uniquely traced to those users, so they can be held accountable for their actions",3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_guardduty_is_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled,,,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_cloud_guard_is_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_object_storage_bucket_server_access_logging_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_security_advisor_is_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_threat_detection_is_enabled,32
3_3_3,3_3_3: 3.3.3 Review and update logged events,3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_vpc_flow_logs_enabled,,,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_vpc_flow_logs_enabled,32
3_3_4,3_3_4: 3.3.4 Alert in the event of an audit logging process failure,3.3 Audit and Accountability,AU,automated,aws_guardduty_is_enabled; aws_securityhub_enabled,,,oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled,alicloud_security_center_enabled; alicloud_threat_detection_is_enabled,8
3_3_5,"3_3_5: 3.3.5 Correlate audit record review, analysis, and reporting processes for investigation and response to indications of unlawful, unauthorized, suspicious, or unusual activity",3.3 Audit and Accountability,AU,automated,aws_cloudtrail_cloudwatch_logging_enabled; aws_guardduty_is_enabled; aws_securityhub_enabled,,,oracle_audit_cloudwatch_logging_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled,12
3_3_8,"3_3_8: 3.3.8 Protect audit information and audit logging tools from unauthorized access, modification, and deletion",3.3 Audit and Accountability,AU,automated,aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_s3_account_level_public_access_blocks; aws_s3_bucket_default_encryption; aws_s3_bucket_object_versioning; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access,,,oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access,ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_default_encryption; ibm_cos_bucket_object_versioning; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_monitoring_log_group_kms_encryption_enabled,alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_cloudmonitor_log_group_kms_encryption_enabled; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_default_encryption; alicloud_oss_bucket_object_versioning; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access,32
3_4_1,"3_4_1: 3.4.1 Establish and maintain baseline configurations and inventories of organizational systems (including hardware, software, firmware, and documentation) throughout the respective system development life cycles",3.4 Configuration Management,CM,automated,aws_cloudtrail_multi_region_enabled; aws_ec2_elastic_ip_unassigned; aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_ec2_networkacl_allow_ingress_any_port; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching,,,oracle_audit_multi_region_enabled; oracle_compute_elastic_ip_unassigned; oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_compute_networkacl_allow_ingress_any_port; oracle_elbv2_deletion_protection; oracle_ssm_managed_compliant_patching,ibm_activity_tracker_multi_region_enabled; ibm_elbv2_deletion_protection; ibm_ssm_managed_compliant_patching; ibm_vsi_elastic_ip_unassigned; ibm_vsi_instance_managed_by_ssm; ibm_vsi_instance_older_than_specific_days; ibm_vsi_networkacl_allow_ingress_any_port,alicloud_actiontrail_multi_region_enabled; alicloud_ecs_elastic_ip_unassigned; alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_elbv2_deletion_protection; alicloud_ssm_managed_compliant_patching,28
3_4_2,3_4_2: 3.4.2 Establish and enforce security configuration settings for information technology products employed in organizational systems,3.4 Configuration Management,CM,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_ssm_managed_compliant_patching,,,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_ssm_managed_compliant_patching,ibm_ssm_managed_compliant_patching; ibm_vsi_instance_managed_by_ssm; ibm_vsi_instance_older_than_specific_days,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_ssm_managed_compliant_patching,12
3_4_6,3_4_6: 3.4.6 Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities,3.4 Configuration Management,CM,automated,aws_awslambda_function_url_public; aws_ec2_ebs_public_snapshot; aws_ec2_instance_managed_by_ssm; aws_ec2_securitygroup_default_restrict_traffic; aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_account_level_public_access_blocks; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access; aws_ssm_managed_compliant_patching,,,oracle_awslambda_function_url_public; oracle_compute_ebs_public_snapshot; oracle_compute_instance_managed_by_ssm; oracle_compute_securitygroup_default_restrict_traffic; oracle_database_snapshots_public_access; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access; oracle_redshift_cluster_public_access; oracle_ssm_managed_compliant_patching,ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_database_snapshots_public_access; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_policy_attached_only_to_group_or_roles; ibm_redshift_cluster_public_access; ibm_ssm_managed_compliant_patching; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_managed_by_ssm; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_awslambda_function_url_public; alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_securitygroup_default_restrict_traffic; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_rds_snapshots_public_access; alicloud_redshift_cluster_public_access; alicloud_ssm_managed_compliant_patching,60
3_4_7,"3_4_7: 3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services",3.4 Configuration Management,CM,automated,aws_ec2_networkacl_allow_ingress_any_port; aws_ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; aws_ec2_securitygroup_default_restrict_traffic,,,oracle_compute_networkacl_allow_ingress_any_port; oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; oracle_compute_securitygroup_default_restrict_traffic,ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22; alicloud_ecs_securitygroup_default_restrict_traffic,12
3_4_9,3_4_9: 3.4.9 Control and monitor user-installed software,3.4 Configuration Management,CM,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,,,oracle_compute_instance_managed_by_ssm; oracle_ssm_managed_compliant_patching,ibm_ssm_managed_compliant_patching; ibm_vsi_instance_managed_by_ssm,alicloud_ecs_instance_managed_by_ssm; alicloud_ssm_managed_compliant_patching,8
3_5_10,3_5_10: 3.5.10 Store and transmit only cryptographically-protected passwords,3.5 Identification and Authentication,IA,automated,aws_apigateway_restapi_client_certificate_enabled; aws_ec2_ebs_volume_encryption; aws_elbv2_insecure_ssl_ciphers; aws_opensearch_service_domains_node_to_node_encryption_enabled; aws_s3_bucket_default_encryption; aws_s3_bucket_secure_transport_policy,,,oracle_apigateway_restapi_client_certificate_enabled; oracle_compute_ebs_volume_encryption; oracle_elbv2_insecure_ssl_ciphers; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_secure_transport_policy; oracle_opensearch_service_domains_node_to_node_encryption_enabled,ibm_apigateway_restapi_client_certificate_enabled; ibm_cos_bucket_default_encryption; ibm_cos_bucket_secure_transport_policy; ibm_elbv2_insecure_ssl_ciphers; ibm_opensearch_service_domains_node_to_node_encryption_enabled; ibm_vsi_ebs_volume_encryption,alicloud_apigateway_restapi_client_certificate_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_elbv2_insecure_ssl_ciphers; alicloud_opensearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_default_encryption; alicloud_oss_bucket_secure_transport_policy,24
3_5_2,"3_5_2: 3.5.2 Authenticate (or verify) the identities of users, processes, or devices, as a prerequisite to allowing access to organizational systems",3.5 Identification and Authentication,IA,automated,aws_iam_root_mfa_enabled; aws_iam_user_mfa_enabled_console_access,,,oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled_console_access,ibm_iam_root_mfa_enabled; ibm_iam_user_mfa_enabled_console_access,alicloud_ram_root_mfa_enabled; alicloud_ram_user_mfa_enabled_console_access,8
3_5_3,3_5_3: 3.5.3 Use multifactor authentication for local and network access to privileged accounts and for network access to non-privileged accounts,3.5 Identification and Authentication,IA,automated,aws_iam_root_hardware_mfa_enabled; aws_iam_root_mfa_enabled; aws_iam_user_mfa_enabled_console_access,,,oracle_identity_root_hardware_mfa_enabled; oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled_console_access,ibm_iam_root_hardware_mfa_enabled; ibm_iam_root_mfa_enabled; ibm_iam_user_mfa_enabled_console_access,alicloud_ram_root_hardware_mfa_enabled; alicloud_ram_root_mfa_enabled; alicloud_ram_user_mfa_enabled_console_access,12
3_5_5,3_5_5: 3.5.5 Prevent reuse of identifiers for a defined period,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24,,,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24,8
3_5_6,3_5_6: 3.5.6 Disable identifiers after a defined period of inactivity,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,,,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,16
3_5_7,3_5_7: 3.5.7 Enforce a minimum password complexity and change of characters when new passwords are created,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_lowercase; aws_iam_password_policy_minimum_length_14; aws_iam_password_policy_number; aws_iam_password_policy_reuse_24; aws_iam_password_policy_symbol; aws_iam_password_policy_uppercase; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,,,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_lowercase; oracle_identity_password_policy_minimum_length_14; oracle_identity_password_policy_number; oracle_identity_password_policy_reuse_24; oracle_identity_password_policy_symbol; oracle_identity_password_policy_uppercase; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_lowercase; ibm_iam_password_policy_minimum_length_14; ibm_iam_password_policy_number; ibm_iam_password_policy_reuse_24; ibm_iam_password_policy_symbol; ibm_iam_password_policy_uppercase; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_lowercase; alicloud_ram_password_policy_minimum_length_14; alicloud_ram_password_policy_number; alicloud_ram_password_policy_reuse_24; alicloud_ram_password_policy_symbol; alicloud_ram_password_policy_uppercase; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,36
3_5_8,3_5_8: 3.5.8 Prohibit password reuse for a specified number of generations,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,,,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,16
3_6_1,"3_6_1: 3.6.1 Establish an operational incident-handling capability for organizational systems that includes preparation, detection, analysis, containment, recovery, and user response activities",3.6 Incident Response,IR,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention_policy_specific_days_enabled; aws_guardduty_is_enabled; aws_guardduty_no_high_severity_findings; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_securityhub_enabled; aws_vpc_flow_logs_enabled,,,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_database_instance_integration_cloudwatch_logs; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_monitoring_log_group_retention_policy_specific_days_enabled; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_monitoring_log_group_retention_policy_specific_days_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_cloudmonitor_changes_to_network_acls_alarm_configured; alicloud_cloudmonitor_changes_to_network_gateways_alarm_configured; alicloud_cloudmonitor_changes_to_network_route_tables_alarm_configured; alicloud_cloudmonitor_changes_to_vpcs_alarm_configured; alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled; alicloud_threat_detection_no_high_severity_findings; alicloud_vpc_flow_logs_enabled,56
