id,title,description,rationale,audit,remediation,profile_applicability,impact,references,source_file,original_filename
2.1,Ensure that the --cert-file and --key-file arguments are set as appropriate,Automated,Configure TLS encryption for the etcd service.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be encrypted in transit. Impact: Client connections only over TLS would be served.,Run the following command on the etcd server node ps -ef | grep etcd Verify that the --cert-file and the --key-file arguments are set as appropriate.,"Follow the etcd service documentation and configure TLS encryption. Then, edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameters. --cert-file=</path/to/ca-file> --key-file=</path/to/key-file> Default Value: By default, TLS encryption is not set. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/",etcd_service_tls_encryption_enabled; etcd_service_cert_file_configured; etcd_service_key_file_configured; etcd_service_tls_cert_key_valid; etcd_service_secure_communication_enabled,• Level 1 - Master Node,Client connections only over TLS would be served.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/
2.2,Ensure that the --client-cert-auth argument is set to true,Automated,Enable client authentication on etcd service.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should not be available to unauthenticated clients. You should enable the client authentication via valid certificates to secure the access to the etcd service. Impact: All clients attempting to access the etcd server will require a valid client certificate.,Run the following command on the etcd server node: ps -ef | grep etcd Verify that the --client-cert-auth argument is set to true.,"Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameter. --client-cert-auth='true' Default Value: By default, the etcd service can be queried by unauthenticated clients. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#client-cert-auth",etcd_service_client_auth_enabled; etcd_client_cert_auth_required; etcd_client_authentication_enabled; etcd_service_client_cert_auth_enabled; etcd_client_auth_required,• Level 1 - Master Node,All clients attempting to access the etcd server will require a valid client certificate.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#client-cert-auth
2.3,Ensure that the --auto-tls argument is not set to true,Automated,Do not use self-signed certificates for TLS.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should not be available to unauthenticated clients. You should enable the client authentication via valid certificates to secure the access to the etcd service. Impact: Clients will not be able to use self-signed certificates for TLS.,"Run the following command on the etcd server node: ps -ef | grep etcd Verify that if the --auto-tls argument exists, it is not set to true.","Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and either remove the --auto-tls parameter or set it to false. --auto-tls=false Default Value: By default, --auto-tls is set to false. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#auto-tls",cloud_cdn_domain_auto_tls_disabled; cloud_cdn_domain_self_signed_certificates_disabled; cloud_cdn_domain_tls_certificate_valid; cloud_cdn_domain_tls_managed_certificate_required,• Level 1 - Master Node,Clients will not be able to use self-signed certificates for TLS.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#auto-tls
2.4,Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate,Automated,etcd should be configured to make use of TLS encryption for peer connections.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be encrypted in transit and also amongst peers in the etcd clusters. Impact: etcd cluster peers would need to set up TLS for their communication.,Run the following command on the etcd server node: ps -ef | grep etcd Verify that the --peer-cert-file and --peer-key-file arguments are set as appropriate. Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.,"Follow the etcd service documentation and configure peer TLS encryption as appropriate for your etcd cluster. Then, edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameters. --peer-client-file=</path/to/peer-cert-file> --peer-key-file=</path/to/peer-key-file> Default Value: Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, peer communication over TLS is not configured. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/",etcd_peer_certificate_file_set; etcd_peer_key_file_set; etcd_peer_tls_encryption_enabled; etcd_peer_certificate_file_configured; etcd_peer_key_file_configured,• Level 1 - Master Node,etcd cluster peers would need to set up TLS for their communication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/
2.5,Ensure that the --peer-client-cert-auth argument is set to true,Automated,etcd should be configured for peer authentication.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be accessible only by authenticated etcd peers in the etcd cluster. Impact: All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.,Run the following command on the etcd server node: ps -ef | grep etcd Verify that the --peer-client-cert-auth argument is set to true. Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.,"Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameter. --peer-client-cert-auth=true Default Value: Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, --peer-client-cert-auth argument is set to false. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-client-cert- auth",etcd_cluster_peer_client_cert_auth_enabled; etcd_cluster_peer_authentication_required; etcd_cluster_peer_tls_auth_enabled; etcd_cluster_peer_cert_validation_enabled; etcd_cluster_peer_client_cert_auth_required,• Level 1 - Master Node,All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-client-cert- auth
2.6,Ensure that the --peer-auto-tls argument is not set to true,Automated,Do not use automatically generated self-signed certificates for TLS connections between peers.,"etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be accessible only by authenticated etcd peers in the etcd cluster. Hence, do not use self-signed certificates for authentication. Impact: All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.","Run the following command on the etcd server node: ps -ef | grep etcd Verify that if the --peer-auto-tls argument exists, it is not set to true. Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.","Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and either remove the --peer-auto-tls parameter or set it to false. --peer-auto-tls=false Default Value: Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, --peer-auto-tls argument is set to false. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-auto-tls",kubernetes_cluster_peer_auto_tls_disabled; kubernetes_cluster_peer_tls_manual_certificates_required; kubernetes_cluster_peer_tls_self_signed_disabled; kubernetes_cluster_peer_tls_auto_generation_disabled; kubernetes_cluster_peer_tls_custom_certificates_required,• Level 1 - Master Node,All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-auto-tls
2.7,Ensure that a unique Certificate Authority is used for etcd,Manual,Use a different certificate authority for etcd from the one used for Kubernetes.,"etcd is a highly available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. Its access should be restricted to specifically designated clients and peers only. Authentication to etcd is based on whether the certificate presented was issued by a trusted certificate authority. There is no checking of certificate attributes such as common name or subject alternative name. As such, if any attackers were able to gain access to any certificate issued by the trusted certificate authority, they would be able to gain full access to the etcd database. Impact: Additional management of the certificates and keys for the dedicated certificate authority will be required.",Review the CA used by the etcd environment and ensure that it does not match the CA certificate file used for the management of the overall Kubernetes cluster. Run the following command on the master node: ps -ef | grep etcd Note the file referenced by the --trusted-ca-file argument. Run the following command on the master node: ps -ef | grep apiserver Verify that the file referenced by the --client-ca-file for apiserver is different from the --trusted-ca-file used by etcd.,"Follow the etcd documentation and create a dedicated certificate authority setup for the etcd service. Then, edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameter. --trusted-ca-file=</path/to/ca-file> Default Value: By default, no etcd certificate is created and used. References: 1. https://coreos.com/etcd/docs/latest/op-guide/security.html",kubernetes_etcd_unique_certificate_authority; etcd_certificate_authority_separate_from_kubernetes; etcd_ca_not_shared_with_kubernetes; kubernetes_etcd_ca_distinct; etcd_unique_ca_required,• Level 2 - Master Node,Additional management of the certificates and keys for the dedicated certificate authority will be required.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html
3.1.1,Client certificate authentication should not be used for users,Manual,"Kubernetes provides the option to use client certificates for user authentication. However as there is no way to revoke these certificates when a user leaves an organization or loses their credential, they are not suitable for this purpose. It is not possible to fully disable client certificate use within a cluster as it is used for component to component authentication.","With any authentication mechanism the ability to revoke credentials if they are compromised or no longer required, is a key control. Kubernetes client certificate authentication does not allow for this due to a lack of support for certificate revocation. Impact: External mechanisms for authentication generally require additional software to be deployed.",Review user access to the cluster and ensure that users are not making use of Kubernetes client certificate authentication.,"Alternative mechanisms provided by Kubernetes such as the use of OIDC should be implemented in place of client certificates. Default Value: Client certificate authentication is enabled by default. Additional Information: The lack of certificate revocation was flagged up as a high risk issue in the recent Kubernetes security audit. Without this feature, client certificate authentication is not suitable for end users.",kubernetes_user_client_certificate_auth_disabled; kubernetes_user_no_client_certificate_auth; kubernetes_auth_no_client_certificates; kubernetes_user_auth_no_client_certs; kubernetes_auth_client_certificate_disabled,• Level 1 - Master Node,External mechanisms for authentication generally require additional software to be deployed.,
3.1.2,Service account token authentication should not be used for users,Manual,"Kubernetes provides service account tokens which are intended for use by workloads running in the Kubernetes cluster, for authentication to the API server. These tokens are not designed for use by end-users and do not provide for features such as revocation or expiry, making them insecure. A newer version of the feature (Bound service account token volumes) does introduce expiry but still does not allow for specific revocation.","With any authentication mechanism the ability to revoke credentials if they are compromised or no longer required, is a key control. Service account token authentication does not allow for this due to the use of JWT tokens as an underlying technology. Impact: External mechanisms for authentication generally require additional software to be deployed.",Review user access to the cluster and ensure that users are not making use of service account token authentication.,Alternative mechanisms provided by Kubernetes such as the use of OIDC should be implemented in place of service account tokens. Default Value: Service account token authentication is enabled by default.,kubernetes_service_account_token_user_auth_disabled; kubernetes_service_account_token_user_auth_not_used; kubernetes_service_account_token_user_auth_prohibited; kubernetes_service_account_token_user_auth_restricted; kubernetes_service_account_token_user_auth_revoked,• Level 1 - Master Node,External mechanisms for authentication generally require additional software to be deployed.,
3.1.3,Bootstrap token authentication should not be used for users,Manual,Kubernetes provides bootstrap tokens which are intended for use by new nodes joining the cluster These tokens are not designed for use by end-users they are specifically designed for the purpose of bootstrapping new nodes and not for general authentication,Bootstrap tokens are not intended for use as a general authentication mechanism and impose constraints on user and group naming that do not facilitate good RBAC design. They also cannot be used with MFA resulting in a weak authentication mechanism being available. Impact: External mechanisms for authentication generally require additional software to be deployed.,Review user access to the cluster and ensure that users are not making use of bootstrap token authentication.,Alternative mechanisms provided by Kubernetes such as the use of OIDC should be implemented in place of bootstrap tokens. Default Value: Bootstrap token authentication is not enabled by default and requires an API server parameter to be set.,kubernetes_user_no_bootstrap_token_auth; kubernetes_user_no_bootstrap_token_auth_enabled; kubernetes_auth_no_bootstrap_token_for_users; kubernetes_token_auth_no_bootstrap_for_users; kubernetes_user_auth_no_bootstrap_token,• Level 1 - Master Node,External mechanisms for authentication generally require additional software to be deployed.,
3.2.1,Ensure that a minimal audit policy is created,Manual,Kubernetes can audit the details of requests made to the API server. The --audit- policy-file flag must be set for this logging to be enabled.,"Logging is an important detective control for all systems, to detect potential unauthorised access. Impact: Audit logs will be created on the master nodes, which will consume disk space. Care should be taken to avoid generating too large volumes of log information as this could impact the available of the cluster nodes.",Run the following command on one of the cluster master nodes: ps -ef | grep kube-apiserver Verify that the --audit-policy-file is set. Review the contents of the file specified and ensure that it contains a valid audit policy.,"Create an audit policy file for your cluster. Default Value: Unless the --audit-policy-file flag is specified, no auditing will be carried out. References: 1. https://kubernetes.io/docs/tasks/debug-application-cluster/audit/",kubernetes_api_audit_policy_enabled; kubernetes_api_audit_policy_minimal; kubernetes_api_audit_logging_enabled; kubernetes_audit_policy_file_configured; kubernetes_audit_policy_file_exists; kubernetes_audit_policy_file_valid; kubernetes_audit_logging_minimal; kubernetes_audit_policy_minimal_requirements; kubernetes_audit_policy_file_set; kubernetes_audit_logging_active,• Level 1 - Master Node,"Audit logs will be created on the master nodes, which will consume disk space. Care should be taken to avoid generating too large volumes of log information as this could impact the available of the cluster nodes.",1. https://kubernetes.io/docs/tasks/debug-application-cluster/audit/
3.2.2,Ensure that the audit policy covers key security concerns,Manual,Ensure that the audit policy created for the cluster covers key security concerns.,"Security audit logs should cover access and modification of key resources in the cluster, to enable them to form an effective part of a security environment. Impact: Increasing audit logging will consume resources on the nodes or other log destination.","Review the audit policy provided for the cluster and ensure that it covers at least the following areas :- • Access to Secrets managed by the cluster. Care should be taken to only log Metadata for requests to Secrets, ConfigMaps, and TokenReviews, in order to avoid the risk of logging sensitive data. • Modification of pod and deployment objects. • Use of pods/exec, pods/portforward, pods/proxy and services/proxy. For most requests, minimally logging at the Metadata level is recommended (the most basic level of logging).","Consider modification of the audit policy in use on the cluster to include these items, at a minimum. Default Value: By default Kubernetes clusters do not log audit information. References: 1. https://github.com/k8scop/k8s-security- dashboard/blob/master/configs/kubernetes/adv-audit.yaml 2. https://kubernetes.io/docs/tasks/debug-application-cluster/audit/#audit-policy 3. https://github.com/falcosecurity/falco/blob/master/examples/k8s_audit_config/aud it-policy.yaml 4. https://github.com/kubernetes/kubernetes/blob/master/cluster/gce/gci/configure- helper.sh#L735",kubernetes_audit_policy_security_concerns_covered; kubernetes_audit_policy_key_events_logged; kubernetes_audit_policy_cis_compliance; kubernetes_audit_policy_minimum_requirements_met; kubernetes_audit_policy_security_events_included,• Level 2 - Master Node,Increasing audit logging will consume resources on the nodes or other log destination.,1. https://github.com/k8scop/k8s-security- dashboard/blob/master/configs/kubernetes/adv-audit.yaml 2. https://kubernetes.io/docs/tasks/debug-application-cluster/audit/#audit-policy 3. https://github.com/falcosecurity/falco/blob/master/examples/k8s_audit_config/aud it-policy.yaml 4. https://github.com/kubernetes/kubernetes/blob/master/cluster/gce/gci/configure- helper.sh#L735
4.1.1,Ensure that the kubelet service file permissions are set to 600 or more restrictive,Automated,Ensure that the kubelet service file has permissions of 600 or more restrictive.,The kubelet service file controls various parameters that set the behavior of the kubelet service in the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet service config file. Please set $kubelet_service_config=<PATH> based on the file location on your system for example: export kubelet_service_config=/etc/systemd/system/kubelet.service.d/kubeadm.conf To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a /etc/systemd/system/kubelet.service.d/10-kubeadm.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the each worker node. For example, chmod 600 /etc/systemd/system/kubelet.service.d/kubeadm.conf Default Value: By default, the kubelet service file has permissions of 640. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44- joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in",kubernetes_kubelet_service_file_permissions_restrictive; kubernetes_kubelet_service_file_permissions_600_or_stricter; kubernetes_kubelet_service_file_permissions_secure; kubernetes_kubelet_service_file_permissions_min_600; kubernetes_kubelet_service_file_permissions_enforced,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44- joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in
4.1.2,Ensure that the kubelet service file ownership is set to root:root,Automated,Ensure that the kubelet service file ownership is set to root:root.,The kubelet service file controls various parameters that set the behavior of the kubelet service in the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet service config file. Please set $kubelet_service_config=<PATH> based on the file location on your system for example: export kubelet_service_config=/etc/systemd/system/kubelet.service.d/kubeadm.conf To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %U:%G /etc/systemd/system/kubelet.service.d/10-kubeadm.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the each worker node. For example, chown root:root /etc/systemd/system/kubelet.service.d/kubeadm.conf Default Value: By default, kubelet service file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44- joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in",kubernetes_kubelet_service_file_ownership_root; kubernetes_kubelet_file_owner_root; kubernetes_kubelet_service_file_permissions_root; kubernetes_kubelet_config_ownership_root; kubernetes_kubelet_service_file_root_owned,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44- joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in
4.1.3,If proxy kubeconfig file exists ensure permissions are set to 600 or more restrictive,Manual,"If kube-proxy is running, and if it is using a file-based kubeconfig file, ensure that the proxy kubeconfig file has permissions of 600 or more restrictive.","The kube-proxy kubeconfig file controls various parameters of the kube-proxy service in the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. It is possible to run kube-proxy with the kubeconfig parameters configured as a Kubernetes ConfigMap instead of a file. In this case, there is no proxy kubeconfig file. Impact: None","Find the kubeconfig file being used by kube-proxy by running the following command: ps -ef | grep kube-proxy If kube-proxy is running, get the kubeconfig file location from the --kubeconfig parameter. To perform the audit: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a <path><filename> Verify that a file is specified and it exists with permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the each worker node. For example, chmod 600 <proxy kubeconfig file> Default Value: By default, proxy file has permissions of 640. References: 1. https://kubernetes.io/docs/admin/kube-proxy/",kubernetes_proxy_kubeconfig_file_permissions_restrictive; kubernetes_proxy_kubeconfig_file_permissions_600_or_stricter; kubernetes_proxy_kubeconfig_file_permissions_secure; kubernetes_proxy_kubeconfig_file_permissions_min_600; kubernetes_proxy_kubeconfig_file_permissions_protected,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kube-proxy/
4.1.4,If proxy kubeconfig file exists ensure ownership is set to root:root,Manual,"If kube-proxy is running, ensure that the file ownership of its kubeconfig file is set to root:root.",The kubeconfig file for kube-proxy controls various parameters for the kube-proxy service in the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Find the kubeconfig file being used by kube-proxy by running the following command: ps -ef | grep kube-proxy If kube-proxy is running, get the kubeconfig file location from the --kubeconfig parameter. To perform the audit: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %U:%G <path><filename> Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the each worker node. For example, chown root:root <proxy kubeconfig file> Default Value: By default, proxy file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kube-proxy/",kubernetes_proxy_kubeconfig_root_ownership; kubernetes_proxy_kubeconfig_file_secure_ownership; kubernetes_kubeconfig_root_user_group; kubernetes_proxy_config_file_root_only; kubernetes_kubeconfig_ownership_restricted,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kube-proxy/
4.1.5,Ensure that the --kubeconfig kubelet.conf file permissions are set to 600 or more restrictive,Automated,Ensure that the kubelet.conf file has permissions of 600 or more restrictive.,"The kubelet.conf file is the kubeconfig file for the node, and controls various parameters that set the behavior and identity of the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config file. Please set $kubelet_config=<PATH> based on the file location on your system for example: export kubelet_config=/etc/kubernetes/kubelet.conf To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a /etc/kubernetes/kubelet.conf Verify that the ownership is set to root:root.Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the each worker node. For example, chmod 600 /etc/kubernetes/kubelet.conf Default Value: By default, kubelet.conf file has permissions of 600. References: 1. https://kubernetes.io/docs/admin/kubelet/",kubernetes_kubeconfig_file_permissions_restrictive; kubernetes_kubeconfig_file_permissions_600; kubernetes_kubelet_conf_file_permissions_restrictive; kubernetes_kubelet_conf_file_permissions_600; kubernetes_kubeconfig_kubelet_conf_permissions_restrictive; kubernetes_kubeconfig_kubelet_conf_permissions_600,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/
4.1.6,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,Automated,Ensure that the kubelet.conf file ownership is set to root:root.,"The kubelet.conf file is the kubeconfig file for the node, and controls various parameters that set the behavior and identity of the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config file. Please set $kubelet_config=<PATH> based on the file location on your system for example: export kubelet_config=/etc/kubernetes/kubelet.conf To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %U:%G /etc/kubernetes/kubelet.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the each worker node. For example, chown root:root /etc/kubernetes/kubelet.conf Default Value: By default, kubelet.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubelet/",kubernetes_kubeconfig_root_ownership; kubelet_config_file_root_owner; kubelet_conf_root_ownership; kubernetes_kubelet_conf_secure_ownership; kubeconfig_kubelet_root_owner,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/
4.1.7,Ensure that the certificate authorities file permissions are set to 600 or more restrictive,Manual,Ensure that the certificate authorities file has permissions of 600 or more restrictive.,The certificate authorities file controls the authorities used to validate API requests. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,Run the following command: ps -ef | grep kubelet Find the file specified by the --client-ca-file argument. Run the following command: stat -c %a <filename> Verify that the permissions are 644 or more restrictive.,Run the following command to modify the file permissions of the --client-ca-file chmod 600 <filename> Default Value: By default no --client-ca-file is specified. References: 1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,compute_certificate_authorities_file_permissions_600_or_more_restrictive; compute_ca_file_permissions_600_or_more_restrictive; compute_ssl_certificate_authorities_file_permissions_restrictive; compute_trust_store_file_permissions_600_or_more_restrictive; compute_ca_bundle_file_permissions_600_or_more_restrictive,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs
4.1.8,Ensure that the client certificate authorities file ownership is set to root:root,Manual,Ensure that the certificate authorities file ownership is set to root:root.,The certificate authorities file controls the authorities used to validate API requests. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,Run the following command: ps -ef | grep kubelet Find the file specified by the --client-ca-file argument. Run the following command: stat -c %U:%G <filename> Verify that the ownership is set to root:root.,Run the following command to modify the ownership of the --client-ca-file. chown root:root <filename> Default Value: By default no --client-ca-file is specified. References: 1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,compute_client_certificate_authorities_file_ownership_root; compute_ssl_certificate_authorities_file_ownership_root; compute_certificate_authorities_file_owner_root; compute_certificate_authorities_file_group_root; compute_client_certificate_authorities_file_owner_root; compute_client_certificate_authorities_file_group_root,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs
4.1.9,If the kubelet config.yaml configuration file is being used validate permissions set to 600 or more restrictive,Automated,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file has permissions of 600 or more restrictive.","The kubelet reads various parameters, including security settings, from a config file specified by the --config argument. If this file is specified you should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config yaml file. Please set $kubelet_config_yaml=<PATH> based on the file location on your system for example: export kubelet_config_yaml=/var/lib/kubelet/config.yaml To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a /var/lib/kubelet/config.yaml Verify that the permissions are 600 or more restrictive.","Run the following command (using the config file location identied in the Audit step) chmod 600 /var/lib/kubelet/config.yaml Default Value: By default, the /var/lib/kubelet/config.yaml file as set up by kubeadm has permissions of 600. References: 1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/",kubernetes_kubelet_config_file_permissions_restrictive; kubernetes_kubelet_config_file_permissions_600_or_stricter; kubernetes_kubelet_config_file_permissions_secure; kubernetes_kubelet_config_file_permissions_min_600; kubernetes_kubelet_config_file_permissions_protected,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/
4.1.10,If the kubelet config.yaml configuration file is being used validate file ownership is set to root:root,Automated,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file is owned by root:root.","The kubelet reads various parameters, including security settings, from a config file specified by the --config argument. If this file is specified you should restrict its file permissions to maintain the integrity of the file. The file should be owned by root:root. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config yaml file. Please set $kubelet_config_yaml=<PATH> based on the file location on your system for example: export kubelet_config_yaml=/var/lib/kubelet/config.yaml To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %aU %G /var/lib/kubelet/config.yaml ```Verify that the ownership is set to `root:root`.","Run the following command (using the config file location identied in the Audit step) chown root:root /etc/kubernetes/kubelet.conf Default Value: By default, /var/lib/kubelet/config.yaml file as set up by kubeadm is owned by root:root. References: 1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/",kubernetes_kubelet_config_file_owner_root; kubernetes_kubelet_config_file_group_root; kubernetes_kubelet_config_file_ownership_root_root; kubernetes_kubelet_config_file_permissions_secure; kubernetes_kubelet_config_file_access_restricted,• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/
