Control_ID,Title,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
A.8.23,Web Filtering,automated,aws_vpc_flow_logs_enabled; aws_vpc_default_security_group_closed; aws_securityhub_enabled,,,oracle_vcn_default_security_group_closed; oracle_securityhub_enabled; oracle_vcn_flow_logs_enabled,ibm_vpc_flow_logs_enabled; ibm_vpc_default_security_group_closed; ibm_securityhub_enabled,alicloud_vpc_flow_logs_enabled; alicloud_vpc_default_security_group_closed; alicloud_securityhub_enabled,12
A.8.24,Use of Cryptography,automated,aws_sagemaker_notebook_instance_encryption_enabled; aws_redshift_cluster_encrypted_at_rest; aws_ec2_ebs_snapshots_encrypted; aws_cloudwatch_log_group_kms_encryption_enabled; aws_backup_vaults_encrypted; aws_glue_development_endpoints_job_bookmark_encryption_enabled; aws_elasticache_redis_cluster_in_transit_encryption_enabled; aws_rds_instance_storage_encrypted; aws_rds_snapshots_encrypted; aws_glue_development_endpoints_cloudwatch_logs_encryption_enabled; aws_rds_cluster_storage_encrypted; aws_kms_cmk_not_multi_region; aws_eks_cluster_kms_cmk_encryption_in_secrets_enabled; aws_cloudtrail_kms_encryption_enabled; aws_dynamodb_accelerator_cluster_in_transit_encryption_enabled; aws_documentdb_cluster_storage_encrypted; aws_redshift_cluster_in_transit_encryption_enabled; aws_s3_bucket_default_encryption; aws_athena_workgroup_encryption; aws_sqs_queues_server_side_encryption_enabled; aws_kafka_cluster_in_transit_encryption_enabled; aws_kms_cmk_not_deleted_unintentionally; aws_glue_etl_jobs_amazon_s3_encryption_enabled; aws_bedrock_model_invocation_logs_encryption_enabled; aws_apigateway_restapi_cache_encrypted; aws_cloudfront_distributions_field_level_encryption_enabled; aws_transfer_server_in_transit_encryption_enabled; aws_kinesis_stream_encrypted_at_rest; aws_firehose_stream_encrypted_at_rest; aws_glue_etl_jobs_job_bookmark_encryption_enabled; aws_glue_ml_transform_encrypted_at_rest; aws_sns_topics_kms_encryption_at_rest_enabled; aws_codebuild_report_group_export_encrypted; aws_glue_etl_jobs_cloudwatch_logs_encryption_enabled; aws_workspaces_volume_encryption_enabled; aws_kms_cmk_are_used; aws_elasticache_redis_cluster_rest_encryption_enabled; aws_neptune_cluster_snapshot_encrypted; aws_rds_instance_transport_encrypted; aws_ec2_ebs_default_encryption; aws_ec2_ebs_volume_encryption; aws_sagemaker_training_jobs_intercontainer_encryption_enabled; aws_kafka_cluster_encryption_at_rest_uses_cmk; aws_dms_endpoint_redis_in_transit_encryption_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_dynamodb_accelerator_cluster_encryption_enabled; aws_glue_development_endpoints_s3_encryption_enabled; aws_glue_data_catalogs_metadata_encryption_enabled; aws_kafka_connector_in_transit_encryption_enabled; aws_opensearch_service_domains_node_to_node_encryption_enabled; aws_dynamodb_tables_kms_cmk_encryption_enabled; aws_cloudfront_distributions_origin_traffic_encrypted; aws_s3_bucket_kms_encryption; aws_neptune_cluster_storage_encrypted; aws_storagegateway_fileshare_encryption_enabled; aws_sagemaker_training_jobs_volume_and_output_encryption_enabled; aws_efs_encryption_at_rest_enabled; aws_backup_recovery_point_encrypted; aws_glue_data_catalogs_connection_passwords_encryption_enabled; aws_codebuild_project_s3_logs_encrypted; aws_kms_cmk_rotation_enabled,azure_storage_ensure_encryption_with_customer_managed_keys; azure_sqlserver_tde_encryption_enabled; azure_app_minimum_tls_version_12; azure_vm_ensure_attached_disks_encrypted_with_cmk; azure_storage_infrastructure_encryption_is_enabled; azure_storage_secure_transfer_required_is_enabled; azure_vm_ensure_unattached_disks_encrypted_with_cmk; azure_sqlserver_tde_encrypted_with_cmk; azure_monitor_storage_account_with_activity_logs_cmk_encrypted,gcp_kms_key_rotation_enabled; gcp_kms_key_not_publicly_accessible,oracle_sagemaker_notebook_instance_encryption_enabled; oracle_redshift_cluster_encrypted_at_rest; oracle_sqlserver_tde_encryption_enabled; oracle_vault_cmk_are_used; oracle_glue_development_endpoints_job_bookmark_encryption_enabled; oracle_backup_vaults_encrypted; oracle_elasticache_redis_cluster_in_transit_encryption_enabled; oracle_storage_secure_transfer_required_is_enabled; oracle_kms_key_rotation_enabled; oracle_storage_ensure_encryption_with_customer_managed_keys; oracle_vault_cmk_rotation_enabled; oracle_storage_infrastructure_encryption_is_enabled; oracle_vault_cmk_not_deleted_unintentionally; oracle_sns_topics_vault_encryption_at_rest_enabled; oracle_database_instance_storage_encrypted; oracle_dynamodb_accelerator_cluster_in_transit_encryption_enabled; oracle_documentdb_cluster_storage_encrypted; oracle_redshift_cluster_in_transit_encryption_enabled; oracle_object_storage_bucket_kms_encryption; oracle_athena_workgroup_encryption; oracle_sqs_queues_server_side_encryption_enabled; oracle_monitor_storage_account_with_activity_logs_cmk_encrypted; oracle_cloudwatch_log_group_vault_encryption_enabled; oracle_glue_development_endpoints_object_storage_encryption_enabled; oracle_kafka_cluster_in_transit_encryption_enabled; oracle_sqlserver_tde_encrypted_with_cmk; oracle_bedrock_model_invocation_logs_encryption_enabled; oracle_apigateway_restapi_cache_encrypted; oracle_compute_ebs_default_encryption; oracle_glue_etl_jobs_amazon_object_storage_encryption_enabled; oracle_cloudfront_distributions_field_level_encryption_enabled; oracle_transfer_server_in_transit_encryption_enabled; oracle_kinesis_stream_encrypted_at_rest; oracle_database_instance_transport_encrypted; oracle_compute_ebs_snapshots_encrypted; oracle_firehose_stream_encrypted_at_rest; oracle_glue_etl_jobs_job_bookmark_encryption_enabled; oracle_glue_ml_transform_encrypted_at_rest; oracle_workspaces_volume_encryption_enabled; oracle_codebuild_report_group_export_encrypted; oracle_vault_cmk_not_multi_region; oracle_dynamodb_tables_vault_cmk_encryption_enabled; oracle_app_minimum_tls_version_12; oracle_elasticache_redis_cluster_rest_encryption_enabled; oracle_neptune_cluster_snapshot_encrypted; oracle_vm_ensure_attached_disks_encrypted_with_cmk; oracle_vm_ensure_unattached_disks_encrypted_with_cmk; oracle_sagemaker_training_jobs_intercontainer_encryption_enabled; oracle_kafka_cluster_encryption_at_rest_uses_cmk; oracle_dms_endpoint_redis_in_transit_encryption_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_dynamodb_accelerator_cluster_encryption_enabled; oracle_kafka_connector_in_transit_encryption_enabled; oracle_glue_data_catalogs_metadata_encryption_enabled; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_database_snapshots_encrypted; oracle_object_storage_bucket_default_encryption; oracle_cloudfront_distributions_origin_traffic_encrypted; oracle_storagegateway_fileshare_encryption_enabled; oracle_neptune_cluster_storage_encrypted; oracle_sagemaker_training_jobs_volume_and_output_encryption_enabled; oracle_efs_encryption_at_rest_enabled; oracle_backup_recovery_point_encrypted; oracle_glue_development_endpoints_monitoring_logs_encryption_enabled; oracle_database_cluster_storage_encrypted; oracle_compute_ebs_volume_encryption; oracle_cloudtrail_vault_encryption_enabled; oracle_eks_cluster_vault_cmk_encryption_in_secrets_enabled; oracle_codebuild_project_object_storage_logs_encrypted; oracle_glue_data_catalogs_connection_passwodatabase_encryption_enabled; oracle_glue_etl_jobs_monitoring_logs_encryption_enabled; oracle_kms_key_not_publicly_accessible,ibm_sagemaker_notebook_instance_encryption_enabled; ibm_redshift_cluster_encrypted_at_rest; ibm_glue_development_endpoints_job_bookmark_encryption_enabled; ibm_backup_vaults_encrypted; ibm_elasticache_redis_cluster_in_transit_encryption_enabled; ibm_glue_etl_jobs_amazon_cos_encryption_enabled; ibm_vm_ensure_unattached_disks_encrypted_with_cmk; ibm_kms_key_rotation_enabled; ibm_database_instance_storage_encrypted; ibm_dynamodb_accelerator_cluster_in_transit_encryption_enabled; ibm_documentdb_cluster_storage_encrypted; ibm_redshift_cluster_in_transit_encryption_enabled; ibm_athena_workgroup_encryption; ibm_sqlserver_tde_encrypted_with_cmk; ibm_sqs_queues_server_side_encryption_enabled; ibm_key_protect_cmk_not_multi_region; ibm_kafka_cluster_in_transit_encryption_enabled; ibm_cloudtrail_key_protect_encryption_enabled; ibm_vsi_ebs_snapshots_encrypted; ibm_eks_cluster_key_protect_cmk_encryption_in_secrets_enabled; ibm_vsi_ebs_volume_encryption; ibm_storage_secure_transfer_required_is_enabled; ibm_bedrock_model_invocation_logs_encryption_enabled; ibm_apigateway_restapi_cache_encrypted; ibm_cloudfront_distributions_field_level_encryption_enabled; ibm_transfer_server_in_transit_encryption_enabled; ibm_kinesis_stream_encrypted_at_rest; ibm_sns_topics_key_protect_encryption_at_rest_enabled; ibm_database_instance_transport_encrypted; ibm_firehose_stream_encrypted_at_rest; ibm_glue_etl_jobs_job_bookmark_encryption_enabled; ibm_glue_ml_transform_encrypted_at_rest; ibm_dynamodb_tables_key_protect_cmk_encryption_enabled; ibm_codebuild_report_group_export_encrypted; ibm_workspaces_volume_encryption_enabled; ibm_vsi_ebs_default_encryption; ibm_cloudwatch_log_group_key_protect_encryption_enabled; ibm_cos_bucket_default_encryption; ibm_key_protect_cmk_are_used; ibm_kms_key_not_publicly_accessible; ibm_elasticache_redis_cluster_rest_encryption_enabled; ibm_neptune_cluster_snapshot_encrypted; ibm_sqlserver_tde_encryption_enabled; ibm_app_minimum_tls_version_12; ibm_codebuild_project_cos_logs_encrypted; ibm_sagemaker_training_jobs_intercontainer_encryption_enabled; ibm_key_protect_cmk_not_deleted_unintentionally; ibm_kafka_cluster_encryption_at_rest_uses_cmk; ibm_dms_endpoint_redis_in_transit_encryption_enabled; ibm_opensearch_service_domains_encryption_at_rest_enabled; ibm_dynamodb_accelerator_cluster_encryption_enabled; ibm_kafka_connector_in_transit_encryption_enabled; ibm_glue_data_catalogs_metadata_encryption_enabled; ibm_opensearch_service_domains_node_to_node_encryption_enabled; ibm_database_snapshots_encrypted; ibm_cos_bucket_kms_encryption; ibm_cloudfront_distributions_origin_traffic_encrypted; ibm_storagegateway_fileshare_encryption_enabled; ibm_neptune_cluster_storage_encrypted; ibm_key_protect_cmk_rotation_enabled; ibm_storage_ensure_encryption_with_customer_managed_keys; ibm_vm_ensure_attached_disks_encrypted_with_cmk; ibm_sagemaker_training_jobs_volume_and_output_encryption_enabled; ibm_efs_encryption_at_rest_enabled; ibm_backup_recovery_point_encrypted; ibm_glue_development_endpoints_monitoring_logs_encryption_enabled; ibm_glue_development_endpoints_cos_encryption_enabled; ibm_database_cluster_storage_encrypted; ibm_monitor_storage_account_with_activity_logs_cmk_encrypted; ibm_glue_data_catalogs_connection_passwodatabase_encryption_enabled; ibm_glue_etl_jobs_monitoring_logs_encryption_enabled; ibm_storage_infrastructure_encryption_is_enabled,alicloud_sagemaker_notebook_instance_encryption_enabled; alicloud_redshift_cluster_encrypted_at_rest; alicloud_cloudwatch_log_group_kms_encryption_enabled; alicloud_backup_vaults_encrypted; alicloud_glue_development_endpoints_job_bookmark_encryption_enabled; alicloud_sqlserver_tde_encrypted_with_cmk; alicloud_elasticache_redis_cluster_in_transit_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_rds_snapshots_encrypted; alicloud_oss_bucket_default_encryption; alicloud_rds_cluster_storage_encrypted; alicloud_oss_bucket_kms_encryption; alicloud_kms_cmk_not_multi_region; alicloud_eks_cluster_kms_cmk_encryption_in_secrets_enabled; alicloud_cloudtrail_kms_encryption_enabled; alicloud_ecs_ebs_snapshots_encrypted; alicloud_dynamodb_accelerator_cluster_in_transit_encryption_enabled; alicloud_documentdb_cluster_storage_encrypted; alicloud_codebuild_project_oss_logs_encrypted; alicloud_redshift_cluster_in_transit_encryption_enabled; alicloud_athena_workgroup_encryption; alicloud_storage_ensure_encryption_with_customer_managed_keys; alicloud_sqs_queues_server_side_encryption_enabled; alicloud_monitor_storage_account_with_activity_logs_cmk_encrypted; alicloud_app_minimum_tls_version_12; alicloud_kafka_cluster_in_transit_encryption_enabled; alicloud_opensearch_service_domains_node_to_node_encryption_enabled; alicloud_kms_cmk_not_deleted_unintentionally; alicloud_ecs_ebs_volume_encryption; alicloud_bedrock_model_invocation_logs_encryption_enabled; alicloud_apigateway_restapi_cache_encrypted; alicloud_storage_infrastructure_encryption_is_enabled; alicloud_vm_ensure_unattached_disks_encrypted_with_cmk; alicloud_sqlserver_tde_encryption_enabled; alicloud_cloudfront_distributions_field_level_encryption_enabled; alicloud_transfer_server_in_transit_encryption_enabled; alicloud_glue_development_endpoints_cloudmonitor_logs_encryption_enabled; alicloud_kinesis_stream_encrypted_at_rest; alicloud_firehose_stream_encrypted_at_rest; alicloud_glue_etl_jobs_job_bookmark_encryption_enabled; alicloud_glue_ml_transform_encrypted_at_rest; alicloud_sns_topics_kms_encryption_at_rest_enabled; alicloud_codebuild_report_group_export_encrypted; alicloud_workspaces_volume_encryption_enabled; alicloud_glue_etl_jobs_amazon_oss_encryption_enabled; alicloud_kms_cmk_are_used; alicloud_elasticache_redis_cluster_rest_encryption_enabled; alicloud_neptune_cluster_snapshot_encrypted; alicloud_rds_instance_transport_encrypted; alicloud_sagemaker_training_jobs_intercontainer_encryption_enabled; alicloud_kafka_cluster_encryption_at_rest_uses_cmk; alicloud_dms_endpoint_redis_in_transit_encryption_enabled; alicloud_ecs_ebs_default_encryption; alicloud_dynamodb_accelerator_cluster_encryption_enabled; alicloud_kafka_connector_in_transit_encryption_enabled; alicloud_glue_data_catalogs_metadata_encryption_enabled; alicloud_glue_development_endpoints_oss_encryption_enabled; alicloud_opensearch_service_domains_encryption_at_rest_enabled; alicloud_dynamodb_tables_kms_cmk_encryption_enabled; alicloud_cloudfront_distributions_origin_traffic_encrypted; alicloud_storagegateway_fileshare_encryption_enabled; alicloud_neptune_cluster_storage_encrypted; alicloud_sagemaker_training_jobs_volume_and_output_encryption_enabled; alicloud_efs_encryption_at_rest_enabled; alicloud_backup_recovery_point_encrypted; alicloud_kms_key_rotation_enabled; alicloud_storage_secure_transfer_required_is_enabled; alicloud_glue_data_catalogs_connection_passwords_encryption_enabled; alicloud_kms_key_not_publicly_accessible; alicloud_glue_etl_jobs_cloudmonitor_logs_encryption_enabled; alicloud_kms_cmk_rotation_enabled; alicloud_vm_ensure_attached_disks_encrypted_with_cmk,288
A.8.25,Secure Development Life Cycle,manual,,,,,,,0
A.8.26,Application Security Requirements,manual,,,,,,,0
A.8.27,Secure Systems Architecture and Engineering Principles,automated,aws_ssm_document_secrets; aws_ssm_managed_compliant_patching; aws_ssm_documents_set_as_public,,,oracle_ssm_document_secrets; oracle_ssm_managed_compliant_patching; oracle_ssm_documents_set_as_public,ibm_ssm_document_secrets; ibm_ssm_managed_compliant_patching; ibm_ssm_documents_set_as_public,alicloud_ssm_document_secrets; alicloud_ssm_managed_compliant_patching; alicloud_ssm_documents_set_as_public,12
A.8.29,Security Testing in Development and Acceptance,manual,,,,,,,0
A.8.3,Information Access Restriction,automated,aws_sns_topics_kms_encryption_at_rest_enabled; aws_s3_bucket_object_versioning; aws_organizations_account_part_of_organizations; aws_accessanalyzer_enabled; aws_accessanalyzer_enabled_without_findings,azure_postgresql_flexible_server_allow_access_services_disabled; azure_entra_policy_guest_users_access_restrictions; azure_app_function_access_keys_configured; azure_storage_ensure_azure_services_are_trusted_to_access_is_enabled,gcp_iam_account_access_approval_enabled; gcp_iam_sa_no_administrative_privileges; gcp_compute_instance_default_service_account_in_use_with_full_api_access,oracle_accessanalyzer_enabled; oracle_entra_policy_guest_users_access_restrictions; oracle_app_function_access_keys_configured; oracle_iam_sa_no_administrative_privileges; oracle_compute_instance_default_service_account_in_use_with_full_api_access; oracle_storage_ensure_oracle_services_are_trusted_to_access_is_enabled; oracle_sns_topics_vault_encryption_at_rest_enabled; oracle_organizations_account_part_of_organizations; oracle_object_storage_bucket_object_versioning; oracle_accessanalyzer_enabled_without_findings; oracle_iam_account_access_approval_enabled; oracle_postgresql_flexible_server_allow_access_services_disabled,ibm_postgresql_flexible_server_allow_access_services_disabled; ibm_storage_ensure_ibm_services_are_trusted_to_access_is_enabled; ibm_entra_policy_guest_users_access_restrictions; ibm_iam_account_access_approval_enabled; ibm_compute_instance_default_service_account_in_use_with_full_api_access; ibm_iam_sa_no_administrative_privileges; ibm_organizations_account_part_of_organizations; ibm_accessanalyzer_enabled; ibm_accessanalyzer_enabled_without_findings; ibm_app_function_access_keys_configured; ibm_sns_topics_key_protect_encryption_at_rest_enabled; ibm_cos_bucket_object_versioning,alicloud_entra_policy_guest_users_access_restrictions; alicloud_postgresql_flexible_server_allow_access_services_disabled; alicloud_iam_sa_no_administrative_privileges; alicloud_storage_ensure_alicloud_services_are_trusted_to_access_is_enabled; alicloud_sns_topics_kms_encryption_at_rest_enabled; alicloud_iam_account_access_approval_enabled; alicloud_compute_instance_default_service_account_in_use_with_full_api_access; alicloud_app_function_access_keys_configured; alicloud_oss_bucket_object_versioning; alicloud_organizations_account_part_of_organizations; alicloud_accessanalyzer_enabled; alicloud_accessanalyzer_enabled_without_findings,48
A.8.30,Outsourced Development,manual,,,,,,,0
A.8.31,"Separation of Development, Test and Production Environments",manual,,,,,,,0
A.8.32,Change Management,manual,,,,,,,0
A.8.33,Test Information,manual,,,,,,,0
A.8.34,Protection of Information Systems During Audit Testing,manual,,,,,,,0
A.8.4,Access To Source Code,automated,aws_codebuild_project_artifact_encryption; aws_codebuild_project_logging_enabled; aws_codebuild_project_envvar_awscred_check; aws_codebuild_project_user_controlled_buildspec; aws_codebuild_project_source_repo_url_check; aws_codebuild_project_older_90_days,,,oracle_codebuild_project_artifact_encryption; oracle_codebuild_project_logging_enabled; oracle_codebuild_project_envvar_awscred_check; oracle_codebuild_project_user_controlled_buildspec; oracle_codebuild_project_source_repo_url_check; oracle_codebuild_project_older_90_days,ibm_codebuild_project_artifact_encryption; ibm_codebuild_project_logging_enabled; ibm_codebuild_project_envvar_awscred_check; ibm_codebuild_project_user_controlled_buildspec; ibm_codebuild_project_source_repo_url_check; ibm_codebuild_project_older_90_days,alicloud_codebuild_project_artifact_encryption; alicloud_codebuild_project_logging_enabled; alicloud_codebuild_project_envvar_awscred_check; alicloud_codebuild_project_user_controlled_buildspec; alicloud_codebuild_project_source_repo_url_check; alicloud_codebuild_project_older_90_days,24
A.8.5,Secure Authentication,automated,aws_acm_certificates_expiration_check; aws_dynamodb_tables_kms_cmk_encryption_enabled; aws_iam_user_mfa_enabled_console_access; aws_kms_cmk_are_used; aws_iam_user_hardware_mfa_enabled; aws_directoryservice_supported_mfa_radius_enabled; aws_eks_cluster_kms_cmk_encryption_in_secrets_enabled; aws_iam_root_mfa_enabled; aws_kms_cmk_rotation_enabled,azure_storage_ensure_encryption_with_customer_managed_keys; azure_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa; azure_sqlserver_tde_encryption_enabled; azure_app_minimum_tls_version_12; azure_entra_user_with_vm_access_has_mfa; azure_storage_infrastructure_encryption_is_enabled; azure_entra_conditional_access_policy_require_mfa_for_management_app,,oracle_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa; oracle_sqlserver_tde_encryption_enabled; oracle_acm_certificates_expiration_check; oracle_eks_cluster_vault_cmk_encryption_in_secrets_enabled; oracle_entra_user_with_vm_access_has_mfa; oracle_dynamodb_tables_vault_cmk_encryption_enabled; oracle_identity_user_hardware_mfa_enabled; oracle_app_minimum_tls_version_12; oracle_storage_ensure_encryption_with_customer_managed_keys; oracle_vault_cmk_rotation_enabled; oracle_entra_conditional_access_policy_require_mfa_for_management_app; oracle_storage_infrastructure_encryption_is_enabled; oracle_directoryservice_supported_mfa_radius_enabled; oracle_vault_cmk_are_used; oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled_console_access,ibm_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa; ibm_key_protect_cmk_rotation_enabled; ibm_acm_certificates_expiration_check; ibm_key_protect_cmk_are_used; ibm_storage_ensure_encryption_with_customer_managed_keys; ibm_dynamodb_tables_key_protect_cmk_encryption_enabled; ibm_eks_cluster_key_protect_cmk_encryption_in_secrets_enabled; ibm_iam_user_mfa_enabled_console_access; ibm_entra_conditional_access_policy_require_mfa_for_management_app; ibm_sqlserver_tde_encryption_enabled; ibm_iam_user_hardware_mfa_enabled; ibm_app_minimum_tls_version_12; ibm_directoryservice_supported_mfa_radius_enabled; ibm_iam_root_mfa_enabled; ibm_entra_user_with_vm_access_has_mfa; ibm_storage_infrastructure_encryption_is_enabled,alicloud_storage_ensure_encryption_with_customer_managed_keys; alicloud_ram_user_hardware_mfa_enabled; alicloud_acm_certificates_expiration_check; alicloud_dynamodb_tables_kms_cmk_encryption_enabled; alicloud_entra_user_with_vm_access_has_mfa; alicloud_app_minimum_tls_version_12; alicloud_ram_user_mfa_enabled_console_access; alicloud_ram_root_mfa_enabled; alicloud_kms_cmk_are_used; alicloud_storage_infrastructure_encryption_is_enabled; alicloud_entra_conditional_access_policy_require_mfa_for_management_app; alicloud_directoryservice_supported_mfa_radius_enabled; alicloud_sqlserver_tde_encryption_enabled; alicloud_eks_cluster_kms_cmk_encryption_in_secrets_enabled; alicloud_kms_cmk_rotation_enabled; alicloud_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa,64
A.8.6,Capacity Management,manual,,,,,,,0
A.8.7,Protection Against Malware,automated,aws_guardduty_no_high_severity_findings; aws_guardduty_is_enabled,azure_defender_ensure_defender_for_arm_is_on; azure_defender_ensure_defender_for_keyvault_is_on; azure_defender_ensure_defender_for_sql_servers_is_on; azure_defender_ensure_defender_for_dns_is_on; azure_defender_ensure_defender_for_containers_is_on; azure_defender_ensure_defender_for_app_services_is_on; azure_defender_ensure_defender_for_storage_is_on; azure_defender_container_images_scan_enabled; azure_defender_ensure_defender_for_cosmosdb_is_on; azure_defender_ensure_iot_hub_defender_is_on; azure_defender_container_images_resolved_vulnerabilities; azure_defender_ensure_defender_for_azure_sql_databases_is_on; azure_defender_ensure_defender_for_os_relational_databases_is_on; azure_defender_ensure_defender_for_databases_is_on; azure_defender_ensure_defender_for_server_is_on,gcp_iam_cloud_asset_inventory_enabled,oracle_defender_container_images_scan_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_defender_ensure_defender_for_containers_is_on; oracle_defender_container_images_resolved_vulnerabilities; oracle_defender_ensure_defender_for_keyvault_is_on; oracle_defender_ensure_defender_for_server_is_on; oracle_defender_ensure_defender_for_storage_is_on; oracle_defender_ensure_defender_for_cosmosdb_is_on; oracle_iam_cloud_asset_inventory_enabled; oracle_defender_ensure_defender_for_databases_is_on; oracle_defender_ensure_defender_for_dns_is_on; oracle_cloud_guard_is_enabled; oracle_defender_ensure_defender_for_sql_servers_is_on; oracle_defender_ensure_defender_for_arm_is_on; oracle_defender_ensure_defender_for_os_relational_databases_is_on; oracle_defender_ensure_iot_hub_defender_is_on; oracle_defender_ensure_defender_for_oracle_sql_databases_is_on; oracle_defender_ensure_defender_for_app_services_is_on,ibm_defender_ensure_defender_for_server_is_on; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_iot_hub_defender_is_on; ibm_security_advisor_is_enabled; ibm_defender_ensure_defender_for_containers_is_on; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_defender_container_images_scan_enabled; ibm_defender_ensure_defender_for_arm_is_on; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_defender_ensure_defender_for_ibm_sql_databases_is_on; ibm_security_advisor_no_high_severity_findings; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_iam_cloud_asset_inventory_enabled; ibm_defender_container_images_resolved_vulnerabilities; ibm_defender_ensure_defender_for_app_services_is_on; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_databases_is_on,alicloud_defender_ensure_defender_for_server_is_on; alicloud_defender_ensure_defender_for_os_relational_databases_is_on; alicloud_defender_ensure_defender_for_sql_servers_is_on; alicloud_defender_ensure_defender_for_storage_is_on; alicloud_security_center_is_enabled; alicloud_defender_ensure_defender_for_alicloud_sql_databases_is_on; alicloud_defender_ensure_defender_for_app_services_is_on; alicloud_defender_ensure_defender_for_cosmosdb_is_on; alicloud_security_center_no_high_severity_findings; alicloud_defender_ensure_defender_for_databases_is_on; alicloud_defender_ensure_defender_for_arm_is_on; alicloud_defender_ensure_defender_for_containers_is_on; alicloud_defender_ensure_defender_for_dns_is_on; alicloud_defender_container_images_scan_enabled; alicloud_defender_ensure_iot_hub_defender_is_on; alicloud_iam_cloud_asset_inventory_enabled; alicloud_defender_container_images_resolved_vulnerabilities; alicloud_defender_ensure_defender_for_keyvault_is_on,72
A.8.8,Management of Technical Vulnerabilities,manual,,,,,,,0
