compliance,section,id,title
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.9,Ensure IAM password policy prevents password reuse
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.10,Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.12,Ensure credentials unused for 45 days or more are disabled
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.13,Ensure there is only one active access key for any single IAM user
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.14,Ensure access keys are rotated every 90 days or less
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.15,Ensure IAM users receive permissions only through groups
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.16,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached"
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.17,Ensure a support role has been created to manage incidents with AWS Support
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.18,Ensure IAM instance roles are used for AWS resource access from instances
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.19,Ensure that all expired SSL/TLS certificates stored in AWS IAM are removed
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.20,Ensure that IAM Access Analyzer is enabled for all regions
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.21,Ensure IAM users are managed centrally via identity federation or AWS Organizations for multi-account environments
CIS Amazon Web Services Foundations Benchmark v4.0.1,1 Section,1.22,Ensure access to AWSCloudShellFullAccess is restricted
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.1.1,Ensure S3 Bucket Policy is set to deny HTTP requests
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.1.2,Ensure MFA Delete is enabled on S3 buckets
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.1.3,"Ensure all data in Amazon S3 has been discovered, classified, and secured when necessary"
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.1.4,Ensure that S3 is configured with 'Block Public Access' enabled
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.2.1,Ensure that encryption-at-rest is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.2.2,Ensure the Auto Minor Version Upgrade feature is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.2.3,Ensure that RDS instances are not publicly accessible
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.2.4,Ensure Multi-AZ deployments are used for enhanced availability in Amazon RDS
CIS Amazon Web Services Foundations Benchmark v4.0.1,2 Section,2.3.1,Ensure that encryption is enabled for EFS file systems
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.1,Ensure CloudTrail is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.2,Ensure CloudTrail log file validation is enabled
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.3,Ensure AWS Config is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.4,Ensure that server access logging is enabled on the CloudTrail S3 bucket
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.5,Ensure CloudTrail logs are encrypted at rest using KMS CMKs
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.6,Ensure rotation for customer-created symmetric CMKs is enabled
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.7,Ensure VPC flow logging is enabled in all VPCs
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.8,Ensure that object-level logging for write events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v4.0.1,3 Section,3.9,Ensure that object-level logging for read events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.1,Ensure unauthorized API calls are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.2,Ensure management console sign-in without MFA is monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.3,Ensure usage of the 'root' account is monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.4,Ensure IAM policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.5,Ensure CloudTrail configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.6,Ensure AWS Management Console authentication failures are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.7,Ensure disabling or scheduled deletion of customer created CMKs is monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.8,Ensure S3 bucket policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.9,Ensure AWS Config configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.10,Ensure security group changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.11,Ensure Network Access Control List (NACL) changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.12,Ensure changes to network gateways are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.13,Ensure route table changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.14,Ensure VPC changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.15,Ensure AWS Organizations changes are monitored
CIS Amazon Web Services Foundations Benchmark v4.0.1,4 Section,4.16,Ensure AWS Security Hub is enabled
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.1.1,Ensure EBS volume encryption is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.1.2,Ensure CIFS access is restricted to trusted networks to prevent unauthorized access
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.2,Ensure no Network ACLs allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.3,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.4,Ensure no security groups allow ingress from ::/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.5,Ensure the default security group of every VPC restricts all traffic
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.6,"Ensure routing tables for VPC peering are ""least access"""
CIS Amazon Web Services Foundations Benchmark v4.0.1,5 Section,5.7,Ensure that the EC2 Metadata Service only allows IMDSv2
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.2,Ensure security contact information is registered
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.3,Ensure no 'root' user account access key exists
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.4,Ensure MFA is enabled for the 'root' user account
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.5,Ensure hardware MFA is enabled for the 'root' user account
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.7,Ensure IAM password policy requires minimum length of 14 or greater
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.8,Ensure IAM password policy prevents password reuse
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.9,Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.11,Ensure credentials unused for 45 days or more are disabled
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.12,Ensure there is only one active access key for any single IAM user
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.13,Ensure access keys are rotated every 90 days or less
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.14,Ensure IAM users receive permissions only through groups
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.15,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached"
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.16,Ensure a support role has been created to manage incidents with AWS Support
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.17,Ensure IAM instance roles are used for AWS resource access from instances
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.18,Ensure that all expired SSL/TLS certificates stored in AWS IAM are removed
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.19,Ensure that IAM External Access Analyzer is enabled for all regions
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.20,Ensure IAM users are managed centrally via identity federation or AWS Organizations for multi-account environments
CIS Amazon Web Services Foundations Benchmark v5.0.0,1 Section,1.21,Ensure access to AWSCloudShellFullAccess is restricted
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.1.1,Ensure S3 Bucket Policy is set to deny HTTP requests
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.1.2,Ensure MFA Delete is enabled on S3 buckets
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.1.3,"Ensure all data in Amazon S3 has been discovered, classified, and secured when necessary"
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.1.4,Ensure that S3 is configured with 'Block Public Access' enabled
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.2.1,Ensure that encryption-at-rest is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.2.2,Ensure the Auto Minor Version Upgrade feature is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.2.3,Ensure that RDS instances are not publicly accessible
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.2.4,Ensure Multi-AZ deployments are used for enhanced availability in Amazon RDS
CIS Amazon Web Services Foundations Benchmark v5.0.0,2 Section,2.3.1,Ensure that encryption is enabled for EFS file systems
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.1,Ensure CloudTrail is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.2,Ensure CloudTrail log file validation is enabled
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.3,Ensure AWS Config is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.4,Ensure that server access logging is enabled on the CloudTrail S3 bucket
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.5,Ensure CloudTrail logs are encrypted at rest using KMS CMKs
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.6,Ensure rotation for customer-created symmetric CMKs is enabled
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.7,Ensure VPC flow logging is enabled in all VPCs
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.8,Ensure that object-level logging for write events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v5.0.0,3 Section,3.9,Ensure that object-level logging for read events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.1,Ensure unauthorized API calls are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.2,Ensure management console sign-in without MFA is monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.3,Ensure usage of the 'root' account is monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.4,Ensure IAM policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.5,Ensure CloudTrail configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.6,Ensure AWS Management Console authentication failures are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.7,Ensure disabling or scheduled deletion of customer created CMKs is monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.8,Ensure S3 bucket policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.9,Ensure AWS Config configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.10,Ensure security group changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.11,Ensure Network Access Control List (NACL) changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.12,Ensure changes to network gateways are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.13,Ensure route table changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.14,Ensure VPC changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.15,Ensure AWS Organizations changes are monitored
CIS Amazon Web Services Foundations Benchmark v5.0.0,4 Section,4.16,Ensure AWS Security Hub is enabled
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.1.1,Ensure EBS volume encryption is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.1.2,Ensure CIFS access is restricted to trusted networks to prevent unauthorized access
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.2,Ensure no Network ACLs allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.3,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.4,Ensure no security groups allow ingress from ::/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.5,Ensure the default security group of every VPC restricts all traffic
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.6,"Ensure routing tables for VPC peering are ""least access"""
CIS Amazon Web Services Foundations Benchmark v5.0.0,5 Section,5.7,Ensure that the EC2 Metadata Service only allows IMDSv2
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.2,Ensure security contact information is registered
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.3,Ensure no 'root' user account access key exists
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.4,Ensure MFA is enabled for the 'root' user account
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.5,Ensure hardware MFA is enabled for the 'root' user account
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.7,Ensure IAM password policy requires minimum length of 14 or greater
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.8,Ensure IAM password policy prevents password reuse
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.9,Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.11,Ensure credentials unused for 45 days or more are disabled
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.12,Ensure there is only one active access key for any single IAM user
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.13,Ensure access keys are rotated every 90 days or less
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.14,Ensure IAM users receive permissions only through groups
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.15,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached"
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.16,Ensure a support role has been created to manage incidents with AWS Support
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.17,Ensure IAM instance roles are used for AWS resource access from instances
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.18,Ensure that all expired SSL/TLS certificates stored in AWS IAM are removed
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.19,Ensure that IAM External Access Analyzer is enabled for all regions
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.20,Ensure IAM users are managed centrally via identity federation or AWS Organizations for multi-account environments
CIS Amazon Web Services Foundations Benchmark v6.0.0,2 Section,2.21,Ensure access to AWSCloudShellFullAccess is restricted
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.1.1,Ensure S3 Bucket Policy is set to deny HTTP requests
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.1.2,Ensure MFA Delete is enabled on S3 buckets
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.1.3,"Ensure all data in Amazon S3 has been discovered, classified, and secured when necessary"
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.1.4,Ensure that S3 is configured with 'Block Public Access' enabled
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.2.1,Ensure that encryption-at-rest is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.2.2,Ensure the Auto Minor Version Upgrade feature is enabled for RDS instances
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.2.3,Ensure that RDS instances are not publicly accessible
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.2.4,Ensure Multi-AZ deployments are used for enhanced availability in Amazon RDS
CIS Amazon Web Services Foundations Benchmark v6.0.0,3 Section,3.3.1,Ensure that encryption is enabled for EFS file systems
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.1,Ensure CloudTrail is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.2,Ensure CloudTrail log file validation is enabled
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.3,Ensure AWS Config is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.4,Ensure that server access logging is enabled on the CloudTrail S3 bucket
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.5,Ensure CloudTrail logs are encrypted at rest using KMS CMKs
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.6,Ensure rotation for customer-created symmetric CMKs is enabled
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.7,Ensure VPC flow logging is enabled in all VPCs
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.8,Ensure that object-level logging for write events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v6.0.0,4 Section,4.9,Ensure that object-level logging for read events is enabled for S3 buckets
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.1,Ensure unauthorized API calls are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.2,Ensure management console sign-in without MFA is monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.3,Ensure usage of the 'root' account is monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.4,Ensure IAM policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.5,Ensure CloudTrail configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.6,Ensure AWS Management Console authentication failures are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.7,Ensure disabling or scheduled deletion of customer created CMKs is monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.8,Ensure S3 bucket policy changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.9,Ensure AWS Config configuration changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.10,Ensure security group changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.11,Ensure Network Access Control List (NACL) changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.12,Ensure changes to network gateways are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.13,Ensure route table changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.14,Ensure VPC changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.15,Ensure AWS Organizations changes are monitored
CIS Amazon Web Services Foundations Benchmark v6.0.0,5 Section,5.16,Ensure AWS Security Hub is enabled
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.1.1,Ensure EBS volume encryption is enabled in all regions
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.1.2,Ensure CIFS access is restricted to trusted networks to prevent unauthorized access
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.2,Ensure no Network ACLs allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.3,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.4,Ensure no security groups allow ingress from ::/0 to remote server administration ports
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.5,Ensure the default security group of every VPC restricts all traffic
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.6,"Ensure routing tables for VPC peering are ""least access"""
CIS Amazon Web Services Foundations Benchmark v6.0.0,6 Section,6.7,Ensure that the EC2 Metadata Service only allows IMDSv2
