unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,aws_checks,azure_checks,gcp_checks,oracle_checks,ibm_checks,alicloud_checks,k8s_checks,source_file
cis_alicloud_1.3.4,CIS_ALICLOUD,,1.3.4,1 Section,Ensure that the --service-account-private-key-file argument is set as appropriate,Explicitly	set	a	service	account	private	key	file	for	service	accounts	on	the	controller manager.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.3.5,CIS_ALICLOUD,,1.3.5,1 Section,Ensure that the --root-ca-file argument is set as appropriate,Allow	pods	to	verify	the	API	server's	serving	certificate	before	establishing	connections.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.3.6,CIS_ALICLOUD,,1.3.6,1 Section,Ensure that the --bind-address argument is set to 127.0.0.1,Do	not	bind	the	Controller	Manager	service	to	non-loopback	insecure	addresses.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.4,CIS_ALICLOUD,2.0.0,1.4,1 Section,Ensure that multi-factor authentication is enabled for all RAM  users that have a console password,"Multi-Factor Authentication (MFA) adds an extra layer of protection on top of a username and password. With MFA enabled, when a user logs on to Alibaba Cloud, they will be prompted for their user name and password followed by an authentication code from their virtual MFA device. It is recommended that MFA be enabled for all users that have a console password.",Automated,,,,,,alicloud_ram_user_mfa_status_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.4.1,CIS_ALICLOUD,,1.4.1,1 Section,Ensure that the --profiling argument is set to false,"Disable	profiling,	if	not	needed.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.4.2,CIS_ALICLOUD,,1.4.2,1 Section,Ensure that the --bind-address argument is set to 127.0.0.1,Do	not	bind	the	scheduler	service	to	non-loopback	insecure	addresses.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.5,CIS_ALICLOUD,2.0.0,1.5,1 Section,Ensure users not logged on for 90 days or longer are disabled  for console logon,"Alibaba Cloud RAM users can logon to Alibaba Cloud console by using their user name and password. If a user has not logged on for 90 days or longer, it is recommended to disable the console access of the user.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.6,CIS_ALICLOUD,2.0.0,1.6,1 Section,Ensure access keys are rotated every 90 days or less,"An access key consists of an access key ID and a secret, which are used to sign programmatic requests that you make to Alibaba Cloud. RAM users need their own access keys to make programmatic calls to Alibaba Cloud from the Alibaba Cloud SDKs, CLIs, or direct HTTP/HTTPS calls using the APIs for individual Alibaba Cloud services. It is recommended that all access keys be regularly rotated.",Automated,,,,,,alicloud_ram_access_key_rotation_90_days,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.7,CIS_ALICLOUD,2.0.0,1.7,1 Section,Ensure RAM password policy requires at least one uppercase  letter,RAM password policies can be used to ensure password complexity. It is recommended that the password policy require at least one uppercase letter.,Automated,,,,,,alicloud_ram_password_policy_require_uppercase,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.8,CIS_ALICLOUD,2.0.0,1.8,1 Section,Ensure RAM password policy requires at least one lowercase  letter,RAM password policies can be used to ensure password complexity. It is recommended that the password policy require at least one lowercase letter.,Automated,,,,,,alicloud_ram_password_policy_lowercase_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_1.9,CIS_ALICLOUD,2.0.0,1.9,1 Section,Ensure RAM password policy require at least one symbol,RAM password policies can be used to ensure password complexity. It is recommended that the password policy require at least one symbol.,Automated,,,,,,alicloud_ram_password_policy_require_symbols,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.1,CIS_ALICLOUD,2.0.0,2.1,2 Section,Ensure that ActionTrail are configured to export copies of all  Log entries,"ActionTrail is a web service that records API calls for your account and delivers log files to you. The recorded information includes the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the Alibaba Cloud service. ActionTrail provides a history of API calls for an account, including API calls made via the Management Console, SDKs, command line tools.",Automated,,,,,,alicloud_actiontrail_logging_all_regions_enabled,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.10,CIS_ALICLOUD,2.0.0,2.10,2 Section,Ensure log monitoring and alerts are set up for RAM Role  changes,"It is recommended that a query and alarm should be established for RAM Role creation, deletion and updating activities.",Automated,,,,,,alicloud_sls_actiontrail_ram_role_change_monitoring,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.11,CIS_ALICLOUD,2.0.0,2.11,2 Section,Ensure log monitoring and alerts are set up for Cloud  Firewall changes,It is recommended that a metric filter and alarm be established for Cloud Firewall rule changes.,Automated,,,,,,alicloud_sls_cloudfw_rule_change_alerts,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.12,CIS_ALICLOUD,2.0.0,2.12,2 Section,Ensure log monitoring and alerts are set up for VPC network  route changes,It is recommended that a metric filter and alarm be established for VPC network route changes.,Automated,,,,,,alicloud_vpc_route_change_monitoring,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.13,CIS_ALICLOUD,2.0.0,2.13,2 Section,Ensure log monitoring and alerts are set up for VPC changes,It is recommended that a log search/analysis query and alarm be established for VPC changes.,Automated,,,,,,alicloud_actiontrail_vpc_change_monitoring,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.14,CIS_ALICLOUD,2.0.0,2.14,2 Section,Ensure log monitoring and alerts are set up for OSS  permission changes,It is recommended that a metric filter and alarm be established for OSS Bucket RAM changes.,Automated,,,,,,alicloud_oss_bucket_log_monitoring_alerts_configured,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.15,CIS_ALICLOUD,2.0.0,2.15,2 Section,Ensure log monitoring and alerts are set up for RDS instance  configuration changes,It is recommended that a metric filter and alarm be established for RDS Instance configuration changes.,Automated,,,,,,alicloud_rds_instance_configuration_change_monitoring,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.16,CIS_ALICLOUD,2.0.0,2.16,2 Section,Ensure a log monitoring and alerts are set up for  unauthorized API calls,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to LogService and establishing corresponding query and alarms. It is recommended that a query and alarm be established for unauthorized API calls.,Automated,,,,,,alicloud_sls_actiontrail_unauthorized_api_alert_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.17,CIS_ALICLOUD,2.0.0,2.17,2 Section,Ensure a log monitoring and alerts are set up for  Management Console sign-in without MFA,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. It is recommended that a query and alarm be established for console logins that are not protected by multi-factor authentication (MFA).,Automated,,,,,,alicloud_actiontrail_log_monitor_mfa_signin_alert,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.18,CIS_ALICLOUD,2.0.0,2.18,2 Section,"Ensure a log monitoring and alerts are set up for usage of  ""root"" account",Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. It is recommended that a query and alarm be established for console logins that are not protected by root login attempts.,Automated,,,,,,alicloud_logservice_actiontrail_root_login_alert,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.19,CIS_ALICLOUD,2.0.0,2.19,2 Section,Ensure a log monitoring and alerts are set up for  Management Console authentication failures,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. It is recommended that a query and alarm be established for failed console authentication attempts.,Automated,,,,,,alicloud_actiontrail_logservice_failed_console_signin_alerts,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.2,CIS_ALICLOUD,2.0.0,2.2,2 Section,Ensure the OSS used to store ActionTrail logs is not publicly  accessible,"ActionTrail logs a record of every API call made in your Alibaba Cloud account. These logs file are stored in an OSS bucket. It is recommended that the access control list (ACL) of the OSS bucket, which ActionTrail logs to, shall prevent public access to the ActionTrail logs.",Automated,,,,,,alicloud_oss_actiontrail_logs_public_access_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.20,CIS_ALICLOUD,2.0.0,2.20,2 Section,Ensure a log monitoring and alerts are set up for disabling or  deletion of customer created CMKs,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. It is recommended that a query and alarm be established for customer created KMSs which have changed state to disabled or deletion.,Automated,,,,,,alicloud_kms_cmk_state_change_alerts,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.21,CIS_ALICLOUD,2.0.0,2.21,2 Section,Ensure a log monitoring and alerts are set up for OSS bucket  policy changes,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. It is recommended that a query and alarm be established for changes to OSS bucket policies.,Automated,,,,,,alicloud_oss_bucket_policy_change_alerts,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.22,CIS_ALICLOUD,2.0.0,2.22,2 Section,Ensure a log monitoring and alerts are set up for security  group changes,Real-time monitoring of API calls can be achieved by directing ActionTrail Logs to Log Service and establishing corresponding query and alarms. Security Groups are a stateful packet filter that controls ingress and egress traffic within a VPC. It is recommended that a query and alarm be established changes to Security Groups.,Automated,,,,,,alicloud_log_service_security_group_change_alerts_configured,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.23,CIS_ALICLOUD,2.0.0,2.23,2 Section,Ensure that Logstore data retention period is set 365 days or  greater,Ensure Activity Log Retention is set for 365 days or greater,Automated,,,,,,alicloud_sls_logstore_retention_period_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.3,CIS_ALICLOUD,2.0.0,2.3,2 Section,Ensure audit logs for multiple cloud resources are integrated  with Log Service,"Log Service provides functions of log collection and analysis in real time across multiple cloud resources under the authorized resource owners. This enable the large-scale corporate for security governance over all resources owned by multiple accounts by integrating the log from different sources and monitoring. For example, Log Service supports the integration to collect logs from the following sources: • ActionTrail is a cloud service that records API calls made in a given Alibaba Cloud accou",Automated,,,,,,alicloud_logservice_integration_audit_logs_enabled,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.4,CIS_ALICLOUD,2.0.0,2.4,2 Section,Ensure Log Service is enabled for Container Service for  Kubernetes,Log Service shall be connected with Kubernetes clusters of Alibaba Cloud Container Service to collect the audit log for central monitoring and analysis. You can simply enable Log Service when creating a cluster for log collection.,Automated,,,,,,alicloud_kubernetes_log_service_integration_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.5,CIS_ALICLOUD,2.0.0,2.5,2 Section,Ensure virtual network flow log service is enabled,"The flow log can be used to capture the traffic of an Elastic Network Interface (ENI), Virtual Private Cloud (VPC) or Virtual Switch (VSwitch). The flow log of a VPC or VSwitch shall be integrated with Log Service to capture the traffic of all ENIs in the VPC or VSwtich including the ENIs created after the flow log function is enabled. The traffic data captured by flow logs is stored in Log Service for real-time monitoring and analysis. A capture window is about 10 minutes, during which the traf",Automated,,,,,,alicloud_vpc_flow_log_service_integration_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.6,CIS_ALICLOUD,2.0.0,2.6,2 Section,Ensure Anti-DDoS access and security log service is enabled,Alibaba Cloud Anti-DDoS Pro supports integration with Log Service for website access log (including HTTP flood attack logs) to enable the real-time analysis and reporting center features. The log collected can be monitored on a central dashboard on Log Service.,Automated,,,,,,alicloud_antiddos_log_collection_status,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.7,CIS_ALICLOUD,2.0.0,2.7,2 Section,Ensure Web Application Firewall access and security log  service is enabled,"Log Service collects log entries that record visits to and attacks on websites that are protected by Alibaba Cloud Web Application Firewall (WAF), and supports real-time log query and analysis. The query results are centrally displayed in dashboards.",Automated,,,,,,alicloud_waf_log_service_enabled,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.8,CIS_ALICLOUD,2.0.0,2.8,2 Section,Ensure Cloud Firewall access and security log analysis is  enabled,"Log Service collects log entries of internet traffic that are protected by Cloud Firewall, and supports real-time log query and analysis. The query results are centrally displayed in dashboards.",Automated,,,,,,alicloud_firewall_log_analysis_status_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_2.9,CIS_ALICLOUD,2.0.0,2.9,2 Section,"Ensure Security Center Network, Host and Security log  analysis is enabled","Log Service collects log entries of Security Center for security logs, network logs, and host logs, with 14 subtypes, including 1. Security logs a. Vulnerability logs b. Baseline logs c. Security alerting logs 2. Security logs a. Vulnerability logs b. Baseline logs c. Security alerting logs 3. Network logs a. DNS logs b. Local DNS logs c. Network session logs d. Web logs 4. Server logs a. Process initiation logs b. Network connection logs c. System logon logs d. Brute-force cracking logs e. Proc",Automated,,,,,,alicloud_securitycenter_log_analysis_status_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.1,CIS_ALICLOUD,2.0.0,3.1,3 Section,Ensure legacy networks does not exist,"In order to prevent use of legacy networks, ECS instances should not have a legacy network configured.",Automated,,,,,,alicloud_ecs_instance_network_type_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.2,CIS_ALICLOUD,2.0.0,3.2,3 Section,Ensure that SSH access is restricted from the internet,Security groups provide stateful filtering of ingress/egress network traffic to Alibaba Cloud resources. It is recommended that no security group allows unrestricted ingress access to port 22 or port 3389.,Automated,,,,,,alicloud_ecs_security_group_restricted_ssh_rdp_access,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.2.2,CIS_ALICLOUD,,3.2.2,3 Section,Ensure that the audit policy covers key security concerns,Ensure	that	the	audit	policy	created	for	the	cluster	covers	key	security	concerns.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.3,CIS_ALICLOUD,2.0.0,3.3,3 Section,Ensure VPC flow logging is enabled in all VPCs,"You can use the flow log function to monitor the IP traffic information for an ENI, a VSwitch or a VPC. If you create a flow log for a VSwitch or a VPC, all the Elastic Network Interfaces, including the newly created Elastic Network Interfaces, are monitored. Such flow log data is stored in Log Service, where you can view and analyze IP traffic information. It is recommended that VPC Flow Logs be enabled for packet ""Rejects"" for VPCs.",Automated,,,,,,alicloud_vpc_flow_logs_enabled_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.4,CIS_ALICLOUD,2.0.0,3.4,3 Section,"Ensure routing tables for VPC peering are ""least access""","Once a VPC peering connection is established, routing tables must be updated to establish any connections between the peered VPCs. These routes can be as specific as desired, even peering a VPC to only a single host on the other side of the connection.",Automated,,,,,,alicloud_vpc_route_table_least_access_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_3.5,CIS_ALICLOUD,2.0.0,3.5,3 Section,Ensure the security group are configured with fine grained  rules,Security groups provide stateful filtering of ingress/egress network traffic to Alibaba Cloud resources. It is recommended that all security group configured with fine grained rules.,Automated,,,,,,alicloud_ecs_security_group_fine_grained_rules_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1,CIS_ALICLOUD,2.0.0,4.1,4 Section,Ensure that 'Unattached disks' are encrypted,Ensure that unattached disks in a subscription are encrypted.,Automated,,,,,,alicloud_ecs_unattached_disks_encryption_at_rest_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.1,CIS_ALICLOUD,,4.1.1,4 Section,Ensure that the kubelet service file permissions are set to 644 or more restrictive,Ensure	that	the	kubelet	service	file	has	permissions	of	644	or	more	restrictive.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.10,CIS_ALICLOUD,,4.1.10,4 Section,Ensure that the kubelet --config configuration file ownership is set to root:root,"Ensure	that	if	the	kubelet	refers	to	a	configuration	file	with	the	--config	argument,	that	file is	owned	by	root:root.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.2,CIS_ALICLOUD,,4.1.2,4 Section,Ensure that the kubelet service file ownership is set to root:root,Ensure	that	the	kubelet	service	file	ownership	is	set	to	root:root.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.3,CIS_ALICLOUD,,4.1.3,4 Section,If proxy kubeconfig file exists ensure permissions are set to 644 or more restrictive,"If	kube-proxy	is	running,	and	if	it	is	using	a	file-based	kubeconfig	file,	ensure	that	the	proxy kubeconfig	file	has	permissions	of	644	or	more	restrictive.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.4,CIS_ALICLOUD,,4.1.4,4 Section,If proxy kubeconfig file exists ensure ownership is set to root:root,"If	kube-proxy	is	running,	ensure	that	the	file	ownership	of	its	kubeconfig	file	is	set	to root:root.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.5,CIS_ALICLOUD,,4.1.5,4 Section,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,Ensure	that	the	kubelet.conf	file	has	permissions	of	644	or	more	restrictive.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.6,CIS_ALICLOUD,,4.1.6,4 Section,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,Ensure	that	the	kubelet.conf	file	ownership	is	set	to	root:root.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.7,CIS_ALICLOUD,,4.1.7,4 Section,Ensure that the certificate authorities file permissions are set to 644 or more restrictive,Ensure	that	the	certificate	authorities	file	has	permissions	of	644	or	more	restrictive.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.8,CIS_ALICLOUD,,4.1.8,4 Section,Ensure that the client certificate authorities file ownership is set to root:root,Ensure	that	the	certificate	authorities	file	ownership	is	set	to	root:root.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.1.9,CIS_ALICLOUD,,4.1.9,4 Section,Ensure that the kubelet --config configuration file has permissions set to 644 or more restrictive,"Ensure	that	if	the	kubelet	refers	to	a	configuration	file	with	the	--config	argument,	that	file has	permissions	of	644	or	more	restrictive.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2,CIS_ALICLOUD,2.0.0,4.2,4 Section,Ensure that ‘Virtual Machine’s disk’ are encrypted,Ensure that disk are encrypted when it is created with the creation of VM instance.,Automated,,,,,,alicloud_ecs_disk_encryption_at_rest_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.1,CIS_ALICLOUD,,4.2.1,4 Section,Ensure that the --anonymous-auth argument is set to false,Disable	anonymous	requests	to	the	Kubelet	server.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.10,CIS_ALICLOUD,,4.2.10,4 Section,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,The	RBAC	role	cluster-admin	provides	wide-ranging	powers	over	the	environment	and should	be	used	only	where	and	when	needed.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.2,CIS_ALICLOUD,,4.2.2,4 Section,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Do	not	allow	all	requests.	Enable	explicit	authorization.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.3,CIS_ALICLOUD,,4.2.3,4 Section,Ensure that the --client-ca-file argument is set as appropriate,Enable	Kubelet	authentication	using	certificates.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.4,CIS_ALICLOUD,,4.2.4,4 Section,Verify that the --read-only-port argument is set to 0,Disable	the	read-only	port.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.5,CIS_ALICLOUD,,4.2.5,4 Section,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Do	not	disable	timeouts	on	streaming	connections.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.6,CIS_ALICLOUD,,4.2.6,4 Section,Ensure that the --protect-kernel-defaults argument is set to true,Protect	tuned	kernel	parameters	from	overriding	kubelet	default	kernel	parameter	values.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.7,CIS_ALICLOUD,,4.2.7,4 Section,Ensure that the --make-iptables-util-chains argument is set to true,Allow	Kubelet	to	manage	iptables.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.8,CIS_ALICLOUD,,4.2.8,4 Section,Ensure that the --event-qps argument is set to 0 or a level which ensures appropriate event capture,"Security	relevant	information	should	be	captured.	The	--event-qps	flag	on	the	Kubelet	can be	used	to	limit	the	rate	at	which	events	are	gathered.	Setting	this	too	low	could	result	in relevant	events	not	being	logged,	however	the	unlimited	setting	of	0	could	result	in	a	denial of	service	on	the	kubelet.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.2.9,CIS_ALICLOUD,,4.2.9,4 Section,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup	TLS	connection	on	the	Kubelets.,Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.3,CIS_ALICLOUD,2.0.0,4.3,4 Section,Ensure no security groups allow ingress from 0.0.0.0/0 to port  22,Security groups provide stateful filtering of ingress/egress network traffic to Alibaba Cloud resources. It is recommended that no security group allows unrestricted ingress access to port 22.,Automated,,,,,,alicloud_ecs_security_group_ingress_port_22_unrestricted,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.4,CIS_ALICLOUD,2.0.0,4.4,4 Section,Ensure no security groups allow ingress from 0.0.0.0/0 to port  3389,Security groups provide filtering of ingress/egress network traffic to Aliyun resources. It is recommended that no security group allows unrestricted ingress access to port 3389.,Automated,,,,,,alicloud_ecs_security_group_inbound_3389_restriction_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.5,CIS_ALICLOUD,2.0.0,4.5,4 Section,Ensure that the latest OS Patches for all Virtual Machines are  applied,Ensure that the latest OS patches for all virtual machines are applied.,Automated,,,,,,alicloud_security_center_vulnerability_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_4.6,CIS_ALICLOUD,2.0.0,4.6,4 Section,Ensure that the endpoint protection for all Virtual Machines is  installed,Install endpoint protection for all virtual machines.,Automated,,,,,,alicloud_ecs_instance_security_center_agent_status_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1,CIS_ALICLOUD,2.0.0,5.1,5 Section,Ensure that OSS bucket is not anonymously or publicly  accessible,A bucket is a container used to store objects in Object Storage Service (OSS). All objects in OSS are stored in buckets. It is recommended that the access policy on OSS bucket does not allows anonymous and/or public access.,Automated,,,,,,alicloud_oss_bucket_access_anonymity_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1.2,CIS_ALICLOUD,,5.1.2,5 Section,Minimize access to secrets,"The	Kubernetes	API	stores	secrets,	which	may	be	service	account	tokens	for	the Kubernetes	API	or	credentials	used	by	workloads	in	the	cluster.	Access	to	these	secrets should	be	restricted	to	the	smallest	possible	group	of	users	to	reduce	the	risk	of	privilege escalation.",Automated,,,,,,alicloud_ack_rbac_secrets_access_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1.3,CIS_ALICLOUD,,5.1.3,5 Section,Minimize wildcard use in Roles and ClusterRoles,"Kubernetes	Roles	and	ClusterRoles	provide	access	to	resources	based	on	sets	of	objects	and actions	that	can	be	taken	on	those	objects.	It	is	possible	to	set	either	of	these	to	be	the wildcard	""*""	which	matches	all	items. Use	of	wildcards	is	not	optimal	from	a	security	perspective	as	it	may	allow	for	inadvertent access	to	be	granted	when	new	resources	are	added	to	the	Kubernetes	API	either	as	CRDs or	in	later	versions	of	the	product.",Manual,,,,,,,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1.4,CIS_ALICLOUD,,5.1.4,5 Section,Minimize access to create pods,"The	ability	to	create	pods	in	a	namespace	can	provide	a	number	of	opportunities	for privilege	escalation,	such	as	assigning	privileged	service	accounts	to	these	pods	or mounting	hostPaths	with	access	to	sensitive	data	(unless	Pod	Security	Policies	are implemented	to	restrict	this	access) As	such,	access	to	create	new	pods	should	be	restricted	to	the	smallest	possible	group	of users.",Automated,,,,,,alicloud_ack_kubernetes_pod_create_access_minimized,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1.5,CIS_ALICLOUD,,5.1.5,5 Section,Ensure that default service accounts are not actively used.,The	default	service	account	should	not	be	used	to	ensure	that	rights	granted	to applications	can	be	more	easily	audited	and	reviewed.,Automated,,,,,,alicloud_ack_serviceaccount_default_no_token_and_no_roles,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
cis_alicloud_5.1.6,CIS_ALICLOUD,,5.1.6,5 Section,Ensure that Service Account Tokens are only mounted where necessary,Service	accounts	tokens	should	not	be	mounted	in	pods	except	where	the	workload running	in	the	pod	explicitly	needs	to	communicate	with	the	API	server,Automated,,,,,,alicloud_ack_pod_service_account_token_mounting_check,,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
