Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
CA-7 (1),Continuous Monitoring | Independent Assessment,High,automated,aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_guardduty_is_enabled; aws_rds_instance_enhanced_monitoring_enabled; aws_securityhub_enabled; aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudwatch_log_group_retention_policy_specific_days_enabled,azure_monitor_changes_to_network_acls_alarm_configured; azure_monitor_changes_to_network_gateways_alarm_configured; azure_monitor_changes_to_network_route_tables_alarm_configured; azure_monitor_changes_to_vpcs_alarm_configured; azure_security_center_is_enabled; azure_sql_instance_enhanced_monitoring_enabled; azure_security_center_enabled; azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_log_group_retention_policy_specific_days_enabled,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled; gcp_security_command_center_enabled; gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_monitoring_log_group_retention_policy_specific_days_enabled,oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_cloud_guard_is_enabled; oracle_database_instance_enhanced_monitoring_enabled; oracle_cloud_guard_enabled; oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_monitoring_log_group_retention_policy_specific_days_enabled,ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_security_advisor_is_enabled; ibm_databases_instance_enhanced_monitoring_enabled; ibm_security_advisor_enabled; ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_monitoring_log_group_retention_policy_specific_days_enabled,alicloud_cms_changes_to_network_acls_alarm_configured; alicloud_cms_changes_to_network_gateways_alarm_configured; alicloud_cms_changes_to_network_route_tables_alarm_configured; alicloud_cms_changes_to_vpcs_alarm_configured; alicloud_threat_detection_is_enabled; alicloud_rds_instance_enhanced_monitoring_enabled; alicloud_security_center_enabled; alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_cms_log_group_retention_policy_specific_days_enabled,78
CA-7 (4),Continuous Monitoring | Risk Monitoring,High,automated,aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_guardduty_is_enabled; aws_rds_instance_enhanced_monitoring_enabled; aws_securityhub_enabled; aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudwatch_log_group_retention_policy_specific_days_enabled,azure_monitor_changes_to_network_acls_alarm_configured; azure_monitor_changes_to_network_gateways_alarm_configured; azure_monitor_changes_to_network_route_tables_alarm_configured; azure_monitor_changes_to_vpcs_alarm_configured; azure_security_center_is_enabled; azure_sql_instance_enhanced_monitoring_enabled; azure_security_center_enabled; azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_log_group_retention_policy_specific_days_enabled,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled; gcp_security_command_center_enabled; gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_monitoring_log_group_retention_policy_specific_days_enabled,oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_cloud_guard_is_enabled; oracle_database_instance_enhanced_monitoring_enabled; oracle_cloud_guard_enabled; oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_monitoring_log_group_retention_policy_specific_days_enabled,ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_security_advisor_is_enabled; ibm_databases_instance_enhanced_monitoring_enabled; ibm_security_advisor_enabled; ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_monitoring_log_group_retention_policy_specific_days_enabled,alicloud_cms_changes_to_network_acls_alarm_configured; alicloud_cms_changes_to_network_gateways_alarm_configured; alicloud_cms_changes_to_network_route_tables_alarm_configured; alicloud_cms_changes_to_vpcs_alarm_configured; alicloud_threat_detection_is_enabled; alicloud_rds_instance_enhanced_monitoring_enabled; alicloud_security_center_enabled; alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_cms_log_group_retention_policy_specific_days_enabled,78
CA-8,Penetration Testing,High,manual,,,,,,,0
CA-8 (1),Penetration Testing | Independent Penetration Testing Agent or Team,High,manual,,,,,,,0
CA-8 (2),Penetration Testing | Red Team Exercises,High,manual,,,,,,,0
CA-9,Internal System Connections,High,automated,aws_apigateway_restapi_client_certificate_enabled; aws_elb_ssl_listeners; aws_opensearch_service_domains_node_to_node_encryption_enabled; aws_s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
CM-1,Policy and Procedures,High,manual,,,,,,,0
CM-2,Baseline Configuration,High,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching; aws_ec2_networkacl_allow_ingress_any_port; aws_redshift_cluster_automatic_upgrades,azure_compute_instance_managed_by_ssm; azure_compute_instance_older_than_specific_days; azure_load_balancer_deletion_protection; azure_automation_managed_compliant_patching; azure_compute_networkacl_allow_ingress_any_port; azure_synapse_cluster_automatic_upgrades,gcp_compute_instance_managed_by_ssm; gcp_compute_instance_older_than_specific_days; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching; gcp_compute_networkacl_allow_ingress_any_port; gcp_bigquery_cluster_automatic_upgrades,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_load_balancer_deletion_protection; oracle_os_management_managed_compliant_patching; oracle_compute_networkacl_allow_ingress_any_port; oracle_autonomous_dw_cluster_automatic_upgrades,ibm_vpc_instance_managed_by_ssm; ibm_vpc_instance_older_than_specific_days; ibm_load_balancer_deletion_protection; ibm_schematics_managed_compliant_patching; ibm_vpc_networkacl_allow_ingress_any_port; ibm_db2_warehouse_cluster_automatic_upgrades,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_alb_deletion_protection; alicloud_oos_managed_compliant_patching; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_analyticdb_cluster_automatic_upgrades,36
CM-2 (2),Baseline Configuration | Automation Support for Accuracy and Currency,High,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching; aws_ec2_networkacl_allow_ingress_any_port; aws_redshift_cluster_automatic_upgrades,azure_compute_instance_managed_by_ssm; azure_compute_instance_older_than_specific_days; azure_load_balancer_deletion_protection; azure_automation_managed_compliant_patching; azure_compute_networkacl_allow_ingress_any_port; azure_synapse_cluster_automatic_upgrades,gcp_compute_instance_managed_by_ssm; gcp_compute_instance_older_than_specific_days; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching; gcp_compute_networkacl_allow_ingress_any_port; gcp_bigquery_cluster_automatic_upgrades,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_load_balancer_deletion_protection; oracle_os_management_managed_compliant_patching; oracle_compute_networkacl_allow_ingress_any_port; oracle_autonomous_dw_cluster_automatic_upgrades,ibm_vpc_instance_managed_by_ssm; ibm_vpc_instance_older_than_specific_days; ibm_load_balancer_deletion_protection; ibm_schematics_managed_compliant_patching; ibm_vpc_networkacl_allow_ingress_any_port; ibm_db2_warehouse_cluster_automatic_upgrades,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_alb_deletion_protection; alicloud_oos_managed_compliant_patching; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_analyticdb_cluster_automatic_upgrades,36
CM-2 (3),Baseline Configuration | Retention of Previous Configurations,High,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching; aws_ec2_networkacl_allow_ingress_any_port; aws_redshift_cluster_automatic_upgrades,azure_compute_instance_managed_by_ssm; azure_compute_instance_older_than_specific_days; azure_load_balancer_deletion_protection; azure_automation_managed_compliant_patching; azure_compute_networkacl_allow_ingress_any_port; azure_synapse_cluster_automatic_upgrades,gcp_compute_instance_managed_by_ssm; gcp_compute_instance_older_than_specific_days; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching; gcp_compute_networkacl_allow_ingress_any_port; gcp_bigquery_cluster_automatic_upgrades,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_load_balancer_deletion_protection; oracle_os_management_managed_compliant_patching; oracle_compute_networkacl_allow_ingress_any_port; oracle_autonomous_dw_cluster_automatic_upgrades,ibm_vpc_instance_managed_by_ssm; ibm_vpc_instance_older_than_specific_days; ibm_load_balancer_deletion_protection; ibm_schematics_managed_compliant_patching; ibm_vpc_networkacl_allow_ingress_any_port; ibm_db2_warehouse_cluster_automatic_upgrades,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_alb_deletion_protection; alicloud_oos_managed_compliant_patching; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_analyticdb_cluster_automatic_upgrades,36
CM-2 (7),Baseline Configuration | Configure Systems and Components for High-risk Areas,High,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching; aws_ec2_networkacl_allow_ingress_any_port; aws_redshift_cluster_automatic_upgrades,azure_compute_instance_managed_by_ssm; azure_compute_instance_older_than_specific_days; azure_load_balancer_deletion_protection; azure_automation_managed_compliant_patching; azure_compute_networkacl_allow_ingress_any_port; azure_synapse_cluster_automatic_upgrades,gcp_compute_instance_managed_by_ssm; gcp_compute_instance_older_than_specific_days; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching; gcp_compute_networkacl_allow_ingress_any_port; gcp_bigquery_cluster_automatic_upgrades,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_load_balancer_deletion_protection; oracle_os_management_managed_compliant_patching; oracle_compute_networkacl_allow_ingress_any_port; oracle_autonomous_dw_cluster_automatic_upgrades,ibm_vpc_instance_managed_by_ssm; ibm_vpc_instance_older_than_specific_days; ibm_load_balancer_deletion_protection; ibm_schematics_managed_compliant_patching; ibm_vpc_networkacl_allow_ingress_any_port; ibm_db2_warehouse_cluster_automatic_upgrades,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_alb_deletion_protection; alicloud_oos_managed_compliant_patching; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_analyticdb_cluster_automatic_upgrades,36
CM-3,Configuration Change Control,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection,12
CM-3 (1),"Configuration Change Control | Automated Documentation, Notification, and Prohibition of Changes",High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection,12
CM-3 (2),"Configuration Change Control | Testing, Validation, and Documentation of Changes",High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection,12
CM-3 (4),Configuration Change Control | Security and Privacy Representatives,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection,12
CM-3 (6),Configuration Change Control | Cryptography Management,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection,12
CM-4,Impact Analyses,High,manual,,,,,,,0
CM-4 (1),Impact Analyses | Separate Test Environments,High,manual,,,,,,,0
CM-4 (2),Impact Analyses | Verification of Controls,High,manual,,,,,,,0
CM-5,Access Restrictions for Change,High,manual,,,,,,,0
CM-5 (1),Access Restrictions for Change | Automated Access Enforcement and Audit Records,High,manual,,,,,,,0
CM-5 (5),Access Restrictions for Change | Privilege Limitation for Production and Operation,High,manual,,,,,,,0
CM-6,Configuration Settings,High,automated,aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_ec2_instance_profile_attached; aws_iam_password_policy_minimum_length_14; aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_compute_instance_profile_attached; azure_active_directory_password_policy_minimum_length_14; azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_compute_instance_profile_attached; gcp_iam_password_policy_minimum_length_14; gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_compute_instance_profile_attached; oracle_identity_password_policy_minimum_length_14; oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_vpc_instance_profile_attached; ibm_iam_password_policy_minimum_length_14; ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_ecs_instance_profile_attached; alicloud_ram_password_policy_minimum_length_14; alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,72
CM-6 (1),"Configuration Settings | Automated Management, Application, and Verification",High,automated,aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_ec2_instance_profile_attached; aws_iam_password_policy_minimum_length_14; aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_compute_instance_profile_attached; azure_active_directory_password_policy_minimum_length_14; azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_compute_instance_profile_attached; gcp_iam_password_policy_minimum_length_14; gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_compute_instance_profile_attached; oracle_identity_password_policy_minimum_length_14; oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_vpc_instance_profile_attached; ibm_iam_password_policy_minimum_length_14; ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_ecs_instance_profile_attached; alicloud_ram_password_policy_minimum_length_14; alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,72
CM-6 (2),Configuration Settings | Respond to Unauthorized Changes,High,automated,aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_ec2_instance_profile_attached; aws_iam_password_policy_minimum_length_14; aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_compute_instance_profile_attached; azure_active_directory_password_policy_minimum_length_14; azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_compute_instance_profile_attached; gcp_iam_password_policy_minimum_length_14; gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_compute_instance_profile_attached; oracle_identity_password_policy_minimum_length_14; oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_vpc_instance_profile_attached; ibm_iam_password_policy_minimum_length_14; ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_ecs_instance_profile_attached; alicloud_ram_password_policy_minimum_length_14; alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,72
CM-7,Least Functionality,High,automated,aws_ec2_networkacl_allow_ingress_any_port,azure_compute_networkacl_allow_ingress_any_port,gcp_compute_networkacl_allow_ingress_any_port,oracle_compute_networkacl_allow_ingress_any_port,ibm_vpc_networkacl_allow_ingress_any_port,alicloud_ecs_networkacl_allow_ingress_any_port,6
CM-7 (1),Least Functionality | Periodic Review,High,automated,aws_ec2_networkacl_allow_ingress_any_port,azure_compute_networkacl_allow_ingress_any_port,gcp_compute_networkacl_allow_ingress_any_port,oracle_compute_networkacl_allow_ingress_any_port,ibm_vpc_networkacl_allow_ingress_any_port,alicloud_ecs_networkacl_allow_ingress_any_port,6
CM-7 (2),Least Functionality | Prevent Program Execution,High,automated,aws_ec2_networkacl_allow_ingress_any_port,azure_compute_networkacl_allow_ingress_any_port,gcp_compute_networkacl_allow_ingress_any_port,oracle_compute_networkacl_allow_ingress_any_port,ibm_vpc_networkacl_allow_ingress_any_port,alicloud_ecs_networkacl_allow_ingress_any_port,6
CM-7 (5),Least Functionality | Authorized Software — Allow-by-exception,High,automated,aws_ec2_networkacl_allow_ingress_any_port,azure_compute_networkacl_allow_ingress_any_port,gcp_compute_networkacl_allow_ingress_any_port,oracle_compute_networkacl_allow_ingress_any_port,ibm_vpc_networkacl_allow_ingress_any_port,alicloud_ecs_networkacl_allow_ingress_any_port,6
CM-8,System Component Inventory,High,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
