csp,total_mapped_functions,total_needs_development
cis_azure_azure_6.1.2.4_0199,0100000,0000000
cis_azure_azure_6.1.2.5_0200,0100000,0000000
cis_azure_azure_6.1.2.6_0201,0100000,0000000
cis_azure_azure_6.1.2.7_0202,0100000,0000000
cis_azure_azure_6.1.2.8_0203,0100000,0000000
cis_azure_azure_6.1.2.9_0204,0100000,0000000
cis_azure_azure_6.1.3.1_0207,0100000,0000000
cis_azure_azure_6.1.4_0208,0100000,0000000
cis_azure_azure_6.1.5_0209,0100000,0000000
cis_azure_azure_6.1_0126,0100000,0000000
cis_azure_azure_6.2_0127,0100000,0000000
cis_azure_azure_6.3_0128,0100000,0000000
cis_azure_azure_6.4_0129,0100000,0000000
cis_azure_azure_7.10_0211,0100000,0000000
cis_azure_azure_7.11_0212,0100000,0000000
cis_azure_azure_7.12_0213,0100000,0000000
cis_azure_azure_7.13_0214,0100000,0000000
cis_azure_azure_7.14_0215,0100000,0000000
cis_azure_azure_7.15_0216,0100000,0000000
cis_azure_azure_7.16_0217,0000000,0100000
cis_azure_azure_7.1_0130,0100000,0000000
cis_azure_azure_7.2_0131,0100000,0000000
cis_azure_azure_7.3_0132,0100000,0000000
cis_azure_azure_7.4_0133,0100000,0000000
cis_azure_azure_7.5_0134,0100000,0000000
cis_azure_azure_7.6_0135,0100000,0000000
cis_azure_azure_7.7_0136,0100000,0000000
cis_azure_azure_7.8_0137,0100000,0000000
cis_azure_azure_7.9_0210,0100000,0000000
cis_azure_azure_8.1.1.1_0218,0100000,0000000
cis_azure_azure_8.1.10_0235,0100000,0000000
cis_azure_azure_8.1.11_0236,0100000,0000000
cis_azure_azure_8.1.12_0237,0100000,0000000
cis_azure_azure_8.1.13_0238,0100000,0000000
cis_azure_azure_8.1.14_0239,0100000,0000000
cis_azure_azure_8.1.15_0240,0100000,0000000
cis_azure_azure_8.1.2.1_0219,0100000,0000000
cis_azure_azure_8.1.3.1_0220,0100000,0000000
cis_azure_azure_8.1.3.2_0221,0100000,0000000
cis_azure_azure_8.1.3.3_0222,0100000,0000000
cis_azure_azure_8.1.3.4_0223,0100000,0000000
cis_azure_azure_8.1.3.5_0224,0100000,0000000
cis_azure_azure_8.1.4.1_0225,0100000,0000000
cis_azure_azure_8.1.5.1_0226,0100000,0000000
cis_azure_azure_8.1.5.2_0227,0100000,0000000
cis_azure_azure_8.1.6.1_0228,0100000,0000000
cis_azure_azure_8.1.7.1_0229,0100000,0000000
cis_azure_azure_8.1.7.2_0230,0100000,0000000
cis_azure_azure_8.1.7.3_0231,0100000,0000000
cis_azure_azure_8.1.7.4_0232,0100000,0000000
cis_azure_azure_8.1.8.1_0233,0100000,0000000
cis_azure_azure_8.1.9.1_0234,0100000,0000000
cis_azure_azure_8.1_0288,0100000,0000000
cis_azure_azure_8.2.1_0242,0100000,0000000
cis_azure_azure_8.2_0289,0100000,0000000
cis_azure_azure_8.3.10_0252,0100000,0000000
cis_azure_azure_8.3.11_0253,0100000,0000000
cis_azure_azure_8.3.1_0243,0100000,0000000
cis_azure_azure_8.3.2_0244,0100000,0000000
cis_azure_azure_8.3.3_0245,0100000,0000000
cis_azure_azure_8.3.4_0246,0100000,0000000
cis_azure_azure_8.3.5_0247,0100000,0000000
cis_azure_azure_8.3.6_0248,0100000,0000000
cis_azure_azure_8.3.7_0249,0100000,0000000
cis_azure_azure_8.3.8_0250,0100000,0000000
cis_azure_azure_8.3.9_0251,0100000,0000000
cis_azure_azure_8.3_0290,0100000,0000000
cis_azure_azure_8.4.1_0254,0100000,0000000
cis_azure_azure_8.4_0291,0100000,0000000
cis_azure_azure_8.5_0255,0100000,0000000
cis_azure_azure_9.1.1_0256,0100000,0000000
cis_azure_azure_9.1.2_0257,0100000,0000000
cis_azure_azure_9.1.3_0258,0100000,0000000
cis_azure_azure_9.2.1_0259,0100000,0000000
cis_azure_azure_9.2.2_0260,0100000,0000000
cis_azure_azure_9.2.3_0261,0100000,0000000
cis_azure_azure_9.3.1.2_0263,0100000,0000000
cis_azure_azure_9.3.1.3_0264,0100000,0000000
cis_azure_azure_9.3.10_0275,0100000,0000000
cis_azure_azure_9.3.11_0276,0100000,0000000
cis_azure_azure_9.3.2.1_0265,0100000,0000000
cis_azure_azure_9.3.3.1_0268,0100000,0000000
cis_azure_azure_9.3.4_0269,0100000,0000000
cis_azure_azure_9.3.5_0270,0100000,0000000
cis_azure_azure_9.3.7_0272,0000000,0100000
cis_azure_azure_9.3.8_0273,0100000,0000000
cis_azure_azure_9.3.9_0274,0100000,0000000
cis_gcp_gcp_1.10_0077,0030000,0000000
cis_gcp_gcp_1.11_0078,0030000,0000000
cis_gcp_gcp_1.12_0079,0020000,0000000
cis_gcp_gcp_1.13_0080,0030000,0000000
cis_gcp_gcp_1.14_0081,0020000,0000000
cis_gcp_gcp_1.15_0082,0020000,0000000
cis_gcp_gcp_1.16_0083,0020000,0000000
cis_gcp_gcp_1.17_0084,0030000,0000000
cis_gcp_gcp_1.1_0068,0030000,0000000
cis_gcp_gcp_1.2_0069,0020000,0000000
cis_gcp_gcp_1.4_0071,0030000,0000000
cis_gcp_gcp_1.5_0072,0030000,0000000
cis_gcp_gcp_1.6_0073,0030000,0000000
cis_gcp_gcp_1.7_0074,0030000,0000000
cis_gcp_gcp_1.8_0075,0030000,0000000
cis_gcp_gcp_1.9_0076,0030000,0000000
cis_gcp_gcp_2.10_0094,0030000,0000000
cis_gcp_gcp_2.11_0095,0030000,0000000
cis_gcp_gcp_2.12_0096,0020000,0000000
cis_gcp_gcp_2.13_0097,0030000,0000000
cis_gcp_gcp_2.15_0099,0030000,0000000
cis_gcp_gcp_2.16_0100,0030000,0000000
cis_gcp_gcp_2.1_0085,0030000,0000000
cis_gcp_gcp_2.2_0086,0030000,0000000
cis_gcp_gcp_2.3_0087,0030000,0000000
cis_gcp_gcp_2.4_0088,0030000,0000000
cis_gcp_gcp_2.5_0089,0030000,0000000
cis_gcp_gcp_2.6_0090,0030000,0000000
cis_gcp_gcp_2.7_0091,0030000,0000000
cis_gcp_gcp_2.8_0092,0030000,0000000
cis_gcp_gcp_2.9_0093,0030000,0000000
cis_gcp_gcp_3.1_0101,0030000,0000000
cis_gcp_gcp_3.2_0102,0030000,0000000
cis_gcp_gcp_3.3_0103,0020000,0000000
cis_gcp_gcp_3.4_0104,0020000,0000000
cis_gcp_gcp_3.5_0105,0020000,0000000
cis_gcp_gcp_3.6_0106,0030000,0000000
cis_gcp_gcp_3.7_0107,0030000,0000000
cis_gcp_gcp_3.8_0108,0030000,0000000
cis_gcp_gcp_3.9_0109,0030000,0000000
cis_gcp_gcp_4.1.1_0014,0030000,0000000
cis_gcp_gcp_4.1.2_0015,0030000,0000000
cis_gcp_gcp_4.1.4_0017,0030000,0000000
cis_gcp_gcp_4.1.5_0018,0030000,0000000
cis_gcp_gcp_4.1.6_0019,0030000,0000000
cis_gcp_gcp_4.1.7_0020,0030000,0000000
cis_gcp_gcp_4.1.8_0021,0030000,0000000
cis_gcp_gcp_4.1.9_0022,0030000,0000000
cis_gcp_gcp_4.10_0119,0030000,0000000
cis_gcp_gcp_4.11_0120,0020000,0050000
cis_gcp_gcp_4.12_0121,0020000,0000000
cis_gcp_gcp_4.1_0110,0030000,0000000
cis_gcp_gcp_4.2.1_0024,0030000,0000000
cis_gcp_gcp_4.2_0111,0030000,0000000
cis_gcp_gcp_4.3.1_0025,0030000,0000000
cis_gcp_gcp_4.3.2_0026,0030000,0000000
cis_gcp_gcp_4.3_0112,0030000,0000000
cis_gcp_gcp_4.4.1_0027,0030000,0000000
cis_gcp_gcp_4.4_0113,0030000,0000000
cis_gcp_gcp_4.5_0114,0030000,0000000
cis_gcp_gcp_4.6.1_0030,0030000,0000000
cis_gcp_gcp_4.6.2_0031,0030000,0000000
cis_gcp_gcp_4.6_0115,0030000,0000000
cis_gcp_gcp_4.7_0116,0030000,0000000
cis_gcp_gcp_4.8_0117,0030000,0000000
cis_gcp_gcp_4.9_0118,0040000,0040000
cis_gcp_gcp_5.1.1_0034,0020000,0000000
cis_gcp_gcp_5.1.2_0035,0020000,0000000
cis_gcp_gcp_5.1.3_0036,0030000,0000000
cis_gcp_gcp_5.1.4_0037,0030000,0000000
cis_gcp_gcp_5.10.1_0063,0030000,0000000
cis_gcp_gcp_5.10.2_0064,0030000,0000000
cis_gcp_gcp_5.10.3_0065,0030000,0000000
cis_gcp_gcp_5.10.4_0066,0030000,0000000
cis_gcp_gcp_5.10.5_0067,0030000,0000000
cis_gcp_gcp_5.1_0122,0030000,0000000
cis_gcp_gcp_5.2.1_0038,0030000,0000000
cis_gcp_gcp_5.2.2_0039,0030000,0000000
cis_gcp_gcp_5.2_0123,0030000,0000000
cis_gcp_gcp_5.3.1_0040,0030000,0000000
cis_gcp_gcp_5.4.1_0041,0030000,0000000
cis_gcp_gcp_5.4.2_0151,0030000,0000000
cis_gcp_gcp_5.4.3_0152,0030000,0000000
cis_gcp_gcp_5.4.4_0153,0030000,0000000
cis_gcp_gcp_5.4.5_0154,0030000,0000000
cis_gcp_gcp_5.5.1_0042,0030000,0000000
cis_gcp_gcp_5.5.2_0043,0030000,0000000
cis_gcp_gcp_5.5.3_0044,0030000,0000000
cis_gcp_gcp_5.5.4_0045,0030000,0000000
cis_gcp_gcp_5.5.5_0046,0030000,0000000
cis_gcp_gcp_5.5.6_0047,0030000,0000000
cis_gcp_gcp_5.5.7_0048,0030000,0000000
cis_gcp_gcp_5.6.1_0049,0030000,0000000
cis_gcp_gcp_5.6.2_0050,0030000,0000000
cis_gcp_gcp_5.6.3_0051,0030000,0000000
cis_gcp_gcp_5.6.4_0052,0020000,0000000
cis_gcp_gcp_5.6.5_0053,0030000,0000000
cis_gcp_gcp_5.6.6_0054,0030000,0000000
cis_gcp_gcp_5.6.7_0055,0030000,0000000
cis_gcp_gcp_5.7.1_0056,0030000,0000000
cis_gcp_gcp_5.8.1_0058,0030000,0000000
cis_gcp_gcp_5.8.3_0060,0030000,0000000
cis_gcp_gcp_5.9.1_0061,0030000,0000000
cis_gcp_gcp_5.9.2_0062,0030000,0000000
cis_gcp_gcp_6.1.2_0125,0030000,0000000
cis_gcp_gcp_6.1.3_0126,0030000,0000000
cis_gcp_gcp_6.2.1_0127,0030000,0000000
cis_gcp_gcp_6.2.2_0128,0030000,0000000
cis_gcp_gcp_6.2.3_0129,0030000,0000000
cis_gcp_gcp_6.2.4_0130,0030000,0000000
cis_gcp_gcp_6.2.5_0131,0030000,0000000
cis_gcp_gcp_6.2.6_0132,0030000,0000000
cis_gcp_gcp_6.2.7_0133,0030000,0000000
cis_gcp_gcp_6.2.8_0134,0030000,0000000
cis_gcp_gcp_6.3.1_0135,0030000,0000000
cis_gcp_gcp_6.3.2_0136,0030000,0000000
cis_gcp_gcp_6.3.3_0137,0030000,0000000
cis_gcp_gcp_6.3.4_0138,0030000,0000000
cis_gcp_gcp_6.3.5_0139,0030000,0000000
cis_gcp_gcp_6.3.6_0140,0030000,0000000
cis_gcp_gcp_6.3.7_0141,0030000,0000000
cis_gcp_gcp_6.4_0142,0030000,0000000
cis_gcp_gcp_6.5_0143,0030000,0000000
cis_gcp_gcp_6.6_0144,0030000,0000000
cis_gcp_gcp_6.7_0145,0030000,0000000
cis_gcp_gcp_7.1_0146,0030000,0000000
cis_gcp_gcp_7.2_0147,0030000,0000000
cis_gcp_gcp_7.3_0148,0030000,0000000
cis_gcp_gcp_7.4_0149,0030000,0000000
cis_gcp_gcp_8.1_0150,0030000,0000000
cis_ibm_ibm_1.1.10_0069,0000100,0000000
cis_ibm_ibm_1.1.11_0070,0000100,0000000
cis_ibm_ibm_1.1.20_0079,0000100,0000000
cis_ibm_ibm_1.1.21_0080,0000100,0000000
cis_ibm_ibm_1.1.6_0065,0000100,0000000
cis_ibm_ibm_1.11_0009,0000100,0000000
cis_ibm_ibm_1.12_0010,0000100,0000000
cis_ibm_ibm_1.14_0185,0000100,0000000
cis_ibm_ibm_1.16_0012,0000100,0000000
cis_ibm_ibm_1.17_0013,0000100,0000000
cis_ibm_ibm_1.19_0014,0000100,0000000
cis_ibm_ibm_1.2.10_0090,0000100,0000000
cis_ibm_ibm_1.2.12_0092,0000100,0000000
cis_ibm_ibm_1.2.13_0093,0000100,0000000
cis_ibm_ibm_1.2.14_0094,0000100,0000000
cis_ibm_ibm_1.2.15_0095,0000100,0000000
cis_ibm_ibm_1.2.1_0081,0000100,0000000
cis_ibm_ibm_1.2.20_0100,0000100,0000000
cis_ibm_ibm_1.2.21_0101,0000100,0000000
cis_ibm_ibm_1.2.22_0102,0000100,0000000
cis_ibm_ibm_1.2.23_0103,0000100,0000000
cis_ibm_ibm_1.2.25_0105,0000100,0000000
cis_ibm_ibm_1.2.29_0109,0000100,0000000
cis_ibm_ibm_1.2.2_0082,0000100,0000000
cis_ibm_ibm_1.2.30_0110,0000100,0000000
cis_ibm_ibm_1.2.32_0112,0000100,0000000
cis_ibm_ibm_1.2.33_0113,0000100,0000000
cis_ibm_ibm_1.2.34_0114,0000100,0000000
cis_ibm_ibm_1.2.35_0115,0000100,0000000
cis_ibm_ibm_1.2.3_0083,0000100,0000000
cis_ibm_ibm_1.2.5_0085,0000100,0000000
cis_ibm_ibm_1.2.7_0087,0000100,0000000
cis_ibm_ibm_1.2.8_0088,0000100,0000000
cis_ibm_ibm_1.2.9_0089,0000100,0000000
cis_ibm_ibm_1.2_0001,0000100,0000000
cis_ibm_ibm_1.3.2_0117,0000100,0000000
cis_ibm_ibm_1.3.5_0120,0000100,0000000
cis_ibm_ibm_1.3.7_0122,0000100,0000000
cis_ibm_ibm_1.3_0002,0000100,0000000
cis_ibm_ibm_1.5_0003,0000100,0000000
cis_ibm_ibm_1.7_0005,0000100,0000000
cis_ibm_ibm_1.8_0006,0000100,0000000
cis_ibm_ibm_1.9_0007,0000100,0000000
cis_ibm_ibm_10.1_0059,0000100,0000000
cis_ibm_ibm_2.1.1.1_0015,0000100,0000000
cis_ibm_ibm_2.1.1.2_0016,0000100,0000000
cis_ibm_ibm_2.1.1.3_0017,0000100,0000000
cis_ibm_ibm_2.1.2_0018,0000100,0000000
cis_ibm_ibm_2.1.3_0019,0000100,0000000
cis_ibm_ibm_2.1.4_0020,0000100,0000000
cis_ibm_ibm_2.1_0125,0000100,0000000
cis_ibm_ibm_2.2.1.1_0021,0000100,0000000
cis_ibm_ibm_2.2.1.2_0022,0000100,0000000
cis_ibm_ibm_2.2.1.3_0023,0000100,0000000
cis_ibm_ibm_2.2.2_0024,0000100,0000000
cis_ibm_ibm_2.2.3_0025,0000100,0000000
cis_ibm_ibm_2.2.4_0026,0000100,0000000
cis_ibm_ibm_2.3_0127,0000100,0000000
cis_ibm_ibm_2.7_0131,0000100,0000000
cis_ibm_ibm_2.8_0182,0000100,0000000
cis_ibm_ibm_3.1_0027,0000100,0000000
cis_ibm_ibm_3.2.1_0133,0000100,0000000
cis_ibm_ibm_3.2.2_0134,0000100,0000000
cis_ibm_ibm_3.2_0028,0000100,0000000
cis_ibm_ibm_3.3_0029,0000100,0000000
cis_ibm_ibm_3.4_0030,0000100,0000000
cis_ibm_ibm_3.5_0031,0000100,0000000
cis_ibm_ibm_3.6_0032,0000100,0000000
cis_ibm_ibm_3.7_0033,0000100,0000000
cis_ibm_ibm_4.1.10_0144,0000100,0000000
cis_ibm_ibm_4.1.2_0136,0000100,0000000
cis_ibm_ibm_4.1.3_0137,0000100,0000000
cis_ibm_ibm_4.1.5_0139,0000100,0000000
cis_ibm_ibm_4.1.6_0140,0000100,0000000
cis_ibm_ibm_4.18_0186,0000100,0000000
cis_ibm_ibm_4.1_0034,0000100,0000000
cis_ibm_ibm_4.2.10_0154,0000100,0000000
cis_ibm_ibm_4.2.11_0155,0000100,0000000
cis_ibm_ibm_4.2.12_0156,0000100,0000000
cis_ibm_ibm_4.2.13_0157,0000100,0000000
cis_ibm_ibm_4.2.2_0146,0000100,0000000
cis_ibm_ibm_4.2.3_0147,0000100,0000000
cis_ibm_ibm_4.2.4_0148,0000100,0000000
cis_ibm_ibm_4.2.5_0149,0000100,0000000
cis_ibm_ibm_4.2.6_0150,0000100,0000000
cis_ibm_ibm_4.2.7_0151,0000100,0000000
cis_ibm_ibm_4.2.8_0152,0000100,0000000
cis_ibm_ibm_4.2.9_0153,0000100,0000000
cis_ibm_ibm_4.2_0035,0000100,0000000
cis_ibm_ibm_4.3_0036,0000100,0000000
cis_ibm_ibm_4.4_0037,0000100,0000000
cis_ibm_ibm_5.1.1_0158,0000100,0000000
cis_ibm_ibm_5.1.2_0159,0000100,0000000
cis_ibm_ibm_5.1.3_0160,0000100,0000000
cis_ibm_ibm_5.1.4_0161,0000100,0000000
cis_ibm_ibm_5.1.5_0162,0000100,0000000
cis_ibm_ibm_5.1.6_0163,0000100,0000000
cis_ibm_ibm_5.2.1_0164,0000100,0000000
cis_ibm_ibm_5.2.2_0165,0000100,0000000
cis_ibm_ibm_5.2.3_0166,0000100,0000000
cis_ibm_ibm_5.2.4_0167,0000100,0000000
cis_ibm_ibm_5.2.5_0168,0000100,0000000
cis_ibm_ibm_5.2.6_0169,0000100,0000000
cis_ibm_ibm_5.2.7_0170,0000100,0000000
cis_ibm_ibm_5.2.8_0171,0000100,0000000
cis_ibm_ibm_5.2.9_0172,0000100,0000000
cis_ibm_ibm_5.2_0039,0000100,0000000
cis_ibm_ibm_5.3.1_0173,0000100,0000000
cis_ibm_ibm_5.3.2_0174,0000100,0000000
cis_ibm_ibm_5.3_0040,0000100,0000000
cis_ibm_ibm_5.4.1_0175,0000100,0000000
cis_ibm_ibm_5.5.1_0177,0000100,0000000
cis_ibm_ibm_5.7.1_0178,0000100,0000000
cis_ibm_ibm_5.7.2_0179,0000100,0000000
cis_ibm_ibm_5.7.3_0180,0000100,0000000
cis_ibm_ibm_5.7.4_0181,0000100,0000000
cis_ibm_ibm_6.1.2_0041,0000100,0000000
cis_ibm_ibm_6.1.3_0042,0000100,0000000
cis_ibm_ibm_6.2.1_0043,0000100,0000000
cis_ibm_ibm_6.2.2_0044,0000100,0000000
cis_ibm_ibm_6.2.3_0045,0000100,0000000
cis_ibm_ibm_6.2.4_0046,0000100,0000000
cis_ibm_ibm_6.2.5_0047,0000100,0000000
cis_ibm_ibm_7.1.1.1_0048,0000100,0000000
cis_ibm_ibm_7.1.1.2_0049,0000100,0000000
cis_ibm_ibm_7.1.2_0050,0000100,0000000
cis_ibm_ibm_7.1.3_0051,0000100,0000000
cis_ibm_ibm_7.1.4_0052,0000100,0000000
cis_ibm_ibm_7.1.5_0053,0000100,0000000
cis_ibm_ibm_7.1.6_0054,0000100,0000000
cis_ibm_ibm_7.1.7_0055,0000100,0000000
cis_ibm_ibm_8.1.1_0056,0000100,0000000
cis_ibm_ibm_8.1.2_0057,0000100,0000000
cis_ibm_ibm_9.1_0058,0000100,0000000
cis_kubernetes_kubernetes_1.1.15_0015,0000030,0000000
cis_kubernetes_kubernetes_1.1.22_0141,0000030,0000000
cis_kubernetes_kubernetes_1.1.23_0142,0000030,0000000
cis_kubernetes_kubernetes_1.1.24_0143,0000030,0000000
cis_kubernetes_kubernetes_1.1.25_0144,0000030,0000000
cis_kubernetes_kubernetes_1.1.26_0145,0000030,0000000
cis_kubernetes_kubernetes_1.1.27_0146,0000030,0000000
cis_kubernetes_kubernetes_1.1.28_0147,0000030,0000000
cis_kubernetes_kubernetes_1.1.29_0148,0000030,0000000
cis_kubernetes_kubernetes_1.1.30_0149,0000030,0000000
cis_kubernetes_kubernetes_1.1.31_0150,0000030,0000000
cis_kubernetes_kubernetes_1.2.10_0031,0000030,0000000
cis_kubernetes_kubernetes_1.2.11_0032,0000030,0000000
cis_kubernetes_kubernetes_1.2.12_0033,0000030,0000000
cis_kubernetes_kubernetes_1.2.13_0034,0000030,0000000
cis_kubernetes_kubernetes_1.2.14_0035,0000030,0000000
cis_kubernetes_kubernetes_1.2.15_0036,0000030,0000000
cis_kubernetes_kubernetes_1.2.16_0037,0000030,0000000
cis_kubernetes_kubernetes_1.2.17_0038,0000030,0000000
cis_kubernetes_kubernetes_1.2.18_0039,0000030,0000000
cis_kubernetes_kubernetes_1.2.19_0040,0000030,0000000
cis_kubernetes_kubernetes_1.2.1_0022,0000030,0000000
cis_kubernetes_kubernetes_1.2.20_0041,0000030,0000000
cis_kubernetes_kubernetes_1.2.21_0042,0000030,0000000
cis_kubernetes_kubernetes_1.2.22_0043,0000030,0000000
cis_kubernetes_kubernetes_1.2.23_0044,0000030,0000000
cis_kubernetes_kubernetes_1.2.24_0045,0000030,0000000
cis_kubernetes_kubernetes_1.2.25_0046,0000030,0000000
cis_kubernetes_kubernetes_1.2.26_0047,0000030,0000000
cis_kubernetes_kubernetes_1.2.27_0048,0000030,0000000
cis_kubernetes_kubernetes_1.2.28_0049,0000030,0000000
cis_kubernetes_kubernetes_1.2.29_0050,0000030,0000000
cis_kubernetes_kubernetes_1.2.2_0023,0000030,0000000
cis_kubernetes_kubernetes_1.2.30_0051,0000030,0000000
cis_kubernetes_kubernetes_1.2.31_0135,0000030,0000000
cis_kubernetes_kubernetes_1.2.32_0136,0000030,0000000
cis_kubernetes_kubernetes_1.2.33_0213,0000030,0000000
cis_kubernetes_kubernetes_1.2.34_0214,0000030,0000000
cis_kubernetes_kubernetes_1.2.3_0024,0000030,0000000
cis_kubernetes_kubernetes_1.2.4_0025,0000030,0000000
cis_kubernetes_kubernetes_1.2.5_0026,0000030,0000000
cis_kubernetes_kubernetes_1.2.6_0027,0000030,0000000
cis_kubernetes_kubernetes_1.2.7_0028,0000030,0000000
cis_kubernetes_kubernetes_1.2.8_0029,0000030,0000000
cis_kubernetes_kubernetes_1.2.9_0030,0000030,0000000
cis_kubernetes_kubernetes_1.3.1_0052,0000030,0000000
cis_kubernetes_kubernetes_1.3.2_0053,0000030,0000000
cis_kubernetes_kubernetes_1.3.3_0054,0000030,0000000
cis_kubernetes_kubernetes_1.3.4_0055,0000030,0000000
cis_kubernetes_kubernetes_1.3.5_0056,0000030,0000000
cis_kubernetes_kubernetes_1.3.6_0057,0000030,0000000
cis_kubernetes_kubernetes_1.3.7_0058,0000030,0000000
cis_kubernetes_kubernetes_1.4.1_0059,0000000,0000010
cis_kubernetes_kubernetes_1.4.2_0060,0000000,0000010
cis_kubernetes_kubernetes_1.5.1_0161,0000030,0000000
cis_kubernetes_kubernetes_1.5.2_0162,0000030,0000000
cis_kubernetes_kubernetes_1.5.3_0163,0000030,0000000
cis_kubernetes_kubernetes_1.5.4_0164,0000030,0000000
cis_kubernetes_kubernetes_1.5.9_0169,0000000,0000010
cis_kubernetes_kubernetes_1.6.1_0170,0000030,0000000
cis_kubernetes_kubernetes_1.6.2_0171,0000030,0000000
cis_kubernetes_kubernetes_1.6.3_0172,0000030,0000000
cis_kubernetes_kubernetes_1.6.4_0173,0000030,0000000
cis_kubernetes_kubernetes_1.6.6_0175,0000030,0000000
cis_kubernetes_kubernetes_1.6.7_0176,0000030,0000000
cis_kubernetes_kubernetes_1.6.8_0177,0000030,0000000
cis_kubernetes_kubernetes_2.1.2_0179,0000030,0000000
cis_kubernetes_kubernetes_2.1_0061,0000030,0000000
cis_kubernetes_kubernetes_2.2_0062,0000030,0000000
cis_kubernetes_kubernetes_2.3_0063,0000030,0000000
cis_kubernetes_kubernetes_2.4_0064,0000030,0000000
cis_kubernetes_kubernetes_2.5_0065,0000030,0000000
cis_kubernetes_kubernetes_2.6_0066,0000030,0000000
cis_kubernetes_kubernetes_2.7_0067,0000000,0000010
cis_kubernetes_kubernetes_2.8_0068,0000030,0000000
cis_kubernetes_kubernetes_3.1.10_0203,0000030,0000000
cis_kubernetes_kubernetes_3.1.11_0204,0000030,0000000
cis_kubernetes_kubernetes_3.1.12_0205,0000030,0000000
cis_kubernetes_kubernetes_3.1.14_0207,0000030,0000000
cis_kubernetes_kubernetes_3.1.15_0208,0000030,0000000
cis_kubernetes_kubernetes_3.1.16_0209,0000030,0000000
cis_kubernetes_kubernetes_3.1.17_0210,0000030,0000000
cis_kubernetes_kubernetes_3.1.18_0211,0000030,0000000
cis_kubernetes_kubernetes_3.1.19_0212,0000030,0000000
cis_kubernetes_kubernetes_3.1.2_0070,0000030,0000000
cis_kubernetes_kubernetes_3.1.3_0071,0000030,0000000
cis_kubernetes_kubernetes_3.1.4_0197,0000000,0000010
cis_kubernetes_kubernetes_3.1.5_0198,0000030,0000000
cis_kubernetes_kubernetes_3.1.6_0199,0000030,0000000
cis_kubernetes_kubernetes_3.1.7_0200,0000000,0000010
cis_kubernetes_kubernetes_3.1.8_0201,0000030,0000000
cis_kubernetes_kubernetes_3.1.9_0202,0000030,0000000
cis_kubernetes_kubernetes_3.2.1_0072,0000030,0000000
cis_kubernetes_kubernetes_3.2.2_0073,0000030,0000000
cis_kubernetes_kubernetes_4.1.9_0082,0000030,0000000
cis_kubernetes_kubernetes_4.2.14_0097,0000030,0000000
cis_kubernetes_kubernetes_4.2.2_0085,0000030,0000000
cis_kubernetes_kubernetes_4.2.4_0087,0000030,0000000
cis_kubernetes_kubernetes_4.3.1_0099,0000030,0000000
cis_kubernetes_kubernetes_5.1.10_0109,0000030,0000000
cis_kubernetes_kubernetes_5.1.11_0110,0000030,0000000
cis_kubernetes_kubernetes_5.1.12_0111,0000030,0000000
cis_kubernetes_kubernetes_5.1.13_0112,0000010,0000000
cis_kubernetes_kubernetes_5.1.1_0100,0000030,0000000
cis_kubernetes_kubernetes_5.1.2_0101,0000030,0000000
cis_kubernetes_kubernetes_5.1.3_0102,0000030,0000000
cis_kubernetes_kubernetes_5.1.4_0103,0000030,0000000
cis_kubernetes_kubernetes_5.1.5_0104,0000030,0000000
cis_kubernetes_kubernetes_5.1.6_0105,0000010,0000000
cis_kubernetes_kubernetes_5.1.7_0106,0000020,0000000
cis_kubernetes_kubernetes_5.1.8_0107,0000030,0000000
cis_kubernetes_kubernetes_5.1.9_0108,0000030,0000000
cis_kubernetes_kubernetes_5.2.10_0122,0000030,0000000
cis_kubernetes_kubernetes_5.2.11_0123,0000030,0000000
cis_kubernetes_kubernetes_5.2.12_0124,0000030,0000000
cis_kubernetes_kubernetes_5.2.13_0125,0000030,0000000
cis_kubernetes_kubernetes_5.2.1_0113,0000030,0000000
cis_kubernetes_kubernetes_5.2.2_0114,0000010,0000000
cis_kubernetes_kubernetes_5.2.3_0115,0000030,0000000
cis_kubernetes_kubernetes_5.2.4_0116,0000030,0000000
cis_kubernetes_kubernetes_5.2.5_0117,0000030,0000000
cis_kubernetes_kubernetes_5.2.6_0118,0000010,0000000
cis_kubernetes_kubernetes_5.2.7_0119,0000030,0000000
cis_kubernetes_kubernetes_5.2.8_0120,0000030,0000000
cis_kubernetes_kubernetes_5.2.9_0121,0000030,0000000
cis_kubernetes_kubernetes_5.3.2_0127,0000030,0000000
cis_kubernetes_kubernetes_5.4.1_0128,0000030,0000000
cis_kubernetes_kubernetes_5.5.1_0130,0000030,0000000
cis_kubernetes_kubernetes_5.6.1_0131,0000030,0000000
cis_kubernetes_kubernetes_5.6.2_0132,0000010,0000000
cis_kubernetes_kubernetes_5.6.3_0133,0000030,0000000
cis_kubernetes_kubernetes_5.6.4_0134,0000010,0000000
cis_kubernetes_kubernetes_5.7.1_0137,0000030,0000000
cis_kubernetes_kubernetes_5.7.2_0138,0000010,0000000
cis_kubernetes_kubernetes_5.7.3_0139,0000030,0000000
cis_kubernetes_kubernetes_5.7.4_0140,0000010,0000000
cis_oracle_oracle_1.10_0010,0001000,0000000
cis_oracle_oracle_1.11_0011,0001000,0000000
cis_oracle_oracle_1.12_0012,0001000,0000000
cis_oracle_oracle_1.13_0013,0001000,0000000
cis_oracle_oracle_1.14_0014,0001000,0000000
cis_oracle_oracle_1.15_0015,0001000,0000000
