csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
azure,nist_800_53_rev5_AC_3_9,NIST_800_53,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_1,NIST_800_53,AC-4(1),Information Flow Enforcement - Information flow enforcement | object security and privacy attributes use [ assi,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_10,NIST_800_53,AC-4(10),Information Flow Enforcement - Information flow enforcement | enable and disable security or privacy policy fil,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_11,NIST_800_53,AC-4(11),Information Flow Enforcement - Information flow enforcement | configuration of security or privacy policy filte,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_12,NIST_800_53,AC-4(12),Information Flow Enforcement - Information flow enforcement | data type identifiers when transferring informati,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_13,NIST_800_53,AC-4(13),Information Flow Enforcement - Information flow enforcement | decomposition into policy - relevant subcomponent,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_14,NIST_800_53,AC-4(14),Information Flow Enforcement - Information flow enforcement | security or privacy policy filter constraints whe,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_15,NIST_800_53,AC-4(15),Information Flow Enforcement - Information flow enforcement | detection of unsanctioned information when transf,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_16,NIST_800_53,AC-4(16),Information Flow Enforcement - Information flow enforcement | information transfers on interconnected systems [,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_17,NIST_800_53,AC-4(17),"Information Flow Enforcement - Information flow enforcement | domain authentication nist sp 800-53, r ev",azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_18,NIST_800_53,AC-4(18),Information Flow Enforcement - Information flow enforcement | security attribute binding [withdrawn,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_19,NIST_800_53,AC-4(19),Information Flow Enforcement - Information flow enforcement | validation of metadata when transferring informat,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_2,NIST_800_53,AC-4(2),Information Flow Enforcement - Information flow enforcement | processing domains use protected processing domai,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_20,NIST_800_53,AC-4(20),Information Flow Enforcement - Information flow enforcement | approved solutions employ [ assignment,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_22,NIST_800_53,AC-4(22),Information Flow Enforcement - Information flow enforcement | access only provide access from a single device t,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_23,NIST_800_53,AC-4(23),Information Flow Enforcement - Information flow enforcement | modify non - releasable information when transfer,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_24,NIST_800_53,AC-4(24),Information Flow Enforcement - Information flow enforcement | internal normalized format when transferring info,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_25,NIST_800_53,AC-4(25),Information Flow Enforcement - Information flow enforcement | data sanitization when transferring information b,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_26,NIST_800_53,AC-4(26),Information Flow Enforcement - Information flow enforcement | audit filtering actions when transferring informa,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_27,NIST_800_53,AC-4(27),Information Flow Enforcement - Information flow enforcement | redundant / independent filtering mechanisms when,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_28,NIST_800_53,AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_28,NIST_800_53,AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_28,NIST_800_53,AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_28,NIST_800_53,AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_29,NIST_800_53,AC-4(29),Information Flow Enforcement - Information flow enforcement | filter orchestration engines when transferring in,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_3,NIST_800_53,AC-4(3),Information Flow Enforcement - Information flow enforcement | dynamic information flow control enforce [ assign,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_30,NIST_800_53,AC-4(30),Information Flow Enforcement - Information flow enforcement | filter mechanisms using multiple processes when t,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_31,NIST_800_53,AC-4(31),Information Flow Enforcement - Information flow enforcement | failed content transfer prevention when transferr,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_32,NIST_800_53,AC-4(32),Information Flow Enforcement - Information flow enforcement | process requirements for information transfer whe,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_4,NIST_800_53,AC-4(4),Information Flow Enforcement - Information flow enforcement | flow control of encrypted information prevent enc,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_5,NIST_800_53,AC-4(5),Information Flow Enforcement - Information flow enforcement | embedded data types enforce [ assignment,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_6,NIST_800_53,AC-4(6),Information Flow Enforcement - Information flow enforcement | metadata enforce information flow control based o,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_7,NIST_800_53,AC-4(7),Information Flow Enforcement - Information flow enforcement | one - way flow mechanisms enforce one-way informa,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_8,NIST_800_53,AC-4(8),Information Flow Enforcement - Information flow enforcement | security and privacy policy filters (a) enforce i,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_4_9,NIST_800_53,AC-4(9),Information Flow Enforcement - Information flow enforcement | human reviews enforce the use of human reviews fo,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_5_b,NIST_800_53,AC-5-b,Separation Of Duties - Define system access authorizations to...,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_5_b,NIST_800_53,AC-5-b,Separation Of Duties - Define system access authorizations to...,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_5_b,NIST_800_53,AC-5-b,Separation Of Duties - Define system access authorizations to...,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_1,NIST_800_53,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_1,NIST_800_53,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_1,NIST_800_53,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_1,NIST_800_53,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_1,NIST_800_53,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_10,NIST_800_53,AC-6(10),Least Privilege - Least privilege | prohibit non - privileged users from executing privileged func,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_10,NIST_800_53,AC-6(10),Least Privilege - Least privilege | prohibit non - privileged users from executing privileged func,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_10,NIST_800_53,AC-6(10),Least Privilege - Least privilege | prohibit non - privileged users from executing privileged func,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_2,NIST_800_53,AC-6(2),Least Privilege - Least privilege | non - privileged access for nonsecurity functions require that,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_2,NIST_800_53,AC-6(2),Least Privilege - Least privilege | non - privileged access for nonsecurity functions require that,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_2,NIST_800_53,AC-6(2),Least Privilege - Least privilege | non - privileged access for nonsecurity functions require that,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_3,NIST_800_53,AC-6(3),Least Privilege - Least privilege | network access to privileged commands authorize network access,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_3,NIST_800_53,AC-6(3),Least Privilege - Least privilege | network access to privileged commands authorize network access,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_3,NIST_800_53,AC-6(3),Least Privilege - Least privilege | network access to privileged commands authorize network access,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_4,NIST_800_53,AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_4,NIST_800_53,AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_4,NIST_800_53,AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_4,NIST_800_53,AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_4,NIST_800_53,AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_5,NIST_800_53,AC-6(5),Least Privilege - Least privilege | privileged accounts restrict privileged accounts on the system,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_5,NIST_800_53,AC-6(5),Least Privilege - Least privilege | privileged accounts restrict privileged accounts on the system,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_5,NIST_800_53,AC-6(5),Least Privilege - Least privilege | privileged accounts restrict privileged accounts on the system,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_5,NIST_800_53,AC-6(5),Least Privilege - Least privilege | privileged accounts restrict privileged accounts on the system,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_5,NIST_800_53,AC-6(5),Least Privilege - Least privilege | privileged accounts restrict privileged accounts on the system,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_6,NIST_800_53,AC-6(6),Least Privilege - Least privilege | privileged access by non - organizational users prohibit privi,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_6,NIST_800_53,AC-6(6),Least Privilege - Least privilege | privileged access by non - organizational users prohibit privi,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_6,NIST_800_53,AC-6(6),Least Privilege - Least privilege | privileged access by non - organizational users prohibit privi,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_6,NIST_800_53,AC-6(6),Least Privilege - Least privilege | privileged access by non - organizational users prohibit privi,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_6,NIST_800_53,AC-6(6),Least Privilege - Least privilege | privileged access by non - organizational users prohibit privi,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_7,NIST_800_53,AC-6(7),Least Privilege - Least privilege | review of user privileges (a) review [ assignment,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_7,NIST_800_53,AC-6(7),Least Privilege - Least privilege | review of user privileges (a) review [ assignment,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_7,NIST_800_53,AC-6(7),Least Privilege - Least privilege | review of user privileges (a) review [ assignment,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_7,NIST_800_53,AC-6(7),Least Privilege - Least privilege | review of user privileges (a) review [ assignment,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_7,NIST_800_53,AC-6(7),Least Privilege - Least privilege | review of user privileges (a) review [ assignment,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_8,NIST_800_53,AC-6(8),Least Privilege - Least privilege | privilege levels for code execution prevent the following soft,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_8,NIST_800_53,AC-6(8),Least Privilege - Least privilege | privilege levels for code execution prevent the following soft,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_8,NIST_800_53,AC-6(8),Least Privilege - Least privilege | privilege levels for code execution prevent the following soft,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_8,NIST_800_53,AC-6(8),Least Privilege - Least privilege | privilege levels for code execution prevent the following soft,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_8,NIST_800_53,AC-6(8),Least Privilege - Least privilege | privilege levels for code execution prevent the following soft,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_6_9,NIST_800_53,AC-6(9),Least Privilege - Least privilege | log use of privileged functions log the execution of privilege,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_10_1,NIST_800_53,AU-10(1),Non-Repudiation - Non - repudiation | association of identities (a) bind the identity of the infor,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_10_2,NIST_800_53,AU-10(2),Non-Repudiation - Non - repudiation | validate binding of information producer identity (a) valida,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_10_3,NIST_800_53,AU-10(3),Non-Repudiation - Non - repudiation | chain of custody maintain reviewer or releaser credentials w,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_10_4,NIST_800_53,AU-10(4),Non-Repudiation - Non - repudiation | validate binding of information reviewer identity (a) valida,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_10_5,NIST_800_53,AU-10(5),Non-Repudiation - Non - repudiation | digital signatures [withdrawn,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_12_1,NIST_800_53,AU-12(1),Audit Record Generation - Audit record generation | system - wide and time - correlated audit trail compil,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_12_2,NIST_800_53,AU-12(2),Audit Record Generation - Audit record generation | standardized formats produce a system-wide (logical or,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_12_4,NIST_800_53,AU-12(4),Audit Record Generation - Audit record generation | query parameter audits of personally identifiable info,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_12_a,NIST_800_53,AU-12-a,Audit Record Generation - Provide audit record generation capability...,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_12_c,NIST_800_53,AU-12-c,Audit Record Generation - Generate audit records for the...,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_14_3,NIST_800_53,AU-14(3),Session Audit - Session audit | remote viewing and listening provide and implement the capabilit,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_2_b,NIST_800_53,AU-2-b,Event Logging - Coordinate the event logging function...,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_a,NIST_800_53,AU-3-a,Content Of Audit Records - What type of event occurred;,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_b,NIST_800_53,AU-3-b,Content Of Audit Records - When the event occurred;,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_c,NIST_800_53,AU-3-c,Content Of Audit Records - Where the event occurred;,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_d,NIST_800_53,AU-3-d,Content Of Audit Records - Source of the event;,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_e,NIST_800_53,AU-3-e,Content Of Audit Records - Outcome of the event; and,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_3_f,NIST_800_53,AU-3-f,"Content Of Audit Records - Identity of any individuals, subjects,...",azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_8_b,NIST_800_53,AU-8-b,Time Stamps - Record time stamps for audit...,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AU_9_3,NIST_800_53,AU-9(3),"Protection Of Audit Information - Protection of audit information | cryptographic protection nist sp 800-53, r ev",azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_CA_9_b,NIST_800_53,CA-9-b,"Internal System Connections - Document, for each internal connection,...",azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_MP_2_1,NIST_800_53,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_MP_2_1,NIST_800_53,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_MP_2_1,NIST_800_53,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_MP_2_1,NIST_800_53,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
