id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.2.15,cis-k8s-k8s-v1230-1-2-15,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the admission control plugin NamespaceLifecycle is set,Reject creating objects in a namespace that is undergoing termination.,"Setting admission control policy to NamespaceLifecycle ensures that objects cannot be created in non-existent namespaces, and that namespaces undergoing termination are not used for creating the new objects. This is recommended to enforce the integrity of the namespace termination process and also for the availability of the newer objects.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --disable-admission-plugins argument is set to a value that does not include NamespaceLifecycle .,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --disable-admission-plugins parameter to ensure it does not include NamespaceLifecycle .,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#namespacelifecycle 88 | P a g e,1 Section,Automated,"By default, NamespaceLifecycle is set.",,Automated,HIGH,k8s_api_server_admission_plugins_namespace_lifecycle_check,"The compliance control can be effectively verified using Kubernetes CLI commands to check the configuration of the kube-apiserver. Both AI opinions agree that automation is feasible, although the second opinion suggests a more direct method might be preferable. The use of `kubectl` to inspect the kube-apiserver pod specifications is a valid approach, as it allows for automated checks of the admission control plugin settings.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--disable-admission-plugins` argument and ensuring it does not include `NamespaceLifecycle` - Pass Criteria: The `--disable-admission-plugins` argument does not contain `NamespaceLifecycle` - Fail Criteria: The `--disable-admission-plugins` argument includes `NamespaceLifecycle`,,Yes,2025-11-02T18:26:53.153306,Automated,HIGH,k8s_api_server_admission_plugins_namespace_lifecycle_check,"The compliance control can be effectively verified using Kubernetes CLI commands to check the configuration of the kube-apiserver. Both AI opinions agree that automation is feasible, although the second opinion suggests a more direct method might be preferable. The use of `kubectl` to inspect the kube-apiserver pod specifications is a valid approach, as it allows for automated checks of the admission control plugin settings.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--disable-admission-plugins` argument and ensuring it does not include `NamespaceLifecycle` - Pass Criteria: The `--disable-admission-plugins` argument does not contain `NamespaceLifecycle` - Fail Criteria: The `--disable-admission-plugins` argument includes `NamespaceLifecycle`,,Yes,2025-11-02T18:26:53.153306
1.2.16,cis-k8s-k8s-v1230-1-2-16,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the admission control plugin NodeRestriction is set,Limit the Node and Pod objects that a kubelet could modify.,"Using the NodeRestriction plug-in ensures that the kubelet is restricted to the Node and Pod objects that it could modify as defined. Such kubelets will only be allowed to modify their own Node API object, and only modify Pod API objects that are bound to their node.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --enable-admission-plugins argument is set to a value that includes NodeRestriction .,"Follow the Kubernetes documentation and configure NodeRestriction plug-in on kubelets. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and set the --enable-admission-plugins parameter to a value that includes NodeRestriction . --enable-admission-plugins=...,NodeRestriction,...",• Level 1 - Master Node,None,90 | P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/admission-controllers/#noderestriction 3. https://kubernetes.io/docs/admin/authorization/node/ 4. https://acotten.com/post/kube17-security,1 Section,Automated,"By default, NodeRestriction is not set.",,Automated,HIGH,k8s_api_server_admission_plugin_noderestriction_set,"Both AI opinions agree that the compliance control can be automated using Kubernetes CLI tools. The use of `kubectl` to retrieve and check the kube-apiserver arguments is a valid automated approach. The necessary information is accessible via Kubernetes APIs, making it feasible to automate the verification of the `NodeRestriction` plugin in the `--enable-admission-plugins` flag.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: `--enable-admission-plugins` flag in the kube-apiserver arguments - Pass Criteria: The `--enable-admission-plugins` argument must contain `NodeRestriction`. - Fail Criteria: The `--enable-admission-plugins` argument does not contain `NodeRestriction` or is not set at all.,,Yes,2025-11-02T17:58:51.487388,Automated,HIGH,k8s_api_server_admission_plugin_noderestriction_set,"Both AI opinions agree that the compliance control can be automated using Kubernetes CLI tools. The use of `kubectl` to retrieve and check the kube-apiserver arguments is a valid automated approach. The necessary information is accessible via Kubernetes APIs, making it feasible to automate the verification of the `NodeRestriction` plugin in the `--enable-admission-plugins` flag.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: `--enable-admission-plugins` flag in the kube-apiserver arguments - Pass Criteria: The `--enable-admission-plugins` argument must contain `NodeRestriction`. - Fail Criteria: The `--enable-admission-plugins` argument does not contain `NodeRestriction` or is not set at all.,,Yes,2025-11-02T17:58:51.487388
1.2.17,cis-k8s-k8s-v1230-1-2-17,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --secure-port argument is not set to 0,Do not disable the secure port.,"The secure port is used to serve https with authentication and authorization. If you disable it, no https traffic is served and all traffic is served unencrypted.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --secure-port argument is either not set or is set to an integer value between 1 and 65535.,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and either remove the --secure-port parameter or set it to a different (non-zero) desired port.,• Level 1 - Master Node,You need to set the API Server up with the right TLS certificates.,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, port 6443 is used as the secure port.",,Automated,HIGH,k8s_api_server_secure_port_validation,"The compliance control can be effectively checked using Kubernetes APIs and the `kubectl` CLI tool. Both AI opinions agree that the check can be automated, although the second opinion suggests a more robust method than parsing command-line arguments. The use of `kubectl` to inspect the kube-apiserver pod's configuration is valid and aligns with the audit steps provided in the compliance control data.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Command-line arguments of the kube-apiserver pod, specifically the `--secure-port` argument. - Pass Criteria: The `--secure-port` argument is either not present or set to an integer value between 1 and 65535. - Fail Criteria: The `--secure-port` argument is set to 0 or is not a valid integer within the specified range.",,Yes,2025-11-02T18:48:25.680850,Automated,HIGH,k8s_api_server_secure_port_validation,"The compliance control can be effectively checked using Kubernetes APIs and the `kubectl` CLI tool. Both AI opinions agree that the check can be automated, although the second opinion suggests a more robust method than parsing command-line arguments. The use of `kubectl` to inspect the kube-apiserver pod's configuration is valid and aligns with the audit steps provided in the compliance control data.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Command-line arguments of the kube-apiserver pod, specifically the `--secure-port` argument. - Pass Criteria: The `--secure-port` argument is either not present or set to an integer value between 1 and 65535. - Fail Criteria: The `--secure-port` argument is set to 0 or is not a valid integer within the specified range.",,Yes,2025-11-02T18:48:25.680850
1.2.18,cis-k8s-k8s-v1230-1-2-18,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --profiling argument is set to false,"Disable profiling, if not needed.","Profiling allows for the identification of specific performance bottlenecks. It generates a significant amount of program data that could potentially be exploited to uncover system and program details. If you are not experiencing any bottlenecks and do not need the profiler for troubleshooting purposes, it is recommended to turn it off to reduce the potential attack surface.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --profiling argument is set to false .,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the below parameter. --profiling=false,• Level 1 - Master Node,Profiling information would not be available.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/community/blob/master/contributors/devel/profiling.md 94 | P a g e,1 Section,Automated,"By default, profiling is enabled.",,Automated,HIGH,k8s_api_server_args_profiling_disabled,"The compliance control can be effectively verified using Kubernetes CLI commands to check the configuration of the kube-apiserver. The `--profiling` argument is a standard flag that can be queried through the Kubernetes API, making it feasible to automate this check. Both AI opinions agree on the possibility of automation, with the second opinion highlighting the need to consider different deployment models, which can be addressed by adjusting the command based on the specific environment.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--profiling=false` in the kube-apiserver arguments - Pass Criteria: The output includes `--profiling=false` - Fail Criteria: The output does not include `--profiling=false` or includes `--profiling=true`,,Yes,2025-11-02T19:02:09.418530,Automated,HIGH,k8s_api_server_args_profiling_disabled,"The compliance control can be effectively verified using Kubernetes CLI commands to check the configuration of the kube-apiserver. The `--profiling` argument is a standard flag that can be queried through the Kubernetes API, making it feasible to automate this check. Both AI opinions agree on the possibility of automation, with the second opinion highlighting the need to consider different deployment models, which can be addressed by adjusting the command based on the specific environment.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--profiling=false` in the kube-apiserver arguments - Pass Criteria: The output includes `--profiling=false` - Fail Criteria: The output does not include `--profiling=false` or includes `--profiling=true`,,Yes,2025-11-02T19:02:09.418530
1.2.19,cis-k8s-k8s-v1230-1-2-19,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --audit-log-path argument is set,Enable auditing on the Kubernetes API Server and set the desired audit log path.,"Auditing the Kubernetes API Server provides a security-relevant chronological set of records documenting the sequence of activities that have affected system by individual users, administrators or other components of the system. Even though currently, Kubernetes provides only basic audit capabilities, it should be enabled. You can enable it by setting an appropriate audit log path.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-path argument is set as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-path parameter to a suitable path and file where you would like audit logs to be written, for example: --audit-log-path=/var/log/apiserver/audit.log",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 96 | P a g e 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22,1 Section,Automated,"By default, auditing is not enabled.",,Automated,HIGH,k8s_api_server_audit_log_path_check,"The control involves verifying a configuration parameter (`--audit-log-path`) for the Kubernetes API server, which can be programmatically checked using Kubernetes APIs or CLI tools like `kubectl`. Both AI opinions recognize the potential for automation, though the second opinion highlights limitations in certain managed environments. However, in standard Kubernetes deployments where the API server is accessible, this check can be automated effectively.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence of `--audit-log-path` with a valid file path in the command-line arguments of the kube-apiserver. - Pass Criteria: The output includes `--audit-log-path=/var/log/apiserver/audit.log` or a similar valid path. - Fail Criteria: The output does not include `--audit-log-path` or the path is invalid.,,Yes,2025-11-02T18:33:33.474258,Automated,HIGH,k8s_api_server_audit_log_path_check,"The control involves verifying a configuration parameter (`--audit-log-path`) for the Kubernetes API server, which can be programmatically checked using Kubernetes APIs or CLI tools like `kubectl`. Both AI opinions recognize the potential for automation, though the second opinion highlights limitations in certain managed environments. However, in standard Kubernetes deployments where the API server is accessible, this check can be automated effectively.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence of `--audit-log-path` with a valid file path in the command-line arguments of the kube-apiserver. - Pass Criteria: The output includes `--audit-log-path=/var/log/apiserver/audit.log` or a similar valid path. - Fail Criteria: The output does not include `--audit-log-path` or the path is invalid.,,Yes,2025-11-02T18:33:33.474258
1.2.20,cis-k8s-k8s-v1230-1-2-20,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --audit-log-maxage argument is set to 30 or as appropriate,Retain the logs for at least 30 days or as appropriate.,Retaining logs for at least 30 days ensures that you can go back in time and investigate or correlate any events. Set your audit log retention period to 30 days or as per your business requirements.,Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxage argument is set to 30 or as appropriate.,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxage parameter to 30 or as an appropriate number of days: --audit-log-maxage=30,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 98 | P a g e 3. https://github.com/kubernetes/features/issues/22,1 Section,Automated,"By default, auditing is not enabled.",,Automated,HIGH,k8s_api_server_audit_log_maxage_check,"The compliance control can be effectively checked using Kubernetes CLI tools such as `kubectl`, which allows for the inspection of the API server pod configurations. Both AI opinions agree that an automated approach is feasible, though the second opinion highlights potential limitations in managed environments. However, for environments where direct access to the API server configuration is possible, the automated method is valid and efficient.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: `--audit-log-maxage` flag in the API server pod arguments - Pass Criteria: The output contains `--audit-log-maxage=30` or another appropriate value as per business requirements - Fail Criteria: The output does not contain `--audit-log-maxage` or it is set to a value less than 30,,Yes,2025-11-02T18:51:41.644405,Automated,HIGH,k8s_api_server_audit_log_maxage_check,"The compliance control can be effectively checked using Kubernetes CLI tools such as `kubectl`, which allows for the inspection of the API server pod configurations. Both AI opinions agree that an automated approach is feasible, though the second opinion highlights potential limitations in managed environments. However, for environments where direct access to the API server configuration is possible, the automated method is valid and efficient.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: `--audit-log-maxage` flag in the API server pod arguments - Pass Criteria: The output contains `--audit-log-maxage=30` or another appropriate value as per business requirements - Fail Criteria: The output does not contain `--audit-log-maxage` or it is set to a value less than 30,,Yes,2025-11-02T18:51:41.644405
1.2.21,cis-k8s-k8s-v1230-1-2-21,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,Retain 10 or an appropriate number of old log files.,"Kubernetes automatically rotates the log files. Retaining old log files ensures that you would have sufficient log data available for carrying out any investigation or correlation. For example, if you have set file size of 100 MB and the number of old log files to keep as 10, you would approximate have 1 GB of log data that you could potentially use for your analysis.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxbackup argument is set to 10 or as appropriate.,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxbackup parameter to 10 or to an appropriate value. --audit-log-maxbackup=10,• Level 1 - Master Node,None,100 | P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22,1 Section,Automated,"By default, auditing is not enabled.",,Automated,HIGH,k8s_api_server_audit_log_maxbackup_check,"The compliance control can be effectively verified using Kubernetes APIs and CLI tools. The kube-apiserver's configuration, including the `--audit-log-maxbackup` argument, can be checked using `kubectl` commands to inspect the arguments of the kube-apiserver pods. This approach is feasible in environments where the kube-apiserver is deployed as a pod, which is common in many Kubernetes setups. Although the second opinion raised concerns about different deployment scenarios, the automated approach is valid for the majority of standard Kubernetes environments.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--audit-log-maxbackup` argument - Pass Criteria: The output includes `--audit-log-maxbackup=10` or an appropriate value - Fail Criteria: The output does not include `--audit-log-maxbackup=10` or is set to a value that is not appropriate,,Yes,2025-11-02T18:13:16.271522,Automated,HIGH,k8s_api_server_audit_log_maxbackup_check,"The compliance control can be effectively verified using Kubernetes APIs and CLI tools. The kube-apiserver's configuration, including the `--audit-log-maxbackup` argument, can be checked using `kubectl` commands to inspect the arguments of the kube-apiserver pods. This approach is feasible in environments where the kube-apiserver is deployed as a pod, which is common in many Kubernetes setups. Although the second opinion raised concerns about different deployment scenarios, the automated approach is valid for the majority of standard Kubernetes environments.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--audit-log-maxbackup` argument - Pass Criteria: The output includes `--audit-log-maxbackup=10` or an appropriate value - Fail Criteria: The output does not include `--audit-log-maxbackup=10` or is set to a value that is not appropriate,,Yes,2025-11-02T18:13:16.271522
1.2.22,cis-k8s-k8s-v1230-1-2-22,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,Rotate log files on reaching 100 MB or as appropriate.,"Kubernetes automatically rotates the log files. Retaining old log files ensures that you would have sufficient log data available for carrying out any investigation or correlation. If you have set file size of 100 MB and the number of old log files to keep as 10, you would approximate have 1 GB of log data that you could potentially use for your analysis.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --audit-log-maxsize argument is set to 100 or as appropriate.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --audit-log-maxsize parameter to an appropriate size in MB. For example, to set it as 100 MB: --audit-log-maxsize=100",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 102 | P a g e 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22,1 Section,Automated,"By default, auditing is not enabled.",,Automated,HIGH,k8s_api_server_audit_log_maxsize_check,"The task involves checking the configuration of the kube-apiserver, specifically the `--audit-log-maxsize` argument, which can be accessed using Kubernetes CLI tools like `kubectl`. Both AI opinions agree that this can be automated, although the second opinion highlights potential limitations in managed environments. However, for environments where the control plane is accessible, the automation is feasible and efficient.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence and value of `--audit-log-maxsize` - Pass Criteria: The output contains `--audit-log-maxsize=100` or another appropriate value. - Fail Criteria: The output does not contain the `--audit-log-maxsize` argument or it is set to a value other than `100` or as appropriate.,,Yes,2025-11-02T18:13:21.309430,Automated,HIGH,k8s_api_server_audit_log_maxsize_check,"The task involves checking the configuration of the kube-apiserver, specifically the `--audit-log-maxsize` argument, which can be accessed using Kubernetes CLI tools like `kubectl`. Both AI opinions agree that this can be automated, although the second opinion highlights potential limitations in managed environments. However, for environments where the control plane is accessible, the automation is feasible and efficient.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence and value of `--audit-log-maxsize` - Pass Criteria: The output contains `--audit-log-maxsize=100` or another appropriate value. - Fail Criteria: The output does not contain the `--audit-log-maxsize` argument or it is set to a value other than `100` or as appropriate.,,Yes,2025-11-02T18:13:21.309430
1.2.23,cis-k8s-k8s-v1230-1-2-23,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --request-timeout argument is set as appropriate,Set global request timeout for API server requests as appropriate.,"Setting global request timeout allows extending the API server request timeout limit to a duration appropriate to the user's connection speed. By default, it is set to 60 seconds which might be problematic on slower connections making cluster resources inaccessible once the data volume for requests exceeds what can be transmitted in 60 seconds. But, setting this timeout limit to be too large can exhaust the API server resources making it prone to Denial-of-Service attack. Hence, it is recommended to set this limit as appropriate and change the default limit of 60 seconds only if needed.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --request-timeout argument is either not set or set to an appropriate value.,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml and set the below parameter as appropriate and if needed. For example, --request-timeout=300s",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/pull/51415,1 Section,Manual,"By default, --request-timeout is set to 60 seconds. 104 | P a g e",,Automated,HIGH,k8s_api_server_request_timeout_check,"The task of verifying the `--request-timeout` argument for the kube-apiserver can be automated using Kubernetes CLI commands. The command provided by the first AI opinion is valid for retrieving the arguments passed to the kube-apiserver container. Although the second AI opinion raises concerns about environments where the kube-apiserver might not be running as a pod, the majority of Kubernetes environments, especially those following standard practices, will have the kube-apiserver running as a pod, making automation feasible.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence and value of `--request-timeout` argument - Pass Criteria: `--request-timeout` is not present or is set to a value greater than or equal to 60 seconds - Fail Criteria: `--request-timeout` is set to a value less than 60 seconds,,Yes,2025-11-02T19:01:43.051605,Automated,HIGH,k8s_api_server_request_timeout_check,"The task of verifying the `--request-timeout` argument for the kube-apiserver can be automated using Kubernetes CLI commands. The command provided by the first AI opinion is valid for retrieving the arguments passed to the kube-apiserver container. Although the second AI opinion raises concerns about environments where the kube-apiserver might not be running as a pod, the majority of Kubernetes environments, especially those following standard practices, will have the kube-apiserver running as a pod, making automation feasible.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence and value of `--request-timeout` argument - Pass Criteria: `--request-timeout` is not present or is set to a value greater than or equal to 60 seconds - Fail Criteria: `--request-timeout` is set to a value less than 60 seconds,,Yes,2025-11-02T19:01:43.051605
1.2.24,cis-k8s-k8s-v1230-1-2-24,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --service-account-lookup argument is set to true,Validate service account before validating token.,"If --service-account-lookup is not enabled, the apiserver only verifies that the authentication token is valid, and does not validate that the service account token mentioned in the request is actually present in etcd. This allows using a service account token even after the corresponding service account is deleted. This is an example of time of check to time of use security issue.",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that if the --service-account-lookup argument exists it is set to true .,"Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the below parameter. --service-account-lookup=true Alternatively, you can delete the --service-account-lookup parameter from this file so that the default takes effect.",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 3. https://en.wikipedia.org/wiki/Time_of_check_to_time_of_use,1 Section,Automated,"By default, --service-account-lookup argument is set to true . 106 | P a g e",,Automated,HIGH,k8s_api_server_service_account_lookup_flag_check,"The control requires verifying the presence and value of the `--service-account-lookup` argument in the kube-apiserver configuration, which can be efficiently checked using Kubernetes CLI commands. Both AI opinions agree that this can be automated, although the second opinion suggests improvements in the method. The use of `kubectl` to retrieve pod arguments is feasible and aligns with Kubernetes API capabilities, making automation a suitable approach.",- **Kubernetes Resource/Service:** Pods - **API/CLI Method:** `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - **Properties to Check:** Presence of `--service-account-lookup=true` in the kube-apiserver pod arguments. - **Pass Criteria:** The output includes `--service-account-lookup=true`. - **Fail Criteria:** The output does not include `--service-account-lookup=true` or the argument is absent.,,Yes,2025-11-02T18:31:53.827136,Automated,HIGH,k8s_api_server_service_account_lookup_flag_check,"The control requires verifying the presence and value of the `--service-account-lookup` argument in the kube-apiserver configuration, which can be efficiently checked using Kubernetes CLI commands. Both AI opinions agree that this can be automated, although the second opinion suggests improvements in the method. The use of `kubectl` to retrieve pod arguments is feasible and aligns with Kubernetes API capabilities, making automation a suitable approach.",- **Kubernetes Resource/Service:** Pods - **API/CLI Method:** `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - **Properties to Check:** Presence of `--service-account-lookup=true` in the kube-apiserver pod arguments. - **Pass Criteria:** The output includes `--service-account-lookup=true`. - **Fail Criteria:** The output does not include `--service-account-lookup=true` or the argument is absent.,,Yes,2025-11-02T18:31:53.827136
1.2.25,cis-k8s-k8s-v1230-1-2-25,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the --service-account-key-file argument is set as appropriate,Explicitly set a service account public key file for service accounts on the apiserver.,"By default, if no --service-account-key-file is specified to the apiserver, it uses the private key from the TLS serving certificate to verify service account tokens. To ensure that the keys for service account tokens could be rotated as needed, a separate public/private key pair should be used for signing service account tokens. Hence, the public key should be specified to the apiserver with --service-account-key-file .",Run the following command on the Control Plane node: ps -ef | grep kube-apiserver Verify that the --service-account-key-file argument exists and is set as appropriate.,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the Control Plane node and set the --service-account-key-file parameter to the public key file for service accounts: --service-account-key-file=<filename>,• Level 1 - Master Node,The corresponding private key must be provided to the controller manager. You would need to securely maintain the key file and rotate the keys based on your organization's key rotation policy.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167,1 Section,Automated,"By default, --service-account-key-file argument is not set. 108 | P a g e",,Automated,HIGH,k8s_api_server_service_account_key_file_verification,"The task of verifying the `--service-account-key-file` argument in the kube-apiserver configuration can be effectively automated using Kubernetes CLI commands. Both AI opinions agree on the feasibility of automation, though the second opinion suggests improvements in the method. The use of `kubectl` to retrieve pod specifications is a valid approach, and while it may not cover all Kubernetes setups, it is sufficient for environments where the API server runs as a pod, which is common in many Kubernetes deployments.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence and correctness of the `--service-account-key-file` argument - Pass Criteria: The output includes the `--service-account-key-file` argument set to a valid public key file path. - Fail Criteria: The output does not include the `--service-account-key-file` argument or it is not set appropriately.,,Yes,2025-11-02T18:15:38.110913,Automated,HIGH,k8s_api_server_service_account_key_file_verification,"The task of verifying the `--service-account-key-file` argument in the kube-apiserver configuration can be effectively automated using Kubernetes CLI commands. Both AI opinions agree on the feasibility of automation, though the second opinion suggests improvements in the method. The use of `kubectl` to retrieve pod specifications is a valid approach, and while it may not cover all Kubernetes setups, it is sufficient for environments where the API server runs as a pod, which is common in many Kubernetes deployments.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence and correctness of the `--service-account-key-file` argument - Pass Criteria: The output includes the `--service-account-key-file` argument set to a valid public key file path. - Fail Criteria: The output does not include the `--service-account-key-file` argument or it is not set appropriately.,,Yes,2025-11-02T18:15:38.110913
