id,title,program_name,final_confidence,automation_summary,source
5.1.2,Ensure permissions on /etc/crontab are configured,azure_dataprotection_backup_vault_immutability_enabled,HIGH,Resource: ** Backup Vaults | API: ** `az dataprotection backup-vault list` and `az dataprotection backup-vault show`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.1.3,Ensure permissions on /etc/cron.hourly are configured,azure_aks_acr_readonly_access_check,HIGH,"Resource: ** AKS Clusters, Azure Container Registry | API: ** `az role assignment list`, `az aks show`",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.1.4,Ensure permissions on /etc/cron.daily are configured,azure_aks_container_registry_approved,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.1.6,Ensure permissions on /etc/cron.monthly are configured,azure_dataprotection_backup_vault_cross_subscription_restore_disabled,HIGH,Resource: Backup Vaults | API: - List Backup vaults: `az dataprotection backup-vault list`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.1.7,Ensure permissions on /etc/cron.d are configured,azure_aks_node_permission_check,HIGH,Resource: AKS Clusters | API: `az vm run-command invoke`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.1,Ensure permissions on /etc/ssh/sshd_config are configured,azure_aks_service_accounts_dedicated_usage_verified,HIGH,Resource: ** AKS Clusters | API: ** Use `kubectl get rolebindings` and `kubectl get clusterrolebindings` to list and verify role assignments for service accounts.,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.2,Ensure permissions on SSH private host key files are configured,azure_vm_ssh_key_permissions_check,HIGH,Resource: Virtual Machines | API: Azure CLI or PowerShell scripts executed via Azure Automation or Runbooks,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
5.2.4,Ensure SSH access is limited,azure_backup_recovery_services_vault_infrastructure_encryption_enabled,HIGH,"Resource: Recovery Services Vaults | API: `az backup vault list`, `az backup vault encryption show`",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.5,Ensure SSH LogLevel is appropriate,azure_backup_recovery_services_vault_public_network_access_disabled,HIGH,"Resource: Recovery Services Vaults | API: `az backup vault list`, `az backup vault show`",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.6,Ensure SSH PAM is enabled,azure_recovery_services_vault_cross_region_restore_enabled,HIGH,Resource: ** Recovery Services Vaults | API: ** `az backup vault show --resource-group <resource-group> --name <recovery-services-vault>`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.7,Ensure SSH root login is disabled,azure_backup_vault_cross_subscription_restore_disabled,HIGH,Resource: ** Recovery Services Vaults | API: ** `az backup vault list` and `az backup vault show`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.9,Ensure SSH PermitEmptyPasswords is disabled,azure_aks_node_ssh_permit_empty_passwords_check,HIGH,Resource: ** AKS Clusters | API: ** Azure CLI commands or PowerShell scripts to connect to AKS nodes,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.10,Ensure SSH PermitUserEnvironment is disabled,azure_vm_ssh_permituserenvironment_check,HIGH,Resource: Virtual Machines | API: Azure CLI or Azure Automation Script,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.11,Ensure SSH IgnoreRhosts is enabled,azure_policy_vm_ssh_ignorerhosts_enabled,HIGH,Resource: Virtual Machines | API: Azure Policy with custom definition,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.12,Ensure only strong Ciphers are used,azure_automation_vm_ssh_cipher_check,HIGH,Resource: ** Virtual Machines | API: ** Azure CLI with SSH command execution,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.14,Ensure only strong Key Exchange algorithms are used,azure_aks_cluster_ssh_kex_algorithm_check,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy and Azure Automation Runbooks,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.16,Ensure SSH MaxAuthTries is set to 4 or less,azure_aks_node_ssh_maxauthtries_check,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy with Azure Monitor,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.2.20,Ensure SSH Idle Timeout Interval is configured,azure_aks_cluster_ssh_idle_timeout_check,HIGH,Resource: AKS Clusters | API: Azure Policy and Azure Monitor,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.3.1,Ensure sudo is installed,azure_aks_kubernetes_secrets_encryption_enabled,HIGH,Resource: AKS Clusters | API: Use Azure CLI command `az aks show` or equivalent Azure Resource Manager API to retrieve cluster configurations.,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.4.1,Ensure password creation requirements are configured,azure_policy_vm_password_compliance_check,HIGH,Resource: ** Azure Virtual Machines | API: ** Azure Policy and Azure Automation,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.4.2,Ensure lockout for failed password attempts is configured,azure_aks_private_endpoint_enabled_public_access_disabled,HIGH,Resource: ** AKS Clusters | API: ** `az aks show`,"1. https://access.redhat.com/documentation/en- us/red_hat_enterprise_linux/7/html/security_guide 2. NIST SP 800-53 Rev. 5: AC-1, AC-2"
5.4.3,Ensure password hashing algorithm is SHA-512,azure_aks_private_nodes_enabled,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.4.4,Ensure password reuse is limited,azure_ad_password_policy_check,HIGH,Resource: Azure Active Directory | API: Use the Azure AD PowerShell module with `Get-AzureADPolicy` cmdlet or Microsoft Graph API endpoints to retrieve password policy settings.,
5.5.1.1,Ensure password expiration is 365 days or less,azure_aks_node_password_expiration_check,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI to retrieve node details and execute remote scripts via SSH.,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.2,Ensure minimum days between password changes is configured,azure_vm_linux_check_pass_min_days,HIGH,Resource: Virtual Machines | API: Azure VM Extensions (Custom Script Extension),CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.3,Ensure password expiration warning days is 7 or more,azure_aks_node_password_expiration_warning_check,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI to access AKS nodes and execute shell commands via SSH.,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.4,Ensure inactive password lock is 30 days or less,azure_aks_user_inactivity_check,HIGH,"Resource: ** Azure Kubernetes Service (AKS), Azure Active Directory (AAD) | API: ** Use Azure CLI to query user account details and password policies through Azure AD Graph API or Microsoft Graph API.",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.5,Ensure all users last password change date is in the past,azure_aad_user_password_change_check,HIGH,Resource: ** Azure Active Directory | API: ** Microsoft Graph API,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.2,Ensure system accounts are secured,azure_aks_node_account_security,HIGH,Resource: ** AKS Clusters | API: ** Azure CLI with `az aks nodepool list` and SSH command execution,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.1.1,Ensure permissions on /etc/passwd are configured,azure_microsoft_entra_id_security_defaults_enabled,HIGH,Resource: ** Microsoft Entra ID (formerly Azure Active Directory) | API: ** Microsoft Graph API,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.2,Ensure permissions on /etc/passwd- are configured,azure_identity_users_mfa_enabled,HIGH,Resource: ** Microsoft Entra ID (Azure Active Directory) | API: ** Use the Microsoft Graph API with PowerShell command `Get-MgUser`,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.4,Ensure permissions on /etc/group- are configured,azure_vm_file_permission_check,HIGH,Resource: Virtual Machines | API: Azure Automation Runbook or Azure CLI script,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.5,Ensure permissions on /etc/shadow are configured,azure_automation_vm_ensure_shadow_permissions,HIGH,Resource: ** Virtual Machines | API: ** Azure Automation State Configuration (DSC),"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.8,Ensure permissions on /etc/gshadow- are configured,azure_vm_linux_check_gshadow_permissions,HIGH,Resource: ** Virtual Machines (Linux) | API: ** Azure Automation Runbook or Azure CLI/PowerShell script,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.9,Ensure no unowned or ungrouped files or directories exist,azure_aks_node_check_unowned_files,HIGH,"Resource: ** AKS Clusters | API: ** Use Azure CLI to execute scripts on AKS nodes via Azure Virtual Machines. Specifically, `az vm run-command invoke` can be used to run the script on each node.",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.1.10,Ensure world writable files and directories are secured,azure_aks_cluster_world_writable_files_check,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy and Microsoft Defender for Cloud,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.1,Ensure password fields are not empty,azure_entr_id_conditional_access_trusted_locations_verified,HIGH,"Resource: Microsoft Entra ID (formerly Azure Active Directory) | API: Microsoft Graph API, PowerShell cmdlet `Get-MgIdentityConditionalAccessNamedLocation`",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.3,Ensure no duplicate UIDs exist,azure_conditional_access_policy_audit_device_code_flow,HIGH,"Resource: Microsoft Entra ID (Azure Active Directory) | API: Microsoft Graph API, Azure AD PowerShell module",CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.4,Ensure no duplicate GIDs exist,azure_aks_cluster_check_duplicate_gids,HIGH,Resource: ** AKS Clusters | API: ** Azure CLI or Azure PowerShell to execute scripts on AKS nodes,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.5,Ensure no duplicate user names exist,azure_entra_conditional_access_mfa_required,HIGH,Resource: Microsoft Entra ID (formerly Azure AD) | API: Use Microsoft Graph API endpoint `GET https://graph.microsoft.com/v1.0/conditionalAccess/policies` or Azure CLI command `az ad conditional-access policy list`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.6,Ensure no duplicate group names exist,azure_aks_cluster_check_duplicate_group_names,HIGH,Resource: ** AKS Clusters | API: ** Azure Automation with a custom script or Azure CLI,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.7,Ensure root PATH Integrity,azure_azuread_conditional_access_mfa_required,HIGH,Resource: ** Azure Active Directory (Azure AD) | API: ** `az ad conditional-access policy list` and Microsoft Graph API `GET https://graph.microsoft.com/v1.0/identity/conditionalAccess/policies`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.8,Ensure root is the only UID 0 account,azure_aks_node_uid_check,HIGH,Resource: ** Azure Kubernetes Service (AKS) Clusters | API: ** Use Azure Monitor and Log Analytics to collect logs from AKS nodes.,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.9,Ensure all users' home directories exist,azure_aks_node_home_directory_check,HIGH,Resource: AKS Clusters | API: Use `az aks nodepool list` to retrieve node details and execute scripts via Azure CLI or Azure Automation,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.13,Ensure users' .netrc Files are not group or world accessible,azure_automation_vm_netrc_permission_check,HIGH,Resource: Virtual Machines | API: Azure Automation with Runbooks using Azure CLI or PowerShell,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.14,Ensure no users have .forward files,azure_automation_vm_check_forward_files,HIGH,Resource: ** Virtual Machines | API: ** Azure Automation Runbooks or Azure VM Extensions (Custom Script Extension),CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.15,Ensure no users have .netrc files,azure_aks_cluster_check_netrc_files,HIGH,Resource: ** AKS Clusters | API: ** Azure Automation Runbook or Azure Functions to execute a script on AKS nodes,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.16,Ensure no users have .rhosts files,azure_aks_node_check_rhosts_files,HIGH,Resource: ** AKS Clusters | API: ** Azure Automation Runbooks or Azure CLI with SSH commands,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
,,azure_aks_cluster_security_configuration_check,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
2.1.1,Enable audit Logs,azure_aks_control_plane_diagnostics_audit_logs_enabled,HIGH,Resource: ** AKS Clusters | API: ** `az aks show` and `az monitor diagnostic-settings list`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
,,azure_aks_cluster_security_configuration_check,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.1.2,Ensure that the kubelet kubeconfig file ownership is set to root:root,azure_databricks_network_security_groups_configured,HIGH,"Resource: ** Azure Databricks, Network Security Groups | API: ** `az network nsg list --query ""[].{Name:name, Rules:securityRules}"" -o table`",1. https://kubernetes.io/docs/admin/kube-proxy/ 2. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources
3.1.3,Ensure that the azure.json file has permissions set to 644 or more restrictive,azure_databricks_cluster_verify_encryption,HIGH,Resource: Azure Databricks Clusters | API: `databricks clusters get`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.1.4,Ensure that the azure.json file ownership is set to root:root,azure_databricks_scim_provisioning_enabled,HIGH,"Resource: Azure Databricks | API: `az ad app show --id <databricks-app-id>`, `az ad app list`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.2.1,Ensure that the --anonymous-auth argument is set to false,azure_aks_kubelet_anonymous_auth_check,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI with `az aks show` to retrieve the AKS cluster configuration.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/admin/kubelet-authentication-authorization/#kubelet- authentication 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- governance-strategy#gs-6-define-identity-and-privileged-access-strategy
3.2.2,Ensure that the --authorization-mode argument is not set to AlwaysAllow,azure_aks_cluster_authorization_mode_check,HIGH,Resource: ** AKS Clusters | API: ** `az aks show`,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/admin/kubelet-authentication-authorization/#kubelet- authentication 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- governance-strategy#gs-6-define-identity-and-privileged-access-strategy
3.2.3,Ensure that the --client-ca-file argument is set as appropriate,azure_aks_kubelet_client_ca_file_check,HIGH,Resource: ** AKS Clusters | API: ** Use Azure Policy to audit AKS configurations and Azure Monitor for compliance reporting.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/ 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2-data- protection#dp-4-encrypt-sensitive-information-in-transit
3.2.4,Ensure that the --read-only-port is secured,azure_aks_kubelet_read_only_port_check,HIGH,Resource: AKS Clusters | API: Azure Policy and Azure CLI,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources
3.2.7,Ensure that the --eventRecordQPS argument is set to 0 or a level which ensures appropriate event capture,azure_aks_kubelet_event_record_qps_check,HIGH,Resource: AKS Clusters | API: Azure Policy and Azure Monitor integration,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- logging-threat-detection
3.2.8,Ensure that the --rotate-certificates argument is not set to false,azure_aks_kubelet_rotate_certificates_check,HIGH,Resource: AKS Clusters | API: `az aks show`,1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/ 5. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 6. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2-data- protection#dp-4-encrypt-sensitive-information-in-transit
3.2.9,Ensure that the RotateKubeletServerCertificate argument is set to true,azure_aks_kubelet_rotate_certificate_check,HIGH,Resource: ** AKS Clusters | API: ** Use `az aks show` to retrieve cluster configurations and `kubectl get nodes -o json` to inspect kubelet settings.,1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration
4.1.1,Ensure that the cluster-admin role is only used where required,azure_aks_rbac_cluster_admin_role_verified,HIGH,"Resource: AKS Clusters | API: Use `az aks get-credentials` to configure access, then `kubectl get clusterrolebindings`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.2,Minimize access to secrets,azure_aks_secrets_access_minimized,HIGH,"Resource: AKS Clusters | API: `kubectl get rolebinding --all-namespaces`, `kubectl get clusterrolebinding`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.3,Minimize wildcard use in Roles and ClusterRoles,azure_aks_roles_clusterroles_minimized_wildcards,HIGH,Resource: ** Azure Kubernetes Service (AKS) | API: ** Use `kubectl` commands via Azure CLI or Kubernetes API,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.4,Minimize access to create pods,azure_aks_pod_creation_access_check,HIGH,Resource: ** AKS Clusters | API: **,Care should be taken not to remove access to pods to system components which require this for their operation
4.1.5,Ensure that default service accounts are not actively used,azure_aks_service_account_default_not_in_use,HIGH,Resource: ** AKS Clusters | API: ** `kubectl get serviceaccounts --all-namespaces -o json`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.6,Ensure that Service Account Tokens are only mounted where necessary,azure_aks_pod_service_account_token_check,HIGH,"Resource: AKS Clusters | API: Use `az aks get-credentials` to authenticate and set the context, followed by `kubectl get pods -o json` to retrieve pod configurations.",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.1,Minimize the admission of privileged containers,azure_aks_privileged_containers_restriction_enforced,HIGH,Resource: ** AKS Clusters | API: ** `kubectl get pods --all-namespaces -o json`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.2,Minimize the admission of containers wishing to share the host process ID namespace,azure_aks_pod_hostpid_restriction_check,HIGH,Resource: ** AKS Clusters | API: ** Use `kubectl get pods --all-namespaces -o json` and filter with `jq` to identify Pods with `hostPID` set to `true`.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.3,Minimize the admission of containers wishing to share the host IPC namespace,azure_aks_pod_hostipc_restriction_verified,HIGH,Resource: AKS Clusters | API: `kubectl get pods --all-namespaces -o json | jq -r '.items[] | select(.spec.hostIPC == true)'`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.4,Minimize the admission of containers wishing to share the host network namespace,azure_aks_pod_host_network_policy_check,HIGH,"Resource: AKS Clusters | API: `kubectl get pods --all-namespaces -o json | jq -r '.items[] | select(.spec.hostNetwork == true) | ""\(.metadata.namespace)/\(.metadata.name)""'`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.5,Minimize the admission of containers with allowPrivilegeEscalation,azure_aks_pod_security_allow_privilege_escalation_check,HIGH,Resource: ** AKS Clusters | API: ** `kubectl get pods --all-namespaces -o json | jq -r '.items[] | select(any(.spec.containers[]; .securityContext.allowPrivilegeEscalation == true))'`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.4.1,Ensure latest CNI version is used,azure_aks_cni_version_check,HIGH,"Resource: AKS Clusters | API: `az aks show --resource-group ${RESOURCE_GROUP} --name ${CLUSTER_NAME} --query ""networkProfile""`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.4.2,Ensure that all Namespaces have Network Policies defined,azure_aks_network_policy_defined,HIGH,Resource: ** AKS Clusters | API: ** Use `az aks command invoke` to run `kubectl get networkpolicy --all-namespaces` directly on the AKS cluster.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.5.1,Prefer using secrets as files over secrets as environment variables,azure_aks_secrets_preference_verified,HIGH,"Resource: AKS Clusters | API: `kubectl get all -o jsonpath='{range .items[?(@..secretKeyRef)]} {.kind} {.metadata.name} {""\n""}{end}' -A`",Application code which expects to read secrets in the form of environment variables would need modification
4.5.2,Consider external secret storage,azure_keyvault_secret_management_verification,HIGH,"Resource: ** Key Vaults, AKS Clusters | API: ** `az keyvault show`, `Get-AzKeyVault`, Azure Resource Graph queries",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.1,Create administrative boundaries between resources using namespaces,azure_aks_namespace_isolation_verified,HIGH,Resource: ** AKS Clusters | API: **,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.2,Apply Security Context to Your Pods and Containers,azure_aks_pod_security_context_check,HIGH,Resource: AKS Clusters | API: Use `kubectl get pods --all-namespaces -o jsonpath='{.items[*].spec.securityContext}'` to retrieve security contexts.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.3,The default namespace should not be used,azure_aks_namespace_segregation_check,HIGH,Resource: ** AKS Clusters | API: ** `kubectl get all -n default --no-headers`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.1,Ensure Image Vulnerability Scanning using Azure Defender image scanning or a third party provider,azure_backup_vault_soft_delete_enabled,HIGH,Resource: Backup Vaults | API: `az dataprotection backup-vault show`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.2,Minimize user access to Azure Container Registry (ACR),azure_dataprotection_backup_vault_immutability_enabled,HIGH,Resource: ** Backup Vaults | API: ** `az dataprotection backup-vault list` and `az dataprotection backup-vault show`,1. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- privileged-access#pa-7-follow-just-enough-administration-least-privilege-principle
5.1.3,Minimize cluster access to read-only for Azure Container Registry (ACR),azure_aks_acr_readonly_access_check,HIGH,"Resource: ** AKS Clusters, Azure Container Registry | API: ** `az role assignment list`, `az aks show`",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.4,Minimize Container Registries to only those approved,azure_aks_container_registry_approved,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.2.1,Prefer using dedicated AKS Service Accounts,azure_aks_service_accounts_dedicated_usage_verified,HIGH,Resource: ** AKS Clusters | API: ** Use `kubectl get rolebindings` and `kubectl get clusterrolebindings` to list and verify role assignments for service accounts.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.3.1,Ensure Kubernetes Secrets are encrypted,azure_aks_kubernetes_secrets_encryption_enabled,HIGH,Resource: AKS Clusters | API: Use Azure CLI command `az aks show` or equivalent Azure Resource Manager API to retrieve cluster configurations.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.1,Restrict Access to the Control Plane Endpoint,azure_policy_vm_password_compliance_check,HIGH,Resource: ** Azure Virtual Machines | API: ** Azure Policy and Azure Automation,1. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- network-security#ns-1-implement-security-for-internal-traffic
5.4.3,Ensure clusters are created with Private Nodes,azure_aks_private_nodes_enabled,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.4,Ensure Network Policy is Enabled and set as appropriate,azure_ad_password_policy_check,HIGH,Resource: Azure Active Directory | API: Use the Azure AD PowerShell module with `Get-AzureADPolicy` cmdlet or Microsoft Graph API endpoints to retrieve password policy settings.,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.5,Encrypt traffic to HTTPS load balancers with TLS certificates,azure_aks_load_balancer_tls_encryption_check,HIGH,"Resource: AKS Clusters, Load Balancers | API: Azure Resource Manager API, az network lb show",CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
