id,title,final_approach,program_name,source
5.4.3,Ensure password hashing algorithm is SHA-512,Automated,azure_aks_private_nodes_enabled,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.4.4,Ensure password reuse is limited,Automated,azure_ad_password_policy_check,
5.5.1.1,Ensure password expiration is 365 days or less,Automated,azure_aks_node_password_expiration_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.2,Ensure minimum days between password changes is configured,Automated,azure_vm_linux_check_pass_min_days,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.3,Ensure password expiration warning days is 7 or more,Automated,azure_aks_node_password_expiration_warning_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.4,Ensure inactive password lock is 30 days or less,Automated,azure_aks_user_inactivity_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.1.5,Ensure all users last password change date is in the past,Automated,azure_aad_user_password_change_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.2,Ensure system accounts are secured,Automated,azure_aks_node_account_security,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.3,Ensure default group for the root account is GID 0,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
5.5.4,Ensure default user umask is 027 or more restrictive,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.1.1,Ensure permissions on /etc/passwd are configured,Automated,azure_microsoft_entra_id_security_defaults_enabled,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.2,Ensure permissions on /etc/passwd- are configured,Automated,azure_identity_users_mfa_enabled,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.3,Ensure permissions on /etc/group are configured,Manual,,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.4,Ensure permissions on /etc/group- are configured,Automated,azure_vm_file_permission_check,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.5,Ensure permissions on /etc/shadow are configured,Automated,azure_automation_vm_ensure_shadow_permissions,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2"
6.1.6,Ensure permissions on /etc/shadow- are configured,Manual,,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.7,Ensure permissions on /etc/gshadow are configured,Manual,,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.8,Ensure permissions on /etc/gshadow- are configured,Automated,azure_vm_linux_check_gshadow_permissions,1. NIST SP 800-53 Rev. 5: AC-3. MP-2
6.1.9,Ensure no unowned or ungrouped files or directories exist,Automated,azure_aks_node_check_unowned_files,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.1.10,Ensure world writable files and directories are secured,Automated,azure_aks_cluster_world_writable_files_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.1,Ensure password fields are not empty,Automated,azure_entr_id_conditional_access_trusted_locations_verified,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.2,Ensure all groups in /etc/passwd exist in /etc/group,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.3,Ensure no duplicate UIDs exist,Automated,azure_conditional_access_policy_audit_device_code_flow,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.4,Ensure no duplicate GIDs exist,Automated,azure_aks_cluster_check_duplicate_gids,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.5,Ensure no duplicate user names exist,Automated,azure_entra_conditional_access_mfa_required,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.6,Ensure no duplicate group names exist,Automated,azure_aks_cluster_check_duplicate_group_names,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.7,Ensure root PATH Integrity,Automated,azure_azuread_conditional_access_mfa_required,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.8,Ensure root is the only UID 0 account,Automated,azure_aks_node_uid_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.9,Ensure all users' home directories exist,Automated,azure_aks_node_home_directory_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.10,Ensure users own their home directories,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.11,Ensure users' home directories permissions are 750 or more restrictive,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.12,Ensure users' dot files are not group or world writable,Manual,,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.13,Ensure users' .netrc Files are not group or world accessible,Automated,azure_automation_vm_netrc_permission_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.14,Ensure no users have .forward files,Automated,azure_automation_vm_check_forward_files,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.15,Ensure no users have .netrc files,Automated,azure_aks_cluster_check_netrc_files,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
6.2.16,Ensure no users have .rhosts files,Automated,azure_aks_node_check_rhosts_files,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
,,Automated,azure_aks_cluster_security_configuration_check,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json
2.1.1,Enable audit Logs,Automated,azure_aks_control_plane_diagnostics_audit_logs_enabled,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
,,Automated,azure_aks_cluster_security_configuration_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.1.2,Ensure that the kubelet kubeconfig file ownership is set to root:root,Automated,azure_databricks_network_security_groups_configured,1. https://kubernetes.io/docs/admin/kube-proxy/ 2. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources
3.1.3,Ensure that the azure.json file has permissions set to 644 or more restrictive,Automated,azure_databricks_cluster_verify_encryption,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.1.4,Ensure that the azure.json file ownership is set to root:root,Automated,azure_databricks_scim_provisioning_enabled,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
3.2.1,Ensure that the --anonymous-auth argument is set to false,Automated,azure_aks_kubelet_anonymous_auth_check,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/admin/kubelet-authentication-authorization/#kubelet- authentication 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- governance-strategy#gs-6-define-identity-and-privileged-access-strategy
3.2.2,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Automated,azure_aks_cluster_authorization_mode_check,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/admin/kubelet-authentication-authorization/#kubelet- authentication 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- governance-strategy#gs-6-define-identity-and-privileged-access-strategy
3.2.3,Ensure that the --client-ca-file argument is set as appropriate,Automated,azure_aks_kubelet_client_ca_file_check,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/ 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2-data- protection#dp-4-encrypt-sensitive-information-in-transit
3.2.4,Ensure that the --read-only-port is secured,Automated,azure_aks_kubelet_read_only_port_check,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources
3.2.5,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Manual,,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/pull/18552 3. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources
3.2.6,Ensure that the --make-iptables-util-chains argument is set to true,Manual,,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 3. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- network-security#ns-1-implement-security-for-internal-traffic
3.2.7,Ensure that the --eventRecordQPS argument is set to 0 or a level which ensures appropriate event capture,Automated,azure_aks_kubelet_event_record_qps_check,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go 3. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 4. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- logging-threat-detection
3.2.8,Ensure that the --rotate-certificates argument is not set to false,Automated,azure_aks_kubelet_rotate_certificates_check,1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/ 5. https://kubernetes.io/docs/tasks/administer-cluster/reconfigure-kubelet/ 6. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2-data- protection#dp-4-encrypt-sensitive-information-in-transit
3.2.9,Ensure that the RotateKubeletServerCertificate argument is set to true,Automated,azure_aks_kubelet_rotate_certificate_check,1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration
4.1.1,Ensure that the cluster-admin role is only used where required,Automated,azure_aks_rbac_cluster_admin_role_verified,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.2,Minimize access to secrets,Automated,azure_aks_secrets_access_minimized,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.3,Minimize wildcard use in Roles and ClusterRoles,Automated,azure_aks_roles_clusterroles_minimized_wildcards,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.4,Minimize access to create pods,Automated,azure_aks_pod_creation_access_check,Care should be taken not to remove access to pods to system components which require this for their operation
4.1.5,Ensure that default service accounts are not actively used,Automated,azure_aks_service_account_default_not_in_use,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.1.6,Ensure that Service Account Tokens are only mounted where necessary,Automated,azure_aks_pod_service_account_token_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.1,Minimize the admission of privileged containers,Automated,azure_aks_privileged_containers_restriction_enforced,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.2,Minimize the admission of containers wishing to share the host process ID namespace,Automated,azure_aks_pod_hostpid_restriction_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.3,Minimize the admission of containers wishing to share the host IPC namespace,Automated,azure_aks_pod_hostipc_restriction_verified,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.4,Minimize the admission of containers wishing to share the host network namespace,Automated,azure_aks_pod_host_network_policy_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.2.5,Minimize the admission of containers with allowPrivilegeEscalation,Automated,azure_aks_pod_security_allow_privilege_escalation_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.4.1,Ensure latest CNI version is used,Automated,azure_aks_cni_version_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.4.2,Ensure that all Namespaces have Network Policies defined,Automated,azure_aks_network_policy_defined,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.5.1,Prefer using secrets as files over secrets as environment variables,Automated,azure_aks_secrets_preference_verified,Application code which expects to read secrets in the form of environment variables would need modification
4.5.2,Consider external secret storage,Automated,azure_keyvault_secret_management_verification,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.1,Create administrative boundaries between resources using namespaces,Automated,azure_aks_namespace_isolation_verified,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.2,Apply Security Context to Your Pods and Containers,Automated,azure_aks_pod_security_context_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
4.6.3,The default namespace should not be used,Automated,azure_aks_namespace_segregation_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.1,Ensure Image Vulnerability Scanning using Azure Defender image scanning or a third party provider,Automated,azure_backup_vault_soft_delete_enabled,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.2,Minimize user access to Azure Container Registry (ACR),Automated,azure_dataprotection_backup_vault_immutability_enabled,1. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- privileged-access#pa-7-follow-just-enough-administration-least-privilege-principle
5.1.3,Minimize cluster access to read-only for Azure Container Registry (ACR),Automated,azure_aks_acr_readonly_access_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.1.4,Minimize Container Registries to only those approved,Automated,azure_aks_container_registry_approved,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.2.1,Prefer using dedicated AKS Service Accounts,Automated,azure_aks_service_accounts_dedicated_usage_verified,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.3.1,Ensure Kubernetes Secrets are encrypted,Automated,azure_aks_kubernetes_secrets_encryption_enabled,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.1,Restrict Access to the Control Plane Endpoint,Automated,azure_policy_vm_password_compliance_check,1. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- network-security#ns-1-implement-security-for-internal-traffic
5.4.3,Ensure clusters are created with Private Nodes,Automated,azure_aks_private_nodes_enabled,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.4,Ensure Network Policy is Enabled and set as appropriate,Automated,azure_ad_password_policy_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.4.5,Encrypt traffic to HTTPS load balancers with TLS certificates,Automated,azure_aks_load_balancer_tls_encryption_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.5.1,Manage Kubernetes RBAC users with Azure AD,Automated,azure_aks_rbac_azure_ad_configuration_verified,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.5.2,Use Azure RBAC for Kubernetes Authorization,Automated,azure_aks_node_account_security,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
,,Automated,azure_aks_cluster_security_configuration_check,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
2.1.1,Ensure 'Java version' is currently supported (if in use),Automated,azure_aks_control_plane_diagnostics_audit_logs_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.2,Ensure 'Python version' is currently supported (if in use),Automated,azure_app_service_python_version_supported,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.3,Ensure 'PHP version' is currently supported (if in use),Automated,azure_app_service_php_version_compliance_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,azure_app_service_basic_auth_disabled,
2.1.5,Ensure 'FTP State' is set to 'FTPS only' or 'Disabled',Automated,azure_app_service_ftp_state_verified,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.6,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,azure_webapp_http_version_,
2.1.7,Ensure 'HTTPS Only' is set to 'On',Automated,azure_appservice_https_only_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.8,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,azure_app_service_minimum_tls_version_verified,
2.1.9,Ensure end-to-end TLS encryption is enabled,Automated,azure_appservices_webapp_https_only,
2.1.10,Ensure 'Remote debugging' is set to 'Off',Automated,azure_app_service_remote_debugging_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.11,Ensure incoming client certificates are enabled and required (if in use),Automated,azure_appservice_incoming_client_certificates_enabled_required,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.12,Ensure 'App Service authentication' is set to 'Enabled',Automated,azure_app_service_authentication_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.13,Ensure managed identities are configured,Automated,azure_app_service_managed_identity_enabled,
2.1.14,Ensure public network access is disabled,Automated,azure_app_service_public_network_access_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.15,Ensure App Service plan SKU supports private endpoints,Automated,azure_app_service_plan_sku_supports_private_endpoints,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.16,Ensure private endpoints are used to access App Service apps,Automated,azure_app_service_private_endpoint_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.17,Ensure private endpoints used to access App Service apps use private DNS zones,Automated,azure_app_service_private_endpoint_dns_validation,"1. https://learn.microsoft.com/en-us/azure/app-service/overview-private- endpoint#dns 2. https://learn.microsoft.com/en-us/azure/private-link/private-endpoint-dns CIS Controls: Controls Version Control IG 1 IG 2 IG 3 v8 12.2 Establish and Maintain a Secure Network Architecture Establish and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. ● ● v7 14.1 Segment the Network Based on Sensitivity Segment the network based on the label or classification level of the information stored on the servers, locate all sensitive information on separated Virtual Local Area Networks (VLANs). ● ●"
2.1.18,Ensure app is integrated with a virtual network,Automated,azure_app_service_vnet_integration_verified,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.19,Ensure configuration is routed through the virtual network integration,Automated,azure_app_service_vnet_integration_configuration_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.20,Ensure all traffic is routed through the virtual network,Automated,azure_appservice_traffic_routed_through_vnet,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.21,Ensure cross-origin resource sharing does not allow all origins,Automated,azure_app_service_cors_check,"1. https://learn.microsoft.com/en-gb/azure/app-service/app-service-web-tutorial- rest-api 2. https://learn.microsoft.com/en-us/cli/azure/webapp/cors 3. https://cheatsheetseries.owasp.org/cheatsheets/HTTP_Headers_Cheat_Sheet.ht ml 4. https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CORS 5. https://cheatsheetseries.owasp.org/cheatsheets/Cross- Site_Request_Forgery_Prevention_Cheat_Sheet.html CIS Controls: Controls Version Control IG 1 IG 2 IG 3 v8 16.1 Establish and Maintain a Secure Application Development Process Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard. ● ● v7 18.1 Establish Secure Coding Practices Establish secure coding practices appropriate to the programming language and development environment being used. ● ●  2.2 App Service Deployment Slots"
2.2.1,Ensure 'Java version' is currently supported (if in use),Automated,azure_aks_node_package_audit,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.2,Ensure 'Python version' is currently supported (if in use),Automated,azure_automation_vm_check_xorg_package,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.3,Ensure 'PHP version' is currently supported (if in use),Automated,azure_aks_node_check_avahi_installation,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,azure_aks_nodes_check_cups_installation,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.5,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',Automated,azure_aks_node_package_check,
2.2.6,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,azure_aks_node_check_dns_server,
2.2.7,Ensure 'HTTPS Only' is set to 'On',Automated,azure_app_service_https_only_enabled,
2.2.8,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,azure_aks_node_package_compliance_check,
2.2.9,Ensure end-to-end TLS encryption is enabled,Automated,azure_aks_node_check_tftp_server,
2.2.10,Ensure 'Remote debugging' is set to 'Off',Automated,azure_appservice_remote_debugging_disabled,
2.2.11,Ensure incoming client certificates are enabled and required (if in use),Automated,azure_aks_node_package_check,
2.2.12,Ensure managed identities are configured,Automated,azure_app_service_deployment_slot_managed_identity_configured,
2.2.13,Ensure public network access is disabled,Automated,azure_app_service_deployment_slot_public_network_access_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.14,Ensure deployment slot is integrated with a virtual network,Automated,azure_app_service_deployment_slot_vnet_integration_verified,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.15,Ensure configuration is routed through the virtual network integration,Automated,azure_aks_node_package_verification,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.16,Ensure all traffic is routed through the virtual network,Automated,azure_aks_node_package_audit,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.17,Ensure cross-origin resource sharing does not allow all origins,Manual,,
2.3.1,Ensure 'Java version' is currently supported (if in use),Automated,azure_vm_nis_client_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.2,Ensure 'Python version' is currently supported (if in use),Automated,azure_aks_node_package_audit,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.3,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,azure_aks_node_package_audit,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.4,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',Automated,azure_aks_node_telnet_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.5,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,azure_functionapp_http_version_set_to_,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.6,Ensure 'HTTPS Only' is set to 'On',Automated,azure_app_service_https_only_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.7,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,azure_functionapp_tls_minimum_version_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.8,Ensure end-to-end TLS encryption is enabled,Automated,azure_app_service_https_only_enabled,
2.3.9,Ensure 'Remote debugging' is set to 'Off',Automated,azure_function_app_remote_debugging_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.10,Ensure incoming client certificates are enabled and required (if in use),Automated,azure_functionapp_security_client_certificates,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.11,Ensure 'App Service authentication' is set to 'Enabled',Automated,azure_app_service_authentication_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.12,Ensure managed identities are configured,Automated,azure_function_app_managed_identity_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.13,Ensure public network access is disabled,Automated,azure_function_app_public_network_access_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.14,Ensure function app is integrated with a virtual network,Automated,azure_functionapp_virtualnetwork_integration_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
