rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
aws.container.eks_audit.pod_exec,aws,container,container,high,Container: Pod Exec,kubectl exec in pod detected — direct shell access via Kubernetes container CLI.,log,execution,execution,T1059.013,80,container_and_kubernetes_security,execute,workload_posture,aws_rule_ciem/container/aws.container.eks_audit.pod_exec.yaml
aws.container.eks_audit.privileged_pod,aws,container,container,critical,Container: Privileged Pod,Privileged Kubernetes pod detected — container running with full host capabilities.,log,privilege_escalation,privilege_escalation,T1611,88,container_and_kubernetes_security,privilege_escalation,iam_posture,aws_rule_ciem/container/aws.container.eks_audit.privileged_pod.yaml
aws.container.eks_audit.secrets_accessed,aws,container,container,high,Container: Secrets Accessed,Multiple Kubernetes Secrets accessed — bulk credential retrieval from cluster.,log,credential_access,credential_access,T1552.007,78,container_and_kubernetes_security,read,iam_posture,aws_rule_ciem/container/aws.container.eks_audit.secrets_accessed.yaml
aws.datasec.correlation.cloudtrail.bucket_policy_change,aws,datasec,datasec,high,Data Security: Bucket Policy Change,S3 bucket policy changed — access permissions modified.,log,data_exfiltration,exfiltration,T1537,75,data_protection_and_privacy,modify,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.bucket_policy_change.yaml
aws.datasec.correlation.cloudtrail.encryption_disabled,aws,datasec,datasec,high,Data Security: Encryption Disabled,Encryption disabled on storage resource — data stored unencrypted.,log,defense_evasion,defense_evasion,T1562.001,72,data_protection_and_privacy,audit_activity,security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.encryption_disabled.yaml
aws.datasec.correlation.cloudtrail.glue_job_started,aws,datasec,datasec,medium,Data Security: Glue Job Started,AWS Glue ETL job started — data processing workload executed.,log,execution,execution,T1059.007,50,data_protection_and_privacy,audit_activity,workload_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.glue_job_started.yaml
aws.datasec.correlation.cloudtrail.kms_key_grant,aws,datasec,datasec,high,Data Security: KMS Key Grant,KMS key grant created — additional principal granted encryption/decryption permissions.,log,privilege_escalation,privilege_escalation,T1098.001,72,data_protection_and_privacy,audit_activity,iam_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.kms_key_grant.yaml
aws.datasec.correlation.cloudtrail.public_access_block_removed,aws,datasec,datasec,critical,Data Security: Public Access Block Removed,S3 public access block removed — bucket may be exposed to public internet.,log,data_exfiltration,exfiltration,T1530,90,data_protection_and_privacy,delete,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.public_access_block_removed.yaml
aws.datasec.correlation.cloudtrail.rds_query_activity,aws,datasec,datasec,medium,Data Security: RDS Query Activity,RDS query activity log event — database query recorded.,log,discovery,collection,T1530,55,data_protection_and_privacy,audit_activity,threat_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.rds_query_activity.yaml
aws.datasec.correlation.cloudtrail.replication_enabled,aws,datasec,datasec,high,Data Security: Replication Enabled,Storage replication enabled — data will be copied to replication destination.,log,data_exfiltration,exfiltration,T1537,72,data_protection_and_privacy,create,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.replication_enabled.yaml
aws.datasec.correlation.cloudtrail.s3_delete_object,aws,datasec,datasec,medium,Data Security: S3 Delete Object,S3 object deleted.,log,data_destruction,impact,T1485,60,data_protection_and_privacy,delete,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.s3_delete_object.yaml
aws.datasec.correlation.cloudtrail.s3_get_object,aws,datasec,datasec,medium,Data Security: S3 Get Object,S3 object downloaded — data accessed from object storage.,log,data_exfiltration,collection;exfiltration,T1530,55,data_protection_and_privacy,read,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.s3_get_object.yaml
aws.datasec.correlation.cloudtrail.s3_put_object,aws,datasec,datasec,low,Data Security: S3 Put Object,S3 object uploaded.,log,data_exfiltration,collection,T1530,30,data_protection_and_privacy,create,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.s3_put_object.yaml
aws.datasec.correlation.cloudtrail.snapshot_shared,aws,datasec,datasec,critical,Data Security: Snapshot Shared,Storage snapshot shared with external account — backup data accessible outside account.,log,data_exfiltration,exfiltration,T1537,88,data_protection_and_privacy,audit_activity,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.cloudtrail.snapshot_shared.yaml
aws.datasec.correlation.data_exposure,aws,datasec,datasec,critical,Correlation: Data Exposure,Data exposure event detected — sensitive data may be publicly accessible.,log_correlation,data_exfiltration,exfiltration,T1530,90,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.data_exposure.yaml
aws.datasec.correlation.encryption_downgrade,aws,datasec,datasec,high,Correlation: Encryption Downgrade,Encryption downgrade detected — storage encryption standard weakened.,log_correlation,defense_evasion,defense_evasion,T1562.001,75,data_protection_and_privacy,modify,security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.encryption_downgrade.yaml
aws.datasec.correlation.mass_download,aws,datasec,datasec,high,Correlation: Mass Download,Mass download of data detected — large-scale bulk data access in progress.,log_correlation,data_exfiltration,collection;exfiltration,T1530,78,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.mass_download.yaml
aws.datasec.correlation.residency_violation,aws,datasec,datasec,high,Correlation: Residency Violation,Data residency violation — data transferred to non-compliant region or account.,log_correlation,data_exfiltration,exfiltration,T1537,75,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/datasec/aws.datasec.correlation.residency_violation.yaml
aws.devops.cloudtrail.cfn_create_stack,aws,devops,devops,medium,DevOps: Cfn Create Stack,CloudFormation stack created — infrastructure deployed via IaC template.,log,execution,execution,T1072,50,configuration_and_change_management,create,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_create_stack.yaml
aws.devops.cloudtrail.cfn_delete_stack,aws,devops,devops,high,DevOps: Cfn Delete Stack,CloudFormation stack deleted — all resources in stack destroyed.,log,data_destruction,impact,T1578.003,72,configuration_and_change_management,delete,data_security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_delete_stack.yaml
aws.devops.cloudtrail.cfn_execute_change_set,aws,devops,devops,medium,DevOps: Cfn Execute Change Set,CloudFormation change set executed — infrastructure modified.,log,execution,execution,T1072,50,configuration_and_change_management,modify,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_execute_change_set.yaml
aws.devops.cloudtrail.cfn_update_stack,aws,devops,devops,medium,DevOps: Cfn Update Stack,CloudFormation stack updated — infrastructure configuration changed.,log,defense_evasion,execution,T1072,55,configuration_and_change_management,modify,security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_update_stack.yaml
aws.devops.cloudtrail.codebuild_create_project,aws,devops,devops,low,DevOps: Codebuild Create Project,CodeBuild project created — CI/CD build environment established.,log,execution,execution,T1072,30,configuration_and_change_management,create,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_create_project.yaml
aws.devops.cloudtrail.codebuild_start_build,aws,devops,devops,medium,DevOps: Codebuild Start Build,CodeBuild build started — CI/CD build pipeline executed.,log,execution,execution,T1072,50,configuration_and_change_management,audit_activity,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_start_build.yaml
aws.devops.cloudtrail.codebuild_update_project,aws,devops,devops,medium,DevOps: Codebuild Update Project,CodeBuild project updated — build configuration or environment changed.,log,defense_evasion,execution,T1072,50,configuration_and_change_management,modify,security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_update_project.yaml
aws.devops.cloudtrail.codedeploy_create_application,aws,devops,devops,low,DevOps: Codedeploy Create Application,CodeDeploy application created — deployment target defined.,log,execution,persistence,T1072,30,configuration_and_change_management,create,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codedeploy_create_application.yaml
aws.devops.cloudtrail.codedeploy_create_deployment,aws,devops,devops,medium,DevOps: Codedeploy Create Deployment,CodeDeploy deployment created — application version deployed to targets.,log,execution,execution,T1072,50,configuration_and_change_management,create,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codedeploy_create_deployment.yaml
aws.devops.cloudtrail.codepipeline_create_pipeline,aws,devops,devops,medium,DevOps: Codepipeline Create Pipeline,CodePipeline created — CI/CD automation workflow established.,log,persistence,persistence,T1072,50,configuration_and_change_management,create,iam_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_create_pipeline.yaml
aws.devops.cloudtrail.codepipeline_put_action_revision,aws,devops,devops,low,DevOps: Codepipeline Put Action Revision,CodePipeline action revision updated — pipeline artifact version changed.,log,execution,execution,T1072,30,configuration_and_change_management,create,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_put_action_revision.yaml
aws.devops.cloudtrail.codepipeline_update_pipeline,aws,devops,devops,medium,DevOps: Codepipeline Update Pipeline,CodePipeline updated — pipeline configuration changed.,log,defense_evasion,defense_evasion,T1072,50,configuration_and_change_management,modify,security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_update_pipeline.yaml
aws.devops.cloudtrail.ecr_batch_delete_image,aws,devops,devops,high,DevOps: Ecr Batch Delete Image,ECR images bulk deleted — container images destroyed.,log,data_destruction,impact,T1485,72,configuration_and_change_management,delete,data_security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ecr_batch_delete_image.yaml
aws.devops.cloudtrail.ecr_delete_repository,aws,devops,devops,high,DevOps: Ecr Delete Repository,ECR container registry deleted — all images in repository destroyed.,log,data_destruction,impact,T1485,75,configuration_and_change_management,delete,data_security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ecr_delete_repository.yaml
aws.devops.cloudtrail.ecr_put_image,aws,devops,devops,medium,DevOps: Ecr Put Image,Container image pushed to ECR — new image uploaded; verify for malicious content.,log,persistence,persistence,T1525,55,configuration_and_change_management,create,iam_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ecr_put_image.yaml
aws.devops.cloudtrail.ecr_put_lifecycle_policy,aws,devops,devops,medium,DevOps: Ecr Put Lifecycle Policy,ECR lifecycle policy updated — image retention rules changed.,log,defense_evasion,defense_evasion,T1562.001,50,configuration_and_change_management,create,security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ecr_put_lifecycle_policy.yaml
aws.devops.cloudtrail.ecr_set_repository_policy,aws,devops,devops,high,DevOps: Ecr Set Repository Policy,ECR repository policy updated — check for cross-account access grants.,log,lateral_movement,lateral_movement,T1537,72,configuration_and_change_management,audit_activity,network_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ecr_set_repository_policy.yaml
aws.devops.cloudtrail.ssm_delete_parameter,aws,devops,devops,medium,DevOps: SSM Delete Parameter,SSM Parameter Store parameter deleted — stored configuration or secret removed.,log,data_destruction,impact,T1485,55,configuration_and_change_management,delete,data_security_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ssm_delete_parameter.yaml
aws.devops.cloudtrail.ssm_put_parameter,aws,devops,devops,high,DevOps: SSM Put Parameter,SSM Parameter Store parameter created or updated — may store credentials or malicious config.,log,persistence,persistence,T1552.001,70,configuration_and_change_management,create,iam_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ssm_put_parameter.yaml
aws.devops.cloudtrail.ssm_send_command,aws,devops,devops,high,DevOps: SSM Send Command,SSM Run Command executed on EC2 instance — remote command execution via cloud admin API.,log,execution,execution,T1651,80,configuration_and_change_management,audit_activity,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ssm_send_command.yaml
aws.devops.cloudtrail.ssm_start_session,aws,devops,devops,high,DevOps: SSM Start Session,SSM Session Manager session started — interactive shell to EC2 instance via cloud service.,log,execution,execution,T1021.007,80,configuration_and_change_management,audit_activity,workload_posture,aws_rule_ciem/devops/aws.devops.cloudtrail.ssm_start_session.yaml
aws.dns.query_log.crypto_mining_domain,aws,dns,dns,high,Route53: Crypto Mining Domain,Known crypto-mining domain queried — cryptocurrency mining activity detected.,log,execution,command_and_control,T1496,80,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.crypto_mining_domain.yaml
aws.dns.query_log.crypto_mining_stratum,aws,dns,dns,high,Route53: Crypto Mining Stratum,Crypto mining stratum protocol traffic — mining pool communication detected.,log,execution,command_and_control,T1496,80,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.crypto_mining_stratum.yaml
aws.dns.query_log.dynamic_dns_dynu,aws,dns,dns,medium,Route53: Dynamic DNS Dynu,Dynamic DNS provider (Dynu) queried — possible C2 fast-flux domain rotation.,log,execution,command_and_control,T1568.001,58,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.dynamic_dns_dynu.yaml
aws.dns.query_log.dynamic_dns_noip,aws,dns,dns,medium,Route53: Dynamic DNS Noip,Dynamic DNS provider (No-IP) queried — possible C2 fast-flux domain rotation.,log,execution,command_and_control,T1568.001,58,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.dynamic_dns_noip.yaml
aws.dns.query_log.dynamic_dns_provider,aws,dns,dns,medium,Route53: Dynamic DNS Provider,Dynamic DNS provider queried — commonly abused for fast-flux C2 infrastructure.,log,execution,command_and_control,T1568.001,55,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.dynamic_dns_provider.yaml
aws.dns.query_log.file_sharing_domain,aws,dns,dns,medium,Route53: File Sharing Domain,File sharing domain queried — data may be exfiltrated via web service.,log,data_exfiltration,exfiltration,T1567,55,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/dns/aws.dns.query_log.file_sharing_domain.yaml
aws.dns.query_log.mx_record_lookup,aws,dns,dns,low,Route53: Mx Record Lookup,MX DNS record lookup — mail server discovery.,log,discovery,discovery,T1590.002,25,threat_detection,create,threat_posture,aws_rule_ciem/dns/aws.dns.query_log.mx_record_lookup.yaml
aws.dns.query_log.ngrok_tunnel,aws,dns,dns,high,Route53: Ngrok Tunnel,Ngrok tunnel domain queried — protocol tunnel for C2 or data exfiltration via ngrok.io.,log,execution,command_and_control,T1572,78,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/dns/aws.dns.query_log.ngrok_tunnel.yaml
aws.dns.query_log.pastebin_access,aws,dns,dns,medium,Route53: Pastebin Access,Pastebin.com DNS query — possible use for C2 instructions or data staging.,log,data_exfiltration,exfiltration,T1567,55,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/dns/aws.dns.query_log.pastebin_access.yaml
aws.dns.query_log.reverse_lookup,aws,dns,dns,low,Route53: Reverse Lookup,DNS reverse lookup (PTR record) — network reconnaissance activity.,log,discovery,discovery,T1590,25,threat_detection,create,threat_posture,aws_rule_ciem/dns/aws.dns.query_log.reverse_lookup.yaml
aws.dns.query_log.tor_exit_node,aws,dns,dns,high,Route53: Tor Exit Node,Tor exit node DNS query — connection via anonymizing network detected.,log,initial_access,initial_access,T1090.003,78,threat_detection,create,threat_posture,aws_rule_ciem/dns/aws.dns.query_log.tor_exit_node.yaml
aws.dns.query_log.tunneling_long_subdomain,aws,dns,dns,high,Route53: Tunneling Long Subdomain,Long subdomain in DNS query — DNS tunneling pattern detected.,log,data_exfiltration,exfiltration;command_and_control,T1048.003;T1071.004,78,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/dns/aws.dns.query_log.tunneling_long_subdomain.yaml
aws.eks.audit_log.audit.clusterrole_create,aws,eks,eks,high,EKS: Clusterrole Create,Kubernetes ClusterRole created — cluster-wide container cluster permissions defined.,log,privilege_escalation,privilege_escalation,T1098.006,75,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.clusterrole_create.yaml
aws.eks.audit_log.audit.clusterrolebinding_create,aws,eks,eks,critical,EKS: Clusterrolebinding Create,Kubernetes ClusterRoleBinding created — cluster-wide container cluster role assigned to subject.,log,privilege_escalation,privilege_escalation,T1098.006,88,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.clusterrolebinding_create.yaml
aws.eks.audit_log.audit.configmap_modify,aws,eks,eks,medium,EKS: Configmap Modify,Kubernetes ConfigMap modified — application configuration changed.,log,defense_evasion,defense_evasion,T1562.001,55,logging_monitoring_and_alerting,modify,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.configmap_modify.yaml
aws.eks.audit_log.audit.crd_create,aws,eks,eks,medium,EKS: Crd Create,Kubernetes CRD created — custom resource type added to cluster.,log,persistence,persistence,T1136,50,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.crd_create.yaml
aws.eks.audit_log.audit.daemonset_create,aws,eks,eks,high,EKS: Daemonset Create,Kubernetes DaemonSet created — workload scheduled on every node.,log,persistence,persistence;execution,T1610,72,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.daemonset_create.yaml
aws.eks.audit_log.audit.deployment_create,aws,eks,eks,medium,EKS: Deployment Create,Kubernetes Deployment created — new workload deployed to cluster.,log,execution,execution,T1610,50,compute_and_workload_security,create,workload_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.deployment_create.yaml
aws.eks.audit_log.audit.ingress_modify,aws,eks,eks,medium,EKS: Ingress Modify,Kubernetes Ingress modified — external traffic routing rules changed.,log,defense_evasion,defense_evasion,T1562.007,55,logging_monitoring_and_alerting,modify,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.ingress_modify.yaml
aws.eks.audit_log.audit.namespace_create,aws,eks,eks,low,EKS: Namespace Create,Kubernetes namespace created — new isolated environment provisioned.,log,persistence,persistence,T1610,25,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.namespace_create.yaml
aws.eks.audit_log.audit.namespace_delete,aws,eks,eks,high,EKS: Namespace Delete,Kubernetes namespace deleted — all resources in namespace destroyed.,log,data_destruction,impact,T1578.003,75,data_protection_and_privacy,delete,data_security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.namespace_delete.yaml
aws.eks.audit_log.audit.networkpolicy_modify,aws,eks,eks,medium,EKS: Networkpolicy Modify,Kubernetes NetworkPolicy modified — pod-to-pod network access controls changed.,log,defense_evasion,defense_evasion,T1562.007,55,logging_monitoring_and_alerting,modify,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.networkpolicy_modify.yaml
aws.eks.audit_log.audit.pod_attach,aws,eks,eks,high,EKS: Pod Attach,kubectl attach to pod — interactive session attached to running container process.,log,execution,execution,T1059.013,78,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.pod_attach.yaml
aws.eks.audit_log.audit.pod_delete,aws,eks,eks,medium,EKS: Pod Delete,Kubernetes pod deleted — container workload terminated.,log,defense_evasion,defense_evasion,T1531,45,logging_monitoring_and_alerting,delete,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.pod_delete.yaml
aws.eks.audit_log.audit.pod_exec,aws,eks,eks,high,EKS: Pod Exec,kubectl exec in pod detected — direct shell access via Kubernetes container CLI.,log,execution,execution,T1059.013,80,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.pod_exec.yaml
aws.eks.audit_log.audit.pod_portforward,aws,eks,eks,high,EKS: Pod Portforward,kubectl port-forward — local port tunneled to pod; lateral access established.,log,lateral_movement,lateral_movement,T1563.001,75,network_security_and_connectivity,network,network_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.pod_portforward.yaml
aws.eks.audit_log.audit.privileged_pod,aws,eks,eks,critical,EKS: Privileged Pod,Privileged Kubernetes pod detected — container running with full host capabilities.,log,privilege_escalation,privilege_escalation,T1611,88,identity_and_access_management,privilege_escalation,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.privileged_pod.yaml
aws.eks.audit_log.audit.role_binding_modify,aws,eks,eks,high,EKS: Role Binding Modify,Kubernetes RoleBinding modified — container cluster permissions changed.,log,privilege_escalation,privilege_escalation,T1098.006,78,identity_and_access_management,modify,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.role_binding_modify.yaml
aws.eks.audit_log.audit.secret_access,aws,eks,eks,high,EKS: Secret Access,Kubernetes Secret accessed via container API — credential data read from cluster.,log,credential_access,credential_access,T1552.007,78,cryptography_and_key_management,read,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.secret_access.yaml
aws.eks.audit_log.audit.secret_create,aws,eks,eks,medium,EKS: Secret Create,Kubernetes Secret created — credential data stored in cluster.,log,persistence,persistence,T1552.007,55,cryptography_and_key_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.secret_create.yaml
aws.eks.audit_log.audit.secret_delete,aws,eks,eks,medium,EKS: Secret Delete,Kubernetes Secret deleted — credential data removed from cluster.,log,defense_evasion,defense_evasion,T1531,50,cryptography_and_key_management,delete,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.secret_delete.yaml
aws.eks.audit_log.audit.secret_list,aws,eks,eks,medium,EKS: Secret List,Kubernetes Secrets listed via container API — credential enumeration in cluster.,log,credential_access,discovery,T1552.007,55,cryptography_and_key_management,read,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.secret_list.yaml
aws.eks.audit_log.audit.serviceaccount_create,aws,eks,eks,medium,EKS: Serviceaccount Create,Kubernetes ServiceAccount created — container cluster workload identity provisioned.,log,persistence,persistence,T1098.006,55,identity_and_access_management,create,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.serviceaccount_create.yaml
aws.eks.audit_log.audit.token_request,aws,eks,eks,medium,EKS: Token Request,Kubernetes service account token requested — workload credential issued.,log,credential_access,credential_access,T1528,58,identity_and_access_management,read,iam_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.token_request.yaml
aws.eks.audit_log.audit.webhook_modify,aws,eks,eks,high,EKS: Webhook Modify,Kubernetes admission webhook modified — API request interception changed; may bypass security controls.,log,defense_evasion,defense_evasion;persistence,T1562.001;T1546,75,logging_monitoring_and_alerting,modify,security_posture,aws_rule_ciem/eks/aws.eks.audit_log.audit.webhook_modify.yaml
aws.guardduty.finding.backdoor_activity,aws,guardduty,guardduty,critical,GuardDuty: Backdoor Activity,GuardDuty detected backdoor activity — malware or implant communicating.,log,execution,command_and_control,T1587.001,90,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.backdoor_activity.yaml
aws.guardduty.finding.brute_force,aws,guardduty,guardduty,high,GuardDuty: Brute Force,Brute-force pattern detected against console login — repeated authentication failures.,log,initial_access,credential_access,T1110.001,75,threat_detection,brute_force,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.brute_force.yaml
aws.guardduty.finding.credential_exfiltration,aws,guardduty,guardduty,critical,GuardDuty: Credential Exfiltration,GuardDuty detected credential exfiltration — credentials stolen and transmitted.,log,credential_access,credential_access;exfiltration,T1552.005;T1041,92,identity_and_access_management,exfiltration,iam_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.credential_exfiltration.yaml
aws.guardduty.finding.critical_finding,aws,guardduty,guardduty,critical,GuardDuty: Critical Finding,GuardDuty critical severity finding detected — high-confidence threat behavior identified.,log,threat_detection,collection,T1595,90,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.critical_finding.yaml
aws.guardduty.finding.crypto_mining,aws,guardduty,guardduty,high,GuardDuty: Crypto Mining,GuardDuty detected cryptocurrency mining activity — compute resources abused.,log,execution,impact,T1496,78,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.crypto_mining.yaml
aws.guardduty.finding.data_exfiltration,aws,guardduty,guardduty,critical,GuardDuty: Data Exfiltration,GuardDuty detected data exfiltration — sensitive data leaving account.,log,data_exfiltration,exfiltration,T1537,92,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.data_exfiltration.yaml
aws.guardduty.finding.low_finding,aws,guardduty,guardduty,low,GuardDuty: Low Finding,GuardDuty low severity finding detected.,log,threat_detection,collection,T1595,25,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.low_finding.yaml
aws.guardduty.finding.medium_finding,aws,guardduty,guardduty,medium,GuardDuty: Medium Finding,GuardDuty medium severity finding detected.,log,threat_detection,collection,T1595,50,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.medium_finding.yaml
aws.guardduty.finding.policy_iam,aws,guardduty,guardduty,high,GuardDuty: Policy IAM,GuardDuty IAM policy finding — anomalous or dangerous permission change.,log,privilege_escalation,privilege_escalation,T1098.001,75,identity_and_access_management,privilege_escalation,iam_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.policy_iam.yaml
aws.guardduty.finding.policy_s3_public,aws,guardduty,guardduty,high,GuardDuty: Policy S3 Public,GuardDuty: S3 bucket made public — data exposed to internet.,log,data_exfiltration,exfiltration,T1530,78,data_protection_and_privacy,exfiltration,data_security_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.policy_s3_public.yaml
aws.guardduty.finding.privilege_escalation,aws,guardduty,guardduty,critical,GuardDuty: Privilege Escalation,Privilege escalation chain detected: permission boundary removed → policies attached → cross-account role assumed.,log,privilege_escalation,privilege_escalation,T1548.005,92,identity_and_access_management,privilege_escalation,iam_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.privilege_escalation.yaml
aws.guardduty.finding.recon_activity,aws,guardduty,guardduty,medium,GuardDuty: Recon Activity,GuardDuty detected reconnaissance activity — environment being probed.,log,discovery,discovery,T1580,55,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.recon_activity.yaml
aws.guardduty.finding.trojan_activity,aws,guardduty,guardduty,critical,GuardDuty: Trojan Activity,GuardDuty detected trojan activity — malware executing in environment.,log,execution,execution;command_and_control,T1587.001;T1573,92,compute_and_workload_security,execute,workload_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.trojan_activity.yaml
aws.guardduty.finding.unauthorized_access,aws,guardduty,guardduty,high,GuardDuty: Unauthorized Access,GuardDuty detected unauthorized access — activity from unexpected source.,log,initial_access,initial_access,T1078.004,78,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.unauthorized_access.yaml
aws.guardduty.finding.unusual_api,aws,guardduty,guardduty,medium,GuardDuty: Unusual API,GuardDuty detected unusual API activity — anomalous API call pattern.,log,discovery,discovery,T1087.004,55,threat_detection,create,threat_posture,aws_rule_ciem/guardduty/aws.guardduty.finding.unusual_api.yaml
aws.iam.cloudtrail.add_user_to_group,aws,iam,iam,medium,IAM: Add User To Group,User added to IAM group — group policy permissions applied to actor.,log,identity_manipulation,privilege_escalation,T1098.001,55,identity_and_access_management,audit_activity,iam_posture,aws_rule_ciem/iam/aws.iam.cloudtrail.add_user_to_group.yaml
aws.iam.cloudtrail.archive_access_analyzer_finding,aws,iam,iam,medium,IAM: Archive Access Analyzer Finding,Access Analyzer finding archived — suppresses visibility into external access.,log,defense_evasion,defense_evasion,T1562.001,45,logging_monitoring_and_alerting,audit_activity,security_posture,aws_rule_ciem/iam/aws.iam.cloudtrail.archive_access_analyzer_finding.yaml
aws.iam.cloudtrail.attach_group_policy,aws,iam,iam,high,IAM: Attach Group Policy,Managed policy attached to IAM group — all group members inherit new permissions.,log,privilege_escalation,privilege_escalation,T1098.003,78,identity_and_access_management,audit_activity,iam_posture,aws_rule_ciem/iam/aws.iam.cloudtrail.attach_group_policy.yaml
