rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
k8s.serviceaccount.audit.automount_token_kube_system,k8s,serviceaccount,serviceaccount,high,ServiceAccount: Auto-Mount Token Enabled in kube-system,ServiceAccount created or updated in kube-system with automountServiceAccountToken=true — any pod using this SA automatically receives a high-privilege token.,log,credential_access,credential_access,T1552.001,76,identity_and_access_management,read,iam_posture,k8s_rule_ciem/serviceaccount/k8s.serviceaccount.audit.automount_token_kube_system.yaml
k8s.serviceaccount.audit.create,k8s,serviceaccount,serviceaccount,medium,ServiceAccount: New ServiceAccount Created,New Kubernetes ServiceAccount created outside normal CI/CD — may be used to establish a persistent cluster identity for an attacker.,log,persistence,persistence,T1136.003,60,identity_and_access_management,create,iam_posture,k8s_rule_ciem/serviceaccount/k8s.serviceaccount.audit.create.yaml
k8s.serviceaccount.audit.delete_system,k8s,serviceaccount,serviceaccount,high,ServiceAccount: System ServiceAccount Deleted,ServiceAccount in kube-system namespace deleted — may disrupt cluster components or remove forensic identity traces.,log,impact,impact,T1485,76,impact,delete,workload_posture,k8s_rule_ciem/serviceaccount/k8s.serviceaccount.audit.delete_system.yaml
k8s.serviceaccount.audit.patch,k8s,serviceaccount,serviceaccount,medium,ServiceAccount: ServiceAccount Patched,"ServiceAccount patched by a non-CI/CD principal — image pull secrets, annotations, or automount settings modified; potential persistence mechanism.",log,persistence,persistence,T1543,65,identity_and_access_management,create,iam_posture,k8s_rule_ciem/serviceaccount/k8s.serviceaccount.audit.patch.yaml
k8s.serviceaccount.audit.token_create,k8s,serviceaccount,serviceaccount,high,ServiceAccount: Long-lived Token Created,"ServiceAccount token created via tokenrequest or secret — long-lived bearer token issued for a service account, potentially enabling persistent cluster access.",log,credential_access,credential_access,T1552.001,78,identity_and_access_management,create,iam_posture,k8s_rule_ciem/serviceaccount/k8s.serviceaccount.audit.token_create.yaml
k8s.statefulset.audit.create_kube_system,k8s,statefulset,statefulset,high,StatefulSet: Created in kube-system Namespace,StatefulSet created in kube-system namespace — persistent workload with stable network identity deployed in sensitive system namespace.,log,persistence,persistence,T1543,80,identity_and_access_management,create,iam_posture,k8s_rule_ciem/statefulset/k8s.statefulset.audit.create_kube_system.yaml
k8s.statefulset.audit.privileged_spec,k8s,statefulset,statefulset,critical,StatefulSet: Created with Privileged Container Spec,StatefulSet created with privileged container spec — provides persistent root-level access on a node that survives pod restarts.,log,privilege_escalation,privilege_escalation,T1611,93,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/statefulset/k8s.statefulset.audit.privileged_spec.yaml
k8s.storageclass.audit.create_hostpath_provisioner,k8s,storageclass,storageclass,critical,StorageClass: Created with hostPath Provisioner,"StorageClass created with a hostPath provisioner — PVCs using this class will mount node filesystem paths, enabling container escape via persistent volume.",log,privilege_escalation,privilege_escalation,T1611,91,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/storageclass/k8s.storageclass.audit.create_hostpath_provisioner.yaml
k8s.storageclass.audit.delete,k8s,storageclass,storageclass,high,StorageClass: Deleted (Persistent Storage Disrupted),StorageClass deleted — any PVCs referencing this class can no longer provision new volumes; may disrupt stateful workloads.,log,impact,impact,T1485,74,impact,delete,workload_posture,k8s_rule_ciem/storageclass/k8s.storageclass.audit.delete.yaml
k8s.validatingwebhook.audit.create_permissive,k8s,validatingwebhook,validatingwebhook,high,ValidatingWebhookConfiguration Created with failurePolicy=Ignore,"ValidatingWebhookConfiguration created with failurePolicy=Ignore — if the webhook backend is unavailable or slow, admission validation is bypassed entirely.",log,defense_evasion,defense_evasion,T1562.001,80,logging_monitoring_and_alerting,modify,security_posture,k8s_rule_ciem/validatingwebhook/k8s.validatingwebhook.audit.create_permissive.yaml
k8s.validatingwebhook.audit.delete,k8s,validatingwebhook,validatingwebhook,critical,ValidatingWebhookConfiguration Deleted,"ValidatingWebhookConfiguration deleted — disables admission validation (OPA/Gatekeeper, Kyverno validate rules), allowing previously blocked workloads to be created.",log,defense_evasion,defense_evasion,T1562.001,95,logging_monitoring_and_alerting,modify,security_posture,k8s_rule_ciem/validatingwebhook/k8s.validatingwebhook.audit.delete.yaml
