control_id,family,family_name,cspm_scope,title,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
3.7.4,3.7,Maintenance,partial,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,PARTIAL: aws.guardduty.detector.enabled | verifies threat detection for uploaded objects but not specific media scanning,0.00,azure.keyvault.diagnostic.logging.check,0.40,PARTIAL: gcp.securitycenter.scanner.enabled | verifies security scanning for Cloud Storage but not specific diagnostic media,0.00,PARTIAL: oci.events.rule.enabled | verifies logging for object storage events but not scanning of media content,0.00,PARTIAL: ibm.activitytracker.collection.enabled | verifies audit logging for platform actions but not media scanning,0.00,PARTIAL: alicloud.actiontrail.trail.enabled | verifies audit trail for OSS operations but not content scanning,0.00,"SKIP: Control is inherently about physical media and external diagnostic tools, not a Kubernetes-native resource or configuration.",0.00,NEW: aws.ec2.activity_log.import_image;aws.ssm.audit.command_execution,NEW: azure.compute.activity_log.create_vm_image;azure.automation.audit.runbook_execution,NEW: gcp.compute.activity_log.create_image;gcp.osconfig.audit.patch_execution,NEW: oci.compute.audit.image_import;oci.osmanagement.audit.software_management,NEW: ibm.vpc.activity_log.create_image;ibm.schematics.audit.workspace_action,NEW: alicloud.ecs.audit.create_image;alicloud.oos.audit.template_execution,NEW: k8s.container.chain.image_pull_exec
3.7.5,3.7,Maintenance,partial,Require multifactor authentication to establish nonlocal maintenance sessions via external network connections and terminate such connections when nonlocal maintenance is complete.,aws.vpc.subnet_no_public_ip_by_default.subnet_no_public_ip_by_default_configured;aws.vpc.network.security_monitored;aws.vpc.subnet_separate_private_public.subnet_separate_private_public_configured,0.43,azure.network.vnet.subnet.nsg.association.check;azure.network.subnet.public_subnets_use_nacl_restrictions;azure.network.firewall.no_permit_any_any,0.57,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console | verifies MFA policy exists for console but cannot verify session termination for external maintenance,0.00,oci.network_firewall.network_firewall.multi_az;oci.network_firewall.network_firewall.in_all_vcn;oci.network_firewall.network_firewall.firewall_no_permit_any,0.40,ibm.vpc.subnet.not_using_default_network_acl;ibm.vpc.subnet.auto_assign_public_ip_disabled;ibm.vpc.instance.no_public_ip_address,0.50,alicloud.cfw.network.firewall_no_permit_any_any,0.40,"SKIP: Control is about network-level maintenance sessions and MFA; K8s is an orchestration layer where this control is enforced by the underlying cloud provider's IAM and network services, not by K8s resources.",0.67,,,,,,,
3.7.6,3.7,Maintenance,partial,Supervise the maintenance activities of maintenance personnel without required access authorization.,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints,0.60,oci.database.database.database_policy_least_privilege_required;oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required,0.60,ibm.iam.role.least_privilege;ibm.iam.policy.editors_rbac_least_privilege,refined,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,0.60,,,,,,,
3.8.1,3.8,Media Protection,partial,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",NEW: aws.ebs.volume.encryption_at_rest,0.00,NEW: azure.compute.disk.encryption_at_rest,0.00,NEW: gcp.compute.disk.encryption_at_rest,0.00,NEW: oci.blockstorage.volume.encryption_at_rest,0.00,NEW: ibm.blockstorage.volume.encryption_at_rest,0.00,NEW: alicloud.ecs.disk.encryption_at_rest,0.00,"SKIP: Physical storage media protection is an infrastructure responsibility; Kubernetes manages logical resources, not physical disks.",0.00,,,,,,,
3.8.2,3.8,Media Protection,partial,Limit access to CUI on system media to authorized users.,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,0.43,ibm.iam.policy.rbac_least_privilege;ibm.cos.bucket.policy_access_restricted;ibm.vpc.instance.ssh_key_access_restricted,refined,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,0.60,,,,,,,
3.8.3,3.8,Media Protection,partial,Sanitize or destroy system media containing CUI before disposal or release for reuse.,NEW: aws.ec2.volume.delete_on_termination,0.00,NEW: azure.compute.disk.delete_option,0.00,NEW: gcp.compute.disk.delete_rule,0.00,PARTIAL: oci.compute.volume.auto_terminate | verifies config exists for compute boot volumes but not for all storage types or procedural wipe execution,0.00,PARTIAL: ibm.vpc.volume.auto_delete | verifies config exists for block storage volumes but not for all storage types or procedural wipe execution,0.00,PARTIAL: alicloud.ecs.disk.delete_with_instance | verifies config exists for system disks but not for all storage types or procedural wipe execution,0.00,"SKIP: Media sanitization is a procedural action on underlying cloud or physical storage, not a verifiable configuration within Kubernetes resources",0.00,NEW: aws.ec2.activity_log.delete_volume;aws.ebs.audit.create_snapshot,NEW: azure.compute.activity_log.delete_disk;azure.storage.audit.delete_blob,NEW: gcp.compute.activity_log.delete_disk;gcp.compute.audit.snapshot_create,NEW: oci.core.audit.delete_volume;oci.objectstorage.audit.delete_bucket,NEW: ibm.is.instance.audit.delete_volume;ibm.cos.activity_log.delete_bucket,NEW: alicloud.ecs.audit.delete_disk;alicloud.oss.activity_log.delete_bucket,NEW: k8s.storage.chain.pv_delete_pod_evict
3.8.4,3.8,Media Protection,partial,Mark media with necessary CUI markings and distribution limitations.,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",0.00,,,,,,,
3.8.5,3.8,Media Protection,partial,Control access to media containing CUI and maintain accountability for media during transport outside of controlled areas.,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,0.43,ibm.iam.policy.rbac_least_privilege;ibm.cos.bucket.access_logging_enabled;ibm.activity-tracker.trail.configured,refined,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.cfw.policy.access_control_no_permit_all;alicloud.general.domains.access_control_least_privilege_enforced,0.50,k8s.rbac.role.least_privilege_enforced;k8s.rbac.change.control_role_defined;k8s.role.permission.secrets_access_restricted,0.60,,,,,,,
3.8.6,3.8,Media Protection,partial,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,NEW: aws.s3.bucket.policy_secure_transport,0.00,NEW: azure.storage.account.secure_transfer_required,0.00,NEW: gcp.storage.bucket.ssl_only,0.00,NEW: oci.object_storage.bucket.ssl_only,0.00,NEW: ibm.cos.bucket.ssl_enforcement,0.00,NEW: alicloud.oss.bucket.secure_transport,0.00,"SKIP: Control verifies transport confidentiality for data at rest during transit; this is managed by underlying cloud storage services and network policies, not a native Kubernetes storage or transport construct.",0.00,,,,,,,
3.8.7,3.8,Media Protection,partial,Control the use of removable media on system components.,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",0.00,,,,,,,
3.8.8,3.8,Media Protection,partial,Prohibit the use of portable storage devices when such devices have no identifiable owner.,aws.s3.bucket.storage_encrypted_and_private;aws.s3.bucket.object_versioning_configured;aws.ec2.volume.in_use_configured,0.40,azure.storage.bucket.object.versioning;azure.compute.disk.in_use;azure.storage.disk.data_protection_volume_snapshots_encrypted,0.60,gcp.storage.object.object_not_publicly_readable;gcp.storage.object.object_encrypted_at_rest;gcp.storage.bucket.bucket_versioning_enabled,0.40,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.storage.bucket_lifecycle_enabled,0.50,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,0.43,alicloud.ecs.volume.in_use;alicloud.ecs.ebs.volume_encryption,0.50,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,0.40,,,,,,,
3.8.9,3.8,Media Protection,partial,Protect the confidentiality of backup CUI at storage locations.,aws.ebs.volume.backup_configured;aws.s3.bucket.backup_storage_immutability_enabled;aws.ebs.snapshot.ebs_s_encrypted,0.60,azure.storage.bucket.object.versioning;azure.storage.disk.data_protection_volume_snapshots_encrypted;azure.storage.blob.data_protection_object_not_publicly_readable,0.60,gcp.storage.snapshot.snapshot_not_public;gcp.storage.snapshot.snapshot_encrypted;gcp.storage.object.object_not_publicly_readable,0.50,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.bucket.encryption_backup_storage_immutability_enabled,0.50,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,0.43,alicloud.ecs.ebs.volume_protected_by_backup_plan;alicloud.ecs.ebs.volume_encryption;alicloud.ecs.ebs.public_snapshot,0.43,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,0.60,,,,,,,
3.12.1,3.12,Security Assessment,partial,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,NEW: aws.securityhub.findings.periodic_assessment,0.00,NEW: azure.security_center.assessments.periodic,0.00,NEW: gcp.securitycenter.sources.periodic_assessment,0.00,PARTIAL: oci.audit.config | verifies audit log configuration exists for capturing assessment events but not the periodic execution of assessments,0.00,PARTIAL: ibm.activity_tracker.config | verifies Activity Tracker is configured to log security events but not the periodic execution of assessments,0.00,NEW: alicloud.sas.check.periodic,0.00,"SKIP: The control describes an organizational process for periodic assessment; Kubernetes is a platform for deploying workloads, not a provider of organizational assessment processes.",0.00,,,,,,,
3.12.2,3.12,Security Assessment,partial,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",0.00,NEW: aws.iam.activity_log.delete_policy_version;aws.cloudtrail.audit.stop_logging,NEW: azure.policy.activity_log.delete_assignment;azure.monitor.audit.disable_diagnostic,NEW: gcp.iam.activity_log.delete_policy;gcp.logging.audit.sink_delete,NEW: oci.identity.audit.policy_delete;oci.audit.chain.disable_delete,NEW: ibm.iam.activity_log.delete_policy;ibm.activity_tracker.audit.delete_route,NEW: alicloud.ram.activity_log.delete_policy_version;alicloud.actiontrail.audit.delete_trail,NEW: k8s.rbac.audit.delete_clusterrole;k8s.audit.chain.rolebinding_impersonate
3.12.3,3.12,Security Assessment,partial,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,aws.cloudtrail.trail.log_file_validation_enabled;aws.cloudtrail.trail.is_multi_region_trail_enabled;aws.cloudtrail.trail.management_events_logged,refined,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.delete_security_solution,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.alert_delete_security_solution;oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr,0.57,ibm.activity_tracker.route.configured;ibm.cloud_monitoring.alert.configured,refined,alicloud.actiontrail.trail.log_file_validation_enabled;alicloud.actiontrail.trail.is_multi_region_trail_enabled,refined,PARTIAL: k8s.audit.log.policy_configured | verifies audit log policy configuration exists but not continuous monitoring execution,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.disable_diagnostic;azure.authorization.audit.elevate_access,NEW: gcp.iam.audit.set_iam_policy;gcp.logging.chain.disable_sink_delete_logs,NEW: oci.audit.chain.disable_delete;oci.identity.audit.update_customer_secret_key,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.stop_logging,NEW: alicloud.actiontrail.audit.delete_trail;alicloud.ram.chain.assume_role_delete_key,NEW: k8s.rbac.audit.create_clusterrolebinding;k8s.audit.chain.privileged_pod_logs
3.13.7,3.13,System and Communications Protection,yes,"Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e., split tunneling).",NEW: aws.vpn.client_endpoint.split_tunnel,0.00,NEW: azure.vpn.virtual_network_gateway.split_tunnel,0.00,NEW: gcp.vpn.ha_vpn_gateway.split_tunnel,0.00,"PARTIAL: oci.network.vpn_connection.configuration | verifies VPN connection configuration for split tunneling flags, but may not cover all client endpoint types",0.00,"PARTIAL: ibm.network.vpn_gateway.policy | verifies VPN gateway policy configuration for split tunneling, but coverage is service/feature dependent",0.00,"PARTIAL: alicloud.vpn.gateway.ipsec_config | verifies IPsec configuration for split tunneling settings, but client-side enforcement may be partial",0.00,"SKIP: Control governs host/underlying network connectivity, which is outside the scope of Kubernetes resource configurations and network policies.",0.00,,,,,,,
3.13.9,3.13,System and Communications Protection,yes,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,aws.vpc.network.security_monitored,0.40,azure.network.vnet.subnet.nsg.association.check;azure.network.firewall.no_permit_any_any;azure.network.firewall.logging_enabled,0.57,gcp.compute.firewall.no_permit_all;gcp.compute.firewall.no_rdp_all;gcp.compute.firewall.no_ssh_all,refined,oci.network_firewall.network_firewall.multi_az;oci.network_firewall.network_firewall.in_all_vcn;oci.network_firewall.network_firewall.firewall_no_permit_any,0.40,ibm.vpc.subnet.not_using_default_network_acl,0.50,alicloud.cfw.network.firewall_no_permit_any_any,0.40,"SKIP: <Control verifies runtime network session termination, which is a workload/OS behavior, not a configurable platform resource state>",0.00,,,,,,,
3.13.10,3.13,System and Communications Protection,yes,Establish and manage cryptographic keys for cryptography employed in organizational systems.,NEW: aws.kms.key.key_manager,0.00,NEW: azure.keyvault.vault.key_management,0.00,NEW: gcp.kms.cryptokey.key_management,0.00,NEW: oci.kms.key.key_manager,0.00,NEW: ibm.kms.key.key_manager,0.00,NEW: alicloud.kms.key.key_manager,0.00,"SKIP: <Key management for cryptographic keys is not a native K8s resource configuration; it relies on external KMS providers or secrets, which are platform-specific and not uniformly verifiable via a standard K8s resource>",0.00,,,,,,,
3.13.12,3.13,System and Communications Protection,yes,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",0.00,,,,,,,
3.13.13,3.13,System and Communications Protection,yes,Control and monitor the use of mobile code.,aws.cloudtrail.trail_enabled;aws.cloudtrail.trail_log_file_validation_enabled;aws.cloudtrail.trail_encryption_enabled,refined,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,ibm.activity_tracker.route_enabled;ibm.activity_tracker.event_retention;ibm.cloudant.audit_logging_enabled,refined,alicloud.actiontrail.trail_enabled;alicloud.actiontrail.trail_log_file_validation_enabled;alicloud.actiontrail.trail_oss_bucket_logging_enabled,refined,"SKIP: <Control is focused on monitoring mobile code execution, which is an application-level concern not directly verifiable via Kubernetes resource configurations or audit logging.>",0.00,NEW: aws.lambda.activity_log.create_function;aws.lambda.audit.update_function_code,NEW: azure.automation.activity_log.create_runbook;azure.web.audit.deploy_code,NEW: gcp.cloudfunctions.audit.create;gcp.cloudfunctions.audit.update,NEW: oci.functions.audit.create_function;oci.functions.audit.update_function,NEW: ibm.functions.activity_log.create_action;ibm.functions.audit.update_action,NEW: alicloud.fc.audit.create_service;alicloud.fc.audit.update_function,NEW: k8s.workload.chain.create_configmap_then_pod
3.13.14,3.13,System and Communications Protection,yes,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,PARTIAL: aws.cloudtrail.trail.enabled | verifies logging exists for network activity but not VoIP-specific monitoring,0.00,azure.monitor.alert.delete_public_ip;azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_public_ip_address_rule,0.50,PARTIAL: ibm.activity_tracker.event_routing.enabled | verifies audit logging exists for platform actions but not VoIP-specific monitoring,0.00,PARTIAL: alicloud.actiontrail.trail.enabled | verifies audit trail exists for API calls but not VoIP-specific monitoring,0.00,SKIP: <VoIP technology use is application-level and not a direct Kubernetes resource or API object configuration.>,0.00,NEW: aws.ec2.activity_log.create_vpc_endpoint;aws.chime.audit.create_meeting,NEW: azure.communication.audit.create_voip_resource;azure.network.activity_log.modify_nsg_voip,NEW: gcp.compute.activity_log.create_firewall_voip;gcp.contactcenterinsights.audit.create_analysis,NEW: oci.compute.activity_log.create_security_list_voip;oci.announcements.audit.create_broadcast,NEW: ibm.vpc.activity_log.create_security_group_voip;ibm.watson.audit.create_voice_gateway,NEW: alicloud.vpc.activity_log.modify_security_group_voip;alicloud.voicenavigator.audit.create_instance,NEW: k8s.network.chain.voip_pod_deployment
3.14.5,3.14,System and Information Integrity,yes,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",NEW: aws.ec2.image.scan_on_launch,0.00,NEW: azure.compute.virtual_machine.image_scan,0.00,NEW: gcp.compute.instance.image_scan,0.00,PARTIAL: oci.compute.instance.image_scan | verifies config exists for platform images but not custom images or real-time file scanning,0.00,PARTIAL: ibm.is.instance.image_scan | verifies config exists for trusted platform images but not custom images or real-time file scanning,0.00,PARTIAL: alicloud.ecs.instance.image_scan | verifies config exists for official marketplace images but not custom images or real-time file scanning,0.00,NEW: k8s.container.security_context.read_only_root_filesystem,0.00,,,,,,,
