framework,framework_version,control_id,title,description,source_file
CIS_AWS,,3.2.5,Ensure that the --streaming-connection-idle-timeout  argument is not set to 0,Do not disable timeouts on streaming connections.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.2.6,Ensure that the --make-iptables-util-chains argument is set  to true,Allow Kubelet to manage iptables.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,4.1.1,Ensure that the cluster-admin role is only used where  required,The RBAC role cluster-admin provides wide-ranging powers over the environment and should be used only where and when needed.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,4.1.5,Ensure that default service accounts are not actively used.,The default service account should not be used to ensure that rights granted to applications can be more easily audited and reviewed.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,4.1.6,Ensure that Service Account Tokens are only mounted  where necessary,Service accounts tokens should not be mounted in pods except where the workload running in the pod explicitly needs to communicate with the API server,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,4.3.1,Ensure CNI plugin supports network policies.,There are a variety of CNI plugins available for Kubernetes. If the CNI in use does not support Network Policies it may not be possible to effectively restrict traffic in the cluster.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,4.3.2,Ensure that all Namespaces have Network Policies defined,Use network policies to isolate traffic in your cluster network.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,5.4.4,Ensure Network Policy is Enabled and set as appropriate,"Amazon EKS provides two ways to implement network policy. You choose a network policy option when you create an EKS cluster. The policy option can't be changed after the cluster is created: Calico Network Policies, an open-source network and network security solution founded by Tigera. Both implementations use Linux IPTables to enforce the specified policies. Policies are translated into sets of allowed and disallowed IP pairs. These pairs are then programmed as IPTable filter rules.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,6.1,Ensure Elastic Disaster Recovery is Configured,"AWS Elastic Disaster Recovery is a service that enables you to create and maintain backups of your workloads on AWS, particularly your servers. This service is crucial for ensuring high resilience for your AWS workloads. It operates by establishing and maintaining backups in selected AWS regions, guaranteeing that your data is safe, durable, and highly available in the event of issues in the primary availability zone or region where your AWS server is located.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,6.11,Ensure execution of a failback,"This method involves transitioning operations back from the backup or recovery system to the primary system after the resolution of a disruption or disaster. You can execute a failback either to the original server, ensuring continuity and restoring the previous state, or to a new server, which might be necessary if the original server is compromised or no longer functional. The failback process ensures that all updated data and configurations are transferred back, maintaining the integrity and ",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,7.1,Ensure Network Architecture Planning,Plan the network architecture to isolate your DocumentDB instances within a secure Virtual Private Cloud (VPC). Configure appropriate security groups and network access control lists (ACLs) to control inbound and outbound traffic to your DocumentDB instances.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,7.11,Ensure to Conduct Security Assessments,"Periodically perform security assessments, including vulnerability assessments and penetration testing, to identify and address any security weaknesses. Review your security configuration against best practices and industry standards.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,4.0.1,1.3,Ensure security questions are registered in the AWS account,The AWS support portal allows account owners to establish security questions that can be used to authenticate individuals calling AWS customer service for support. It is recommended that security questions be established.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AZURE,1.0.0,11.2,Ensure that shared access signature (SAS) tokens expire  within an hour,"Shared access signature (SAS) tokens provide restricted access to Azure Storage resources (such as blobs, files, queues, or tables) for a defined time period with specific permissions. It enables users to interact with the resources without exposing account keys, offering precise control over the permitted actions (e.g., read, write) and the duration of access. To minimize security risks, SAS tokens should be configured with the shortest possible lifespan, ideally lasting no longer than an hour.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,11.4,Ensure stored access policies (SAP) are used when  generating shared access signature (SAS) tokens,"Use stored access policies (SAP) when generating shared access signature (SAS) tokens in Azure to centrally manage permissions, expiration, and revocation settings for resource access. Stored access policies can be applied to blob containers, file shares, queues, and tables.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,12.1,Ensure double encryption is used for Azure Data Box in  high-security environments,"Enabling double encryption on Azure Data Box applies an additional layer of encryption to safeguard data during physical transfer. This approach enhances confidentiality and integrity, ensuring that sensitive information remains secure against unauthorized access if the device is lost, stolen, or intercepted.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,17.1.4,Ensure that shared access signature (SAS) tokens expire  within an hour,"Shared access signature (SAS) tokens provide restricted access to Azure Storage resources (such as blobs, files, queues, or tables) for a defined time period with specific permissions. It enables users to interact with the resources without exposing account keys, offering precise control over the permitted actions (e.g., read, write) and the duration of access. To minimize security risks, SAS tokens should be configured with the shortest possible lifespan, ideally lasting no longer than an hour.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,18.2,Ensure stored access policies (SAP) are used when  generating shared access signature (SAS) tokens,"Use stored access policies (SAP) when generating shared access signature (SAS) tokens in Azure to centrally manage permissions, expiration, and revocation settings for resource access. Stored access policies can be applied to blob containers, file shares, queues, and tables.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,18.3,Ensure Storage Explorer is using the latest version,"Ensure all users accessing Azure Storage resources with Storage Explorer are using the latest version of the software, applying updates promptly to safeguard against new vulnerabilities and benefit from the latest security enhancements.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,2.1.1.1,Ensure 'Allowed Protocols' for shared access signature  (SAS) tokens is set to 'HTTPS Only',"Shared access signatures (SAS) can be used to grant limited access to Azure Storage resources. When generating a SAS, it is possible to specify the allowed protocols for a request made with the SAS. It is recommended to allow requests over HTTPS only.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.0.0,2.4,Ensure that 'Access Policies' are implemented and reviewed  periodically,Access Policies provide an Access Control List (ACL) functionality allowing administrators to define which identities or identity groups have access to what data and commands. This is an implementation of the Role Based Access Control (RBAC) concept and will require careful consideration to deploy and maintain.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.1.2,Ensure that the kubelet kubeconfig file ownership is set to  root:root,"If kubelet is running, ensure that the file ownership of its kubeconfig file is set to root:root.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.1.3,Ensure that the azure.json file has permissions set to 644 or  more restrictive,"The azure.json file in an Azure Kubernetes Service (AKS) cluster is a configuration file used by the Kubernetes cloud provider integration for Azure. This file contains essential details that allow the Kubernetes cluster to interact with Azure resources effectively. It's part of the Azure Cloud Provider configuration, enabling Kubernetes components to communicate with Azure services for features like load balancers, storage, and networking. Ensure the file has permissions of 644 or more restrict",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.1.4,Ensure that the azure.json file ownership is set to root:root,"The azure.json file in an Azure Kubernetes Service (AKS) cluster is a configuration file used by the Kubernetes cloud provider integration for Azure. This file contains essential details that allow the Kubernetes cluster to interact with Azure resources effectively. It's part of the Azure Cloud Provider configuration, enabling Kubernetes components to communicate with Azure services for features like load balancers, storage, and networking. Ensure that the file is owned by root:root.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.2.1,Ensure that the --anonymous-auth argument is set to false,Disable anonymous requests to the Kubelet server.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.2.3,Ensure that the --client-ca-file argument is set as  appropriate,Enable Kubelet authentication using certificates.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.2.4,Ensure that the --read-only-port is secured,Disable the read-only port.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.2.6,Ensure that the --make-iptables-util-chains argument is set  to true,Allow Kubelet to manage iptables.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,3.2.7,Ensure that the --eventRecordQPS argument is set to 0 or a  level which ensures appropriate event capture,"Security relevant information should be captured. The --eventRecordQPS flag on the Kubelet can be used to limit the rate at which events are gathered. Setting this too low could result in relevant events not being logged, however the unlimited setting of 0 could result in a denial of service on the kubelet.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,1.7.0,5.4.4,Ensure Network Policy is Enabled and set as appropriate,"When you run modern, microservices-based applications in Kubernetes, you often want to control which components can communicate with each other. The principle of least privilege should be applied to how traffic can flow between pods in an Azure Kubernetes Service (AKS) cluster. Let's say you likely want to block traffic directly to back-end applications. The Network Policy feature in Kubernetes lets you define rules for ingress and egress traffic between pods in a cluster.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,2.0.0,2.3.13,Ensure public network access is disabled,Disable public network access to prevent exposure to the internet and reduce the risk of unauthorized access. Use private endpoints to securely manage access within trusted networks.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,2.1.3,Ensure that traffic is encrypted between cluster worker  nodes,"By default, data exchanged between worker nodes in an Azure Databricks cluster is not encrypted. To ensure that data is encrypted at all times, whether at rest or in transit, you can create an initialization script that configures your clusters to encrypt traffic between worker nodes using AES 256-bit encryption over a TLS 1.3 connection.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,2.1.5,Ensure that Unity Catalog is configured for Azure Databricks,"Unity Catalog is a centralized governance model for managing and securing data in Azure Databricks. It provides fine-grained access control to databases, tables, and views using Microsoft Entra ID identities. Unity Catalog also enhances data lineage, audit logging, and compliance monitoring, making it a critical component for security and governance.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.10,Ensure that 'Notify users on password resets?' is set to 'Yes',Ensure that users are notified on their primary and alternate emails on password resets.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.17,Ensure that 'Restrict access to Microsoft Entra admin center'  is set to 'Yes',Restrict access to the Microsoft Entra ID administration center to administrators only. NOTE: This only affects access to the Entra ID administrator's web portal. This setting does not prohibit privileged users from using other methods such as Rest API or Powershell to obtain sensitive information from Microsoft Entra ID.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.18,Ensure that 'Restrict user ability to access groups features in  My Groups' is set to 'Yes',Restrict access to group web interface in the Access Panel portal.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.25,Ensure that 'Subscription leaving Microsoft Entra tenant' and  'Subscription entering Microsoft Entra tenant' is set to 'Permit no  one',Users who are set as subscription owners are able to make administrative changes to the subscriptions and move them into and out of Microsoft Entra ID.,cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.3.2,Ensure that guest users are reviewed on a regular basis,"Microsoft Entra ID has native and extended identity functionality allowing you to invite people from outside your organization to be guest users in your cloud account and sign in with their own work, school, or social identities. While an automated assessment procedure exists for this recommendation, the assessment status remains manual. Evaluating the appropriateness of guest users requires a manual review, as it depends on the specific needs and context of each organization and environment.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,5.3.7,Ensure all non-privileged role assignments are periodically  reviewed,"Perform a periodic review of non-privileged role assignments to ensure that the non- privileged roles assigned to users are appropriate. Note: Determining 'appropriate' assignments requires a clear understanding of your organization's personnel, systems, policies, and security requirements. This cannot be effectively prescribed in a procedure.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,7.16,Ensure Azure Network Security Perimeter is used to secure  Azure platform-as-a-service resources,"Azure Network Security Perimeter creates a logical boundary around Azure platform-as- a-service (PaaS) resources outside of virtual networks. By default, the network security perimeter denies public access to associated PaaS resources, with the ability to define explicit rules for inbound and outbound traffic. While an automated assessment procedure exists for this recommendation, the assessment status remains manual. Determining appropriate network security perimeter profiles and resource assig",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,8.1.16,Ensure that Microsoft Defender External Attack Surface  Monitoring (EASM) is enabled,"An organization's attack surface is the collection of assets with a public network identifier or URI that an external threat actor can see or access from outside your cloud. It is the set of points on the boundary of a system, a system element, system component, or an environment where an attacker can try to enter, cause an effect on, or extract data from, that system, system element, system component, or environment. The larger the attack surface, the harder it is to protect. This tool can be c",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_AZURE,5.0.0,9.3.7,Ensure 'Cross Tenant Replication' is not enabled,"Cross Tenant Replication in Azure allows data to be replicated across multiple Azure tenants. While this feature can be beneficial for data sharing and availability, it also poses a significant security risk if not properly managed. Unauthorized data access, data leakage, and compliance violations are potential risks. Disabling Cross Tenant Replication ensures that data is not inadvertently replicated across different tenant boundaries without explicit authorization.",cis_compliance_agent/azure_agent/azure_controls_FINAL_20251031_201346.csv
CIS_GCP,,3.2.1,Ensure that the Anonymous Auth is Not Enabled Draft,Disable anonymous requests to the Kubelet server.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.2,Ensure that the --authorization-mode argument is not set to  AlwaysAllow,Do not allow all requests. Enable explicit authorization.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.3,Ensure that a Client CA File is Configured,Enable Kubelet authentication using certificates.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.4,Ensure that the --read-only-port is disabled,Disable the read-only port.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.5,Ensure that the --streaming-connection-idle-timeout  argument is not set to 0,Do not disable timeouts on streaming connections.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.6,Ensure that the --make-iptables-util-chains argument is set  to true,Allow Kubelet to manage iptables.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.7,Ensure that the --eventRecordQPS argument is set to 0 or a  level which ensures appropriate event capture,"Security relevant information should be captured. The eventRecordQPS on the Kubelet configuration can be used to limit the rate at which events are gathered and sets the maximum event creations per second. Setting this too low could result in relevant events not being logged, however the unlimited setting of 0 could result in a denial of service on the kubelet.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.8,Ensure that the --rotate-certificates argument is not present  or is set to true,Enable kubelet client certificate rotation.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,3.2.9,Ensure that the RotateKubeletServerCertificate argument is  set to true,Enable kubelet server certificate rotation.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.1.10,Avoid non-default bindings to system:authenticated,"Avoid non-default ClusterRoleBindings and RoleBindings with the group system:authenticated, except the ClusterRoleBindings system:basic-user, system:discovery, and system:public-info-viewer. Google's approach to authentication is to make authenticating to Google Cloud and GKE as simple and secure as possible without adding complex configuration steps. The group system:authenticated includes all users with a Google account, which includes all Gmail accounts. Consider your authorization controls w",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.1.3,Minimize wildcard use in Roles and ClusterRoles,"Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard ""*"", which matches all items. Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.4.2,Consider external secret storage,"Consider the use of an external secrets storage and management system instead of using Kubernetes Secrets directly, if more complex secret management is required. Ensure the solution requires authentication to access secrets, has auditing of access to and use of secrets, and encrypts secrets. Some solutions also make it easier to rotate secrets.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.5.1,Configure Image Provenance using ImagePolicyWebhook admission controller,Configure Image Provenance for the deployment.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.6.3,Apply Security Context to Pods and Containers,Apply Security Context to Pods and Containers,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,4.6.4,The default namespace should not be used,"Kubernetes provides a default namespace, where objects are placed if no namespace is specified for them. Placing objects in this namespace makes application of RBAC and other controls more difficult.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,5.7.2,Enable Linux auditd logging,Run the auditd logging daemon to obtain verbose operating system logs from GKE nodes running Container-Optimized OS (COS).,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,,5.8.2,Manage Kubernetes RBAC users with Google Groups for GKE,"Cluster Administrators should leverage G Suite Groups and Cloud IAM to assign Kubernetes user roles to a collection of users, instead of to individual emails using only Cloud IAM.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,1.8.0,3.1.1,Ensure that the kubeconfig file permissions are set to 644 or  more restrictive,"If kubelet is running, and if it is configured by a kubeconfig file, ensure that the proxy kubeconfig file has permissions of 644 or more restrictive.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,1.8.0,3.1.2,Ensure that the kubelet kubeconfig file ownership is set to  root:root,"If kubelet is running, ensure that the file ownership of its kubeconfig file is set to root:root.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,1.8.0,3.1.3,Ensure that the kubelet configuration file has permissions  set to 644,"Ensure that if the kubelet configuration file exists, it has permissions of 644.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,1.8.0,3.1.4,Ensure that the kubelet configuration file ownership is set to  root:root,"Ensure that if the kubelet configuration file exists, it is owned by root:root.",cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,4.0.0,1.3,Ensure that Security Key Enforcement is Enabled for All  Admin Accounts,Setup Security Key Enforcement for Google Cloud Platform admin accounts.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,4.0.0,2.14,Ensure 'Access Transparency' is 'Enabled',GCP Access Transparency provides audit logs for all actions that Google personnel take in your Google Cloud resources.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_GCP,4.0.0,6.1.1,Ensure That a MySQL Instance Does Not Allow Anyone To  Connect With Administrative Privileges,It is recommended to set a password for the administrative user (root by default) to prevent unauthorized access to the SQL database instances. This recommendation is applicable only for MySQL Instances. PostgreSQL does not offer any setting for No Password from the cloud console.,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv
CIS_IBM,,1.1,Restrict GPU and USB pass through to approved devices,The ability to pass through devices provides the capability to offload tasks from the CPU to the device itself.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.1,Ensure that the API server pod specification file permissions are set to 600 or more restrictive,Ensure that the API server pod specification file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.12,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.13,Ensure that the kubeconfig file permissions are set to 600 or more restrictive,Ensure that the kubeconfig file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.14,Ensure that the kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.15,Ensure that the Scheduler kubeconfig file permissions are set to 600 or more restrictive,Ensure that the Scheduler kubeconfig file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.16,Ensure that the Scheduler kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.17,Ensure that the Controller Manager kubeconfig file permissions are set to 600 or more restrictive,Ensure that the kubeconfig file mounted into the Controller Manager has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.18,Ensure that the Controller Manager kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.19,Ensure that the OpenShift PKI directory and file ownership is set to root:root,Ensure that the OpenShift PKI directory and file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.2,Ensure that the API server pod specification file ownership is set to root:root,Ensure that the API server pod specification file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.3,Ensure that the controller manager pod specification file permissions are set to 600 or more restrictive,Ensure that the controller manager pod specification file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.4,Ensure that the controller manager pod specification file ownership is set to root:root,Ensure that the controller manager pod specification file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.5,Ensure that the scheduler pod specification file permissions are set to 600 or more restrictive,Ensure that the scheduler pod specification file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.7,Ensure that the etcd pod specification file permissions are set to 600 or more restrictive,Ensure that the /etc/kubernetes/manifests/etcd.yaml file has permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.8,Ensure that the etcd pod specification file ownership is set to root:root,Ensure that the /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.1.9,Ensure that the Container Network Interface file permissions are set to 600 or more restrictive,Ensure that the Container Network Interface files have permissions of 600 or more restrictive.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.10,Restrict namespace administrator access to migration tools,"Namespace administrators have the capability to perform live migrations, which can potentially impact other users of the system. Live migration is a process where virtual machines can be moved from one physical host to another without any downtime, making it a valuable tool for managing clusters and ensuring high availability. However, since live migration involves moving data between hosts, it can have an impact on other users who may have applications running on the same hosts. As such, it is ",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.13,Restrict access to create and modify the Virtual Machine Cluster Instance and Preference Types,"An instance type is a reusable object used to create VMs with sane defaults based on the desired type of VM. Since the object is used to create instances of VMs in the entire cluster, its creation and update needs to be carefully and securely managed.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.11,Ensure that the admission control plugin AlwaysPullImages is not set,Always pull images.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.16,Ensure that the --insecure-bind-address argument is not set,Do not bind the insecure API service.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.17,Ensure that the --insecure-port argument is set to 0,Do not bind to insecure port.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.18,Ensure that the --secure-port argument is not set to 0,Do not disable the secure port.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.19,Ensure that the healthz endpoint is protected by RBAC,"Disable profiling, if not needed.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.24,Ensure that the --request-timeout argument is set,The API server minimum request timeout defines the minimum number of seconds a handler must keep a request open before timing it out.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.26,Ensure that the --service-account-key-file argument is set as appropriate,Explicitly set a service account public key file for service accounts on the apiserver.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.27,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,etcd should be configured to make use of TLS encryption for client connections.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.28,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup TLS connection on the API server.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.31,Ensure that encryption providers are appropriately configured,"Where etcd encryption is used, appropriate providers should be configured.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.4,Use https for kubelet connections,Use https for kubelet connections.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.2.6,Verify that the kubelet certificate authority is set as appropriate,Verify kubelet's certificate before establishing connection.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.3.1,Ensure that controller manager healthz endpoints are protected by RBAC,"Disable profiling, if not needed.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.3.3,Ensure that the --service-account-private-key-file argument is set as appropriate,Explicitly set a service account private key file for service accounts on the controller manager.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.3.4,Ensure that the --root-ca-file argument is set as appropriate,Allow pods to verify the API server's serving certificate before establishing connections.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.4.1,Ensure that the healthz endpoints for the scheduler are protected by RBAC,"Disable profiling, if not needed.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.4.2,Verify that the scheduler API service is protected by RBAC,Do not bind the scheduler service to non-loopback insecure addresses.,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
CIS_IBM,,1.6,Restrict patching operations in the annotations for Hyperconverged,"provides a mechanism to customize hyperconverged (HCO) object - The kubevirt OpenShift Virtualization components through the control of patching operations. Although this approach itself does not inherently introduce security risks, enabling have unintended consequences and might not be officially experimental features may benefits of using these options against any supported. It is essential to weigh thepotential security implications before proceeding.",cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv
