framework,control_id,title,automation_type_recommended,mapped_csp_count,new_csp_count,skip_csp_count,aws_cspm,aws_ciem,azure_cspm,azure_ciem,gcp_cspm,gcp_ciem,oracle_cspm,oracle_ciem,ibm_cspm,ibm_ciem,alicloud_cspm,alicloud_ciem,k8s_cspm,k8s_ciem
NIST_800_171,3.1.17,Protect wireless access using authentication and encryption.,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.kms.key.policy_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,,ibm.key_protect.key.dual_authorization_delete_policy,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.hbr.vault.encryption_key_policy_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege,,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,
NIST_800_171,3.1.18,Control connection of mobile devices.,manual,0,0,7,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",,"SKIP: Control pertains to mobile device connection, not a direct cloud resource configuration.",
NIST_800_171,3.1.19,Encrypt CUI on mobile devices and mobile computing platforms.,automated,5,0,2,aws.sagemaker.endpoint.kms_encryption_enabled;aws.dynamodb.tables.kms_cmk_encryption_enabled;aws.sagemaker.endpoint.sagemaker_data_capture_s3_encrypted,,azure.cosmos.table.kms_cmk_encryption_enabled;azure.storage.account.encryption.cmk.check;azure.storage.account.encryption.at.rest.with.cmk,,gcp.aiplatform.endpoint.endpoint_kms_encryption_enabled;gcp.kms.crypto_key.encryption_in_transit_tls_min_1_2,,oci.nosql.table.tables_kms_cmk_encryption_enabled;oci.data_science.project.endpoint_kms_encryption_enabled,,"SKIP: <Control targets encryption on physical mobile devices and mobile OS platforms, which is not a configurable property of IBM Cloud resources. No IBM Cloud service directly represents a mobile device or its storage encryption state.>",,alicloud.dlf.endpoint.encrypted;alicloud.actiontrail.kms.encryption_enabled;alicloud.ack.cluster.kms_cmk_encryption_in_secrets_enabled,,SKIP: <Control targets encryption on mobile devices and mobile computing platforms. Kubernetes is a container orchestration platform and does not manage or represent physical mobile devices or their encryption state.>,
NIST_800_171,3.1.21,Limit use of portable storage devices on external systems.,automated,7,0,0,aws.ebs.volume.snapshots_not_public_configured;aws.threat.correlation.cloudtrail.s3_make_public;aws.guardduty.finding.policy_s3_public,,azure.storage.bucket.object.versioning;azure.storage.blob.data_protection_object_not_publicly_readable;azure.compute.disk.in_use,,gcp.storage.object.object_not_publicly_readable;gcp.storage.snapshot.snapshot_not_public;gcp.storage.policy.bucket_policy_no_public_principals,,oci.object_storage.bucket.storage_bucket_public_access;oci.object_storage.bucket.bucket_public_access;oci.object_storage.bucket.storage_bucket_public_write_prohibited,,ibm.object_storage.bucket.no_public_access;ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced,,alicloud.ecs.volume.in_use;alicloud.ecs.ebs.volume_encryption;alicloud.ecs.ebs.public_snapshot,,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,
NIST_800_171,3.1.22,Control CUI posted or processed on publicly accessible systems.,automated,6,0,0,aws.storage.cloudtrail.redshift_modify_cluster_public;aws.storage.cloudtrail.rds_modify_db_instance_public;aws.container.cloudtrail.eks_cluster_public_endpoint,,azure.container.registry.not_publicly_accessible;azure.aisearch.service.not_publicly_accessible,,gcp.storage.bucket.not_publicly_accessible;gcp.sql.instance.not_publicly_accessible;gcp.compute.instance.not_publicly_accessible,,oci.objectstorage.bucket.not_publicly_accessible;oci.database.autonomous.not_publicly_accessible;oci.compute.instance.not_publicly_accessible,,ibm.vpc.image.not_publicly_accessible,,alicloud.cr.not.publicly_accessible;alicloud.efs.not.publicly_accessible;alicloud.cr.repository.not_publicly_accessible,,PARTIAL: k8s.service.not_external_ip | verifies service config lacks external IP but cannot assess data classification (CUI) or pod-level network policies,
NIST_800_171,3.3.6,Provide audit record reduction and report generation to support on-demand analysis and reporting.,automated,7,0,0,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,NEW: aws.cloudtrail.audit.reduction;aws.cloudtrail.chain.anomaly,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,NEW: azure.monitor.activity_log.reduction;azure.security.chain.defense_evasion,gcp.logging.sink.logs_centralized;gcp.iam.audit.logs_enabled;gcp.bigquery.dataset.audit_logging,NEW: gcp.logging.audit.sink_tamper;gcp.iam.activity_log.anomaly,oci.logging.log_group.log_analysis_enabled;oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,NEW: oci.audit.activity_log.tamper;oci.iam.chain.privilege_escalation,ibm.activity_tracker.route.logs_centralized;ibm.cloud_iam.audit.logs_enabled,NEW: ibm.activitytracker.audit.reduction;ibm.iam.activity_log.anomaly,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,NEW: alicloud.actiontrail.audit.tamper;alicloud.ram.chain.defense_evasion,k8s.audit.log.analysis_mechanism;k8s.audit.log.analysis_configured;k8s.audit.log.enabled,NEW: k8s.audit.activity_log.suppression;k8s.rbac.chain.privilege_abuse
NIST_800_171,3.3.7,Provide a system capability that compares and synchronizes internal system clocks with an authoritative source to generate time stamps for audit records.,automated,5,1,0,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled,NEW: aws.ec2.activity_log.modify_time_sync;aws.cloudtrail.audit.logging_disruption,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.activity_log.logs_centralized,NEW: azure.vm.activity_log.modify_time_config;azure.monitor.audit.diagnostic_disable,NEW: gcp.compute.instance.os_config.time_sync,NEW: gcp.compute.activity_log.modify_guest_time;gcp.logging.audit.sink_disable,oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,NEW: oci.compute.activity_log.modify_instance_time;oci.audit.audit.config_change,PARTIAL: ibm.activity_tracker.configuration.enabled | verifies audit log generation but not the underlying time sync mechanism for stamps,NEW: ibm.vpc.activity_log.modify_instance_time;ibm.activity_tracker.audit.route_disable,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,NEW: alicloud.ecs.activity_log.modify_time_service;alicloud.actiontrail.audit.trail_disable,k8s.audit.log.enabled;k8s.audit.log.timestamps_configured;k8s.audit.log.retention_configured,NEW: k8s.node.chain.time_sync_tamper
NIST_800_171,3.3.9,Limit management of audit logging functionality to a subset of privileged users.,automated,5,1,0,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.timestream.resource.cloudtrail_management_and_data_logging_enabled,NEW: aws.cloudtrail.audit.disable;aws.cloudtrail.chain.audit_evasion,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,NEW: azure.monitor.audit.disable;azure.activitylog.chain.suppress,NEW: gcp.iam.policy.binding.audit_log_admin,NEW: gcp.logging.audit.sink_modify;gcp.iam.chain.log_bypass,oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,NEW: oci.audit.config_modify;oci.audit.chain.event_rule_disable,PARTIAL: ibm.iam.policy.audit_log_admin | verifies IAM policy binding for audit log management roles but may not cover all logging services,NEW: ibm.activitytracker.audit.disable;ibm.iam.chain.tracker_access,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,NEW: alicloud.actiontrail.audit.delete;alicloud.actiontrail.chain.trail_stop,k8s.audit.log.enabled;k8s.audit.change.management_logging_enabled;k8s.audit.log.timestamps_configured,NEW: k8s.audit.logging.disable;k8s.rbac.chain.audit_policy
NIST_800_171,3.4.3,"Track, review, approve or disapprove, and log changes to organizational systems.",automated,6,1,0,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,NEW: aws.cloudtrail.activity_log.config_change;aws.iam.audit.privileged_action,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,NEW: azure.monitor.activity_log.policy_change;azure.aad.audit.directory_change,NEW: gcp.logging.sink.destination_and_filter,NEW: gcp.cloudaudit.activity_log.iam_change;gcp.resourcemanager.audit.project_change,oci.audit.configuration.logging_enabled;oci.logging.log_group.role_changes_enabled;oci.logging.log_group.network_changes_enabled,NEW: oci.audit.activity_log.compartment_change;oci.identity.audit.policy_change,ibm.activity_tracker.route.configured;ibm.iam.access_group.rule.logging_enabled,NEW: ibm.activitytracker.activity_log.iam_change;ibm.resourcecontroller.audit.resource_change,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,NEW: alicloud.actiontrail.activity_log.ram_change;alicloud.resourcemanager.audit.folder_change,k8s.audit.log.access_review;k8s.audit.log.network_policy_changes;k8s.audit.log.enabled,NEW: k8s.audit.chain.config_change
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,automated,0,6,0,NEW: aws.iam.policy.change_approval,,NEW: azure.policy.policy_assignment,,NEW: gcp.organization_policy.constraint,,NEW: oci.identity.policy,,NEW: ibm.iam.access_group_policy,,NEW: alicloud.ram.policy,,PARTIAL: k8s.rbac.role | verifies RBAC role configuration exists but cannot verify change analysis process execution,
NIST_800_171,3.4.5,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.ssm.document.rbac_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.monitoring.alarm.policy_changes,,ibm.iam.policy.rbac_least_privilege;ibm.iam.role.least_privilege,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,
NIST_800_171,3.4.8,"Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception (whitelisting) policy to allow the execution of authorized software.",automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.execution_roles_least_privilege;aws.iam.policy.editors_rbac_least_privilege,NEW: aws.ec2.activity_log.run_instances;aws.ssm.audit.send_command,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,NEW: azure.compute.activity_log.create_vm;azure.automation.audit.runbook_start,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,NEW: gcp.compute.activity_log.insert;gcp.osconfig.audit.patch_execution,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,NEW: oci.compute.activity_log.launch_instance;oci.osmanagement.audit.software_install,ibm.iam.policy.rbac_least_privilege;ibm.iam.role.least_privilege_enforced,NEW: ibm.vpc.activity_log.create_instance;ibm.schematics.audit.workspace_apply,alicloud.dataworks.workflow.execution_role_least_privilege;alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.cfw.policy.access_control_no_permit_all,NEW: alicloud.ecs.activity_log.run_instances;alicloud.oos.audit.execute_template,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,NEW: k8s.pods.audit.create;k8s.jobs.audit.create
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",automated,0,6,0,NEW: aws.iam.user.user_name,,NEW: azure.aad.user.user_principal_name,,NEW: gcp.iam.service_account.email,,NEW: oci.iam.user.name,,PARTIAL: ibm.iam.user.email | verifies IAM user identity but not federated/SSO identities,,NEW: alicloud.ram.user.user_name,,NEW: k8s.core.service_account.name,
NIST_800_171,3.5.4,Employ replay-resistant authentication mechanisms for network access to privileged and non- privileged accounts.,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,NEW: aws.iam.activity_log.replay_attempt;aws.cloudtrail.chain.replay_auth_anomaly,azure.ad.role.least_privilege;azure.network.endpoint.policy_least_privilege;azure.network.vnet.subnet.nsg.association.check,NEW: azure.aad.activity_log.replay_token;azure.monitor.chain.replay_sequence,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,NEW: gcp.iam.activity_log.replay_detection;gcp.cloudaudit.chain.replay_behavior,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.network_firewall.network_firewall.multi_az,NEW: oci.identity.audit.replay_attempt;oci.audit.chain.auth_replay_pattern,ibm.vpc.subnet.not_using_default_network_acl;ibm.vpc.security_group.no_unrestricted_ssh_access;ibm.vpc.security_group.no_unrestricted_rdp_access,NEW: ibm.iam.activity_log.replay_auth;ibm.activity_tracker.chain.replay_sequence,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cr.instance.access_policy_and_network_restriction_audit,NEW: alicloud.ram.activity_log.replay_detection;alicloud.actiontrail.chain.replay_anomaly,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,NEW: k8s.audit.chain.replay_credential_use
NIST_800_171,3.5.9,Allow temporary password use for system logons with an immediate change to a permanent password.,manual,0,0,7,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",,"SKIP: Control pertains to user authentication workflow, not a static cloud IAM resource configuration.",
NIST_800_171,3.5.11,Obscure feedback of authentication information.,automated,0,6,1,NEW: aws.iam.password_policy.hide_password_feedback,,NEW: azure.aad.password_policy.hide_feedback,,NEW: gcp.iam.password_policy.hide_feedback,,NEW: oci.identity.password_policy.hide_feedback,,NEW: ibm.iam.password_policy.hide_feedback,,NEW: alicloud.ram.password_policy.hide_feedback,,SKIP: <Kubernetes does not manage user password policies or authentication feedback; it relies on external identity providers.>,
NIST_800_171,3.6.3,Test the organizational incident response capability.,manual,0,0,7,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: aws.cloudtrail.activity_log.DeleteTrail;aws.cloudtrail.audit.StopLogging,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: azure.monitor.activity_log.DeleteDiagnosticSetting;azure.security.chain.DisableASCAlerts,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: gcp.logging.audit.sinkDelete;gcp.iam.chain.ServiceAccountKeyCreate,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: oci.audit.activity_log.ConfigurationChange;oci.events.chain.RuleDeactivate,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: ibm.activity_tracker.activity_log.DeleteRoute;ibm.iam.chain.AccessPolicyUpdate,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: alicloud.actiontrail.activity_log.DeleteTrail;alicloud.ram.chain.DetachPolicy,"SKIP: Control is a test of human/process capability, not a static cloud resource configuration.",NEW: k8s.audit.chain.RBACDeletePodLogs
NIST_800_171,3.7.1,Perform maintenance on organizational systems. ,manual,0,0,7,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",,"SKIP: Control is a procedural maintenance process, not a specific resource configuration.",
NIST_800_171,3.7.2,"Provide controls on the tools, techniques, mechanisms, and personnel used to conduct system maintenance.",manual,0,0,7,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",,"SKIP: Control is about personnel and process for maintenance tools, not a specific cloud resource configuration.",
NIST_800_171,3.7.3,Ensure equipment removed for off-site maintenance is sanitized of any CUI.,manual,0,0,7,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",,"SKIP: Physical equipment sanitization is a physical/human process, not a cloud resource configuration.",
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,automated,1,0,1,PARTIAL: aws.guardduty.detector.enabled | verifies threat detection for uploaded objects but not specific media scanning,NEW: aws.ec2.activity_log.import_image;aws.ssm.audit.command_execution,azure.keyvault.diagnostic.logging.check,NEW: azure.compute.activity_log.create_vm_image;azure.automation.audit.runbook_execution,PARTIAL: gcp.securitycenter.scanner.enabled | verifies security scanning for Cloud Storage but not specific diagnostic media,NEW: gcp.compute.activity_log.create_image;gcp.osconfig.audit.patch_execution,PARTIAL: oci.events.rule.enabled | verifies logging for object storage events but not scanning of media content,NEW: oci.compute.audit.image_import;oci.osmanagement.audit.software_management,PARTIAL: ibm.activitytracker.collection.enabled | verifies audit logging for platform actions but not media scanning,NEW: ibm.vpc.activity_log.create_image;ibm.schematics.audit.workspace_action,PARTIAL: alicloud.actiontrail.trail.enabled | verifies audit trail for OSS operations but not content scanning,NEW: alicloud.ecs.audit.create_image;alicloud.oos.audit.template_execution,"SKIP: Control is inherently about physical media and external diagnostic tools, not a Kubernetes-native resource or configuration.",NEW: k8s.container.chain.image_pull_exec
NIST_800_171,3.7.5,Require multifactor authentication to establish nonlocal maintenance sessions via external network connections and terminate such connections when nonlocal maintenance is complete.,automated,5,0,1,aws.vpc.subnet_no_public_ip_by_default.subnet_no_public_ip_by_default_configured;aws.vpc.network.security_monitored;aws.vpc.subnet_separate_private_public.subnet_separate_private_public_configured,,azure.network.vnet.subnet.nsg.association.check;azure.network.subnet.public_subnets_use_nacl_restrictions;azure.network.firewall.no_permit_any_any,,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console | verifies MFA policy exists for console but cannot verify session termination for external maintenance,,oci.network_firewall.network_firewall.multi_az;oci.network_firewall.network_firewall.in_all_vcn;oci.network_firewall.network_firewall.firewall_no_permit_any,,ibm.vpc.subnet.not_using_default_network_acl;ibm.vpc.subnet.auto_assign_public_ip_disabled;ibm.vpc.instance.no_public_ip_address,,alicloud.cfw.network.firewall_no_permit_any_any,,"SKIP: Control is about network-level maintenance sessions and MFA; K8s is an orchestration layer where this control is enforced by the underlying cloud provider's IAM and network services, not by K8s resources.",
NIST_800_171,3.7.6,Supervise the maintenance activities of maintenance personnel without required access authorization.,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints,,oci.database.database.database_policy_least_privilege_required;oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required,,ibm.iam.role.least_privilege;ibm.iam.policy.editors_rbac_least_privilege,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",automated,0,6,1,NEW: aws.ebs.volume.encryption_at_rest,,NEW: azure.compute.disk.encryption_at_rest,,NEW: gcp.compute.disk.encryption_at_rest,,NEW: oci.blockstorage.volume.encryption_at_rest,,NEW: ibm.blockstorage.volume.encryption_at_rest,,NEW: alicloud.ecs.disk.encryption_at_rest,,"SKIP: Physical storage media protection is an infrastructure responsibility; Kubernetes manages logical resources, not physical disks.",
NIST_800_171,3.8.2,Limit access to CUI on system media to authorized users.,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,,ibm.iam.policy.rbac_least_privilege;ibm.cos.bucket.policy_access_restricted;ibm.vpc.instance.ssh_key_access_restricted,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,automated,0,3,1,NEW: aws.ec2.volume.delete_on_termination,NEW: aws.ec2.activity_log.delete_volume;aws.ebs.audit.create_snapshot,NEW: azure.compute.disk.delete_option,NEW: azure.compute.activity_log.delete_disk;azure.storage.audit.delete_blob,NEW: gcp.compute.disk.delete_rule,NEW: gcp.compute.activity_log.delete_disk;gcp.compute.audit.snapshot_create,PARTIAL: oci.compute.volume.auto_terminate | verifies config exists for compute boot volumes but not for all storage types or procedural wipe execution,NEW: oci.core.audit.delete_volume;oci.objectstorage.audit.delete_bucket,PARTIAL: ibm.vpc.volume.auto_delete | verifies config exists for block storage volumes but not for all storage types or procedural wipe execution,NEW: ibm.is.instance.audit.delete_volume;ibm.cos.activity_log.delete_bucket,PARTIAL: alicloud.ecs.disk.delete_with_instance | verifies config exists for system disks but not for all storage types or procedural wipe execution,NEW: alicloud.ecs.audit.delete_disk;alicloud.oss.activity_log.delete_bucket,"SKIP: Media sanitization is a procedural action on underlying cloud or physical storage, not a verifiable configuration within Kubernetes resources",NEW: k8s.storage.chain.pv_delete_pod_evict
NIST_800_171,3.8.4,Mark media with necessary CUI markings and distribution limitations.,manual,0,0,7,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",,"SKIP: Marking media with CUI is a data-level process, not a cloud resource configuration.",
NIST_800_171,3.8.5,Control access to media containing CUI and maintain accountability for media during transport outside of controlled areas.,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,,ibm.iam.policy.rbac_least_privilege;ibm.cos.bucket.access_logging_enabled;ibm.activity-tracker.trail.configured,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.cfw.policy.access_control_no_permit_all;alicloud.general.domains.access_control_least_privilege_enforced,,k8s.rbac.role.least_privilege_enforced;k8s.rbac.change.control_role_defined;k8s.role.permission.secrets_access_restricted,
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,automated,0,6,1,NEW: aws.s3.bucket.policy_secure_transport,,NEW: azure.storage.account.secure_transfer_required,,NEW: gcp.storage.bucket.ssl_only,,NEW: oci.object_storage.bucket.ssl_only,,NEW: ibm.cos.bucket.ssl_enforcement,,NEW: alicloud.oss.bucket.secure_transport,,"SKIP: Control verifies transport confidentiality for data at rest during transit; this is managed by underlying cloud storage services and network policies, not a native Kubernetes storage or transport construct.",
NIST_800_171,3.8.7,Control the use of removable media on system components.,manual,0,0,7,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",,"SKIP: Removable media control is a physical/host-level security measure, not a cloud resource configuration.",
