rule_id,csp,reality,type,dedup,winner_rule,note
aws.iam.account.allow_root_mfa,aws,REAL,config,UNIQUE,,Checks if MFA is enabled for the root user.
aws.iam.account_password_policy.anonymous_auth_disabled,aws,REAL,config,UNIQUE,,Checks password policy to disable anonymous authentication.
aws.iam.account_password_policy.maximum_password_attempts,aws,REAL,config,UNIQUE,,Checks password policy for a low max failed attempts setting.
aws.iam.group.restrict_user_access_features,aws,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""refined"")."
aws.iam.namespace.default_not_used,aws,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""refined"")."
aws.iam.notification.idp_group_mapping_configured,aws,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""refined"")."
aws.iam.password_policy.hide_password_feedback,aws,REAL,config,UNIQUE,,Checks password policy to hide feedback on failure.
aws.iam.policy.action,aws,REAL,config,UNIQUE,,Checks IAM policies for unauthorized maintenance actions.
aws.iam.policy.change_approval,aws,REAL,config,UNIQUE,,Checks for approval requirements on IAM policy changes.
aws.iam.policy.condition_external_accounts,aws,REAL,config,UNIQUE,,Checks IAM policies for conditions restricting to external accounts.
aws.iam.policy.condition_source_ip,aws,REAL,config,UNIQUE,,Checks IAM policies for source IP conditions on maintenance actions.
aws.iam.policy.deny_maintenance_tools,aws,REAL,config,UNIQUE,,Checks IAM policies for explicit denies on unauthorized maintenance tool actions.
aws.iam.policy.principal_condition,aws,REAL,config,UNIQUE,,Checks IAM policies for MFA/strong auth conditions on nonlocal maintenance sessions.
aws.iam.policy.principal_external_accounts,aws,REAL,config,UNIQUE,,Checks IAM policies for principals from external AWS accounts.
aws.iam.policy.sas_token_expiry,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""sas_token_expiry"" unclear in AWS IAM context)."
aws.iam.role.trust_policy_boundary,aws,REAL,config,UNIQUE,,Checks IAM roles have a permissions boundary on trust policy modifications.
aws.iam.role.trust_policy_change_control,aws,REAL,config,UNIQUE,,Checks for approval controls on IAM role trust policy changes.
aws.iam.role.trust_policy_external_principals,aws,REAL,config,UNIQUE,,Checks IAM role trust policies for unauthorized external principals.
aws.iam.role.trust_policy_token_actions,aws,REAL,config,UNIQUE,,Checks IAM role trust policies for unnecessary web/federation token assume actions.
aws.iam.role.wildcard_action,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""wildcard_action"" refined, intent unclear)."
aws.iam.role_trust.system_authenticated_non_default,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""system_authenticated_non_default"" unclear)."
aws.iam.service_account_token_volume_projection,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""service_account_token_volume_projection"" is a Kubernetes concept, not AWS IAM)."
aws.iam.user.inactive_disable,aws,REAL,config,UNIQUE,,Checks IAM users inactive for 90 days are disabled.
aws.iam.user.password_policy.hard_expiry,aws,REAL,config,UNIQUE,,Checks IAM password policy enforces hard expiry for inactive users.
aws.iam.user.security_key_enforcement,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""security_key_enforcement"" refined, intent unclear)."
aws.iam.user.service_account_default_check,aws,REAL,config,UNIQUE,,"Checks for IAM users using default service accounts, a specific security risk."
aws.iam.user.tenancy_admin_api_keys_absent,aws,NONSENSE,ciem,UNIQUE,,"Rule name and description are nonsensical/empty (""tenancy_admin_api_keys_absent"")."
aws.iam.user.user_name,aws,NONSENSE,config,UNIQUE,,Tautological; all IAM users inherently have a unique name by definition.
aws.iam.user_settings.password_reset_notification_enabled,aws,REAL,config,UNIQUE,,Checks for a specific IAM password policy setting (notification enabled).
aws.lambda.activity_log.create_function,aws,REAL,ciem,DUP,aws.lambda.audit.update_function_code,Both detect unauthorized Lambda function creation/code updates; rule 2 has clearer name.
aws.lambda.audit.update_function_code,aws,REAL,ciem,UNIQUE,,"Detects unauthorized Lambda function code updates, a specific CIEM event check."
aws.securityhub.activity_log.disable,aws,REAL,ciem,UNIQUE,,"Detects disabling of Security Hub/GuardDuty, a specific privileged action."
aws.securityhub.activity_log.finding_import,aws,REAL,ciem,UNIQUE,,"Detects suppression/deletion of findings, a different privileged action."
aws.securityhub.findings.periodic_assessment,aws,REAL,config,UNIQUE,,"Checks if Security Hub is enabled and generating findings, a configuration state."
aws.ssm.audit.command_execution,aws,REAL,ciem,UNIQUE,,Detects command execution/VM image import for untested code.
aws.ssm.audit.delete_association,aws,REAL,ciem,UNIQUE,,Detects deletion of SSM associations to evade malware protection.
aws.ssm.audit.send_command,aws,REAL,ciem,UNIQUE,,Detects instance launches and SSM commands for software policy enforcement.
aws.ssm.chain.auditd_tamper,aws,REAL,ciem,UNIQUE,,Detects auditd tampering combined with SSM commands on Linux.
aws.ssm.chain.patch_evasion,aws,REAL,ciem,UNIQUE,,Detects privileged actions to override patch states via SSM.
aws.ssm.parameter.permissions,aws,REAL,config,UNIQUE,,Checks parameter store permissions (static configuration).
azure.aad.activity_log.bypass_mfa,azure,REAL,ciem,UNIQUE,,Detects MFA bypass attempts and log deletion.
azure.aad.activity_log.disable_mfa,azure,REAL,ciem,UNIQUE,,Detects MFA disablement and anomalous RDP patterns.
azure.aad.activity_log.emergency_access,azure,REAL,ciem,UNIQUE,,Detects emergency access activation and log deletion.
azure.aad.activity_log.guest_invite,azure,REAL,ciem,DUP,azure.aad.audit.guest_role_assignment,Same as rule 14: guest invite and privileged role assignment.
azure.aad.activity_log.privileged_signin,azure,REAL,ciem,UNIQUE,,Detects privileged sign-in from unexpected location and log deletion.
azure.aad.activity_log.replay_token,azure,REAL,ciem,UNIQUE,,Detects token replay and anomalous authentication sequences.
azure.aad.activity_log.signin_after_inactivity,azure,REAL,ciem,UNIQUE,,Detects sign-in after long inactivity and account re-enablement.
azure.aad.activity_log.signin_failure_series,azure,REAL,ciem,UNIQUE,,Detects rapid failed sign-in series for credential attacks.
azure.aad.activity_log.signin_risk,azure,REAL,ciem,UNIQUE,,Detects risky sign-ins for privileged accounts and non-corporate VM logins.
azure.aad.audit.conditional_access_bypass,azure,REAL,ciem,UNIQUE,,Detects alert rule deletions and suspicious conditional access changes.
azure.aad.audit.credential_add,azure,REAL,ciem,UNIQUE,,Detects activity log alert deletion and anomalous credential additions.
azure.aad.audit.directory_change,azure,REAL,ciem,UNIQUE,,Detects policy changes and directory modifications.
azure.aad.audit.disable_pim,azure,REAL,ciem,UNIQUE,,Detects diagnostic setting deletion or PIM disablement.
azure.aad.audit.guest_role_assignment,azure,REAL,ciem,UNIQUE,,Detects guest user invitations and privileged role assignments.
azure.aad.audit.privileged_role_activation,azure,REAL,ciem,UNIQUE,,Detects PIM role activation followed by sensitive resource changes.
azure.aad.audit.signin_chain_evasion,azure,REAL,ciem,UNIQUE,,Detects audit log gaps and suspicious sign-in chains.
azure.aad.audit.signin_risk,azure,REAL,ciem,UNIQUE,,Detects high-risk sign-ins and remote command execution.
azure.aad.audit.user_access_review_bypass,azure,REAL,ciem,UNIQUE,,Detects bypass of access reviews and chained role modifications.
azure.aad.chain.inactive_reenable_disable,azure,REAL,ciem,UNIQUE,,Alerts on sign-ins for long-inactive accounts and re-enable chains.
azure.aad.namespace.default_not_used,azure,NONSENSE,config,UNIQUE,,"Vague/tautological ""namespace.default_not_used"" with no clear intent."
azure.aad.password_policy.hide_feedback,azure,REAL,config,UNIQUE,,Checks password policy obscures authentication feedback.
azure.aad.password_policy.minimum_password_length,azure,REAL,config,UNIQUE,,Checks minimum password length is 14 characters.
azure.aad.password_reset_policies.lockout_threshold,azure,REAL,config,UNIQUE,,Checks password reset policy has low lockout threshold.
azure.aad.role_assignment.system_authenticated_non_default,azure,NONSENSE,config,UNIQUE,,"Vague ""system_authenticated_non_default"" with no clear intent."
azure.aad.user.account_management_enabled,azure,REAL,config,UNIQUE,,Ensures account management controls are enabled.
azure.aad.user.allow_guest_invites,azure,REAL,config,UNIQUE,,Checks guest user invitations are restricted.
azure.aad.user.inactive_disable,azure,REAL,config,UNIQUE,,Checks users inactive for 90 days are disabled.
azure.aad.user.namespace,azure,NONSENSE,config,UNIQUE,,"Vague/tautological ""user.namespace"" with no clear intent."
azure.aad.user.password_policy.enforce_change,azure,REAL,config,UNIQUE,,Checks password policy enforces change for shared accounts.
azure.aad.user.user_principal_name,azure,REAL,config,UNIQUE,,Checks users have a unique principal name.
azure.aad.user_settings.password_reset_notification_enabled,azure,REAL,config,UNIQUE,,Valid check for user notification on password reset.
azure.aad.users.password_policy.enforce_strong_authn,azure,REAL,config,UNIQUE,,Valid check for strong authentication enforcement in password policy.
azure.activity_log.audit.policy_override,azure,REAL,ciem,UNIQUE,,Detects policy assignments that bypass security controls.
azure.activity_log.chain.privilege_escalation,azure,REAL,ciem,UNIQUE,,Monitors for alert rule modifications and privilege escalation chains.
azure.aks.audit.privileged_pod_creation,azure,REAL,ciem,UNIQUE,,Monitors for privileged pod creation events.
azure.aks.cluster.audit_logging,azure,REAL,config,UNIQUE,,Checks if audit logging is enabled on the cluster.
azure.aks.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,azure,NONSENSE,config,UNIQUE,,Rule name is nonsensical/tautological; intent unclear.
azure.aks.cluster.namespace_default,azure,REAL,config,UNIQUE,,Checks for the existence/security of a default namespace.
azure.aks.cluster.node_config,azure,REAL,config,UNIQUE,,Verifies node pool configuration aspects.
azure.aks.cluster.pod_security_policy,azure,REAL,config,UNIQUE,,Checks if Pod Security Policies are enabled/configured.
azure.aks.cluster.rbac_enabled,azure,REAL,config,UNIQUE,,Verifies RBAC is enabled on the cluster.
azure.aks.node_pool.kubelet_config_ownership,azure,REAL,config,UNIQUE,,Checks kubelet config file ownership.
azure.aks.node_pool.kubelet_config_permissions,azure,REAL,config,UNIQUE,,Checks kubelet config file permissions.
azure.aks.pod.security_context,azure,REAL,config,UNIQUE,,Checks pod security context configuration.
azure.aks.pod_security_policy.allow_privilege_escalation,azure,REAL,config,DUP,azure.aks.cluster.pod_security_policy,"Checks a specific PSP setting, semantically part of rule 6's broader PSP check."
azure.authorization.audit.elevate_access,azure,REAL,ciem,UNIQUE,,Detects deletion of diagnostic settings combined with global admin elevation.
azure.authorization.audit.role_assignment_chain,azure,REAL,ciem,UNIQUE,,Detects deletion of activity log alerts and suspicious role assignment chains.
azure.authorization.role_assignment.condition_ip,azure,REAL,config,UNIQUE,,Checks role assignment conditions for required source IP restrictions.
azure.authorization.role_assignment.external_tenants,azure,REAL,config,UNIQUE,,Checks role assignments for principals from unauthorized external tenants.
azure.authorization.role_definition.action,azure,REAL,config,UNIQUE,,Checks role definitions for unauthorized maintenance tool actions.
azure.authorization.role_definition.change_control,azure,REAL,config,UNIQUE,,Checks custom RBAC role definitions for unauthorized changes.
azure.authorization.role_definition.deny_maintenance_tools,azure,REAL,config,DUP,azure.authorization.role_definition.action,"Checks role definitions for denies on maintenance actions, similar intent to rule 5."
azure.automation.activity_log.create_runbook,azure,REAL,ciem,UNIQUE,,Monitors runbook creation events for potential unauthorized deployments.
azure.automation.audit.runbook_start,azure,REAL,ciem,UNIQUE,,Monitors runbook execution starts to control unauthorized software execution.
azure.automation.chain.auditd_bypass,azure,REAL,ciem,UNIQUE,,Detects runbooks designed to disable or circumvent audit logging (auditd).
azure.automation.chain.patch_bypass,azure,REAL,ciem,UNIQUE,,Detects runbooks designed to tamper with or bypass system patching.
azure.compute.activity_log.create_vm,azure,REAL,ciem,UNIQUE,,Monitors VM creation and runbook starts for unauthorized software execution.
azure.compute.activity_log.disable_vtpm,azure,REAL,ciem,DUP,azure.compute.chain.vm_deploy_without_security,"Detects disabling vTPM, same intent as rule 9."
azure.compute.activity_log.runcommand,azure,REAL,ciem,UNIQUE,,Detects remote command execution and high-risk sign-ins on VMs.
azure.compute.activity_log.virtual_machine_update,azure,REAL,ciem,DUP,azure.compute.chain.nested_hypervisor_enable,"Monitors enabling nested virtualization, same intent as rule 8."
azure.compute.audit.rdp_session_anomaly,azure,REAL,ciem,UNIQUE,,Detects MFA disablement and anomalous RDP session patterns.
azure.compute.audit.vm_login_by_privileged,azure,REAL,ciem,UNIQUE,,Detects risky sign-ins for privileged accounts from non-corporate sources.
azure.compute.chain.disable_and_deallocate,azure,REAL,ciem,UNIQUE,,Detects chained actions of disabling Defender and deallocating VMs.
azure.compute.chain.nested_hypervisor_enable,azure,REAL,ciem,UNIQUE,,Monitors enabling nested virtualization and chained bypass actions.
azure.compute.chain.vm_deploy_without_security,azure,REAL,ciem,UNIQUE,,Detects VM deployments/updates that disable vTPM or lack security.
azure.compute.disk.delete_option,azure,REAL,config,UNIQUE,,Checks disk delete-on-VM-deletion configuration.
azure.compute.instance.imdsv2_enabled,azure,NONSENSE,config,UNIQUE,,Incomplete/meaningless description fragment.
azure.compute.virtual_machine.antimalware_enabled,azure,REAL,config,UNIQUE,,Checks if Antimalware or Defender extension is enabled.
azure.compute.virtual_machine.backup_policy,azure,REAL,config,UNIQUE,,Checks VM association with a Backup policy.
azure.compute.virtual_machine.boot_diagnostics,azure,REAL,config,UNIQUE,,Checks if boot diagnostics are enabled.
azure.compute.virtual_machine.disaster_recovery,azure,REAL,config,UNIQUE,,Checks disaster recovery configuration via ASR or backup.
azure.compute.virtual_machine.disk_encryption,azure,REAL,config,UNIQUE,,Checks for disk encryption on VM storage.
azure.compute.virtual_machine.image_baseline,azure,REAL,config,UNIQUE,,Checks VM image source against an approved baseline.
azure.compute.virtual_machine.image_scan,azure,REAL,config,UNIQUE,,Checks VM image source for vulnerability scanning.
azure.compute.virtual_machine.maintenance_behavior,azure,REAL,config,UNIQUE,,Checks VM deallocation setting for maintenance.
azure.compute.virtual_machine.patch_assessment,azure,REAL,config,UNIQUE,,Checks for patch assessment configuration.
azure.compute.virtual_machine.recovery_automation,azure,REAL,config,UNIQUE,,Checks for recovery automation features.
azure.compute.vm.inventory,azure,REAL,config,UNIQUE,,Checks for VM inventory via tags/resource graph.
azure.compute.vm.namespace,azure,NONSENSE,config,UNIQUE,,Rule name is incomplete/vague; no verifiable intent.
azure.function.activity_log.role_assignment,azure,REAL,ciem,DUP,azure.function.audit.privileged_action,Both detect excessive/privileged role assignments; rule 2 is better named.
azure.function.audit.privileged_action,azure,REAL,ciem,UNIQUE,,Detects excessive/privileged role assignments for Azure Function.
azure.monitor.activity_log.alert_rule_deletion,azure,REAL,ciem,UNIQUE,,Detects alert rule deletions and suspicious policy changes.
azure.monitor.activity_log.audit_gap_detection,azure,REAL,ciem,UNIQUE,,Identifies gaps in audit log coverage and suspicious sign-in chains.
azure.monitor.activity_log.bypass_just_in_time,azure,REAL,ciem,UNIQUE,,Monitors privileged role activations and JIT VM access bypass attempts.
azure.monitor.activity_log.diagnostic_setting_modified,azure,REAL,ciem,UNIQUE,,Detects modifications to diagnostic settings' retention/rotation patterns.
azure.monitor.activity_log.disable,azure,REAL,ciem,UNIQUE,,Detects attempts to disable Azure Monitor logs or delete Policy assignments.
azure.monitor.activity_log.retention_change,azure,REAL,ciem,DUP,azure.monitor.activity_log.diagnostic_setting_modified,Semantically same as rule 4 (detecting diagnostic/retention modifications).
azure.monitor.activity_log.timestamp_anomaly,azure,REAL,ciem,UNIQUE,,Identifies log timestamp anomalies or unauthorized workspace deletions.
azure.monitor.audit.brute_force_pattern,azure,REAL,ciem,UNIQUE,,Identifies rapid failed sign-in sequences indicating credential attacks.
azure.monitor.audit.bypass_logging,azure,REAL,ciem,DUP,azure.monitor.activity_log.bypass_just_in_time,Semantically same as rule 3 (privileged role activation and logging bypass).
azure.monitor.audit.diagnostic_delete,azure,REAL,ciem,UNIQUE,,Alerts on emergency access activation and diagnostic log deletion.
azure.monitor.audit.diagnostic_disable,azure,REAL,ciem,DUP,azure.monitor.activity_log.diagnostic_setting_modified,Semantically same as rule 4 (diagnostic setting changes impacting visibility).
azure.monitor.audit.disable,azure,REAL,ciem,DUP,azure.monitor.activity_log.disable,Semantically same as rule 5 (disabling/deleting diagnostic settings/logs).
azure.monitor.audit.disable_diagnostic,azure,REAL,ciem,DUP,azure.monitor.activity_log.disable,Semantically same as rule 5 (removing policy assignments and disabling diagnostics).
azure.monitor.chain.alert_suppression,azure,REAL,ciem,UNIQUE,,Detects policy assignments bypassing controls and chained disabling events.
azure.monitor.chain.audit_log_tampering,azure,REAL,ciem,DUP,azure.monitor.activity_log.disable,Semantically same as rule 5 (deletion/modification of logging settings).
azure.monitor.chain.elevation_then_resource_modify,azure,REAL,ciem,UNIQUE,,Detects PIM role activation then resource modification.
azure.monitor.chain.log_export_disruption,azure,REAL,ciem,UNIQUE,,Detects changes to diagnostic settings disrupting log export.
azure.monitor.chain.log_removal,azure,REAL,ciem,UNIQUE,,Detects disabling of Defender malware logs or Log Analytics removal.
azure.monitor.chain.logprofile_evasion,azure,REAL,ciem,UNIQUE,,Detects Activity Log retention changes and chained evasion actions.
azure.monitor.chain.replay_sequence,azure,REAL,ciem,UNIQUE,,Detects token replay and anomalous authentication sequences.
azure.monitor.chain.role_assignment_persistence,azure,REAL,ciem,UNIQUE,,Detects bypass of access reviews and chained role persistence.
azure.monitor.activity_log.profile.log_retention,azure,REAL,config,UNIQUE,,Checks Activity Log retention duration for incident handling.
azure.monitor.activity_log_alert.configured,azure,REAL,config,UNIQUE,,Checks if Activity Log Alerts are configured (refined).
azure.monitor.diagnostic_setting.kubernetes,azure,REAL,config,UNIQUE,,Checks diagnostic settings for Kubernetes (refined).
azure.monitor.log_analytics_workspace.retention_days,azure,REAL,config,UNIQUE,,Ensures Log Analytics workspace retention meets requirements.
azure.network.activity_log.modify_security_rule,azure,REAL,ciem,UNIQUE,,Detects modifications to NSG rules allowing unencrypted protocols.
azure.network.network_security_group.rule_access,azure,REAL,config,UNIQUE,,Checks NSG rules enforce allowed flows (deny by default).
azure.network.nsg.deny_all_inbound,azure,REAL,config,DUP,azure.network.nsg.ingress_restricted,Both check inbound restrictions; rule 4 is more specific/representative.
azure.network.nsg.ingress_restricted,azure,REAL,config,UNIQUE,,Checks NSGs restrict inbound traffic to authorized sources.
azure.network.nsg.least_functionality,azure,REAL,config,DUP,azure.network.nsg.ingress_restricted,"Checks for overly permissive inbound rules, a subset of rule 4's intent."
azure.network.virtual_network_peering.allow_forwarded_traffic,azure,REAL,config,UNIQUE,,Checks VNet peering does not allow forwarded external traffic.
azure.pim.activity_log.role_activate,azure,REAL,ciem,UNIQUE,,Monitors role activations and diagnostic setting changes for visibility.
azure.pim.audit.activation_anomaly,azure,REAL,ciem,UNIQUE,,Detects anomalous privileged role assignments and just-in-time activations.
azure.policy.activity_log.delete_assignment,azure,REAL,ciem,UNIQUE,,"Detects removal of policy assignments, a specific compliance event."
azure.policy.activity_log.exemption_creation,azure,REAL,ciem,UNIQUE,,"Detects creation of policy exemptions, a specific compliance bypass event."
azure.policy.audit.delete_assignment,azure,REAL,ciem,DUP,azure.policy.activity_log.delete_assignment,Semantically same as rule 1 (deleting policy assignments that enforce logging).
azure.policy.audit.disable,azure,REAL,ciem,UNIQUE,,"Detects disabling of diagnostic settings, a specific logging/audit event."
azure.policy.audit.exempt,azure,REAL,ciem,DUP,azure.policy.activity_log.exemption_creation,Semantically same as rule 2 (policy exemption to bypass security monitoring).
azure.policy.chain.bypass_defender,azure,REAL,ciem,UNIQUE,,"Detects disabling of Defender Antimalware, a specific security control event."
azure.policy.chain.evade_asc_policies,azure,REAL,ciem,DUP,azure.policy.chain.bypass_defender,Semantically same as rule 6 (disabling Defender/Antimalware and ASC policies).
azure.policy.chain.log_evasion,azure,REAL,ciem,DUP,azure.policy.audit.disable,Semantically same as rule 4 (disabling diagnostic settings for evasion).
azure.rbac.activity_log.role_assignment_write,azure,REAL,ciem,DUP,azure.rbac.audit.role_evasion_chain,Rule 1 and 3 have identical descriptions; 3 is the winner as its name more directly indicates the evasion behavior.
azure.rbac.audit.role_assignment,azure,REAL,ciem,UNIQUE,,"Monitors privileged sign-ins and excessive assignments, a different behavioral check from rule 3."
azure.rbac.audit.role_evasion_chain,azure,REAL,ciem,UNIQUE,,Monitors role assignment events and multi-step evasion attempts (rule 1 is a duplicate of this).
azure.rbac.role.custom_role_permissions,azure,REAL,config,UNIQUE,,Checks static configuration/permissions boundaries for custom roles.
azure.security.asc.audit.disable,azure,REAL,ciem,UNIQUE,,Detects disabling of Azure Security Center/Defender policies or Defender EASM resources.
azure.security.audit.delete_log_profile,azure,REAL,ciem,UNIQUE,,Detects disabling of diagnostic settings or deletion of log profiles for AKS audit logs.
azure.security.audit.disable_va,azure,REAL,ciem,UNIQUE,,Identifies actions that disable vulnerability assessments or modify related settings.
azure.security.audit.log_manipulation,azure,REAL,ciem,UNIQUE,,Identifies log timestamp discrepancies or unauthorized log workspace deletions.
azure.security.audit.security_solution_delete,azure,REAL,ciem,UNIQUE,,Detects deletion of diagnostic settings or security solutions that suppress security data.
azure.security.chain.anomaly_pattern,azure,REAL,ciem,UNIQUE,,Detects disabling/deletion of Activity Log export and anomalous high-risk action sequences.
azure.security.chain.audit_tamper,azure,REAL,ciem,DUP,azure.security.chain.anomaly_pattern,Monitors Activity Log retention changes and chained actions to suppress logs (similar to rule 6).
azure.security.chain.defense_evasion,azure,REAL,ciem,DUP,azure.security.chain.disable_a_s_c_alerts,Identifies diagnostic setting changes and chained actions to disrupt logging (similar to rule 9).
azure.security.chain.disable_a_s_c_alerts,azure,REAL,ciem,UNIQUE,,Identifies actions that remove monitoring or disable Azure Security Center alerts.
azure.security.chain.log_evasion,azure,REAL,ciem,DUP,azure.security.chain.anomaly_pattern,"Detects deletion/export of Activity Logs, workspaces, or alerts (similar to rule 6)."
azure.security.chain.log_suppression_evasion,azure,REAL,ciem,DUP,azure.security.chain.anomaly_pattern,Detects modifications to diagnostic settings' retention and disabling patterns (similar to rule 6).
azure.securitycenter.activity_log.alert_suppression,azure,REAL,ciem,UNIQUE,,Detects suppression of alerts or creation of policy exemptions.
azure.securitycenter.audit.disable,azure,REAL,ciem,UNIQUE,,Detects disabling of malware scanning logs or removal of Log Analytics.
azure.securitycenter.audit.disable_va,azure,REAL,ciem,UNIQUE,,Detects disabling of vulnerability assessments or modification of network settings.
azure.storage.audit.delete_blob,azure,REAL,ciem,UNIQUE,,Detects deletion events (behavior)
azure.storage.blob.namespace,azure,NONSENSE,config,UNIQUE,,"Vague/empty intent (""namespace"" unclear)"
azure.storage.bucket.lifecycle_enabled,azure,REAL,config,UNIQUE,,Checks if lifecycle management is enabled
azure.storage.immutable.blob_enabled,azure,REAL,config,UNIQUE,,Checks if immutable (WORM) blobs are enabled
azure.storage.storage_account.blob_encryption_enabled,azure,REAL,config,UNIQUE,,Checks if blob service encryption is enabled
azure.vm.activity_log.auditd_modify,azure,REAL,ciem,UNIQUE,,Detects auditd config changes and runbooks that disable/circumvent.
azure.vm.activity_log.modify_time_config,azure,REAL,ciem,UNIQUE,,Detects modifications to time sync settings or disabling of log profiles.
azure.vm.audit.patch_override,azure,REAL,ciem,UNIQUE,,Identifies patch state tampering or runbooks to bypass updates.
azure.vm.config_file.permissions,azure,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""refined"")."
azure.vm.guest_config.antimalware_enabled,azure,REAL,config,UNIQUE,,Checks if Antimalware/Defender extension is enabled and running.
azure.vm.scale.set_configured,azure,NONSENSE,config,UNIQUE,,"Description is a generic capacity planning statement, not a specific check."
azure.vm.stopped.instance,azure,NONSENSE,config,UNIQUE,,"Description is a generic inventory statement, not a specific check."
gcp.audit_log.activity_log.integrity_check,gcp,REAL,ciem,UNIQUE,,Detects multi-step IAM escalation patterns via audit log integrity.
gcp.audit_log.activity_log.sink_deletion,gcp,REAL,ciem,UNIQUE,,Detects deletion of logging sinks and chained IAM escalation.
gcp.cloudasset.activity_log.export_delete,gcp,REAL,ciem,UNIQUE,,"Detects deletion/state change of SCC findings, a specific security event."
gcp.cloudasset.chain.iam_escalation,gcp,REAL,ciem,UNIQUE,,"Detects a chained attack pattern (sink deletion + IAM escalation), a distinct behavioral sequence."
gcp.cloudaudit.audit.authentication_anomaly,gcp,REAL,ciem,UNIQUE,,Detects repeated failed auth events (behavioral anomaly)
gcp.cloudaudit.audit.role_update,gcp,REAL,ciem,DUP,gcp.cloudaudit.audit.set_iam_policy,Detects key creation & role binding; intent overlaps with rule 3
gcp.cloudaudit.audit.set_iam_policy,gcp,REAL,ciem,UNIQUE,,Detects key creation & IAM policy changes by privileged identities
gcp.cloudaudit.chain.project_iam_binding_change,gcp,REAL,ciem,DUP,gcp.cloudaudit.audit.set_iam_policy,Detects key creation & IAM binding changes; overlaps with rule 3's scope
gcp.cloudaudit.chain.project_role_evasion,gcp,REAL,ciem,UNIQUE,,Detects key creation post-review & chained role modifications (temporal chain)
gcp.cloudaudit.chain.replay_behavior,gcp,REAL,ciem,UNIQUE,,Detects replay attempts & behavioral chains (credential theft focus)
gcp.cloudaudit.chain.sa_impersonation_escalation,gcp,REAL,ciem,DUP,gcp.cloudaudit.chain.project_role_evasion,Detects key creation & impersonation chains; overlaps with rule 5's escalation chain logic
gcp.cloudfunction.audit.iam_binding,gcp,REAL,ciem,DUP,gcp.cloudfunction.chain.identity_escalation,Both detect IAM bindings with broad roles and chained events for privilege escalation; rule 2 is more specific.
gcp.cloudfunction.chain.identity_escalation,gcp,REAL,ciem,UNIQUE,,Detects IAM bindings with broad roles and chained events leading to privilege escalation.
gcp.compute.activity_log.auditd_alter,gcp,REAL,ciem,UNIQUE,,Detects auditd/OS Config manipulation
gcp.compute.activity_log.create_firewall_voip,gcp,REAL,ciem,UNIQUE,,Detects firewall creation for VoIP/Contact Center AI
gcp.compute.activity_log.create_image,gcp,REAL,ciem,UNIQUE,,Flags custom image creation from external sources
gcp.compute.activity_log.delete_disk,gcp,REAL,ciem,UNIQUE,,Detects disk deletion and snapshot creation
gcp.compute.activity_log.delete_os_policy,gcp,REAL,ciem,DUP,gcp.compute.audit.disable_shielded_vm,Same as rule 15 (disable Shielded VM/delete OS policy)
gcp.compute.activity_log.disable_osconfig_malware,gcp,REAL,ciem,UNIQUE,,Detects disabling OS Config malware scanning/IAM changes
gcp.compute.activity_log.firewall_rule_update,gcp,REAL,ciem,UNIQUE,,Detects permissive firewall updates and log sink deletion
gcp.compute.activity_log.insert,gcp,REAL,ciem,UNIQUE,,Tracks instance creation and OS Config patch execution
gcp.compute.activity_log.modify_guest_time,gcp,REAL,ciem,UNIQUE,,Detects VM guest time/NTP and logging changes
gcp.compute.activity_log.set_nested_virtualization,gcp,REAL,ciem,UNIQUE,,Alerts on enabling nested virtualization
gcp.compute.activity_log.set_ntp_config,gcp,REAL,ciem,UNIQUE,,Detects NTP config and logging sink changes
gcp.compute.activity_log.ssh_invocation,gcp,REAL,ciem,UNIQUE,,Detects SSH/RDP access and anomalous key creation
gcp.compute.activity_log.update_shielded_instance,gcp,REAL,ciem,UNIQUE,,Detects shielded VM policy modifications
gcp.compute.audit.disable_osconfig,gcp,REAL,ciem,UNIQUE,,Detects disabling OS Config agent
gcp.compute.audit.disable_shielded_vm,gcp,REAL,ciem,UNIQUE,,Detects disabling Shielded VM integrity (winner for dup)
gcp.compute.audit.instance_creation_with_nested,gcp,REAL,ciem,UNIQUE,,Detects enabling nested virtualization on VMs.
gcp.compute.audit.instance_creation_without_integrity,gcp,REAL,ciem,UNIQUE,,Detects disabling shielded VM features or creating unshielded VMs.
gcp.compute.audit.instance_metadata_privilege_enable,gcp,REAL,ciem,UNIQUE,,Detects privileged container launches on GKE or Compute Engine.
gcp.compute.audit.os_login_by_service_account,gcp,REAL,ciem,UNIQUE,,Detects service account key creation and external OS login by service accounts.
gcp.compute.audit.patch_override,gcp,REAL,ciem,UNIQUE,,Detects patch policy overrides or OS Config agent manipulations.
