rule_id,csp,service,type,action,frameworks,framework_count,control_count,mapped_controls,suggested_intent
alicloud.actiontrail.audit.trail_stop_delete,alicloud,actiontrail,audit,trail_stop_delete,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(5),Detect ActionTrail trail stopping or deletion events
alicloud.actiontrail.audit.trail_tamper,alicloud,actiontrail,audit,trail_tamper,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Identify ActionTrail trail stops/deletions or delivery failures correlated with subsequent sensitive RAM/OSS actions.
alicloud.actiontrail.audit.trail_tampering,alicloud,actiontrail,audit,trail_tampering,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Detect ActionTrail trail stops or log delivery failures affecting timestamps
alicloud.actiontrail.chain.assume_role_modify,alicloud,actiontrail,chain,assume_role_modify,CIS,1,1,CIS/5.2.10,Detect attachment of high-privilege RAM policies to users/roles and role assumption followed by policy modifications.
alicloud.actiontrail.chain.audit_circumvent,alicloud,actiontrail,chain,audit_circumvent,CIS,1,1,CIS/3.2.2,"Detect ActionTrail trail deletions, stops, or updates and patterns of audit trail disruption combined with sensitive management actions."
alicloud.actiontrail.chain.delete_malware_logs,alicloud,actiontrail,chain,delete_malware_logs,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect stopping of Security Center agents and chained deletion of ActionTrail logs related to malware alerts.
alicloud.actiontrail.chain.log_suppression,alicloud,actiontrail,chain,log_suppression,CIS,1,1,CIS/1.2.22,Detect ActionTrail configuration changes that reduce log backups and chained suppression of audit trails.
alicloud.actiontrail.chain.permission_grant,alicloud,actiontrail,chain,permission_grant,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect direct policy attachments to users and permission grant chains bypassing groups>
alicloud.actiontrail.chain.privilege_abuse,alicloud,actiontrail,chain,privilege_abuse,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(1),Detect RAM policy attachments and chained high-risk actions indicating privilege abuse.
alicloud.actiontrail.chain.ram_policy_evasion,alicloud,actiontrail,chain,ram_policy_evasion,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect RAM user login profile reactivation after review disable and chained RAM policy updates to retain privileges
alicloud.actiontrail.chain.ram_privilege_escalation,alicloud,actiontrail,chain,ram_privilege_escalation,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(2),Detect direct policy attachments to users and RAM privilege escalation chains
alicloud.actiontrail.chain.replay_anomaly,alicloud,actiontrail,chain,replay_anomaly,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts in RAM audit logs and anomalous chains of authentication actions.
alicloud.actiontrail.chain.tamper_pattern,alicloud,actiontrail,chain,tamper_pattern,CIS,1,1,CIS/2.4,Monitor RAM policy alterations and multi-step tampering patterns in ActionTrail logs
alicloud.actiontrail.chain.trail_deletion,alicloud,actiontrail,chain,trail_deletion,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Security Center anti-malware audit features or deletion of ActionTrail trails that log malware-related events.
alicloud.actiontrail.chain.trail_tampering_evasion,alicloud,actiontrail,chain,trail_tampering_evasion,CIS,1,1,CIS/1.2.23,Detect modifications to ActionTrail trail settings (max file size/rotation) and multi-step attempts to disrupt logging.
alicloud.actiontrail.chain.uninstall_and_stop,alicloud,actiontrail,chain,uninstall_and_stop,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect uninstalling CloudMonitor agent or chaining uninstall with instance stop to evade monitoring
alicloud.chain.ram_bypass,alicloud,chain,ram_bypass,,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect deletion or stoppage of ActionTrail trails and chained RAM policy changes that weaken or bypass security monitoring.
alicloud.chain.trail_stop_privilege,alicloud,chain,trail_stop_privilege,,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Identify ActionTrail trail stops/deletions or delivery failures correlated with subsequent sensitive RAM/OSS actions.
alicloud.ecs.activity_log.auditd_kill,alicloud,ecs,activity_log,auditd_kill,CIS,1,1,CIS/5.7.2,Detect ECS instance auditd process kill events and OOS executions that modify or stop auditd service
alicloud.ecs.activity_log.modify_instance,alicloud,ecs,activity_log,modify_instance,PCI_DSS,1,1,PCI_DSS/10.6.1,Detect changes to ECS instance attributes related to time sync or ActionTrail trail updates that could compromise time-aligned auditing.
alicloud.ecs.activity_log.modify_instance_attributes,alicloud,ecs,activity_log,modify_instance_attributes,CIS,1,1,CIS/5.1,Detect ECS instance attribute modifications disabling trusted execution or RunInstance calls bypassing security enhancements.
alicloud.ecs.activity_log.modify_instance_type,alicloud,ecs,activity_log,modify_instance_type,CIS,1,1,CIS/6.1,Track ECS instance type modifications or explicit actions enabling nested virtualization.
alicloud.ecs.activity_log.modify_sg,alicloud,ecs,activity_log,modify_sg,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(2),Identify actions to disable Security Center vulnerability scanning and modifications to ECS security groups that restrict scanner IPs.
alicloud.ecs.activity_log.modify_time_service,alicloud,ecs,activity_log,modify_time_service,NIST_800_171,1,1,NIST_800_171/3.3.7,Detect actions that disable or modify time services on ECS instances and disabling or pausing ActionTrail trails that could affect audit timestamp generation.
alicloud.ecs.activity_log.privileged_container_launch,alicloud,ecs,activity_log,privileged_container_launch,CIS,1,1,CIS/2.1.1,Monitor ACK and ECS for privileged container launch events
alicloud.ecs.activity_log.run_instances,alicloud,ecs,activity_log,run_instances,NIST_800_171,1,1,NIST_800_171/3.4.8,Detect ECS instance launches and OOS template executions to enforce software whitelisting/blacklisting policies.
alicloud.ecs.activity_log.sendcommand,alicloud,ecs,activity_log,sendcommand,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect remote command execution via ECS SendCommand and modifications to RAM user login profiles for remote access.
alicloud.ecs.audit.create_image,alicloud,ecs,audit,create_image,NIST_800_171,1,1,NIST_800_171/3.7.4,Monitor ECS custom image creation and OOS template executions that could introduce untested diagnostic programs.
alicloud.ecs.audit.delete_disk,alicloud,ecs,audit,delete_disk,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect disk deletion and OSS bucket deletion events indicating media disposal.
alicloud.ecs.audit.enable_nested_virtualization,alicloud,ecs,audit,enable_nested_virtualization,CIS,1,1,CIS/6.1,Track ECS instance type modifications or explicit actions enabling nested virtualization.
alicloud.ecs.audit.patch_override,alicloud,ecs,audit,patch_override,CIS,1,1,CIS/10.7,Detect ECS instance patch state tampering or OOS template executions designed to circumvent patching.
alicloud.ecs.audit.run_instance_without_security,alicloud,ecs,audit,run_instance_without_security,CIS,1,1,CIS/5.1,Detect ECS instance attribute modifications disabling trusted execution or RunInstance calls bypassing security enhancements.
alicloud.ecs.audit.stop_security_agent,alicloud,ecs,audit,stop_security_agent,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect stopping of Security Center agents and chained deletion of ActionTrail logs related to malware alerts.
alicloud.ecs.audit.uninstall_cloudmonitor,alicloud,ecs,audit,uninstall_cloudmonitor,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect uninstalling CloudMonitor agent or chaining uninstall with instance stop to evade monitoring
alicloud.ecs.chain.privileged_login_session,alicloud,ecs,chain,privileged_login_session,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(1),Detect AccessKey creation for privileged RAM user and chained ECS privileged login
alicloud.ecs.chain.ssh_tunnel_activity,alicloud,ecs,chain,ssh_tunnel_activity,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA device unbinding and SSH tunnel chains used to maintain persistent access.
alicloud.fc.activity_log.assume_role,alicloud,fc,activity_log,assume_role,CIS,1,1,CIS/12.4,Detect RAM policy attachments to Function Compute roles with broad permissions and role assumption attempts from unexpected contexts.
alicloud.fc.audit.create_service,alicloud,fc,audit,create_service,NIST_800_171,1,1,NIST_800_171/3.13.13,Detect new Function Compute services or function code updates as potential unauthorized mobile code deployment.
alicloud.fc.audit.ram_policy_attach,alicloud,fc,audit,ram_policy_attach,CIS,1,1,CIS/12.4,Detect RAM policy attachments to Function Compute roles with broad permissions and role assumption attempts from unexpected contexts.
alicloud.fc.audit.update_function,alicloud,fc,audit,update_function,NIST_800_171,1,1,NIST_800_171/3.13.13,Detect new Function Compute services or function code updates as potential unauthorized mobile code deployment.
alicloud.log.audit.disable_project,alicloud,log,audit,disable_project,CIS,1,1,CIS/2.2.1,Detect deletion of ActionTrail trails or disabling of Log Service projects for ACK audit logs.
alicloud.oos.audit.execute_template,alicloud,oos,audit,execute_template,NIST_800_171,1,1,NIST_800_171/3.4.8,Detect ECS instance launches and OOS template executions to enforce software whitelisting/blacklisting policies.
alicloud.oos.audit.template_execution,alicloud,oos,audit,template_execution,NIST_800_171,1,1,NIST_800_171/3.7.4,Monitor ECS custom image creation and OOS template executions that could introduce untested diagnostic programs.
alicloud.oos.chain.auditd_modify,alicloud,oos,chain,auditd_modify,CIS,1,1,CIS/5.7.2,Detect ECS instance auditd process kill events and OOS executions that modify or stop auditd service
alicloud.oos.chain.patch_bypass,alicloud,oos,chain,patch_bypass,CIS,1,1,CIS/10.7,Detect ECS instance patch state tampering or OOS template executions designed to circumvent patching.
alicloud.oss.activity_log.delete_bucket,alicloud,oss,activity_log,delete_bucket,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect disk deletion and OSS bucket deletion events indicating media disposal.
alicloud.oss.chain.log_lifecycle,alicloud,oss,chain,log_lifecycle,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect ActionTrail trail deletions or OSS lifecycle rules targeting audit logs to prevent audit record loss
alicloud.ram.activity_log.console_login_inactive_user,alicloud,ram,activity_log,console_login_inactive_user,CIS,1,1,CIS/1.5,"Detect console login by RAM user inactive >90 days, and chained policy attachment to dormant account"
alicloud.ram.activity_log.delete_policy_version,alicloud,ram,activity_log,delete_policy_version,NIST_800_171,1,1,NIST_800_171/3.12.2,Detect deletion of RAM policy versions that enforce controls and deletion of ActionTrail trails to evade detection of corrective action failures.
alicloud.ram.activity_log.login_attempt_limit,alicloud,ram,activity_log,login_attempt_limit,NIST_800_171,1,1,NIST_800_171/3.1.8,Detect when RAM user login failures exceed a defined threshold within a monitoring window.
alicloud.ram.activity_log.replay_detection,alicloud,ram,activity_log,replay_detection,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts in RAM audit logs and anomalous chains of authentication actions.
alicloud.ram.activity_log.unbind_mfa,alicloud,ram,activity_log,unbind_mfa,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA device unbinding and SSH tunnel chains used to maintain persistent access.
alicloud.ram.activity_log.user_creation,alicloud,ram,activity_log,user_creation,CIS,1,1,CIS/5.3.2,Detect creation of RAM users with external email and immediate attachment of privileged policies.
alicloud.ram.audit.attach_policy_to_user,alicloud,ram,audit,attach_policy_to_user,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect direct policy attachments to users and permission grant chains bypassing groups>
alicloud.ram.audit.create_accesskey,alicloud,ram,audit,create_accesskey,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Detect ActionTrail log updates and RAM access key creation to obstruct incident investigation.
alicloud.ram.audit.login_profile_modify,alicloud,ram,audit,login_profile_modify,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect remote command execution via ECS SendCommand and modifications to RAM user login profiles for remote access.
alicloud.ram.audit.policy_alter,alicloud,ram,audit,policy_alter,CIS,1,1,CIS/2.4,Monitor RAM policy alterations and multi-step tampering patterns in ActionTrail logs
alicloud.ram.audit.privilege_anomaly,alicloud,ram,audit,privilege_anomaly,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),Monitor for ActionTrail logging stoppage and anomalous RAM privilege assignments.
alicloud.ram.audit.privileged_anomaly,alicloud,ram,audit,privileged_anomaly,PCI_DSS,1,1,PCI_DSS/10.2.2,Detect critical event gaps in ActionTrail and anomalous RAM privileged actions
alicloud.ram.audit.privileged_policy_attach,alicloud,ram,audit,privileged_policy_attach,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),Detect ActionTrail trail deactivation followed by high-privilege RAM policy attachment
alicloud.ram.audit.user_login_profile_reactivate,alicloud,ram,audit,user_login_profile_reactivate,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect RAM user login profile reactivation after review disable and chained RAM policy updates to retain privileges
alicloud.ram.chain.assume_role_anomaly,alicloud,ram,chain,assume_role_anomaly,SOC2,1,1,SOC2/P6.6,Detect ActionTrail deletion and anomalous RAM role assumption to circumvent logging
alicloud.ram.chain.assume_role_delete_key,alicloud,ram,chain,assume_role_delete_key,NIST_800_171,1,1,NIST_800_171/3.12.3,Detect deletion of ActionTrail audit logs and chained privilege escalation via STS role assumption followed by access key deletion.
alicloud.ram.chain.attach_policy,alicloud,ram,chain,attach_policy,CIS,1,1,CIS/5.3.2,Detect creation of RAM users with external email and immediate attachment of privileged policies.
alicloud.ram.chain.attach_policy_anomaly,alicloud,ram,chain,attach_policy_anomaly,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect ActionTrail stopping and anomalous RAM policy attachment to users/roles.
alicloud.ram.chain.attach_policy_evasion,alicloud,ram,chain,attach_policy_evasion,CIS,1,1,CIS/5.3.7,Monitor RAM policy attachment events and suspicious chains evading periodic review
alicloud.ram.chain.audit_role_strip,alicloud,ram,chain,audit_role_strip,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),Detect stopping of ActionTrail trails or chained RAM role modifications to remove audit capabilities.
alicloud.ram.chain.defense_evasion,alicloud,ram,chain,defense_evasion,NIST_800_171,1,1,NIST_800_171/3.3.6,Identify ActionTrail trail deletions or configurations to stop logging and chained RAM actions to evade audit
alicloud.ram.chain.delete_malware_policy,alicloud,ram,chain,delete_malware_policy,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect stopping of Anti-Bot Service or RAM policy deletions that remove malware protection entitlements.
alicloud.ram.chain.detach_policy,alicloud,ram,chain,detach_policy,NIST_800_171,1,1,NIST_800_171/3.6.3,Identify ActionTrail deletion and RAM policy detachment attempts to disrupt incident evidence collection.
alicloud.ram.chain.inactive_user_policy_attach,alicloud,ram,chain,inactive_user_policy_attach,CIS,1,1,CIS/1.5,"Detect console login by RAM user inactive >90 days, and chained policy attachment to dormant account"
alicloud.ram.chain.log_policy_detach,alicloud,ram,chain,log_policy_detach,CIS,1,1,CIS/2.3.1,Detect deletion of ActionTrail trails or RAM policy detachments affecting CS audit log access
alicloud.ram.chain.log_tamper,alicloud,ram,chain,log_tamper,CIS,1,1,CIS/3.1.13,Monitor ActionTrail trail configuration modifications and RAM role assumption chains to manipulate logging
alicloud.ram.chain.privileged_action,alicloud,ram,chain,privileged_action,CANADA_PBMM,1,1,CANADA_PBMM/AU-2(3),"Detect stopping or deletion of ActionTrail trails, and chained RAM policy modifications with immediate privileged API calls."
alicloud.ram.chain.suspicious_assume,alicloud,ram,chain,suspicious_assume,CANADA_PBMM,1,1,CANADA_PBMM/AU-6(1),Detect ActionTrail configuration changes and suspicious RAM role assumption chains that may indicate defense evasion
alicloud.ram.chain.trail_bypass,alicloud,ram,chain,trail_bypass,CIS,1,1,CIS/1.2.20,Detect ActionTrail logging suspension and RAM role/Policy chains to bypass audit.
alicloud.ram.chain.unauthorized_assume,alicloud,ram,chain,unauthorized_assume,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Identify anomalies in log review activity and detect unauthorized role assumption chains in ActionTrail and RAM logs.
alicloud.resourcemanager.audit.folder_change,alicloud,resourcemanager,audit,folder_change,NIST_800_171,1,1,NIST_800_171/3.4.3,Track RAM (Resource Access Management) policy changes and resource directory folder modifications to log system changes.
alicloud.sas.activity_log.backup_policy_delete,alicloud,sas,activity_log,backup_policy_delete,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect deletion of Security Center (SAS) vulnerability backup policies or stopping of ActionTrail audit trails, indicating attempts to disrupt vulnerability tracking."
alicloud.sas.audit.disable,alicloud,sas,audit,disable,CIS,1,1,CIS/8.1.16,Detect disabling of Security Center (SAS) or RAM privilege escalation chains aimed at evading external attack surface detection.
alicloud.security.audit.alert_configuration_delete,alicloud,security,audit,alert_configuration_delete,CIS,1,1,CIS/4.15,Detect stopping of ActionTrail logs or deletion of alert configurations in Security Center to suppress notifications.
alicloud.security.audit.stop_anti_bot,alicloud,security,audit,stop_anti_bot,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect stopping of Anti-Bot Service or RAM policy deletions that remove malware protection entitlements.
alicloud.securitycenter.audit.disable,alicloud,securitycenter,audit,disable,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Security Center anti-malware audit features or deletion of ActionTrail trails that log malware-related events.
alicloud.securitycenter.audit.disable_scan,alicloud,securitycenter,audit,disable_scan,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(2),Identify actions to disable Security Center vulnerability scanning and modifications to ECS security groups that restrict scanner IPs.
alicloud.slb.chain.listener_attribute_modify,alicloud,slb,chain,listener_attribute_modify,CIS,1,1,CIS/10.3,Detect security group rule updates allowing non-SSL traffic and chained modifications to SLB listener attributes that could remove HTTPS/SSL certificates.
alicloud.voicenavigator.audit.create_instance,alicloud,voicenavigator,audit,create_instance,NIST_800_171,1,1,NIST_800_171/3.13.14,Monitor security group modifications for SIP/RTP ports and Voice Navigator instance creation
alicloud.vpc.activity_log.modify_security_group_voip,alicloud,vpc,activity_log,modify_security_group_voip,NIST_800_171,1,1,NIST_800_171/3.13.14,Monitor security group modifications for SIP/RTP ports and Voice Navigator instance creation
alicloud.vpc.activity_log.security_group_update,alicloud,vpc,activity_log,security_group_update,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect security group updates that create overly permissive rules and stopping of ActionTrail logs to obstruct monitoring.
alicloud.vpc.audit.modify_security_group_rule,alicloud,vpc,audit,modify_security_group_rule,CIS,1,1,CIS/10.3,Detect security group rule updates allowing non-SSL traffic and chained modifications to SLB listener attributes that could remove HTTPS/SSL certificates.
aws.chime.audit.create_meeting,aws,chime,audit,create_meeting,NIST_800_171,1,1,NIST_800_171/3.13.14,Detect creation of VPC endpoints for VoIP services and privileged Chime meeting creation
aws.cloudtrail.activity_log.audit_policy_change,aws,cloudtrail,activity_log,audit_policy_change,CIS,1,1,CIS/3.2.2,"Detect changes to CloudTrail configuration (e.g., stopped trails, deleted trails) and sequences of actions that may indicate audit suppression (e.g., trail stop followed by sensitive API calls)."
aws.cloudtrail.activity_log.config_change,aws,cloudtrail,activity_log,config_change,NIST_800_171,1,1,NIST_800_171/3.4.3,"Detect CloudTrail log configuration changes and privileged IAM actions (e.g., policy modifications) to track and review system changes."
aws.cloudtrail.activity_log.critical_event_missing,aws,cloudtrail,activity_log,critical_event_missing,PCI_DSS,1,1,PCI_DSS/10.2.2,Detect missing critical audit events and anomalous privileged actions in CloudTrail logs
aws.cloudtrail.activity_log.delete,aws,cloudtrail,activity_log,delete,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect deletion or modification of CloudTrail logs to ensure audit record integrity and prevent defense evasion
aws.cloudtrail.activity_log.disable,aws,cloudtrail,activity_log,disable,CIS,1,1,CIS/2.1.2,"Detect CloudTrail logging disabled or stopped, and multi-step attempts to evade audit logging via S3 bucket policy changes or trail deletion."
aws.cloudtrail.activity_log.disable_logging,aws,cloudtrail,activity_log,disable_logging,CIS,1,1,CIS/2.3.1,Detect attempts to disable or delete CloudTrail logs for EKS audit data
aws.cloudtrail.activity_log.periodic_review,aws,cloudtrail,activity_log,periodic_review,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Detect missing periodic log reviews and anomalous privileged actions across AWS services.
aws.cloudtrail.activity_log.timestamp_tampering,aws,cloudtrail,activity_log,timestamp_tampering,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Detect attempts to manipulate or delete CloudTrail timestamps/logs to evade audit trails
aws.cloudtrail.audit.config_deletion,aws,cloudtrail,audit,config_deletion,PCI_DSS,1,1,PCI_DSS/10.7.1,"Detect deletion of critical logging/security configs (Config, CloudTrail, GuardDuty) and chained actions to disable monitoring before an attack."
aws.cloudtrail.audit.console_login_by_root,aws,cloudtrail,audit,console_login_by_root,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect privileged actions without MFA and root console logins>
aws.cloudtrail.audit.console_login_failure,aws,cloudtrail,audit,console_login_failure,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(1),Detect privileged network access via AssumeRole from unusual IP and repeated console auth failures
aws.cloudtrail.audit.console_login_root,aws,cloudtrail,audit,console_login_root,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(2),Detect privileged actions without MFA and root console logins violating least privilege
aws.cloudtrail.audit.console_login_without_mfa,aws,cloudtrail,audit,console_login_without_mfa,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(10),Detect privileged role assumption and console logins without MFA to enforce least privilege access patterns.
aws.cloudtrail.audit.console_signin_failure,aws,cloudtrail,audit,console_signin_failure,NIST_800_171,1,1,NIST_800_171/3.1.8,Detect multiple failed IAM authentication attempts and console sign-in failures within a short timeframe.
aws.cloudtrail.audit.disable,aws,cloudtrail,audit,disable,NIST_800_171,1,1,NIST_800_171/3.3.9,"Detect attempts to disable or modify CloudTrail logging, and multi-step chains that obscure audit trail management."
aws.cloudtrail.audit.disable_logging,aws,cloudtrail,audit,disable_logging,CIS,1,1,CIS/2.2.1,"Detect attempts to disable or delete CloudTrail logs for EKS clusters, ensuring audit integrity."
aws.cloudtrail.audit.log_rotation,aws,cloudtrail,audit,log_rotation,CIS,1,1,CIS/3.1.13,Detect CloudTrail log file rotation anomalies and multi-step attempts to disable or bypass audit logging
aws.cloudtrail.audit.log_rotation_failure,aws,cloudtrail,audit,log_rotation_failure,CIS,1,1,CIS/1.2.22,Detect CloudTrail log file deletion/rotation failure and chained actions to disable or evade logging.
aws.cloudtrail.audit.log_rotation_modified,aws,cloudtrail,audit,log_rotation_modified,CIS,1,1,CIS/1.2.23,Detect changes to CloudTrail log file rotation settings and sequences of log deletion followed by trail update or stop.
aws.cloudtrail.audit.logging_disruption,aws,cloudtrail,audit,logging_disruption,NIST_800_171,1,1,NIST_800_171/3.3.7,"Detect attempts to disable or interfere with time synchronization services (e.g., EC2 instance time sync) and CloudTrail logging disruptions that could affect audit timestamps."
aws.cloudtrail.audit.maxage_modify,aws,cloudtrail,audit,maxage_modify,CIS,1,1,CIS/1.2.21,"Detect CloudTrail log retention reduction or deletion attempts, and multi-step evasion patterns targeting audit log lifecycle."
aws.cloudtrail.audit.modify,aws,cloudtrail,audit,modify,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect deletion or modification of CloudTrail logs to ensure audit record integrity and prevent defense evasion
aws.cloudtrail.audit.policy_override,aws,cloudtrail,audit,policy_override,CIS,1,1,CIS/2.4,Detect IAM policy changes and CloudTrail log tampering that could affect access policies
aws.cloudtrail.audit.privileged_context_modify,aws,cloudtrail,audit,privileged_context_modify,CIS,1,1,CIS/5.2.10,Detect IAM role assumption into privileged security contexts and changes to privileged IAM/SCP policies.
aws.cloudtrail.audit.session_lock_bypass,aws,cloudtrail,audit,session_lock_bypass,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA deactivation during active console session and console session lock evasion via credential reuse.
aws.cloudtrail.audit.vpc_flow_log_disable,aws,cloudtrail,audit,vpc_flow_log_disable,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect security group changes that open risky ports and attempts to disable VPC flow logs to evade vulnerability monitoring.
aws.cloudtrail.chain.anomaly,aws,cloudtrail,chain,anomaly,NIST_800_171,1,1,NIST_800_171/3.3.6,Detect suppression of CloudTrail logs and anomalous multi-step patterns to evade audit collection
aws.cloudtrail.chain.antimalware_log_deletion,aws,cloudtrail,chain,antimalware_log_deletion,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect attempts to disable GuardDuty malware protection logs or delete CloudTrail logs that contain anti-malware findings.
aws.cloudtrail.chain.audit_disable,aws,cloudtrail,chain,audit_disable,CIS,1,1,CIS/1.2.20,Detect EC2 audit log path modifications and multi-step attempts to disable CloudTrail logging.
aws.cloudtrail.chain.defense_evasion_logging,aws,cloudtrail,chain,defense_evasion_logging,CIS,1,1,CIS/1.2.22,Detect CloudTrail log file deletion/rotation failure and chained actions to disable or evade logging.
aws.cloudtrail.chain.log_tampering_evasion,aws,cloudtrail,chain,log_tampering_evasion,CIS,1,1,CIS/1.2.23,Detect changes to CloudTrail log file rotation settings and sequences of log deletion followed by trail update or stop.
aws.cloudtrail.chain.logging_bypass,aws,cloudtrail,chain,logging_bypass,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),Detect attempts to disable CloudTrail logging or chain actions to evade logging during incident response testing.
aws.cloudtrail.chain.privilege_retention_evasion,aws,cloudtrail,chain,privilege_retention_evasion,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect IAM user access review overrides and chained actions to evade privilege removal after review deadlines
aws.cloudtrail.chain.replay_auth_anomaly,aws,cloudtrail,chain,replay_auth_anomaly,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts via duplicate or out-of-sequence authentication events and anomalous multi-step authentication chains.
aws.cloudtrail.chain.retention_evasion,aws,cloudtrail,chain,retention_evasion,CIS,1,1,CIS/1.2.21,"Detect CloudTrail log retention reduction or deletion attempts, and multi-step evasion patterns targeting audit log lifecycle."
aws.ebs.audit.create_snapshot,aws,ebs,audit,create_snapshot,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.
aws.ec2.activity_log.auditd_disable,aws,ec2,activity_log,auditd_disable,CIS,1,1,CIS/5.7.2,Detect EC2 auditd service stop/deletion and SSM commands that disable or tamper with Linux audit logging
aws.ec2.activity_log.create_vpc_endpoint,aws,ec2,activity_log,create_vpc_endpoint,NIST_800_171,1,1,NIST_800_171/3.13.14,Detect creation of VPC endpoints for VoIP services and privileged Chime meeting creation
aws.ec2.activity_log.delete_volume,aws,ec2,activity_log,delete_volume,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.
aws.ec2.activity_log.disable_antimalware,aws,ec2,activity_log,disable_antimalware,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect EC2 antivirus disable or SSM association deletion evading malware protection
aws.ec2.activity_log.disable_txt,aws,ec2,activity_log,disable_txt,CIS,1,1,CIS/5.1,Detect attempts to disable Intel TXT via instance attribute modification or launch template changes.
aws.ec2.activity_log.import_image,aws,ec2,activity_log,import_image,NIST_800_171,1,1,NIST_800_171/3.7.4,Detect import of VM images or execution of diagnostic commands that could introduce untested code into EC2 instances.
aws.ec2.activity_log.modify_instance_capability,aws,ec2,activity_log,modify_instance_capability,CIS,1,1,CIS/6.1,Detect attempts to enable nested virtualization on EC2 instances via instance attribute modification or launch settings.
aws.ec2.activity_log.modify_network_interface,aws,ec2,activity_log,modify_network_interface,CIS,1,1,CIS/10.3,"Detect changes that could disable TLS/SSL on EC2 network interfaces or ELB listeners, indicating potential removal of encryption in transit."
aws.ec2.activity_log.run_instances,aws,ec2,activity_log,run_instances,NIST_800_171,1,1,NIST_800_171/3.4.8,Detect EC2 instance launches and SSM commands to enforce software execution policies via deny-by-exception or whitelisting.
aws.ec2.activity_log.security_group_modify,aws,ec2,activity_log,security_group_modify,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect security group changes that open risky ports and attempts to disable VPC flow logs to evade vulnerability monitoring.
aws.ec2.audit.log_config_change,aws,ec2,audit,log_config_change,CIS,1,1,CIS/1.2.20,Detect EC2 audit log path modifications and multi-step attempts to disable CloudTrail logging.
aws.ec2.audit.modify_instance_capabilities,aws,ec2,audit,modify_instance_capabilities,CIS,1,1,CIS/5.1,Detect attempts to disable Intel TXT via instance attribute modification or launch template changes.
