control_id,family,cspm_scope,title,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
AU-6(1),AU,yes,"Audit Record Review, Analysis, and Reporting (1)",aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,0.57,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,0.50,NEW: gcp.logging.sink.audit_logs_retention,0.00,oci.logging.log_group.log_analysis_enabled;oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,0.43,PARTIAL: ibm.activity_tracker.route.configured | verifies log destination is configured but not the analysis/reporting process execution,0.00,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,PARTIAL: k8s.audit.log.analysis_configured | verifies audit log policy is configured but not the automated review and reporting process,0.60,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.delete_alert;azure.security.audit.disable_asc,NEW: gcp.iam.activity_log.set_iam_policy;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.update_config;oci.identity.chain.privilege_escalation,NEW: ibm.iam.activity_log.service_id_apikey;ibm.activity_tracker.audit.delete_event,NEW: alicloud.actiontrail.audit.trail_update;alicloud.ram.chain.suspicious_assume,NEW: k8s.rbac.audit.clusterrole_binding;k8s.audit.chain.privileged_pod_escape
AU-6(3),AU,yes,"Audit Record Review, Analysis, and Reporting (3)",aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,0.57,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,0.50,NEW: gcp.logging.sink.audit_log_retention,0.00,oci.logging.log_group.log_analysis_enabled;oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,0.43,ibm.activity_tracker.route.configured;ibm.cloud_iam.access_group.rule_logging,refined,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,PARTIAL: k8s.audit.log.analysis_configured | verifies audit log configuration exists but not the active analysis and reporting process,0.60,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.delete_trail,NEW: azure.monitor.activity_log.delete_diagnostic;azure.authorization.audit.elevate_access,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.config_update;oci.identity.audit.user_capability_add,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.route_delete,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.attach_policy,NEW: k8s.rbac.audit.clusterrole_create;k8s.audit.chain.privilege_escalation
AU-7(1),AU,yes,Audit Record Reduction and Report Generation (1),aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,0.57,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,0.50,NEW: gcp.logging.sink.retention,0.00,oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,0.40,PARTIAL: ibm.activity_tracker.route.configured | verifies log routing to COS exists but not reduction/report generation,0.00,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,k8s.audit.log.enabled;k8s.audit.log.timestamps_configured;k8s.audit.log.retention_configured,0.50,NEW: aws.cloudtrail.audit.reduction;aws.cloudtrail.chain.defense_evasion,NEW: azure.monitor.activity_log.suppression;azure.audit.chain.privileged_evasion,NEW: gcp.logging.audit.sink_tamper;gcp.iam.chain.anomaly,NEW: oci.audit.activity_log.tamper;oci.chain.retention_bypass,NEW: ibm.activity_tracker.audit.suppress;ibm.chain.privileged_after_suppress,NEW: alicloud.actiontrail.audit.trail_tamper;alicloud.chain.trail_stop_privilege,NEW: k8s.audit.chain.log_suppression
AU-8(1),AU,yes,Time Stamps (1),NEW: aws.cloudwatch.log_group.retention_period,0.00,NEW: azure.monitor.log_analytics_workspace.retention_days,0.00,NEW: gcp.logging.log_bucket.retention_days,0.00,NEW: oci.logging.log_group.retention_duration,0.00,NEW: ibm.logdna.ingestion_key.retention_days,0.00,NEW: alicloud.log.project.retention_period,0.00,NEW: k8s.namespace.annotation.audit_retention,0.00,NEW: aws.cloudtrail.activity_log.timestamp_tampering;aws.cloudtrail.audit.log_deletion,NEW: azure.monitor.activity_log.timestamp_anomaly;azure.security.audit.log_manipulation,NEW: gcp.logging.audit.log_entry_tampering;gcp.iam.chain.log_sink_bypass,NEW: oci.audit.chain.log_compromise,NEW: ibm.activity_tracker.audit.log_integrity_violation,NEW: alicloud.actiontrail.audit.trail_tampering,NEW: k8s.audit.chain.log_evasion
AU-9(2),AU,yes,Protection of Audit Information (2),aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,0.57,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,0.50,NEW: gcp.logging.sink.destination_encryption,0.00,oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,0.40,ibm.activity_tracker.trail.encryption_enabled;ibm.activity_tracker.trail.logs_centralized,refined,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,k8s.audit.log.protection_mechanism_configured;k8s.audit.log.enabled;k8s.audit.log.timestamps_configured,0.50,NEW: aws.cloudtrail.audit.log_deletion;aws.cloudtrail.chain.log_tampering,NEW: azure.monitor.audit.log_removal;azure.security.chain.log_evasion,NEW: gcp.logging.audit.sink_tampering;gcp.iam.chain.log_bypass,NEW: oci.audit.audit.config_change;oci.objectstorage.chain.log_alteration,NEW: ibm.activitytracker.audit.log_export_delete;ibm.cloudant.chain.log_removal,NEW: alicloud.actiontrail.audit.trail_deletion;alicloud.oss.chain.log_tamper,NEW: k8s.audit.audit.policy_change;k8s.apiserver.chain.log_evasion
AU-9(4),AU,yes,Protection of Audit Information (4),aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted;aws.cloudtrail.trail.flow_logging_enabled;aws.cloudtrail.logs.s3_bucket_access_logging_enabled,0.57,azure.purview.audit_log.logs_centralized_and_encrypted;azure.synapse.cluster.audit_logging;azure.monitor.log.logging_enabled,0.50,NEW: gcp.logging.sink.destination_encryption,0.00,oci.audit.configuration.logging_enabled;oci.audit.configuration.logs_s3_bucket_access_logging_enabled,0.40,PARTIAL: ibm.activity_tracker.route.encryption_enabled | verifies encryption-at-rest for audit log storage but not access control processes,0.00,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,k8s.audit.log.protection_mechanism_configured;k8s.audit.log.enabled;k8s.audit.log.timestamps_configured,0.50,NEW: aws.cloudtrail.audit.log_deletion;aws.cloudtrail.chain.log_tampering,NEW: azure.monitor.activity_log.log_removal;azure.security.audit.diagnostic_disable,NEW: gcp.logging.audit.sink_deletion;gcp.logging.chain.export_disable,NEW: oci.audit.activity_log.trail_deletion,NEW: ibm.activitytracker.audit.event_routing_disable,NEW: alicloud.actiontrail.audit.trail_stop,NEW: k8s.audit.chain.log_backend_tamper
CA-2(1),CA,partial,Control Assessments (1),"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,,,,,,,
CA-2(2),CA,partial,Control Assessments (2),"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,,,,,,,
CA-2(3),CA,partial,Control Assessments (3),"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,"SKIP: Control assessment process is a human/management activity, not a cloud resource configuration.",0.00,,,,,,,
CA-3(3),CA,partial,Information Exchange (3),NEW: aws.ec2.vpc_peering_connection.require_encryption,0.00,NEW: azure.network.virtual_network_peering.allow_forwarded_traffic,0.00,NEW: gcp.compute.network_peering.export_custom_routes,0.00,NEW: oci.core.local_peering_gateway.route_table_id,0.00,NEW: ibm.is.vpc_routing_table.route.action,0.00,NEW: alicloud.vpc.peering_connection.accept_connection,0.00,NEW: k8s.network.network_policy.ingress_rules,0.00,,,,,,,
CA-3(5),CA,partial,Information Exchange (5),NEW: aws.vpc.peering_connection.require_acceptance,0.00,NEW: azure.network.virtual_network_peering.allow_forwarded_traffic,0.00,NEW: gcp.compute.network_peering.export_custom_routes,0.00,NEW: oci.core.local_peering_gateway.route_table_id,0.00,NEW: ibm.is.vpc.routing_table.route.action,0.00,NEW: alicloud.vpc.peering_connection.accept_status,0.00,"SKIP: <No direct cloud resource equivalent for inter-cluster/organization information exchange control; control pertains to system interconnections, not internal Kubernetes RBAC or network policies.>",0.00,,,,,,,
CA-7(1),CA,partial,Continuous Monitoring (1),NEW: aws.organizations.account.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.iam.account_settings.activity_tracking,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.monitoring.prometheus.enabled,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deactivate_trail,NEW: azure.aad.activity_log.privileged_signin;azure.monitor.audit.diagnostic_delete,NEW: gcp.iam.activity_log.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.identity.audit.api_key_upload;oci.audit.chain.policy_bypass,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.route_delete,NEW: alicloud.ram.activity_log.create_accesskey;alicloud.actiontrail.audit.trail_stop,NEW: k8s.rbac.audit.clusterrole_escalation;k8s.audit.chain.proxy_evasion
CA-8,CA,partial,(title not in local sources),"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,"SKIP: Control ID CA-8 is not a standard NIST control; without a title or description, a specific cloud resource configuration cannot be determined.",0.00,,,,,,,
CA-8(1),CA,partial,(title not in local sources),NEW: aws.ec2.instance.ebs_encryption,0.00,NEW: azure.compute.virtual_machine.disk_encryption,0.00,NEW: gcp.compute.instance.disk_encryption,0.00,NEW: oci.compute.instance.boot_volume_encryption,0.00,NEW: ibm.vpc.instance.boot_volume_encryption,0.00,NEW: alicloud.ecs.instance.system_disk_encryption,0.00,NEW: k8s.persistentvolume.encryption,0.00,,,,,,,
CM-2(1),CM,yes,Baseline Configuration (1),NEW: aws.ec2.instance.baseline_ami,0.00,NEW: azure.compute.virtual_machine.baseline_image,0.00,NEW: gcp.compute.instance.baseline_image,0.00,NEW: oci.compute.instance.baseline_image,0.00,PARTIAL: ibm.is.instance.baseline_image | verifies instance uses a catalog-approved image but not the full baseline configuration,0.00,NEW: alicloud.ecs.instance.baseline_image,0.00,NEW: k8s.container.image.baseline_repository,0.00,,,,,,,
CM-2(2),CM,yes,Baseline Configuration (2),NEW: aws.ec2.instance.image_id,0.00,NEW: azure.compute.virtual_machine.image_reference,0.00,NEW: gcp.compute.instance.source_image,0.00,NEW: oci.compute.instance.source_details,0.00,NEW: ibm.vpc.instance.image,0.00,NEW: alicloud.ecs.instance.image_id,0.00,NEW: k8s.pod.spec.containers.image,0.00,,,,,,,
CM-2(3),CM,yes,Baseline Configuration (3),NEW: aws.ec2.image.baseline_approved,0.00,NEW: azure.compute.virtual_machine.image_baseline,0.00,NEW: gcp.compute.instance.image_baseline,0.00,NEW: oci.compute.instance.image_baseline,0.00,"NEW: ibm.is.vpc.image.baseline ||| <verifies instance uses an approved base image, but IBM's image management is less standardized than other CSPs>",0.00,NEW: alicloud.ecs.instance.image_baseline,0.00,NEW: k8s.workload.container.image_baseline,0.00,,,,,,,
CM-2(7),CM,yes,Baseline Configuration (7),NEW: aws.ec2.image.baseline_approved,0.00,NEW: azure.compute.image.baseline_approved,0.00,NEW: gcp.compute.image.baseline_approved,0.00,NEW: oci.compute.image.baseline_approved,0.00,NEW: ibm.vpc.image.baseline_approved,0.00,NEW: alicloud.ecs.image.baseline_approved,0.00,NEW: k8s.container.image.baseline_approved,0.00,,,,,,,
CM-3(4),CM,yes,Configuration Change Control (4),NEW: aws.iam.role.trust_policy_change_control,0.00,NEW: azure.authorization.role_definition.change_control,0.00,NEW: gcp.iam.role.custom_role_change_control,0.00,NEW: oci.identity.policy.change_control,0.00,NEW: ibm.iam.policy.change_control,0.00,NEW: alicloud.ram.role.change_control,0.00,k8s.rbac.configuration.change_monitoring;k8s.rbac.change.control_role_defined;k8s.audit.configuration,refined,,,,,,,
CM-3(6),CM,yes,Configuration Change Control (6),NEW: aws.ec2.instance.image_id,0.00,NEW: azure.compute.virtual_machine.image_reference,0.00,NEW: gcp.compute.instance.source_image,0.00,NEW: oci.compute.instance.source_details,0.00,PARTIAL: ibm.is.instance.image | verifies image ID is set but not the enterprise catalog/approval workflow,0.00,NEW: alicloud.ecs.instance.image_id,0.00,k8s.rbac.configuration.change_monitoring;k8s.rbac.change.control_role_defined;k8s.audit.configuration,refined,,,,,,,
CM-5(1),CM,yes,Access Restrictions for Change (1),aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.data_catalog.catalog.catalog_update_rbac_least_privilege_required,0.43,ibm.iam.activity.access_group_change;ibm.iam.activity.account_settings_change;ibm.key_protect.key.dual_authorization_delete_policy,0.50,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.rbac.change.control_role_defined;k8s.role.permission.secrets_access_restricted,0.60,,,,,,,
CM-5(5),CM,yes,Access Restrictions for Change (5),aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.data_catalog.catalog.catalog_update_rbac_least_privilege_required,0.43,ibm.iam.activity.access_group_change;ibm.iam.activity.account_settings_change;ibm.key_protect.key.dual_authorization_delete_policy,0.50,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.rbac.change.control_role_defined;k8s.role.permission.secrets_access_restricted,0.60,,,,,,,
CM-5(6),CM,yes,Access Restrictions for Change (6),aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.monitor.trace.access_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.data_catalog.catalog.catalog_update_rbac_least_privilege_required,0.43,ibm.iam.activity.access_group_change;ibm.iam.activity.account_settings_change;ibm.key_protect.key.dual_authorization_delete_policy,0.50,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.rbac.change.control_role_defined;k8s.role.permission.secrets_access_restricted,0.60,,,,,,,
CM-6(1),CM,yes,Configuration Settings (1),NEW: aws.ec2.instance.required_tags,0.00,NEW: azure.virtual_machine.required_tags,0.00,NEW: gcp.compute.instance.required_tags,0.00,NEW: oci.compute.instance.required_tags,0.00,NEW: ibm.vpc.instance.required_tags,0.00,NEW: alicloud.ecs.instance.required_tags,0.00,NEW: k8s.pod.required_labels,0.00,,,,,,,
CM-6(2),CM,yes,Configuration Settings (2),ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,ERROR: ERR:TimeoutError:The read operation timed out,0.00,,,,,,,
CM-7(1),CM,yes,Least Functionality (1),NEW: aws.ec2.instance.security_group.least_functionality,0.00,NEW: azure.network.nsg.least_functionality,0.00,NEW: gcp.compute.firewall.least_functionality,0.00,NEW: oci.core.security_list.least_functionality,0.00,NEW: ibm.vpc.security_group.least_functionality,0.00,NEW: alicloud.vpc.security_group.least_functionality,0.00,NEW: k8s.network.network_policy.least_functionality,0.00,,,,,,,
CM-7(5),CM,yes,Least Functionality (5),NEW: aws.ec2.instance.required_ami,0.00,NEW: azure.compute.virtual_machine.required_image,0.00,NEW: gcp.compute.instance.required_image,0.00,NEW: oci.compute.instance.required_image,0.00,NEW: ibm.vpc.instance.required_image,0.00,NEW: alicloud.ecs.instance.required_image,0.00,NEW: k8s.pod.security_context,0.00,,,,,,,
CM-8(1),CM,yes,System Component Inventory (1),NEW: aws.ec2.instance.inventory,0.00,NEW: azure.compute.vm.inventory,0.00,NEW: gcp.compute.instance.inventory,0.00,NEW: oci.compute.instance.inventory,0.00,NEW: ibm.vpc.instance.inventory,0.00,NEW: alicloud.ecs.instance.inventory,0.00,NEW: k8s.core.node.inventory,0.00,,,,,,,
CM-8(2),CM,yes,System Component Inventory (2),NEW: aws.ec2.instance.inventory,0.00,NEW: azure.compute.vm.inventory,0.00,NEW: gcp.compute.instance.inventory,0.00,NEW: oci.compute.instance.inventory,0.00,NEW: ibm.is.instance.inventory,0.00,NEW: alicloud.ecs.instance.inventory,0.00,PARTIAL: k8s.core.node.inventory | verifies node (compute) inventory but not other cluster-wide system components like control plane or add-ons,0.00,,,,,,,
CM-8(3),CM,yes,System Component Inventory (3),NEW: aws.ec2.instance.inventory,0.00,NEW: azure.compute.vm.inventory,0.00,NEW: gcp.compute.instance.inventory,0.00,NEW: oci.compute.instance.inventory,0.00,NEW: ibm.vpc.instance.inventory,0.00,NEW: alicloud.ecs.instance.inventory,0.00,NEW: k8s.core.node.inventory,0.00,,,,,,,
CM-8(5),CM,yes,System Component Inventory (5),NEW: aws.ec2.instance.inventory,0.00,NEW: azure.compute.vm.inventory,0.00,NEW: gcp.compute.instance.inventory,0.00,NEW: oci.compute.instance.inventory,0.00,NEW: ibm.vpc.instance.inventory,0.00,NEW: alicloud.ecs.instance.inventory,0.00,NEW: k8s.core.node.inventory,0.00,,,,,,,
CM-10(1),CM,yes,Software Usage Restrictions (1),"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,"SKIP: Control pertains to organizational software licensing/usage policies, not cloud resource configuration.",0.00,,,,,,,
CP-2(1),CP,partial,Contingency Plan (1),NEW: aws.ec2.instance.recovery_instances,0.00,NEW: azure.compute.virtual_machine.disaster_recovery,0.00,NEW: gcp.compute.instance.disaster_recovery,0.00,NEW: oci.compute.instance.disaster_recovery,0.00,NEW: ibm.vpc.instance.backup_policy,0.00,NEW: alicloud.ecs.instance.disaster_recovery,0.00,NEW: k8s.workload.backup_annotation,0.00,,,,,,,
CP-2(2),CP,partial,Contingency Plan (2),NEW: aws.ec2.instance.recovery_instances,0.00,NEW: azure.compute.virtual_machine.disaster_recovery,0.00,NEW: gcp.compute.instance.disaster_recovery,0.00,PARTIAL: oci.compute.instance.backup_policy | verifies backup/recovery configuration exists but not full contingency plan orchestration,0.00,PARTIAL: ibm.is.instance.backup_policy | verifies backup configuration for VPC instances but not manual process execution,0.00,PARTIAL: alicloud.ecs.instance.backup_policy | verifies snapshot/backup policy configuration but not cross-service orchestration,0.00,"SKIP: Contingency planning is an operational and architectural process, not a verifiable configuration state for pods or clusters",0.00,,,,,,,
CP-2(3),CP,partial,Contingency Plan (3),NEW: aws.ec2.instance.recovery_instance,0.00,NEW: azure.compute.virtual_machine.disaster_recovery,0.00,NEW: gcp.compute.instance.disaster_recovery,0.00,NEW: oci.compute.instance.disaster_recovery,0.00,NEW: ibm.vpc.instance.backup_policy,0.00,NEW: alicloud.ecs.instance.backup_policy,0.00,"SKIP: Contingency plan automation for compute workloads is not a native K8s resource configuration; it depends on external backup/DR solutions or platform-managed services (e.g., Velero, cloud provider snapshots) not directly verifiable via CSPM as a resource property.",0.00,,,,,,,
CP-2(4),CP,partial,Contingency Plan (4),NEW: aws.ec2.instance.recovery_behavior,0.00,NEW: azure.compute.virtual_machine.backup_policy,0.00,NEW: gcp.compute.instance.snapshot_schedule,0.00,NEW: oci.compute.instance.recovery_attributes,0.00,NEW: ibm.vpc.instance.backup_policy;ibm.is.instance.recovery_config,0.00,NEW: alicloud.ecs.instance.recovery_setting,0.00,NEW: k8s.workload.replica_count,0.00,,,,,,,
CP-2(5),CP,partial,Contingency Plan (5),NEW: aws.ec2.instance.recovery_instance,0.00,NEW: azure.compute.virtual_machine.disaster_recovery,0.00,NEW: gcp.compute.instance.disaster_recovery,0.00,NEW: oci.compute.instance.disaster_recovery,0.00,NEW: ibm.is.instance.disaster_recovery,0.00,NEW: alicloud.ecs.instance.disaster_recovery,0.00,NEW: k8s.core.namespace.backup_label,0.00,,,,,,,
CP-2(6),CP,partial,Contingency Plan (6),NEW: aws.ec2.instance.recovery_behavior,0.00,NEW: azure.compute.virtual_machine.boot_diagnostics,0.00,NEW: gcp.compute.instance.automatic_restart,0.00,NEW: oci.compute.instance.fault_domain,0.00,NEW: ibm.vpc.instance.boot_volume.delete_volume_on_instance_delete,0.00,NEW: alicloud.ecs.instance.delete_protection,0.00,NEW: k8s.pod.disruption_budget,0.00,,,,,,,
CP-2(8),CP,partial,Contingency Plan (8),NEW: aws.ec2.instance.recovery_automation,0.00,NEW: azure.compute.virtual_machine.recovery_automation,0.00,NEW: gcp.compute.instance.recovery_automation,0.00,PARTIAL: oci.compute.instance.auto_backup | verifies backup/DR configuration exists but not automated failover execution,0.00,PARTIAL: ibm.vpc.instance.backup_policy | verifies backup policy attachment but not automated recovery workflow,0.00,PARTIAL: alicloud.ecs.instance.auto_snapshot | verifies automatic snapshot policy but not contingency plan activation,0.00,NEW: k8s.workload.replica_high_availability,0.00,,,,,,,
CP-4(1),CP,partial,Contingency Plan Testing (1),"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,"SKIP: Contingency plan testing is a procedural control, not a verifiable cloud resource configuration.",0.00,,,,,,,
CP-4(2),CP,partial,Contingency Plan Testing (2),"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,"SKIP: Contingency plan testing is an organizational process, not a cloud resource configuration.",0.00,,,,,,,
