framework,control_id,control_title,csp,rule_type,suggested_rule_id,intent
NIST_800_171,3.6.3,Test the organizational incident response capability.,ibm,ciem,ibm.iam.chain.AccessPolicyUpdate,Detect removal of Activity Tracker routes and simultaneous IAM policy changes to bypass logging.
NIST_800_171,3.6.3,Test the organizational incident response capability.,alicloud,ciem,alicloud.actiontrail.activity_log.DeleteTrail,Identify ActionTrail deletion and RAM policy detachment attempts to disrupt incident evidence collection.
NIST_800_171,3.6.3,Test the organizational incident response capability.,alicloud,ciem,alicloud.ram.chain.DetachPolicy,Identify ActionTrail deletion and RAM policy detachment attempts to disrupt incident evidence collection.
NIST_800_171,3.6.3,Test the organizational incident response capability.,k8s,ciem,k8s.audit.chain.RBACDeletePodLogs,"Detect RBAC role deletions or modifications that remove pod log access, hindering incident investigation."
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,aws,ciem,aws.ec2.activity_log.import_image,Detect import of VM images or execution of diagnostic commands that could introduce untested code into EC2 instances.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,aws,ciem,aws.ssm.audit.command_execution,Detect import of VM images or execution of diagnostic commands that could introduce untested code into EC2 instances.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,azure,ciem,azure.compute.activity_log.create_vm_image,Monitor creation of VM images from unverified sources and execution of automation runbooks that may contain untested diagnostic scripts.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,azure,ciem,azure.automation.audit.runbook_execution,Monitor creation of VM images from unverified sources and execution of automation runbooks that may contain untested diagnostic scripts.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,gcp,ciem,gcp.compute.activity_log.create_image,Flag custom image creation from external sources and OS patch/package operations that could deploy untested diagnostic programs.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,gcp,ciem,gcp.osconfig.audit.patch_execution,Flag custom image creation from external sources and OS patch/package operations that could deploy untested diagnostic programs.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,oracle,ciem,oci.compute.audit.image_import,Identify import of custom boot volumes or OS management software updates that haven't been scanned for malicious code.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,oracle,ciem,oci.osmanagement.audit.software_management,Identify import of custom boot volumes or OS management software updates that haven't been scanned for malicious code.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,ibm,ciem,ibm.vpc.activity_log.create_image,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,ibm,ciem,ibm.schematics.audit.workspace_action,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,alicloud,ciem,alicloud.ecs.audit.create_image,Monitor ECS custom image creation and OOS template executions that could introduce untested diagnostic programs.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,alicloud,ciem,alicloud.oos.audit.template_execution,Monitor ECS custom image creation and OOS template executions that could introduce untested diagnostic programs.
NIST_800_171,3.7.4,Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.,k8s,ciem,k8s.container.chain.image_pull_exec,Detect multi-step pattern of pulling untrusted container images followed by privileged pod execution for diagnostic/testing purposes.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,aws,ciem,aws.ec2.activity_log.delete_volume,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,aws,ciem,aws.ebs.audit.create_snapshot,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,azure,ciem,azure.compute.activity_log.delete_disk,Detect managed disk deletion and bulk blob deletions in storage accounts as potential unsanitized media disposal.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,azure,ciem,azure.storage.audit.delete_blob,Detect managed disk deletion and bulk blob deletions in storage accounts as potential unsanitized media disposal.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,gcp,ciem,gcp.compute.activity_log.delete_disk,Detect persistent disk deletion and snapshot creation from deleted disks as possible unsanitized reuse or backup.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,gcp,ciem,gcp.compute.audit.snapshot_create,Detect persistent disk deletion and snapshot creation from deleted disks as possible unsanitized reuse or backup.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,oracle,ciem,oci.core.audit.delete_volume,Detect block volume deletion and storage bucket deletion events as potential disposal without sanitization.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,oracle,ciem,oci.objectstorage.audit.delete_bucket,Detect block volume deletion and storage bucket deletion events as potential disposal without sanitization.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,ibm,ciem,ibm.is.instance.audit.delete_volume,Detect block storage volume deletion and Cloud Object Storage bucket deletion as disposal actions.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,ibm,ciem,ibm.cos.activity_log.delete_bucket,Detect block storage volume deletion and Cloud Object Storage bucket deletion as disposal actions.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,alicloud,ciem,alicloud.ecs.audit.delete_disk,Detect disk deletion and OSS bucket deletion events indicating media disposal.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,alicloud,ciem,alicloud.oss.activity_log.delete_bucket,Detect disk deletion and OSS bucket deletion events indicating media disposal.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,k8s,ciem,k8s.storage.chain.pv_delete_pod_evict,Detect persistent volume deletion followed by pod eviction as a potential multi-step disposal chain without sanitization.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,aws,ciem,aws.iam.activity_log.delete_policy_version,Detect attempts to weaken IAM policy by deleting a policy version and attempts to disable CloudTrail logging to evade monitoring of corrective actions.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,aws,ciem,aws.cloudtrail.audit.stop_logging,Detect attempts to weaken IAM policy by deleting a policy version and attempts to disable CloudTrail logging to evade monitoring of corrective actions.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,azure,ciem,azure.policy.activity_log.delete_assignment,Detect removal of Azure Policy assignments that enforce compliance and disabling of diagnostic settings to obstruct visibility into vulnerability remediation.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,azure,ciem,azure.monitor.audit.disable_diagnostic,Detect removal of Azure Policy assignments that enforce compliance and disabling of diagnostic settings to obstruct visibility into vulnerability remediation.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,gcp,ciem,gcp.iam.activity_log.delete_policy,Detect deletion of IAM policies that enforce security controls and removal of Logging sinks to disrupt audit trails for corrective actions.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,gcp,ciem,gcp.logging.audit.sink_delete,Detect deletion of IAM policies that enforce security controls and removal of Logging sinks to disrupt audit trails for corrective actions.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,oracle,ciem,oci.identity.audit.policy_delete,"Detect deletion of IAM policies and chained actions to disable or delete Audit service configurations, hindering oversight of deficiency corrections."
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,oracle,ciem,oci.audit.chain.disable_delete,"Detect deletion of IAM policies and chained actions to disable or delete Audit service configurations, hindering oversight of deficiency corrections."
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,ibm,ciem,ibm.iam.activity_log.delete_policy,Detect removal of IAM access policies and deletion of Activity Tracker routes to suppress logs related to vulnerability remediation efforts.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,ibm,ciem,ibm.activity_tracker.audit.delete_route,Detect removal of IAM access policies and deletion of Activity Tracker routes to suppress logs related to vulnerability remediation efforts.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,alicloud,ciem,alicloud.ram.activity_log.delete_policy_version,Detect deletion of RAM policy versions that enforce controls and deletion of ActionTrail trails to evade detection of corrective action failures.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,alicloud,ciem,alicloud.actiontrail.audit.delete_trail,Detect deletion of RAM policy versions that enforce controls and deletion of ActionTrail trails to evade detection of corrective action failures.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,k8s,ciem,k8s.rbac.audit.delete_clusterrole,Detect deletion of ClusterRole resources that define permissions and chained impersonation attempts to bypass RBAC during vulnerability mitigation.
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,k8s,ciem,k8s.audit.chain.rolebinding_impersonate,Detect deletion of ClusterRole resources that define permissions and chained impersonation attempts to bypass RBAC during vulnerability mitigation.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,aws,ciem,aws.iam.activity_log.assume_role,Detect privileged cross-account role assumption and defensive evasion via CloudTrail logging disablement.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,aws,ciem,aws.cloudtrail.audit.stop_logging,Detect privileged cross-account role assumption and defensive evasion via CloudTrail logging disablement.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,azure,ciem,azure.monitor.activity_log.disable_diagnostic,Detect disabling of security logging and activation of global admin via PIM/elevation.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,azure,ciem,azure.authorization.audit.elevate_access,Detect disabling of security logging and activation of global admin via PIM/elevation.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,gcp,ciem,gcp.iam.audit.set_iam_policy,Detect critical IAM policy changes and chained actions to disable log sinks and delete logs.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,gcp,ciem,gcp.logging.chain.disable_sink_delete_logs,Detect critical IAM policy changes and chained actions to disable log sinks and delete logs.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,oracle,ciem,oci.audit.chain.disable_delete,Detect chained audit log compromise (disable/delete events) and sensitive credential updates.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,oracle,ciem,oci.identity.audit.update_customer_secret_key,Detect chained audit log compromise (disable/delete events) and sensitive credential updates.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,ibm,ciem,ibm.iam.activity_log.api_key_create,Detect privileged API key creation and defensive evasion via Activity Tracker disablement.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,ibm,ciem,ibm.activity_tracker.audit.stop_logging,Detect privileged API key creation and defensive evasion via Activity Tracker disablement.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,alicloud,ciem,alicloud.actiontrail.audit.delete_trail,Detect deletion of ActionTrail audit logs and chained privilege escalation via STS role assumption followed by access key deletion.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,alicloud,ciem,alicloud.ram.chain.assume_role_delete_key,Detect deletion of ActionTrail audit logs and chained privilege escalation via STS role assumption followed by access key deletion.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,k8s,ciem,k8s.rbac.audit.create_clusterrolebinding,Detect creation of overly permissive ClusterRoleBindings and chained execution of privileged pods to access or disable logging.
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,k8s,ciem,k8s.audit.chain.privileged_pod_logs,Detect creation of overly permissive ClusterRoleBindings and chained execution of privileged pods to access or disable logging.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,aws,ciem,aws.lambda.activity_log.create_function,Detect creation or code updates of Lambda functions (mobile code) by unauthorized principals or from unexpected regions.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,aws,ciem,aws.lambda.audit.update_function_code,Detect creation or code updates of Lambda functions (mobile code) by unauthorized principals or from unexpected regions.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,azure,ciem,azure.automation.activity_log.create_runbook,Monitor creation of Automation runbooks and code deployments to Azure Web Apps as potential mobile code execution.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,azure,ciem,azure.web.audit.deploy_code,Monitor creation of Automation runbooks and code deployments to Azure Web Apps as potential mobile code execution.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,gcp,ciem,gcp.cloudfunctions.audit.create,Alert on Google Cloud Function deployments or source code modifications indicating mobile code introduction.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,gcp,ciem,gcp.cloudfunctions.audit.update,Alert on Google Cloud Function deployments or source code modifications indicating mobile code introduction.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,oracle,ciem,oci.functions.audit.create_function,"Track creation and updates of Oracle Functions, which can execute user-supplied mobile code."
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,oracle,ciem,oci.functions.audit.update_function,"Track creation and updates of Oracle Functions, which can execute user-supplied mobile code."
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,ibm,ciem,ibm.functions.activity_log.create_action,"Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code."
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,ibm,ciem,ibm.functions.audit.update_action,"Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code."
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,alicloud,ciem,alicloud.fc.audit.create_service,Detect new Function Compute services or function code updates as potential unauthorized mobile code deployment.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,alicloud,ciem,alicloud.fc.audit.update_function,Detect new Function Compute services or function code updates as potential unauthorized mobile code deployment.
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,k8s,ciem,k8s.workload.chain.create_configmap_then_pod,Identify multi-step chain where a ConfigMap (holding mobile code) is created and then mounted/executed by a newly created Pod.
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,aws,ciem,aws.ec2.activity_log.create_vpc_endpoint,Detect creation of VPC endpoints for VoIP services and privileged Chime meeting creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,aws,ciem,aws.chime.audit.create_meeting,Detect creation of VPC endpoints for VoIP services and privileged Chime meeting creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,azure,ciem,azure.communication.audit.create_voip_resource,Monitor creation of Azure Communication Services VoIP resources and NSG changes affecting VoIP ports
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,azure,ciem,azure.network.activity_log.modify_nsg_voip,Monitor creation of Azure Communication Services VoIP resources and NSG changes affecting VoIP ports
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,gcp,ciem,gcp.compute.activity_log.create_firewall_voip,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,gcp,ciem,gcp.contactcenterinsights.audit.create_analysis,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,oracle,ciem,oci.compute.activity_log.create_security_list_voip,Monitor security list modifications for VoIP protocols and announcement service broadcast creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,oracle,ciem,oci.announcements.audit.create_broadcast,Monitor security list modifications for VoIP protocols and announcement service broadcast creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,ibm,ciem,ibm.vpc.activity_log.create_security_group_voip,Detect security group rule changes for VoIP traffic and Watson Voice Gateway deployment
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,ibm,ciem,ibm.watson.audit.create_voice_gateway,Detect security group rule changes for VoIP traffic and Watson Voice Gateway deployment
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,alicloud,ciem,alicloud.vpc.activity_log.modify_security_group_voip,Monitor security group modifications for SIP/RTP ports and Voice Navigator instance creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,alicloud,ciem,alicloud.voicenavigator.audit.create_instance,Monitor security group modifications for SIP/RTP ports and Voice Navigator instance creation
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,k8s,ciem,k8s.network.chain.voip_pod_deployment,Detect multi-step VoIP deployment pattern: privileged pod creation with hostNetwork and VoIP port exposure
CANADA_PBMM,AC-6(1),Least Privilege (1),aws,ciem,aws.iam.activity_log.assume_role,Detect privileged role assumption and console logins without MFA to enforce least privilege access.
CANADA_PBMM,AC-6(1),Least Privilege (1),aws,ciem,aws.cloudtrail.audit.console_login,Detect privileged role assumption and console logins without MFA to enforce least privilege access.
CANADA_PBMM,AC-6(1),Least Privilege (1),azure,ciem,azure.aad.activity_log.privileged_signin,Monitor privileged Azure AD sign-ins and excessive role assignments to prevent over-provisioning.
CANADA_PBMM,AC-6(1),Least Privilege (1),azure,ciem,azure.rbac.audit.role_assignment,Monitor privileged Azure AD sign-ins and excessive role assignments to prevent over-provisioning.
CANADA_PBMM,AC-6(1),Least Privilege (1),gcp,ciem,gcp.iam.activity_log.service_account_key,Detect service account key creation and IAM policy changes that grant broad permissions.
CANADA_PBMM,AC-6(1),Least Privilege (1),gcp,ciem,gcp.cloudaudit.audit.set_iam_policy,Detect service account key creation and IAM policy changes that grant broad permissions.
CANADA_PBMM,AC-6(1),Least Privilege (1),oracle,ciem,oci.iam.audit.user_capability,Identify user capability assignments and chained actions leading to administrative privilege escalation.
CANADA_PBMM,AC-6(1),Least Privilege (1),oracle,ciem,oci.identity.chain.admin_escalation,Identify user capability assignments and chained actions leading to administrative privilege escalation.
CANADA_PBMM,AC-6(1),Least Privilege (1),ibm,ciem,ibm.iam.activity_log.api_key,Monitor API key generation and service policy attachments that bypass least privilege.
CANADA_PBMM,AC-6(1),Least Privilege (1),ibm,ciem,ibm.resource.audit.service_policy,Monitor API key generation and service policy attachments that bypass least privilege.
CANADA_PBMM,AC-6(1),Least Privilege (1),alicloud,ciem,alicloud.ram.activity_log.attach_policy,Detect RAM policy attachments and chained high-risk actions indicating privilege abuse.
CANADA_PBMM,AC-6(1),Least Privilege (1),alicloud,ciem,alicloud.actiontrail.chain.privilege_abuse,Detect RAM policy attachments and chained high-risk actions indicating privilege abuse.
CANADA_PBMM,AC-6(1),Least Privilege (1),k8s,ciem,k8s.rbac.audit.clusterrole_binding,Monitor ClusterRoleBinding creations and multi-step patterns for privilege escalation in Kubernetes.
CANADA_PBMM,AC-6(1),Least Privilege (1),k8s,ciem,k8s.apiserver.chain.escalation_pattern,Monitor ClusterRoleBinding creations and multi-step patterns for privilege escalation in Kubernetes.
CANADA_PBMM,AC-6(2),Least Privilege (2),aws,ciem,aws.iam.activity_log.assume_role_without_mfa,Detect privileged actions without MFA and root console logins violating least privilege
CANADA_PBMM,AC-6(2),Least Privilege (2),aws,ciem,aws.cloudtrail.audit.console_login_root,Detect privileged actions without MFA and root console logins violating least privilege
CANADA_PBMM,AC-6(2),Least Privilege (2),azure,ciem,azure.aad.activity_log.privileged_role_activation,Detect privileged role activation without PIM and logging bypass attempts
CANADA_PBMM,AC-6(2),Least Privilege (2),azure,ciem,azure.monitor.audit.bypass_logging,Detect privileged role activation without PIM and logging bypass attempts
CANADA_PBMM,AC-6(2),Least Privilege (2),gcp,ciem,gcp.iam.activity_log.service_account_key_creation,Detect service account key creation and impersonation chains for privilege escalation
CANADA_PBMM,AC-6(2),Least Privilege (2),gcp,ciem,gcp.cloudaudit.chain.sa_impersonation_escalation,Detect service account key creation and impersonation chains for privilege escalation
CANADA_PBMM,AC-6(2),Least Privilege (2),oracle,ciem,oci.iam.audit.policy_attachment_admin,Detect administrative policy attachments and compartment traversal attempts
CANADA_PBMM,AC-6(2),Least Privilege (2),oracle,ciem,oci.audit.chain.compartment_bypass,Detect administrative policy attachments and compartment traversal attempts
CANADA_PBMM,AC-6(2),Least Privilege (2),ibm,ciem,ibm.iam.activity_log.serviceid_to_api_key,Detect service ID conversions to API keys and management key rotation evasion
CANADA_PBMM,AC-6(2),Least Privilege (2),ibm,ciem,ibm.resource.audit.management_key_rotation_bypass,Detect service ID conversions to API keys and management key rotation evasion
CANADA_PBMM,AC-6(2),Least Privilege (2),alicloud,ciem,alicloud.ram.activity_log.attach_policy_to_user,Detect direct policy attachments to users and RAM privilege escalation chains
CANADA_PBMM,AC-6(2),Least Privilege (2),alicloud,ciem,alicloud.actiontrail.chain.ram_privilege_escalation,Detect direct policy attachments to users and RAM privilege escalation chains
CANADA_PBMM,AC-6(2),Least Privilege (2),k8s,ciem,k8s.rbac.audit.clusterrolebinding_creation,Detect cluster-admin binding creations and pod escape sequences for privilege elevation
CANADA_PBMM,AC-6(2),Least Privilege (2),k8s,ciem,k8s.audit.chain.privileged_pod_escape,Detect cluster-admin binding creations and pod escape sequences for privilege elevation
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,aws,ciem,aws.iam.activity_log.assume_role,Detect privileged IAM role assumption and console logins by privileged accounts for unauthorized elevation attempts.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,aws,ciem,aws.cloudtrail.audit.console_login,Detect privileged IAM role assumption and console logins by privileged accounts for unauthorized elevation attempts.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,azure,ciem,azure.aad.activity_log.privileged_signin,Monitor privileged Azure AD sign-ins and activation of privileged access management for suspicious privilege escalation.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,azure,ciem,azure.resource.audit.elevated_access,Monitor privileged Azure AD sign-ins and activation of privileged access management for suspicious privilege escalation.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,gcp,ciem,gcp.iam.activity_log.service_account_key,Detect service account key creation and IAM policy changes by privileged identities indicating potential privilege abuse.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,gcp,ciem,gcp.cloudaudit.audit.set_iam_policy,Detect service account key creation and IAM policy changes by privileged identities indicating potential privilege abuse.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,oracle,ciem,oci.identity.audit.user_group_change,Monitor administrative group membership modifications and chain of high-risk administrative actions for unauthorized privilege changes.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,oracle,ciem,oci.audit.chain.admin_session,Monitor administrative group membership modifications and chain of high-risk administrative actions for unauthorized privilege changes.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,ibm,ciem,ibm.iam.activity_log.api_key,Detect API key creation for privileged users and attachment of access policies to identities for potential privilege escalation.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,ibm,ciem,ibm.resource.audit.policy_attach,Detect API key creation for privileged users and attachment of access policies to identities for potential privilege escalation.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,alicloud,ciem,alicloud.ram.activity_log.attach_policy,Monitor RAM policy attachments to privileged users and console sign-ins by privileged accounts for suspicious privilege use.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,alicloud,ciem,alicloud.actiontrail.audit.console_signin,Monitor RAM policy attachments to privileged users and console sign-ins by privileged accounts for suspicious privilege use.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,k8s,ciem,k8s.rbac.audit.rolebinding,Detect RoleBinding/ClusterRoleBinding creations and chains of actions leading to privileged pod execution for unauthorized privilege escalation.
CANADA_PBMM,AC-6(5),Least Privilege | Privileged Accounts,k8s,ciem,k8s.audit.chain.privileged_pod,Detect RoleBinding/ClusterRoleBinding creations and chains of actions leading to privileged pod execution for unauthorized privilege escalation.
CANADA_PBMM,AC-6(9),Least Privilege (9),aws,ciem,aws.iam.activity_log.assume_role_without_mfa,<detect privileged actions without MFA and root console logins>
CANADA_PBMM,AC-6(9),Least Privilege (9),aws,ciem,aws.cloudtrail.audit.console_login_by_root,<detect privileged actions without MFA and root console logins>
CANADA_PBMM,AC-6(9),Least Privilege (9),azure,ciem,azure.aad.audit.privileged_role_activation,<detect PIM role activation followed by sensitive resource modifications>
CANADA_PBMM,AC-6(9),Least Privilege (9),azure,ciem,azure.monitor.chain.elevation_then_resource_modify,<detect PIM role activation followed by sensitive resource modifications>
CANADA_PBMM,AC-6(9),Least Privilege (9),gcp,ciem,gcp.iam.audit.service_account_key_creation,<detect service account key creation and IAM binding changes indicating privilege escalation>
CANADA_PBMM,AC-6(9),Least Privilege (9),gcp,ciem,gcp.cloudaudit.chain.project_iam_binding_change,<detect service account key creation and IAM binding changes indicating privilege escalation>
CANADA_PBMM,AC-6(9),Least Privilege (9),oracle,ciem,oci.identity.audit.policy_modification,<detect IAM policy modifications and group membership changes that grant excessive permissions>
CANADA_PBMM,AC-6(9),Least Privilege (9),oracle,ciem,oci.audit.chain.group_membership_change,<detect IAM policy modifications and group membership changes that grant excessive permissions>
CANADA_PBMM,AC-6(9),Least Privilege (9),ibm,ciem,ibm.iam.activity_log.api_key_creation,<detect API key creation and role assignment patterns leading to privilege expansion>
CANADA_PBMM,AC-6(9),Least Privilege (9),ibm,ciem,ibm.activitytracker.chain.role_assignment,<detect API key creation and role assignment patterns leading to privilege expansion>
CANADA_PBMM,AC-6(9),Least Privilege (9),alicloud,ciem,alicloud.ram.audit.attach_policy_to_user,<detect direct policy attachments to users and permission grant chains bypassing groups>
CANADA_PBMM,AC-6(9),Least Privilege (9),alicloud,ciem,alicloud.actiontrail.chain.permission_grant,<detect direct policy attachments to users and permission grant chains bypassing groups>
CANADA_PBMM,AC-6(9),Least Privilege (9),k8s,ciem,k8s.rbac.audit.clusterrole_binding,<detect ClusterRoleBinding creations and ServiceAccount token mounts for privilege escalation>
CANADA_PBMM,AC-6(9),Least Privilege (9),k8s,ciem,k8s.audit.chain.serviceaccount_token_mount,<detect ClusterRoleBinding creations and ServiceAccount token mounts for privilege escalation>
CANADA_PBMM,AC-6(10),Least Privilege (10),aws,ciem,aws.iam.activity_log.assume_role_high_privilege,Detect privileged role assumption and console logins without MFA to enforce least privilege access patterns.
