framework,control_id,control_title,csp,suggested_rule_id,intent
CANADA_PBMM,CM-8(2),System Component Inventory (2),azure,azure.compute.vm.inventory,Check that all Azure VMs are tracked in an inventory system via tags or Azure Resource Graph.
CANADA_PBMM,CM-8(2),System Component Inventory (2),gcp,gcp.compute.instance.inventory,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.
CANADA_PBMM,CM-8(2),System Component Inventory (2),oracle,oci.compute.instance.inventory,Check that all OCI compute instances are tracked in an inventory system via defined tags or compartment structure.
CANADA_PBMM,CM-8(2),System Component Inventory (2),ibm,ibm.is.instance.inventory,Check that all IBM VPC virtual server instances are tracked in an inventory system via resource tags or groups.
CANADA_PBMM,CM-8(2),System Component Inventory (2),alicloud,alicloud.ecs.instance.inventory,Check that all Alibaba Cloud ECS instances are tracked in an inventory system via tags or resource directory.
CANADA_PBMM,CM-8(3),System Component Inventory (3),aws,aws.ec2.instance.inventory,Check that all EC2 instances are tracked in a CMDB or inventory system via tags or config management.
CANADA_PBMM,CM-8(3),System Component Inventory (3),azure,azure.compute.vm.inventory,Check that all Azure VMs are tracked in a CMDB or inventory system via tags or management configuration.
CANADA_PBMM,CM-8(3),System Component Inventory (3),gcp,gcp.compute.instance.inventory,Check that all Compute Engine instances are tracked in a CMDB or inventory system via labels or management metadata.
CANADA_PBMM,CM-8(3),System Component Inventory (3),k8s,k8s.core.node.inventory,Check that all Kubernetes nodes are tracked in a CMDB or inventory system via labels or cluster metadata.
CANADA_PBMM,CM-8(5),System Component Inventory (5),aws,aws.ec2.instance.inventory,Check that all EC2 instances are tracked in a CMDB or inventory system via tags or config management.
CANADA_PBMM,CM-8(5),System Component Inventory (5),azure,azure.compute.vm.inventory,Check that all Azure VMs are tracked in a CMDB or inventory system via tags or management configuration.
CANADA_PBMM,CM-8(5),System Component Inventory (5),gcp,gcp.compute.instance.inventory,Check that all Compute Engine instances are tracked in a CMDB or inventory system via labels or management config.
CANADA_PBMM,CM-8(5),System Component Inventory (5),k8s,k8s.core.node.inventory,Check that all Kubernetes nodes are tracked in a CMDB or inventory system via labels or management annotations.
CANADA_PBMM,CP-2(1),Contingency Plan (1),aws,aws.ec2.instance.recovery_instances,Check that EC2 instances have recovery automation enabled via AWS Systems Manager Automation documents.
CANADA_PBMM,CP-2(1),Contingency Plan (1),azure,azure.compute.virtual_machine.disaster_recovery,Check that Azure VMs are configured with Site Recovery or backup for contingency.
CANADA_PBMM,CP-2(1),Contingency Plan (1),gcp,gcp.compute.instance.disaster_recovery,Check that Compute Engine instances have snapshot schedules or are in a managed instance group for auto-recovery.
CANADA_PBMM,CP-2(1),Contingency Plan (1),oracle,oci.compute.instance.disaster_recovery,Check that Compute instances are configured with backup policies or are in a fault domain/availability domain strategy.
CANADA_PBMM,CP-2(1),Contingency Plan (1),ibm,ibm.vpc.instance.backup_policy,Check that VPC instances are associated with a backup policy or snapshot schedule for recovery.
CANADA_PBMM,CP-2(1),Contingency Plan (1),alicloud,alicloud.ecs.instance.disaster_recovery,Check that ECS instances are configured with automatic snapshots or are in an auto-scaling group for recovery.
CANADA_PBMM,CP-2(1),Contingency Plan (1),k8s,k8s.workload.backup_annotation,Check that critical workloads (Pods/Deployments) have annotations/labels indicating backup or disaster recovery intent.
CANADA_PBMM,CP-2(2),Contingency Plan (2),aws,aws.ec2.instance.recovery_instances,"Check that EC2 instances have recovery automation configured (e.g., via AWS Systems Manager Automation documents)."
CANADA_PBMM,CP-2(2),Contingency Plan (2),azure,azure.compute.virtual_machine.disaster_recovery,"Check that Azure VMs have disaster recovery configured (e.g., replication to another region via Site Recovery)."
CANADA_PBMM,CP-2(2),Contingency Plan (2),gcp,gcp.compute.instance.disaster_recovery,"Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates)."
CANADA_PBMM,CP-2(3),Contingency Plan (3),aws,aws.ec2.instance.recovery_instance,Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.
CANADA_PBMM,CP-2(3),Contingency Plan (3),azure,azure.compute.virtual_machine.disaster_recovery,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup policies.
CANADA_PBMM,CP-2(3),Contingency Plan (3),gcp,gcp.compute.instance.disaster_recovery,Check that Compute Engine instances have disaster recovery configured via persistent disks with snapshots or via backup schedules.
CANADA_PBMM,CP-2(3),Contingency Plan (3),oracle,oci.compute.instance.disaster_recovery,Check that Oracle Compute instances have disaster recovery configured via block volume backups or DR policies.
CANADA_PBMM,CP-2(3),Contingency Plan (3),ibm,ibm.vpc.instance.backup_policy,Check that IBM VPC instances are associated with a backup policy for automated backups.
CANADA_PBMM,CP-2(3),Contingency Plan (3),alicloud,alicloud.ecs.instance.backup_policy,Check that ECS instances are associated with a backup policy or disaster recovery plan.
CANADA_PBMM,CP-2(4),Contingency Plan (4),aws,aws.ec2.instance.recovery_behavior,Check EC2 instances are configured for stop/terminate recovery via termination protection or Auto Scaling.
CANADA_PBMM,CP-2(4),Contingency Plan (4),azure,azure.compute.virtual_machine.backup_policy,Check that Azure VMs are associated with a Backup policy for recovery.
CANADA_PBMM,CP-2(4),Contingency Plan (4),gcp,gcp.compute.instance.snapshot_schedule,Check Compute Engine instances have a snapshot schedule configured for recovery.
CANADA_PBMM,CP-2(4),Contingency Plan (4),oracle,oci.compute.instance.recovery_attributes,Check Compute instances have termination protection or are in an Instance Configuration for recovery.
CANADA_PBMM,CP-2(4),Contingency Plan (4),alicloud,alicloud.ecs.instance.recovery_setting,Check ECS instances have release protection enabled or are in a scaling group.
CANADA_PBMM,CP-2(4),Contingency Plan (4),k8s,k8s.workload.replica_count,Check Deployments/StatefulSets have a minimum replica count >1 for high availability.
CANADA_PBMM,CP-2(5),Contingency Plan (5),aws,aws.ec2.instance.recovery_instance,Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.
CANADA_PBMM,CP-2(5),Contingency Plan (5),azure,azure.compute.virtual_machine.disaster_recovery,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.
CANADA_PBMM,CP-2(5),Contingency Plan (5),gcp,gcp.compute.instance.disaster_recovery,Check that Compute Engine instances have disaster recovery configured via persistent disk snapshots with multi-region storage or using Cloud DR.
CANADA_PBMM,CP-2(5),Contingency Plan (5),oracle,oci.compute.instance.disaster_recovery,Check that Oracle Compute instances have disaster recovery configured via cross-region backups or replication.
CANADA_PBMM,CP-2(5),Contingency Plan (5),ibm,ibm.is.instance.disaster_recovery,Check that IBM Cloud VPC instances have disaster recovery configured via snapshots with cross-region replication or backup plans.
CANADA_PBMM,CP-2(5),Contingency Plan (5),alicloud,alicloud.ecs.instance.disaster_recovery,Check that ECS instances have disaster recovery configured via snapshots with cross-region copy or using Hybrid Backup Recovery.
CANADA_PBMM,CP-2(5),Contingency Plan (5),k8s,k8s.core.namespace.backup_label,Check that Kubernetes namespaces or critical workloads are labeled for inclusion in a cluster backup/disaster recovery solution.
CANADA_PBMM,CP-2(6),Contingency Plan (6),aws,aws.ec2.instance.recovery_behavior,"Check EC2 instances are configured for recovery (e.g., termination protection, stop/start behavior)"
CANADA_PBMM,CP-2(6),Contingency Plan (6),azure,azure.compute.virtual_machine.boot_diagnostics,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting
CANADA_PBMM,CP-2(6),Contingency Plan (6),gcp,gcp.compute.instance.automatic_restart,Check Compute Engine instances are configured with automatic restart for recovery
CANADA_PBMM,CP-2(6),Contingency Plan (6),oracle,oci.compute.instance.fault_domain,Check Compute instances are distributed across fault domains for high availability
CANADA_PBMM,CP-2(6),Contingency Plan (6),ibm,ibm.vpc.instance.boot_volume.delete_volume_on_instance_delete,Check VPC instance boot volume is not deleted on instance termination to preserve data
CANADA_PBMM,CP-2(6),Contingency Plan (6),alicloud,alicloud.ecs.instance.delete_protection,Check ECS instances have deletion protection enabled
CANADA_PBMM,CP-2(6),Contingency Plan (6),k8s,k8s.pod.disruption_budget,Check for PodDisruptionBudget resources to ensure application availability during disruptions
CANADA_PBMM,CP-2(8),Contingency Plan (8),aws,aws.ec2.instance.recovery_automation,"Check EC2 instances have recovery automation (e.g., CloudWatch alarms, Auto Recovery) configured."
CANADA_PBMM,CP-2(8),Contingency Plan (8),azure,azure.compute.virtual_machine.recovery_automation,"Check Azure VMs have recovery automation (e.g., boot diagnostics, availability sets/zones) configured."
CANADA_PBMM,CP-2(8),Contingency Plan (8),gcp,gcp.compute.instance.recovery_automation,"Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured."
CANADA_PBMM,CP-2(8),Contingency Plan (8),k8s,k8s.workload.replica_high_availability,Check Kubernetes Deployments/StatefulSets have multiple replicas and pod disruption budgets for high availability.
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),aws,aws.rds.db_instance.backup_retention_period,Check RDS backup retention period is configured for recovery
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),azure,azure.sql.database.long_term_retention_policy,Check SQL Database long-term backup retention is enabled
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),gcp,gcp.sql.database_instance.backup_configuration,Check Cloud SQL backup configuration is enabled and retention set
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),oracle,oci.database.autonomous_database.backup_retention_period,Check Autonomous Database backup retention period is configured
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),ibm,ibm.database.postgresql.backup_policy,Check IBM Databases for PostgreSQL backup policy is configured
CANADA_PBMM,CP-7(1),Alternate Processing Site (1),alicloud,alicloud.rds.instance.backup_retention_period,Check ApsaraDB RDS backup retention period is configured
CANADA_PBMM,CP-8(1),Telecommunications Services (1),aws,aws.backup.recovery_points.encryption,Check that AWS Backup recovery points are encrypted with a customer-managed key (CMK).
CANADA_PBMM,CP-8(1),Telecommunications Services (1),azure,azure.backup.recovery_services_vault.encryption,Check that Azure Recovery Services Vault uses customer-managed keys (CMK) for encryption.
CANADA_PBMM,CP-8(1),Telecommunications Services (1),gcp,gcp.compute.region_backend_service.failover,Check that GCP regional backend services are configured for cross-region failover.
CANADA_PBMM,CP-8(1),Telecommunications Services (1),oracle,oci.disaster_recovery.dr_protection_group.config,Check that OCI Disaster Recovery protection groups are configured for replication to a remote region.
CANADA_PBMM,CP-8(1),Telecommunications Services (1),alicloud,alicloud.ecs.auto_provisioning_group.multi_zone,Check that Alibaba Cloud ECS auto provisioning groups are configured across multiple zones for redundancy.
CANADA_PBMM,CP-8(2),Telecommunications Services (2),aws,aws.backup.recovery_vault.backup_plan,Check that a backup plan exists for critical telecommunications services.
CANADA_PBMM,CP-8(2),Telecommunications Services (2),azure,azure.backup.vault.backup_policy,Check that a backup policy is configured for critical telecommunications services.
CANADA_PBMM,CP-8(2),Telecommunications Services (2),gcp,gcp.compute.region_backend_service.backup_health_check,Check that a backend service has a failover/backup health check configured.
CANADA_PBMM,CP-8(2),Telecommunications Services (2),k8s,k8s.network.service.external_traffic_policy,Check that Service externalTrafficPolicy is set for local traffic handling and failover.
CANADA_PBMM,CP-8(3),Telecommunications Services (3),aws,aws.backup.recovery_points.minimum_count,Ensure a minimum number of recovery points exist for critical services.
CANADA_PBMM,CP-8(3),Telecommunications Services (3),azure,azure.backup.recovery_vaults.redundancy,Ensure Recovery Vaults are configured with geo-redundant storage.
CANADA_PBMM,CP-8(3),Telecommunications Services (3),gcp,gcp.compute.region_backend_services.failover,Ensure regional backend services have failover policies configured.
CANADA_PBMM,CP-8(3),Telecommunications Services (3),ibm,ibm.is.vpn_gateways.connections,Ensure VPN gateways have active connections for failover telecommunications.
CANADA_PBMM,CP-8(3),Telecommunications Services (3),alicloud,alicloud.ecs.auto_provisioning_groups.strategy,Ensure Auto Provisioning Groups use multi-zone strategies for failover.
CANADA_PBMM,CP-9(1),System Backup (1),aws,aws.backup.backup_plan.backup_rule_configuration,Check AWS Backup plan has a rule configured for system backup.
CANADA_PBMM,CP-9(1),System Backup (1),oracle,oci.blockstorage.volume.backup_policy,Check OCI Block Volume has a backup policy assigned.
CANADA_PBMM,CP-9(1),System Backup (1),alicloud,alicloud.ecs.snapshot.snapshot_policy,Check ECS snapshot policy is configured for automatic system backup.
CANADA_PBMM,CP-9(2),System Backup (2),aws,aws.backup.backup_plan.backup_rule_configuration,Check AWS Backup plan has a rule configured for system backup.
CANADA_PBMM,CP-9(2),System Backup (2),oracle,oci.object_storage.bucket.versioning_enabled,Check OCI Object Storage bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(2),System Backup (2),ibm,ibm.cos.bucket.versioning_enabled,Check IBM Cloud Object Storage bucket has versioning enabled for data protection.
CANADA_PBMM,CP-9(2),System Backup (2),alicloud,alicloud.oss.bucket.versioning_enabled,Check Alibaba Cloud OSS bucket has versioning enabled for backup capability.
CANADA_PBMM,CP-9(3),System Backup (3),aws,aws.backup.backup_plan.backup_rule_configuration,Check AWS Backup plan has a rule configured for system backup.
CANADA_PBMM,CP-9(3),System Backup (3),oracle,oci.object_storage.bucket.versioning_enabled,Check OCI Object Storage bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(3),System Backup (3),ibm,ibm.cloudant.database.non_del_doc_purge,Check IBM Cloudant database has non-deleted document purging disabled for backup.
CANADA_PBMM,CP-9(3),System Backup (3),alicloud,alicloud.ecs.snapshot_policy.auto_snapshot_policy,Check Alibaba Cloud ECS auto snapshot policy is configured for system backup.
CANADA_PBMM,CP-9(5),System Backup (5),aws,aws.backup.backup_plan.backup_rule_configuration,Check AWS Backup plan has a rule configured for system backup.
CANADA_PBMM,CP-9(5),System Backup (5),oracle,oci.object_storage.bucket.versioning_enabled,Check OCI Object Storage bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(5),System Backup (5),ibm,ibm.cos.bucket.versioning_enabled,Check IBM Cloud Object Storage bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(5),System Backup (5),alicloud,alicloud.oss.bucket.versioning_enabled,Check Alibaba Cloud OSS bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(7),System Backup (7),aws,aws.backup.backup_plan.backup_rule_configuration,Check AWS Backup plan has a rule configured for system backup.
CANADA_PBMM,CP-9(7),System Backup (7),oracle,oci.object_storage.bucket.versioning_enabled,Check OCI Object Storage bucket has versioning enabled for data recovery.
CANADA_PBMM,CP-9(7),System Backup (7),ibm,ibm.cos.bucket.versioning_enabled,Check IBM Cloud Object Storage bucket has versioning enabled for data protection.
CANADA_PBMM,CP-9(7),System Backup (7),alicloud,alicloud.oss.bucket.versioning,Check Alibaba Cloud OSS bucket has versioning enabled for backup capability.
CANADA_PBMM,CP-10(2),System Recovery and Reconstitution (2),aws,aws.rds.db_instance.automated_backups,Check RDS instance automated backup retention period is configured
CANADA_PBMM,CP-10(2),System Recovery and Reconstitution (2),oracle,oci.database.autonomous_database.backup_retention,Check Autonomous Database backup retention policy is configured
CANADA_PBMM,CP-10(2),System Recovery and Reconstitution (2),ibm,ibm.cloud_databases.instance.backup_policies,Check IBM Cloud Databases instance backup policy is configured
CANADA_PBMM,CP-10(2),System Recovery and Reconstitution (2),alicloud,alicloud.rds.instance.backup_policy,Check RDS instance backup policy retention period is configured
CANADA_PBMM,CP-10(4),System Recovery and Reconstitution (4),aws,aws.backup.recovery_point_encryption.state,Check that AWS Backup recovery points are encrypted.
CANADA_PBMM,CP-10(4),System Recovery and Reconstitution (4),oracle,oci.block_volume.backup_policy.state,Check that OCI Block Volume backups have a policy configured.
CANADA_PBMM,CP-10(4),System Recovery and Reconstitution (4),alicloud,alicloud.ecs.snapshot.encryption.state,Check that Alibaba Cloud ECS snapshots are encrypted.
CANADA_PBMM,IA-2(3),Identification and Authentication (organizational Users) (3),aws,aws.iam.account.password_policy.minimum_length,Ensure IAM password policy requires a minimum length for user passwords.
CANADA_PBMM,IA-2(3),Identification and Authentication (organizational Users) (3),azure,azure.aad.password_policy.minimum_length,Ensure Azure AD password policy requires a minimum length for user passwords.
CANADA_PBMM,IA-2(3),Identification and Authentication (organizational Users) (3),gcp,gcp.iam.project.password_policy.minimum_length,Ensure project-level password policy requires a minimum length for user passwords.
CANADA_PBMM,IA-2(3),Identification and Authentication (organizational Users) (3),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy requires a minimum length for user passwords.
CANADA_PBMM,IA-2(6),Identification and Authentication (organizational Users) (6),aws,aws.iam.account_password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(6),Identification and Authentication (organizational Users) (6),azure,azure.aad.password_policy.minimum_length,Ensure Azure AD password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(6),Identification and Authentication (organizational Users) (6),gcp,gcp.iam.password_policy.minimum_length,Ensure project-level password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(6),Identification and Authentication (organizational Users) (6),oracle,oci.identity.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(6),Identification and Authentication (organizational Users) (6),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(8),Identification and Authentication (organizational Users) (8),aws,aws.iam.account_password_policy.minimum_password_length,Ensure IAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(8),Identification and Authentication (organizational Users) (8),azure,azure.aad.password_policy.minimum_password_length,Ensure Azure AD password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(8),Identification and Authentication (organizational Users) (8),gcp,gcp.iam.password_policy.minimum_password_length,Ensure IAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(8),Identification and Authentication (organizational Users) (8),oracle,oci.identity.password_policy.minimum_password_length,Ensure IAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-2(8),Identification and Authentication (organizational Users) (8),alicloud,alicloud.ram.password_policy.minimum_password_length,Ensure RAM password policy enforces a minimum password length of 14 characters.
CANADA_PBMM,IA-4(2),Identifier Management (2),aws,aws.iam.user.mfa_enabled,Ensure all IAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(2),Identifier Management (2),azure,azure.iam.user.mfa_enabled,Ensure all users have multi-factor authentication enabled.
CANADA_PBMM,IA-4(2),Identifier Management (2),gcp,gcp.iam.user.mfa_enabled,Ensure all users have 2-Step Verification enabled.
CANADA_PBMM,IA-4(2),Identifier Management (2),oracle,oci.iam.user.mfa_enabled,Ensure all IAM users have MFA enabled.
CANADA_PBMM,IA-4(2),Identifier Management (2),ibm,ibm.iam.user.mfa_enabled,Ensure all users have multi-factor authentication enabled.
CANADA_PBMM,IA-4(2),Identifier Management (2),alicloud,alicloud.ram.user.mfa_enabled,Ensure all RAM users have MFA enabled.
CANADA_PBMM,IA-4(3),Identifier Management (3),aws,aws.iam.user.mfa_enabled,Check that all IAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(3),Identifier Management (3),azure,azure.iam.user.mfa_enabled,Check that all user accounts have MFA enabled for portal/console access.
CANADA_PBMM,IA-4(3),Identifier Management (3),gcp,gcp.iam.user.mfa_enabled,Check that all user accounts have MFA enabled for console access.
CANADA_PBMM,IA-4(3),Identifier Management (3),oracle,oci.iam.user.mfa_enabled,Check that all IAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(3),Identifier Management (3),ibm,ibm.iam.user.mfa_enabled,Check that all IAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(3),Identifier Management (3),alicloud,alicloud.ram.user.mfa_enabled,Check that all RAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(4),Identifier Management (4),aws,aws.iam.user.mfa_enabled,Check that all IAM users have MFA enabled for console access.
CANADA_PBMM,IA-4(4),Identifier Management (4),azure,azure.iam.user.mfa_enabled,Check that all users have multi-factor authentication enabled.
CANADA_PBMM,IA-4(4),Identifier Management (4),gcp,gcp.iam.user.mfa_enabled,Check that all user accounts have two-step verification enforced.
CANADA_PBMM,IA-4(4),Identifier Management (4),oracle,oci.iam.user.mfa_enabled,Check that all IAM users have MFA enabled.
CANADA_PBMM,IA-4(4),Identifier Management (4),ibm,ibm.iam.user.mfa_enabled,Check that all users have multi-factor authentication enabled.
CANADA_PBMM,IA-4(4),Identifier Management (4),alicloud,alicloud.ram.user.mfa_enabled,Check that all RAM users have MFA enabled.
CANADA_PBMM,IA-5(1),Authenticator Management | Password-Based Authentication,aws,aws.iam.account_password_policy.minimum_length,Check that the AWS account password policy enforces a minimum password length.
CANADA_PBMM,IA-5(1),Authenticator Management | Password-Based Authentication,azure,azure.aad.password_policy.minimum_length,Check that Azure AD password policy enforces a minimum password length.
CANADA_PBMM,IA-5(1),Authenticator Management | Password-Based Authentication,gcp,gcp.iam.password_policy.minimum_length,Check that the Google Cloud organization password policy enforces a minimum password length.
CANADA_PBMM,IA-5(1),Authenticator Management | Password-Based Authentication,oracle,oci.identity.password_policy.minimum_length,Check that the OCI IAM password policy enforces a minimum password length.
CANADA_PBMM,IA-5(1),Authenticator Management | Password-Based Authentication,alicloud,alicloud.ram.password_policy.minimum_length,Check that the Alibaba Cloud RAM password policy enforces a minimum password length.
CANADA_PBMM,IA-5(2),Authenticator Management (2),aws,aws.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(2),Authenticator Management (2),azure,azure.aad.password_policy.minimum_length,Check Azure AD password policy enforces a minimum length.
CANADA_PBMM,IA-5(2),Authenticator Management (2),gcp,gcp.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(2),Authenticator Management (2),oracle,oci.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(2),Authenticator Management (2),alicloud,alicloud.ram.password_policy.minimum_length,Check RAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(3),Authenticator Management (3),aws,aws.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(3),Authenticator Management (3),azure,azure.aad.password_policy.enforce_strong_password,Check that Azure AD password policy enforces strong authentication.
CANADA_PBMM,IA-5(3),Authenticator Management (3),gcp,gcp.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(3),Authenticator Management (3),oracle,oci.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(3),Authenticator Management (3),alicloud,alicloud.ram.password_policy.minimum_length,Check that RAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),aws,aws.iam.password_policy.minimum_length,Check that IAM password policy requires a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),azure,azure.aad.password_policy.minimum_length,Check that Azure AD password policy requires a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),gcp,gcp.iam.password_policy.minimum_length,Check that IAM password policy for Cloud Identity requires a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),oracle,oci.iam.password_policy.minimum_length,Check that IAM password policy requires a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),ibm,ibm.iam.password_policy.minimum_length,Check that IAM password policy requires a minimum length.
CANADA_PBMM,IA-5(4),Authenticator Management (4),alicloud,alicloud.ram.password_policy.minimum_length,Check that RAM password policy requires a minimum length.
CANADA_PBMM,IA-5(6),Authenticator Management (6),aws,aws.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(6),Authenticator Management (6),azure,azure.aad.password_policy.minimum_length,Check Azure AD password policy enforces a minimum length.
CANADA_PBMM,IA-5(6),Authenticator Management (6),gcp,gcp.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(6),Authenticator Management (6),alicloud,alicloud.ram.password_policy.minimum_length,Check RAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),aws,aws.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),azure,azure.aad.password_policy.minimum_length,Check Azure AD password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),gcp,gcp.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),oracle,oci.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),ibm,ibm.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(7),Authenticator Management (7),alicloud,alicloud.ram.password_policy.minimum_length,Check RAM password policy enforces a minimum length.
CANADA_PBMM,IA-5(8),Authenticator Management (8),aws,aws.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(8),Authenticator Management (8),azure,azure.aad.password_policy.minimum_length,Check that Azure AD password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(8),Authenticator Management (8),gcp,gcp.iam.password_policy.minimum_length,Check that IAM password policy for Cloud Identity enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(8),Authenticator Management (8),oracle,oci.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(8),Authenticator Management (8),ibm,ibm.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(8),Authenticator Management (8),alicloud,alicloud.ram.password_policy.minimum_length,Check that RAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(11),Authenticator Management (11),aws,aws.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(11),Authenticator Management (11),azure,azure.aad.password_policy.minimum_length,Check that Azure AD password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(11),Authenticator Management (11),gcp,gcp.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(11),Authenticator Management (11),oracle,oci.iam.password_policy.minimum_length,Check that IAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IA-5(11),Authenticator Management (11),alicloud,alicloud.ram.password_policy.minimum_length,Check that RAM password policy enforces a minimum length of 14 characters.
CANADA_PBMM,IR-4(1),Incident Handling (1),aws,aws.cloudtrail.trail.is_multi_region_trails,Check that CloudTrail is configured with multi-region trails for centralized incident handling logs.
CANADA_PBMM,IR-4(1),Incident Handling (1),azure,azure.monitor.activity_log.profile.log_retention,Check that Activity Logs are retained for sufficient duration to support incident handling.
CANADA_PBMM,IR-4(1),Incident Handling (1),gcp,gcp.logging.sink.filter_and_destination,Check that Log Sinks are configured to route relevant logs to a security analysis destination.
CANADA_PBMM,IR-4(1),Incident Handling (1),oracle,oci.audit.configuration.retention,Check that Audit configuration has retention enabled for incident analysis.
CANADA_PBMM,IR-4(1),Incident Handling (1),ibm,ibm.activity_tracker.route.enabled,Check that Activity Tracker routes are configured to a centralized log instance.
CANADA_PBMM,IR-4(1),Incident Handling (1),alicloud,alicloud.actiontrail.trail.is_organization_trail,Check that ActionTrail is configured as an organization trail for multi-account logging.
CANADA_PBMM,IR-4(1),Incident Handling (1),k8s,k8s.audit.policy.logging_enabled,Check that an audit policy is configured and logs are enabled for cluster activities.
CANADA_PBMM,IR-4(3),Incident Handling (3),aws,aws.cloudtrail.trail.is_multi_region_trails_enabled,Check that multi-region CloudTrail is enabled for centralized incident handling logs.
CANADA_PBMM,IR-4(3),Incident Handling (3),azure,azure.monitor.activity_log.log_profile.retention_enabled,Check that Activity Log retention is enabled and configured for incident analysis.
CANADA_PBMM,IR-4(3),Incident Handling (3),gcp,gcp.logging.sink.bucket.retention_policy,Check that Log Sink to a storage bucket has a retention policy for incident handling.
