framework,framework_version,control_id,title,description,source_file,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
CIS_ALICLOUD,,4.1.5,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,Ensure	that	the	kubelet.conf	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a local kubelet.conf file on a node, not a managed cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.1.6,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,Ensure	that	the	kubelet.conf	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a local kubelet.conf file on a node, not a cloud-managed resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.1.7,Ensure that the certificate authorities file permissions are set to 644 or more restrictive,Ensure	that	the	certificate	authorities	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: No clear, specific cloud resource for CA file permissions in CSPM scope; likely OS-level or service-specific configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.1.8,Ensure that the client certificate authorities file ownership is set to root:root,Ensure	that	the	certificate	authorities	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control pertains to OS-level file ownership on compute instances, not a managed cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.1.9,Ensure that the kubelet --config configuration file has permissions set to 644 or more restrictive,"Ensure	that	if	the	kubelet	refers	to	a	configuration	file	with	the	--config	argument,	that	file has	permissions	of	644	or	more	restrictive.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a local kubelet configuration file on a node, not a managed cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.1,Ensure that the --anonymous-auth argument is set to false,Disable	anonymous	requests	to	the	Kubelet	server.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes API server arguments, not a direct configuration of a managed Alibaba Cloud service resource.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.10,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,The	RBAC	role	cluster-admin	provides	wide-ranging	powers	over	the	environment	and should	be	used	only	where	and	when	needed.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes node agent (Kubelet) configuration, which is not a managed cloud resource configuration in Alibaba Cloud's CSPM scope.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.2,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Do	not	allow	all	requests.	Enable	explicit	authorization.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,"SKIP: Control is specific to Kubernetes API server configuration; AWS managed services (EKS) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; Azure managed services (AKS) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; GCP managed services (GKE) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; OCI managed services (OKE) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; IBM managed services (IKS/ROKS) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.ack.rbac.authorization_mode_rbac_enabled;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege,0.50,PARTIAL: k8s.kubernetes.api_server.authorization_mode | May verify pod spec or cluster configuration but cannot directly audit runtime arguments of self-managed API servers.,0.00,,,,,,,
CIS_ALICLOUD,,4.2.3,Ensure that the --client-ca-file argument is set as appropriate,Enable	Kubelet	authentication	using	certificates.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a K8s API server binary argument, not a managed cloud service resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.4,Verify that the --read-only-port argument is set to 0,Disable	the	read-only	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: The --read-only-port argument is a Kubernetes component (kubelet) setting, not a direct configuration of an Alibaba Cloud managed resource.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.5,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Do	not	disable	timeouts	on	streaming	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: No clear mapping to a specific, configurable cloud resource attribute for a streaming connection idle timeout in Alibaba Cloud services.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.6,Ensure that the --protect-kernel-defaults argument is set to true,Protect	tuned	kernel	parameters	from	overriding	kubelet	default	kernel	parameter	values.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a K8s kubelet argument, not a direct, static cloud resource configuration in Alibaba Cloud's managed services.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.7,Ensure that the --make-iptables-util-chains argument is set to true,Allow	Kubelet	to	manage	iptables.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes kubelet arguments, not a direct, standard AliCloud managed service configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.8,Ensure that the --event-qps argument is set to 0 or a level which ensures appropriate event capture,"Security	relevant	information	should	be	captured.	The	--event-qps	flag	on	the	Kubelet	can be	used	to	limit	the	rate	at	which	events	are	gathered.	Setting	this	too	low	could	result	in relevant	events	not	being	logged,	however	the	unlimited	setting	of	0	could	result	in	a	denial of	service	on	the	kubelet.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control pertains to a K8s component argument, not a direct, static cloud resource configuration in Alibaba Cloud's managed services.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,4.2.9,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup	TLS	connection	on	the	Kubelets.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,"SKIP: Control is specific to Kubernetes API server configuration; AWS managed services (EKS) abstract this, and CSPM cannot audit underlying master node arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; Azure managed services (AKS) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; GCP managed services (GKE) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; OCI managed services (OKE) abstract this, and CSPM cannot audit underlying control plane arguments.",0.00,"SKIP: Control is specific to Kubernetes API server configuration; IBM managed services (IKS/ROKS) abstract this, and CSPM cannot audit underlying master node arguments.",0.00,alicloud.actiontrail.kms.encryption_enabled;alicloud.hbr.vault.encryption_cmk_cmek_key_configured;alicloud.ack.cluster.kms_cmk_encryption_in_secrets_enabled,0.40,"PARTIAL: k8s.kubernetes.api_server.tls_cert_key_set | Verifies static pod manifest or config file for arguments, but cannot test live execution on a running API server.",0.00,,,,,,,
CIS_ALICLOUD,,5.1.3,Minimize wildcard use in Roles and ClusterRoles,"Kubernetes	Roles	and	ClusterRoles	provide	access	to	resources	based	on	sets	of	objects	and actions	that	can	be	taken	on	those	objects.	It	is	possible	to	set	either	of	these	to	be	the wildcard	""*""	which	matches	all	items. Use	of	wildcards	is	not	optimal	from	a	security	perspective	as	it	may	allow	for	inadvertent access	to	be	granted	when	new	resources	are	added	to	the	Kubernetes	API	either	as	CRDs or	in	later	versions	of	the	product.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.iam.role.policy_document;aws.iam.policy.policy_document,refined,azure.authorization.role_definition.permissions;azure.authorization.role_assignment.properties,refined,gcp.iam.role.permissions;gcp.iam.policy.bindings,refined,NEW: oci.identity.policy.statements;oci.identity.dynamic_group.rules,0.00,NEW: ibm.iam.policy.roles;ibm.iam.access_group.rules,0.00,NEW: alicloud.ram.role.policy_document,0.00,k8s.rbac.role.rules;k8s.rbac.clusterrole.rules,refined,,,,,,,
CIS_ALICLOUD,,5.2.1,Minimize the admission of privileged containers,Do	not	generally	permit	containers	to	be	run	with	the	securityContext.privileged	flag set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.ec2.instance.no_privileged_containers;aws.ecs.task_definition.no_privileged_containers,refined,azure.aks.cluster.no_privileged_containers;azure.container.registry.no_admin_user,refined,gcp.container.cluster.no_privileged_containers;gcp.compute.instance.no_privileged_containers,refined,oci.containerengine.cluster.no_privileged_containers;oci.compute.instance.no_privileged_containers,refined,ibm.container.cluster.no_privileged_containers;ibm.vpc.instance.no_privileged_containers,refined,alicloud.ecs.instance.no_privileged_containers;alicloud.ack.workload.no_privileged_containers,0.40,k8s.pod.security_context.no_privileged_containers;k8s.deployment.security_context.no_privileged_containers,refined,NEW: aws.ecs.activity_log.privileged_container_launch;aws.eks.audit.privileged_pod_create,NEW: azure.aks.audit.privileged_pod_creation;azure.containerinstances.activity_log.privileged_container_start,NEW: gcp.gke.audit.privileged_pod_creation;gcp.cloudrun.audit.privileged_revision,NEW: oci.oke.audit.privileged_pod_create,NEW: ibm.containerservice.audit.privileged_pod_creation,NEW: alicloud.cs.audit.privileged_pod_create,NEW: k8s.kubernetes.audit.privileged_container_create;k8s.kubernetes.chain.privileged_escalation
CIS_ALICLOUD,,5.2.2,Minimize the admission of containers wishing to share the host process ID namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostPID	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,NEW: aws.eks.cluster.pod_security_policy,0.00,NEW: azure.aks.cluster.pod_security_policy,0.00,NEW: gcp.gke.cluster.pod_security_policy,0.00,NEW: oci.oke.cluster.pod_security_policy,0.00,NEW: ibm.iks.cluster.pod_security_policy,0.00,NEW: alicloud.cs.kubernetes.cluster.pod_security_policy,0.00,PARTIAL: k8s.cluster.pod_security_policy | verifies PodSecurityPolicy/PSA configuration exists but not admission control enforcement,0.00,,,,,,,
CIS_ALICLOUD,,5.2.3,Minimize the admission of containers wishing to share the host IPC namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostIPC	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: No direct AliCloud resource configuration for host IPC namespace admission in managed container services.,0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,5.2.4,Minimize the admission of containers wishing to share the host network namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostNetwork	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.eks.cluster.pod_security_policy_enabled;aws.eks.cluster.kubernetes_network_policy_enabled,refined,azure.aks.cluster.disable_host_network;azure.aks.cluster.network_policy_enabled,refined,gcp.gke.cluster.host_network_disabled;gcp.gke.cluster.network_policy_enabled,refined,oci.oke.cluster.pod_security_policy_enabled;oci.oke.cluster.kubernetes_network_policy_enabled,refined,ibm.containers.cluster.pod_security_policy_enabled;ibm.containers.cluster.network_policy_enabled,refined,alicloud.cfw.network.firewall_no_permit_any_any,0.40,k8s.pod.security_context.host_network_false;k8s.pod.security_context.host_pid_false,refined,,,,,,,
CIS_ALICLOUD,,5.2.5,Minimize the admission of containers with allowPrivilegeEscalation,Do	not	generally	permit	containers	to	be	run	with	the	allowPrivilegeEscalation	flag	set to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,NEW: aws.eks.pod_security_policy.allow_privilege_escalation,0.00,NEW: azure.aks.pod_security_policy.allow_privilege_escalation,0.00,NEW: gcp.gke.pod_security_policy.allow_privilege_escalation,0.00,NEW: oci.oke.pod_security_policy.allow_privilege_escalation,0.00,NEW: ibm.kubernetes.pod_security_policy.allow_privilege_escalation,0.00,NEW: alicloud.cs.kubernetes.pod_security_policy.allow_privilege_escalation,0.00,NEW: k8s.pod_security_policy.allow_privilege_escalation,0.00,,,,,,,
CIS_ALICLOUD,,5.2.8,Minimize the admission of containers with added capabilities,Do	not	generally	permit	containers	with	capabilities	assigned	beyond	the	default	set.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes admission controllers, not a direct cloud resource configuration in Alibaba Cloud's managed services.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,5.2.9,Minimize the admission of containers with capabilities assigned,There	are	a	variety	of	CNI	plugins	available	for	Kubernetes.	If	the	CNI	in	use	does	not support	Network	Policies	it	may	not	be	possible	to	effectively	restrict	traffic	in	the	cluster.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control pertains to container runtime admission control, which is not a managed cloud resource configuration in Alibaba Cloud's CSPM scope.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,5.3.2,Ensure that all Namespaces have Network Policies defined,Kubernetes	supports	mounting	secrets	as	data	volumes	or	as	environment	variables. Minimize	the	use	of	environment	variable	secrets.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,"SKIP: Control is Kubernetes-specific; AWS EKS uses K8s NetworkPolicy, but CSPM cannot verify K8s object-level config generically across all clusters",0.00,"SKIP: Control is Kubernetes-specific; Azure AKS uses K8s NetworkPolicy, but CSPM cannot verify K8s object-level config generically across all clusters",0.00,"SKIP: Control is Kubernetes-specific; GCP GKE uses K8s NetworkPolicy, but CSPM cannot verify K8s object-level config generically across all clusters",0.00,"SKIP: Control is Kubernetes-specific; Oracle OKE uses K8s NetworkPolicy, but CSPM cannot verify K8s object-level config generically across all clusters",0.00,"SKIP: Control is Kubernetes-specific; IBM Cloud Kubernetes Service uses K8s NetworkPolicy, but CSPM cannot verify K8s object-level config generically across all clusters",0.00,alicloud.cfw.network.firewall_no_permit_any_any,0.40,PARTIAL: k8s.network.network_policy_default | verifies a default deny policy exists but not that all namespaces have specific policies defined,0.00,,,,,,,
CIS_ALICLOUD,,5.4.2,Consider external secret storage,Configure	Image	Provenance	for	your	deployment.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.secretsmanager.secret.encrypted;aws.secretsmanager.secret.rotation_enabled,refined,azure.keyvault.vault.purge_protection_enabled;azure.keyvault.secret.expiration_set,refined,gcp.secretmanager.secret.automatic_replication;gcp.secretmanager.secret.rotation_policy,refined,oci.vault.secret.rotation_enabled;oci.vault.secret.lifecycle_state,refined,ibm.secretsmanager.secret.rotation_policy;ibm.secretsmanager.instance.provenance,refined,alicloud.ecs.ebs.volume_encryption;alicloud.ecs.ebs.public_snapshot,0.40,PARTIAL: k8s.secret.encrypted | verifies encryption at rest via etcd but not external storage integration,0.00,,,,,,,
CIS_ALICLOUD,,5.6.1,Create administrative boundaries between resources using namespaces,Use	namespaces	to	isolate	your	Kubernetes	objects.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,NEW: aws.iam.user.namespace;aws.s3.bucket.namespace;aws.ec2.instance.namespace,0.00,NEW: azure.aad.user.namespace;azure.storage.blob.namespace;azure.compute.vm.namespace,0.00,NEW: gcp.iam.user.namespace;gcp.storage.bucket.namespace;gcp.compute.instance.namespace,0.00,NEW: oci.identity.user.namespace;oci.objectstorage.bucket.namespace;oci.compute.instance.namespace,0.00,NEW: ibm.iam.user.namespace;ibm.cos.bucket.namespace;ibm.vpc.instance.namespace,0.00,NEW: alicloud.ram.user.namespace,0.00,PARTIAL: k8s.rbac.namespace | verifies namespace configuration exists but not testing execution or isolation effectiveness,0.00,,,,,,,
CIS_ALICLOUD,,5.6.4,The default namespace should not be used,"Kubernetes	provides	a	default	namespace,	where	objects	are	placed	if	no	namespace	is specified	for	them.	Placing	objects	in	this	namespace	makes	application	of	RBAC	and	other controls	more	difficult.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,NEW: aws.iam.namespace.default_not_used,0.00,NEW: azure.aad.namespace.default_not_used,0.00,NEW: gcp.iam.namespace.default_not_used,0.00,NEW: oci.identity.namespace.default_not_used,0.00,NEW: ibm.iam.namespace.default_not_used,0.00,NEW: alicloud.cs.namespace.default_not_used,0.00,NEW: k8s.rbac.namespace.default_not_used,0.00,,,,,,,
CIS_ALICLOUD,,6.6.3,Consider ACK Sandboxed-Container for running untrusted workloads,Use	ACK	Sandboxed-Container	to	restrict	untrusted	workloads	as	an	additional	layer	of protection	when	running	in	a	multi-tenant	environment.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: Control is specific to GCP's Anthos/GKE Sandboxed Containers; no AWS service directly implements a sandboxed container runtime for untrusted workloads.,0.00,SKIP: Control is specific to GCP's Anthos/GKE Sandboxed Containers; no Azure service directly implements an equivalent sandboxed container runtime for untrusted workloads.,0.00,gcp.container.kubernetes.sandboxed_container_enabled,refined,SKIP: Control is specific to GCP's Anthos/GKE Sandboxed Containers; no OCI service directly implements a sandboxed container runtime for untrusted workloads.,0.00,SKIP: Control is specific to GCP's Anthos/GKE Sandboxed Containers; no IBM Cloud service directly implements a sandboxed container runtime for untrusted workloads.,0.00,alicloud.ack.kubernetes.pod_create_access_least_privilege,0.43,"SKIP: Control is specific to GCP's Anthos/GKE Sandboxed Containers; it is a vendor-specific security feature, not a generic Kubernetes control.",0.00,,,,,,,
CIS_ALICLOUD,,6.6.5,Consider use service account token volume projection,Use	service	account	token	volume	projection	to	enhance	security	when	you	use	service accounts.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,NEW: aws.iam.service_account_token_volume_projection,0.00,NEW: azure.iam.service_account_token_volume_projection,0.00,NEW: gcp.iam.service_account_token_volume_projection,0.00,NEW: oci.iam.service_account_token_volume_projection,0.00,NEW: ibm.iam.service_account_token_volume_projection,0.00,alicloud.ecs.volume.in_use;alicloud.ecs.ebs.volume_encryption,0.50,PARTIAL: k8s.rbac.service_account_token_volume_projection | verifies projected volume config in pod spec but not token validity or rotation,0.00,,,,,,,
CIS_ALICLOUD,2.0.0,1.5,Ensure users not logged on for 90 days or longer are disabled  for console logon,"Alibaba Cloud RAM users can logon to Alibaba Cloud console by using their user name and password. If a user has not logged on for 90 days or longer, it is recommended to disable the console access of the user.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.iam.user.last_used_password;aws.iam.user.last_used_access_key,refined,azure.iam.user.last_sign_in,refined,gcp.iam.user.last_login_time,refined,NEW: oci.iam.user.last_successful_login,0.00,NEW: ibm.iam.user.last_login_time,0.00,NEW: alicloud.iam.user.last_login_time,0.00,"SKIP: <Kubernetes RBAC has no native concept of a user account or last login timestamp; user identity is managed by an external system (e.g., OIDC, x509) outside the cluster's control plane.>",0.00,NEW: aws.iam.activity_log.console_login_followed_by_disable;aws.iam.audit.user_inactivity_reactivation,NEW: azure.aad.activity_log.signin_after_inactivity;azure.aad.chain.inactive_reenable_disable,NEW: gcp.iam.activity_log.service_account_key_use_after_inactivity;gcp.iam.audit.dormant_user_console_access,NEW: oci.iam.audit.user_auth_after_inactivity;oci.iam.chain.api_to_console_bypass,NEW: ibm.iam.activity_log.login_after_inactivity;ibm.iam.audit.disable_after_reactivation,NEW: alicloud.ram.activity_log.console_login_inactive_user;alicloud.ram.chain.inactive_user_policy_attach,"SKIP: Kubernetes lacks a native, universal concept of ""console logon"" or user disablement; user lifecycle is managed externall"
CIS_ALICLOUD,2.0.0,5.5,Ensure that the shared URL signature expires within an hour,Expire the shared URL signature within an hour.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Shared URL signature is an application-level data access mechanism, not a cloud resource configuration attribute.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,2.0.0,5.6,Ensure that URL signature is allowed only over https,URL signature is a URL that grants access rights to OSS. You can add signature information to a URL so that you can forward the URL to the third party for authorized access.A URL signature can be provided to the third party for authorized access.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: No clear cloud resource configuration for a generic ""URL signature"" service; likely application-level implementation.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_AWS,,1.1,Maintain current contact details,"Ensure contact email and telephone details for AWS accounts are current and map to more than one individual in your organization. An AWS account supports a number of contact details, and AWS will use these to contact the account owner if activity judged to be in breach of the Acceptable Use Policy or indicative of a likely security compromise is observed by the AWS Abuse team. Contact details should not be for a single individual, as circumstances may arise where that individual is unavailable. ",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv,aws.account.contact.current_details_configured,0.60,azure.management.contact.current_details_configured,refined,gcp.organization.contact.current_details_configured,refined,oci.identity.contact.current_details_configured,refined,ibm.iam.account_settings.current_details_configured,refined,alicloud.resourcemanager.account.current_details_configured,refined,"SKIP: <Kubernetes is a platform, not a cloud provider with billing/account contact services>",0.00,,,,,,,
