control_id,title,program_name,technical_accuracy_score,confidence_level,source
7.1.1.5,Ensure that Network Security Group Flow logs are captured and sent to Log Analytics,azure_network_security_group_flow_logs_enabled,8,HIGH,1. https://docs.microsoft.com/en-us/azure/network-watcher/network-watcher-nsg- flow-logging-portal 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-logging-threat- detection#lt-4-enable-network-logging-for-security-investigation
2.3.13,Ensure public network access is disabled,azure_function_app_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.13,Ensure deployment slot is integrated with a virtual network,azure_app_service_deployment_slot_vnet_integration_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
6.26,Ensure fewer than 5 users have global administrator assignment,azure_encryption_admin_audit_global_admin_users,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.11,Ensure that Microsoft Cloud Security Benchmark policies are not set to 'Disabled',azure_defender_cloud_security_benchmark_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.9,Ensure end-to-end TLS encryption is enabled,azure_appservices_tls_encryption_enabled,8,MEDIUM,
7.7,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,azure_postgresql_firewall_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.6,Ensure that 'Auditing' Retention is 'greater than 90 days',azure_sql_server_auditing_retention_configured,0,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
5.1.1,Ensure Image Vulnerability Scanning using Microsoft Defender for Cloud (MDC) image scanning or a third party provider,azure_container_registry_image_scanning_enabled,8,MEDIUM,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
9.1.4.1,Ensure That Microsoft Defender for Containers Is Set To 'On',azure_defender_for_containers_enabled,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.3.7,Ensure that Public Network Access when using Private Endpoint is disabled,azure_keyvault_public_network_access_disabled,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1.2.1,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),azure_storage_account_customer_managed_keys_verified,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.2.3,Minimize the admission of containers wishing to share the host IPC namespace,azure_aks_hostipc_restriction_verified,9,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
10.4,Ensure that Microsoft Entra authentication is Configured for SQL Servers,azure_sql_server_encryption_aad_authentication_configured,8,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
5.2.2,Ensure immutability for Recovery Services vaults is Enabled,azure_backup_recovery_services_vault_immutability_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.4.6,Ensure 'HTTPS Only' is set to 'On',azure_app_service_https_only_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.7,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,azure_storage_account_soft_delete_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
3.1.2,Ensure that network security groups are configured for Databricks subnets,azure_databricks_network_security_groups_configured,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
20.2,Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK),azure_compute_disks_cmk_encryption_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
10.3.6,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,azure_storage_blob_soft_delete_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1.1.1,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),azure_storage_encryption_microsoft_managed_keys_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.4.5,Ensure 'HTTP version' is set to '2.0' (if in use),azure_appservice_http_version_set_to_,0,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
7.5,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,azure_postgresql_server_connection_throttling_enabled,4,LOW,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
4.6.1,Create administrative boundaries between resources using namespaces,azure_aks_namespace_isolation_verified,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
6.4,Ensure that 'Restrict non-admin users from creating tenants' is set to 'Yes',azure_encryption_policy_restrict_non_admin_users,7,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.4.12,Ensure public network access is disabled,azure_app_service_function_app_public_network_access_disabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
6.9,Ensure that 'Number of days before users are asked to re- confirm their authentication information' is not set to '0',azure_entra_identity_authentication_reconfirmation_period_verified,8,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
5.2.4,Ensure 'Use infrastructure encryption for this vault' is enabled on Recovery Services vaults,azure_backup_recovery_services_vault_infrastructure_encryption_enabled,0,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
7.2,Ensure that Resource Locks are set for Mission-Critical Azure Resources,azure_resources_locks_verified,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.17,[LEGACY] Ensure That Microsoft Defender for DNS Is Set To 'On',azure_defender_for_dns_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1,Ensure 'Enforce SSL connection' is set to 'Enabled' for Standard MySQL Database Server,azure_mysql_server_ssl_enforcement_enabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.1.1.1,Ensure that a 'Diagnostic Setting' exists for Subscription Activity Logs,azure_monitor_diagnostic_settings_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.6,Ensure that 'Public Network Access' is 'Disabled',azure_redis_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.2.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_app_service_deployment_slots_basic_auth_disabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
4.1.6,Ensure that Service Account Tokens are only mounted where necessary,azure_aks_service_account_token_disabled,0,MEDIUM,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
2.2.13,Ensure public network access is disabled,azure_app_service_deployment_slot_public_network_access_disabled,8,MEDIUM,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
4.1,Ensure 'Key encryption key' is set to a customer-managed key for Azure Managed Lustre file systems,azure_lustre_filesystem_key_encryption_key_verified,8,MEDIUM,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.3,Ensure 'SMB protocol version' is set to 'SMB 3.1.1' or higher for SMB file shares,azure_storage_account_smb_protocol_version_verified,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.3,Ensure backup data in Recovery Services vaults is encrypted using customer-managed keys (CMK),azure_backup_recovery_services_vault_cmk_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
20.4,Ensure that 'Disk Network Access' is NOT set to 'Enable public access from all networks',azure_vm_disk_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.3.1,Ensure Kubernetes Secrets are encrypted,azure_aks_kubernetes_secrets_encryption_enabled,0,MEDIUM,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
17.8, 'Write',azure_storage_account_logging_enabled,8,HIGH,"Enabling this setting can have a high impact on the cost of the log analytics service and data storage used by logging more data per each request. Do not enable this without determining your need for this level of logging, and do not forget to check in on data usage and projected cost. Some users have seen their logging costs increase from $10 per month to $10,000 per month."
2.3.11,Ensure 'App Service authentication' is set to 'Enabled',azure_app_service_authentication_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
9.1.10,Ensure that Microsoft Defender for Cloud is configured to check VM operating systems for updates,azure_defender_for_cloud_vm_updates_check_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.3.14,Ensure function app is integrated with a virtual network,azure_functionapp_virtualnetwork_integration_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.5,Ensure that ‘Enable Infrastructure Encryption’ for Each Storage Account in Azure Storage is Set to ‘enabled’,azure_storage_account_infrastructure_encryption_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
20.7,Ensure that Endpoint Protection for all Virtual Machines is installed,azure_vm_endpoint_protection_installed,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
9.3.1,Ensure that the Expiration Date is set for all Keys in RBAC Key Vaults,azure_keyvault_keys_expiration_date_set,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.2.2,Ensure that 'Public Network Access' is 'Disabled' for storage accounts,azure_storage_account_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.1,Ensure that Defender for Servers is set to 'On',azure_defender_for_servers_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
17.12,Ensure 'Cross Tenant Replication' is not enabled,azure_storage_account_cross_tenant_replication_disabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
9.3.5,Ensure the Key Vault is Recoverable,azure_keyvault_recovery_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
5.1.1,Ensure Image Vulnerability Scanning using Azure Defender image scanning or a third party provider,azure_container_registry_defender_enabled,8,HIGH,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
9.3.4,Ensure that the Expiration Date is set for all Secrets in Non- RBAC Key Vaults,azure_keyvault_secrets_expiration_date_set,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.5,Ensure that Unity Catalog is configured for Azure Databricks,azure_databricks_unity_catalog_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.6,Ensure that usage is restricted and expiry is enforced for Databricks personal access tokens,azure_databricks_personal_access_tokens_expiry_enforced,8,HIGH,1. https://learn.microsoft.com/en-us/azure/databricks/administration-guide/access- control/tokens 2. https://learn.microsoft.com/en-us/azure/databricks/dev-tools/auth/
7.1,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,azure_postgresql_ssl_enforcement_enabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.2.1.2,Ensure Network Access Rules are set to Deny-by-default,azure_network_security_network_access_deny_by_default_configured,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.1.1,Ensure only MFA enabled identities can access privileged Virtual Machine,azure_vm_access_mfa_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.4.2,Ensure that all Namespaces have Network Policies defined,azure_aks_network_policy_defined,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
7.6,Ensure Server Parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,azure_postgresql_server_log_retention_days_verified,8,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
4.2.5,Minimize the admission of containers with allowPrivilegeEscalation,azure_aks_policy_allow_privilege_escalation_restricted,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
6.12,Ensure that 'User consent for applications' is set to 'Do not allow user consent',azure_enstra_identity_user_consent_disabled,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
20.8,[Legacy] Ensure that VHDs are Encrypted,azure_vm_disk_encryption_enabled,0,MEDIUM,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
7.1.2.8,Ensure that Activity Log Alert exists for Delete SQL Server Firewall Rule,azure_sql_activity_log_alert_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.14,Ensure that 'Notify about alerts with the following severity (or higher)' is enabled,azure_defender_email_notifications_enabled,6,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.2.1,Minimize the admission of privileged containers,azure_aks_privileged_containers_restriction_enforced,0,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
10.3.3.1,Ensure that 'Default to Microsoft Entra authorization in the Azure portal' is set to 'Enabled',azure_storage_account_default_to_auth_enabled,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.4,Ensure 'SMB channel encryption' is set to 'AES-256-GCM' or higher for SMB file shares,azure_storage_file_share_smb_channel_encryption_verified,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
9.1.7.1,Ensure That Microsoft Defender for Azure Cosmos DB Is Set To 'On',azure_cosmosdb_defender_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
15.3,Ensure local authentication methods for accounts are disabled,azure_batch_account_local_authentication_disabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.10,Ensure 'Remote debugging' is set to 'Off',azure_app_service_remote_debugging_disabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
9.1.6.1,Ensure That Microsoft Defender for App Services Is Set To 'On',azure_appservice_defender_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.1,Ensure soft delete for Azure File Shares is Enabled,azure_storage_account_soft_delete_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
10.3.11,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,azure_storage_account_readonly_lock_verified,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
20.5,Ensure that 'Enable Data Access Authentication Mode' is 'Checked',azure_sql_database_data_access_authentication_enabled,4,LOW,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
8.5,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',azure_network_nsg_flow_logs_retention_period_verified,8,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.5,Ensure Azure Key Vaults are Used to Store Secrets,azure_keyvault_secrets_usage_verified,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.15,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,azure_storage_account_readonly_lock_verified,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.7,Ensure that Public IP addresses are Evaluated on a Periodic Basis,azure_network_public_ip_periodic_review,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.1,Ensure 'Java version' is currently supported (if in use),azure_app_service_java_version_supported_verified,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
7.3,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,azure_postgresql_server_log_connections_enabled,0,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
15.6,Ensure private DNS zones for private endpoints that connect to Batch accounts are configured.,azure_batch_private_endpoint_dns_configured,8,HIGH,
4.1.5,Ensure that default service accounts are not actively used,azure_aks_service_account_default_not_in_use,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
7.1.1.10,Ensure that Intune logs are captured and sent to Log Analytics,azure_intune_logs_log_analytics_enabled,8,HIGH,1. https://learn.microsoft.com/en-us/mem/intune/fundamentals/review-logs-using- azure-monitor 2. https://www.microsoft.com/en-gb/security/business/microsoft-intune-pricing 3. https://learn.microsoft.com/en-us/azure/azure-monitor/logs/cost-logs
6.2,Ensure 'TLS Version' is set to 'TLSV1.2' (or higher) for MySQL flexible Database Server,azure_mysql_flexible_server_tls_version_verified,0,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.1.2.6,Ensure that Activity Log Alert exists for Delete Security Solution,azure_monitor_activity_log_alert_delete_security_solution_exists,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
20.3,Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK),azure_compute_disk_encryption_verified,0,MEDIUM,
17.6,Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access,azure_storage_account_trusted_services_access_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
6.2.6,Ensure that multifactor authentication is required for Windows Azure Service Management API,azure_ad_conditional_access_mfa_enabled,8,HIGH,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/howto- conditional-access-policy-azure-management 4. https://learn.microsoft.com/en-us/entra/identity/conditional-access/concept- conditional-access-cloud-apps#windows-azure-service-management-api Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.
6.4,Ensure server parameter 'audit_log_events' has 'CONNECTION' set for MySQL Database Server,azure_mysql_diagnostics_audit_logs_enabled,0,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
5.4.5,Encrypt traffic to HTTPS load balancers with TLS certificates,azure_aks_https_load_balancer_tls_enabled,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
9.1.8.1,Ensure That Microsoft Defender for Key Vault Is Set To 'On',azure_keyvault_defender_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.5,Ensure 'FTP State' is set to 'FTPS only' or 'Disabled',azure_app_service_ftp_state_verified,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.3,Ensure the principle of least privilege is used when assigning roles to a Managed Identity,azure_container_instances_least_privilege_roles_verified,8,HIGH,
2.6,Ensure App Service Environment is deployed with an internal load balancer,azure_app_service_environment_internal_load_balancer_verified,0,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.2.5,Ensure public network access on Recovery Services vaults is Disabled,azure_backup_recovery_services_vault_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
4.2.4,Minimize the admission of containers wishing to share the host network namespace,azure_aks_pod_security_host_network_restricted,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
2.3.15,Ensure configuration is routed through the virtual network integration,azure_function_app_virtual_network_integration_enabled,5,MEDIUM,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.10,Ensure incoming client certificates are enabled and required (if in use),azure_function_app_incoming_client_certificates_required,0,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.9, 'Write',azure_storage_account_blob_service_logging_enabled,8,HIGH,"Being a level 2, enabling this setting can have a high impact on the cost of data storage used for logging more data per each request. Do not enable this without determining your need for this level of logging or forget to check in on data usage and projected cost."
7.1.1.3,Ensure the storage account containing the container with activity logs is encrypted with Customer Managed Key (CMK),azure_storage_account_activity_logs_cmk_encryption_verified,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.4,Ensure that 'Agentless scanning for machines' component status is set to 'On',azure_defender_cloud_agentless_scanning_enabled,8,HIGH,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/concept-agentless- data-collection 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/enable-agentless- scanning-vms
2.2.11,Ensure incoming client certificates are enabled and required (if in use),azure_app_service_client_certificates_enabled_required,8,MEDIUM,
2.1.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_app_service_basic_auth_disabled,7,MEDIUM,
2.3.10,Ensure incoming client certificates are enabled and required (if in use),azure_function_app_incoming_client_certificates_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
4.1.1,Ensure that the cluster-admin role is only used where required,azure_aks_rbac_cluster_admin_role_verified,7,MEDIUM,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
10.1.1,Ensure soft delete for Azure File Shares is Enabled,azure_storage_account_file_shares_soft_delete_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.7,Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2',azure_storage_account_minimum_tls_version_configured,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.3.2,Ensure 'Python version' is currently supported (if in use),azure_functionapp_python_version_supported_checked,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
11.3,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,azure_storage_blob_soft_delete_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
9.1.7.4,Ensure That Microsoft Defender for SQL Servers on Machines Is Set To 'On',azure_sql_virtual_machine_defender_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.20,Ensure that 'Owners can manage group membership requests in My Groups' is set to 'No',azure_entra_id_group_membership_requests_disabled,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
17.4,Ensure that 'Secure transfer required' is set to 'Enabled',azure_storage_account_https_only_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.4.11,Ensure managed identities are configured,azure_app_service_managed_identities_configured,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
7.1.2.1,Ensure that Activity Log Alert exists for Create Policy Assignment,azure_monitor_activity_log_alert_policy_assignment_exist,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.12,Ensure 'App Service authentication' is set to 'Enabled',azure_app_service_authentication_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.2,Ensure a Managed Identity is used for interactions with other Azure services,azure_container_instance_identity_management_verified,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.1.2,Ensure immutability for Backup vaults is Enabled,azure_dataprotection_backup_vault_immutability_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
