program_name,provider,service,short_description
azure_alert_rules_privilege_escalation,Azure,Alert Rules (Manual),Azure Alert Rules (Manual) compliance check
azure_defender_for_cloud_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_servers_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_sql_servers_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_sql_databases_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_storage_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_key_vault_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_containers_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_app_services_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_dns_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_resource_manager_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_open_source_relational_databases_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_azure_cosmos_db_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_kubernetes_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_defender_for_iot_enabled,Azure,Defender for Cloud,Azure Defender for Cloud compliance check
azure_security_recommendations_implemented,Azure,Security Recommendations,Azure Security Recommendations compliance check
azure_security_recommendations_high_priority_addressed,Azure,Security Recommendations,Azure Security Recommendations compliance check
azure_security_recommendations_medium_priority_addressed,Azure,Security Recommendations,Azure Security Recommendations compliance check
azure_security_recommendations_low_priority_addressed,Azure,Security Recommendations,Azure Security Recommendations compliance check
azure_security_recommendations_secure_score_improved,Azure,Security Recommendations,Azure Security Recommendations compliance check
azure_unprotected_resources_identified,Azure,Unprotected Resources,Azure Unprotected Resources compliance check
azure_unprotected_vms_identified,Azure,Unprotected Resources,Azure Unprotected Resources compliance check
azure_unprotected_sql_databases_identified,Azure,Unprotected Resources,Azure Unprotected Resources compliance check
azure_unprotected_storage_accounts_identified,Azure,Unprotected Resources,Azure Unprotected Resources compliance check
azure_unprotected_key_vaults_identified,Azure,Unprotected Resources,Azure Unprotected Resources compliance check
azure_app_service_https_only_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_authentication_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_ftps_only_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_scm_endpoint_security,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_logging_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_managed_identity_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_cors_configured,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_ip_restrictions_configured,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_private_endpoint_configured,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_vnet_integration_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_always_on_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_auto_swap_disabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_remote_debugging_disabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_web_sockets_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_request_tracing_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_application_insights_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_health_check_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_app_service_auto_heal_enabled,Azure,App Services Security,Azure App Services Security compliance check
azure_function_app_https_only_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_authentication_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_managed_identity_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_cors_configured,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_ip_restrictions_configured,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_private_endpoint_configured,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_vnet_integration_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_always_on_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_auto_swap_disabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_remote_debugging_disabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_request_tracing_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_application_insights_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_health_check_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_function_app_auto_heal_enabled,Azure,Function Apps Security,Azure Function Apps Security compliance check
azure_static_web_app_https_only_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_authentication_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_managed_identity_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_cors_configured,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_ip_restrictions_configured,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_private_endpoint_configured,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_vnet_integration_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_request_tracing_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_application_insights_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_static_web_app_health_check_enabled,Azure,Static Web Apps Security,Azure Static Web Apps Security compliance check
azure_aks_cluster_rbac_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_azure_ad_integration_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_api_server_authorized_ip_ranges_configured,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_network_policy_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_pod_security_policy_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_managed_identity_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_azure_policy_addon_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_azure_monitor_addon_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_azure_key_vault_secrets_provider_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_encryption_at_rest_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_encryption_in_transit_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_cluster_private_cluster_enabled,Azure,AKS Cluster Security,Azure AKS Cluster Security compliance check
azure_aks_node_pool_auto_scaling_enabled,Azure,Node Pool Security,Azure Node Pool Security compliance check
azure_aks_node_pool_auto_repair_enabled,Azure,Node Pool Security,Azure Node Pool Security compliance check
azure_aks_node_pool_auto_upgrade_enabled,Azure,Node Pool Security,Azure Node Pool Security compliance check
azure_aks_node_pool_encryption_at_host_enabled,Azure,Node Pool Security,Azure Node Pool Security compliance check
azure_kubernetes_security_context_configured,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_network_policies_configured,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_pod_security_policies_configured,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_rbac_policies_configured,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_admission_controllers_enabled,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_api_server_secure_port_enabled,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_service_account_tokens_configured,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_kubernetes_certificate_rotation_enabled,Azure,Kubernetes Security,Azure Kubernetes Security compliance check
azure_aks_acr_integration_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_image_scanning_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_content_trust_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_retention_policies_configured,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_quarantine_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_geo_replication_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_private_endpoint_enabled,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_aks_acr_network_rules_configured,Azure,Container Registry Integration,Azure Container Registry Integration compliance check
azure_kubernetes_secure_communication_enabled,Azure,Kubernetes Security (Manual),Azure Kubernetes Security (Manual) compliance check
azure_rbac_role_assignments_owner_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_contributor_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_user_access_administrator_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_custom_roles_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_high_privilege_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_global_administrator_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_subscription_owner_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_rbac_role_assignments_resource_group_owner_restricted,Azure,Role Assignments,Azure Role Assignments compliance check
azure_identity_privileged_user_mfa_enabled,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_non_privileged_user_mfa_enabled,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_auth_mfa_trusted_devices_disabled,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_administrative_groups_multi_factor_authentication_policy_exists,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_user_mfa_policy_exists,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_signin_require_mfa_for_risky,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_admin_group_multi_factor_authentication_policy_exists,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_admin_portal_require_mfa,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_virtual_machine_mfa_enabled_access,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_global_admin_mfa_hardware_only,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_authentication_mfa_enforcement,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_management_mfa_enforcement,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_ad_multi_factor_authentication_enforcement,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_ad_mfa_non_console_access,Azure,Multi-Factor Authentication,Azure Multi-Factor Authentication compliance check
azure_identity_named_locations_defined,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_trusted_locations_defined,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_tenant_non_admin_create_restriction_enabled,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_global_administrator_less_than_five,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_user_creation_prevented,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_account_manipulation_prevention,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_user_access_authorization_and_removal,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_user_access_rights_modification,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_system_access_rights_granted_only,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_user_identity_unique_naming,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_user_account_auto_disable_after_90_days,Azure,User Access Management,Azure User Access Management compliance check
azure_identity_guest_users_reviewed_regularly,Azure,User Access Management (Manual),Azure User Access Management (Manual) compliance check
azure_identity_guest_users_review_frequency,Azure,User Access Management (Manual),Azure User Access Management (Manual) compliance check
azure_identity_access_rights_provision_review_modify_remove,Azure,User Access Management (Manual),Azure User Access Management (Manual) compliance check
azure_cosmosdb_account_private_endpoints_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_limit_firewall_networks,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_private_endpoints_usage,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_use_aad_and_rbac,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_encryption_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_encryption_key_rotation_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_backup_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_point_in_time_restore_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_automatic_failover_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_multi_region_writes_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_analytical_storage_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_cosmosdb_account_dedicated_gateway_enabled,Azure,CosmosDB Security,Azure CosmosDB Security compliance check
azure_apimanagement_waf_web_acl_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_rest_apis_application_insights_tracing_enabled,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_security_rate_limiting_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_security_throttling_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_security_quota_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_global_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_product_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_operation_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_cors_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_caching_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_transformation_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_apimanagement_api_policies_validation_configured,Azure,API Management Security,Azure API Management Security compliance check
azure_servicebus_namespace_private_endpoint_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_namespace_virtual_network_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_namespace_managed_identity_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_namespace_public_network_access_disabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_shared_access_policies_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_shared_access_policies_permissions_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_shared_access_policies_expiry_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_shared_access_policies_rotation_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_rbac_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_ip_filtering_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_virtual_network_integration_configured,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_diagnostic_logs_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_health_checks_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_availability_tests_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_servicebus_error_tracking_enabled,Azure,Service Bus Security,Azure Service Bus Security compliance check
azure_monitor_query_log_storage_protection_analysis,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_log_analytics_workspace_queries_configured,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_syntax_validation_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_performance_optimization_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_security_validation_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_error_handling_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_resource_limiting_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_timeout_management_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_result_limiting_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_caching_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_kql_compression_enabled,Azure,Log Analytics Queries,Azure Log Analytics Queries compliance check
azure_monitor_query_log_review_criteria_established,Azure,Log Analytics Queries (Manual),Azure Log Analytics Queries (Manual) compliance check
azure_policyinsights_remediation_tasks_configured,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_automated,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_scheduled,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_monitored,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_tracked,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_reported,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_escalated,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_approved,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_executed,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_validated,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_remediation_tasks_completed,Azure,Policy Compliance,Azure Policy Compliance compliance check
azure_policyinsights_compliance_state_assessment_enabled,Azure,Policy Compliance (Manual),Azure Policy Compliance (Manual) compliance check
azure_policyinsights_compliance_state_reporting_enabled,Azure,Policy Compliance (Manual),Azure Policy Compliance (Manual) compliance check
azure_storage_account_customer_managed_key_enabled,Azure,encryption,Azure encryption compliance check
azure_storage_account_microsoft_managed_key_enabled,Azure,encryption,Azure encryption compliance check
azure_keyvault_customer_managed_key_enabled,Azure,encryption,Azure encryption compliance check
azure_sql_database_customer_managed_key_enabled,Azure,encryption,Azure encryption compliance check
azure_cosmosdb_customer_managed_key_enabled,Azure,encryption,Azure encryption compliance check
