program_name,provider,service,short_description
gcp_vpc_network_endpoints_ssl_certificate_associated,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_endpoints_ssl_certificate_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_external_https_load_balancer_ssl_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_external_https_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_external_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_associated_with_network,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_associated_with_subnet,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_associated_with_vpc,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_block_public_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_block_public_ingress_except_ssh,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_boundary_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_deny_ssh,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_disallow_ingress_ssh,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_endpoint_dos_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_external_access_restriction,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_fragmented_packets_default_action,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_fragmented_packets_user_defined_action,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_high_security_configuration,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_incoming_ssh_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_ipv6_outbound_established_connections_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_log_metric_alerts_exist,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rdp_restricted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_inbound_ports,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_incoming_traffic,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_ingress_ssh_rdp,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_public_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_ssh_rdp_ingress,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_restrict_unrestricted_inbound_ports,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_associated_with_network,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_association_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_association_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_association_with_vpc,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_contains_rules,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_deny_ssh,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_fragmented_packets_action_compliance,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_fragmented_packets_action_compliant,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_fragmented_packets_default_action,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rule_has_targets,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_associated_with_stateful_or_stateless,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_ensure_integrity,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_priority_order,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_restrict_inbound_ports,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_restrict_rdp_internet_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_restrict_ssh_ingress,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_rules_restrict_unrestricted_ports,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_ssh_incoming_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_ssh_incoming_restricted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_ssh_ingress_denied,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_ssh_restricted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewall_whitelist_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_firewallrule_associated_with_ingress_or_egress,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_global_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_google_cloud_armor_security_team_access_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_google_cloud_armor_sirt_access_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_google_cloud_search_vpc_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_backend_ssl_tls_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_desync_mitigation_mode_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_https_redirect_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_redirect_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_ssl_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_https_load_balancer_ssl_tls_certificate_compliance,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_iap_firewall_restriction,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_iap_google_ip_only,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_iap_google_ip_restriction,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_iap_google_ip_traffic_allowed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_iap_user_access_restriction,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_icmp_broadcast_requests_ignored,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_icmp_ignore_bogus_error_responses,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_icmp_redirects_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_icmp_redirects_not_accepted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_icmp_secure_redirects_not_accepted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_interconnect_autoacceptsharedattachments_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_interconnect_vpn_autoacceptsharedattachments_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_interface_ipv6_loopback_traffic_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_intrusion_detection_system_configuration,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_ipv6_router_advertisements_not_accepted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_access_logs_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_armor_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_certificate_manager_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_google_managed_ssl_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_https_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_https_google_managed_ssl,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_compliance,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_manager,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_trusted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificate_validity,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_certificates_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backend_ssl_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backends_ssl_certificates_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backends_use_gcm_ssl_certificates,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_backends_use_gcp_certificates,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_cdn_armor_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_cloud_armor_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_connection_draining_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_desync_mitigation_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_desync_mitigation_mode_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_disallow_weak_ssl_policies,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_enforce_https,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_google_managed_certificates,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_https_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_https_redirect_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_https_redirection_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_https_ssl_certificate_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_https_ssl_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_secure_connections,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_security_operations_access_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_session_affinity_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_backend_services_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_certificate_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_google_managed_certificates,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_https_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_ssl_https_listeners_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_load_balancer_web_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_loopback_traffic_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_memorystore_custom_vpc_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_memorystore_custom_vpc_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_memorystore_custom_vpc_subnet,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_nat_gateway_associated_authorized_vpc,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_nat_gateway_authorized_vpc,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_packet_suspicious_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_project_no_default_network,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_project_no_legacy_networks,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_redis_custom_vpc_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_route_no_public_cidr,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_route_no_public_cie,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_route_no_public_internet_gateway,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_routes_no_public_cidr_to_cloud_router_nat,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_routes_no_public_cidr_to_cloud_router_or_vpn_gateway,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_routes_no_public_cloud_router,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_routes_no_public_internet_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_searchservice_private_endpoint,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_security_policies_logging_destination_match,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_services_security_mechanisms_implemented,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_source_routed_packets_not_accepted,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_ssl_certificates_expiration_compliance,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_ssl_certificates_expiration_monitor,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_ssl_certificates_expiration_within_days,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_ssl_certificates_expiry_within_days,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_tcp_udp_load_balancer_ssl_certificate_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_tcp_udp_load_balancer_ssl_certificates_google_managed,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_traffic_monitoring_unusual_activity,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_access_connector_associated_services,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_access_controls_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_advanced_segmentation,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_authorized_internet_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_bandwidth_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_boundary_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_cloud_nat_authorized,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_cloud_nat_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_configuration_pci_compliance,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_connector_associated_services,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_data_leakage_prevention,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_data_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_ddos_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_default_network_absent,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_disable_promiscuous_mode,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_dos_protection_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_enforce_information_flow_control,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_entry_control,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_exfiltration_prevention,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_external_access_restriction,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_external_server_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_firewall_log_metric_filter_alerts_exist,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_firewall_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_firewall_rule_change_alert,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_firewall_stateless_default_action_fragmented_packets_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_information_flow_separation,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_interconnection_points,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_intranode_visibility_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_legacy_networks_absent,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_limit_external_connections,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_logical_segmentation,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_metric_filter_alarm_established,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_no_default_network,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_no_insecure_configurations,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_no_legacy_networks,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_no_open_ports,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_peering_autoacceptsharedattachments_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_prevent_protocol_exfiltration,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_google_access_point_exists,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_google_access_point_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_networks,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_service_access_configured,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_service_access_connection_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_service_access_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_service_connection_exists,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_service_connection_required,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_private_state,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_promiscuous_mode_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_remote_access_control,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_remote_access_protection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_remote_access_security_measures,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_restrict_internet_access,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_restrict_protocol_exfiltration,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_rigorous_segregation,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_route_change_alert,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_routes_no_public_igw,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_secure_configuration,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_secure_perimeter,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_security_enforced,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_service_controls_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_service_controls_stateful_or_stateless_rules_associated,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_service_controls_stateful_stateless_association,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_services_exposure,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_session_authenticity_protected,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_strict_segregation,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_subnet_flow_logs_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_subnet_no_public_routes,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_system_interconnection,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_transmission_confidentiality_integrity,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpc_wireless_security_measures,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_authorization_no_access_all,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_authorization_no_allow_all,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_auto_accept_disabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_autotunnel_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_tunnel_logging_enabled,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_tunnels_active_status,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_tunnels_established_state,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_tunnels_operational_status,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_vpn_tunnels_running_state,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_waf_contains_firewall_rules,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_waf_firewall_rules_present,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_waf_rule_conditions_present,GCP,VPC,GCP VPC security compliance check
gcp_vpc_network_waf_rule_has_conditions,GCP,VPC,GCP VPC security compliance check
gcp_loadbalancer_gmail_user_auto_forwarding_disabled,GCP,Load Balancers,GCP Load Balancers security compliance check
gcp_iam_access_approval_enabled,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_access_rights_policy_compliance,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_access_rights_provisioned_reviewed,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_access_risk_assessment,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_access_two_factor_uncontrolled_zones,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_account_creation_prevention,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_account_creation_restriction,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_account_credential_integrity,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_account_password_policy_enforced,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_account_password_policy_enforcement,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_accounts_access_revocation_on_employee_exit,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_accounts_compliance_review,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_accounts_monitor_atypical_use,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_accounts_usage_monitoring,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_administrator_access_protection_measures,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_apigee_api_associated_with_cloud_armor_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_app_engine_service_associated_with_armor_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_app_engine_service_cloud_armor_policy_association,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_appengine_service_security_policy_association,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_asset_responsibility_management,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_backup_policy_deny_condition_enforced,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_backup_policy_prevent_deletion,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_backup_vault_deny_deletion_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_backup_vault_iam_policy_prevent_deletion,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_bindings_avoid_system_anonymous,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_certificates_compliance_ens,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_cloudfunctions_function_iam_no_public_access,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_cloudfunctions_function_iam_no_public_access,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_container_gcr_repository_lifecycle_policy_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_container_registry_lifecycle_policy_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_container_registry_repository_lifecycle_policy_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_dataproc_cluster_iam_conditions_enabled,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_drive_dlp_policy_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_elasticsearch_roles_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_entity_access_verification,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_firestore_database_retention_policy_days,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_cluster_admin_role_restriction,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_cluster_bind_impersonate_escalate_permissions_limited,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_cluster_role_binding_system_unauthenticated_check,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_cluster_role_bindings_system_anonymous_avoided,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_cluster_service_account_artifact_registry_viewer_role,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_clusterrolebindings_system_authenticated_restrictions,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_kubeconfig_file_permission_restrictive,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_kubelet_config_file_permission_check,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_namespace_network_policy_defined,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_proxy_kubeconfig_file_permission_restricted,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_roles_clusterroles_minimize_wildcard_use,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_workload_identity_no_editor_owner_roles,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_gke_workload_identity_no_owner_role,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_identity_password_policy_compliance,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_kms_keys_iam_policy_no_blocked_actions,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_kms_keys_iam_policy_no_disallowed_actions,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_kms_roles_separation_of_duties_enforced,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_log_files_permission_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_logging_iam_role_change_alert,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_logging_metric_filter_alerts_for_custom_role_changes,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_monitoring_alert_policy_action_configured,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_monitoring_alert_policy_exists_for_metric,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_monitoring_alert_policy_metric_settings,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_monitoring_resource_alert_policy_exists,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_network_api_associated_with_cloud_armor_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_network_api_gateway_armor_policy_enforced,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_network_api_gateway_associated_with_armor_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
gcp_iam_network_api_gateway_associated_with_security_policy,GCP,Policies & Roles,GCP Policies & Roles security compliance check
